,XYL
2015-11-04,32.80614471435547
2015-11-05,32.931453704833984
2015-11-06,33.04780960083008
2015-11-09,32.62712097167969
2015-11-10,33.056766510009766
2015-11-11,33.09257125854492
2015-11-12,32.04528045654297
2015-11-13,32.12583923339844
2015-11-16,32.76137924194336
2015-11-17,33.11943054199219
2015-11-18,33.531185150146484
2015-11-19,33.71915817260742
2015-11-20,33.56697463989258
2015-11-23,33.61173629760742
2015-11-24,33.549076080322266
2015-11-25,33.710201263427734
2015-11-27,33.63859939575195
2015-11-30,33.40586853027344
2015-12-01,33.692291259765625
2015-12-02,33.074684143066406
2015-12-03,32.886688232421875
2015-12-04,33.701255798339844
2015-12-07,33.03886032104492
2015-12-08,32.474937438964844
2015-12-09,32.45702362060547
2015-12-10,32.850894927978516
2015-12-11,32.421241760253906
2015-12-14,32.79718017578125
2015-12-15,32.850894927978516
2015-12-16,33.531185150146484
2015-12-17,32.63606262207031
2015-12-18,32.08108139038086
2015-12-21,32.3496208190918
2015-12-22,32.6718635559082
2015-12-23,33.23579025268555
2015-12-24,33.18208312988281
2015-12-28,33.065704345703125
2015-12-29,33.20894241333008
2015-12-30,33.00305938720703
2015-12-31,32.6718635559082
2016-01-04,32.295921325683594
2016-01-05,32.28696823120117
2016-01-06,31.8841552734375
2016-01-07,31.060653686523438
2016-01-08,30.765254974365234
2016-01-11,30.50568199157715
2016-01-12,30.675745010375977
2016-01-13,29.87908935546875
2016-01-14,30.049163818359375
2016-01-15,29.521039962768555
2016-01-19,29.503143310546875
2016-01-20,29.35992431640625
2016-01-21,29.74482536315918
2016-01-22,30.460922241210938
2016-01-25,30.201335906982422
2016-01-26,30.926380157470703
2016-01-27,31.230728149414062
2016-01-28,31.284439086914062
2016-01-29,32.17955017089844
2016-02-01,31.8841552734375
2016-02-02,31.2038631439209
2016-02-03,31.928903579711914
2016-02-04,33.1910400390625
2016-02-05,32.815093994140625
2016-02-08,32.421241760253906
2016-02-09,32.85984420776367
2016-02-10,32.60920333862305
2016-02-11,32.41227722167969
2016-02-12,33.155235290527344
2016-02-16,33.25860595703125
2016-02-17,33.85185623168945
2016-02-18,33.73500442504883
2016-02-19,33.28556442260742
2016-02-22,33.8338737487793
2016-02-23,33.546241760253906
2016-02-24,33.68107223510742
2016-02-25,33.76197052001953
2016-02-26,33.90580749511719
2016-02-29,33.627132415771484
2016-03-01,34.103546142578125
2016-03-02,34.18444061279297
2016-03-03,34.3102912902832
2016-03-04,34.35525131225586
2016-03-07,34.65186309814453
2016-03-08,34.07658767700195
2016-03-09,34.29231643676758
2016-03-10,34.08556365966797
2016-03-11,34.56197738647461
2016-03-14,34.22040557861328
2016-03-15,34.283321380615234
2016-03-16,34.723777770996094
2016-03-17,35.06534194946289
2016-03-18,35.47884750366211
2016-03-21,35.43389129638672
2016-03-22,35.415916442871094
2016-03-23,35.388946533203125
2016-03-24,35.79344940185547
2016-03-28,35.86536407470703
2016-03-29,36.5305290222168
2016-03-30,36.890071868896484
2016-03-31,36.76423645019531
2016-04-01,37.07883834838867
2016-04-04,36.656375885009766
2016-04-05,36.86311340332031
2016-04-06,37.0249137878418
2016-04-07,36.75524139404297
2016-04-08,37.0518798828125
2016-04-11,37.060874938964844
2016-04-12,37.438411712646484
2016-04-13,37.60918045043945
2016-04-14,37.7440185546875
2016-04-15,38.00468444824219
2016-04-18,38.30133819580078
2016-04-19,38.39120101928711
2016-04-20,37.90580749511719
2016-04-21,37.60918045043945
2016-04-22,38.1664924621582
2016-04-25,37.9417724609375
2016-04-26,38.52604293823242
2016-04-27,38.56199264526367
2016-04-28,37.90580749511719
2016-04-29,37.55525588989258
2016-05-02,37.977725982666016
2016-05-03,37.645137786865234
2016-05-04,37.07883834838867
2016-05-05,37.330528259277344
2016-05-06,37.654144287109375
2016-05-09,37.39345169067383
2016-05-10,38.22940444946289
2016-05-11,38.54403305053711
2016-05-12,38.86761474609375
2016-05-13,38.78672409057617
2016-05-16,39.03839111328125
2016-05-17,39.083351135253906
2016-05-18,38.88559341430664
2016-05-19,38.71480941772461
2016-05-20,39.110321044921875
2016-05-23,39.24112319946289
2016-05-24,40.10713577270508
2016-05-25,40.3416748046875
2016-05-26,40.359710693359375
2016-05-27,40.20636749267578
2016-05-31,40.28755187988281
2016-06-01,40.431884765625
2016-06-02,40.7837028503418
2016-06-03,41.02727508544922
2016-06-06,41.216697692871094
2016-06-07,41.478309631347656
2016-06-08,41.91131591796875
2016-06-09,41.766990661621094
2016-06-10,41.4241943359375
2016-06-13,41.19866943359375
2016-06-14,41.18062973022461
2016-06-15,41.12650680541992
2016-06-16,40.928035736083984
2016-06-17,41.072383880615234
2016-06-20,41.58656692504883
2016-06-21,41.48735046386719
2016-06-22,41.41517639160156
2016-06-23,41.81208801269531
2016-06-24,39.818450927734375
2016-06-27,38.537498474121094
2016-06-28,38.84418869018555
2016-06-29,39.37643051147461
2016-06-30,40.27851867675781
2016-07-01,40.476985931396484
2016-07-05,40.449920654296875
2016-07-06,41.11747360229492
2016-07-07,41.16259002685547
2016-07-08,41.866214752197266
2016-07-11,42.389427185058594
2016-07-12,42.5067024230957
2016-07-13,42.41649627685547
2016-07-14,42.24510192871094
2016-07-15,42.44355010986328
2016-07-18,42.389427185058594
2016-07-19,42.56082534790039
2016-07-20,42.57887268066406
2016-07-21,42.163909912109375
2016-07-22,42.362369537353516
2016-07-25,42.26314163208008
2016-07-26,43.10209274291992
2016-07-27,43.10209274291992
2016-07-28,43.20132827758789
2016-07-29,43.129150390625
2016-08-01,43.129150390625
2016-08-02,41.866214752197266
2016-08-03,41.70383834838867
2016-08-04,42.3262939453125
2016-08-05,42.71418380737305
2016-08-08,42.840476989746094
2016-08-09,43.237403869628906
2016-08-10,43.20132827758789
2016-08-11,43.78767776489258
2016-08-12,43.706485748291016
2016-08-15,45.393402099609375
2016-08-16,45.28515625
2016-08-17,45.41144561767578
2016-08-18,45.50165939331055
2016-08-19,45.826412200927734
2016-08-22,46.05193328857422
2016-08-23,45.91661834716797
2016-08-24,45.700111389160156
2016-08-25,45.627952575683594
2016-08-26,45.709129333496094
2016-08-29,46.129905700683594
2016-08-30,46.12085723876953
2016-08-31,46.02132034301758
2016-09-01,45.614131927490234
2016-09-02,46.07562255859375
2016-09-06,46.12085723876953
2016-09-07,46.093711853027344
2016-09-08,46.1932258605957
2016-09-09,44.02157211303711
2016-09-12,45.071205139160156
2016-09-13,44.772613525390625
2016-09-14,44.78166961669922
2016-09-15,45.478397369384766
2016-09-16,45.20695114135742
2016-09-19,45.72270584106445
2016-09-20,45.91273880004883
2016-09-21,46.88092803955078
2016-09-22,47.6138801574707
2016-09-23,46.645660400390625
2016-09-26,46.59138870239258
2016-09-27,47.14332962036133
2016-09-28,47.24287796020508
2016-09-29,46.88998794555664
2016-09-30,47.46005630493164
2016-10-03,47.4781494140625
2016-10-04,47.288143157958984
2016-10-05,47.00762176513672
2016-10-06,46.899044036865234
2016-10-07,45.93083953857422
2016-10-10,45.586978912353516
2016-10-11,44.97167205810547
2016-10-12,45.34266662597656
2016-10-13,44.935482025146484
2016-10-14,44.7635612487793
2016-10-17,44.519248962402344
2016-10-18,44.4740104675293
2016-10-19,44.7635612487793
2016-10-20,44.2658805847168
2016-10-21,44.193485260009766
2016-10-24,44.012516021728516
2016-10-25,43.46055603027344
2016-10-26,43.78630828857422
2016-10-27,43.46055603027344
2016-10-28,43.985382080078125
2016-10-31,43.732017517089844
2016-11-01,42.700462341308594
2016-11-02,42.49235916137695
2016-11-03,42.7457160949707
2016-11-04,42.8905029296875
2016-11-07,44.084285736083984
2016-11-08,44.75607681274414
2016-11-09,45.9907341003418
2016-11-10,47.87902069091797
2016-11-11,47.88810729980469
2016-11-14,48.332942962646484
2016-11-15,49.703758239746094
2016-11-16,49.34062957763672
2016-11-17,49.0319709777832
2016-11-18,48.378334045410156
2016-11-21,48.532657623291016
2016-11-22,48.04243850708008
2016-11-23,47.98796844482422
2016-11-25,48.04243850708008
2016-11-28,46.88041305541992
2016-11-29,46.60806655883789
2016-11-30,46.8259391784668
2016-12-01,47.03472900390625
2016-12-02,47.025672912597656
2016-12-05,46.953041076660156
2016-12-06,47.3615608215332
2016-12-07,47.26169967651367
2016-12-08,47.10737991333008
2016-12-09,46.73515319824219
2016-12-12,46.29032897949219
2016-12-13,46.29032897949219
2016-12-14,45.90902328491211
2016-12-15,45.51866149902344
2016-12-16,45.48234176635742
2016-12-19,46.0815315246582
2016-12-20,46.226776123046875
2016-12-21,46.14506530761719
2016-12-22,46.417423248291016
2016-12-23,46.30847930908203
2016-12-27,46.172306060791016
2016-12-28,45.337100982666016
2016-12-29,45.182769775390625
2016-12-30,44.955810546875
2017-01-03,45.073822021484375
2017-01-04,45.74562454223633
2017-01-05,45.32801818847656
2017-01-06,45.01028060913086
2017-01-09,44.819644927978516
2017-01-10,44.61083221435547
2017-01-11,44.84687423706055
2017-01-12,43.84825897216797
2017-01-13,44.26586151123047
2017-01-17,43.757476806640625
2017-01-18,43.966278076171875
2017-01-19,44.52912521362305
2017-01-20,44.5382080078125
2017-01-23,44.029823303222656
2017-01-24,44.54728698730469
2017-01-25,45.527748107910156
2017-01-26,45.47328567504883
2017-01-27,45.43695068359375
2017-01-30,44.937652587890625
2017-01-31,44.76515579223633
2017-02-01,44.61991882324219
2017-02-02,44.30217361450195
2017-02-03,44.710693359375
2017-02-06,42.831485748291016
2017-02-07,42.867794036865234
2017-02-08,42.66808319091797
2017-02-09,43.230926513671875
2017-02-10,43.466957092285156
2017-02-13,43.83009719848633
2017-02-14,43.420047760009766
2017-02-15,43.438270568847656
2017-02-16,43.51116180419922
2017-02-17,43.55673599243164
2017-02-21,44.03968811035156
2017-02-22,43.96678161621094
2017-02-23,43.30158615112305
2017-02-24,43.64785385131836
2017-02-27,44.60464859008789
2017-02-28,43.848323822021484
2017-03-01,45.15138244628906
2017-03-02,44.54996109008789
2017-03-03,44.40418243408203
2017-03-06,44.22193145751953
2017-03-07,44.449737548828125
2017-03-08,43.328922271728516
2017-03-09,43.438270568847656
2017-03-10,43.97590255737305
2017-03-13,44.212825775146484
2017-03-14,43.7845344543457
2017-03-15,44.249271392822266
2017-03-16,44.42240524291992
2017-03-17,44.7960090637207
2017-03-20,44.495296478271484
2017-03-21,43.79365158081055
2017-03-22,44.90534591674805
2017-03-23,44.54996109008789
2017-03-24,44.85066604614258
2017-03-27,44.741336822509766
2017-03-28,45.260719299316406
2017-03-29,45.00558090209961
2017-03-30,45.47031784057617
2017-03-31,45.76190948486328
2017-04-03,45.06024932861328
2017-04-04,45.89858627319336
2017-04-05,45.95326232910156
2017-04-06,46.3997802734375
2017-04-07,46.317752838134766
2017-04-10,46.235748291015625
2017-04-11,46.171958923339844
2017-04-12,44.99647521972656
2017-04-13,44.54085159301758
2017-04-17,45.06938171386719
2017-04-18,44.7686653137207
2017-04-19,44.9509162902832
2017-04-20,45.76190948486328
2017-04-21,46.15372848510742
2017-04-24,46.900943756103516
2017-04-25,47.210758209228516
2017-04-26,46.882713317871094
2017-04-27,47.03762435913086
2017-04-28,46.84626007080078
2017-05-01,46.7642707824707
2017-05-02,45.935028076171875
2017-05-03,45.52497863769531
2017-05-04,46.94650650024414
2017-05-05,47.65726089477539
2017-05-08,47.566131591796875
2017-05-09,47.24721145629883
2017-05-10,46.50912094116211
2017-05-11,46.363319396972656
2017-05-12,46.45443344116211
2017-05-15,47.64814758300781
2017-05-16,47.17430877685547
2017-05-17,46.973846435546875
2017-05-18,46.91004943847656
2017-05-19,47.393001556396484
2017-05-22,47.62993621826172
2017-05-23,48.27912521362305
2017-05-24,48.10540771484375
2017-05-25,47.66649627685547
2017-05-26,47.00814437866211
2017-05-30,47.35561752319336
2017-05-31,47.67564010620117
2017-06-01,47.949954986572266
2017-06-02,48.462005615234375
2017-06-05,48.64488983154297
2017-06-06,48.17854690551758
2017-06-07,48.88262176513672
2017-06-08,48.99235153198242
2017-06-09,49.34894943237305
2017-06-12,49.3946647644043
2017-06-13,49.18436813354492
2017-06-14,49.06549072265625
2017-06-15,49.339813232421875
2017-06-16,49.42210388183594
2017-06-19,49.53184127807617
2017-06-20,49.266666412353516
2017-06-21,48.955780029296875
2017-06-22,49.23923873901367
2017-06-23,49.67813491821289
2017-06-26,49.99816131591797
2017-06-27,49.83356857299805
2017-06-28,50.26332473754883
2017-06-29,50.199317932128906
2017-06-30,50.683956146240234
2017-07-03,50.702232360839844
2017-07-05,50.235897064208984
2017-07-06,49.723846435546875
2017-07-07,50.245052337646484
2017-07-10,49.93415832519531
2017-07-11,49.68727111816406
2017-07-12,50.58336639404297
2017-07-13,51.058837890625
2017-07-14,51.29656982421875
2017-07-17,51.86349868774414
2017-07-18,51.58917236328125
2017-07-19,52.18352127075195
2017-07-20,52.05550765991211
2017-07-21,52.68642807006836
2017-07-24,52.77786636352539
2017-07-25,52.31153869628906
2017-07-26,52.0189323425293
2017-07-27,52.00063705444336
2017-07-28,52.05550765991211
2017-07-31,51.87263870239258
2017-08-01,54.22258758544922
2017-08-02,54.78950119018555
2017-08-03,54.4603271484375
2017-08-04,54.88093185424805
2017-08-07,54.89923095703125
2017-08-08,54.71635055541992
2017-08-09,54.59747314453125
2017-08-10,53.92997741699219
2017-08-11,54.058013916015625
2017-08-14,54.7529182434082
2017-08-15,54.73462677001953
2017-08-16,54.79862976074219
2017-08-17,53.90254592895508
2017-08-18,53.97570037841797
2017-08-21,54.23171615600586
2017-08-22,54.82607650756836
2017-08-23,54.853511810302734
2017-08-24,54.95408630371094
2017-08-25,55.301551818847656
2017-08-28,55.92333221435547
2017-08-29,56.04254913330078
2017-08-30,56.44606018066406
2017-08-31,56.922943115234375
2017-09-01,56.83123016357422
2017-09-05,56.76703643798828
2017-09-06,56.87709045410156
2017-09-07,57.298946380615234
2017-09-08,57.574066162109375
2017-09-11,57.748313903808594
2017-09-12,57.71162033081055
2017-09-13,57.78498840332031
2017-09-14,57.78498840332031
