,WELL
2016-11-29,47.09912109375
2016-11-30,46.064537048339844
2016-12-01,45.059303283691406
2016-12-02,46.064537048339844
2016-12-05,45.97648239135742
2016-12-06,46.629520416259766
2016-12-07,47.891563415527344
2016-12-08,48.14104080200195
2016-12-09,48.1850700378418
2016-12-12,48.82342529296875
2016-12-13,48.860107421875
2016-12-14,47.319244384765625
2016-12-15,46.475433349609375
2016-12-16,47.82552719116211
2016-12-19,48.706016540527344
2016-12-20,48.76472473144531
2016-12-21,47.9208984375
2016-12-22,47.94292068481445
2016-12-23,48.067665100097656
2016-12-27,48.32447814941406
2016-12-28,47.98695373535156
2016-12-29,48.2584342956543
2016-12-30,49.10959243774414
2017-01-03,48.55193328857422
2017-01-04,48.926151275634766
2017-01-05,50.01942443847656
2017-01-06,50.224876403808594
2017-01-09,50.18818283081055
2017-01-10,48.6619873046875
2017-01-11,48.72069549560547
2017-01-12,49.05088424682617
2017-01-13,48.91148376464844
2017-01-17,49.381072998046875
2017-01-18,49.219635009765625
2017-01-19,48.72069549560547
2017-01-20,48.9848518371582
2017-01-23,49.659881591796875
2017-01-24,49.381072998046875
2017-01-25,48.69136428833008
2017-01-26,48.52992248535156
2017-01-27,48.3831787109375
2017-01-30,48.676658630371094
2017-01-31,48.64733123779297
2017-02-01,47.891563415527344
2017-02-02,48.676658630371094
2017-02-03,48.64692687988281
2017-02-06,49.197113037109375
2017-02-07,48.97407531738281
2017-02-08,49.09303283691406
2017-02-09,48.617191314697266
2017-02-10,48.97407531738281
2017-02-13,49.286338806152344
2017-02-14,48.70641326904297
2017-02-15,48.758460998535156
2017-02-16,49.13020706176758
2017-02-17,49.01124572753906
2017-02-21,49.769630432128906
2017-02-22,50.33466339111328
2017-02-23,51.18967819213867
2017-02-24,52.08930206298828
2017-02-27,52.0744514465332
2017-02-28,52.327239990234375
2017-03-01,51.658103942871094
2017-03-02,52.00753402709961
2017-03-03,51.725006103515625
2017-03-06,50.9592170715332
2017-03-07,50.922035217285156
2017-03-08,49.82909393310547
2017-03-09,48.922035217285156
2017-03-10,49.197113037109375
2017-03-13,49.07073974609375
2017-03-14,49.1078987121582
2017-03-15,49.992652893066406
2017-03-16,50.029842376708984
2017-03-17,50.022396087646484
2017-03-20,50.39414596557617
2017-03-21,50.42388916015625
2017-03-22,51.04841613769531
2017-03-23,51.74730682373047
2017-03-24,51.79936218261719
2017-03-27,52.141353607177734
2017-03-28,52.49823760986328
2017-03-29,52.73615646362305
2017-03-30,52.624637603759766
2017-03-31,52.65437698364258
2017-04-03,52.89973831176758
2017-04-04,52.47593307495117
2017-04-05,53.011268615722656
2017-04-06,53.21944046020508
2017-04-07,53.72500228881836
2017-04-10,54.193416595458984
2017-04-11,54.11906433105469
2017-04-12,54.223148345947266
2017-04-13,54.16367721557617
2017-04-17,54.56515884399414
2017-04-18,55.1971321105957
2017-04-19,54.92204666137695
2017-04-20,55.07074737548828
2017-04-21,54.78078842163086
2017-04-24,53.9034538269043
2017-04-25,54.02984619140625
2017-04-26,53.40531539916992
2017-04-27,53.650665283203125
2017-04-28,53.11533737182617
2017-05-01,52.93690872192383
2017-05-02,52.602325439453125
2017-05-03,51.9034538269043
2017-05-04,51.940616607666016
2017-05-05,52.550445556640625
2017-05-08,52.4902229309082
2017-05-09,51.97073745727539
2017-05-10,52.70856857299805
2017-05-11,53.8303337097168
2017-05-12,54.093833923339844
2017-05-15,53.9507942199707
2017-05-16,53.905616760253906
2017-05-17,54.402503967285156
2017-05-18,54.90693664550781
2017-05-19,55.14031982421875
2017-05-22,55.26079559326172
2017-05-23,55.14785385131836
2017-05-24,55.35865783691406
2017-05-25,55.08009338378906
2017-05-26,54.60578536987305
2017-05-30,54.58320236206055
2017-05-31,54.61331558227539
2017-06-01,54.92953109741211
2017-06-02,55.554420471191406
2017-06-05,55.3134880065918
2017-06-06,54.98222732543945
2017-06-07,55.095157623291016
2017-06-08,54.88434600830078
2017-06-09,55.29842758178711
2017-06-12,55.74260711669922
2017-06-13,55.81790542602539
2017-06-14,56.04376220703125
2017-06-15,56.216915130615234
2017-06-16,56.917110443115234
2017-06-19,57.40647506713867
2017-06-20,57.91090393066406
2017-06-21,58.08406066894531
2017-06-22,58.34003448486328
2017-06-23,58.29484939575195
2017-06-26,58.46800994873047
2017-06-27,57.59469985961914
2017-06-28,57.61726379394531
2017-06-29,56.08894729614258
2017-06-30,56.35245132446289
2017-07-03,57.037567138671875
2017-07-05,56.53314208984375
2017-07-06,55.01234436035156
2017-07-07,54.88434600830078
2017-07-10,54.60578536987305
2017-07-11,54.66600799560547
2017-07-12,55.49417495727539
2017-07-13,55.18549346923828
2017-07-14,55.524288177490234
