,DE
2017-06-05,111.66539764404297
2017-06-06,111.41590118408203
2017-06-07,111.62975311279297
2017-06-08,112.2623291015625
2017-06-09,112.2177734375
2017-06-12,112.2623291015625
2017-06-13,112.63655090332031
2017-06-14,112.64545440673828
2017-06-15,112.59198760986328
2017-06-16,113.95519256591797
2017-06-19,113.1443862915039
2017-06-20,112.29795837402344
2017-06-21,111.1753158569336
2017-06-22,110.35565948486328
2017-06-23,110.12401580810547
2017-06-26,109.90126037597656
2017-06-27,108.69843292236328
2017-06-28,110.55187225341797
2017-06-29,109.15509796142578
2017-06-30,110.65931701660156
2017-07-03,111.87702178955078
2017-07-05,112.45901489257812
2017-07-06,112.00236511230469
2017-07-07,113.39021301269531
2017-07-10,114.73326110839844
2017-07-11,114.66165161132812
2017-07-12,110.56080627441406
2017-07-13,111.40247344970703
2017-07-14,112.34261322021484
2017-07-17,112.7097396850586
2017-07-18,112.89774322509766
2017-07-19,113.09471893310547
2017-07-20,112.45901489257812
2017-07-21,112.59334564208984
2017-07-24,113.30962371826172
2017-07-25,114.51838684082031
2017-07-26,114.44673919677734
2017-07-27,115.00188446044922
2017-07-28,115.4227066040039
2017-07-31,114.85862731933594
2017-08-01,115.52120208740234
2017-08-02,115.48538208007812
2017-08-03,115.95992279052734
2017-08-04,116.17483520507812
2017-08-07,116.36285400390625
2017-08-08,118.20733642578125
2017-08-09,118.5565185546875
2017-08-10,114.41093444824219
2017-08-11,113.44391632080078
2017-08-14,115.1182861328125
2017-08-15,113.87369537353516
2017-08-16,113.38123321533203
2017-08-17,111.00852966308594
2017-08-18,105.03636169433594
2017-08-21,104.3290023803711
2017-08-22,105.18859100341797
2017-08-23,104.26634979248047
2017-08-24,103.36200714111328
2017-08-25,103.72016906738281
2017-08-28,103.82762145996094
2017-08-29,103.76493072509766
2017-08-30,103.40676879882812
2017-08-31,103.80073547363281
2017-09-01,103.98878479003906
2017-09-05,103.44258880615234
2017-09-06,104.0604019165039
2017-09-07,104.1589126586914
