,HPQ
2021-10-15,25.403305053710938
2021-10-18,25.69075584411621
2021-10-19,25.924304962158203
2021-10-20,25.68177032470703
2021-10-21,27.46036148071289
2021-10-22,27.370534896850586
2021-10-25,27.514259338378906
2021-10-26,27.074100494384766
2021-10-27,26.678861618041992
2021-10-28,27.352567672729492
2021-10-29,27.244775772094727
2021-11-01,28.071189880371094
2021-11-02,27.855602264404297
2021-11-03,28.071189880371094
2021-11-04,28.143051147460938
2021-11-05,28.699989318847656
2021-11-08,28.385589599609375
2021-11-09,28.538291931152344
2021-11-10,28.3137264251709
2021-11-11,28.466434478759766
2021-11-12,28.58321189880371
2021-11-15,28.16101837158203
2021-11-16,28.03525733947754
2021-11-17,27.783740997314453
2021-11-18,28.21491813659668
2021-11-19,28.2508487701416
