,CFG
2017-02-06,26.79448127746582
2017-02-07,26.88263511657715
2017-02-08,25.971614837646484
2017-02-09,26.62549591064453
2017-02-10,26.757741928100582
2017-02-13,27.125097274780273
2017-02-14,27.903871536254883
2017-02-15,28.190406799316406
2017-02-16,28.10223960876465
2017-02-17,27.80101203918457
2017-02-21,27.95530128479004
2017-02-22,27.67611312866211
2017-02-23,27.367544174194336
2017-02-24,26.92672538757324
2017-02-27,27.32345390319824
2017-02-28,27.455699920654297
2017-03-01,29.086740493774418
2017-03-02,27.95530128479004
2017-03-03,28.146324157714844
2017-03-06,28.11693572998047
2017-03-07,27.896522521972656
2017-03-08,27.808361053466797
2017-03-09,27.720191955566406
2017-03-10,27.654077529907227
2017-03-13,27.455699920654297
2017-03-14,27.32345390319824
2017-03-15,27.02223014831543
2017-03-16,27.257341384887695
2017-03-17,26.90467834472656
2017-03-20,26.618148803710938
2017-03-21,25.244260787963867
2017-03-22,25.295690536499023
2017-03-23,25.3985538482666
2017-03-24,25.35445785522461
2017-03-27,25.156095504760746
2017-03-28,25.736509323120117
2017-03-29,25.339771270751953
2017-03-30,25.62630271911621
2017-03-31,25.38385581970215
2017-04-03,25.58222770690918
2017-04-04,25.64099884033203
2017-04-05,25.258955001831055
2017-04-06,25.65569496154785
2017-04-07,25.442626953125
2017-04-10,25.258955001831055
2017-04-11,25.258955001831055
2017-04-12,24.781402587890625
2017-04-13,24.42140007019043
2017-04-17,24.920989990234375
2017-04-18,24.75935935974121
2017-04-19,25.141407012939453
2017-04-20,25.912837982177734
2017-04-21,25.64099884033203
2017-04-24,26.338956832885746
2017-04-25,26.779783248901367
2017-04-26,27.036924362182617
2017-04-27,27.014894485473633
2017-04-28,26.970802307128903
2017-05-01,27.383808135986328
2017-05-02,27.169933319091797
2017-05-03,27.442813873291016
2017-05-04,27.538686752319336
2017-05-05,27.265810012817383
2017-05-08,27.553442001342773
2017-05-09,27.420684814453125
2017-05-10,27.442813873291016
2017-05-11,27.28794288635254
2017-05-12,27.029813766479492
2017-05-15,27.302684783935547
2017-05-16,27.346933364868164
2017-05-17,25.495786666870117
2017-05-18,25.41465187072754
2017-05-19,25.495786666870117
2017-05-22,25.495786666870117
2017-05-23,25.879289627075195
2017-05-24,25.54003143310547
2017-05-25,25.495786666870117
2017-05-26,25.54740333557129
2017-05-30,25.259780883789062
2017-05-31,25.149147033691406
2017-06-01,25.444156646728516
2017-06-02,25.171281814575195
2017-06-05,25.06064796447754
2017-06-06,24.972145080566406
2017-06-07,25.458904266357425
2017-06-08,26.270170211791992
2017-06-09,26.801177978515625
2017-06-12,27.000301361083984
2017-06-13,27.199432373046875
2017-06-14,26.978178024291992
2017-06-15,27.07406234741211
2017-06-16,26.823301315307617
2017-06-19,26.956056594848633
2017-06-20,26.506168365478516
2017-06-21,25.96041679382324
2017-06-22,25.798160552978516
2017-06-23,25.436782836914062
2017-06-26,25.562152862548828
2017-06-27,25.694904327392575
2017-06-28,26.063674926757812
2017-06-29,26.29229164123535
2017-06-30,26.314414978027344
2017-07-03,26.94867706298828
2017-07-05,27.199432373046875
2017-07-06,26.992929458618164
2017-07-07,27.339561462402344
2017-07-10,27.324819564819336
2017-07-11,27.088804244995117
2017-07-12,26.933935165405273
2017-07-13,27.177310943603516
2017-07-14,26.727426528930664
2017-07-17,26.616796493530273
2017-07-18,26.248048782348633
2017-07-19,26.012039184570312
2017-07-20,25.997289657592773
2017-07-21,25.42940139770508
2017-07-24,26.144792556762695
2017-07-25,26.439796447753903
2017-07-26,25.93828773498535
2017-07-27,25.84241104125977
2017-07-28,25.768657684326172
2017-07-31,26.00589179992676
2017-08-01,26.10967445373535
2017-08-02,26.406206130981445
2017-08-03,26.10967445373535
2017-08-04,26.406206130981445
2017-08-07,26.2060489654541
2017-08-08,26.198640823364254
2017-08-09,25.968820571899418
2017-08-10,24.99026107788086
2017-08-11,24.75303840637207
2017-08-14,25.368343353271484
2017-08-15,25.197837829589844
2017-08-16,25.168184280395508
2017-08-17,24.323062896728516
2017-08-18,24.508398056030273
2017-08-21,24.24152183532715
2017-08-22,24.7752742767334
2017-08-23,24.83458137512207
2017-08-24,25.205249786376953
2017-08-25,25.09404754638672
2017-08-28,24.81233787536621
2017-08-29,24.693735122680664
2017-08-30,24.75303840637207
2017-08-31,24.56029510498047
2017-09-01,24.91613388061523
2017-09-05,24.20445442199707
2017-09-06,24.293411254882812
2017-09-07,23.78189468383789
2017-09-08,24.323062896728516
2017-09-11,24.804931640625
2017-09-12,25.561080932617188
2017-09-13,25.716772079467773
2017-09-14,25.783483505249023
2017-09-15,26.0651912689209
2017-09-18,26.383970260620117
2017-09-19,26.554468154907227
2017-09-20,26.532230377197266
2017-09-21,26.888078689575195
2017-09-22,26.94737434387207
2017-09-25,27.0289249420166
2017-09-26,27.29579734802246
2017-09-27,27.592330932617188
2017-09-28,27.481136322021484
2017-09-29,28.07420539855957
2017-10-02,27.592330932617188
2017-10-03,27.310625076293945
2017-10-04,27.11046600341797
2017-10-05,27.525611877441406
2017-10-06,27.79249382019043
2017-10-09,27.659059524536133
2017-10-10,28.02972412109375
2017-10-11,27.762840270996097
2017-10-12,27.547853469848633
2017-10-13,27.41441345214844
2017-10-16,27.466318130493164
2017-10-17,27.192014694213867
2017-10-18,27.56267738342285
2017-10-19,27.748018264770508
2017-10-20,28.415210723876953
2017-10-23,28.541242599487305
2017-10-24,28.44485855102539
2017-10-25,28.192813873291016
2017-10-26,28.548646926879883
2017-10-27,28.504179000854492
2017-10-30,28.229881286621097
2017-10-31,28.31181526184082
2017-11-01,28.579954147338867
2017-11-02,28.855558395385746
2017-11-03,28.915142059326172
2017-11-06,28.840656280517575
2017-11-07,28.05856132507324
2017-11-08,27.790422439575195
2017-11-09,27.417987823486328
2017-11-10,27.321157455444336
2017-11-13,27.708478927612305
2017-11-14,28.356508255004883
2017-11-15,28.40864372253418
2017-11-16,28.24476432800293
2017-11-17,28.430980682373047
2017-11-20,28.49057960510254
2017-11-21,28.22987937927246
2017-11-22,28.177743911743164
2017-11-24,28.118146896362305
2017-11-27,28.028778076171875
2017-11-28,28.885353088378903
2017-11-29,30.293113708496097
2017-11-30,30.31546401977539
2017-12-01,30.30801010131836
2017-12-04,31.172039031982425
2017-12-05,30.456981658935547
2017-12-06,30.263328552246097
2017-12-07,30.859195709228516
2017-12-08,31.090110778808594
2017-12-11,30.851749420166016
2017-12-12,31.22418212890625
2017-12-13,30.792165756225582
2017-12-14,30.44208717346191
2017-12-15,31.060306549072266
2017-12-18,31.30611228942871
2017-12-19,31.343360900878903
2017-12-20,31.231624603271484
2017-12-21,31.73067092895508
2017-12-22,31.753032684326172
2017-12-26,31.67110252380371
2017-12-27,31.551916122436523
2017-12-28,31.611495971679688
2017-12-29,31.26887321472168
2018-01-02,31.79026985168457
2018-01-03,32.15524673461914
2018-01-04,32.535125732421875
2018-01-05,32.68408966064453
2018-01-08,32.81816864013672
2018-01-09,32.91500473022461
2018-01-10,33.4438362121582
2018-01-11,33.74177551269531
2018-01-12,33.905643463134766
2018-01-16,33.70454025268555
2018-01-17,34.14400100708008
2018-01-18,34.08441162109375
2018-01-19,34.87395095825195
2018-01-22,35.61136245727539
2018-01-23,35.65605545043945
2018-01-24,35.291072845458984
2018-01-25,34.76222610473633
2018-01-26,34.97078323364258
2018-01-29,34.821815490722656
2018-01-30,34.38981246948242
2018-01-31,34.35238265991211
2018-02-01,35.03343963623047
2018-02-02,34.442195892333984
2018-02-05,32.690887451171875
2018-02-06,33.37943649291992
2018-02-07,33.559059143066406
2018-02-08,31.575742721557617
2018-02-09,32.219390869140625
2018-02-12,32.90044403076172
2018-02-13,33.22227096557617
2018-02-14,34.31495666503906
2018-02-15,34.442195892333984
2018-02-16,34.37483596801758
2018-02-20,34.49458312988281
2018-02-21,34.65174102783203
2018-02-22,34.015602111816406
2018-02-23,34.74903106689453
2018-02-26,33.33452224731445
2018-02-27,32.743282318115234
2018-02-28,32.5486946105957
2018-03-01,32.57862854003906
2018-03-02,33.06510925292969
2018-03-05,33.57402801513672
2018-03-06,33.918304443359375
2018-03-07,34.00810623168945
2018-03-08,33.843467712402344
2018-03-09,34.62180709838867
2018-03-12,34.539485931396484
2018-03-13,34.22515106201172
2018-03-14,33.776100158691406
2018-03-15,33.648860931396484
2018-03-16,33.581512451171875
2018-03-19,33.61144256591797
2018-03-20,33.50666809082031
2018-03-21,33.61892318725586
2018-03-22,32.1445426940918
2018-03-23,30.88721466064453
2018-03-26,32.27178192138672
2018-03-27,31.12670135498047
2018-03-28,31.09676170349121
2018-03-29,31.418581008911133
2018-04-02,30.75997543334961
2018-04-03,31.29134750366211
2018-04-04,32.00983428955078
2018-04-05,32.19694519042969
2018-04-06,31.04436683654785
2018-04-09,31.23896026611328
2018-04-10,31.957447052001953
2018-04-11,31.56826400756836
2018-04-12,32.361595153808594
2018-04-13,31.64311981201172
2018-04-16,31.710453033447266
2018-04-17,30.902175903320312
2018-04-18,30.707590103149418
2018-04-19,31.328771591186523
2018-04-20,31.418581008911133
2018-04-23,31.815244674682617
2018-04-24,31.6356258392334
2018-04-25,31.822725296020508
2018-04-26,31.418581008911133
2018-04-27,31.785308837890625
2018-04-30,31.051870346069336
2018-05-01,30.811092376708984
2018-05-02,30.85622787475586
2018-05-03,30.40479278564453
2018-05-04,30.87127685546875
2018-05-07,30.901369094848633
2018-05-08,31.0894775390625
2018-05-09,31.729021072387695
2018-05-10,31.871980667114254
2018-05-11,31.902074813842773
2018-05-14,31.856924057006836
2018-05-15,32.14284896850586
2018-05-16,32.007423400878906
2018-05-17,31.97732162475586
2018-05-18,31.27006149291992
2018-05-21,31.518354415893555
2018-05-22,31.744070053100582
2018-05-23,31.443099975585938
2018-05-24,31.25500869750977
2018-05-25,31.232440948486328
2018-05-29,29.652379989624023
2018-05-30,30.427356719970703
2018-05-31,30.735836029052734
2018-06-01,31.322717666625977
2018-06-04,31.533401489257812
2018-06-05,31.2174015045166
2018-06-06,31.887025833129883
2018-06-07,31.533401489257812
