,SCHW
2016-04-25,26.51985740661621
2016-04-26,26.72572135925293
2016-04-27,26.761518478393555
2016-04-28,25.938085556030273
2016-04-29,25.427913665771484
2016-05-02,25.76803207397461
2016-05-03,25.06095314025879
2016-05-04,24.649234771728516
2016-05-05,24.649234771728516
2016-05-06,24.443370819091797
2016-05-09,24.407581329345703
2016-05-10,25.069908142089844
2016-05-11,24.93531036376953
2016-05-12,25.069908142089844
2016-05-13,24.702024459838867
2016-05-16,24.845590591430664
2016-05-17,25.051959991455078
2016-05-18,26.281232833862305
2016-05-19,25.985124588012695
2016-05-20,26.415822982788086
2016-05-23,26.272258758544922
2016-05-24,27.115694046020508
2016-05-25,27.4925537109375
2016-05-26,27.05288314819336
2016-05-27,27.48357582092285
2016-05-31,27.438711166381836
2016-06-01,27.645090103149414
2016-06-02,27.6720027923584
2016-06-03,26.218416213989258
2016-06-06,26.73883819580078
2016-06-07,26.469655990600586
2016-06-08,26.424785614013672
2016-06-09,26.10177230834961
2016-06-10,25.527509689331055
2016-06-13,25.24935531616211
2016-06-14,25.10579490661621
2016-06-15,25.53648567199707
2016-06-16,25.58135223388672
2016-06-17,25.46470069885254
2016-06-20,25.706972122192383
2016-06-21,25.46470069885254
2016-06-22,25.428813934326172
2016-06-23,26.64013671875
2016-06-24,23.46377182006836
2016-06-27,21.579500198364258
2016-06-28,22.037113189697266
2016-06-29,22.701093673706055
2016-06-30,22.710060119628906
2016-07-01,22.530614852905273
2016-07-05,21.839706420898438
2016-07-06,22.13580322265625
2016-07-07,22.665203094482422
2016-07-08,23.086923599243164
2016-07-11,23.131786346435547
2016-07-12,24.011117935180664
2016-07-13,23.71502113342285
2016-07-14,24.154678344726562
2016-07-15,24.253379821777344
2016-07-18,24.316192626953125
2016-07-19,24.657155990600586
2016-07-20,25.051959991455078
2016-07-21,24.99812126159668
2016-07-22,25.285245895385742
2016-07-25,25.357036590576172
2016-07-26,25.706972122192383
2016-07-27,25.760805130004883
2016-07-28,25.760805130004883
2016-07-29,25.50059700012207
2016-08-01,25.428813934326172
2016-08-02,25.060928344726562
2016-08-03,25.473682403564453
2016-08-04,25.56340980529785
2016-08-05,26.855484008789062
2016-08-08,26.972124099731445
2016-08-09,26.999046325683594
2016-08-10,26.585336685180664
2016-08-11,26.90911102294922
2016-08-12,26.711246490478516
2016-08-15,27.1699275970459
2016-08-16,27.106971740722656
2016-08-17,27.07999038696289
2016-08-18,27.151941299438477
2016-08-19,27.385774612426758
2016-08-22,27.142946243286133
2016-08-23,27.35879898071289
2016-08-24,27.18791389465332
2016-08-25,27.421754837036133
2016-08-26,27.83546257019043
2016-08-29,27.925392150878906
2016-08-30,28.429040908813477
2016-08-31,28.294137954711914
2016-09-01,27.862436294555664
2016-09-02,28.123260498046875
2016-09-06,27.637598037719727
2016-09-07,27.673568725585938
2016-09-08,27.808481216430664
2016-09-09,27.565650939941406
2016-09-12,27.763517379760742
2016-09-13,27.376785278320312
2016-09-14,27.1699275970459
2016-09-15,27.817476272583008
2016-09-16,27.457735061645508
2016-09-19,27.781494140625
2016-09-20,27.65558433532715
2016-09-21,27.997346878051758
2016-09-22,28.096281051635742
2016-09-23,27.583637237548828
2016-09-26,27.394775390625
2016-09-27,27.637598037719727
2016-09-28,27.93439483642578
2016-09-29,27.60162353515625
2016-09-30,28.39306640625
2016-10-03,28.312124252319336
2016-10-04,28.6448917388916
2016-10-05,29.32841682434082
2016-10-06,29.166519165039062
2016-10-07,29.139549255371094
2016-10-10,29.18451690673828
2016-10-11,28.689855575561523
2016-10-12,28.536968231201172
2016-10-13,28.26715660095215
2016-10-14,28.752819061279297
2016-10-17,28.50099754333496
2016-10-18,28.968660354614258
2016-10-19,29.265464782714844
2016-10-20,28.93269157409668
2016-10-21,29.02263069152832
2016-10-24,28.95067596435547
2016-10-25,28.51898193359375
2016-10-26,28.914705276489258
2016-10-27,28.923694610595703
2016-10-28,28.680870056152344
2016-10-31,28.509981155395508
2016-11-01,28.465024948120117
2016-11-02,27.93439483642578
2016-11-03,28.01533317565918
2016-11-04,27.79048728942871
2016-11-07,29.058603286743164
2016-11-08,29.148534774780273
2016-11-09,30.383342742919922
2016-11-10,31.780378341674805
2016-11-11,32.519466400146484
2016-11-14,33.13234329223633
2016-11-15,33.528934478759766
2016-11-16,33.07828903198242
2016-11-17,33.384727478027344
2016-11-18,33.781307220458984
2016-11-21,34.34011459350586
2016-11-22,34.46629333496094
2016-11-23,35.25044631958008
2016-11-25,35.14229202270508
2016-11-28,34.565452575683594
2016-11-29,34.664581298828125
2016-11-30,34.84485626220703
2016-12-01,35.70109558105469
2016-12-02,34.93497848510742
2016-12-05,35.15129089355469
2016-12-06,35.39466094970703
2016-12-07,35.48478698730469
2016-12-08,35.52985382080078
2016-12-09,35.43972396850586
2016-12-12,35.1783447265625
2016-12-13,35.106239318847656
2016-12-14,35.15129089355469
2016-12-15,35.52985382080078
2016-12-16,35.00708770751953
2016-12-19,34.92597961425781
2016-12-20,36.18781661987305
2016-12-21,36.03459167480469
2016-12-22,35.845314025878906
2016-12-23,36.34104537963867
2016-12-27,36.47623825073242
2016-12-28,35.953460693359375
2016-12-29,35.6740608215332
2016-12-30,35.57491683959961
2017-01-03,36.232887268066406
2017-01-04,37.152225494384766
2017-01-05,36.9268913269043
2017-01-06,37.161224365234375
2017-01-09,37.06208038330078
2017-01-10,37.12518310546875
2017-01-11,37.242340087890625
2017-01-12,37.18826675415039
2017-01-13,37.323463439941406
2017-01-17,36.35004425048828
2017-01-18,37.04405212402344
2017-01-19,37.350502014160156
2017-01-20,37.23333740234375
2017-01-23,37.12518310546875
2017-01-24,37.674983978271484
2017-01-25,38.11661911010742
2017-01-26,38.260833740234375
2017-01-27,38.13465881347656
2017-01-30,37.7020263671875
2017-01-31,37.17024230957031
2017-02-01,37.2603874206543
2017-02-02,35.304527282714844
2017-02-03,36.205841064453125
2017-02-06,35.81827163696289
2017-02-07,35.764190673828125
2017-02-08,35.61968994140625
2017-02-09,36.19769287109375
2017-02-10,36.071258544921875
2017-02-13,36.77570724487305
2017-02-14,37.26339340209961
2017-02-15,38.076210021972656
2017-02-16,37.525306701660156
2017-02-17,37.525306701660156
2017-02-21,37.733028411865234
2017-02-22,37.58853530883789
2017-02-23,37.24534225463867
2017-02-24,37.127933502197266
2017-02-27,37.687870025634766
2017-02-28,36.495731353759766
2017-03-01,38.82582092285156
2017-03-02,38.13945770263672
2017-03-03,38.338130950927734
2017-03-06,38.031070709228516
2017-03-07,37.62466049194336
2017-03-08,37.80527114868164
2017-03-09,38.157508850097656
2017-03-10,38.3652229309082
2017-03-13,38.816795349121094
2017-03-14,38.53682327270508
2017-03-15,38.581974029541016
2017-03-16,39.313514709472656
2017-03-17,38.70841979980469
2017-03-20,38.157508850097656
2017-03-21,36.5228385925293
2017-03-22,36.26994705200195
2017-03-23,36.27898406982422
2017-03-24,36.14352035522461
2017-03-27,35.60163116455078
2017-03-28,36.5679817199707
2017-03-29,36.531856536865234
2017-03-30,37.155029296875
2017-03-31,36.85698699951172
2017-04-03,36.640228271484375
2017-04-04,36.33317565917969
2017-04-05,35.65581512451172
2017-04-06,36.179630279541016
2017-04-07,36.0351448059082
2017-04-10,35.49324417114258
2017-04-11,35.15909957885742
2017-04-12,34.68042755126953
2017-04-13,33.89469909667969
2017-04-17,34.44561004638672
2017-04-18,34.23788833618164
2017-04-19,34.57204818725586
2017-04-20,34.933292388916016
2017-04-21,34.61721420288086
2017-04-24,35.39390182495117
2017-04-25,35.78226089477539
2017-04-26,36.179630279541016
2017-04-27,35.44809341430664
2017-04-28,35.08683776855469
2017-05-01,35.8816032409668
2017-05-02,36.15254592895508
2017-05-03,36.48670196533203
2017-05-04,36.26994705200195
2017-05-05,36.24285125732422
2017-05-08,36.495731353759766
2017-05-09,36.57701110839844
2017-05-10,36.33269500732422
2017-05-11,36.215057373046875
2017-05-12,35.844032287597656
2017-05-15,36.68560791015625
2017-05-16,36.803253173828125
2017-05-17,34.495689392089844
2017-05-18,34.68572998046875
2017-05-19,34.62238311767578
2017-05-22,34.857669830322266
2017-05-23,35.174381256103516
2017-05-24,35.301082611083984
2017-05-25,35.663047790527344
2017-05-26,35.76259231567383
2017-05-30,34.98434829711914
2017-05-31,35.065792083740234
2017-06-01,35.925472259521484
2017-06-02,35.24679183959961
2017-06-05,35.382511138916016
2017-06-06,35.03864669799805
2017-06-07,35.174381256103516
2017-06-08,35.97976303100586
2017-06-09,37.36429977416992
2017-06-12,37.8982048034668
2017-06-13,38.05205154418945
2017-06-14,38.27826690673828
2017-06-15,38.11538314819336
2017-06-16,37.93439865112305
2017-06-19,38.423072814941406
2017-06-20,38.133480072021484
2017-06-21,37.78056716918945
2017-06-22,37.67197799682617
2017-06-23,37.66292953491211
2017-06-26,37.871055603027344
2017-06-27,38.567848205566406
2017-06-28,38.775978088378906
2017-06-29,38.92076873779297
2017-06-30,38.875518798828125
2017-07-03,39.34608459472656
2017-07-05,39.52708053588867
2017-07-06,39.34608459472656
2017-07-07,39.2012939453125
2017-07-10,39.4818229675293
2017-07-11,39.002220153808594
2017-07-12,38.95696258544922
2017-07-13,39.07461166381836
2017-07-14,38.94791030883789
2017-07-17,38.8483772277832
2017-07-18,38.785030364990234
2017-07-19,38.16064453125
2017-07-20,38.133480072021484
2017-07-21,38.14252853393555
2017-07-24,37.9705924987793
2017-07-25,38.86647415161133
2017-07-26,38.71263122558594
2017-07-27,38.49544906616211
2017-07-28,38.50450897216797
2017-07-31,38.821231842041016
2017-08-01,39.029361724853516
2017-08-02,38.92981719970703
2017-08-03,38.803131103515625
2017-08-04,39.01125717163086
2017-08-07,38.803131103515625
2017-08-08,38.6583366394043
2017-08-09,38.09624099731445
2017-08-10,36.817909240722656
2017-08-11,36.854164123535156
2017-08-14,37.280277252197266
2017-08-15,37.10801315307617
2017-08-16,36.93576431274414
2017-08-17,35.965667724609375
2017-08-18,35.82060623168945
2017-08-21,35.603023529052734
2017-08-22,36.056339263916016
2017-08-23,36.04726028442383
2017-08-24,35.938480377197266
2017-08-25,36.04726028442383
2017-08-28,35.84781265258789
2017-08-29,35.52143478393555
2017-08-30,35.87500762939453
2017-08-31,36.17420959472656
2017-09-01,36.40991973876953
2017-09-05,35.14971923828125
2017-09-06,35.29478454589844
2017-09-07,34.55134963989258
2017-09-08,35.068111419677734
2017-09-11,35.63928985595703
2017-09-12,36.11979675292969
2017-09-13,36.08353805541992
2017-09-14,36.25579833984375
