,NOC
2014-11-05,116.6094741821289
2014-11-06,116.83785247802734
2014-11-07,115.14591979980469
2014-11-10,114.75677490234375
2014-11-11,115.77194213867188
2014-11-12,115.0698013305664
2014-11-13,116.06803131103516
2014-11-14,115.11211395263672
2014-11-17,114.97669219970703
2014-11-18,116.81248474121094
2014-11-19,116.35563659667969
2014-11-20,117.12549591064453
2014-11-21,117.70075988769531
2014-11-24,119.04584503173828
2014-11-25,119.75647735595703
2014-11-26,120.25811767578125
2014-11-28,119.81603240966797
2014-12-01,117.97111511230469
2014-12-02,119.16987609863281
2014-12-03,119.8499755859375
2014-12-04,118.88932800292969
2014-12-05,125.56324768066406
2014-12-08,124.61100769042969
2014-12-09,125.44419860839844
2014-12-10,122.69815063476562
2014-12-11,123.88836669921875
2014-12-12,120.35160064697266
2014-12-15,120.64067077636719
2014-12-16,122.24752807617188
2014-12-17,122.10301208496094
2014-12-18,126.29435729980469
2014-12-19,127.44209289550781
2014-12-22,129.43157958984375
2014-12-23,128.64938354492188
2014-12-24,129.02345275878906
2014-12-26,128.844970703125
2014-12-29,128.44532775878906
2014-12-30,128.17330932617188
2014-12-31,125.30819702148438
2015-01-02,124.51751708984375
2015-01-05,121.89044952392578
2015-01-06,122.5621109008789
2015-01-07,126.4389419555664
2015-01-08,129.37205505371094
2015-01-09,129.85662841796875
2015-01-12,129.20205688476562
2015-01-13,129.2274932861328
2015-01-14,129.32101440429688
2015-01-15,129.4910888671875
2015-01-16,130.3582305908203
2015-01-20,130.69830322265625
2015-01-21,131.1318817138672
2015-01-22,133.05332946777344
2015-01-23,132.78973388671875
2015-01-26,132.23716735839844
2015-01-27,130.02667236328125
2015-01-28,129.363525390625
2015-01-29,134.26907348632812
2015-01-30,133.43592834472656
2015-02-02,135.3402557373047
2015-02-03,136.43701171875
2015-02-04,137.59329223632812
2015-02-05,138.60499572753906
2015-02-06,137.93333435058594
2015-02-09,138.55401611328125
2015-02-10,140.18634033203125
2015-02-11,141.37661743164062
2015-02-12,142.22677612304688
2015-02-13,142.09925842285156
2015-02-17,142.49032592773438
2015-02-18,142.55838012695312
2015-02-19,144.6413116455078
2015-02-20,146.40115356445312
2015-02-23,144.972900390625
2015-02-24,144.6923370361328
2015-02-25,143.3829803466797
2015-02-26,141.98289489746094
2015-02-27,141.470703125
2015-03-02,142.65740966796875
2015-03-03,139.6949462890625
2015-03-04,139.95103454589844
2015-03-05,139.3961181640625
2015-03-06,136.94598388671875
2015-03-09,137.68014526367188
2015-03-10,135.17869567871094
2015-03-11,134.9140625
2015-03-12,136.59591674804688
2015-03-13,134.51284790039062
2015-03-16,137.73992919921875
2015-03-17,137.58624267578125
2015-03-18,139.02049255371094
2015-03-19,138.747314453125
2015-03-20,138.8326873779297
2015-03-23,138.91802978515625
2015-03-24,138.3802032470703
2015-03-25,135.90440368652344
2015-03-26,136.0067901611328
2015-03-27,137.0056610107422
2015-03-30,138.88388061523438
2015-03-31,137.41551208496094
2015-04-01,137.06544494628906
2015-04-02,137.98753356933594
2015-04-06,138.95217895507812
2015-04-07,139.08023071289062
2015-04-08,140.1901092529297
2015-04-09,140.4974822998047
2015-04-10,141.16334533691406
2015-04-13,139.6522674560547
2015-04-14,139.3619842529297
2015-04-15,139.3619842529297
2015-04-16,139.48146057128906
2015-04-17,136.7325439453125
2015-04-20,138.8924102783203
2015-04-21,138.72171020507812
2015-04-22,138.37168884277344
2015-04-23,139.01194763183594
2015-04-24,138.1155548095703
2015-04-27,136.70693969726562
2015-04-28,137.0312957763672
2015-04-29,135.86175537109375
2015-04-30,131.5077362060547
2015-05-01,133.1895294189453
2015-05-04,133.035888671875
2015-05-05,130.85890197753906
2015-05-06,130.87591552734375
2015-05-07,131.01258850097656
2015-05-08,133.4456329345703
2015-05-11,133.47982788085938
2015-05-12,132.70294189453125
2015-05-13,132.51512145996094
2015-05-14,134.60675048828125
2015-05-15,134.89698791503906
2015-05-18,134.9055938720703
2015-05-19,135.68243408203125
2015-05-20,136.271484375
2015-05-21,137.6033172607422
2015-05-22,136.59591674804688
2015-05-26,135.28968811035156
2015-05-27,136.015380859375
2015-05-28,137.69711303710938
2015-05-29,136.5817108154297
2015-06-01,137.23379516601562
2015-06-02,137.58560180664062
2015-06-03,137.50836181640625
2015-06-04,135.67214965820312
2015-06-05,134.96002197265625
2015-06-08,134.4193878173828
2015-06-09,134.8999481201172
2015-06-10,136.0497283935547
2015-06-11,137.94595336914062
2015-06-12,138.19476318359375
2015-06-15,137.2509307861328
2015-06-16,138.563720703125
2015-06-17,139.7478485107422
2015-06-18,141.7126922607422
2015-06-19,141.61834716796875
2015-06-22,141.9786834716797
2015-06-23,141.03492736816406
2015-06-24,140.03961181640625
2015-06-25,139.11289978027344
2015-06-26,138.80401611328125
2015-06-29,136.1526641845703
2015-06-30,136.1097869873047
2015-07-01,137.37106323242188
2015-07-02,136.85623168945312
2015-07-06,136.6417694091797
2015-07-07,138.4779052734375
2015-07-08,137.85157775878906
2015-07-09,139.5933837890625
2015-07-10,141.89291381835938
2015-07-13,143.5489044189453
2015-07-14,144.56996154785156
2015-07-15,144.65577697753906
2015-07-16,145.7454833984375
2015-07-17,144.99903869628906
2015-07-20,145.7197265625
2015-07-21,143.0941925048828
2015-07-22,142.67369079589844
2015-07-23,142.0044708251953
2015-07-24,141.40382385253906
2015-07-27,139.4818115234375
2015-07-28,140.1510772705078
2015-07-29,148.81724548339844
2015-07-30,150.50758361816406
2015-07-31,148.4482879638672
2015-08-03,147.718994140625
2015-08-04,147.6846923828125
2015-08-05,149.0231475830078
2015-08-06,148.32810974121094
2015-08-07,148.13937377929688
2015-08-10,150.37025451660156
2015-08-11,148.67137145996094
2015-08-12,147.2041015625
2015-08-13,148.31954956054688
2015-08-14,149.4521484375
2015-08-17,149.90696716308594
2015-08-18,150.58482360839844
2015-08-19,150.6877899169922
2015-08-20,148.08790588378906
2015-08-21,141.87576293945312
2015-08-24,137.30242919921875
2015-08-25,137.019287109375
2015-08-26,141.12924194335938
2015-08-27,144.06080627441406
2015-08-28,142.73301696777344
2015-08-31,141.18096923828125
2015-09-01,137.41302490234375
2015-09-02,141.93112182617188
2015-09-03,141.96560668945312
2015-09-04,139.9393768310547
2015-09-08,144.8627166748047
2015-09-09,143.35379028320312
2015-09-10,142.8709716796875
2015-09-11,145.3024444580078
2015-09-14,144.70745849609375
2015-09-15,146.8631134033203
2015-09-16,147.4062957763672
2015-09-17,147.19931030273438
2015-09-18,145.69906616210938
2015-09-21,146.7595977783203
2015-09-22,144.5350799560547
2015-09-23,144.35403442382812
2015-09-24,143.80218505859375
2015-09-25,142.75888061523438
2015-09-28,140.24118041992188
2015-09-29,141.0172119140625
2015-09-30,143.0865020751953
2015-10-01,142.88819885253906
2015-10-02,144.4488525390625
2015-10-05,146.90611267089844
2015-10-06,145.2075653076172
2015-10-07,147.61322021484375
2015-10-08,149.81192016601562
2015-10-09,151.5363006591797
2015-10-12,152.77792358398438
2015-10-13,152.61416625976562
2015-10-14,149.85498046875
2015-10-15,150.0791473388672
2015-10-16,150.7862091064453
2015-10-19,150.52748107910156
2015-10-20,150.41542053222656
2015-10-21,150.1395263671875
2015-10-22,154.76966857910156
2015-10-23,155.0542449951172
2015-10-26,155.45077514648438
2015-10-27,155.71817016601562
2015-10-28,164.25416564941406
2015-10-29,163.88340759277344
2015-10-30,161.8830108642578
2015-11-02,163.42640686035156
2015-11-03,160.92596435546875
2015-11-04,160.52073669433594
2015-11-05,160.73626708984375
2015-11-06,158.65834045410156
2015-11-09,156.63211059570312
2015-11-10,156.4855194091797
2015-11-11,156.6665802001953
2015-11-12,155.4680938720703
2015-11-13,154.18336486816406
2015-11-16,160.90008544921875
2015-11-17,160.49488830566406
2015-11-18,162.21932983398438
2015-11-19,162.32281494140625
2015-11-20,163.37469482421875
2015-11-23,161.95204162597656
2015-11-24,162.09861755371094
2015-11-25,162.59217834472656
2015-11-27,163.14642333984375
2015-11-30,161.37123107910156
2015-12-01,162.1938934326172
2015-12-02,160.7910919189453
2015-12-03,158.51376342773438
2015-12-04,162.74803161621094
2015-12-07,162.7826690673828
2015-12-08,162.7913360595703
2015-12-09,161.53579711914062
2015-12-10,162.32374572753906
2015-12-11,161.07684326171875
2015-12-14,161.9860382080078
2015-12-15,162.6527862548828
2015-12-16,164.3067169189453
2015-12-17,163.05975341796875
2015-12-18,160.0723876953125
2015-12-21,163.6658935546875
2015-12-22,163.97763061523438
2015-12-23,164.52316284179688
2015-12-24,164.61842346191406
2015-12-28,164.5058135986328
2015-12-29,165.8046875
2015-12-30,164.5924530029297
2015-12-31,163.49267578125
2016-01-04,162.36703491210938
2016-01-05,166.59268188476562
2016-01-06,164.93016052246094
2016-01-07,162.88662719726562
2016-01-08,161.12013244628906
2016-01-11,162.88662719726562
2016-01-12,163.58799743652344
2016-01-13,160.0723876953125
2016-01-14,160.66986083984375
2016-01-15,159.50955200195312
2016-01-19,161.70895385742188
2016-01-20,158.0807647705078
2016-01-21,156.9204864501953
2016-01-22,159.42294311523438
2016-01-25,157.44863891601562
2016-01-26,158.02880859375
2016-01-27,154.2966766357422
2016-01-28,155.99391174316406
2016-01-29,160.24557495117188
2016-02-01,163.3455352783203
2016-02-02,162.30641174316406
2016-02-03,164.32398986816406
2016-02-04,161.36253356933594
2016-02-05,161.48382568359375
2016-02-08,160.73040771484375
2016-02-09,162.20252990722656
2016-02-10,163.0771026611328
2016-02-11,159.249755859375
2016-02-12,156.9464111328125
2016-02-16,159.51815795898438
2016-02-17,164.57505798339844
2016-02-18,166.8438262939453
2016-02-19,165.11199951171875
2016-02-22,166.48875427246094
2016-02-23,165.65750122070312
2016-02-24,164.5404510498047
2016-02-25,167.76658630371094
2016-02-26,167.14918518066406
2016-02-29,167.14918518066406
2016-03-01,168.5926513671875
2016-03-02,168.10572814941406
2016-03-03,167.06224060058594
2016-03-04,166.1492156982422
2016-03-07,162.33175659179688
2016-03-08,162.48825073242188
2016-03-09,162.3839111328125
2016-03-10,162.3926239013672
2016-03-11,165.1230926513672
2016-03-14,163.9752197265625
2016-03-15,166.6708984375
2016-03-16,166.58392333984375
2016-03-17,166.01011657714844
2016-03-18,168.68832397460938
2016-03-21,168.8535919189453
2016-03-22,168.99266052246094
2016-03-23,169.53182983398438
2016-03-24,168.8709259033203
2016-03-28,169.4622344970703
2016-03-29,171.02748107910156
2016-03-30,172.8101043701172
2016-03-31,172.0883331298828
2016-04-01,174.1840362548828
2016-04-04,174.94056701660156
2016-04-05,175.88839721679688
2016-04-06,175.74053955078125
2016-04-07,174.39276123046875
2016-04-08,174.41015625
2016-04-11,173.48834228515625
2016-04-12,174.08837890625
2016-04-13,174.89706420898438
2016-04-14,174.02752685546875
2016-04-15,175.54922485351562
2016-04-18,176.340576171875
2016-04-19,175.29708862304688
2016-04-20,175.2883758544922
2016-04-21,173.9144744873047
2016-04-22,174.5666046142578
2016-04-25,174.54922485351562
2016-04-26,177.01882934570312
2016-04-27,180.00146484375
2016-04-28,178.7927703857422
2016-04-29,179.35801696777344
2016-05-02,181.1405792236328
2016-05-03,182.26234436035156
2016-05-04,183.08843994140625
2016-05-05,184.2884521484375
2016-05-06,186.1754608154297
2016-05-09,186.63629150390625
2016-05-10,189.0711212158203
2016-05-11,186.36672973632812
2016-05-12,189.54934692382812
2016-05-13,186.07107543945312
2016-05-16,187.59278869628906
2016-05-17,185.7406463623047
2016-05-18,186.21022033691406
2016-05-19,183.54066467285156
2016-05-20,184.97543334960938
2016-05-23,184.4884490966797
2016-05-24,186.67979431152344
2016-05-25,186.37539672851562
2016-05-26,186.04498291015625
2016-05-27,186.4536895751953
2016-05-31,184.9319305419922
2016-06-01,186.2362823486328
2016-06-02,186.33238220214844
2016-06-03,187.90415954589844
2016-06-06,188.13121032714844
2016-06-07,188.3494873046875
2016-06-08,190.0698699951172
2016-06-09,190.87319946289062
2016-06-10,189.807861328125
2016-06-13,187.79066467285156
2016-06-14,189.41490173339844
2016-06-15,189.65943908691406
2016-06-16,189.2664337158203
2016-06-17,187.15322875976562
2016-06-20,187.8867645263672
2016-06-21,187.6160430908203
2016-06-22,187.65093994140625
2016-06-23,187.4849853515625
2016-06-24,185.7472686767578
2016-06-27,187.0047149658203
2016-06-28,188.73379516601562
2016-06-29,189.70306396484375
2016-06-30,194.10421752929688
2016-07-01,193.68505859375
2016-07-05,193.46673583984375
2016-07-06,193.62393188476562
2016-07-07,192.54983520507812
2016-07-08,193.83351135253906
2016-07-11,193.82479858398438
2016-07-12,192.52362060546875
2016-07-13,193.66757202148438
2016-07-14,193.09996032714844
2016-07-15,193.38818359375
2016-07-18,192.82054138183594
2016-07-19,193.46673583984375
2016-07-20,194.33999633789062
2016-07-21,190.5501251220703
2016-07-22,191.76393127441406
2016-07-25,191.353515625
2016-07-26,190.6724090576172
2016-07-27,190.20079040527344
2016-07-28,189.6943359375
2016-07-29,189.17037963867188
2016-08-01,189.22279357910156
2016-08-02,190.9604949951172
2016-08-03,190.94309997558594
2016-08-04,190.66357421875
2016-08-05,191.19630432128906
2016-08-08,188.681396484375
2016-08-09,189.2664337158203
2016-08-10,189.6506805419922
2016-08-11,190.3579864501953
2016-08-12,190.5501251220703
2016-08-15,191.9473114013672
2016-08-16,189.58079528808594
2016-08-17,190.84703063964844
2016-08-18,190.48898315429688
2016-08-19,189.8602752685547
2016-08-22,190.59376525878906
2016-08-23,187.31033325195312
2016-08-24,186.873779296875
2016-08-25,187.1719207763672
2016-08-26,185.84774780273438
2016-08-29,186.8737335205078
2016-08-30,186.4528045654297
2016-08-31,185.97055053710938
2016-09-01,185.7600555419922
2016-09-02,186.99655151367188
2016-09-06,188.32948303222656
2016-09-07,186.6632843017578
2016-09-08,186.54928588867188
2016-09-09,183.48883056640625
2016-09-12,184.3920440673828
2016-09-13,182.71710205078125
2016-09-14,183.1117401123047
2016-09-15,185.3742218017578
2016-09-16,185.03219604492188
2016-09-19,185.17251586914062
2016-09-20,186.00559997558594
2016-09-21,189.2853240966797
2016-09-22,189.8465576171875
2016-09-23,190.337646484375
2016-09-26,190.29380798339844
2016-09-27,191.21456909179688
2016-09-28,191.08299255371094
2016-09-29,187.32102966308594
2016-09-30,187.619140625
2016-10-03,188.6276397705078
2016-10-04,186.6370086669922
2016-10-05,186.33004760742188
2016-10-06,187.84713745117188
2016-10-07,188.91700744628906
2016-10-10,189.96054077148438
2016-10-11,188.73284912109375
2016-10-12,190.16224670410156
2016-10-13,191.49517822265625
2016-10-14,191.97747802734375
2016-10-17,192.17039489746094
2016-10-18,192.43348693847656
2016-10-19,191.31106567382812
2016-10-20,190.60946655273438
2016-10-21,189.29409790039062
2016-10-24,189.82025146484375
2016-10-25,192.51242065429688
2016-10-26,199.98391723632812
2016-10-27,197.61614990234375
2016-10-28,200.27330017089844
2016-10-31,200.8169708251953
2016-11-01,200.30831909179688
2016-11-02,200.52752685546875
2016-11-03,197.7827606201172
2016-11-04,197.51095581054688
2016-11-07,201.7464599609375
2016-11-08,201.579833984375
2016-11-09,212.4801483154297
2016-11-10,214.9969024658203
2016-11-11,217.04014587402344
2016-11-14,220.21466064453125
2016-11-15,216.9962615966797
2016-11-16,215.18980407714844
2016-11-17,214.5496826171875
2016-11-18,215.251220703125
2016-11-21,215.97903442382812
2016-11-22,217.53997802734375
2016-11-23,217.1190948486328
2016-11-25,217.98724365234375
2016-11-28,218.32046508789062
2016-11-29,220.81097412109375
2016-11-30,218.92555236816406
2016-12-01,219.20718383789062
2016-12-02,220.79135131835938
2016-12-05,217.81663513183594
2016-12-06,218.12464904785156
2016-12-07,217.5085906982422
2016-12-08,209.21798706054688
2016-12-09,209.84288024902344
2016-12-12,204.2454833984375
2016-12-13,203.79652404785156
2016-12-14,204.27182006835938
2016-12-15,204.17501831054688
2016-12-16,203.91978454589844
2016-12-19,205.5391387939453
2016-12-20,206.9473876953125
2016-12-21,205.1959686279297
2016-12-22,205.69761657714844
2016-12-23,205.0551300048828
2016-12-27,205.275146484375
2016-12-28,204.1398468017578
2016-12-29,204.73831176757812
2016-12-30,204.69432067871094
2017-01-03,206.72731018066406
2017-01-04,207.04412841796875
2017-01-05,207.69546508789062
2017-01-06,208.34671020507812
2017-01-09,207.53700256347656
2017-01-10,205.16073608398438
2017-01-11,203.78781127929688
2017-01-12,201.67552185058594
2017-01-13,202.57325744628906
2017-01-17,201.08587646484375
2017-01-18,202.63482666015625
2017-01-19,204.52706909179688
2017-01-20,204.28065490722656
2017-01-23,203.9110565185547
2017-01-24,204.70303344726562
2017-01-25,203.16287231445312
2017-01-26,199.7480926513672
2017-01-27,202.2740020751953
2017-01-30,201.96595764160156
2017-01-31,201.61390686035156
2017-02-01,201.38507080078125
2017-02-02,202.29159545898438
2017-02-03,203.62060546875
2017-02-06,204.90553283691406
2017-02-07,205.0463409423828
2017-02-08,204.55348205566406
2017-02-09,206.6833038330078
2017-02-10,207.92425537109375
2017-02-13,210.4149932861328
2017-02-14,210.89019775390625
2017-02-15,212.6239471435547
2017-02-16,214.3313751220703
2017-02-17,214.37542724609375
2017-02-21,214.85064697265625
2017-02-22,213.84738159179688
2017-02-23,214.62184143066406
2017-02-24,215.6691436767578
2017-02-27,218.79354858398438
2017-02-28,217.46461486816406
2017-03-01,216.4436492919922
2017-03-02,214.7123565673828
2017-03-03,214.588623046875
2017-03-06,214.57986450195312
2017-03-07,215.33950805664062
2017-03-08,215.15402221679688
2017-03-09,215.63980102539062
2017-03-10,215.17169189453125
2017-03-13,215.90481567382812
2017-03-14,215.33065795898438
2017-03-15,215.39248657226562
2017-03-16,212.247802734375
2017-03-17,215.75466918945312
2017-03-20,214.64169311523438
2017-03-21,211.75318908691406
2017-03-22,213.0074920654297
2017-03-23,211.558837890625
2017-03-24,209.2445068359375
2017-03-27,208.3169403076172
2017-03-28,209.51829528808594
2017-03-29,208.9264678955078
2017-03-30,211.170166015625
2017-03-31,210.0924530029297
2017-04-03,210.06597900390625
2017-04-04,209.91578674316406
2017-04-05,208.55545043945312
2017-04-06,209.0590057373047
2017-04-07,210.94937133789062
2017-04-10,211.41751098632812
2017-04-11,212.92799377441406
2017-04-12,211.43516540527344
2017-04-13,212.17715454101562
2017-04-17,214.73886108398438
2017-04-18,214.8094482421875
2017-04-19,215.30416870117188
2017-04-20,216.28468322753906
2017-04-21,217.59201049804688
2017-04-24,220.0741729736328
2017-04-25,219.18203735351562
2017-04-26,219.1201629638672
2017-04-27,219.42050170898438
2017-04-28,217.26512145996094
2017-05-01,215.8341522216797
2017-05-02,216.70864868164062
2017-05-03,216.86764526367188
2017-05-04,217.0796356201172
2017-05-05,219.8710479736328
2017-05-08,220.0741729736328
2017-05-09,220.38331604003906
2017-05-10,219.16432189941406
2017-05-11,218.64315795898438
2017-05-12,218.58132934570312
2017-05-15,219.28799438476562
2017-05-16,218.51950073242188
2017-05-17,217.5831756591797
2017-05-18,218.0778350830078
2017-05-19,220.72787475585938
2017-05-22,220.3480224609375
2017-05-23,221.40797424316406
2017-05-24,223.81951904296875
2017-05-25,226.59320068359375
2017-05-26,227.00836181640625
2017-05-30,226.31936645507812
2017-05-31,228.9782257080078
2017-06-01,228.43727111816406
2017-06-02,229.24423217773438
2017-06-05,226.66372680664062
2017-06-06,224.51783752441406
2017-06-07,225.8302001953125
2017-06-08,227.13380432128906
2017-06-09,227.62144470214844
2017-06-12,227.00074768066406
2017-06-13,228.41952514648438
2017-06-14,230.25514221191406
2017-06-15,229.3506622314453
2017-06-16,229.30624389648438
2017-06-19,231.6828155517578
2017-06-20,230.69851684570312
2017-06-21,230.8137969970703
2017-06-22,227.798828125
2017-06-23,228.2510528564453
2017-06-26,226.9652557373047
2017-06-27,226.41546630859375
2017-06-28,228.39291381835938
2017-06-29,226.01644897460938
2017-06-30,227.6392059326172
2017-07-03,228.5171356201172
2017-07-05,230.804931640625
2017-07-06,229.61666870117188
2017-07-07,232.32125854492188
2017-07-10,232.1350555419922
2017-07-11,232.89772033691406
2017-07-12,234.06817626953125
2017-07-13,233.9794921875
2017-07-14,234.8396759033203
2017-07-17,234.82191467285156
2017-07-18,234.31651306152344
2017-07-19,234.91943359375
2017-07-20,234.78646850585938
2017-07-21,235.25643920898438
2017-07-24,235.22984313964844
2017-07-25,234.14801025390625
2017-07-26,233.9794921875
2017-07-27,231.23056030273438
2017-07-28,234.1923065185547
2017-07-31,233.3321533203125
2017-08-01,234.67120361328125
2017-08-02,236.6130828857422
2017-08-03,238.3424072265625
2017-08-04,238.750244140625
2017-08-07,239.05172729492188
2017-08-08,239.26454162597656
2017-08-09,242.17306518554688
2017-08-10,239.91184997558594
2017-08-11,238.78570556640625
2017-08-14,240.6657257080078
2017-08-15,240.4351348876953
2017-08-16,239.41531372070312
2017-08-17,237.7659149169922
2017-08-18,237.30482482910156
2017-08-21,237.38458251953125
2017-08-22,241.9248809814453
2017-08-23,240.10694885253906
2017-08-24,239.01223754882812
2017-08-25,239.71536254882812
2017-08-28,238.44259643554688
2017-08-29,240.9525146484375
2017-08-30,241.2106475830078
2017-08-31,242.2786865234375
2017-09-01,239.2703094482422
2017-09-05,238.59393310546875
2017-09-06,236.10179138183594
2017-09-07,236.6357879638672
2017-09-08,238.04209899902344
2017-09-11,239.68869018554688
2017-09-12,239.3860321044922
2017-09-13,237.3745574951172
2017-09-14,236.4756317138672
2017-09-15,237.66835021972656
2017-09-18,245.6252899169922
2017-09-19,247.7257537841797
