,AVB
2014-11-06,113.25906372070312
2014-11-07,113.33111572265625
2014-11-10,114.57754516601562
2014-11-11,113.99398803710938
2014-11-12,113.06452178955078
2014-11-13,114.08763885498047
2014-11-14,112.93487548828125
2014-11-17,113.95069885253906
2014-11-18,114.01557922363281
2014-11-19,113.0213623046875
2014-11-20,113.25906372070312
2014-11-21,113.42475128173828
2014-11-24,113.58326721191406
2014-11-25,113.20867156982422
2014-11-26,115.57179260253906
2014-11-28,115.8455581665039
2014-12-01,116.51564025878906
2014-12-02,116.83264923095703
2014-12-03,116.41478729248047
2014-12-04,116.73178100585938
2014-12-05,115.72307586669922
2014-12-08,117.3946304321289
2014-12-09,117.57470703125
2014-12-10,118.619384765625
2014-12-11,118.38162994384766
2014-12-12,117.40901947021484
2014-12-15,116.70292663574219
2014-12-16,116.06170654296875
2014-12-17,118.80674743652344
2014-12-18,119.52000427246094
2014-12-19,119.31107330322266
2014-12-22,121.9048080444336
2014-12-23,121.19874572753906
2014-12-24,120.28372955322266
2014-12-26,120.63677978515625
2014-12-29,121.47837829589844
2014-12-30,120.54972076416016
2014-12-31,118.54003143310547
2015-01-02,120.29578399658203
2015-01-05,121.10836029052734
2015-01-06,122.75525665283203
2015-01-07,124.1772232055664
2015-01-08,125.33074951171875
2015-01-09,125.71527862548828
2015-01-12,126.80355834960938
2015-01-13,126.6729507446289
2015-01-14,128.30532836914062
2015-01-15,128.77691650390625
2015-01-16,129.92318725585938
2015-01-20,127.37669372558594
2015-01-21,128.37060546875
2015-01-22,129.8361053466797
2015-01-23,129.79261779785156
2015-01-26,130.78651428222656
2015-01-27,130.19891357421875
2015-01-28,128.8131866455078
2015-01-29,126.89059448242188
2015-01-30,125.5048599243164
2015-02-02,125.25826263427734
2015-02-03,126.00546264648438
2015-02-04,125.75882720947266
2015-02-05,126.96315002441406
2015-02-06,122.7261962890625
2015-02-09,122.20384216308594
2015-02-10,123.39368438720703
2015-02-11,123.65483093261719
2015-02-12,125.79509735107422
2015-02-13,123.93061828613281
2015-02-17,123.87252044677734
2015-02-18,125.65728759765625
2015-02-19,122.63190460205078
2015-02-20,124.06111907958984
2015-02-23,125.84591674804688
2015-02-24,122.53762817382812
2015-02-25,121.87006378173828
2015-02-26,120.60050201416016
2015-02-27,122.13128662109375
2015-03-02,123.08895874023438
2015-03-03,122.47954559326172
2015-03-04,121.9861831665039
2015-03-05,123.28485107421875
2015-03-06,119.44690704345703
2015-03-09,120.77458190917969
2015-03-10,121.04302978515625
2015-03-11,121.36949157714844
2015-03-12,124.22074890136719
2015-03-13,123.82893371582031
2015-03-16,125.96198272705078
2015-03-17,125.41059112548828
2015-03-18,127.44200134277344
2015-03-19,126.810791015625
2015-03-20,130.46731567382812
2015-03-23,131.22914123535156
2015-03-24,130.8011016845703
2015-03-25,128.32711791992188
2015-03-26,127.65965270996094
2015-03-27,127.22850036621094
2015-03-30,128.7118377685547
2015-03-31,127.3235092163086
2015-04-01,126.34442138671875
2015-04-02,127.68153381347656
2015-04-06,128.46343994140625
2015-04-07,126.11054229736328
2015-04-08,127.05313873291016
2015-04-09,123.65540313720703
2015-04-10,122.9831771850586
2015-04-13,122.55206298828125
2015-04-14,123.87462615966797
2015-04-15,122.75666809082031
2015-04-16,123.51658630371094
2015-04-17,122.9831771850586
2015-04-20,122.9393539428711
2015-04-21,123.52386474609375
2015-04-22,124.68570709228516
2015-04-23,125.11680603027344
2015-04-24,125.14603424072266
2015-04-27,125.35061645507812
2015-04-28,125.08757781982422
2015-04-29,122.57398223876953
2015-04-30,120.08230590820312
2015-05-01,122.48632049560547
2015-05-04,123.45814514160156
2015-05-05,119.61468505859375
2015-05-06,119.41743469238281
2015-05-07,121.28064727783203
2015-05-08,123.12933349609375
2015-05-11,120.25038146972656
2015-05-12,120.74729919433594
2015-05-13,119.899658203125
2015-05-14,122.1648178100586
2015-05-15,123.08548736572266
2015-05-18,122.6397476196289
2015-05-19,122.47899627685547
2015-05-20,122.36209869384766
2015-05-21,121.00296783447266
2015-05-22,121.47066497802734
2015-05-26,120.4404067993164
2015-05-27,122.34752655029297
2015-05-28,122.59588623046875
2015-05-29,121.66064453125
2015-06-01,122.96853637695312
2015-06-02,120.8203353881836
2015-06-03,117.93406677246094
2015-06-04,117.64910888671875
2015-06-05,117.67835998535156
2015-06-08,117.60528564453125
2015-06-09,117.38607788085938
2015-06-10,117.89026641845703
2015-06-11,119.0739974975586
2015-06-12,118.76709747314453
2015-06-15,118.92778015136719
2015-06-16,120.2065200805664
2015-06-17,121.7483139038086
2015-06-18,122.96853637695312
2015-06-19,121.1929702758789
2015-06-22,120.49883270263672
2015-06-23,118.88399505615234
2015-06-24,118.60631561279297
2015-06-25,118.00712585449219
2015-06-26,119.23693084716797
2015-06-29,117.14558410644531
2015-06-30,117.72730255126953
2015-07-01,119.9954605102539
2015-07-02,120.75387573242188
2015-07-06,121.46821594238281
2015-07-07,123.29446411132812
2015-07-08,122.72004699707031
2015-07-09,122.7421646118164
2015-07-10,123.19869232177734
2015-07-13,123.24288940429688
2015-07-14,123.85414123535156
2015-07-15,124.17078399658203
2015-07-16,125.06914520263672
2015-07-17,124.60526275634766
2015-07-20,124.74520874023438
2015-07-21,124.1634521484375
2015-07-22,125.20907592773438
2015-07-23,124.1339340209961
2015-07-24,124.64945220947266
2015-07-27,124.1634521484375
2015-07-28,125.10600280761719
2015-07-29,125.6435546875
2015-07-30,126.09275817871094
2015-07-31,126.91014862060547
2015-08-03,128.11048889160156
2015-08-04,127.13848114013672
2015-08-05,126.93965148925781
2015-08-06,127.226806640625
2015-08-07,128.02212524414062
2015-08-10,127.955810546875
2015-08-11,129.0309600830078
2015-08-12,129.38442993164062
2015-08-13,129.66429138183594
2015-08-14,130.4301300048828
2015-08-17,131.51263427734375
2015-08-18,132.3300018310547
2015-08-19,131.1812744140625
2015-08-20,130.63626098632812
2015-08-21,127.72021484375
2015-08-24,121.9100341796875
2015-08-25,119.64930725097656
2015-08-26,122.60227966308594
2015-08-27,124.18547821044922
2015-08-28,124.237060546875
2015-08-31,121.5491943359375
2015-09-01,119.1633071899414
2015-09-02,120.12793731689453
2015-09-03,120.12793731689453
2015-09-04,118.21334075927734
2015-09-08,119.86286926269531
2015-09-09,118.65518188476562
2015-09-10,119.19274139404297
2015-09-11,122.07206726074219
2015-09-14,121.3946304321289
2015-09-15,123.00724029541016
2015-09-16,124.14131164550781
2015-09-17,125.07656860351562
2015-09-18,125.79818725585938
2015-09-21,126.89540100097656
2015-09-22,125.56993103027344
2015-09-23,126.22532653808594
2015-09-24,124.70098114013672
2015-09-25,125.66568756103516
2015-09-28,124.06333923339844
2015-09-29,128.19529724121094
2015-09-30,129.68638610839844
2015-10-01,130.00535583496094
2015-10-02,130.413330078125
2015-10-05,131.33323669433594
2015-10-06,130.24276733398438
2015-10-07,131.14036560058594
2015-10-08,132.2159881591797
2015-10-09,132.74269104003906
2015-10-12,133.67001342773438
2015-10-13,133.3287353515625
2015-10-14,131.84506225585938
2015-10-15,134.10023498535156
2015-10-16,136.06605529785156
2015-10-19,137.43104553222656
2015-10-20,137.00819396972656
2015-10-21,136.6669464111328
2015-10-22,137.0823516845703
2015-10-23,135.6432342529297
2015-10-26,135.01266479492188
2015-10-27,132.72044372558594
2015-10-28,131.3480682373047
2015-10-29,132.00828552246094
2015-10-30,129.69375610351562
2015-11-02,133.6403045654297
2015-11-03,131.8302764892578
2015-11-04,132.1195526123047
2015-11-05,131.61512756347656
2015-11-06,128.2991485595703
2015-11-09,126.26651000976562
2015-11-10,127.95795440673828
2015-11-11,129.03355407714844
2015-11-12,128.94451904296875
2015-11-13,128.06919860839844
2015-11-16,129.3896942138672
2015-11-17,129.93861389160156
2015-11-18,130.85848999023438
2015-11-19,131.6002960205078
2015-11-20,133.5438690185547
2015-11-23,134.64173889160156
2015-11-24,133.12103271484375
2015-11-25,134.300537109375
2015-11-27,135.27232360839844
2015-11-30,134.85691833496094
2015-12-01,137.15660095214844
2015-12-02,134.1670379638672
2015-12-03,130.71751403808594
2015-12-04,135.0943145751953
2015-12-07,132.8094482421875
2015-12-08,133.05429077148438
2015-12-09,131.39254760742188
2015-12-10,128.9148712158203
2015-12-11,129.76058959960938
2015-12-14,129.31541442871094
2015-12-15,131.20712280273438
2015-12-16,134.2114715576172
2015-12-17,132.77236938476562
2015-12-18,132.20115661621094
2015-12-21,133.49195861816406
2015-12-22,134.13734436035156
2015-12-23,135.80645751953125
2015-12-24,135.55421447753906
2015-12-28,136.4221649169922
2015-12-29,138.58071899414062
2015-12-30,138.41639709472656
2015-12-31,137.52757263183594
2016-01-04,134.98060607910156
2016-01-05,138.08778381347656
2016-01-06,137.0570526123047
2016-01-07,136.4296417236328
2016-01-08,134.0096435546875
2016-01-11,134.8462371826172
2016-01-12,134.0768585205078
2016-01-13,132.20213317871094
2016-01-14,131.58969116210938
2016-01-15,131.231201171875
2016-01-19,133.21047973632812
2016-01-20,128.10914611816406
2016-01-21,127.94479370117188
2016-01-22,130.20791625976562
2016-01-25,130.16310119628906
2016-01-26,132.94903564453125
2016-01-27,131.14901733398438
2016-01-28,127.52657318115234
2016-01-29,128.0867462158203
2016-02-01,128.4452362060547
2016-02-02,125.79373168945312
2016-02-03,126.29412841796875
2016-02-04,127.81037139892578
2016-02-05,124.18785095214844
2016-02-08,122.15630340576172
2016-02-09,120.3338623046875
2016-02-10,122.88827514648438
2016-02-11,120.66993713378906
2016-02-12,122.80607604980469
2016-02-16,123.5156478881836
2016-02-17,125.30073547363281
2016-02-18,125.74893188476562
2016-02-19,127.05597686767578
2016-02-22,127.77303314208984
2016-02-23,127.32490539550781
2016-02-24,126.77217864990234
2016-02-25,128.99790954589844
2016-02-26,128.03443908691406
2016-02-29,128.19873046875
2016-03-01,132.67269897460938
2016-03-02,133.34494018554688
2016-03-03,134.28599548339844
2016-03-04,134.45779418945312
2016-03-07,134.5997314453125
2016-03-08,133.95738220214844
2016-03-09,134.77896118164062
2016-03-10,134.0246124267578
2016-03-11,136.84043884277344
2016-03-14,136.90768432617188
2016-03-15,137.45294189453125
2016-03-16,138.31182861328125
2016-03-17,141.1276397705078
2016-03-18,139.7010955810547
2016-03-21,138.19979858398438
2016-03-22,138.81228637695312
2016-03-23,138.55828857421875
2016-03-24,138.24462890625
2016-03-28,139.61891174316406
2016-03-29,142.65084838867188
2016-03-30,142.0640106201172
2016-03-31,143.0947265625
2016-04-01,142.84645080566406
2016-04-04,142.71853637695312
2016-04-05,142.7034912109375
2016-04-06,142.5304718017578
2016-04-07,141.39442443847656
2016-04-08,142.34237670898438
2016-04-11,139.58880615234375
2016-04-12,139.64151000976562
2016-04-13,137.74560546875
2016-04-14,134.12681579589844
2016-04-15,136.4892120361328
2016-04-18,137.7606658935547
2016-04-19,138.14431762695312
2016-04-20,134.97703552246094
2016-04-21,133.63031005859375
2016-04-22,135.5487518310547
2016-04-25,136.66220092773438
2016-04-26,136.7374725341797
2016-04-27,135.0597381591797
2016-04-28,135.08981323242188
2016-04-29,133.00584411621094
2016-05-02,136.04530334472656
2016-05-03,136.4590606689453
2016-05-04,139.29539489746094
2016-05-05,140.33364868164062
2016-05-06,141.22140502929688
2016-05-09,142.17684936523438
2016-05-10,143.6966094970703
2016-05-11,140.74742126464844
2016-05-12,141.17625427246094
2016-05-13,140.00262451171875
2016-05-16,141.1837615966797
2016-05-17,138.69357299804688
2016-05-18,136.8202362060547
2016-05-19,134.9017791748047
2016-05-20,135.75192260742188
2016-05-23,135.57887268066406
2016-05-24,135.48854064941406
2016-05-25,136.03030395507812
2016-05-26,135.37570190429688
2016-05-27,135.53372192382812
2016-05-31,135.33056640625
2016-06-01,132.72750854492188
2016-06-02,132.8253173828125
2016-06-03,130.4629669189453
2016-06-06,128.0705108642578
2016-06-07,127.73950958251953
2016-06-08,127.60408020019531
2016-06-09,128.08555603027344
2016-06-10,127.9426040649414
2016-06-13,128.37142944335938
2016-06-14,127.89749908447266
2016-06-15,129.861083984375
2016-06-16,131.0572967529297
2016-06-17,130.5306854248047
2016-06-20,130.9068603515625
2016-06-21,131.71180725097656
2016-06-22,131.62158203125
2016-06-23,131.45603942871094
2016-06-24,129.83099365234375
2016-06-27,131.6441192626953
2016-06-28,134.88919067382812
2016-06-29,135.07113647460938
2016-06-30,136.76951599121094
2016-07-01,137.0196533203125
2016-07-05,138.6800994873047
2016-07-06,137.89920043945312
2016-07-07,137.1182403564453
2016-07-08,140.21920776367188
2016-07-11,139.9235382080078
2016-07-12,140.77272033691406
2016-07-13,142.1071319580078
2016-07-14,140.6058807373047
2016-07-15,138.9455108642578
2016-07-18,138.8696746826172
2016-07-19,139.6885223388672
2016-07-20,139.33216857910156
2016-07-21,139.50650024414062
2016-07-22,140.50733947753906
2016-07-25,140.39358520507812
2016-07-26,138.30862426757812
2016-07-27,136.29183959960938
2016-07-28,138.2024688720703
2016-07-29,140.75753784179688
2016-08-01,141.57638549804688
2016-08-02,140.1055450439453
2016-08-03,138.61941528320312
2016-08-04,137.59591674804688
2016-08-05,138.460205078125
2016-08-08,140.8939971923828
2016-08-09,141.0077362060547
2016-08-10,139.30943298339844
2016-08-11,137.467041015625
2016-08-12,137.0727081298828
2016-08-15,137.81576538085938
2016-08-16,135.59426879882812
2016-08-17,135.1848907470703
2016-08-18,134.3735809326172
2016-08-19,133.5623779296875
2016-08-22,133.403076171875
2016-08-23,132.6600799560547
2016-08-24,132.28858947753906
2016-08-25,132.81932067871094
2016-08-26,131.58351135253906
2016-08-29,133.09986877441406
2016-08-30,132.24310302734375
2016-08-31,132.6904296875
2016-09-01,133.29698181152344
2016-09-02,133.0316162109375
2016-09-06,135.5867156982422
2016-09-07,136.33729553222656
2016-09-08,133.39561462402344
2016-09-09,128.65689086914062
2016-09-12,130.82530212402344
2016-09-13,128.06546020507812
2016-09-14,129.84719848632812
2016-09-15,131.3787841796875
2016-09-16,131.41668701171875
2016-09-19,132.99366760253906
2016-09-20,133.55477905273438
2016-09-21,135.57156372070312
2016-09-22,138.0735321044922
2016-09-23,138.57395935058594
2016-09-26,139.11228942871094
2016-09-27,137.80819702148438
2016-09-28,138.70956420898438
2016-09-29,137.03668212890625
2016-09-30,135.84507751464844
2016-10-03,132.70559692382812
2016-10-04,131.86538696289062
2016-10-05,127.63353729248047
2016-10-06,127.52664947509766
2016-10-07,126.51836395263672
2016-10-10,127.656494140625
2016-10-11,127.47318267822266
2016-10-12,128.06898498535156
2016-10-13,128.41270446777344
2016-10-14,129.03907775878906
2016-10-17,129.1613006591797
2016-10-18,128.91685485839844
2016-10-19,129.199462890625
2016-10-20,128.42034912109375
2016-10-21,128.28286743164062
2016-10-24,128.4967041015625
2016-10-25,127.46551513671875
2016-10-26,129.1918182373047
2016-10-27,126.57181549072266
2016-10-28,127.91619873046875
2016-10-31,130.75775146484375
2016-11-01,129.2911376953125
2016-11-02,129.52798461914062
2016-11-03,130.3223419189453
2016-11-04,131.08621215820312
2016-11-07,130.40638732910156
2016-11-08,132.0868682861328
2016-11-09,129.32171630859375
2016-11-10,127.2057876586914
2016-11-11,128.06898498535156
2016-11-14,130.77304077148438
2016-11-15,126.13639831542969
2016-11-16,127.32803344726562
2016-11-17,125.34199523925781
2016-11-18,123.9899673461914
2016-11-21,122.02681732177734
2016-11-22,124.05108642578125
2016-11-23,122.55390930175781
2016-11-25,122.9052734375
2016-11-28,124.83018493652344
2016-11-29,125.85372924804688
2016-11-30,125.64754486083984
2016-12-01,124.89129638671875
2016-12-02,125.75446319580078
2016-12-05,125.74681854248047
2016-12-06,125.42597198486328
2016-12-07,128.4050750732422
2016-12-08,128.91685485839844
2016-12-09,129.1307830810547
2016-12-12,130.16192626953125
2016-12-13,130.3376007080078
2016-12-14,129.8793182373047
2016-12-15,129.55088806152344
2016-12-16,132.09454345703125
2016-12-19,133.51527404785156
2016-12-20,133.8514404296875
2016-12-21,132.09454345703125
2016-12-22,132.6979522705078
2016-12-23,133.2861785888672
2016-12-27,134.3020782470703
2016-12-28,133.8941192626953
2016-12-29,135.17193603515625
2016-12-30,136.36505126953125
2017-01-03,135.95709228515625
2017-01-04,136.51902770996094
2017-01-05,137.35037231445312
2017-01-06,138.55894470214844
2017-01-09,136.41896057128906
2017-01-10,136.11102294921875
2017-01-11,134.8409423828125
2017-01-12,135.9340057373047
2017-01-13,135.67994689941406
2017-01-17,135.71844482421875
2017-01-18,135.9186248779297
2017-01-19,134.87939453125
2017-01-20,136.22650146484375
2017-01-23,136.172607421875
2017-01-24,135.1411590576172
2017-01-25,133.5015106201172
2017-01-26,134.10195922851562
2017-01-27,133.26287841796875
2017-01-30,132.4853973388672
2017-01-31,133.4091033935547
2017-02-01,130.56100463867188
2017-02-02,135.125732421875
2017-02-03,133.57850646972656
2017-02-06,134.5714874267578
2017-02-07,135.2642822265625
2017-02-08,137.404296875
2017-02-09,137.21185302734375
2017-02-10,138.4588623046875
2017-02-13,137.4427490234375
2017-02-14,137.37347412109375
2017-02-15,136.88851928710938
2017-02-16,137.84307861328125
2017-02-17,137.43504333496094
2017-02-21,139.4056854248047
2017-02-22,139.10546875
2017-02-23,140.67579650878906
2017-02-24,140.91441345214844
2017-02-27,141.2454376220703
2017-02-28,141.46865844726562
2017-03-01,141.1068572998047
2017-03-02,140.7451171875
2017-03-03,139.45957946777344
2017-03-06,140.73736572265625
2017-03-07,140.90670776367188
2017-03-08,139.73666381835938
2017-03-09,137.52743530273438
2017-03-10,136.8423614501953
2017-03-13,137.02703857421875
2017-03-14,137.5120391845703
2017-03-15,141.30702209472656
2017-03-16,142.330810546875
2017-03-17,143.0697479248047
2017-03-20,142.28463745117188
2017-03-21,142.8466033935547
2017-03-22,143.28530883789062
2017-03-23,143.75486755371094
2017-03-24,143.65480041503906
2017-03-27,142.30003356933594
2017-03-28,142.4539337158203
2017-03-29,142.32980346679688
2017-03-30,142.20571899414062
2017-03-31,142.42294311523438
2017-04-03,142.36865234375
2017-04-04,142.8883819580078
2017-04-05,143.78822326660156
2017-04-06,144.15284729003906
2017-04-07,143.3305206298828
2017-04-10,144.88201904296875
2017-04-11,145.2543182373047
2017-04-12,145.3939208984375
2017-04-13,144.6570281982422
2017-04-17,146.46446228027344
2017-04-18,146.33261108398438
2017-04-19,145.85935974121094
2017-04-20,145.09140014648438
2017-04-21,144.84320068359375
2017-04-24,144.525146484375
2017-04-25,146.8290252685547
2017-04-26,146.36363220214844
2017-04-27,146.01454162597656
2017-04-28,147.26344299316406
2017-05-01,148.17881774902344
2017-05-02,148.31845092773438
2017-05-03,146.6739044189453
2017-05-04,148.1865997314453
2017-05-05,149.5208282470703
2017-05-08,148.83041381835938
2017-05-09,149.03988647460938
2017-05-10,149.14068603515625
2017-05-11,148.7993927001953
2017-05-12,148.9700469970703
2017-05-15,149.1794891357422
2017-05-16,149.01657104492188
2017-05-17,148.15557861328125
2017-05-18,148.83041381835938
2017-05-19,148.3572540283203
2017-05-22,148.91574096679688
2017-05-23,148.74505615234375
2017-05-24,149.1794891357422
2017-05-25,149.07089233398438
2017-05-26,148.41152954101562
2017-05-30,148.41152954101562
2017-05-31,148.34947204589844
2017-06-01,147.86077880859375
2017-06-02,151.7626190185547
2017-06-05,154.4467010498047
2017-06-06,150.25
2017-06-07,151.06448364257812
2017-06-08,150.6533966064453
2017-06-09,151.2584228515625
2017-06-12,150.1414031982422
2017-06-13,150.25
2017-06-14,151.52993774414062
2017-06-15,152.0109405517578
2017-06-16,152.11949157714844
2017-06-19,152.56939697265625
2017-06-20,151.56875610351562
2017-06-21,150.9248809814453
2017-06-22,150.3740997314453
2017-06-23,150.51373291015625
2017-06-26,150.80850219726562
2017-06-27,149.5673370361328
2017-06-28,150.45822143554688
2017-06-29,150.05186462402344
2017-06-30,150.17689514160156
2017-07-03,151.82582092285156
2017-07-05,151.4038543701172
2017-07-06,147.06663513183594
2017-07-07,147.93402099609375
2017-07-10,146.01162719726562
2017-07-11,145.59747314453125
2017-07-12,146.1132049560547
2017-07-13,146.0975799560547
2017-07-14,146.6915283203125
2017-07-17,148.51234436035156
2017-07-18,147.23072814941406
2017-07-19,148.61392211914062
2017-07-20,148.57489013671875
2017-07-21,149.37977600097656
2017-07-24,147.82460021972656
2017-07-25,146.79312133789062
2017-07-26,149.35635375976562
2017-07-27,148.91090393066406
2017-07-28,150.43482971191406
2017-07-31,150.31756591796875
2017-08-01,150.13783264160156
2017-08-02,149.4892120361328
2017-08-03,146.76963806152344
2017-08-04,146.8165283203125
2017-08-07,147.2620086669922
2017-08-08,147.34796142578125
2017-08-09,147.91062927246094
2017-08-10,147.73870849609375
2017-08-11,147.3166961669922
2017-08-14,149.70802307128906
2017-08-15,150.0987548828125
2017-08-16,149.41885375976562
2017-08-17,148.77804565429688
2017-08-18,147.69180297851562
2017-08-21,148.72335815429688
2017-08-22,147.7621612548828
2017-08-23,148.3092041015625
2017-08-24,147.96533203125
2017-08-25,147.69180297851562
2017-08-28,147.17601013183594
2017-08-29,146.35548400878906
2017-08-30,146.0741424560547
2017-08-31,146.7071533203125
2017-09-01,146.91812133789062
2017-09-05,145.8865966796875
2017-09-06,144.98788452148438
2017-09-07,145.34738159179688
2017-09-08,145.94911193847656
2017-09-11,147.34796142578125
2017-09-12,144.28453063964844
2017-09-13,143.66717529296875
2017-09-14,143.58126831054688
2017-09-15,143.6124725341797
2017-09-18,143.14361572265625
2017-09-19,142.01048278808594
