,APD
2014-11-05,97.38578033447266
2014-11-06,98.14179229736328
2014-11-07,98.09090423583984
2014-11-10,98.06184387207031
2014-11-11,98.07637023925781
2014-11-12,97.98186492919922
2014-11-13,98.51978302001953
2014-11-14,97.9237060546875
2014-11-17,98.72333526611328
2014-11-18,100.9695053100586
2014-11-19,103.32476043701172
2014-11-20,103.71727752685547
2014-11-21,105.51277923583984
2014-11-24,105.2220230102539
2014-11-25,105.65815734863281
2014-11-26,105.55640411376953
2014-11-28,104.55323791503906
2014-12-01,104.74223327636719
2014-12-02,104.5387191772461
2014-12-03,105.67996215820312
2014-12-04,105.9852523803711
2014-12-05,106.66131591796875
2014-12-08,105.8326187133789
2014-12-09,105.23655700683594
2014-12-10,103.23025512695312
2014-12-11,104.14616394042969
2014-12-12,100.35889434814453
2014-12-15,99.82098388671875
2014-12-16,99.45751953125
2014-12-17,102.46697235107422
2014-12-18,105.00394439697266
2014-12-19,106.88665771484375
2014-12-22,107.46094512939453
2014-12-23,108.00614929199219
2014-12-24,108.00614929199219
2014-12-26,108.39867401123047
2014-12-29,107.83164978027344
2014-12-30,107.0059585571289
2014-12-31,105.39106750488281
2015-01-02,106.26792907714844
2015-01-05,102.87010192871094
2015-01-06,102.83358764648438
2015-01-07,103.94425964355469
2015-01-08,106.34832763671875
2015-01-09,104.75535583496094
2015-01-12,104.03195190429688
2015-01-13,103.48391723632812
2015-01-14,102.2490005493164
2015-01-15,101.90556335449219
2015-01-16,102.08824920654297
2015-01-20,103.30854034423828
2015-01-21,104.56535339355469
2015-01-22,105.45682525634766
2015-01-23,104.82841491699219
2015-01-26,104.55074310302734
2015-01-27,103.6519546508789
2015-01-28,101.44522857666016
2015-01-29,107.40784454345703
2015-01-30,106.39946746826172
2015-02-02,107.91204071044922
2015-02-03,108.44548034667969
2015-02-04,108.4527587890625
2015-02-05,110.71798706054688
2015-02-06,109.84113311767578
2015-02-09,109.43923950195312
2015-02-10,109.81918334960938
2015-02-11,109.61461639404297
2015-02-12,111.2294921875
2015-02-13,111.66061401367188
2015-02-17,112.13552856445312
2015-02-18,112.43518829345703
2015-02-19,114.05005645751953
2015-02-20,115.2045669555664
2015-02-23,114.06464385986328
2015-02-24,114.70769500732422
2015-02-25,114.75889587402344
2015-02-26,114.45194244384766
2015-02-27,114.09390258789062
2015-03-02,115.54802703857422
2015-03-03,114.03545379638672
2015-03-04,113.07089233398438
2015-03-05,113.15855407714844
2015-03-06,111.51445770263672
2015-03-09,112.44978332519531
2015-03-10,111.14181518554688
2015-03-11,110.55722045898438
2015-03-12,112.0113525390625
2015-03-13,111.06867980957031
2015-03-16,111.52906036376953
2015-03-17,111.536376953125
2015-03-18,113.02703857421875
2015-03-19,111.24412536621094
2015-03-20,111.58755493164062
2015-03-23,110.9884033203125
2015-03-24,111.20024871826172
2015-03-25,110.089599609375
2015-03-26,110.45492553710938
2015-03-27,111.61678314208984
2015-03-30,112.98316192626953
2015-03-31,111.13192749023438
2015-04-01,110.25770568847656
2015-04-02,110.95560455322266
2015-04-06,111.72697448730469
2015-04-07,111.05845642089844
2015-04-08,110.90420532226562
2015-04-09,111.69759368896484
2015-04-10,111.60208892822266
2015-04-13,110.61771392822266
2015-04-14,111.54329681396484
2015-04-15,111.9179458618164
2015-04-16,111.35969543457031
2015-04-17,110.08143615722656
2015-04-20,111.1980209350586
2015-04-21,111.60942840576172
2015-04-22,111.2715072631836
2015-04-23,110.63241577148438
2015-04-24,110.23567962646484
2015-04-27,110.97029113769531
2015-04-28,112.36608123779297
2015-04-29,111.56534576416016
2015-04-30,105.36524963378906
2015-05-01,107.69397735595703
2015-05-04,108.41384887695312
2015-05-05,106.81974792480469
2015-05-06,106.9225845336914
2015-05-07,107.3927230834961
2015-05-08,108.70037841796875
2015-05-11,107.26055908203125
2015-05-12,106.13658905029297
2015-05-13,106.48184204101562
2015-05-14,108.44325256347656
2015-05-15,109.07500457763672
2015-05-18,108.6709976196289
2015-05-19,108.3624038696289
2015-05-20,108.075927734375
2015-05-21,108.71504974365234
2015-05-22,107.81883239746094
2015-05-26,107.28256225585938
2015-05-27,108.38446807861328
2015-05-28,108.86933135986328
2015-05-29,107.81149291992188
2015-06-01,108.31837463378906
2015-06-02,108.83261108398438
2015-06-03,108.97216796875
2015-06-04,107.20176696777344
2015-06-05,106.94462585449219
2015-06-08,106.1806869506836
2015-06-09,106.09983825683594
2015-06-10,107.20909118652344
2015-06-11,107.40010070800781
2015-06-12,106.48184204101562
2015-06-15,105.8794937133789
2015-06-16,107.04016876220703
2015-06-17,107.3780288696289
2015-06-18,107.9437026977539
2015-06-19,106.64344787597656
2015-06-22,107.14298248291016
2015-06-23,106.42308044433594
2015-06-24,105.5782470703125
2015-06-25,104.92446899414062
2015-06-26,104.37351989746094
2015-06-29,101.31478118896484
2015-06-30,101.0931167602539
2015-07-01,102.34173583984375
2015-07-02,101.49948120117188
2015-07-06,100.5611801147461
2015-07-07,101.15963745117188
2015-07-08,98.25604248046875
2015-07-09,97.71671295166016
2015-07-10,100.42819213867188
2015-07-13,100.84192657470703
2015-07-14,101.35911560058594
2015-07-15,101.588134765625
2015-07-16,101.27044677734375
2015-07-17,100.63506317138672
2015-07-20,99.91838836669922
2015-07-21,98.58851623535156
2015-07-22,98.11567687988281
2015-07-23,98.04917907714844
2015-07-24,96.09130859375
2015-07-27,95.1751480102539
2015-07-28,98.13044738769531
2015-07-29,99.1056900024414
2015-07-30,105.16405487060547
2015-07-31,105.2896499633789
2015-08-03,107.77948760986328
2015-08-04,107.93462371826172
2015-08-05,108.939453125
2015-08-06,108.62174224853516
2015-08-07,108.00848388671875
2015-08-10,109.60435485839844
2015-08-11,108.38531494140625
2015-08-12,107.41009521484375
2015-08-13,107.67603302001953
2015-08-14,108.41484832763672
2015-08-17,108.42964935302734
2015-08-18,107.8902816772461
2015-08-19,106.8707275390625
2015-08-20,103.71595764160156
2015-08-21,101.58077239990234
2015-08-24,97.76105499267578
2015-08-25,99.60072326660156
2015-08-26,101.80239868164062
2015-08-27,103.91542053222656
2015-08-28,103.93021392822266
2015-08-31,103.08795928955078
2015-09-01,100.42082214355469
2015-09-02,102.6594467163086
2015-09-03,103.13968658447266
2015-09-04,100.4060287475586
2015-09-08,102.88113403320312
2015-09-09,101.38128662109375
2015-09-10,100.85669708251953
2015-09-11,100.79021453857422
2015-09-14,100.09571075439453
2015-09-15,100.19914245605469
2015-09-16,102.45994567871094
2015-09-17,102.71852111816406
2015-09-18,99.44556427001953
2015-09-21,99.64503479003906
2015-09-22,97.98270416259766
2015-09-23,96.40159606933594
2015-09-24,95.64801788330078
2015-09-25,94.29596710205078
2015-09-28,92.53755950927734
2015-09-29,93.56378173828125
2015-09-30,94.87255859375
2015-10-01,96.12930297851562
2015-10-02,97.058837890625
2015-10-05,98.84355926513672
2015-10-06,98.74688720703125
2015-10-07,99.77307891845703
2015-10-08,102.55427551269531
2015-10-09,104.07129669189453
2015-10-12,103.22354125976562
2015-10-13,102.83685302734375
2015-10-14,103.01535034179688
2015-10-15,103.93000793457031
2015-10-16,103.2607421875
2015-10-19,102.64350128173828
2015-10-20,102.13783264160156
2015-10-21,100.79185485839844
2015-10-22,102.49478149414062
2015-10-23,104.10103607177734
2015-10-26,103.93744659423828
2015-10-27,103.53588104248047
2015-10-28,105.69243621826172
2015-10-29,102.1452865600586
2015-10-30,103.34996795654297
2015-11-02,103.03765106201172
2015-11-03,103.14920043945312
2015-11-04,102.76248931884766
2015-11-05,102.10065460205078
2015-11-06,103.08228302001953
2015-11-09,101.37935638427734
2015-11-10,101.66936492919922
2015-11-11,101.7288818359375
2015-11-12,100.6134262084961
2015-11-13,102.16016387939453
2015-11-16,104.36873626708984
2015-11-17,103.71434020996094
2015-11-18,103.6845932006836
2015-11-19,104.0787353515625
2015-11-20,103.58048248291016
2015-11-23,104.24234008789062
2015-11-24,103.71434020996094
2015-11-25,102.8814926147461
2015-11-27,102.54685974121094
2015-11-30,101.7957992553711
2015-12-01,102.6211929321289
2015-12-02,102.9930419921875
2015-12-03,100.96292877197266
2015-12-04,102.9483871459961
2015-12-07,101.73628234863281
2015-12-08,98.8807373046875
2015-12-09,99.5351333618164
2015-12-10,98.53865814208984
2015-12-11,97.02910614013672
2015-12-14,95.89879608154297
2015-12-15,97.78759002685547
2015-12-16,98.31560516357422
2015-12-17,96.93986511230469
2015-12-18,95.0733413696289
2015-12-21,96.6349868774414
2015-12-22,97.82479095458984
2015-12-23,99.0368881225586
2015-12-24,99.0443344116211
2015-12-28,98.60559844970703
2015-12-29,99.05179595947266
2015-12-30,98.95450592041016
2015-12-31,97.34593200683594
2016-01-04,96.65760803222656
2016-01-05,94.9292984008789
2016-01-06,92.61742401123047
2016-01-07,89.51245880126953
2016-01-08,89.048583984375
2016-01-11,89.40025329589844
2016-01-12,90.68711853027344
2016-01-13,88.69693756103516
2016-01-14,88.56974792480469
2016-01-15,88.15077209472656
2016-01-19,89.47505187988281
2016-01-20,87.95624542236328
2016-01-21,87.66444396972656
2016-01-22,89.01118469238281
2016-01-25,87.0210189819336
2016-01-26,88.59220123291016
2016-01-27,88.33779907226562
2016-01-28,89.0411148071289
2016-01-29,94.80210876464844
2016-02-01,98.20633697509766
2016-02-02,97.86964416503906
2016-02-03,99.79246520996094
2016-02-04,101.87244415283203
2016-02-05,101.45347595214844
2016-02-08,97.82476043701172
2016-02-09,99.10414123535156
2016-02-10,97.60031127929688
2016-02-11,95.17620849609375
2016-02-12,97.52548217773438
2016-02-16,98.27367401123047
2016-02-17,99.14156341552734
2016-02-18,98.13897705078125
2016-02-19,98.40833282470703
2016-02-22,99.44832611083984
2016-02-23,98.1689453125
2016-02-24,98.42332458496094
2016-02-25,99.50067901611328
2016-02-26,99.98700714111328
2016-02-29,99.11162567138672
2016-03-01,100.54814910888672
2016-03-02,100.42095947265625
2016-03-03,100.91474151611328
2016-03-04,100.8474349975586
2016-03-07,101.00453186035156
2016-03-08,100.42095947265625
2016-03-09,100.7651138305664
2016-03-10,100.70526885986328
2016-03-11,102.10433959960938
2016-03-14,101.93976593017578
2016-03-15,100.29374694824219
2016-03-16,101.79759979248047
2016-03-17,105.46370697021484
2016-03-18,105.9350814819336
2016-03-21,105.26167297363281
2016-03-22,107.04236602783203
2016-03-23,107.68578338623047
2016-03-24,106.0622329711914
2016-03-28,107.08723449707031
2016-03-29,108.50881958007812
2016-03-30,109.3216323852539
2016-03-31,108.41850280761719
2016-04-01,109.36681365966797
2016-04-04,107.40241241455078
2016-04-05,107.40241241455078
2016-04-06,108.14752197265625
2016-04-07,106.76264190673828
2016-04-08,107.26692199707031
2016-04-11,107.899169921875
2016-04-12,108.55397033691406
2016-04-13,108.6819076538086
2016-04-14,109.19371795654297
2016-04-15,109.15607452392578
2016-04-18,110.23989868164062
2016-04-19,112.29459381103516
2016-04-20,112.01609802246094
2016-04-21,111.63227844238281
2016-04-22,111.48175048828125
2016-04-25,111.36132049560547
2016-04-26,111.00755310058594
2016-04-27,111.624755859375
2016-04-28,111.79785919189453
2016-04-29,109.8033447265625
2016-05-02,109.78828430175781
2016-05-03,107.73355865478516
2016-05-04,107.51531219482422
2016-05-05,107.81636810302734
2016-05-06,108.80986785888672
2016-05-09,107.33467864990234
2016-05-10,108.62169647216797
2016-05-11,107.19168090820312
2016-05-12,107.88410949707031
2016-05-13,106.74762725830078
2016-05-16,108.04215240478516
2016-05-17,107.53788757324219
2016-05-18,106.6497573852539
2016-05-19,106.6497573852539
2016-05-20,106.45407104492188
2016-05-23,106.62721252441406
2016-05-24,107.85401153564453
2016-05-25,108.14002227783203
2016-05-26,107.68087768554688
2016-05-27,107.67337036132812
2016-05-31,107.35722351074219
2016-06-01,108.3808364868164
2016-06-02,108.0045166015625
2016-06-03,107.81636810302734
2016-06-06,109.55496978759766
2016-06-07,109.3216323852539
2016-06-08,110.55601501464844
2016-06-09,110.33773040771484
2016-06-10,110.17967224121094
2016-06-13,108.4034423828125
2016-06-14,108.3055419921875
2016-06-15,108.11742401123047
2016-06-16,108.65177154541016
2016-06-17,107.86153411865234
2016-06-20,108.41094970703125
2016-06-21,107.74108123779297
2016-06-22,108.0045166015625
2016-06-23,109.90118408203125
2016-06-24,105.46055603027344
2016-06-27,101.47160339355469
2016-06-28,102.90158081054688
2016-06-29,105.47679138183594
2016-06-30,107.5823745727539
2016-07-01,106.74923706054688
2016-07-05,104.89358520507812
2016-07-06,105.55252075195312
2016-07-07,105.78732299804688
2016-07-08,109.33198547363281
2016-07-11,109.71826171875
2016-07-12,111.86932373046875
2016-07-13,112.03594207763672
2016-07-14,112.7782211303711
2016-07-15,113.11905670166016
2016-07-18,112.99784088134766
2016-07-19,113.14176177978516
2016-07-20,113.11905670166016
2016-07-21,112.32376098632812
2016-07-22,112.57371520996094
2016-07-25,112.49038696289062
2016-07-26,113.49775695800781
2016-07-27,112.86154174804688
2016-07-28,112.84638214111328
2016-07-29,113.17206573486328
2016-08-01,112.96754455566406
2016-08-02,112.27073669433594
2016-08-03,112.25558471679688
2016-08-04,112.85395812988281
2016-08-05,113.01302337646484
2016-08-08,112.67218017578125
2016-08-09,112.9297103881836
2016-08-10,112.87664794921875
2016-08-11,112.89179992675781
2016-08-12,113.49016571044922
2016-08-15,114.76264190673828
2016-08-16,115.7093734741211
2016-08-17,116.42892456054688
2016-08-18,117.37568664550781
2016-08-19,117.9134521484375
2016-08-22,117.76194763183594
2016-08-23,117.72411346435547
2016-08-24,117.55745697021484
2016-08-25,117.95133972167969
2016-08-26,116.8303451538086
2016-08-29,118.07247161865234
2016-08-30,118.64814758300781
2016-08-31,117.8680191040039
2016-09-01,118.38304901123047
2016-09-02,118.9814224243164
2016-09-06,119.21619415283203
2016-09-07,119.21619415283203
2016-09-08,118.07247161865234
2016-09-09,114.77021789550781
2016-09-12,114.05066680908203
2016-09-13,111.87687683105469
2016-09-14,111.20280456542969
2016-09-15,111.0210189819336
2016-09-16,110.43026733398438
2016-09-19,111.1876449584961
2016-09-20,111.39216613769531
2016-09-21,112.65702819824219
2016-09-22,112.21016693115234
2016-09-23,111.68754577636719
2016-09-26,112.36163330078125
2016-09-27,112.73278045654297
2016-09-28,113.44473266601562
2016-09-29,113.99765014648438
2016-09-30,113.868896484375
2016-10-03,115.0929946899414
2016-10-04,112.43203735351562
2016-10-05,112.15364074707031
2016-10-06,112.90342712402344
2016-10-07,111.2967300415039
2016-10-10,111.5604248046875
2016-10-11,109.29458618164062
2016-10-12,109.42643737792969
2016-10-13,108.97325897216797
2016-10-14,109.29458618164062
2016-10-17,108.98974609375
2016-10-18,110.25859069824219
2016-10-19,110.332763671875
2016-10-20,110.72822570800781
2016-10-21,110.76942443847656
2016-10-24,111.07427215576172
2016-10-25,110.00316619873047
2016-10-26,109.56649017333984
2016-10-27,109.91253662109375
2016-10-28,110.2503433227539
2016-10-31,109.92903900146484
2016-11-01,108.97325897216797
2016-11-02,110.03612518310547
2016-11-03,109.6571044921875
2016-11-04,109.8878173828125
2016-11-07,112.94463348388672
2016-11-08,112.82101440429688
2016-11-09,113.05996704101562
2016-11-10,115.3340072631836
2016-11-11,114.14752960205078
2016-11-14,113.68612670898438
2016-11-15,113.81794738769531
2016-11-16,114.31232452392578
2016-11-17,113.7026138305664
2016-11-18,113.66970825195312
2016-11-21,115.13629913330078
2016-11-22,115.111572265625
2016-11-23,115.96839141845703
2016-11-25,116.61935424804688
2016-11-28,116.81707000732422
2016-11-29,118.20954132080078
2016-11-30,119.02523803710938
2016-12-01,118.70391845703125
2016-12-02,119.0993881225586
2016-12-05,121.38990020751953
2016-12-06,120.76371765136719
2016-12-07,122.38690948486328
2016-12-08,122.81529235839844
2016-12-09,123.21903991699219
2016-12-12,123.29320526123047
2016-12-13,122.86476135253906
2016-12-14,122.09025573730469
2016-12-15,122.840087890625
2016-12-16,121.47228240966797
2016-12-19,121.71124267578125
2016-12-20,121.52996826171875
2016-12-21,121.40638732910156
2016-12-22,120.36825561523438
2016-12-23,120.68955993652344
2016-12-27,121.43110656738281
2016-12-28,119.56901550292969
2016-12-29,119.6601791381836
2016-12-30,119.20433044433594
2017-01-03,118.85617065429688
2017-01-04,119.89224243164062
2017-01-05,118.70704650878906
2017-01-06,119.65193176269531
2017-01-09,121.26813507080078
2017-01-10,120.39786529541016
2017-01-11,121.01949310302734
2017-01-12,120.87861633300781
2017-01-13,120.47248840332031
2017-01-17,120.46416473388672
2017-01-18,121.28473663330078
2017-01-19,120.57194519042969
2017-01-20,121.52507781982422
2017-01-23,121.0692138671875
2017-01-24,121.94779205322266
2017-01-25,123.10821533203125
2017-01-26,123.34026336669922
2017-01-27,117.70411682128906
2017-01-30,116.85871124267578
2017-01-31,115.83924102783203
2017-02-01,114.94404602050781
2017-02-02,115.44136047363281
2017-02-03,116.17078399658203
2017-02-06,115.25077819824219
2017-02-07,115.0435562133789
2017-02-08,114.86946105957031
2017-02-09,114.82799530029297
2017-02-10,116.14590454101562
2017-02-13,116.45255279541016
2017-02-14,117.80355834960938
2017-02-15,118.01082611083984
2017-02-16,117.58810424804688
2017-02-17,117.28141021728516
2017-02-21,117.25654602050781
2017-02-22,116.3199234008789
2017-02-23,116.33655548095703
2017-02-24,116.75096130371094
2017-02-27,115.5243148803711
2017-02-28,116.42771911621094
2017-03-01,119.09661865234375
2017-03-02,116.5105972290039
2017-03-03,115.64028930664062
2017-03-06,115.46626281738281
2017-03-07,115.73976135253906
2017-03-08,115.6734390258789
2017-03-09,114.8612060546875
2017-03-10,115.01863098144531
2017-03-13,114.23127746582031
2017-03-14,112.8719482421875
2017-03-15,114.37220764160156
2017-03-16,114.35558319091797
2017-03-17,115.64859008789062
2017-03-20,114.95237731933594
2017-03-21,113.09574890136719
2017-03-22,113.0626220703125
2017-03-23,113.59305572509766
2017-03-24,111.84420013427734
2017-03-27,112.65645599365234
2017-03-28,113.75881958007812
2017-03-29,113.36927795410156
2017-03-30,113.17732238769531
2017-03-31,112.91857147216797
2017-04-03,112.6347885131836
2017-04-04,112.96863555908203
2017-04-05,112.87682342529297
2017-04-06,112.8351058959961
2017-04-07,112.68486022949219
2017-04-10,113.31082153320312
2017-04-11,113.8616943359375
2017-04-12,113.10218048095703
2017-04-13,112.0922622680664
2017-04-17,113.39432525634766
2017-04-18,112.90186309814453
2017-04-19,112.64313507080078
2017-04-20,114.26233673095703
2017-04-21,114.59620666503906
2017-04-24,116.64942169189453
2017-04-25,118.29364013671875
2017-04-26,118.16844177246094
2017-04-27,117.7678451538086
2017-04-28,117.26701354980469
2017-05-01,118.5440444946289
2017-05-02,119.78767395019531
2017-05-03,120.03804016113281
2017-05-04,120.8226318359375
2017-05-05,122.87580871582031
2017-05-08,122.01615905761719
2017-05-09,121.27335357666016
2017-05-10,121.2315673828125
2017-05-11,120.0714111328125
2017-05-12,120.24671173095703
2017-05-15,121.0896987915039
2017-05-16,120.48040008544922
2017-05-17,118.9947738647461
2017-05-18,119.1115951538086
2017-05-19,119.43714904785156
2017-05-22,119.61237335205078
2017-05-23,119.21173858642578
2017-05-24,120.30511474609375
2017-05-25,120.2884521484375
2017-05-26,120.11318969726562
2017-05-30,120.16329193115234
2017-05-31,120.2383804321289
2017-06-01,121.0896987915039
2017-06-02,122.51692962646484
2017-06-05,120.98954010009766
2017-06-06,120.2884521484375
2017-06-07,119.65412902832031
2017-06-08,119.77095794677734
2017-06-09,121.73238372802734
2017-06-12,120.54715728759766
2017-06-13,122.08293151855469
2017-06-14,121.49031066894531
2017-06-15,121.19820404052734
2017-06-16,121.4485855102539
2017-06-19,121.98274230957031
2017-06-20,120.805908203125
2017-06-21,119.75428009033203
2017-06-22,120.39693450927734
2017-06-23,120.97283172607422
2017-06-26,120.94782257080078
2017-06-27,120.04637145996094
2017-06-28,120.8893814086914
2017-06-29,119.10826110839844
2017-06-30,120.19205474853516
2017-07-03,121.22542572021484
2017-07-05,119.81399536132812
2017-07-06,119.41069793701172
2017-07-07,120.99019622802734
2017-07-10,120.56171417236328
2017-07-11,119.9483871459961
2017-07-12,120.75493621826172
2017-07-13,121.2926254272461
2017-07-14,122.30084228515625
2017-07-17,122.28401947021484
2017-07-18,122.02356719970703
2017-07-19,122.83853912353516
2017-07-20,122.67050170898438
2017-07-21,122.35963439941406
2017-07-24,121.77152252197266
2017-07-25,121.85554504394531
2017-07-26,120.89779663085938
2017-07-27,120.68775177001953
2017-07-28,120.55330657958984
2017-07-31,119.42750549316406
2017-08-01,125.11530303955078
2017-08-02,124.43485260009766
2017-08-03,123.43505096435547
2017-08-04,123.68706512451172
2017-08-07,123.75428771972656
2017-08-08,122.53609466552734
2017-08-09,122.87213134765625
2017-08-10,121.8387451171875
2017-08-11,121.48588562011719
2017-08-14,123.19979095458984
2017-08-15,123.34262084960938
2017-08-16,124.40962219238281
2017-08-17,122.275634765625
2017-08-18,122.4604721069336
2017-08-21,121.9479751586914
2017-08-22,122.62007141113281
2017-08-23,121.9563217163086
2017-08-24,122.01518249511719
2017-08-25,122.67050170898438
2017-08-28,122.47727966308594
2017-08-29,122.13279724121094
2017-08-30,122.25041961669922
2017-08-31,122.13279724121094
2017-09-01,122.36802673339844
2017-09-05,121.37667846679688
2017-09-06,121.4018325805664
2017-09-07,121.2926254272461
2017-09-08,121.79679107666016
2017-09-11,125.33377838134766
2017-09-12,125.4178237915039
2017-09-13,125.35060119628906
2017-09-14,126.08150482177734
2017-09-15,126.13194274902344
