,CLX
2014-10-13,72.3709716796875
2014-10-14,73.20843505859375
2014-10-15,73.36686706542969
2014-10-16,72.52938842773438
2014-10-17,72.65764617919922
2014-10-20,73.73658752441406
2014-10-21,74.54386138916016
2014-10-22,74.73250579833984
2014-10-23,74.26470947265625
2014-10-24,75.04940795898438
2014-10-27,74.77574920654297
2014-10-28,74.34246826171875
2014-10-29,74.28926849365234
2014-10-30,74.95057678222656
2014-10-31,75.63472747802734
2014-11-03,75.88556671142578
2014-11-04,76.72171783447266
2014-11-05,76.5697021484375
2014-11-06,76.2884292602539
2014-11-07,76.61531066894531
2014-11-10,77.28421783447266
2014-11-11,77.04100036621094
2014-11-12,77.17021179199219
2014-11-13,77.46666717529297
2014-11-14,76.10601806640625
2014-11-17,76.79013061523438
2014-11-18,76.60009002685547
2014-11-19,76.62290954589844
2014-11-20,76.19720458984375
2014-11-21,75.79435729980469
2014-11-24,75.51307678222656
2014-11-25,75.84754943847656
2014-11-26,75.93877410888672
2014-11-28,77.2462158203125
2014-12-01,77.00296783447266
2014-12-02,76.41767120361328
2014-12-03,75.3914566040039
2014-12-04,75.71835327148438
2014-12-05,75.148193359375
2014-12-08,75.60430145263672
2014-12-09,75.3458480834961
2014-12-10,75.62709045410156
2014-12-11,76.71411895751953
2014-12-12,75.6119155883789
2014-12-15,75.72594451904297
2014-12-16,76.10601806640625
2014-12-17,77.53506469726562
2014-12-18,78.91857147216797
2014-12-19,79.36701202392578
2014-12-22,79.26821899414062
2014-12-23,80.636474609375
2014-12-24,80.1651840209961
2014-12-26,80.30962371826172
2014-12-29,80.1651840209961
2014-12-30,80.25642395019531
2014-12-31,79.21501159667969
2015-01-02,78.95655822753906
2015-01-05,78.9717788696289
2015-01-06,79.30622863769531
2015-01-07,80.66690826416016
2015-01-08,81.57144927978516
2015-01-09,81.04698944091797
2015-01-12,80.84932708740234
2015-01-13,81.1686019897461
2015-01-14,81.29780578613281
2015-01-15,81.63225555419922
2015-01-16,82.91692352294922
2015-01-20,82.55207061767578
2015-01-21,82.71926879882812
2015-01-22,83.69989013671875
2015-01-23,82.40003204345703
2015-01-26,82.77505493164062
2015-01-27,82.66024017333984
2015-01-28,81.97142028808594
2015-01-29,83.15772247314453
2015-01-30,81.67292785644531
2015-02-02,82.53014373779297
2015-02-03,82.42300415039062
2015-02-04,83.89250183105469
2015-02-05,82.69854736328125
2015-02-06,81.84130859375
2015-02-09,81.82600402832031
2015-02-10,82.73678588867188
2015-02-11,82.61431884765625
2015-02-12,82.85926818847656
2015-02-13,83.4256362915039
2015-02-17,83.31846618652344
2015-02-18,84.01496887207031
2015-02-19,83.63993072509766
2015-02-20,83.37969970703125
2015-02-23,83.98433685302734
2015-02-24,83.70880889892578
2015-02-25,83.4179916381836
2015-02-26,83.50216674804688
2015-02-27,83.15009307861328
2015-03-02,84.12977600097656
2015-03-03,84.83390808105469
2015-03-04,84.13741302490234
2015-03-05,84.31346893310547
2015-03-06,83.1883773803711
2015-03-09,83.7240982055664
2015-03-10,82.53014373779297
2015-03-11,82.22398376464844
2015-03-12,83.58634948730469
2015-03-13,83.24956512451172
2015-03-16,83.73177337646484
2015-03-17,83.44857788085938
2015-03-18,84.06855010986328
2015-03-19,83.87720489501953
2015-03-20,85.63755798339844
2015-03-23,85.66816711425781
2015-03-24,85.06352996826172
2015-03-25,84.22159576416016
2015-03-26,83.91545104980469
2015-03-27,84.20631408691406
2015-03-30,84.772705078125
2015-03-31,84.489501953125
2015-04-01,84.13741302490234
2015-04-02,84.34407043457031
2015-04-06,85.23957061767578
2015-04-07,84.67318725585938
2015-04-08,84.57369995117188
2015-04-09,84.87220001220703
2015-04-10,84.70380401611328
2015-04-13,84.76502990722656
2015-04-14,84.94869995117188
2015-04-15,84.55836486816406
2015-04-16,84.4665298461914
2015-04-17,83.62464141845703
2015-04-20,83.58610534667969
2015-04-21,83.97139739990234
2015-04-22,83.90972900390625
2015-04-23,84.0715560913086
2015-04-24,84.17945098876953
2015-04-27,83.45507049560547
2015-04-28,83.47050476074219
2015-04-29,82.5380859375
2015-04-30,81.75980377197266
2015-05-01,81.82914733886719
2015-05-04,82.07572937011719
2015-05-05,81.47468566894531
2015-05-06,82.05261993408203
2015-05-07,82.5303726196289
2015-05-08,82.9079818725586
2015-05-11,82.414794921875
2015-05-12,82.83092498779297
2015-05-13,82.59974670410156
2015-05-14,83.58610534667969
2015-05-15,84.14861297607422
2015-05-18,84.39521789550781
2015-05-19,85.0656509399414
2015-05-20,85.05792236328125
2015-05-21,84.5955581665039
2015-05-22,84.60327911376953
2015-05-26,83.9867935180664
2015-05-27,84.43376159667969
2015-05-28,83.94056701660156
2015-05-29,82.96190643310547
2015-06-01,83.1545639038086
2015-06-02,82.36856079101562
2015-06-03,82.56121826171875
2015-06-04,82.18360900878906
2015-06-05,81.65961456298828
2015-06-08,81.17413330078125
2015-06-09,81.32054138183594
2015-06-10,82.15277862548828
2015-06-11,81.5054931640625
2015-06-12,80.88130187988281
2015-06-15,80.31876373291016
2015-06-16,81.12791442871094
2015-06-17,81.60566711425781
2015-06-18,82.3377456665039
2015-06-19,82.26065826416016
2015-06-22,82.45333099365234
2015-06-23,82.2298583984375
2015-06-24,81.6364974975586
2015-06-25,81.85224914550781
2015-06-26,82.54582977294922
2015-06-29,80.55765533447266
2015-06-30,80.15694427490234
2015-07-01,82.34545135498047
2015-07-02,81.77519989013672
2015-07-06,81.6364974975586
2015-07-07,83.31639099121094
2015-07-08,82.76155853271484
2015-07-09,82.30692291259766
2015-07-10,82.96964263916016
2015-07-13,83.74019622802734
2015-07-14,83.70166015625
2015-07-15,84.58013916015625
2015-07-16,85.58964538574219
2015-07-17,85.10414123535156
2015-07-20,85.8336181640625
2015-07-21,85.63961029052734
2015-07-22,86.1052017211914
2015-07-23,85.8336181640625
2015-07-24,85.63961029052734
2015-07-27,86.01209259033203
2015-07-28,86.52424621582031
2015-07-29,86.91223907470703
2015-07-30,86.93553161621094
2015-07-31,86.86566925048828
2015-08-03,89.240234375
2015-08-04,90.67587280273438
2015-08-05,92.2977294921875
2015-08-06,92.64689636230469
2015-08-07,91.73123931884766
2015-08-10,90.83106994628906
2015-08-11,91.31217193603516
2015-08-12,90.66033935546875
2015-08-13,90.38873291015625
2015-08-14,91.27339172363281
2015-08-17,91.18799591064453
2015-08-18,90.78450775146484
2015-08-19,90.1326675415039
2015-08-20,89.79898071289062
2015-08-21,88.44097900390625
2015-08-24,85.01880645751953
2015-08-25,83.4124755859375
2015-08-26,85.41456604003906
2015-08-27,86.46990966796875
2015-08-28,86.67169189453125
2015-08-31,86.2681655883789
2015-09-01,84.44454956054688
2015-09-02,85.68617248535156
2015-09-03,86.40011596679688
2015-09-04,85.04984283447266
2015-09-08,86.60961151123047
2015-09-09,84.89466094970703
2015-09-10,84.91017150878906
2015-09-11,85.23607635498047
2015-09-14,85.2904281616211
2015-09-15,86.60184478759766
2015-09-16,88.1383285522461
2015-09-17,88.52632904052734
2015-09-18,88.04522705078125
2015-09-21,88.8289794921875
2015-09-22,88.30131530761719
2015-09-23,88.73585510253906
2015-09-24,88.39441680908203
2015-09-25,90.20252227783203
2015-09-28,88.627197265625
2015-09-29,88.89878845214844
2015-09-30,89.65152740478516
2015-10-01,89.53512573242188
2015-10-02,90.7379379272461
2015-10-05,91.86312866210938
2015-10-06,91.83987426757812
2015-10-07,92.34424591064453
2015-10-08,93.25994873046875
2015-10-09,93.52378845214844
2015-10-12,93.70226287841797
2015-10-13,93.54706573486328
2015-10-14,93.31424713134766
2015-10-15,93.25994873046875
2015-10-16,94.61018371582031
2015-10-19,94.4549789428711
2015-10-20,94.73436737060547
2015-10-21,94.71883392333984
2015-10-22,95.91386413574219
2015-10-23,95.64227294921875
2015-10-26,95.29866790771484
2015-10-27,95.1815414428711
2015-10-28,95.75940704345703
2015-10-29,95.8296890258789
2015-10-30,95.2206039428711
2015-11-02,98.15670776367188
2015-11-03,97.3211669921875
2015-11-04,96.98536682128906
2015-11-05,97.0009994506836
2015-11-06,95.486083984375
2015-11-09,95.17373657226562
2015-11-10,95.486083984375
2015-11-11,96.37629699707031
2015-11-12,95.13469696044922
2015-11-13,94.2835464477539
2015-11-16,95.1659164428711
2015-11-17,95.09566497802734
2015-11-18,96.50904083251953
2015-11-19,97.07905578613281
2015-11-20,96.71208190917969
2015-11-23,97.89119720458984
2015-11-24,97.44612121582031
2015-11-25,97.8521499633789
2015-11-27,98.00835418701172
2015-11-30,97.06346893310547
2015-12-01,98.8907470703125
2015-12-02,98.66426086425781
2015-12-03,98.43001556396484
2015-12-04,100.56182861328125
2015-12-07,100.99129486083984
2015-12-08,101.29584503173828
2015-12-09,99.74189758300781
2015-12-10,99.07032012939453
2015-12-11,98.3284912109375
2015-12-14,98.75797271728516
2015-12-15,100.84293365478516
2015-12-16,102.38905334472656
2015-12-17,102.56082916259766
2015-12-18,99.21089172363281
2015-12-21,99.67941284179688
2015-12-22,99.63258361816406
2015-12-23,100.0932846069336
2015-12-24,99.84339904785156
2015-12-28,99.99958038330078
2015-12-29,100.74144744873047
2015-12-30,100.10890197753906
2015-12-31,99.03911590576172
2016-01-04,97.82874298095703
2016-01-05,99.24212646484375
2016-01-06,99.19526672363281
2016-01-07,98.10984802246094
2016-01-08,98.5315170288086
2016-01-11,99.7028579711914
2016-01-12,100.26509094238281
2016-01-13,100.03863525390625
2016-01-14,99.42172241210938
2016-01-15,99.06251525878906
2016-01-19,99.67161560058594
2016-01-20,97.91464233398438
2016-01-21,98.30506896972656
2016-01-22,99.63258361816406
2016-01-25,98.23414611816406
2016-01-26,98.63481903076172
2016-01-27,97.91991424560547
2016-01-28,99.01191711425781
2016-01-29,101.38450622558594
2016-02-01,103.55284118652344
2016-02-02,101.41593170166016
2016-02-03,102.98719024658203
2016-02-04,97.97489929199219
2016-02-05,97.71564483642578
2016-02-08,99.8053970336914
2016-02-09,101.09382629394531
2016-02-10,100.48889923095703
2016-02-11,99.75828552246094
2016-02-12,100.19823455810547
2016-02-16,100.65385437011719
2016-02-17,101.67520141601562
2016-02-18,100.4731674194336
2016-02-19,101.05453491210938
2016-02-22,100.80315399169922
2016-02-23,101.22738647460938
2016-02-24,102.31938171386719
2016-02-25,103.2699966430664
2016-02-26,100.41819763183594
2016-02-29,99.3183364868164
2016-03-01,98.57196807861328
2016-03-02,99.03551483154297
2016-03-03,98.66624450683594
2016-03-04,98.6819839477539
2016-03-07,96.99285888671875
2016-03-08,98.57196807861328
2016-03-09,98.37557983398438
2016-03-10,98.6034164428711
2016-03-11,99.34191131591797
2016-03-14,98.94123077392578
2016-03-15,99.53829956054688
2016-03-16,100.08824157714844
2016-03-17,100.22966003417969
2016-03-18,100.0960922241211
2016-03-21,100.12748718261719
2016-03-22,99.23974609375
2016-03-23,99.83683013916016
2016-03-24,99.42829132080078
2016-03-28,100.2060775756836
2016-03-29,100.55961608886719
2016-03-30,100.5360336303711
2016-03-31,99.03551483154297
2016-04-01,100.07252502441406
2016-04-04,100.27677154541016
2016-04-05,100.61460876464844
2016-04-06,101.66734313964844
2016-04-07,101.07811737060547
2016-04-08,100.9759750366211
2016-04-11,100.68531036376953
2016-04-12,100.69314575195312
2016-04-13,99.09835052490234
2016-04-14,99.42045593261719
2016-04-15,99.31045532226562
2016-04-18,99.99022674560547
2016-04-19,100.03764343261719
2016-04-20,98.64649963378906
2016-04-21,95.7455825805664
2016-04-22,96.78898620605469
2016-04-25,97.72168731689453
2016-04-26,97.8244400024414
2016-04-27,98.63069152832031
2016-04-28,98.62277221679688
2016-04-29,98.98639678955078
2016-05-02,100.3538589477539
2016-05-03,102.30621337890625
2016-05-04,102.16395568847656
2016-05-05,101.91890716552734
2016-05-06,103.12036895751953
2016-05-09,104.08470153808594
2016-05-10,105.0016098022461
2016-05-11,104.48783111572266
2016-05-12,105.03324127197266
2016-05-13,104.32184600830078
2016-05-16,104.33763885498047
2016-05-17,102.30621337890625
2016-05-18,101.28657531738281
2016-05-19,102.74095153808594
2016-05-20,101.83198547363281
2016-05-23,102.005859375
2016-05-24,102.81210327148438
2016-05-25,102.25089263916016
2016-05-26,102.3931655883789
2016-05-27,102.51964569091797
2016-05-31,101.60271453857422
2016-06-01,102.66981506347656
2016-06-02,102.62239837646484
2016-06-03,102.69354248046875
2016-06-06,102.22716522216797
2016-06-07,102.25089263916016
2016-06-08,102.8437271118164
2016-06-09,103.47606658935547
2016-06-10,104.15583801269531
2016-06-13,103.68949890136719
2016-06-14,104.96206665039062
2016-06-15,104.45623016357422
2016-06-16,105.21504974365234
2016-06-17,104.63008880615234
2016-06-20,104.59059143066406
2016-06-21,105.20711517333984
2016-06-22,105.7999496459961
2016-06-23,106.10028839111328
2016-06-24,106.61408996582031
2016-06-27,108.31352996826172
2016-06-28,108.0210952758789
2016-06-29,106.8749771118164
2016-06-30,109.38853454589844
2016-07-01,108.41630554199219
2016-07-05,110.0604248046875
2016-07-06,109.24624633789062
2016-07-07,108.70086669921875
2016-07-08,109.3727035522461
2016-07-11,108.85103607177734
2016-07-12,107.67327117919922
2016-07-13,108.33724212646484
2016-07-14,108.06849670410156
2016-07-15,107.9578628540039
2016-07-18,107.59424591064453
2016-07-19,107.77606964111328
2016-07-20,106.98561096191406
2016-07-21,106.42440795898438
2016-07-22,106.85120391845703
2016-07-25,106.93074798583984
2016-07-26,106.46161651611328
2016-07-27,104.1875228881836
2016-07-28,104.02848052978516
2016-07-29,104.21931457519531
2016-08-01,104.44196319580078
2016-08-02,103.6070785522461
2016-08-03,104.63278198242188
2016-08-04,106.47752380371094
2016-08-05,105.13372802734375
2016-08-08,105.08600616455078
2016-08-09,105.42791748046875
2016-08-10,106.42980194091797
2016-08-11,105.91297912597656
2016-08-12,106.08787536621094
2016-08-15,105.1496353149414
2016-08-16,104.22725677490234
2016-08-17,104.56124114990234
2016-08-18,104.33859252929688
2016-08-19,104.0046157836914
2016-08-22,104.10797882080078
2016-08-23,103.72633361816406
2016-08-24,103.98075103759766
2016-08-25,104.20340728759766
2016-08-26,103.86943817138672
2016-08-29,104.52944946289062
2016-08-30,103.89330291748047
2016-08-31,104.19544982910156
2016-09-01,104.19544982910156
2016-09-02,104.93492889404297
2016-09-06,104.95878601074219
2016-09-07,102.96299743652344
2016-09-08,100.97513580322266
2016-09-09,97.71504211425781
2016-09-12,98.62947082519531
2016-09-13,97.87406921386719
2016-09-14,97.42085266113281
2016-09-15,97.436767578125
2016-09-16,97.58782958984375
2016-09-19,97.54012298583984
2016-09-20,98.15237426757812
2016-09-21,98.92366790771484
2016-09-22,100.64118957519531
2016-09-23,100.60935974121094
2016-09-26,99.94147491455078
2016-09-27,100.06071472167969
2016-09-28,100.2038345336914
2016-09-29,99.12244415283203
2016-09-30,99.53592681884766
2016-10-03,98.85208892822266
2016-10-04,97.05508422851562
2016-10-05,96.65751647949219
2016-10-06,97.58782958984375
2016-10-07,97.52420806884766
2016-10-10,96.95965576171875
2016-10-11,96.1247787475586
2016-10-12,96.95171356201172
2016-10-13,97.42085266113281
2016-10-14,96.82450103759766
2016-10-17,97.11073303222656
2016-10-18,96.84835052490234
2016-10-19,96.0611572265625
2016-10-20,95.18648529052734
2016-10-21,95.45684814453125
2016-10-24,94.98455810546875
2016-10-25,95.72102355957031
2016-10-26,95.3768081665039
2016-10-27,94.43224334716797
2016-10-28,95.28075408935547
2016-10-31,96.07319641113281
2016-11-01,95.64892578125
2016-11-02,92.59113311767578
2016-11-03,91.83069610595703
2016-11-04,90.6619873046875
2016-11-07,91.47046661376953
2016-11-08,92.26292419433594
2016-11-09,92.14286804199219
2016-11-10,89.85350036621094
2016-11-11,90.49388122558594
2016-11-14,90.56592559814453
2016-11-15,91.3984146118164
2016-11-16,91.23831939697266
2016-11-17,90.87010955810547
2016-11-18,91.89472961425781
2016-11-21,91.93473815917969
2016-11-22,93.06344604492188
2016-11-23,92.43904876708984
2016-11-25,93.83190155029297
2016-11-28,93.98394775390625
2016-11-29,94.20809173583984
2016-11-30,92.50308990478516
2016-12-01,90.91815948486328
2016-12-02,91.27034759521484
2016-12-05,91.09423828125
2016-12-06,91.47046661376953
2016-12-07,92.63916015625
2016-12-08,91.80667114257812
2016-12-09,92.28695678710938
2016-12-12,92.87931823730469
2016-12-13,93.75982666015625
2016-12-14,92.87132263183594
2016-12-15,94.72840118408203
2016-12-16,95.28873443603516
2016-12-19,95.2247085571289
2016-12-20,95.88909912109375
2016-12-21,95.70497131347656
2016-12-22,96.46546173095703
2016-12-23,96.77762603759766
2016-12-27,97.60211944580078
2016-12-28,96.3133544921875
2016-12-29,97.14582824707031
2016-12-30,96.07319641113281
2017-01-03,96.87366485595703
2017-01-04,97.60211944580078
2017-01-05,98.2184829711914
2017-01-06,98.07440948486328
2017-01-09,97.09783935546875
2017-01-10,95.5608901977539
2017-01-11,95.0325927734375
2017-01-12,95.32878112792969
2017-01-13,95.68097686767578
2017-01-17,97.11384582519531
2017-01-18,96.78565216064453
2017-01-19,96.25731658935547
2017-01-20,97.19385528564453
2017-01-23,97.50006866455078
2017-01-24,97.99966430664062
2017-01-25,97.87879943847656
2017-01-26,98.02385711669922
2017-01-27,97.08914947509766
2017-01-30,96.944091796875
2017-01-31,96.69429779052734
2017-02-01,97.28250885009766
2017-02-02,96.88768005371094
2017-02-03,100.8360366821289
2017-02-06,99.74016571044922
2017-02-07,100.98107147216797
2017-02-08,102.38314056396484
2017-02-09,102.6571044921875
2017-02-10,102.35896301269531
2017-02-13,102.43954467773438
2017-02-14,102.6571044921875
2017-02-15,103.47901153564453
2017-02-16,104.83273315429688
2017-02-17,107.74161529541016
2017-02-21,109.1356430053711
2017-02-22,109.52239227294922
2017-02-23,109.44989776611328
2017-02-24,109.88499450683594
2017-02-27,109.94142150878906
2017-02-28,110.2395248413086
2017-03-01,110.52159118652344
2017-03-02,110.7149658203125
2017-03-03,110.32818603515625
2017-03-06,110.23149108886719
2017-03-07,110.32011413574219
2017-03-08,109.91724395751953
2017-03-09,110.44097137451172
2017-03-10,111.25482177734375
2017-03-13,111.391845703125
2017-03-14,110.90837097167969
2017-03-15,111.73023986816406
2017-03-16,111.20649719238281
2017-03-17,110.82777404785156
2017-03-20,110.76332092285156
2017-03-21,110.80359649658203
2017-03-22,110.52961730957031
2017-03-23,110.8358383178711
2017-03-24,111.04536437988281
2017-03-27,110.33621215820312
2017-03-28,110.36042785644531
2017-03-29,109.55463409423828
2017-03-30,109.01476287841797
2017-03-31,108.64410400390625
2017-04-03,108.41041564941406
2017-04-04,108.56351470947266
2017-04-05,108.19285583496094
2017-04-06,107.12918853759766
2017-04-07,107.3467788696289
2017-04-10,107.74161529541016
2017-04-11,108.40235900878906
2017-04-12,108.49098205566406
2017-04-13,107.86248779296875
2017-04-17,109.48373413085938
2017-04-18,109.91336822509766
2017-04-19,109.84849548339844
2017-04-20,109.9620132446289
2017-04-21,108.85955047607422
2017-04-24,109.37834167480469
2017-04-25,110.3673324584961
2017-04-26,108.27591705322266
2017-04-27,108.62448120117188
2017-04-28,108.3731689453125
2017-05-01,108.21105194091797
2017-05-02,105.45488739013672
2017-05-03,106.35469818115234
2017-05-04,107.2950439453125
2017-05-05,107.72467041015625
2017-05-08,106.93025207519531
2017-05-09,107.35177612304688
2017-05-10,107.9354476928711
2017-05-11,107.50581359863281
2017-05-12,107.13290405273438
2017-05-15,107.61117553710938
2017-05-16,105.95750427246094
2017-05-17,106.3790283203125
2017-05-18,105.9818115234375
2017-05-19,107.13290405273438
2017-05-22,107.46527862548828
2017-05-23,106.74378967285156
2017-05-24,107.6355209350586
2017-05-25,109.5405044555664
2017-05-26,109.427001953125
2017-05-30,109.37834167480469
2017-05-31,110.02685546875
2017-06-01,110.05931091308594
2017-06-02,110.7564468383789
2017-06-05,110.9833984375
2017-06-06,111.0969009399414
2017-06-07,111.50223541259766
2017-06-08,110.65914154052734
2017-06-09,111.16989135742188
2017-06-12,111.21038818359375
2017-06-13,111.44548034667969
2017-06-14,112.76681518554688
2017-06-15,113.61797332763672
2017-06-16,113.08291625976562
2017-06-19,114.42048645019531
2017-06-20,113.58551788330078
2017-06-21,112.95323181152344
2017-06-22,112.98566436767578
2017-06-23,112.60464477539062
2017-06-26,112.92081451416016
2017-06-27,111.00772857666016
2017-06-28,110.4078598022461
2017-06-29,107.9921875
2017-06-30,108.0083999633789
2017-07-03,108.44612884521484
2017-07-05,108.70553588867188
2017-07-06,108.43805694580078
2017-07-07,108.93253326416016
2017-07-10,108.21915435791016
2017-07-11,106.98699188232422
2017-07-12,106.597900390625
2017-07-13,106.04666900634766
2017-07-14,106.92215728759766
2017-07-17,107.25664520263672
2017-07-18,107.29743957519531
2017-07-19,106.48978424072266
2017-07-20,106.78348541259766
2017-07-21,107.88481140136719
2017-07-24,107.13426971435547
2017-07-25,108.39881134033203
2017-07-26,108.85564422607422
2017-07-27,109.4593505859375
2017-07-28,108.31719970703125
2017-07-31,108.90460205078125
2017-08-01,108.61091613769531
2017-08-02,107.66455078125
2017-08-03,109.91622161865234
2017-08-04,109.72042083740234
2017-08-07,110.5444107055664
2017-08-08,109.85094451904297
2017-08-09,109.49201202392578
2017-08-10,109.27174377441406
2017-08-11,109.57359313964844
2017-08-14,110.60153198242188
2017-08-15,111.19706726074219
2017-08-16,111.71920776367188
2017-08-17,111.9068374633789
2017-08-18,112.36369323730469
2017-08-21,113.2611312866211
2017-08-22,113.43243408203125
2017-08-23,113.17137145996094
2017-08-24,111.75184631347656
2017-08-25,112.1597671508789
2017-08-28,112.17606353759766
2017-08-29,112.07000732421875
2017-08-30,112.05370330810547
2017-08-31,113.01637268066406
2017-09-01,112.56765747070312
2017-09-05,112.85320281982422
2017-09-06,111.25418853759766
2017-09-07,110.97679138183594
2017-09-08,109.35330963134766
2017-09-11,110.16094970703125
2017-09-12,110.60153198242188
2017-09-13,109.3859634399414
2017-09-14,109.92440795898438
2017-09-15,111.09918975830078
2017-09-18,111.6131362915039
