,ROL
2014-05-23,7.872554779052734
2014-05-27,7.911231994628906
2014-05-28,7.918970584869385
2014-05-29,7.880294322967529
2014-05-30,7.908656597137451
2014-06-02,7.988595962524414
2014-06-03,8.040169715881348
2014-06-04,7.988595962524414
2014-06-05,8.050479888916016
2014-06-06,8.019537925720215
2014-06-09,8.055638313293457
2014-06-10,8.055638313293457
2014-06-11,8.029851913452148
2014-06-12,7.96538782119751
2014-06-13,7.960228443145752
2014-06-16,7.91639518737793
2014-06-17,7.924127101898193
2014-06-18,7.90608024597168
2014-06-19,7.867400646209717
2014-06-20,7.841614246368408
2014-06-23,7.76683235168457
2014-06-24,7.702368259429932
2014-06-25,7.702368259429932
2014-06-26,7.653369426727295
2014-06-27,7.65079402923584
2014-06-30,7.735888481140137
2014-07-01,7.800356388092041
2014-07-02,7.826142311096191
2014-07-03,7.857085227966309
2014-07-07,7.7926177978515625
2014-07-08,7.704946041107178
2014-07-09,7.637903690338135
2014-07-10,7.622430324554443
2014-07-11,7.630166530609131
2014-07-14,7.617272853851318
2014-07-15,7.55280876159668
2014-07-16,7.5167059898376465
2014-07-17,7.462553024291992
2014-07-18,7.514126300811768
2014-07-21,7.503811359405518
2014-07-22,7.527018070220947
2014-07-23,7.527018070220947
2014-07-24,7.578592777252197
2014-07-25,7.519285678863525
2014-07-28,7.506392955780029
2014-07-29,7.449661731719971
2014-07-30,7.408403396606445
2014-07-31,7.300100326538086
2014-08-01,7.269155502319336
2014-08-04,7.3413567543029785
2014-08-05,7.372302055358887
2014-08-06,7.38394832611084
2014-08-07,7.365832328796387
2014-08-08,7.438300132751465
2014-08-11,7.464181900024414
2014-08-12,7.484885215759277
2014-08-13,7.559943199157715
2014-08-14,7.5677056312561035
2014-08-15,7.580648899078369
2014-08-18,7.660879611968994
2014-08-19,7.691938877105713
2014-08-20,7.69711446762085
2014-08-21,7.707465648651123
2014-08-22,7.691938877105713
2014-08-25,7.678995609283447
2014-08-26,7.69711446762085
2014-08-27,7.678995609283447
2014-08-28,7.673819541931152
2014-08-29,7.699703216552734
2014-09-02,7.854990482330322
2014-09-03,7.821342468261719
2014-09-04,7.83428430557251
2014-09-05,7.880871295928955
2014-09-08,7.891224384307861
2014-09-09,7.852403163909912
2014-09-10,7.862752437591553
2014-09-11,7.857579708099365
2014-09-12,7.821342468261719
2014-09-15,7.821342468261719
2014-09-16,7.810989856719971
2014-09-17,7.8006391525268555
2014-09-18,7.774755477905273
2014-09-19,7.722994327545166
2014-09-22,7.673819541931152
2014-09-23,7.575473785400391
2014-09-24,7.622056484222412
2014-09-25,7.510768890380859
2014-09-26,7.565117359161377
2014-09-29,7.5987629890441895
2014-09-30,7.578059673309326
2014-10-01,7.440886974334717
2014-10-02,7.415006160736084
2014-10-03,7.425359725952148
2014-10-06,7.417595386505127
2014-10-07,7.350301265716553
2014-10-08,7.443473815917969
2014-10-09,7.399477481842041
2014-10-10,7.285599231719971
2014-10-13,7.161369323730469
2014-10-14,7.244190216064453
2014-10-15,7.283011436462402
2014-10-16,7.391713619232178
2014-10-17,7.456415176391602
2014-10-20,7.513357639312744
2014-10-21,7.694523334503174
2014-10-22,7.668642520904541
2014-10-23,7.7281694412231445
2014-10-24,7.7281694412231445
2014-10-27,7.748877048492432
2014-10-28,7.930045127868652
2014-10-29,8.05945110321045
2014-10-30,8.173327445983887
2014-10-31,8.248384475708008
2014-11-03,8.240622520446777
2014-11-04,8.318264961242676
2014-11-05,8.34155559539795
2014-11-06,8.47309684753418
2014-11-07,8.457467079162598
2014-11-10,8.457467079162598
2014-11-11,8.460074424743652
2014-11-12,8.467889785766602
2014-11-13,8.598121643066406
2014-11-14,8.55644416809082
2014-11-17,8.56947135925293
2014-11-18,8.56947135925293
2014-11-19,8.574677467346191
2014-11-20,8.595516204833984
2014-11-21,8.43663215637207
2014-11-24,8.538219451904297
2014-11-25,8.517374038696289
2014-11-26,8.46528434753418
2014-11-28,8.47309684753418
2014-12-01,8.384536743164062
2014-12-02,8.462677955627441
2014-12-03,8.496537208557129
2014-12-04,8.483513832092285
2014-12-05,8.660638809204102
2014-12-08,8.559053421020508
2014-12-09,8.566863059997559
2014-12-10,8.457467079162598
2014-12-11,8.509562492370605
2014-12-12,8.535611152648926
2014-12-15,8.48872184753418
2014-12-16,8.48872184753418
2014-12-17,8.616354942321777
2014-12-18,8.725751876831055
2014-12-19,8.582493782043457
2014-12-22,8.671053886413574
2014-12-23,8.741381645202637
2014-12-24,8.69449234008789
2014-12-26,8.707517623901367
2014-12-29,8.801287651062012
2014-12-30,8.74919605255127
2014-12-31,8.621565818786621
2015-01-02,8.45225715637207
2015-01-05,8.444442749023438
2015-01-06,8.311601638793945
2015-01-07,8.493929862976074
2015-01-08,8.684078216552734
2015-01-09,8.572073936462402
2015-01-12,8.447046279907227
2015-01-13,8.517374038696289
2015-01-14,8.48872184753418
2015-01-15,8.381929397583008
2015-01-16,8.519979476928711
2015-01-20,8.48090934753418
2015-01-21,8.543426513671875
2015-01-22,8.684078216552734
2015-01-23,8.678866386413574
2015-01-26,8.76221752166748
2015-01-27,8.76221752166748
2015-01-28,9.077387809753418
2015-01-29,8.84817123413086
2015-01-30,8.608541488647461
2015-02-02,8.655426025390625
2015-02-03,8.75440502166748
2015-02-04,8.624167442321777
2015-02-05,8.798684120178223
2015-02-06,8.756860733032227
2015-02-09,8.798684120178223
2015-02-10,8.701966285705566
2015-02-11,8.756860733032227
2015-02-12,8.822209358215332
2015-02-13,8.819596290588379
2015-02-17,8.80129623413086
2015-02-18,8.856192588806152
2015-02-19,8.796069145202637
2015-02-20,8.856192588806152
2015-02-23,8.83005142211914
2015-02-24,8.8692626953125
2015-02-25,8.790840148925781
2015-02-26,8.803908348083496
2015-02-27,8.767316818237305
2015-03-02,8.931994438171387
2015-03-03,8.924155235290527
2015-03-04,8.864036560058594
2015-03-05,8.887560844421387
2015-03-06,8.83266544342041
2015-03-09,8.890172958374023
2015-03-10,8.66536808013916
2015-03-11,8.798684120178223
2015-03-12,8.81436824798584
2015-03-13,9.065309524536133
2015-03-16,9.253518104553223
2015-03-17,9.394672393798828
2015-03-18,9.46132755279541
2015-03-19,9.559355735778809
2015-03-20,9.68090534210205
2015-03-23,9.759324073791504
2015-03-24,9.708352088928223
2015-03-25,9.531906127929688
2015-03-26,9.543668746948242
2015-03-27,9.618171691894531
2015-03-30,9.684823989868164
2015-03-31,9.696587562561035
2015-04-01,9.673062324523926
2015-04-02,9.77892780303955
2015-04-06,9.888718605041504
2015-04-07,9.802452087402344
2015-04-08,9.865191459655762
2015-04-09,9.876952171325684
2015-04-10,9.81029987335205
2015-04-13,9.75540542602539
2015-04-14,9.724035263061523
2015-04-15,9.696587562561035
2015-04-16,9.64953899383545
2015-04-17,9.551512718200684
2015-04-20,9.653458595275879
2015-04-21,9.696587562561035
2015-04-22,9.87303352355957
2015-04-23,10.018113136291504
2015-04-24,9.927925109863281
2015-04-27,9.845586776733398
2015-04-28,9.876952171325684
2015-04-29,9.716190338134766
2015-04-30,9.724035263061523
2015-05-01,9.720113754272461
2015-05-04,9.731873512268066
2015-05-05,9.633853912353516
2015-05-06,9.606316566467285
2015-05-07,9.570911407470703
2015-05-08,9.578782081604004
2015-05-11,9.582716941833496
2015-05-12,9.531572341918945
2015-05-13,9.527641296386719
2015-05-14,9.673194885253906
2015-05-15,9.669257164001465
2015-05-18,9.653523445129395
2015-05-19,9.704660415649414
2015-05-20,9.700728416442871
2015-05-21,9.653523445129395
2015-05-22,9.673194885253906
2015-05-26,9.62991714477539
2015-05-27,9.724329948425293
2015-05-28,9.767601013183594
2015-05-29,9.763668060302734
2015-06-01,9.771535873413086
2015-06-02,9.763668060302734
2015-06-03,9.976093292236328
2015-06-04,9.952488899230957
2015-06-05,10.02723217010498
2015-06-08,10.074433326721191
2015-06-09,10.243592262268066
2015-06-10,10.373405456542969
2015-06-11,10.483551025390625
2015-06-12,10.491421699523926
2015-06-15,10.432413101196289
2015-06-16,10.538626670837402
2015-06-17,10.640905380249023
2015-06-18,10.719579696655273
2015-06-19,10.668439865112305
2015-06-22,10.59369945526123
2015-06-23,10.581899642944336
2015-06-24,10.515024185180664
2015-06-25,10.845460891723633
2015-06-26,10.935937881469727
2015-06-29,11.1680326461792
2015-06-30,11.223106384277344
2015-07-01,10.888731956481934
2015-07-02,10.664506912231445
2015-07-06,10.817922592163086
2015-07-07,10.900532722473145
2015-07-08,10.786455154418945
2015-07-09,10.743180274963379
2015-07-10,10.837593078613281
2015-07-13,10.884799003601074
2015-07-14,10.998880386352539
2015-07-15,11.057887077331543
2015-07-16,11.246708869934082
2015-07-17,11.164098739624023
2015-07-20,11.2545747756958
2015-07-21,11.097221374511719
2015-07-22,11.266377449035645
2015-07-23,11.2545747756958
2015-07-24,11.140493392944336
2015-07-27,11.128693580627441
2015-07-28,11.17983341217041
2015-07-29,11.360784530639648
2015-07-30,11.54961109161377
2015-07-31,11.40799331665039
2015-08-03,11.356854438781738
2015-08-04,11.651886940002441
2015-08-05,11.876113891601562
2015-08-06,11.615795135498047
2015-08-07,11.667069435119629
2015-08-10,11.714400291442871
2015-08-11,11.603963851928711
2015-08-12,11.663126945495605
2015-08-13,11.722290992736816
2015-08-14,11.773566246032715
2015-08-17,11.970772743225098
2015-08-18,11.903725624084473
2015-08-19,11.79328727722168
2015-08-20,11.461967468261719
2015-08-21,11.122761726379395
2015-08-24,10.499573707580566
2015-08-25,10.81905746459961
2015-08-26,11.028101921081543
2015-08-27,11.110932350158691
2015-08-28,11.047823905944824
2015-08-31,11.012325286865234
2015-09-01,10.8032808303833
2015-09-02,11.028101921081543
2015-09-03,11.18981647491455
2015-09-04,11.103042602539062
2015-09-08,11.264756202697754
2015-09-09,11.288421630859375
2015-09-10,11.16220474243164
2015-09-11,11.252922058105469
2015-09-14,11.154317855834961
2015-09-15,11.284477233886719
2015-09-16,11.331808090209961
2015-09-17,11.316033363342285
2015-09-18,11.099102020263672
2015-09-21,11.20559310913086
2015-09-22,11.05571460723877
2015-09-23,10.988659858703613
2015-09-24,10.878222465515137
2015-09-25,10.870331764221191
2015-09-28,10.54295825958252
2015-09-29,10.357580184936523
2015-09-30,10.59817886352539
2015-10-01,10.566625595092773
2015-10-02,10.606070518493652
2015-10-05,10.657344818115234
2015-10-06,10.432523727416992
2015-10-07,10.77566909790039
2015-10-08,10.893997192382812
2015-10-09,11.012325286865234
2015-10-12,11.075430870056152
2015-10-13,10.984711647033691
2015-10-14,10.890050888061523
2015-10-15,10.826945304870605
2015-10-16,10.846664428710938
2015-10-19,10.696786880493164
2015-10-20,10.74806022644043
2015-10-21,10.696786880493164
2015-10-22,10.763837814331055
2015-10-23,10.917664527893066
2015-10-26,10.85060977935791
2015-10-27,10.7401762008667
2015-10-28,10.657344818115234
2015-10-29,10.665231704711914
2015-10-30,10.578457832336426
2015-11-02,10.50351619720459
2015-11-03,10.515349388122559
2015-11-04,10.448295593261719
2015-11-05,10.436466217041016
2015-11-06,10.551633834838867
2015-11-09,10.400726318359375
2015-11-10,10.496034622192383
2015-11-11,10.460295677185059
2015-11-12,10.32129955291748
2015-11-13,10.265704154968262
2015-11-16,10.32129955291748
2015-11-17,10.289528846740723
2015-11-18,10.519862174987793
2015-11-19,10.59929084777832
2015-11-20,10.694597244262695
2015-11-23,10.849475860595703
2015-11-24,10.666800498962402
2015-11-25,10.75019645690918
2015-11-27,10.813738822937012
2015-11-30,10.781963348388672
2015-12-01,10.909045219421387
2015-12-02,10.821677207946777
2015-12-03,10.686655044555664
2015-12-04,10.758135795593262
2015-12-07,10.793882369995117
2015-12-08,10.718426704406738
2015-12-09,10.658852577209473
2015-12-10,10.730340957641602
2015-12-11,10.48015022277832
2015-12-14,10.293502807617188
2015-12-15,10.329240798950195
2015-12-16,10.623112678527832
2015-12-17,10.527804374694824
2015-12-18,10.392783164978027
2015-12-21,10.237902641296387
2015-12-22,10.285558700561523
2015-12-23,10.456321716308594
2015-12-24,10.353070259094238
2015-12-28,10.563546180725098
2015-12-29,10.551633834838867
2015-12-30,10.603260040283203
2015-12-31,10.285558700561523
2016-01-04,10.047283172607422
2016-01-05,10.011540412902832
2016-01-06,9.876519203186035
2016-01-07,9.642216682434082
2016-01-08,9.578673362731934
2016-01-11,9.562788963317871
2016-01-12,10.281585693359375
2016-01-13,10.047283172607422
2016-01-14,10.182304382324219
2016-01-15,10.11876392364502
2016-01-19,10.130681037902832
2016-01-20,10.198188781738281
2016-01-21,10.122735977172852
2016-01-22,10.364984512329102
2016-01-25,10.269674301147461
2016-01-26,10.503978729248047
2016-01-27,10.39675235748291
2016-01-28,10.46823787689209
2016-01-29,10.940817832946777
2016-02-01,10.833588600158691
2016-02-02,10.742253303527832
2016-02-03,10.801822662353516
2016-02-04,10.690627098083496
2016-02-05,10.404695510864258
2016-02-08,10.165506362915039
2016-02-09,9.91834831237793
2016-02-10,10.041927337646484
2016-02-11,9.906386375427246
2016-02-12,10.241249084472656
2016-02-16,10.695707321166992
2016-02-17,10.735573768615723
2016-02-18,10.715639114379883
2016-02-19,10.827261924743652
2016-02-22,10.926922798156738
2016-02-23,10.791382789611816
2016-02-24,10.958816528320312
2016-02-25,11.034557342529297
2016-02-26,11.066452026367188
2016-02-29,10.974762916564941
2016-03-01,11.233880996704102
2016-03-02,11.233880996704102
2016-03-03,11.393342018127441
2016-03-04,11.429216384887695
2016-03-07,11.59266471862793
2016-03-08,11.27773380279541
2016-03-09,11.174084663391113
2016-03-10,11.042533874511719
2016-03-11,11.070439338684082
2016-03-14,10.998682022094727
2016-03-15,10.982733726501465
2016-03-16,11.010640144348145
2016-03-17,11.042533874511719
2016-03-18,11.150166511535645
2016-03-21,10.683749198913574
2016-03-22,10.80334186553955
2016-03-23,10.691720962524414
2016-03-24,10.679760932922363
2016-03-28,10.683749198913574
2016-03-29,11.022599220275879
2016-03-30,10.863138198852539
2016-03-31,10.811315536499023
2016-04-01,10.906991004943848
2016-04-04,10.8790864944458
2016-04-05,10.687734603881836
2016-04-06,10.759491920471191
2016-04-07,10.731586456298828
2016-04-08,10.74753189086914
2016-04-11,10.687734603881836
2016-04-12,10.711653709411621
2016-04-13,10.77145004272461
2016-04-14,10.69969367980957
2016-04-15,10.799358367919922
2016-04-18,10.807329177856445
2016-04-19,10.779425621032715
2016-04-20,10.827261924743652
2016-04-21,10.667802810668945
2016-04-22,10.739561080932617
2016-04-25,10.667802810668945
2016-04-26,10.671788215637207
2016-04-27,10.580102920532227
2016-04-28,10.715639114379883
2016-04-29,10.711653709411621
2016-05-02,10.77543830871582
2016-05-03,10.763479232788086
2016-05-04,10.763479232788086
2016-05-05,10.77543830871582
2016-05-06,10.935484886169434
2016-05-09,10.91948127746582
2016-05-10,11.043521881103516
2016-05-11,10.907478332519531
2016-05-12,11.06752872467041
2016-05-13,10.911481857299805
2016-05-16,10.899478912353516
2016-05-17,10.847457885742188
2016-05-18,10.903478622436523
2016-05-19,10.983501434326172
2016-05-20,11.039523124694824
2016-05-23,11.01151180267334
2016-05-24,11.331615447998047
2016-05-25,11.215576171875
2016-05-26,11.283598899841309
2016-05-27,11.371625900268555
2016-05-31,11.371625900268555
2016-06-01,11.423641204833984
2016-06-02,11.479660987854004
2016-06-03,11.47566032409668
2016-06-06,11.53968334197998
2016-06-07,11.51567268371582
2016-06-08,11.511673927307129
2016-06-09,11.523674011230469
2016-06-10,11.443650245666504
2016-06-13,11.36362361907959
2016-06-14,11.29160213470459
2016-06-15,11.267596244812012
2016-06-16,11.283598899841309
2016-06-17,11.119548797607422
2016-06-20,11.199570655822754
2016-06-21,11.235584259033203
2016-06-22,11.227581977844238
2016-06-23,11.283598899841309
2016-06-24,11.01151180267334
2016-06-27,10.899478912353516
2016-06-28,11.031519889831543
2016-06-29,11.339618682861328
2016-06-30,11.711735725402832
2016-07-01,11.691727638244629
2016-07-05,11.707736015319824
2016-07-06,11.635712623596191
2016-07-07,11.607702255249023
2016-07-08,11.723738670349121
2016-07-11,11.767755508422852
2016-07-12,11.783759117126465
2016-07-13,11.763752937316895
2016-07-14,11.695731163024902
2016-07-15,11.639714241027832
2016-07-18,11.599699020385742
2016-07-19,11.583700180053711
2016-07-20,11.703733444213867
2016-07-21,11.683727264404297
2016-07-22,11.739745140075684
2016-07-25,11.687728881835938
2016-07-26,11.66772174835205
2016-07-27,11.207575798034668
2016-07-28,11.131551742553711
2016-07-29,11.275595664978027
2016-08-01,11.2795991897583
2016-08-02,11.227581977844238
2016-08-03,11.219576835632324
2016-08-04,11.04751968383789
2016-08-05,11.071532249450684
2016-08-08,10.999247550964355
2016-08-09,11.208067893981934
2016-08-10,11.308465003967285
2016-08-11,11.264291763305664
2016-08-12,11.256258010864258
2016-08-15,11.260273933410645
2016-08-16,11.244210243225098
2016-08-17,11.264291763305664
2016-08-18,11.280352592468262
2016-08-19,11.284369468688965
2016-08-22,11.272320747375488
2016-08-23,11.288385391235352
2016-08-24,11.268305778503418
2016-08-25,11.276337623596191
2016-08-26,11.272320747375488
2016-08-29,11.304448127746582
2016-08-30,11.308465003967285
2016-08-31,11.445000648498535
2016-09-01,11.565472602844238
2016-09-02,11.681931495666504
2016-09-06,11.722089767456055
2016-09-07,11.854610443115234
2016-09-08,11.65783405303955
2016-09-09,11.509252548217773
2016-09-12,11.63373851776123
2016-09-13,11.396809577941895
2016-09-14,11.549409866333008
2016-09-15,11.665867805480957
2016-09-16,11.63373851776123
2016-09-19,11.641772270202637
2016-09-20,11.613663673400879
2016-09-21,11.617679595947266
2016-09-22,11.802407264709473
2016-09-23,11.68996524810791
2016-09-26,11.533348083496094
2016-09-27,11.561457633972168
2016-09-28,11.625714302062988
2016-09-29,11.597599983215332
2016-09-30,11.75822925567627
2016-10-03,11.730120658874512
2016-10-04,11.63373851776123
2016-10-05,11.549409866333008
2016-10-06,11.497204780578613
2016-10-07,11.396809577941895
2016-10-10,11.424918174743652
2016-10-11,11.292402267456055
2016-10-12,11.328542709350586
2016-10-13,11.352636337280273
2016-10-14,11.32452392578125
2016-10-17,11.320509910583496
2016-10-18,11.348624229431152
2016-10-19,11.336573600769043
2016-10-20,11.32452392578125
2016-10-21,11.304448127746582
2016-10-24,11.348624229431152
2016-10-25,11.300434112548828
2016-10-26,12.027290344238281
2016-10-27,12.332493782043457
2016-10-28,12.316428184509277
2016-10-31,12.376662254333496
2016-11-01,12.264220237731934
2016-11-02,12.3043794631958
2016-11-03,12.252174377441406
2016-11-04,12.191936492919922
2016-11-07,12.332493782043457
2016-11-08,12.465879440307617
2016-11-09,12.635650634765625
2016-11-10,12.603313446044922
2016-11-11,12.518426895141602
2016-11-14,12.514384269714355
2016-11-15,12.61948013305664
2016-11-16,12.696279525756836
2016-11-17,12.752869606018066
2016-11-18,12.987311363220215
2016-11-21,12.918596267700195
2016-11-22,13.116657257080078
2016-11-23,13.06411075592041
2016-11-25,13.169205665588379
2016-11-28,13.185373306274414
2016-11-29,13.09644889831543
2016-11-30,12.987311363220215
2016-12-01,13.084320068359375
2016-12-02,13.153038024902344
2016-12-05,13.270257949829102
2016-12-06,13.391521453857422
2016-12-07,13.553204536437988
2016-12-08,13.779565811157227
2016-12-09,13.718934059143066
2016-12-12,13.545122146606445
2016-12-13,13.484489440917969
2016-12-14,13.41577434539795
2016-12-15,13.444068908691406
2016-12-16,13.41577434539795
2016-12-19,13.500659942626953
2016-12-20,13.581503868103027
2016-12-21,13.541083335876465
2016-12-22,13.488536834716797
2016-12-23,13.609796524047852
2016-12-27,13.658302307128906
2016-12-28,13.6461763381958
2016-12-29,13.718934059143066
2016-12-30,13.654260635375977
2017-01-03,13.53703784942627
2017-01-04,13.658302307128906
2017-01-05,13.589584350585938
2017-01-06,13.516827583312988
2017-01-09,13.391521453857422
2017-01-10,13.383437156677246
2017-01-11,13.427902221679688
2017-01-12,13.30259895324707
2017-01-13,13.508746147155762
2017-01-17,13.431947708129883
2017-01-18,13.52895450592041
2017-01-19,13.492574691772461
2017-01-20,13.759356498718262
2017-01-23,13.47640609741211
2017-01-24,13.694681167602539
2017-01-25,14.119101524353027
2017-01-26,14.349503517150879
2017-01-27,14.361628532409668
2017-01-30,14.220155715942383
2017-01-31,14.252490997314453
2017-02-01,14.139313697814941
2017-02-02,14.155482292175293
2017-02-03,14.377799034118652
2017-02-06,14.369715690612793
2017-02-07,14.535439491271973
2017-02-08,14.488808631896973
2017-02-09,14.695616722106934
2017-02-10,14.874042510986328
2017-02-13,14.898372650146484
2017-02-14,14.825379371643066
2017-02-15,14.886204719543457
2017-02-16,14.983527183532715
2017-02-17,14.975418090820312
2017-02-21,14.947028160095215
2017-02-22,14.947028160095215
2017-02-23,14.967307090759277
2017-02-24,14.963254928588867
2017-02-27,14.983527183532715
2017-02-28,14.825379371643066
2017-03-01,14.975418090820312
2017-03-02,14.760497093200684
2017-03-03,14.80510425567627
2017-03-06,14.728056907653809
2017-03-07,14.667231559753418
2017-03-08,14.655061721801758
2017-03-09,14.610458374023438
2017-03-10,14.788885116577148
2017-03-13,14.784831047058105
2017-03-14,14.82132339477539
2017-03-15,14.955142974853516
2017-03-16,14.947028160095215
2017-03-17,14.963254928588867
2017-03-20,14.853764533996582
2017-03-21,14.602350234985352
2017-03-22,14.610458374023438
2017-03-23,14.606404304504395
2017-03-24,14.622624397277832
2017-03-27,14.569910049438477
2017-03-28,14.711836814880371
2017-03-29,14.853764533996582
2017-03-30,14.975418090820312
2017-03-31,15.056517601013184
2017-04-03,14.58613109588623
2017-04-04,14.728056907653809
2017-04-05,14.687504768371582
2017-04-06,14.72400188446045
2017-04-07,14.776716232299805
2017-04-10,14.841597557067871
2017-04-11,14.959199905395508
2017-04-12,14.784831047058105
2017-04-13,14.675342559814453
2017-04-17,14.914593696594238
2017-04-18,15.007861137390137
2017-04-19,15.149785041809082
2017-04-20,15.389037132263184
2017-04-21,15.32821273803711
2017-04-24,15.502583503723145
2017-04-25,15.466082572937012
2017-04-26,15.405251502990723
2017-04-27,15.887810707092285
2017-04-28,15.74588680267334
2017-05-01,15.895920753479004
2017-05-02,15.867532730102539
2017-05-03,15.839149475097656
2017-05-04,16.062183380126953
2017-05-05,16.220335006713867
2017-05-08,16.10442352294922
2017-05-09,16.206096649169922
2017-05-10,16.328100204467773
2017-05-11,16.437896728515625
2017-05-12,16.515174865722656
2017-05-15,16.616832733154297
2017-05-16,16.60870361328125
2017-05-17,16.543636322021484
2017-05-18,16.600563049316406
2017-05-19,16.885242462158203
2017-05-22,17.198387145996094
2017-05-23,17.287853240966797
2017-05-24,17.41799545288086
2017-05-25,17.58879852294922
2017-05-26,17.519662857055664
2017-05-30,17.21465301513672
2017-05-31,17.515586853027344
2017-06-01,17.295989990234375
2017-06-02,17.51152992248535
2017-06-05,17.409860610961914
2017-06-06,17.271589279174805
2017-06-07,17.25531768798828
2017-06-08,17.340721130371094
2017-06-09,17.271589279174805
2017-06-12,17.381391525268555
2017-06-13,17.51152992248535
2017-06-14,17.58066749572754
2017-06-15,17.609128952026367
2017-06-16,17.600990295410156
2017-06-19,17.75552749633789
2017-06-20,17.59286117553711
2017-06-21,17.361055374145508
2017-06-22,16.990982055664062
2017-06-23,17.084522247314453
2017-06-26,17.015380859375
2017-06-27,16.746973037719727
2017-06-28,16.69817543029785
2017-06-29,16.437896728515625
2017-06-30,16.555831909179688
2017-07-03,16.38096809387207
2017-07-05,16.620906829833984
2017-07-06,16.38096809387207
2017-07-07,16.6412353515625
2017-07-10,16.600563049316406
2017-07-11,16.576171875
2017-07-12,16.75917625427246
2017-07-13,16.624969482421875
2017-07-14,16.592437744140625
2017-07-17,16.612770080566406
2017-07-18,16.812040328979492
2017-07-19,16.828311920166016
2017-07-20,16.779504776000977
2017-07-21,16.82424545288086
2017-07-24,16.885242462158203
2017-07-25,16.921846389770508
2017-07-26,17.686391830444336
2017-07-27,17.596933364868164
2017-07-28,17.702667236328125
2017-07-31,17.65386390686035
2017-08-01,17.6741943359375
2017-08-02,17.686391830444336
2017-08-03,17.8938045501709
2017-08-04,17.85313606262207
2017-08-07,17.950742721557617
2017-08-08,18.066946029663086
2017-08-09,17.97724151611328
2017-08-10,17.761140823364258
2017-08-11,17.720367431640625
2017-08-14,17.94054412841797
2017-08-15,17.92015838623047
2017-08-16,18.018014907836914
2017-08-17,17.936466217041016
2017-08-18,17.79783821105957
2017-08-21,18.0017032623291
2017-08-22,18.250423431396484
2017-08-23,18.185184478759766
2017-08-24,18.20557403564453
2017-08-25,18.250423431396484
2017-08-28,18.274890899658203
2017-08-29,18.058794021606445
2017-08-30,17.850841522216797
2017-08-31,18.107723236083984
2017-09-01,18.119951248168945
2017-09-05,18.071025848388672
2017-09-06,18.115875244140625
2017-09-07,18.144412994384766
2017-09-08,18.201501846313477
2017-09-11,18.16887664794922
2017-09-12,18.05471420288086
