,ROST
2014-11-05,36.58513259887695
2014-11-06,37.087928771972656
2014-11-07,36.87502670288086
2014-11-10,37.28268814086914
2014-11-11,37.11056137084961
2014-11-12,37.5001220703125
2014-11-13,37.395931243896484
2014-11-14,36.8614387512207
2014-11-17,36.843318939208984
2014-11-18,36.81615447998047
2014-11-19,37.214744567871094
2014-11-20,37.69035720825195
2014-11-21,40.44884490966797
2014-11-24,40.33107376098633
2014-11-25,40.44431686401367
2014-11-26,40.66173553466797
2014-11-28,41.4362907409668
2014-12-01,40.83837890625
2014-12-02,40.89274215698242
2014-12-03,41.15092086791992
2014-12-04,41.24150848388672
2014-12-05,41.07845687866211
2014-12-08,40.95133972167969
2014-12-09,40.79245376586914
2014-12-10,40.53824996948242
2014-12-11,41.22825622558594
2014-12-12,41.11931228637695
2014-12-15,41.78662109375
2014-12-16,40.8424072265625
2014-12-17,41.20555877685547
2014-12-18,42.086246490478516
2014-12-19,41.319053649902344
2014-12-22,42.29050827026367
2014-12-23,42.36314392089844
2014-12-24,42.09077453613281
2014-12-26,42.40400314331055
2014-12-29,42.71723556518555
2014-12-30,42.640052795410156
2014-12-31,42.789878845214844
2015-01-02,42.54926300048828
2015-01-05,42.517494201660156
2015-01-06,42.599205017089844
2015-01-07,43.4299430847168
2015-01-08,44.00647735595703
2015-01-09,43.216575622558594
2015-01-12,43.50257873535156
2015-01-13,43.062232971191406
2015-01-14,42.04991912841797
2015-01-15,41.3735237121582
2015-01-16,42.17249298095703
2015-01-20,41.67768096923828
2015-01-21,41.841094970703125
2015-01-22,42.789878845214844
2015-01-23,42.97597885131836
2015-01-26,43.230201721191406
2015-01-27,42.82162857055664
2015-01-28,42.517494201660156
2015-01-29,42.503875732421875
2015-01-30,41.63227462768555
2015-02-02,41.69583511352539
2015-02-03,42.939674377441406
2015-02-04,43.00776290893555
2015-02-05,43.09401321411133
2015-02-06,43.116722106933594
2015-02-09,42.95329284667969
2015-02-10,43.28012466430664
2015-02-11,43.04408264160156
2015-02-12,43.4299430847168
2015-02-13,43.66145706176758
2015-02-17,43.96561813354492
2015-02-18,43.89751052856445
2015-02-19,43.99739074707031
2015-02-20,44.45134735107422
2015-02-23,44.868988037109375
2015-02-24,44.51942443847656
2015-02-25,44.696468353271484
2015-02-26,44.96431350708008
2015-02-27,48.03305435180664
2015-03-02,48.11477279663086
2015-03-03,47.91049575805664
2015-03-04,47.719825744628906
2015-03-05,47.7494010925293
2015-03-06,47.4991569519043
2015-03-09,47.976890563964844
2015-03-10,47.73575210571289
2015-03-11,47.79489517211914
2015-03-12,48.354530334472656
2015-03-13,48.24531173706055
2015-03-16,48.61384582519531
2015-03-17,48.40000915527344
2015-03-18,48.12702560424805
2015-03-19,48.56380081176758
2015-03-20,48.891387939453125
2015-03-23,48.40000915527344
2015-03-24,48.5182991027832
2015-03-25,47.69934844970703
2015-03-26,47.21253204345703
2015-03-27,47.37630844116211
2015-03-30,48.10882568359375
2015-03-31,47.93592834472656
2015-04-01,47.32627487182617
2015-04-02,47.2807731628418
2015-04-06,47.29442596435547
2015-04-07,46.78030014038086
2015-04-08,47.317161560058594
2015-04-09,47.17157745361328
2015-04-10,47.07149124145508
2015-04-13,47.40361404418945
2015-04-14,47.22618865966797
2015-04-15,47.02599334716797
2015-04-16,47.07149124145508
2015-04-17,45.67927932739258
2015-04-20,46.53916549682617
2015-04-21,47.144290924072266
2015-04-22,47.27622985839844
2015-04-23,47.54920196533203
2015-04-24,47.49006652832031
2015-04-27,46.625614166259766
2015-04-28,46.32988739013672
2015-04-29,45.388092041015625
2015-04-30,44.987709045410156
2015-05-01,46.270729064941406
2015-05-04,46.07964324951172
2015-05-05,45.74296951293945
2015-05-06,46.04324722290039
2015-05-07,45.874908447265625
2015-05-08,46.65746307373047
2015-05-11,46.41176986694336
2015-05-12,46.43907928466797
2015-05-13,46.06145095825195
2015-05-14,45.20609664916992
2015-05-15,45.715660095214844
2015-05-18,46.56647491455078
2015-05-19,46.85310745239258
2015-05-20,45.92041015625
2015-05-21,46.20249938964844
2015-05-22,44.14601135253906
2015-05-26,43.48175048828125
2015-05-27,43.927635192871094
2015-05-28,44.105072021484375
2015-05-29,43.982208251953125
2015-06-01,43.913978576660156
2015-06-02,44.123268127441406
2015-06-03,44.669227600097656
2015-06-04,44.52363204956055
2015-06-05,44.512245178222656
2015-06-08,44.503116607666016
2015-06-09,44.46662139892578
2015-06-10,44.61713409423828
2015-06-11,44.63081741333008
2015-06-12,44.26595687866211
2015-06-15,44.411903381347656
2015-06-16,44.849735260009766
2015-06-17,45.086891174316406
2015-06-18,45.75275802612305
2015-06-19,46.035491943359375
2015-06-22,45.88957214355469
2015-06-23,46.09935760498047
2015-06-24,45.67976379394531
2015-06-25,45.415252685546875
2015-06-26,45.85307693481445
2015-06-29,44.284202575683594
2015-06-30,44.33893585205078
2015-07-01,45.0504035949707
2015-07-02,44.97743225097656
2015-07-06,45.488224029541016
2015-07-07,46.12671661376953
2015-07-08,45.76185989379883
2015-07-09,45.898681640625
2015-07-10,46.391239166259766
2015-07-13,47.80504608154297
2015-07-14,47.82328796386719
2015-07-15,47.722957611083984
2015-07-16,48.306732177734375
2015-07-17,47.67734909057617
2015-07-20,48.18813705444336
2015-07-21,48.21551513671875
2015-07-22,48.59861373901367
2015-07-23,48.242881774902344
2015-07-24,48.06045150756836
2015-07-27,47.50404357910156
2015-07-28,47.440189361572266
2015-07-29,48.15166473388672
2015-07-30,48.11518478393555
2015-07-31,48.48915481567383
2015-08-03,48.37057113647461
2015-08-04,48.51652145385742
2015-08-05,49.082035064697266
2015-08-06,48.86312484741211
2015-08-07,48.40705871582031
2015-08-10,49.00907516479492
2015-08-11,49.09115219116211
2015-08-12,48.854007720947266
2015-08-13,48.917869567871094
2015-08-14,48.99995040893555
2015-08-17,49.71141815185547
2015-08-18,51.563045501708984
2015-08-19,50.80598068237305
2015-08-20,50.3955192565918
2015-08-21,45.60679626464844
2015-08-24,44.08354187011719
2015-08-25,43.07106018066406
2015-08-26,44.63081741333008
2015-08-27,45.3149299621582
2015-08-28,45.05952072143555
2015-08-31,44.34805679321289
2015-09-01,43.299076080322266
2015-09-02,44.30312728881836
2015-09-03,44.33055877685547
2015-09-04,44.29396438598633
2015-09-08,45.51013946533203
2015-09-09,45.15351867675781
2015-09-10,45.57414245605469
2015-09-11,45.77531814575195
2015-09-14,45.2266731262207
2015-09-15,45.190101623535156
2015-09-16,45.49185562133789
2015-09-17,46.16851043701172
2015-09-18,44.915775299072266
2015-09-21,45.208377838134766
2015-09-22,44.73289108276367
2015-09-23,44.89748001098633
2015-09-24,44.69631576538086
2015-09-25,44.87919616699219
2015-09-28,43.425289154052734
2015-09-29,43.489295959472656
2015-09-30,44.3214111328125
2015-10-01,43.763614654541016
2015-10-02,44.55915832519531
2015-10-05,44.94320297241211
2015-10-06,43.6081657409668
2015-10-07,44.028785705566406
2015-10-08,44.824337005615234
2015-10-09,44.842613220214844
2015-10-12,46.2050895690918
2015-10-13,45.217525482177734
2015-10-14,44.34883117675781
2015-10-15,45.116943359375
2015-10-16,45.994773864746094
2015-10-19,46.07707214355469
2015-10-20,46.03134536743164
2015-10-21,45.88505172729492
2015-10-22,46.67143630981445
2015-10-23,45.409549713134766
2015-10-26,45.610721588134766
2015-10-27,45.0255012512207
2015-10-28,46.040496826171875
2015-10-29,45.88505172729492
2015-10-30,46.25081253051758
2015-11-02,46.3239631652832
2015-11-03,47.311527252197266
2015-11-04,47.20178985595703
2015-11-05,47.128631591796875
2015-11-06,46.08621597290039
2015-11-09,44.915775299072266
2015-11-10,45.665584564208984
2015-11-11,44.36713409423828
2015-11-12,43.99221420288086
2015-11-13,40.974674224853516
2015-11-16,41.85250473022461
2015-11-17,42.346282958984375
2015-11-18,42.44686508178711
2015-11-19,42.245697021484375
2015-11-20,46.48855209350586
2015-11-23,46.75373458862305
2015-11-24,47.933326721191406
2015-11-25,48.22593307495117
2015-11-27,48.15278244018555
2015-11-30,47.55841064453125
2015-12-01,48.54597854614258
2015-12-02,48.93915939331055
2015-12-03,48.0156135559082
2015-12-04,49.52439498901367
2015-12-07,49.32094955444336
2015-12-08,49.9257926940918
2015-12-09,49.52256774902344
2015-12-10,49.62335968017578
2015-12-11,49.08269500732422
2015-12-14,49.861629486083984
2015-12-15,49.55922317504883
2015-12-16,50.33816146850586
2015-12-17,49.35760498046875
2015-12-18,48.523685455322266
2015-12-21,49.311790466308594
2015-12-22,49.77000427246094
2015-12-23,49.797481536865234
2015-12-24,49.78833770751953
2015-12-28,49.84331130981445
2015-12-29,50.34732437133789
2015-12-30,49.989925384521484
2015-12-31,49.311790466308594
2016-01-04,49.824974060058594
2016-01-05,50.15488815307617
2016-01-06,49.385101318359375
2016-01-07,49.26597213745117
2016-01-08,47.74473571777344
2016-01-11,48.19377899169922
2016-01-12,49.898292541503906
2016-01-13,47.827205657958984
2016-01-14,48.404544830322266
2016-01-15,47.918853759765625
2016-01-19,48.18460464477539
2016-01-20,47.81804275512695
2016-01-21,47.863868713378906
2016-01-22,49.61420822143555
2016-01-25,49.13767623901367
2016-01-26,49.78833770751953
2016-01-27,49.284305572509766
2016-01-28,49.440086364746094
2016-01-29,51.556976318359375
2016-02-01,52.01517868041992
2016-02-02,51.795257568359375
2016-02-03,50.49394226074219
2016-02-04,49.9257926940918
2016-02-05,48.86274337768555
2016-02-08,48.87191390991211
2016-02-09,49.97160720825195
2016-02-10,49.339290618896484
2016-02-11,48.16627502441406
2016-02-12,49.256805419921875
2016-02-16,50.402305603027344
2016-02-17,50.466453552246094
2016-02-18,50.23735809326172
2016-02-19,50.118228912353516
2016-02-22,50.79636001586914
2016-02-23,50.72305679321289
2016-02-24,51.54782485961914
2016-02-25,51.813568115234375
2016-02-26,51.58447265625
2016-02-29,50.383975982666016
2016-03-01,51.52948760986328
2016-03-02,52.91325378417969
2016-03-03,53.014060974121094
2016-03-04,52.620018005371094
2016-03-07,52.72081756591797
2016-03-08,52.58334732055664
2016-03-09,51.850223541259766
2016-03-10,52.552955627441406
2016-03-11,53.241905212402344
2016-03-14,53.43480682373047
2016-03-15,53.398067474365234
2016-03-16,53.36132049560547
2016-03-17,53.76549530029297
2016-03-18,54.47283172607422
2016-03-21,53.673648834228516
2016-03-22,53.38887023925781
2016-03-23,53.44399642944336
2016-03-24,52.73667907714844
2016-03-28,52.90202331542969
2016-03-29,53.36132049560547
2016-03-30,53.59096908569336
2016-03-31,53.18679428100586
2016-04-01,53.86654281616211
2016-04-04,53.875736236572266
2016-04-05,53.18679428100586
2016-04-06,53.728755950927734
2016-04-07,52.0844841003418
2016-04-08,51.928306579589844
2016-04-11,51.48738479614258
2016-04-12,51.818077087402344
2016-04-13,52.31412124633789
2016-04-14,52.341670989990234
2016-04-15,52.31412124633789
2016-04-18,53.06736373901367
2016-04-19,52.84690475463867
2016-04-20,52.718299865722656
2016-04-21,52.58970260620117
2016-04-22,52.056907653808594
2016-04-25,52.36006164550781
2016-04-26,52.91122055053711
2016-04-27,53.4715461730957
2016-04-28,52.764225006103516
2016-04-29,52.157958984375
2016-05-02,52.90202331542969
2016-05-03,52.635623931884766
2016-05-04,52.94795608520508
2016-05-05,51.873199462890625
2016-05-06,52.424354553222656
2016-05-09,53.42560958862305
2016-05-10,52.87446975708008
2016-05-11,50.00844192504883
2016-05-12,50.605525970458984
2016-05-13,49.89821243286133
2016-05-16,51.20262145996094
2016-05-17,50.08193588256836
2016-05-18,49.8890380859375
2016-05-19,51.00053024291992
2016-05-20,48.21717834472656
2016-05-23,48.13449478149414
2016-05-24,49.016361236572266
2016-05-25,49.06229019165039
2016-05-26,49.494022369384766
2016-05-27,49.53077697753906
2016-05-31,49.05310821533203
2016-06-01,48.96122741699219
2016-06-02,49.31949234008789
2016-06-03,48.891265869140625
2016-06-06,48.20059585571289
2016-06-07,48.97417068481445
2016-06-08,49.22280502319336
2016-06-09,49.93190383911133
2016-06-10,49.38856506347656
2016-06-13,49.305686950683594
2016-06-14,49.62799835205078
2016-06-15,50.02399444580078
2016-06-16,50.12529373168945
2016-06-17,49.959529876708984
2016-06-20,49.91347885131836
2016-06-21,50.51206588745117
2016-06-22,50.12529373168945
2016-06-23,49.79376983642578
2016-06-24,50.1160888671875
2016-06-27,50.41999053955078
2016-06-28,50.96333312988281
2016-06-29,51.35930633544922
2016-06-30,52.20655059814453
2016-07-01,51.89344024658203
2016-07-05,51.902652740478516
2016-07-06,52.29865264892578
2016-07-07,52.08684158325195
2016-07-08,53.587928771972656
2016-07-11,53.46820068359375
2016-07-12,53.320858001708984
2016-07-13,53.44979476928711
2016-07-14,53.431373596191406
2016-07-15,53.587928771972656
2016-07-18,54.287818908691406
2016-07-19,54.527259826660156
2016-07-20,54.6285514831543
2016-07-21,54.53647994995117
2016-07-22,55.22714614868164
2016-07-25,56.29541015625
2016-07-26,57.07817459106445
2016-07-27,56.534854888916016
2016-07-28,56.479591369628906
2016-07-29,56.94005584716797
2016-08-01,56.709815979003906
2016-08-02,55.8809928894043
2016-08-03,56.47038269042969
2016-08-04,56.62693405151367
2016-08-05,56.95846939086914
2016-08-08,56.64535903930664
2016-08-09,55.99150848388672
2016-08-10,56.23094940185547
2016-08-11,57.05976867675781
2016-08-12,58.12801742553711
2016-08-15,58.22010803222656
2016-08-16,56.97687911987305
2016-08-17,57.372886657714844
2016-08-18,57.907012939453125
2016-08-19,59.91460418701172
2016-08-22,59.35282897949219
2016-08-23,59.21470260620117
2016-08-24,58.81869888305664
2016-08-25,58.39509582519531
2016-08-26,58.25695037841797
2016-08-29,58.118812561035156
2016-08-30,57.372886657714844
2016-08-31,57.442100524902344
2016-09-01,57.57130813598633
2016-09-02,57.894325256347656
2016-09-06,57.91278076171875
2016-09-07,58.014312744140625
2016-09-08,57.88510513305664
2016-09-09,56.09465026855469
2016-09-12,56.95295333862305
2016-09-13,56.45457077026367
2016-09-14,56.57455062866211
2016-09-15,57.17444610595703
2016-09-16,57.15599822998047
2016-09-19,57.70973587036133
2016-09-20,58.06045150756836
2016-09-21,58.466529846191406
2016-09-22,59.0479736328125
2016-09-23,59.3063850402832
2016-09-26,58.84492111206055
2016-09-27,59.42636489868164
2016-09-28,58.54035949707031
2016-09-29,58.466529846191406
2016-09-30,59.343299865722656
2016-10-03,59.27869415283203
2016-10-04,59.3063850402832
2016-10-05,59.509422302246094
2016-10-06,59.407901763916016
2016-10-07,59.324832916259766
2016-10-10,59.250999450683594
2016-10-11,58.835697174072266
2016-10-12,59.897037506103516
2016-10-13,59.81398010253906
2016-10-14,59.6755485534668
2016-10-17,59.42636489868164
2016-10-18,58.65110778808594
2016-10-19,58.47575378417969
2016-10-20,58.52190399169922
2016-10-21,58.512672424316406
2016-10-24,58.50343322753906
2016-10-25,58.263492584228516
2016-10-26,58.60496520996094
2016-10-27,57.50669479370117
2016-10-28,57.47901916503906
2016-10-31,57.718971252441406
2016-11-01,57.32212448120117
2016-11-02,57.32212448120117
2016-11-03,56.556095123291016
2016-11-04,56.66684341430664
2016-11-07,57.765113830566406
2016-11-08,58.00507354736328
2016-11-09,58.014312744140625
2016-11-10,58.36501693725586
2016-11-11,58.73417282104492
2016-11-14,58.69725036621094
2016-11-15,58.226566314697266
2016-11-16,58.93721008300781
2016-11-17,60.47848129272461
2016-11-18,62.758079528808594
2016-11-21,62.693458557128906
2016-11-22,63.625606536865234
2016-11-23,63.911720275878906
2016-11-25,63.7179069519043
2016-11-28,63.0903205871582
2016-11-29,63.28413391113281
2016-11-30,62.37968063354492
2016-12-01,62.18587875366211
2016-12-02,62.16740036010742
2016-12-05,62.09805679321289
2016-12-06,62.19976043701172
2016-12-07,63.124534606933594
2016-12-08,62.60663986206055
2016-12-09,62.532711029052734
2016-12-12,62.31999969482422
2016-12-13,63.133766174316406
2016-12-14,62.36624526977539
2016-12-15,62.20903015136719
2016-12-16,64.29898071289062
2016-12-19,63.26325988769531
2016-12-20,63.28175354003906
2016-12-21,62.884117126464844
2016-12-22,62.06106948852539
2016-12-23,62.06106948852539
2016-12-27,62.09805679321289
2016-12-28,61.515445709228516
2016-12-29,61.376731872558594
2016-12-30,60.6646614074707
2017-01-03,60.67392349243164
2017-01-04,61.54319381713867
2017-01-05,60.747886657714844
2017-01-06,60.396488189697266
2017-01-09,60.52595901489258
2017-01-10,61.74663543701172
2017-01-11,61.54319381713867
2017-01-12,61.58017349243164
2017-01-13,61.894588470458984
2017-01-17,62.070308685302734
2017-01-18,61.86686706542969
2017-01-19,60.997562408447266
2017-01-20,61.034568786621094
2017-01-23,60.21152877807617
2017-01-24,61.13629150390625
2017-01-25,60.997562408447266
2017-01-26,60.636924743652344
2017-01-27,60.414981842041016
2017-01-30,60.470462799072266
2017-01-31,61.13629150390625
2017-02-01,60.9235954284668
2017-02-02,60.70165252685547
2017-02-03,60.997562408447266
2017-02-06,61.34899139404297
2017-02-07,61.367488861083984
2017-02-08,62.57892608642578
2017-02-09,63.041316986083984
2017-02-10,63.61466979980469
2017-02-13,62.93034362792969
2017-02-14,63.53145217895508
2017-02-15,63.7348747253418
2017-02-16,63.124534606933594
2017-02-17,63.39271545410156
2017-02-21,63.63316345214844
2017-02-22,63.84587097167969
2017-02-23,62.551185607910156
2017-02-24,63.818115234375
2017-02-27,63.94758224487305
2017-02-28,63.42045974731445
2017-03-01,61.77438735961914
2017-03-02,62.70840835571289
2017-03-03,62.02406692504883
2017-03-06,62.32924270629883
2017-03-07,61.839111328125
2017-03-08,61.839111328125
2017-03-09,61.783504486083984
2017-03-10,62.07085037231445
2017-03-13,62.06158447265625
2017-03-14,62.36749267578125
2017-03-15,62.608516693115234
2017-03-16,62.395301818847656
2017-03-17,62.71046829223633
2017-03-20,61.60736083984375
2017-03-21,60.96773147583008
2017-03-22,61.505393981933594
2017-03-23,60.96773147583008
2017-03-24,61.29219436645508
2017-03-27,60.56914520263672
2017-03-28,60.96773147583008
2017-03-29,61.236568450927734
2017-03-30,61.746429443359375
2017-03-31,61.06047058105469
2017-04-03,60.42082977294922
2017-04-04,59.01181411743164
2017-04-05,57.964317321777344
2017-04-06,58.8171501159668
2017-04-07,58.483428955078125
2017-04-10,58.86349868774414
2017-04-11,59.243560791015625
2017-04-12,59.07670211791992
2017-04-13,58.58540344238281
2017-04-17,58.65956497192383
2017-04-18,58.780067443847656
2017-04-19,59.07670211791992
2017-04-20,59.93879699707031
2017-04-21,60.161285400390625
2017-04-24,60.309593200683594
2017-04-25,60.02222442626953
2017-04-26,60.300323486328125
2017-04-27,60.754547119140625
2017-04-28,60.25396728515625
2017-05-01,59.40114212036133
2017-05-02,59.994422912597656
2017-05-03,60.383750915527344
2017-05-04,59.85536193847656
2017-05-05,59.97587585449219
2017-05-08,59.910987854003906
2017-05-09,60.457908630371094
2017-05-10,61.227317810058594
2017-05-11,60.46717834472656
2017-05-12,58.85423278808594
2017-05-15,57.79746627807617
2017-05-16,57.0095329284668
2017-05-17,57.02806854248047
2017-05-18,56.610939025878906
2017-05-19,57.65841293334961
2017-05-22,57.89017105102539
2017-05-23,57.4915657043457
2017-05-24,57.42667007446289
2017-05-25,58.400001525878906
2017-05-26,58.88203048706055
2017-05-30,58.798614501953125
2017-05-31,59.25282669067383
2017-06-01,59.03035354614258
2017-06-02,59.23481369018555
2017-06-05,58.844486236572266
2017-06-06,57.46910095214844
2017-06-07,57.72001266479492
2017-06-08,56.98585510253906
2017-06-09,57.58061981201172
2017-06-12,57.48768615722656
2017-06-13,57.70142364501953
2017-06-14,56.781394958496094
2017-06-15,56.604820251464844
2017-06-16,55.83350372314453
2017-06-19,56.36321258544922
2017-06-20,53.64030075073242
2017-06-21,52.878265380859375
2017-06-22,52.013999938964844
2017-06-23,52.311378479003906
2017-06-26,52.6923942565918
2017-06-27,52.5344123840332
2017-06-28,53.696067810058594
2017-06-29,53.24999237060547
2017-06-30,53.64960479736328
2017-07-03,54.114261627197266
2017-07-05,53.3336296081543
2017-07-06,52.30209732055664
2017-07-07,52.17197799682617
2017-07-10,50.92668914794922
2017-07-11,50.49920654296875
2017-07-12,50.304046630859375
2017-07-13,50.57353591918945
2017-07-14,50.889522552490234
2017-07-17,50.86164855957031
2017-07-18,50.48991775512695
2017-07-19,50.57353591918945
2017-07-20,50.787296295166016
2017-07-21,50.47132110595703
2017-07-24,49.3189697265625
2017-07-25,50.211116790771484
2017-07-26,50.14606475830078
2017-07-27,51.22406768798828
2017-07-28,50.99174499511719
2017-07-31,51.40993118286133
2017-08-01,51.67014694213867
2017-08-02,51.716609954833984
2017-08-03,50.99174499511719
2017-08-04,51.911766052246094
2017-08-07,51.484283447265625
2017-08-08,51.967533111572266
2017-08-09,52.079044342041016
2017-08-10,50.92668914794922
2017-08-11,51.632972717285156
2017-08-14,50.89881134033203
2017-08-15,49.28179931640625
2017-08-16,50.52708435058594
2017-08-17,49.56058883666992
2017-08-18,54.848419189453125
2017-08-21,54.420936584472656
2017-08-22,55.006412506103516
2017-08-23,54.755489349365234
2017-08-24,54.207191467285156
2017-08-25,55.18296813964844
2017-08-28,54.848419189453125
2017-08-29,54.54173278808594
2017-08-30,54.30012512207031
2017-08-31,54.31870651245117
2017-09-01,54.755489349365234
2017-09-05,54.82054901123047
2017-09-06,55.118736267089844
2017-09-07,54.55962371826172
2017-09-08,54.53166198730469
2017-09-11,55.23054504394531
2017-09-12,56.535133361816406
2017-09-13,57.224700927734375
2017-09-14,56.46990203857422
