,ELV
2014-09-25,104.96409606933594
2014-09-26,105.05976104736328
2014-09-29,105.50331115722656
2014-09-30,104.03353118896484
2014-10-01,102.75505065917969
2014-10-02,103.0159683227539
2014-10-03,106.16429901123047
2014-10-06,103.55517578125
2014-10-07,102.20716094970703
2014-10-08,104.23353576660156
2014-10-09,103.43340301513672
2014-10-10,101.71141052246094
2014-10-13,99.50237274169922
2014-10-14,98.45001983642578
2014-10-15,96.58885192871094
2014-10-16,97.33683776855469
2014-10-17,100.00680541992188
2014-10-20,101.08525085449219
2014-10-21,104.73796844482422
2014-10-22,103.38125610351562
2014-10-23,104.16395568847656
2014-10-24,104.54662322998047
2014-10-27,104.6596908569336
2014-10-28,104.36400604248047
2014-10-29,106.27733612060547
2014-10-30,107.22531127929688
2014-10-31,110.18230438232422
2014-11-03,109.8517837524414
2014-11-04,110.30406188964844
2014-11-05,110.47799682617188
2014-11-06,111.14765167236328
2014-11-07,107.97323608398438
2014-11-10,109.14735412597656
2014-11-11,110.12142181396484
2014-11-12,110.13878631591797
2014-11-13,110.13011169433594
2014-11-14,109.02558898925781
2014-11-17,110.68670654296875
2014-11-18,112.22606658935547
2014-11-19,109.4256362915039
2014-11-20,109.79961395263672
2014-11-21,109.48653411865234
2014-11-24,109.7039566040039
2014-11-25,110.58234405517578
2014-11-26,110.36492156982422
2014-11-28,111.24331665039062
2014-12-01,111.12157440185547
2014-12-02,111.93907165527344
2014-12-03,112.71400451660156
2014-12-04,111.3875503540039
2014-12-05,111.6231689453125
2014-12-08,110.25308227539062
2014-12-09,110.53234100341797
2014-12-10,107.94051361083984
2014-12-11,109.4327621459961
2014-12-12,107.032958984375
2014-12-15,106.65767669677734
2014-12-16,105.87227630615234
2014-12-17,107.95799255371094
2014-12-18,111.44865417480469
2014-12-19,111.65805053710938
2014-12-22,112.11186981201172
2014-12-23,110.7767105102539
2014-12-24,110.76798248291016
2014-12-26,110.2705307006836
2014-12-29,110.89012145996094
2014-12-30,111.88497924804688
2014-12-31,109.66839599609375
2015-01-02,109.48515319824219
2015-01-05,107.56529235839844
2015-01-06,109.03134155273438
2015-01-07,109.5724105834961
2015-01-08,114.7996597290039
2015-01-09,113.27252960205078
2015-01-12,112.42604064941406
2015-01-13,113.69141387939453
2015-01-14,115.02659606933594
2015-01-15,117.01624298095703
2015-01-16,118.69182586669922
2015-01-20,119.6692123413086
2015-01-21,121.89451599121094
2015-01-22,124.66959381103516
2015-01-23,122.84569549560547
2015-01-26,121.03927612304688
2015-01-27,120.2364273071289
2015-01-28,116.57119750976562
2015-01-29,119.64300537109375
2015-01-30,117.77549743652344
2015-02-02,118.24674987792969
2015-02-03,119.52082824707031
2015-02-04,120.12293243408203
2015-02-05,119.75645446777344
2015-02-06,118.41256713867188
2015-02-09,117.7057113647461
2015-02-10,121.07422637939453
2015-02-11,123.4740219116211
2015-02-12,123.91908264160156
2015-02-13,123.09004211425781
2015-02-17,123.70962524414062
2015-02-18,123.77947998046875
2015-02-19,124.48628234863281
2015-02-20,126.17929077148438
2015-02-23,128.58786010742188
2015-02-24,128.52679443359375
2015-02-25,128.25625610351562
2015-02-26,128.03807067871094
2015-02-27,127.80245208740234
2015-03-02,128.2213592529297
2015-03-03,127.40106964111328
2015-03-04,127.88971710205078
2015-03-05,128.1515655517578
2015-03-06,127.21817779541016
2015-03-09,128.6116943359375
2015-03-10,126.44693756103516
2015-03-11,126.53459167480469
2015-03-12,129.23390197753906
2015-03-13,131.46871948242188
2015-03-16,134.3082275390625
2015-03-17,134.3520965576172
2015-03-18,137.9365692138672
2015-03-19,137.87521362304688
2015-03-20,138.80416870117188
2015-03-23,138.0943145751953
2015-03-24,138.12062072753906
2015-03-25,135.33364868164062
2015-03-26,133.93141174316406
2015-03-27,136.95497131347656
2015-03-30,137.4633331298828
2015-03-31,135.32492065429688
2015-04-01,134.95675659179688
2015-04-02,134.92169189453125
2015-04-06,136.21884155273438
2015-04-07,136.00851440429688
2015-04-08,135.52651977539062
2015-04-09,134.51858520507812
2015-04-10,134.8954620361328
2015-04-13,134.53610229492188
2015-04-14,135.1846466064453
2015-04-15,132.59922790527344
2015-04-16,135.78057861328125
2015-04-17,133.6334228515625
2015-04-20,133.97525024414062
2015-04-21,133.98399353027344
2015-04-22,133.94895935058594
2015-04-23,135.14080810546875
2015-04-24,135.2109375
2015-04-27,132.3538818359375
2015-04-28,135.15834045410156
2015-04-29,132.39767456054688
2015-04-30,132.27499389648438
2015-05-01,134.29071044921875
2015-05-04,136.57814025878906
2015-05-05,135.14080810546875
2015-05-06,140.09251403808594
2015-05-07,136.5430450439453
2015-05-08,138.8217010498047
2015-05-11,139.18104553222656
2015-05-12,138.883056640625
2015-05-13,139.1635284423828
2015-05-14,140.2239532470703
2015-05-15,141.4246063232422
2015-05-18,143.0722198486328
2015-05-19,144.11514282226562
2015-05-20,143.35269165039062
2015-05-21,144.27288818359375
2015-05-22,143.8960723876953
2015-05-26,142.27476501464844
2015-05-27,143.18618774414062
2015-05-28,143.92234802246094
2015-05-29,147.10366821289062
2015-06-01,147.29653930664062
2015-06-02,143.8522186279297
2015-06-03,143.51919555664062
2015-06-04,141.49468994140625
2015-06-05,142.69544982910156
2015-06-08,142.42706298828125
2015-06-09,143.04295349121094
2015-06-10,144.60890197753906
2015-06-11,144.25697326660156
2015-06-12,141.3889617919922
2015-06-15,144.6881103515625
2015-06-16,146.79074096679688
2015-06-17,145.303955078125
2015-06-18,145.37428283691406
2015-06-19,145.21595764160156
2015-06-22,150.47706604003906
2015-06-23,149.56202697753906
2015-06-24,147.77610778808594
2015-06-25,149.8611602783203
2015-06-26,144.8816375732422
2015-06-29,143.45639038085938
2015-06-30,144.40652465820312
2015-07-01,145.35671997070312
2015-07-02,143.5267791748047
2015-07-06,142.17196655273438
2015-07-07,141.05459594726562
2015-07-08,140.22763061523438
2015-07-09,139.5149688720703
2015-07-10,140.5267333984375
2015-07-13,137.64108276367188
2015-07-14,140.73782348632812
2015-07-15,140.412353515625
2015-07-16,138.65284729003906
2015-07-17,139.52381896972656
2015-07-20,137.76426696777344
2015-07-21,137.0516357421875
2015-07-22,136.45338439941406
2015-07-23,136.55015563964844
2015-07-24,132.72311401367188
2015-07-27,133.28616333007812
2015-07-28,135.66159057617188
2015-07-29,136.60292053222656
2015-07-30,136.2686309814453
2015-07-31,135.7231903076172
2015-08-03,134.41229248046875
2015-08-04,134.16598510742188
2015-08-05,136.3214111328125
2015-08-06,134.1132049560547
2015-08-07,134.28030395507812
2015-08-10,134.01638793945312
2015-08-11,134.09561157226562
2015-08-12,131.500244140625
2015-08-13,131.69378662109375
2015-08-14,131.3507080078125
2015-08-17,133.6380615234375
2015-08-18,134.8697967529297
2015-08-19,133.6820831298828
2015-08-20,130.08383178710938
2015-08-21,128.99282836914062
2015-08-24,123.76701354980469
2015-08-25,121.5323715209961
2015-08-26,125.06907653808594
2015-08-27,125.06907653808594
2015-08-28,123.66146850585938
2015-08-31,124.0925064086914
2015-09-01,121.4619369506836
2015-09-02,123.58222198486328
2015-09-03,125.76409149169922
2015-09-04,124.97234344482422
2015-09-08,129.39503479003906
2015-09-09,128.66163635253906
2015-09-10,127.1947250366211
2015-09-11,129.97824096679688
2015-09-14,128.90017700195312
2015-09-15,130.9944610595703
2015-09-16,133.56594848632812
2015-09-17,132.78829956054688
2015-09-18,129.77500915527344
2015-09-21,132.1697235107422
2015-09-22,131.36566162109375
2015-09-23,131.91343688964844
2015-09-24,129.95175170898438
2015-09-25,125.4009017944336
2015-09-28,120.45236206054688
2015-09-29,121.69832611083984
2015-09-30,123.71309661865234
2015-10-01,122.77639770507812
2015-10-02,125.34783935546875
2015-10-05,126.23152923583984
2015-10-06,123.23589324951172
2015-10-07,123.19173431396484
2015-10-08,121.35366821289062
2015-10-09,124.14610290527344
2015-10-12,127.12398529052734
2015-10-13,129.4833984375
2015-10-14,126.67338562011719
2015-10-15,128.3345947265625
2015-10-16,129.9429168701172
2015-10-19,131.4981231689453
2015-10-20,130.9944610595703
2015-10-21,126.17845916748047
2015-10-22,123.19173431396484
2015-10-23,124.55255126953125
2015-10-26,125.25061798095703
2015-10-27,127.85740661621094
2015-10-28,125.3036880493164
2015-10-29,124.89716339111328
2015-10-30,122.96196746826172
2015-11-02,123.58934783935547
2015-11-03,121.10624694824219
2015-11-04,119.59518432617188
2015-11-05,120.2137222290039
2015-11-06,118.3934097290039
2015-11-09,118.20784759521484
2015-11-10,119.53333282470703
2015-11-11,118.57898712158203
2015-11-12,117.90737915039062
2015-11-13,117.12975311279297
2015-11-16,119.34776306152344
2015-11-17,120.39932250976562
2015-11-18,121.32718658447266
2015-11-19,112.98538208007812
2015-11-20,116.01634216308594
2015-11-23,115.87496948242188
2015-11-24,116.31683349609375
2015-11-25,115.7601089477539
2015-11-27,115.9544906616211
2015-11-30,115.21221923828125
2015-12-01,120.0193862915039
2015-12-02,117.99970245361328
2015-12-03,114.9014892578125
2015-12-04,117.84880065917969
2015-12-07,117.87541198730469
2015-12-08,116.82788848876953
2015-12-09,117.59132385253906
2015-12-10,119.70421600341797
2015-12-11,120.53868865966797
2015-12-14,120.31676483154297
2015-12-15,119.86399841308594
2015-12-16,122.31417846679688
2015-12-17,123.40611267089844
2015-12-18,122.28755187988281
2015-12-21,123.86774444580078
2015-12-22,124.45365905761719
2015-12-23,124.73771667480469
2015-12-24,124.78216552734375
2015-12-28,124.31159973144531
2015-12-29,125.92733764648438
2015-12-30,125.1372299194336
2015-12-31,123.7878189086914
2016-01-04,123.58366394042969
2016-01-05,125.38578796386719
2016-01-06,122.32304382324219
2016-01-07,120.22797393798828
2016-01-08,117.29838562011719
2016-01-11,113.95159149169922
2016-01-12,120.37886047363281
2016-01-13,119.08275604248047
2016-01-14,122.5982894897461
2016-01-15,119.83731842041016
2016-01-19,121.48859405517578
2016-01-20,122.05675506591797
2016-01-21,123.20191192626953
2016-01-22,125.52784729003906
2016-01-25,123.10426330566406
2016-01-26,122.29641723632812
2016-01-27,116.49942779541016
2016-01-28,112.22935485839844
2016-01-29,115.84248352050781
2016-02-01,115.1589126586914
2016-02-02,112.75311279296875
2016-02-03,112.59333801269531
2016-02-04,112.42464447021484
2016-02-05,109.53058624267578
2016-02-08,104.06202697753906
2016-02-09,106.37020111083984
2016-02-10,107.83500671386719
2016-02-11,106.5122299194336
2016-02-12,107.90601348876953
2016-02-16,110.81782531738281
2016-02-17,113.24137115478516
2016-02-18,113.64973449707031
2016-02-19,112.94842529296875
2016-02-22,117.33392333984375
2016-02-23,116.53489685058594
2016-02-24,116.07331085205078
2016-02-25,117.38717651367188
2016-02-26,117.62686920166016
2016-02-29,116.0200424194336
2016-03-01,117.00543975830078
2016-03-02,119.03837585449219
2016-03-03,118.04410552978516
2016-03-04,117.49370574951172
2016-03-07,118.24827575683594
2016-03-08,118.18587493896484
2016-03-09,120.02356719970703
2016-03-10,122.94075012207031
2016-03-11,127.65994262695312
2016-03-14,128.6145477294922
2016-03-15,126.9552230834961
2016-03-16,128.02572631835938
2016-03-17,125.2066879272461
2016-03-18,127.28531646728516
2016-03-21,124.89445495605469
2016-03-22,125.67060852050781
2016-03-23,124.44840240478516
2016-03-24,124.86771392822266
2016-03-28,124.50193786621094
2016-03-29,125.14424133300781
2016-03-30,124.86771392822266
2016-03-31,123.99341583251953
2016-04-01,126.54484558105469
2016-04-04,131.37110900878906
2016-04-05,127.8741226196289
2016-04-06,129.23898315429688
2016-04-07,127.94547271728516
2016-04-08,128.23095703125
2016-04-11,125.69735717773438
2016-04-12,127.45477294921875
2016-04-13,128.06143188476562
2016-04-14,127.75813293457031
2016-04-15,127.4905014038086
2016-04-18,127.2049789428711
2016-04-19,128.81976318359375
2016-04-20,129.81887817382812
2016-04-21,130.16677856445312
2016-04-22,131.6030731201172
2016-04-25,130.32736206054688
2016-04-26,131.20166015625
2016-04-27,129.14085388183594
2016-04-28,128.46292114257812
2016-04-29,125.58139038085938
2016-05-02,125.32267761230469
2016-05-03,126.16127014160156
2016-05-04,123.76151275634766
2016-05-05,122.28058624267578
2016-05-06,122.44115447998047
2016-05-09,123.50276184082031
2016-05-10,125.03721618652344
2016-05-11,124.51087951660156
2016-05-12,121.39739990234375
2016-05-13,120.8889389038086
2016-05-16,122.42334747314453
2016-05-17,121.51339721679688
2016-05-18,121.39739990234375
2016-05-19,119.3544921875
2016-05-20,121.08517456054688
2016-05-23,118.81031799316406
2016-05-24,114.6174087524414
2016-05-25,116.82984924316406
2016-05-26,115.62551879882812
2016-05-27,116.59789276123047
2016-05-31,117.90038299560547
2016-06-01,118.21263885498047
2016-06-02,118.90843200683594
2016-06-03,117.61490631103516
2016-06-06,118.150146484375
2016-06-07,118.56942749023438
2016-06-08,120.30862426757812
2016-06-09,119.90522003173828
2016-06-10,117.90605163574219
2016-06-13,117.15298461914062
2016-06-14,117.00957489013672
2016-06-15,117.09025573730469
2016-06-16,118.5873794555664
2016-06-17,118.64114379882812
2016-06-20,118.98181915283203
2016-06-21,117.84329223632812
2016-06-22,115.39588165283203
2016-06-23,115.35104370117188
2016-06-24,113.29808044433594
2016-06-27,111.92646026611328
2016-06-28,113.89874267578125
2016-06-29,117.87016296386719
2016-06-30,117.74468231201172
2016-07-01,118.04052734375
2016-07-05,117.2964096069336
2016-07-06,118.4439468383789
2016-07-07,116.04135131835938
2016-07-08,118.47083282470703
2016-07-11,117.94188690185547
2016-07-12,118.22879791259766
2016-07-13,119.89623260498047
2016-07-14,120.04865264892578
2016-07-15,120.40721893310547
2016-07-18,121.02582550048828
2016-07-19,118.39014434814453
2016-07-20,121.44715881347656
2016-07-21,124.61176300048828
2016-07-22,128.1439208984375
2016-07-25,125.49029541015625
2016-07-26,123.34770202636719
2016-07-27,120.00382995605469
2016-07-28,119.14319610595703
2016-07-29,117.74468231201172
2016-08-01,114.40078735351562
2016-08-02,112.56297302246094
2016-08-03,114.63387298583984
2016-08-04,113.69254302978516
2016-08-05,114.62492370605469
2016-08-08,114.51732635498047
2016-08-09,115.15382385253906
2016-08-10,114.88488006591797
2016-08-11,114.92970275878906
2016-08-12,116.71371459960938
2016-08-15,115.9068603515625
2016-08-16,115.94274139404297
2016-08-17,116.13101959228516
2016-08-18,116.03240203857422
2016-08-19,116.11308288574219
2016-08-22,116.2923812866211
2016-08-23,115.75448608398438
2016-08-24,114.40078735351562
2016-08-25,113.9525375366211
2016-08-26,112.00714874267578
2016-08-29,111.32581329345703
2016-08-30,112.4374771118164
2016-08-31,112.13265228271484
2016-09-01,110.59070587158203
2016-09-02,111.3796157836914
2016-09-06,111.4244155883789
2016-09-07,113.41609191894531
2016-09-08,115.05626678466797
2016-09-09,114.35332489013672
2016-09-12,115.87638092041016
2016-09-13,112.2625503540039
2016-09-14,111.1090087890625
2016-09-15,112.0552749633789
2016-09-16,113.11869049072266
2016-09-19,113.83964538574219
2016-09-20,113.33499908447266
2016-09-21,115.88539123535156
2016-09-22,115.73218536376953
2016-09-23,114.05593872070312
2016-09-26,112.72217559814453
2016-09-27,113.82164001464844
2016-09-28,114.78590393066406
2016-09-29,112.58698272705078
2016-09-30,112.9294204711914
2016-10-03,110.757568359375
2016-10-04,110.34300231933594
2016-10-05,110.00956726074219
2016-10-06,110.26188659667969
2016-10-07,109.8563461303711
2016-10-10,112.4698257446289
2016-10-11,109.8563461303711
2016-10-12,108.91008758544922
2016-10-13,109.04525756835938
2016-10-14,109.12638854980469
2016-10-17,106.59400939941406
2016-10-18,110.98287200927734
2016-10-19,111.59565734863281
2016-10-20,111.7759017944336
2016-10-21,111.29827880859375
2016-10-24,112.19046020507812
2016-10-25,112.19949340820312
2016-10-26,111.90206909179688
2016-10-27,111.28926849365234
2016-10-28,109.60404205322266
2016-10-31,109.82029724121094
2016-11-01,105.81897735595703
2016-11-02,110.8386459350586
2016-11-03,108.17108154296875
2016-11-04,107.50420379638672
2016-11-07,111.28926849365234
2016-11-08,114.30828857421875
2016-11-09,116.02960205078125
2016-11-10,120.63470458984375
2016-11-11,120.47248840332031
2016-11-14,124.90636444091797
2016-11-15,124.74417877197266
2016-11-16,124.71714782714844
2016-11-17,124.25756072998047
2016-11-18,121.97752380371094
2016-11-21,123.78890991210938
2016-11-22,127.34866333007812
2016-11-23,129.43038940429688
2016-11-25,130.4397735595703
2016-11-28,129.08799743652344
2016-11-29,130.92645263671875
2016-11-30,128.44815063476562
2016-12-01,131.4266357421875
2016-12-02,131.36329650878906
2016-12-05,130.44888305664062
2016-12-06,129.95999145507812
2016-12-07,131.4538116455078
2016-12-08,132.73033142089844
2016-12-09,132.0694122314453
2016-12-12,131.98797607421875
2016-12-13,132.70315551757812
2016-12-14,130.99215698242188
2016-12-15,130.0686492919922
2016-12-16,131.68922424316406
2016-12-19,131.1641082763672
2016-12-20,133.68087768554688
2016-12-21,131.25462341308594
2016-12-22,130.89248657226562
2016-12-23,132.19619750976562
2016-12-27,131.8883819580078
2016-12-28,130.60279846191406
2016-12-29,131.0554656982422
2016-12-30,130.15919494628906
2017-01-03,129.6793670654297
2017-01-04,129.5073699951172
2017-01-05,130.88343811035156
2017-01-06,130.6842498779297
2017-01-09,129.27194213867188
2017-01-10,132.4858856201172
2017-01-11,132.02415466308594
2017-01-12,134.1607208251953
2017-01-13,134.46861267089844
2017-01-17,132.8570556640625
2017-01-18,133.2826385498047
2017-01-19,134.08831787109375
2017-01-20,136.3697509765625
2017-01-23,135.9442596435547
2017-01-24,136.00758361816406
2017-01-25,139.15818786621094
2017-01-26,137.97216796875
2017-01-27,138.8322296142578
2017-01-30,139.58367919921875
2017-01-31,139.54750061035156
2017-02-01,145.56787109375
2017-02-02,142.7342529296875
2017-02-03,144.019775390625
2017-02-06,141.96469116210938
2017-02-07,143.57618713378906
2017-02-08,143.58517456054688
2017-02-09,146.3736114501953
2017-02-10,146.9530487060547
2017-02-13,148.0394744873047
2017-02-14,147.85836791992188
2017-02-15,147.28802490234375
2017-02-16,148.2657470703125
2017-02-17,145.07904052734375
2017-02-21,148.6731719970703
2017-02-22,147.8131103515625
2017-02-23,148.4015655517578
2017-02-24,148.3201141357422
2017-02-27,149.2978515625
2017-02-28,149.2163543701172
2017-03-01,151.162841796875
2017-03-02,150.2574920654297
2017-03-03,150.2846221923828
2017-03-06,150.13978576660156
2017-03-07,150.29371643066406
2017-03-08,150.5572967529297
2017-03-09,151.0389862060547
2017-03-10,151.24803161621094
2017-03-13,152.00247192382812
2017-03-14,150.13011169433594
2017-03-15,153.7838134765625
2017-03-16,153.07485961914062
2017-03-17,152.93858337402344
2017-03-20,152.320556640625
2017-03-21,151.7752227783203
2017-03-22,151.27532958984375
2017-03-23,150.31187438964844
2017-03-24,147.92149353027344
2017-03-27,147.41253662109375
2017-03-28,149.6029510498047
2017-03-29,149.94833374023438
2017-03-30,151.85699462890625
2017-03-31,150.31187438964844
2017-04-03,151.3207550048828
2017-04-04,150.60275268554688
2017-04-05,149.7393035888672
2017-04-06,150.80270385742188
2017-04-07,151.1116943359375
2017-04-10,152.18417358398438
2017-04-11,152.1750946044922
2017-04-12,151.26622009277344
2017-04-13,149.95742797851562
2017-04-17,151.7297821044922
2017-04-18,151.2117156982422
2017-04-19,151.59341430664062
2017-04-20,152.7567901611328
2017-04-21,152.51144409179688
2017-04-24,153.06582641601562
2017-04-25,156.74684143066406
2017-04-26,162.71820068359375
2017-04-27,162.0547332763672
2017-04-28,161.68206787109375
2017-05-01,162.87271118164062
2017-05-02,164.75411987304688
2017-05-03,163.5453338623047
2017-05-04,163.4998779296875
2017-05-05,163.87254333496094
2017-05-08,163.44534301757812
2017-05-09,161.5366668701172
2017-05-10,163.7179412841797
2017-05-11,166.07200622558594
2017-05-12,164.9086151123047
2017-05-15,165.6903076171875
2017-05-16,164.3360137939453
2017-05-17,160.07337951660156
2017-05-18,160.59140014648438
2017-05-19,160.33692932128906
2017-05-22,160.41873168945312
2017-05-23,161.5184783935547
2017-05-24,163.67257690429688
2017-05-25,164.9631805419922
2017-05-26,166.3992156982422
2017-05-30,166.61732482910156
2017-05-31,165.73574829101562
2017-06-01,170.58917236328125
2017-06-02,170.4891815185547
2017-06-05,169.68031311035156
2017-06-06,170.55282592773438
2017-06-07,171.76583862304688
2017-06-08,171.09092712402344
2017-06-09,170.47988891601562
2017-06-12,170.31573486328125
2017-06-13,170.69879150390625
2017-06-14,172.16722106933594
2017-06-15,172.14891052246094
2017-06-16,173.2525177001953
2017-06-19,175.78797912597656
2017-06-20,175.11309814453125
2017-06-21,175.17689514160156
2017-06-22,176.3534393310547
2017-06-23,173.4440155029297
2017-06-26,171.60169982910156
2017-06-27,170.92677307128906
2017-06-28,171.3919219970703
2017-06-29,170.7078857421875
2017-06-30,171.5834503173828
2017-07-03,172.92416381835938
2017-07-05,174.42901611328125
2017-07-06,173.5443572998047
2017-07-07,174.75735473632812
2017-07-10,175.22250366210938
2017-07-11,175.2042694091797
2017-07-12,176.51763916015625
2017-07-13,175.6146697998047
2017-07-14,175.62380981445312
2017-07-17,175.1951141357422
2017-07-18,172.78733825683594
2017-07-19,173.55345153808594
2017-07-20,173.91830444335938
2017-07-21,173.88180541992188
2017-07-24,174.20098876953125
2017-07-25,173.8179473876953
2017-07-26,168.71958923339844
2017-07-27,167.37890625
2017-07-28,171.2733612060547
2017-07-31,169.8323211669922
2017-08-01,170.25184631347656
2017-08-02,172.33131408691406
2017-08-03,174.6023406982422
2017-08-04,173.72677612304688
2017-08-07,173.84532165527344
2017-08-08,175.09481811523438
2017-08-09,175.88832092285156
2017-08-10,173.0336151123047
2017-08-11,172.7690887451172
2017-08-14,174.48377990722656
2017-08-15,176.0160369873047
2017-08-16,176.34432983398438
2017-08-17,175.0765380859375
2017-08-18,174.21926879882812
2017-08-21,175.99774169921875
2017-08-22,177.80361938476562
2017-08-23,178.05894470214844
2017-08-24,175.93386840820312
2017-08-25,175.7332305908203
2017-08-28,176.46287536621094
2017-08-29,176.78211975097656
2017-08-30,174.65701293945312
2017-08-31,178.79776000976562
2017-09-01,180.0655059814453
2017-09-05,179.8374786376953
2017-09-06,176.617919921875
2017-09-07,176.33419799804688
2017-09-08,177.44178771972656
2017-09-11,179.36404418945312
2017-09-12,173.2219696044922
2017-09-13,173.661376953125
2017-09-14,170.94277954101562
2017-09-15,170.79627990722656
