,CAH
2014-09-26,56.389095306396484
2014-09-29,56.608394622802734
2014-09-30,56.07697296142578
2014-10-01,55.82248306274414
2014-10-02,56.174259185791016
2014-10-03,57.005096435546875
2014-10-06,56.74311828613281
2014-10-07,55.75509262084961
2014-10-08,57.37934875488281
2014-10-09,56.436241149902344
2014-10-10,56.526058197021484
2014-10-13,55.32099151611328
2014-10-14,55.82248306274414
2014-10-15,54.812007904052734
2014-10-16,53.98868179321289
2014-10-17,55.10393524169922
2014-10-20,55.47068405151367
2014-10-21,56.75810623168945
2014-10-22,56.88534927368164
2014-10-23,57.222164154052734
2014-10-24,57.708683013916016
2014-10-27,58.68922805786133
2014-10-28,58.74908447265625
2014-10-29,58.44218826293945
2014-10-30,58.52455520629883
2014-10-31,58.741615295410156
2014-11-03,58.816429138183594
2014-11-04,59.512542724609375
2014-11-05,59.063453674316406
2014-11-06,59.579917907714844
2014-11-07,58.58442306518555
2014-11-10,59.19818878173828
2014-11-11,59.579917907714844
2014-11-12,60.05894470214844
2014-11-13,60.373329162597656
2014-11-14,60.14127731323242
2014-11-17,60.14875793457031
2014-11-18,60.635284423828125
2014-11-19,59.677215576171875
2014-11-20,59.033512115478516
2014-11-21,59.54249954223633
2014-11-24,60.60531997680664
2014-11-25,60.61282730102539
2014-11-26,61.00202941894531
2014-11-28,61.518516540527344
2014-12-01,61.37626647949219
2014-12-02,61.473575592041016
2014-12-03,61.3388786315918
2014-12-04,61.54841613769531
2014-12-05,61.54841613769531
2014-12-08,61.7430305480957
2014-12-09,60.844852447509766
2014-12-10,60.238590240478516
2014-12-11,60.23110580444336
2014-12-12,59.355342864990234
2014-12-15,59.55744934082031
2014-12-16,59.20566177368164
2014-12-17,60.365821838378906
2014-12-18,61.683162689208984
2014-12-19,62.15471649169922
2014-12-22,62.124778747558594
2014-12-23,61.31640625
2014-12-24,61.42866134643555
2014-12-26,61.256526947021484
2014-12-29,60.74007034301758
2014-12-30,61.50149917602539
2014-12-31,60.68219757080078
2015-01-02,60.51681137084961
2015-01-05,60.17105484008789
2015-01-06,59.52461242675781
2015-01-07,61.65938186645508
2015-01-08,63.561073303222656
2015-01-09,63.019866943359375
2015-01-12,62.24565505981445
2015-01-13,62.01263427734375
2015-01-14,61.59923553466797
2015-01-15,60.77238845825195
2015-01-16,61.832252502441406
2015-01-20,61.441375732421875
2015-01-21,61.59170913696289
2015-01-22,63.08001708984375
2015-01-23,62.741764068603516
2015-01-26,63.70391082763672
2015-01-27,63.66630935668945
2015-01-28,64.18496704101562
2015-01-29,63.75651168823242
2015-01-30,62.53129577636719
2015-02-02,62.2531623840332
2015-02-03,62.70417022705078
2015-02-04,63.042449951171875
2015-02-05,63.4633674621582
2015-02-06,64.24510192871094
2015-02-09,63.30550003051758
2015-02-10,63.982032775878906
2015-02-11,64.71111297607422
2015-02-12,64.67356872558594
2015-02-13,64.70362854003906
2015-02-17,64.95166778564453
2015-02-18,64.80886840820312
2015-02-19,64.7712631225586
2015-02-20,65.44025421142578
2015-02-23,66.22199249267578
2015-02-24,67.08642578125
2015-02-25,66.372314453125
2015-02-26,66.27461242675781
2015-02-27,66.13929748535156
2015-03-02,67.28935241699219
2015-03-03,66.47003936767578
2015-03-04,66.92102813720703
2015-03-05,66.86089324951172
2015-03-06,65.40264892578125
2015-03-09,66.13179779052734
2015-03-10,65.35006713867188
2015-03-11,65.59810638427734
2015-03-12,66.50762939453125
2015-03-13,66.23701477050781
2015-03-16,67.6351318359375
2015-03-17,67.31190490722656
2015-03-18,67.93579864501953
2015-03-19,67.59002685546875
2015-03-20,68.58975219726562
2015-03-23,67.89070129394531
2015-03-24,67.2367172241211
2015-03-25,66.90601348876953
2015-03-26,67.00371551513672
2015-03-27,67.71778869628906
2015-03-30,68.51235961914062
2015-03-31,68.11243438720703
2015-04-01,67.04098510742188
2015-04-02,67.60687255859375
2015-04-06,67.85589599609375
2015-04-07,67.86343383789062
2015-04-08,68.05207824707031
2015-04-09,67.82572174072266
2015-04-10,68.30107879638672
2015-04-13,67.62197875976562
2015-04-14,68.13508605957031
2015-04-15,68.02189636230469
2015-04-16,67.65217590332031
2015-04-17,67.56915283203125
2015-04-20,68.01432037353516
2015-04-21,68.17279815673828
2015-04-22,69.04051971435547
2015-04-23,69.04051971435547
2015-04-24,68.94999694824219
2015-04-27,67.55406951904297
2015-04-28,68.27088928222656
2015-04-29,67.0787353515625
2015-04-30,63.63799285888672
2015-05-01,64.55103302001953
2015-05-04,64.61136627197266
2015-05-05,63.811553955078125
2015-05-06,63.95491409301758
2015-05-07,64.12844848632812
2015-05-08,65.38099670410156
2015-05-11,65.16217041015625
2015-05-12,65.01128387451172
2015-05-13,65.25274658203125
2015-05-14,66.3996353149414
2015-05-15,66.06008911132812
2015-05-18,66.2864761352539
2015-05-19,65.8714370727539
2015-05-20,66.45245361328125
2015-05-21,66.89763641357422
2015-05-22,66.77689361572266
2015-05-26,66.09027099609375
2015-05-27,66.92025756835938
2015-05-28,66.48263549804688
2015-05-29,66.52788543701172
2015-06-01,66.71653747558594
2015-06-02,66.4222412109375
2015-06-03,66.41471862792969
2015-06-04,66.10537719726562
2015-06-05,66.42981719970703
2015-06-08,66.39208984375
2015-06-09,66.14305877685547
2015-06-10,66.9806137084961
2015-06-11,67.65970611572266
2015-06-12,67.06362915039062
2015-06-15,66.60336303710938
2015-06-16,67.24470520019531
2015-06-17,67.9011459350586
2015-06-18,67.79551696777344
2015-06-19,67.81060028076172
2015-06-22,67.80306243896484
2015-06-23,67.32769775390625
2015-06-24,65.66771697998047
2015-06-25,65.39607238769531
2015-06-26,64.91316223144531
2015-06-29,63.47079849243164
2015-06-30,63.40258026123047
2015-07-01,64.38792419433594
2015-07-02,64.04683685302734
2015-07-06,64.07715606689453
2015-07-07,64.4258041381836
2015-07-08,63.213111877441406
2015-07-09,63.78915786743164
2015-07-10,64.78961944580078
2015-07-13,65.27471160888672
2015-07-14,65.31261444091797
2015-07-15,65.63853454589844
2015-07-16,65.95687103271484
2015-07-17,65.75981903076172
2015-07-20,65.6233901977539
2015-07-21,65.32778930664062
2015-07-22,65.80528259277344
2015-07-23,63.872501373291016
2015-07-24,63.129695892333984
2015-07-27,62.37176513671875
2015-07-28,63.42533493041992
2015-07-29,63.933143615722656
2015-07-30,63.16761779785156
2015-07-31,64.41065979003906
2015-08-03,65.0473403930664
2015-08-04,64.99429321289062
2015-08-05,65.38841247558594
2015-08-06,64.25906372070312
2015-08-07,64.48644256591797
2015-08-10,64.97911071777344
2015-08-11,65.10037994384766
2015-08-12,64.46372985839844
2015-08-13,63.81945037841797
2015-08-14,63.872501373291016
2015-08-17,63.92558670043945
2015-08-18,64.27423095703125
2015-08-19,64.63046264648438
2015-08-20,62.34904479980469
2015-08-21,61.0908203125
2015-08-24,59.86294174194336
2015-08-25,60.19645309448242
2015-08-26,63.326812744140625
2015-08-27,63.432884216308594
2015-08-28,63.205509185791016
2015-08-31,62.35661697387695
2015-09-01,60.81040954589844
2015-09-02,61.88668441772461
2015-09-03,61.50770950317383
2015-09-04,61.052921295166016
2015-09-08,62.341434478759766
2015-09-09,61.5759162902832
2015-09-10,62.917503356933594
2015-09-11,64.43338775634766
2015-09-14,63.90283966064453
2015-09-15,64.48644256591797
2015-09-16,64.69867706298828
2015-09-17,64.2514877319336
2015-09-18,63.387428283691406
2015-09-21,62.9099235534668
2015-09-22,61.772987365722656
2015-09-23,62.182281494140625
2015-09-24,61.71994400024414
2015-09-25,60.264678955078125
2015-09-28,58.45317459106445
2015-09-29,58.44326400756836
2015-09-30,58.51942443847656
2015-10-01,58.747982025146484
2015-10-02,59.89065170288086
2015-10-05,60.59908676147461
2015-10-06,59.50210189819336
2015-10-07,59.075531005859375
2015-10-08,59.18979263305664
2015-10-09,59.92870330810547
2015-10-12,61.002830505371094
2015-10-13,61.002830505371094
2015-10-14,59.883018493652344
2015-10-15,60.28675842285156
2015-10-16,61.04090881347656
2015-10-19,61.09422302246094
2015-10-20,59.974422454833984
2015-10-21,59.441192626953125
2015-10-22,59.22789001464844
2015-10-23,61.04853057861328
2015-10-26,61.55892562866211
2015-10-27,62.533992767333984
2015-10-28,63.09770965576172
2015-10-29,63.23482894897461
2015-10-30,62.617774963378906
2015-11-02,65.62679290771484
2015-11-03,65.79438018798828
2015-11-04,65.954345703125
2015-11-05,67.18842315673828
2015-11-06,67.41695404052734
2015-11-09,66.78469848632812
2015-11-10,67.0589370727539
2015-11-11,66.44185638427734
2015-11-12,65.12401580810547
2015-11-13,65.13165283203125
2015-11-16,65.65725708007812
2015-11-17,66.06099700927734
2015-11-18,67.49311828613281
2015-11-19,66.54852294921875
2015-11-20,66.72376251220703
2015-11-23,66.52567291259766
2015-11-24,66.09146118164062
2015-11-25,66.25907135009766
2015-11-27,66.4952163696289
2015-11-30,66.16004943847656
2015-12-01,67.72927856445312
2015-12-02,66.4952163696289
2015-12-03,65.74105072021484
2015-12-04,67.3712387084961
2015-12-07,67.59976959228516
2015-12-08,67.4550552368164
2015-12-09,66.66277313232422
2015-12-10,66.38092803955078
2015-12-11,65.43634033203125
2015-12-14,65.90865325927734
2015-12-15,66.03053283691406
2015-12-16,67.20365905761719
2015-12-17,67.00559997558594
2015-12-18,65.97718811035156
2015-12-21,67.07417297363281
2015-12-22,67.69881439208984
2015-12-23,68.29300689697266
2015-12-24,68.33871459960938
2015-12-28,68.93287658691406
2015-12-29,69.20711517333984
2015-12-30,69.26602172851562
2015-12-31,68.29443359375
2016-01-04,67.28459167480469
2016-01-05,68.60812377929688
2016-01-06,66.74143981933594
2016-01-07,65.02775573730469
2016-01-08,64.15563201904297
2016-01-11,60.64409637451172
2016-01-12,61.11842346191406
2016-01-13,59.802574157714844
2016-01-14,62.56434631347656
2016-01-15,62.1512336730957
2016-01-19,62.41133117675781
2016-01-20,61.41680908203125
2016-01-21,61.2637825012207
2016-01-22,62.418983459472656
2016-01-25,62.1206169128418
2016-01-26,63.27582550048828
2016-01-27,62.54138946533203
2016-01-28,60.43757629394531
2016-01-29,62.25067138671875
2016-02-01,61.04959487915039
2016-02-02,59.46595764160156
2016-02-03,59.15994644165039
2016-02-04,58.601470947265625
2016-02-05,58.609127044677734
2016-02-08,58.26485824584961
2016-02-09,58.639732360839844
2016-02-10,59.84083557128906
2016-02-11,58.999305725097656
2016-02-12,60.322792053222656
2016-02-16,61.02663803100586
2016-02-17,61.952335357666016
2016-02-18,61.967628479003906
2016-02-19,61.83757400512695
2016-02-22,62.319541931152344
2016-02-23,62.1206169128418
2016-02-24,62.83974838256836
2016-02-25,63.24522399902344
2016-02-26,63.52063751220703
2016-02-29,62.503143310546875
2016-03-01,63.40586471557617
2016-03-02,63.620079040527344
2016-03-03,63.9643440246582
2016-03-04,63.88783264160156
2016-03-07,64.37747955322266
2016-03-08,63.27582550048828
2016-03-09,63.635414123535156
2016-03-10,62.977447509765625
2016-03-11,64.17090606689453
2016-03-14,63.9643440246582
2016-03-15,61.53157043457031
2016-03-16,62.04412841796875
2016-03-17,61.00366973876953
2016-03-18,61.86050796508789
2016-03-21,61.85285949707031
2016-03-22,62.09004211425781
2016-03-23,62.18183135986328
2016-03-24,62.3348388671875
2016-03-28,61.791664123535156
2016-03-29,62.59492874145508
2016-03-30,62.86167907714844
2016-03-31,62.99236297607422
2016-04-01,63.15375900268555
2016-04-04,63.89937210083008
2016-04-05,62.500396728515625
2016-04-06,64.61421966552734
2016-04-07,64.38365936279297
2016-04-08,63.7994384765625
2016-04-11,63.18449401855469
2016-04-12,63.461246490478516
2016-04-13,64.46818542480469
2016-04-14,64.49893951416016
2016-04-15,64.76028442382812
2016-04-18,65.00627136230469
2016-04-19,65.79029083251953
2016-04-20,67.02786254882812
2016-04-21,66.73575592041016
2016-04-22,66.804931640625
2016-04-25,66.37446594238281
2016-04-26,66.5512924194336
2016-04-27,66.5205307006836
2016-04-28,60.34812545776367
2016-04-29,60.30967712402344
2016-05-02,61.10910415649414
2016-05-03,60.909271240234375
2016-05-04,59.57944869995117
2016-05-05,60.378875732421875
2016-05-06,59.0721435546875
2016-05-09,60.3173828125
2016-05-10,60.3173828125
2016-05-11,59.156707763671875
2016-05-12,59.187435150146484
2016-05-13,58.61092758178711
2016-05-16,59.48722457885742
2016-05-17,59.26430130004883
2016-05-18,59.825435638427734
2016-05-19,59.441104888916016
2016-05-20,59.502593994140625
2016-05-23,58.98759460449219
2016-05-24,59.5410270690918
2016-05-25,58.979888916015625
2016-05-26,59.41035461425781
2016-05-27,60.07141876220703
2016-05-31,60.68634796142578
2016-06-01,60.509544372558594
2016-06-02,61.40888595581055
2016-06-03,61.33201217651367
2016-06-06,61.816287994384766
2016-06-07,61.493438720703125
2016-06-08,61.23210144042969
2016-06-09,60.947689056396484
2016-06-10,60.36349105834961
2016-06-13,60.109832763671875
2016-06-14,59.902278900146484
2016-06-15,58.94148254394531
2016-06-16,58.83384704589844
2016-06-17,58.04214096069336
2016-06-20,58.7877197265625
2016-06-21,59.10287094116211
2016-06-22,59.218223571777344
2016-06-23,60.04835891723633
2016-06-24,57.826904296875
2016-06-27,56.643157958984375
2016-06-28,57.98061752319336
2016-06-29,59.76609802246094
2016-06-30,60.32286071777344
2016-07-01,60.539371490478516
2016-07-05,60.49298858642578
2016-07-06,61.85392761230469
2016-07-07,61.428646087646484
2016-07-08,62.15553665161133
2016-07-11,62.68134689331055
2016-07-12,63.23036575317383
2016-07-13,63.62474060058594
2016-07-14,64.1583023071289
2016-07-15,63.68659591674805
2016-07-18,64.34386444091797
2016-07-19,64.04229736328125
2016-07-20,64.40572357177734
2016-07-21,63.879905700683594
2016-07-22,64.17375946044922
2016-07-25,64.07324981689453
2016-07-26,64.67639923095703
2016-07-27,64.44439697265625
2016-07-28,63.84125900268555
2016-07-29,64.64545440673828
2016-08-01,63.72526550292969
2016-08-02,65.66617584228516
2016-08-03,65.44966888427734
2016-08-04,64.6300048828125
2016-08-05,65.2331314086914
2016-08-08,64.7846450805664
2016-08-09,64.80010986328125
2016-08-10,64.6067886352539
2016-08-11,64.65319061279297
2016-08-12,64.64545440673828
2016-08-15,64.32840728759766
2016-08-16,63.93402862548828
2016-08-17,64.0113754272461
2016-08-18,63.732967376708984
2016-08-19,63.191715240478516
2016-08-22,63.52422332763672
2016-08-23,63.423667907714844
2016-08-24,62.69682693481445
2016-08-25,61.366783142089844
2016-08-26,61.35905838012695
2016-08-29,61.68383026123047
2016-08-30,61.64516067504883
2016-08-31,61.606510162353516
2016-09-01,61.62969970703125
2016-09-02,61.652915954589844
2016-09-06,62.48802185058594
2016-09-07,62.75868606567383
2016-09-08,62.410728454589844
2016-09-09,60.941471099853516
2016-09-12,61.84619903564453
2016-09-13,60.384735107421875
2016-09-14,58.196372985839844
2016-09-15,59.23255157470703
2016-09-16,59.5418586730957
2016-09-19,59.2093620300293
2016-09-20,58.73765563964844
2016-09-21,59.42588424682617
2016-09-22,59.97488021850586
2016-09-23,60.05224609375
2016-09-26,59.449066162109375
2016-09-27,60.423397064208984
2016-09-28,60.51618957519531
2016-09-29,59.807674407958984
2016-09-30,60.429847717285156
2016-10-03,58.94438552856445
2016-10-04,58.86661911010742
2016-10-05,59.01436233520508
2016-10-06,59.65989303588867
2016-10-07,59.41880416870117
2016-10-10,59.47325134277344
2016-10-11,58.578857421875
2016-10-12,58.94438552856445
2016-10-13,58.594417572021484
2016-10-14,58.53995132446289
2016-10-17,58.29887771606445
2016-10-18,58.897735595703125
2016-10-19,58.493309020996094
2016-10-20,58.781070709228516
2016-10-21,58.44664001464844
2016-10-24,58.80440139770508
2016-10-25,58.259979248046875
2016-10-26,57.863346099853516
2016-10-27,58.174442291259766
2016-10-28,52.49698257446289
2016-10-31,53.42250442504883
2016-11-01,52.022560119628906
2016-11-02,53.39915466308594
2016-11-03,50.84818649291992
2016-11-04,50.684852600097656
2016-11-07,51.330387115478516
2016-11-08,50.824851989746094
2016-11-09,53.85800552368164
2016-11-10,55.779029846191406
2016-11-11,55.50680923461914
2016-11-14,56.268978118896484
2016-11-15,55.52235412597656
2016-11-16,55.086830139160156
2016-11-17,55.71680450439453
2016-11-18,55.04018020629883
2016-11-21,54.6357536315918
2016-11-22,54.542415618896484
2016-11-23,54.86906433105469
2016-11-25,55.30461120605469
2016-11-28,55.662353515625
2016-11-29,55.21127700805664
2016-11-30,55.2268180847168
2016-12-01,55.16461944580078
2016-12-02,55.086830139160156
2016-12-05,56.07455062866211
2016-12-06,55.54568862915039
2016-12-07,54.830196380615234
2016-12-08,55.30461120605469
2016-12-09,56.805633544921875
2016-12-12,57.1478157043457
2016-12-13,57.357818603515625
2016-12-14,56.3623161315918
2016-12-15,56.7745246887207
2016-12-16,57.36559295654297
2016-12-19,57.318931579589844
2016-12-20,57.046730041503906
2016-12-21,56.47898483276367
2016-12-22,56.08234786987305
2016-12-23,56.68116760253906
2016-12-27,56.82896041870117
2016-12-28,56.42454528808594
2016-12-29,56.619384765625
2016-12-30,56.3220100402832
2017-01-03,58.286285400390625
2017-01-04,59.186241149902344
2017-01-05,58.30193328857422
2017-01-06,58.95146942138672
2017-01-09,58.50541305541992
2017-01-10,58.865386962890625
2017-01-11,57.691532135009766
2017-01-12,58.059356689453125
2017-01-13,58.6932258605957
2017-01-17,58.834075927734375
2017-01-18,59.31927490234375
2017-01-19,59.1236572265625
2017-01-20,58.716705322265625
2017-01-23,58.474098205566406
2017-01-24,58.4193229675293
2017-01-25,59.37406539916992
2017-01-26,57.19849395751953
2017-01-27,56.71331024169922
2017-01-30,57.2767448425293
2017-01-31,58.66191864013672
2017-02-01,58.96712875366211
2017-02-02,58.254981994628906
2017-02-03,58.59149169921875
2017-02-06,59.452327728271484
2017-02-07,60.85314178466797
2017-02-08,60.89225769042969
2017-02-09,60.61052703857422
2017-02-10,60.57140350341797
2017-02-13,61.09574890136719
2017-02-14,61.72962188720703
2017-02-15,62.93478775024414
2017-02-16,62.793907165527344
2017-02-17,63.16175842285156
2017-02-21,63.65475082397461
2017-02-22,63.451290130615234
2017-02-23,63.95996856689453
2017-02-24,64.28080749511719
2017-02-27,64.55469512939453
2017-02-28,63.6782341003418
2017-03-01,64.21038818359375
2017-03-02,64.00692749023438
2017-03-03,64.8364486694336
2017-03-06,63.93647766113281
2017-03-07,63.55300521850586
2017-03-08,63.54518508911133
2017-03-09,64.12430572509766
2017-03-10,64.20258331298828
2017-03-13,64.6016845703125
2017-03-14,64.64080047607422
2017-03-15,65.57987976074219
2017-03-16,64.82078552246094
2017-03-17,65.03990936279297
2017-03-20,64.46080017089844
2017-03-21,63.740821838378906
2017-03-22,63.889522552490234
2017-03-23,63.46695327758789
2017-03-24,63.56867599487305
2017-03-27,64.36688995361328
2017-03-28,64.3277587890625
2017-03-29,64.21038818359375
2017-03-30,64.2646713256836
2017-03-31,64.17024993896484
2017-04-03,63.70599365234375
2017-04-04,63.28106689453125
2017-04-05,63.36763000488281
2017-04-06,65.0830307006836
2017-04-07,64.79977416992188
2017-04-10,64.84696960449219
2017-04-11,64.76042175292969
2017-04-12,64.29612731933594
2017-04-13,64.07583618164062
2017-04-17,64.39059448242188
2017-04-18,56.962406158447266
2017-04-19,57.06468963623047
2017-04-20,57.686336517333984
2017-04-21,57.048973083496094
2017-04-24,57.033226013183594
2017-04-25,56.93879699707031
2017-04-26,56.89947509765625
2017-04-27,57.552574157714844
2017-04-28,57.11977767944336
2017-05-01,56.80503463745117
2017-05-02,57.43455505371094
2017-05-03,57.08045196533203
2017-05-04,57.23781967163086
2017-05-05,57.025360107421875
2017-05-08,56.663394927978516
2017-05-09,56.962406158447266
2017-05-10,56.65554428100586
2017-05-11,57.269287109375
2017-05-12,57.363731384277344
2017-05-15,57.41093444824219
2017-05-16,57.151275634765625
2017-05-17,56.34077453613281
2017-05-18,56.80503463745117
2017-05-19,57.83585739135742
2017-05-22,57.513221740722656
2017-05-23,57.41093444824219
2017-05-24,57.521114349365234
2017-05-25,57.788639068603516
2017-05-26,57.521114349365234
2017-05-30,57.875179290771484
2017-05-31,58.457481384277344
2017-06-01,59.05551528930664
2017-06-02,59.63780212402344
2017-06-05,59.37026596069336
2017-06-06,58.18208694458008
2017-06-07,58.26076889038086
2017-06-08,58.59912109375
2017-06-09,59.17353439331055
2017-06-12,59.07913589477539
2017-06-13,58.94536590576172
2017-06-14,59.496185302734375
2017-06-15,59.755836486816406
2017-06-16,59.00830078125
2017-06-19,59.968284606933594
2017-06-20,60.04698944091797
2017-06-21,60.9676513671875
2017-06-22,61.96698760986328
2017-06-23,62.69878387451172
2017-06-26,62.53355026245117
2017-06-27,62.36042022705078
2017-06-28,62.22663879394531
2017-06-29,61.93536376953125
2017-06-30,61.674198150634766
2017-07-03,61.96704864501953
2017-07-05,62.28364944458008
2017-07-06,60.85893249511719
2017-07-07,61.096378326416016
2017-07-10,60.69272232055664
2017-07-11,60.676883697509766
2017-07-12,61.19136428833008
2017-07-13,61.38923263549805
2017-07-14,61.824562072753906
2017-07-17,61.808753967285156
2017-07-18,60.92223358154297
2017-07-19,60.945987701416016
2017-07-20,61.19929122924805
2017-07-21,60.38404083251953
2017-07-24,61.00141525268555
2017-07-25,61.492130279541016
2017-07-26,61.47631072998047
2017-07-27,60.62941360473633
2017-07-28,61.42881393432617
2017-07-31,61.151771545410156
2017-08-01,61.207210540771484
2017-08-02,56.189029693603516
2017-08-03,54.89889907836914
2017-08-04,54.724761962890625
2017-08-07,54.80390930175781
2017-08-08,54.88306427001953
2017-08-09,54.00448989868164
2017-08-10,53.276302337646484
2017-08-11,53.01510238647461
2017-08-14,52.84096145629883
2017-08-15,52.57978820800781
2017-08-16,52.24734878540039
2017-08-17,51.574554443359375
2017-08-18,50.95719528198242
2017-08-21,50.94135284423828
2017-08-22,51.78036117553711
2017-08-23,51.946571350097656
2017-08-24,52.31857681274414
2017-08-25,52.30274963378906
2017-08-28,52.5481071472168
2017-08-29,52.556026458740234
2017-08-30,52.62726593017578
2017-08-31,53.39501953125
2017-09-01,53.67997360229492
2017-09-05,53.44251251220703
2017-09-06,54.30524826049805
2017-09-07,54.661434173583984
2017-09-08,54.10737609863281
2017-09-11,55.19175338745117
2017-09-12,54.96222686767578
2017-09-13,54.84347915649414
2017-09-14,53.39501953125
2017-09-15,53.42668151855469
