,STE
2015-06-18,58.00009536743164
2015-06-19,58.260986328125
2015-06-22,58.43192672729492
2015-06-23,58.314979553222656
2015-06-24,58.98069381713867
2015-06-25,59.376548767089844
2015-06-26,58.791770935058594
2015-06-29,58.009090423583984
2015-06-30,57.97309494018555
2015-07-01,58.171024322509766
2015-07-02,58.06304931640625
2015-07-06,58.224998474121094
2015-07-07,58.15302658081055
2015-07-08,58.2340087890625
2015-07-09,58.548858642578125
2015-07-10,59.871360778808594
2015-07-13,60.66303634643555
2015-07-14,61.11286926269531
2015-07-15,60.89693069458008
2015-07-16,61.40974426269531
2015-07-17,61.36478042602539
2015-07-20,61.83258056640625
2015-07-21,61.94953536987305
2015-07-22,62.43533706665039
2015-07-23,61.83258056640625
2015-07-24,60.97792053222656
2015-07-27,61.11286926269531
2015-07-28,61.39173126220703
2015-07-29,61.72461700439453
2015-07-30,61.796592712402344
2015-07-31,62.19242858886719
2015-08-03,61.72461700439453
2015-08-04,60.99591064453125
2015-08-05,62.18345260620117
2015-08-06,61.25679397583008
2015-08-07,60.52806854248047
2015-08-10,61.15785598754883
2015-08-11,60.833980560302734
2015-08-12,61.29277420043945
2015-08-13,60.9869270324707
2015-08-14,61.83258056640625
2015-08-17,62.228416442871094
2015-08-18,61.97650146484375
2015-08-19,61.11286926269531
2015-08-20,58.989681243896484
2015-08-21,58.08659362792969
2015-08-24,55.955326080322266
2015-08-25,55.964359283447266
2015-08-26,56.80421829223633
2015-08-27,58.745887756347656
2015-08-28,58.42075729370117
2015-08-31,57.842769622802734
2015-09-01,56.27142333984375
2015-09-02,57.598941802978516
2015-09-03,58.00533676147461
2015-09-04,57.34608459472656
2015-09-08,58.763919830322266
2015-09-09,57.66215515136719
2015-09-10,58.42075729370117
2015-09-11,58.39366912841797
2015-09-14,57.86083984375
2015-09-15,57.8879280090332
2015-09-16,57.58991622924805
2015-09-17,57.64410400390625
2015-09-18,57.37317657470703
2015-09-21,57.526702880859375
2015-09-22,56.89453125
2015-09-23,56.85840606689453
2015-09-24,61.40997314453125
2015-09-25,60.86812210083008
2015-09-28,58.456878662109375
2015-09-29,58.14079284667969
2015-09-30,58.673614501953125
2015-10-01,58.97164535522461
2015-10-02,58.97164535522461
2015-10-05,59.76633834838867
2015-10-06,58.87229537963867
2015-10-07,60.1908073425293
2015-10-08,60.78683853149414
2015-10-09,60.181766510009766
2015-10-12,60.66944122314453
2015-10-13,59.7934455871582
2015-10-14,58.90843200683594
2015-10-15,60.389495849609375
2015-10-16,60.41659164428711
2015-10-19,60.80491256713867
2015-10-20,62.00600814819336
2015-10-21,62.1324462890625
2015-10-22,61.07583236694336
2015-10-23,61.211299896240234
2015-10-26,61.09390640258789
2015-10-27,61.63574981689453
2015-10-28,64.3912124633789
2015-10-29,63.44856262207031
2015-10-30,67.93527221679688
2015-11-02,67.50023651123047
2015-11-03,69.16798400878906
2015-11-04,68.44287872314453
2015-11-05,69.63932800292969
2015-11-06,68.3975601196289
2015-11-09,66.84760284423828
2015-11-10,67.53646850585938
2015-11-11,66.72975158691406
2015-11-12,66.38533020019531
2015-11-13,67.1195297241211
2015-11-16,68.24346923828125
2015-11-17,68.25253295898438
2015-11-18,68.68758392333984
2015-11-19,67.581787109375
2015-11-20,67.60895538330078
2015-11-23,67.32799530029297
2015-11-24,68.016845703125
2015-11-25,68.92326354980469
2015-11-27,69.20423889160156
2015-11-30,69.2314453125
2015-12-01,69.70277404785156
2015-12-02,69.05015563964844
2015-12-03,66.64818572998047
2015-12-04,67.29170989990234
2015-12-07,69.31302642822266
2015-12-08,66.25843048095703
2015-12-09,65.3338851928711
2015-12-10,66.52128601074219
2015-12-11,65.57861328125
2015-12-14,64.94414520263672
2015-12-15,65.23419189453125
2015-12-16,67.1648178100586
2015-12-17,66.68445587158203
2015-12-18,64.38216400146484
2015-12-21,64.51811981201172
2015-12-22,67.08324432373047
2015-12-23,69.63932800292969
2015-12-24,69.43992614746094
2015-12-28,69.24053192138672
2015-12-29,70.45510864257812
2015-12-30,69.74813079833984
2015-12-31,68.28875732421875
2016-01-04,67.4095687866211
2016-01-05,67.33702087402344
2016-01-06,67.44583129882812
2016-01-07,65.71459197998047
2016-01-08,63.94709777832031
2016-01-11,63.113162994384766
2016-01-12,63.104122161865234
2016-01-13,60.729339599609375
2016-01-14,61.5632209777832
2016-01-15,61.02846145629883
2016-01-19,60.801849365234375
2016-01-20,61.517921447753906
2016-01-21,61.27316665649414
2016-01-22,63.04972457885742
2016-01-25,62.91381072998047
2016-01-26,62.859397888183594
2016-01-27,62.460575103759766
2016-01-28,61.5269889831543
2016-01-29,62.75967788696289
2016-02-01,63.294471740722656
2016-02-02,62.64185333251953
2016-02-03,62.46964645385742
2016-02-04,62.233970642089844
2016-02-05,60.51180648803711
2016-02-08,59.33346939086914
2016-02-09,60.24894714355469
2016-02-10,58.19139099121094
2016-02-11,56.623313903808594
2016-02-12,56.75020980834961
2016-02-16,58.02824401855469
2016-02-17,58.61739730834961
2016-02-18,57.73819351196289
2016-02-19,57.66568374633789
2016-02-22,58.44518280029297
2016-02-23,56.895240783691406
2016-02-24,57.45720672607422
2016-02-25,59.152198791503906
2016-02-26,58.72452926635742
2016-02-29,58.524349212646484
2016-03-01,59.15218734741211
2016-03-02,59.41606140136719
2016-03-03,60.071163177490234
2016-03-04,60.9446907043457
2016-03-07,61.87276840209961
2016-03-08,61.27223587036133
2016-03-09,61.29953384399414
2016-03-10,60.41694259643555
2016-03-11,62.364112854003906
2016-03-14,61.57250213623047
2016-03-15,60.75358963012695
2016-03-16,60.89008712768555
2016-03-17,60.31686019897461
2016-03-18,61.41781997680664
2016-03-21,62.32770538330078
2016-03-22,62.89186096191406
2016-03-23,63.16482162475586
2016-03-24,62.98284912109375
2016-03-28,63.85634994506836
2016-03-29,65.26667022705078
2016-03-30,65.27577209472656
2016-03-31,64.64796447753906
2016-04-01,65.73981475830078
2016-04-04,64.16568756103516
2016-04-05,62.96462631225586
2016-04-06,63.874549865722656
2016-04-07,63.43778610229492
2016-04-08,63.84724807739258
2016-04-11,63.8199577331543
2016-04-12,64.55694580078125
2016-04-13,65.34857177734375
2016-04-14,65.09381866455078
2016-04-15,64.884521484375
2016-04-18,66.1037826538086
2016-04-19,66.0036849975586
2016-04-20,66.01280212402344
2016-04-21,66.3676528930664
2016-04-22,66.35853576660156
2016-04-25,65.54874420166016
2016-04-26,66.23117065429688
2016-04-27,65.88540649414062
2016-04-28,64.96640014648438
2016-04-29,64.30217742919922
2016-05-02,64.22937774658203
2016-05-03,63.328609466552734
2016-05-04,64.16568756103516
2016-05-05,64.94820404052734
2016-05-06,64.884521484375
2016-05-09,65.56694030761719
2016-05-10,65.95820617675781
2016-05-11,65.23029327392578
2016-05-12,65.29398345947266
2016-05-13,64.74803161621094
2016-05-16,65.83991241455078
2016-05-17,64.02923583984375
2016-05-18,62.55519485473633
2016-05-19,63.69255065917969
2016-05-20,63.57428741455078
2016-05-23,62.500587463378906
2016-05-24,63.57428741455078
2016-05-25,63.16482162475586
2016-05-26,62.23670959472656
2016-05-27,63.12843322753906
2016-05-31,63.17390823364258
2016-06-01,63.43778610229492
2016-06-02,63.52878189086914
2016-06-03,64.14749145507812
2016-06-06,64.16574096679688
2016-06-07,64.6771469116211
2016-06-08,65.33458709716797
2016-06-09,65.44412994384766
2016-06-10,64.59494018554688
2016-06-13,62.4399299621582
2016-06-14,61.86469268798828
2016-06-15,61.31679916381836
2016-06-16,60.814579010009766
2016-06-17,61.53596496582031
2016-06-20,61.78249740600586
2016-06-21,61.64551544189453
2016-06-22,61.31679916381836
2016-06-23,63.36221694946289
2016-06-24,59.755348205566406
2016-06-27,57.78297424316406
2016-06-28,59.37181854248047
2016-06-29,61.508541107177734
2016-06-30,62.777809143066406
2016-07-01,62.905643463134766
2016-07-05,61.90121078491211
2016-07-06,62.156883239746094
2016-07-07,62.2664680480957
2016-07-08,63.1522102355957
2016-07-11,63.08827590942383
2016-07-12,63.353092193603516
2016-07-13,63.03348922729492
2016-07-14,63.03348922729492
2016-07-15,62.823482513427734
2016-07-18,62.841732025146484
2016-07-19,62.53126525878906
2016-07-20,63.08827590942383
2016-07-21,62.339508056640625
2016-07-22,63.3805046081543
2016-07-25,62.31209182739258
2016-07-26,63.02436828613281
2016-07-27,64.17488861083984
2016-07-28,64.22055053710938
2016-07-29,64.78669738769531
2016-08-01,65.20673370361328
2016-08-02,64.61320495605469
2016-08-03,64.50361633300781
2016-08-04,64.50361633300781
2016-08-05,66.17462921142578
2016-08-08,66.27510070800781
2016-08-09,66.32990264892578
2016-08-10,65.19760131835938
2016-08-11,65.35284423828125
2016-08-12,65.04237365722656
2016-08-15,65.4624252319336
2016-08-16,64.92366790771484
2016-08-17,64.27536010742188
2016-08-18,64.83235168457031
2016-08-19,64.6771469116211
2016-08-22,64.2479476928711
2016-08-23,64.00140380859375
2016-08-24,63.19784927368164
2016-08-25,63.553985595703125
2016-08-26,64.30575561523438
2016-08-29,64.69082641601562
2016-08-30,65.07589721679688
2016-08-31,64.80085754394531
2016-09-01,64.27825164794922
2016-09-02,65.09423065185547
2016-09-06,65.31425476074219
2016-09-07,65.49764251708984
2016-09-08,65.23175048828125
2016-09-09,64.62666320800781
2016-09-12,65.4242935180664
2016-09-13,64.19574737548828
2016-09-14,64.17740631103516
2016-09-15,64.63581085205078
2016-09-16,65.34175109863281
2016-09-19,65.7818603515625
2016-09-20,66.7628402709961
2016-09-21,67.54215240478516
2016-09-22,67.75299835205078
2016-09-23,67.03790283203125
2016-09-26,66.9461898803711
2016-09-27,67.03790283203125
2016-09-28,67.07457733154297
2016-09-29,66.58863830566406
2016-09-30,67.01953887939453
2016-10-03,66.22193908691406
2016-10-04,65.58931732177734
2016-10-05,66.17609405517578
2016-10-06,66.00186920166016
2016-10-07,65.34175109863281
2016-10-10,66.18524932861328
2016-10-11,64.0398941040039
2016-10-12,63.98488235473633
2016-10-13,63.99403762817383
2016-10-14,63.77397918701172
2016-10-17,63.26974868774414
2016-10-18,63.52647399902344
2016-10-19,63.26056671142578
2016-10-20,63.39812088012695
2016-10-21,62.6829948425293
2016-10-24,62.45379638671875
2016-10-25,62.655494689941406
2016-10-26,62.27044677734375
2016-10-27,61.35361862182617
2016-10-28,61.35361862182617
2016-10-31,61.261924743652344
2016-11-01,60.840179443359375
2016-11-02,60.198402404785156
2016-11-03,59.043216705322266
2016-11-04,59.90502166748047
2016-11-07,61.151893615722656
2016-11-08,60.82183837890625
2016-11-09,60.684322357177734
2016-11-10,60.48263168334961
2016-11-11,59.419105529785156
2016-11-14,59.91419982910156
2016-11-15,61.34442901611328
2016-11-16,60.97772216796875
2016-11-17,60.886009216308594
2016-11-18,60.71184158325195
2016-11-21,61.402366638183594
2016-11-22,60.988040924072266
2016-11-23,61.503658294677734
2016-11-25,61.76144790649414
2016-11-28,61.56809997558594
2016-11-29,61.58649826049805
2016-11-30,60.40798568725586
2016-12-01,59.524105072021484
2016-12-02,59.89240646362305
2016-12-05,60.30671691894531
2016-12-06,60.96042251586914
2016-12-07,61.69697952270508
2016-12-08,62.11132049560547
2016-12-09,61.87194061279297
2016-12-12,62.5900764465332
2016-12-13,63.64891052246094
2016-12-14,63.36347961425781
2016-12-15,63.989585876464844
2016-12-16,63.418724060058594
2016-12-19,63.44638442993164
2016-12-20,63.60286331176758
2016-12-21,62.93072509765625
2016-12-22,63.57524490356445
2016-12-23,63.61207580566406
2016-12-27,63.40951919555664
2016-12-28,62.38751983642578
2016-12-29,62.18497085571289
2016-12-30,62.04686737060547
2017-01-03,62.811038970947266
2017-01-04,62.93996810913086
2017-01-05,62.88471984863281
2017-01-06,63.059627532958984
2017-01-09,63.566043853759766
2017-01-10,63.943519592285156
2017-01-11,63.67654800415039
2017-01-12,63.068870544433594
2017-01-13,63.76860427856445
2017-01-17,64.2565689086914
2017-01-18,64.50515747070312
2017-01-19,64.21054077148438
2017-01-20,63.32664108276367
2017-01-23,63.52002716064453
2017-01-24,64.48675537109375
2017-01-25,64.98393249511719
2017-01-26,64.60646057128906
2017-01-27,64.69850158691406
2017-01-30,64.47754669189453
2017-01-31,65.2141342163086
2017-02-01,65.99671936035156
2017-02-02,65.78497314453125
2017-02-03,66.44786834716797
2017-02-06,65.54557037353516
2017-02-07,61.06169891357422
2017-02-08,61.31028366088867
2017-02-09,61.81668472290039
2017-02-10,61.83509826660156
2017-02-13,62.52565383911133
2017-02-14,63.47396469116211
2017-02-15,63.27141189575195
2017-02-16,63.01361846923828
2017-02-17,63.11491012573242
2017-02-21,64.27499389648438
2017-02-22,63.879085540771484
2017-02-23,63.90670394897461
2017-02-24,64.94206237792969
2017-02-27,65.0345458984375
2017-02-28,64.83114624023438
2017-03-01,65.77410888671875
2017-03-02,65.32112121582031
2017-03-03,64.7756576538086
2017-03-06,64.2117691040039
2017-03-07,63.703338623046875
2017-03-08,63.47222137451172
2017-03-09,63.583126068115234
2017-03-10,63.38901138305664
2017-03-13,63.69410705566406
2017-03-14,63.25034713745117
2017-03-15,64.12857818603516
2017-03-16,63.38901138305664
2017-03-17,63.52767562866211
2017-03-20,63.41674041748047
2017-03-21,63.25034713745117
2017-03-22,63.18561553955078
2017-03-23,63.14866638183594
2017-03-24,63.444461822509766
2017-03-27,63.176387786865234
2017-03-28,62.788108825683594
2017-03-29,63.647857666015625
2017-03-30,64.23027038574219
2017-03-31,64.2117691040039
2017-04-03,64.61851501464844
2017-04-04,64.2487564086914
2017-04-05,64.14706420898438
2017-04-06,64.73870086669922
2017-04-07,64.61851501464844
2017-04-10,64.45213317871094
2017-04-11,64.93284606933594
2017-04-12,64.45213317871094
2017-04-13,63.98991012573242
2017-04-17,64.72944641113281
2017-04-18,64.62776184082031
2017-04-19,65.20091247558594
2017-04-20,65.58919525146484
2017-04-21,65.11772155761719
2017-04-24,66.3749771118164
2017-04-25,66.82797241210938
2017-04-26,67.46580505371094
2017-04-27,68.28857421875
2017-04-28,68.22383880615234
2017-05-01,68.56587982177734
2017-05-02,68.76927185058594
2017-05-03,69.57351684570312
2017-05-04,69.56429290771484
2017-05-05,69.989501953125
2017-05-08,69.61050415039062
2017-05-09,70.18366241455078
2017-05-10,70.6089096069336
2017-05-11,69.50883483886719
2017-05-12,69.33316802978516
2017-05-15,69.4441146850586
2017-05-16,69.57351684570312
2017-05-17,68.54740905761719
2017-05-18,68.98188781738281
2017-05-19,69.86935424804688
2017-05-22,70.11894226074219
2017-05-23,70.5164794921875
2017-05-24,70.87699127197266
2017-05-25,71.52412414550781
2017-05-26,71.2745132446289
2017-05-30,71.24678802490234
2017-05-31,71.69976043701172
2017-06-01,73.27130889892578
2017-06-02,73.44695281982422
2017-06-05,73.34489440917969
2017-06-06,73.24283599853516
2017-06-07,73.30776977539062
2017-06-08,74.30972290039062
2017-06-09,74.01286315917969
2017-06-12,73.69741821289062
2017-06-13,74.6436996459961
2017-06-14,75.05189514160156
2017-06-15,75.03334045410156
2017-06-16,75.9610366821289
2017-06-19,76.4898452758789
2017-06-20,75.46935272216797
2017-06-21,75.9239501953125
2017-06-22,75.97032165527344
2017-06-23,76.5455093383789
2017-06-26,77.10213470458984
2017-06-27,75.5806884765625
2017-06-28,76.3692626953125
2017-06-29,75.72911834716797
2017-06-30,75.60852813720703
2017-07-03,75.60852813720703
2017-07-05,76.4342041015625
2017-07-06,74.98694610595703
2017-07-07,76.16514587402344
2017-07-10,76.1280288696289
2017-07-11,75.99815368652344
2017-07-12,76.96296691894531
2017-07-13,76.27647399902344
2017-07-14,76.5640640258789
2017-07-17,76.4898452758789
2017-07-18,75.9888687133789
2017-07-19,76.05380249023438
2017-07-20,76.24864196777344
2017-07-21,76.21154022216797
2017-07-24,76.78671264648438
2017-07-25,77.12068939208984
2017-07-26,76.53624725341797
2017-07-27,76.0816650390625
2017-07-28,75.95176696777344
2017-07-31,75.93321990966797
2017-08-01,76.72177124023438
2017-08-02,76.3228530883789
2017-08-03,76.27647399902344
2017-08-04,76.5176773071289
2017-08-07,76.26720428466797
2017-08-08,80.43262481689453
2017-08-09,79.99662017822266
2017-08-10,78.52152252197266
2017-08-11,78.79983520507812
2017-08-14,79.48633575439453
2017-08-15,79.76466369628906
2017-08-16,80.3212890625
2017-08-17,79.99662017822266
2017-08-18,78.97610473632812
2017-08-21,78.83696746826172
2017-08-22,80.02442169189453
2017-08-23,78.9668197631836
2017-08-24,78.85549926757812
2017-08-25,79.06036376953125
2017-08-28,79.34898376464844
2017-08-29,79.57245635986328
2017-08-30,80.07527160644531
2017-08-31,81.15535736083984
2017-09-01,80.89463806152344
2017-09-05,81.09015655517578
2017-09-06,80.99703979492188
2017-09-07,81.00636291503906
2017-09-08,81.05294036865234
2017-09-11,81.45330047607422
2017-09-12,81.39742279052734
2017-09-13,81.09015655517578
2017-09-14,80.82014465332031
2017-09-15,80.67115783691406
