,GE
2016-01-12,122.1763687133789
2016-01-13,120.47000122070312
2016-01-14,123.96807861328125
2016-01-15,121.53649139404297
2016-01-19,121.53649139404297
2016-01-20,119.44620513916016
2016-01-21,121.96308135986328
2016-01-22,120.47000122070312
2016-01-25,119.61679077148438
2016-01-26,120.76863861083984
2016-01-27,119.44620513916016
2016-01-28,120.34203338623047
2016-01-29,124.13871002197266
2016-02-01,122.1763687133789
2016-02-02,120.47000122070312
2016-02-03,122.30436706542969
2016-02-04,124.47997283935547
2016-02-05,121.74974822998047
2016-02-08,120.17134094238281
2016-02-09,120.64063262939453
2016-02-10,120.72593688964844
2016-02-11,117.09993743896484
2016-02-12,120.55530548095703
2016-02-16,123.1148452758789
2016-02-17,125.16251373291016
2016-02-18,124.05338287353516
2016-02-19,123.79740905761719
2016-02-22,125.4611587524414
2016-02-23,124.65060424804688
2016-02-24,123.54145050048828
2016-02-25,125.6915283203125
2016-02-26,126.42252349853516
2016-02-29,125.30453491210938
2016-03-01,128.4865264892578
2016-03-02,129.77659606933594
2016-03-03,129.94859313964844
2016-03-04,130.98056030273438
2016-03-07,130.24960327148438
2016-03-08,129.26058959960938
2016-03-09,129.2176055908203
2016-03-10,128.74456787109375
2016-03-11,130.46458435058594
2016-03-14,130.16357421875
2016-03-15,130.2066192626953
2016-03-16,129.7335662841797
2016-03-17,133.1306610107422
2016-03-18,132.9586181640625
2016-03-21,133.68968200683594
2016-03-22,133.56069946289062
2016-03-23,133.60365295410156
2016-03-24,133.7756805419922
2016-03-28,135.4097137451172
2016-03-29,135.36666870117188
2016-03-30,136.87171936035156
2016-03-31,136.69972229003906
2016-04-01,137.30172729492188
2016-04-04,134.29171752929688
2016-04-05,133.2166748046875
2016-04-06,132.8726806640625
2016-04-07,131.71163940429688
2016-04-08,132.399658203125
2016-04-11,132.05564880371094
2016-04-12,132.48565673828125
2016-04-13,133.2166748046875
2016-04-14,133.3885955810547
2016-04-15,133.4317169189453
2016-04-18,133.56069946289062
2016-04-19,133.94769287109375
2016-04-20,133.94769287109375
2016-04-21,133.2166748046875
2016-04-22,132.27066040039062
2016-04-25,131.92666625976562
2016-04-26,132.8726806640625
2016-04-27,133.0016632080078
2016-04-28,132.8726806640625
2016-04-29,132.22767639160156
2016-05-02,132.82969665527344
2016-05-03,131.71163940429688
2016-05-04,129.30357360839844
2016-05-05,128.52957153320312
2016-05-06,129.51858520507812
2016-05-09,128.44358825683594
2016-05-10,131.06661987304688
2016-05-11,130.46458435058594
2016-05-12,129.3895721435547
2016-05-13,127.4545669555664
2016-05-16,128.83050537109375
2016-05-17,127.75552368164062
2016-05-18,127.32554626464844
2016-05-19,126.25055694580078
2016-05-20,127.11051940917969
2016-05-23,126.80950927734375
2016-05-24,128.35757446289062
2016-05-25,129.3895721435547
2016-05-26,129.0885772705078
2016-05-27,129.51858520507812
2016-05-31,129.9916229248047
2016-06-01,129.4756317138672
2016-06-02,129.2176055908203
2016-06-03,128.74456787109375
2016-06-06,129.51858520507812
2016-06-07,129.60458374023438
2016-06-08,130.3356170654297
2016-06-09,130.03457641601562
2016-06-10,129.17459106445312
2016-06-13,128.27159118652344
2016-06-14,130.8946533203125
2016-06-15,131.53964233398438
2016-06-16,132.75277709960938
2016-06-17,132.5794677734375
2016-06-20,133.57598876953125
2016-06-21,134.05264282226562
2016-06-22,133.359375
2016-06-23,135.1356964111328
2016-06-24,129.1999969482422
2016-06-27,127.03363800048828
2016-06-28,129.71990966796875
2016-06-29,132.36282348632812
2016-06-30,136.39218139648438
2016-07-01,136.435546875
2016-07-05,136.26220703125
2016-07-06,137.51870727539062
2016-07-07,137.86534118652344
2016-07-08,139.51173400878906
2016-07-11,139.55508422851562
2016-07-12,139.7716827392578
2016-07-13,140.20492553710938
2016-07-14,141.37477111816406
2016-07-15,142.4579620361328
2016-07-18,142.58790588378906
2016-07-19,142.67459106445312
2016-07-20,142.02468872070312
2016-07-21,141.20143127441406
2016-07-22,138.9051513671875
2016-07-25,137.08541870117188
2016-07-26,136.34886169433594
2016-07-27,135.525634765625
2016-07-28,135.3956756591797
2016-07-29,134.91912841796875
2016-08-01,134.96246337890625
2016-08-02,134.5291290283203
2016-08-03,134.8758087158203
2016-08-04,135.0491180419922
2016-08-05,135.525634765625
2016-08-08,135.4823455810547
2016-08-09,135.61233520507812
2016-08-10,135.4823455810547
2016-08-11,135.56900024414062
2016-08-12,135.3524169921875
2016-08-15,135.3524169921875
2016-08-16,135.1356964111328
2016-08-17,135.56900024414062
2016-08-18,136.17556762695312
2016-08-19,135.3956756591797
2016-08-22,135.69898986816406
2016-08-23,135.30906677246094
2016-08-24,135.26576232910156
2016-08-25,135.22244262695312
2016-08-26,135.30906677246094
2016-08-29,135.87229919433594
2016-08-30,135.91561889648438
2016-08-31,135.3524169921875
2016-09-01,135.17906188964844
2016-09-02,135.56900024414062
2016-09-06,134.5291290283203
2016-09-07,134.572509765625
2016-09-08,134.48585510253906
2016-09-09,130.4564971923828
2016-09-12,132.10287475585938
2016-09-13,129.32998657226562
2016-09-14,128.68006896972656
2016-09-15,129.90269470214844
2016-09-16,129.59703063964844
2016-09-19,128.50546264648438
2016-09-20,129.5533905029297
2016-09-21,130.33937072753906
2016-09-22,131.16893005371094
2016-09-23,130.51402282714844
2016-09-26,128.98570251464844
2016-09-27,130.47032165527344
2016-09-28,130.55770874023438
2016-09-29,128.94207763671875
2016-09-30,129.3350830078125
2016-10-03,129.4224090576172
2016-10-04,128.81106567382812
2016-10-05,128.81106567382812
2016-10-06,127.80680847167969
2016-10-07,126.97713470458984
2016-10-10,126.0165023803711
2016-10-11,126.27853393554688
2016-10-12,126.1911849975586
2016-10-13,125.62358093261719
2016-10-14,126.14752960205078
2016-10-17,125.97283935546875
2016-10-18,126.54052734375
2016-10-19,126.88983917236328
2016-10-20,126.9334945678711
2016-10-21,126.54052734375
2016-10-24,126.27853393554688
2016-10-25,125.09954833984375
2016-10-26,126.06021881103516
2016-10-27,125.01222229003906
2016-10-28,127.58846282958984
2016-10-31,127.06446838378906
2016-11-01,126.10386657714844
2016-11-02,124.40090942382812
2016-11-03,123.48399353027344
2016-11-04,124.18257904052734
2016-11-07,127.98145294189453
2016-11-08,128.4617462158203
2016-11-09,129.3787384033203
2016-11-10,132.78457641601562
2016-11-11,134.0945587158203
2016-11-14,133.22120666503906
2016-11-15,134.26919555664062
2016-11-16,134.22549438476562
2016-11-17,134.44387817382812
2016-11-18,133.91983032226562
2016-11-21,134.79315185546875
2016-11-22,136.14674377441406
2016-11-23,136.8453826904297
2016-11-25,137.2820587158203
2016-11-28,136.45242309570312
2016-11-29,135.57913208007812
2016-11-30,134.3128662109375
2016-12-01,137.06373596191406
2016-12-02,136.8453826904297
2016-12-05,135.84112548828125
2016-12-06,136.1030731201172
2016-12-07,137.98069763183594
2016-12-08,137.67501831054688
2016-12-09,138.76669311523438
2016-12-12,139.1160125732422
2016-12-13,138.59201049804688
2016-12-14,137.54408264160156
2016-12-15,136.49609375
2016-12-16,138.63563537597656
2016-12-19,139.37796020507812
2016-12-20,140.81886291503906
2016-12-21,140.294921875
2016-12-22,139.9869384765625
2016-12-23,140.25088500976562
2016-12-27,140.33889770507812
2016-12-28,139.4590301513672
2016-12-29,139.50302124023438
2016-12-30,139.01913452148438
2017-01-03,139.4150390625
2017-01-04,139.4590301513672
2017-01-05,138.66714477539062
2017-01-06,139.06312561035156
2017-01-09,138.4031982421875
2017-01-10,138.0072479248047
2017-01-11,138.44725036621094
2017-01-12,138.09524536132812
2017-01-13,137.96324157714844
2017-01-17,137.5673065185547
2017-01-18,137.391357421875
2017-01-19,137.30335998535156
2017-01-20,134.3118133544922
2017-01-23,130.88031005859375
2017-01-24,131.98016357421875
2017-01-25,133.60791015625
2017-01-26,133.38796997070312
2017-01-27,132.02410888671875
2017-01-30,131.80418395996094
2017-01-31,130.66033935546875
2017-02-01,130.61636352539062
2017-02-02,130.57235717773438
2017-02-03,130.66033935546875
2017-02-06,130.484375
2017-02-07,130.04440307617188
2017-02-08,129.47254943847656
2017-02-09,130.17642211914062
2017-02-10,130.7483367919922
2017-02-13,132.15611267089844
2017-02-14,133.2119903564453
2017-02-15,133.51992797851562
2017-02-16,133.95986938476562
2017-02-17,133.60791015625
2017-02-21,134.26780700683594
2017-02-22,133.4319305419922
2017-02-23,133.12156677246094
2017-02-24,133.87539672851562
2017-02-27,132.76681518554688
2017-02-28,132.19029235839844
2017-03-01,133.87539672851562
2017-03-02,133.87539672851562
2017-03-03,133.56497192382812
2017-03-06,133.0328369140625
2017-03-07,132.41201782226562
2017-03-08,132.14593505859375
2017-03-09,131.52511596679688
2017-03-10,134.27447509765625
2017-03-13,132.41201782226562
2017-03-14,130.9929962158203
2017-03-15,131.96859741210938
2017-03-16,131.92420959472656
2017-03-17,132.50070190429688
2017-03-20,131.87989807128906
2017-03-21,130.32781982421875
2017-03-22,130.9486541748047
2017-03-23,131.3477783203125
2017-03-24,131.7911834716797
2017-03-27,130.549560546875
2017-03-28,131.3477783203125
2017-03-29,131.61380004882812
2017-03-30,132.4563446044922
2017-03-31,132.14593505859375
2017-04-03,132.50070190429688
2017-04-04,133.12156677246094
2017-04-05,132.89979553222656
2017-04-06,132.72242736816406
2017-04-07,132.98855590820312
2017-04-10,133.07716369628906
2017-04-11,133.210205078125
2017-04-12,132.01292419433594
2017-04-13,131.08164978027344
2017-04-17,131.4364776611328
2017-04-18,132.32333374023438
2017-04-19,133.0328369140625
2017-04-20,134.2301788330078
2017-04-21,131.037353515625
2017-04-24,131.037353515625
2017-04-25,130.59390258789062
2017-04-26,129.7513427734375
2017-04-27,128.95318603515625
2017-04-28,128.5540771484375
2017-05-01,128.3323211669922
2017-05-02,128.5540771484375
2017-05-03,129.6183624267578
2017-05-04,129.4853515625
2017-05-05,129.57400512695312
2017-05-08,128.9088134765625
2017-05-09,128.2880096435547
2017-05-10,127.26805877685547
2017-05-11,128.02195739746094
2017-05-12,125.36127471923828
2017-05-15,124.9621810913086
2017-05-16,124.34138488769531
2017-05-17,121.54766845703125
2017-05-18,121.85808563232422
2017-05-19,124.38573455810547
2017-05-22,124.9621810913086
2017-05-23,125.40564727783203
2017-05-24,123.41015625
2017-05-25,121.90241241455078
2017-05-26,121.72502899169922
2017-05-30,121.32595825195312
2017-05-31,121.4146499633789
2017-06-01,122.92233276367188
2017-06-02,123.63188934326172
2017-06-05,124.07528686523438
2017-06-06,123.85358428955078
2017-06-07,122.74495697021484
2017-06-08,122.34587097167969
2017-06-09,123.8979263305664
2017-06-12,128.3323211669922
2017-06-13,126.15947723388672
2017-06-14,127.2237548828125
2017-06-15,129.4149169921875
2017-06-16,129.68324279785156
2017-06-19,128.7888641357422
2017-06-20,125.79280090332031
2017-06-21,124.2276382446289
2017-06-22,123.19908142089844
2017-06-23,123.28852844238281
2017-06-26,123.46741485595703
2017-06-27,121.67866516113281
2017-06-28,121.09734344482422
2017-06-29,120.8290023803711
2017-06-30,120.78431701660156
2017-07-03,122.75188446044922
2017-07-05,122.30472564697266
2017-07-06,117.65399169921875
2017-07-07,116.93852996826172
2017-07-10,116.44661712646484
2017-07-11,117.967041015625
2017-07-12,118.8614273071289
2017-07-13,119.80049133300781
2017-07-14,119.75578308105469
2017-07-17,119.93465423583984
2017-07-18,120.24768829345703
2017-07-19,120.47128295898438
2017-07-20,119.3532943725586
2017-07-21,115.86527252197266
2017-07-24,113.71879577636719
2017-07-25,113.76351165771484
2017-07-26,114.43428039550781
2017-07-27,115.32866668701172
2017-07-28,114.1659927368164
2017-07-31,114.52371978759766
2017-08-01,113.76351165771484
2017-08-02,114.12125396728516
2017-08-03,115.19451141357422
2017-08-04,115.28394317626953
2017-08-07,114.61317443847656
2017-08-08,114.30014038085938
2017-08-09,114.97090148925781
2017-08-10,113.13745880126953
2017-08-11,112.69025421142578
2017-08-14,113.40576934814453
2017-08-15,112.42196655273438
2017-08-16,112.24308776855469
2017-08-17,110.67793273925781
2017-08-18,109.78357696533203
2017-08-21,109.5152816772461
2017-08-22,110.00717163085938
2017-08-23,109.06808471679688
2017-08-24,108.66563415527344
2017-08-25,109.5152816772461
2017-08-28,109.42582702636719
2017-08-29,109.29167938232422
2017-08-30,108.57618713378906
2017-08-31,109.78357696533203
2017-09-01,112.42196655273438
2017-09-05,110.67793273925781
2017-09-06,111.43816375732422
2017-09-07,107.41352081298828
2017-09-08,106.51914978027344
2017-09-11,106.07195281982422
2017-09-12,106.9216079711914
2017-09-13,107.81597137451172
2017-09-14,108.48677825927734
2017-09-15,108.08023834228516
2017-09-18,110.4739990234375
2017-09-19,109.29969787597656
2017-09-20,109.84170532226562
2017-09-21,111.78379821777344
2017-09-22,112.32579040527344
2017-09-25,113.40973663330078
2017-09-26,112.59677124023438
2017-09-27,110.0675277709961
2017-09-28,109.4803695678711
2017-09-29,109.20940399169922
2017-10-02,110.9708251953125
2017-10-03,112.0096206665039
2017-10-04,110.56433868408203
2017-10-05,110.8353271484375
2017-10-06,110.15785217285156
2017-10-09,105.8219985961914
2017-10-10,105.50585174560547
2017-10-11,104.19605255126953
2017-10-12,104.10575103759766
2017-10-13,103.78955841064453
2017-10-16,105.50585174560547
2017-10-17,104.738037109375
2017-10-18,104.42188262939453
2017-10-19,106.4994888305664
2017-10-20,107.62859344482422
2017-10-23,100.80866241455078
2017-10-24,98.8665542602539
2017-10-25,97.10511779785156
2017-10-26,96.29212951660156
2017-10-27,93.89839172363281
2017-10-30,92.1821060180664
2017-10-31,91.05298614501953
2017-11-01,90.4206771850586
2017-11-02,90.05936431884766
2017-11-03,90.96265411376953
2017-11-06,90.91749572753906
2017-11-07,91.27880096435547
2017-11-08,90.87232971191406
2017-11-09,90.28517150878906
2017-11-10,92.54342651367188
2017-11-13,85.9041519165039
2017-11-14,80.84564208984375
2017-11-15,82.47160339355469
2017-11-16,82.42645263671875
2017-11-17,82.24580383300781
2017-11-20,81.20698547363281
2017-11-21,80.52948760986328
2017-11-22,81.97478485107422
2017-11-24,82.15545654296875
2017-11-27,81.83930969238281
2017-11-28,83.14910125732422
2017-11-29,83.46525573730469
2017-11-30,82.60710906982422
2017-12-01,80.75533294677734
2017-12-04,81.07148742675781
2017-12-05,80.21334075927734
2017-12-06,79.76171112060547
2017-12-07,79.98753356933594
2017-12-08,79.98753356933594
2017-12-11,79.71651458740234
2017-12-12,80.89081573486328
2017-12-13,80.21334075927734
2017-12-14,79.6713638305664
2017-12-15,80.48432922363281
2017-12-18,80.21334075927734
2017-12-19,79.44552612304688
2017-12-20,78.81322479248047
2017-12-21,78.90355682373047
2017-12-22,79.03907012939453
2017-12-26,79.26644134521484
2017-12-27,79.03907775878906
2017-12-28,78.94811248779297
2017-12-29,79.35738372802734
2018-01-02,81.76768493652344
2018-01-03,82.54080200195312
2018-01-04,84.2688980102539
2018-01-05,84.31439971923828
2018-01-08,83.13198852539062
2018-01-09,84.40533447265625
2018-01-10,86.08800506591797
2018-01-11,86.4972915649414
2018-01-12,85.31490325927734
2018-01-16,82.81364440917969
2018-01-17,78.90262603759766
2018-01-18,76.26497650146484
2018-01-19,73.94564819335938
2018-01-22,73.53632354736328
2018-01-23,76.8106689453125
2018-01-24,74.76420593261719
2018-01-25,73.5818099975586
2018-01-26,73.35441589355469
2018-01-29,74.03658294677734
2018-01-30,72.53584289550781
2018-01-31,73.53632354736328
2018-02-01,72.85417938232422
2018-02-02,71.12605285644531
2018-02-05,67.80622100830078
2018-02-06,69.44340515136719
2018-02-07,69.35245513916016
2018-02-08,65.71428680419922
2018-02-09,67.94268035888672
2018-02-12,67.39693450927734
2018-02-13,66.71479034423828
2018-02-14,67.76075744628906
2018-02-15,67.53337097167969
2018-02-16,68.44290924072266
2018-02-20,67.03312683105469
2018-02-21,65.89618682861328
2018-02-22,66.4874038696289
2018-02-23,66.4415512084961
2018-02-26,67.17520141601562
2018-02-27,66.48738861083984
2018-02-28,64.6991195678711
2018-03-01,64.28643035888672
2018-03-02,64.74497985839844
2018-03-05,66.12056732177734
2018-03-06,67.12934875488281
2018-03-07,66.53325653076172
2018-03-08,66.57908630371094
2018-03-09,68.50495147705078
2018-03-12,69.23860168457031
2018-03-13,66.16641235351562
2018-03-14,65.4327621459961
2018-03-15,65.84546661376953
2018-03-16,65.6161880493164
2018-03-19,64.51570129394531
2018-03-20,62.54399490356445
2018-03-21,63.64448928833008
2018-03-22,61.214256286621094
2018-03-23,59.93035888671875
2018-03-26,59.10499954223633
2018-03-27,61.626949310302734
2018-03-28,62.72742462158203
2018-03-29,61.81035232543945
2018-04-02,60.15962600708008
2018-04-03,60.20549011230469
2018-04-04,60.893280029296875
2018-04-05,61.58108901977539
2018-04-06,59.88451385498047
2018-04-09,58.82988739013672
2018-04-10,59.838661193847656
2018-04-11,59.471832275390625
2018-04-12,60.434757232666016
2018-04-13,61.856201171875
2018-04-16,61.12255096435547
2018-04-17,63.23180389404297
2018-04-18,62.635719299316406
2018-04-19,64.14887237548828
2018-04-20,66.67081451416016
2018-04-23,66.57908630371094
2018-04-24,67.312744140625
2018-04-25,64.42399597167969
2018-04-26,65.93716430664062
2018-04-27,65.93716430664062
2018-04-30,64.51570129394531
2018-05-01,64.42399597167969
2018-05-02,65.02012634277344
2018-05-03,63.87375259399414
2018-05-04,64.65325927734375
2018-05-07,64.51570129394531
2018-05-08,65.4327621459961
2018-05-09,67.03765106201172
2018-05-10,67.35861206054688
2018-05-11,66.94593048095703
2018-05-14,67.4503173828125
2018-05-15,67.4503173828125
2018-05-16,68.91763305664062
2018-05-17,68.91763305664062
2018-05-18,68.64250183105469
2018-05-21,69.97225952148438
2018-05-22,70.10980224609375
2018-05-23,65.02012634277344
2018-05-24,66.94593048095703
2018-05-25,67.08348846435547
2018-05-29,65.02012634277344
2018-05-30,64.97420501708984
2018-05-31,64.56155395507812
2018-06-01,64.65325927734375
2018-06-04,62.86497116088867
2018-06-05,63.277652740478516
2018-06-06,62.54399490356445
2018-06-07,63.18596649169922
2018-06-08,63.87375259399414
2018-06-11,64.10301971435547
2018-06-12,64.10301971435547
2018-06-13,63.69032669067383
2018-06-14,62.54399490356445
2018-06-15,61.52627182006836
2018-06-18,61.06367874145508
2018-06-19,59.90718460083008
2018-06-20,59.583351135253906
2018-06-21,59.02821731567383
2018-06-22,60.36977005004883
2018-06-25,58.98194885253906
2018-06-26,63.56174087524414
2018-06-27,64.5794677734375
2018-06-28,63.97807693481445
2018-06-29,62.96035385131836
2018-07-02,61.85009765625
2018-07-03,61.85009765625
2018-07-05,62.127662658691406
2018-07-06,64.07060241699219
2018-07-09,64.53319549560547
2018-07-10,65.5509033203125
2018-07-11,64.7182388305664
2018-07-12,64.7182388305664
2018-07-13,64.25562286376953
2018-07-16,64.30191040039062
2018-07-17,63.33042907714844
2018-07-18,63.60800552368164
2018-07-19,63.51548385620117
2018-07-20,60.6935920715332
2018-07-23,60.09220504760742
2018-07-24,60.6935920715332
2018-07-25,60.647335052490234
2018-07-26,60.832374572753906
2018-07-27,60.41603469848633
2018-07-30,60.878623962402344
2018-07-31,63.05287551879883
2018-08-01,61.248714447021484
2018-08-02,60.924896240234375
2018-08-03,60.786109924316406
2018-08-06,60.601070404052734
2018-08-07,60.878623962402344
2018-08-08,60.36977005004883
2018-08-09,59.86090850830078
2018-08-10,59.07448196411133
2018-08-13,57.59415054321289
2018-08-14,57.13154220581055
2018-08-15,56.530155181884766
2018-08-16,56.900238037109375
2018-08-17,56.900238037109375
2018-08-20,56.900238037109375
2018-08-21,58.42683410644531
2018-08-22,57.686676025390625
2018-08-23,58.0104866027832
2018-08-24,57.82544708251953
2018-08-27,59.07448196411133
2018-08-28,59.02821731567383
2018-08-29,59.99968719482422
2018-08-30,59.07448196411133
2018-08-31,59.86090850830078
2018-09-04,58.611873626708984
2018-09-05,58.10301208496094
2018-09-06,57.87171173095703
2018-09-07,57.36285400390625
2018-09-10,57.87171173095703
2018-09-11,57.03902816772461
2018-09-12,58.334320068359375
2018-09-13,58.796913146972656
2018-09-14,59.217227935791016
2018-09-17,59.31064224243164
2018-09-18,59.12382888793945
2018-09-19,60.05784225463867
2018-09-20,58.18980407714844
2018-09-21,56.83546447753906
2018-09-24,54.82731246948242
2018-09-25,52.6323356628418
2018-09-26,53.19276428222656
2018-09-27,53.84657669067383
2018-09-28,52.72575759887695
2018-10-01,56.46184539794922
2018-10-02,57.535980224609375
2018-10-03,58.283203125
2018-10-04,59.12382888793945
2018-10-05,61.55229568481445
2018-10-08,63.56044387817383
2018-10-09,63.280250549316406
2018-10-10,62.01929473876953
2018-10-11,59.404022216796875
2018-10-12,57.535980224609375
2018-10-15,56.74205780029297
2018-10-16,56.508548736572266
2018-10-17,56.92885971069336
2018-10-18,57.816192626953125
2018-10-19,58.65681838989258
2018-10-22,57.816192626953125
2018-10-23,59.263919830322266
2018-10-24,56.83546447753906
2018-10-25,55.10750198364258
2018-10-26,52.7724494934082
2018-10-29,52.118629455566406
2018-10-30,47.54191589355469
2018-10-31,47.16829299926758
2018-11-01,44.73982620239258
2018-11-02,43.38549041748047
2018-11-05,43.33879089355469
2018-11-06,43.99260711669922
2018-11-07,42.965187072753906
2018-11-08,42.4981689453125
2018-11-09,40.06970977783203
2018-11-12,37.3143310546875
2018-11-13,40.20980453491211
2018-11-14,38.85545349121094
2018-11-15,38.15494155883789
2018-11-16,37.454429626464844
2018-11-19,36.613792419433594
2018-11-20,35.72649002075195
2018-11-21,36.47370529174805
2018-11-23,35.352867126464844
2018-11-26,35.39957046508789
2018-11-27,34.745750427246094
2018-11-28,36.14678955078125
2018-11-29,37.0808219909668
2018-11-30,35.02595901489258
2018-12-03,36.47370529174805
2018-12-04,33.99852752685547
2018-12-06,34.325439453125
2018-12-07,32.73759841918945
2018-12-10,32.363990783691406
2018-12-11,31.570068359375
2018-12-12,31.336559295654297
2018-12-13,33.62491989135742
2018-12-14,33.15791320800781
2018-12-17,33.391422271728516
2018-12-18,33.99852752685547
2018-12-19,35.822391510009766
2018-12-20,34.793540954589844
2018-12-21,33.437347412109375
2018-12-24,32.36173629760742
2018-12-26,34.55971908569336
2018-12-27,33.99853515625
2018-12-28,35.12089920043945
2018-12-31,35.40150451660156
2019-01-02,37.646236419677734
2019-01-03,37.69301986694336
2019-01-04,38.4880256652832
2019-01-07,40.8730583190918
2019-01-08,40.031288146972656
2019-01-09,39.750694274902344
2019-01-10,41.808372497558594
2019-01-11,41.808372497558594
2019-01-14,41.62131881713867
2019-01-15,40.826297760009766
2019-01-16,41.99543762207031
2019-01-17,42.743690490722656
2019-01-18,42.36956024169922
2019-01-22,40.49894714355469
2019-01-23,40.826297760009766
2019-01-24,41.06011962890625
2019-01-25,42.83721160888672
2019-01-28,41.76161193847656
2019-01-29,41.62131881713867
2019-01-30,42.55662155151367
2019-01-31,47.51377868652344
2019-02-01,47.6540641784668
2019-02-04,47.74759292602539
2019-02-05,49.71174621582031
2019-02-06,48.963504791259766
2019-02-07,47.046119689941406
2019-02-08,45.87697219848633
2019-02-11,46.90582275390625
2019-02-12,46.671993255615234
2019-02-13,48.495849609375
2019-02-14,46.95257568359375
2019-02-15,47.18640899658203
2019-02-19,47.37346649169922
2019-02-20,47.23316955566406
2019-02-21,46.90582275390625
2019-02-22,47.56053161621094
2019-02-25,50.60029220581055
2019-02-26,51.846126556396484
2019-02-27,52.91613006591797
2019-02-28,50.532955169677734
2019-03-01,49.94931411743164
2019-03-04,50.48431396484375
2019-03-05,48.10114669799805
2019-03-06,44.30752182006836
2019-03-07,45.961158752441406
2019-03-08,46.642784118652344
2019-03-11,48.200782775878906
2019-03-12,47.5191535949707
2019-03-13,48.7850341796875
2019-03-14,50.148292541503906
2019-03-15,48.49291229248047
2019-03-18,49.66142654418945
