,TXT
2014-11-05,41.4025993347168
2014-11-06,41.579811096191406
2014-11-07,41.24504470825195
2014-11-10,41.44196319580078
2014-11-11,41.156436920166016
2014-11-12,41.44196319580078
2014-11-13,41.50104522705078
2014-11-14,41.097373962402344
2014-11-17,41.156436920166016
2014-11-18,41.79642105102539
2014-11-19,42.17058563232422
2014-11-20,42.32810974121094
2014-11-21,42.909027099609375
2014-11-24,43.54902267456055
2014-11-25,43.01734161376953
2014-11-26,42.623497009277344
2014-11-28,42.653038024902344
2014-12-01,41.87519836425781
2014-12-02,41.510887145996094
2014-12-03,42.55455780029297
2014-12-04,41.81612014770508
2014-12-05,41.66844177246094
2014-12-08,40.969356536865234
2014-12-09,41.1958122253418
2014-12-10,39.915225982666016
2014-12-11,39.984195709228516
2014-12-12,38.742984771728516
2014-12-15,39.07791519165039
2014-12-16,38.900596618652344
2014-12-17,40.04328155517578
2014-12-18,41.363277435302734
2014-12-19,42.072532653808594
2014-12-22,42.25969696044922
2014-12-23,42.634029388427734
2014-12-24,42.35821533203125
2014-12-26,42.407466888427734
2014-12-29,42.456722259521484
2014-12-30,42.052825927734375
2014-12-31,41.48149108886719
2015-01-02,41.54058837890625
2015-01-05,40.74269485473633
2015-01-06,40.565364837646484
2015-01-07,40.83134078979492
2015-01-08,42.673439025878906
2015-01-09,41.94447708129883
2015-01-12,41.511043548583984
2015-01-13,41.796722412109375
2015-01-14,41.560298919677734
2015-01-15,41.698211669921875
2015-01-16,42.23015594482422
2015-01-20,41.92477035522461
2015-01-21,41.826271057128906
2015-01-22,42.811344146728516
2015-01-23,41.73760986328125
2015-01-26,41.816410064697266
2015-01-27,40.75252914428711
2015-01-28,41.363277435302734
2015-01-29,41.92477035522461
2015-01-30,41.92477035522461
2015-02-02,42.44688034057617
2015-02-03,42.7325325012207
2015-02-04,42.46657180786133
2015-02-05,42.890132904052734
2015-02-06,42.90000534057617
2015-02-09,42.574913024902344
2015-02-10,42.92955017089844
2015-02-11,42.525657653808594
2015-02-12,43.53044891357422
2015-02-13,44.01313400268555
2015-02-17,43.4417839050293
2015-02-18,43.65850067138672
2015-02-19,44.12149429321289
2015-02-20,44.318504333496094
2015-02-23,44.239707946777344
2015-02-24,44.65343475341797
2015-02-25,44.2988166809082
2015-02-26,43.55013656616211
2015-02-27,43.648651123046875
2015-03-02,43.776710510253906
2015-03-03,43.22507095336914
2015-03-04,42.988651275634766
2015-03-05,43.353126525878906
2015-03-06,44.111629486083984
2015-03-09,43.62895202636719
2015-03-10,42.348358154296875
2015-03-11,41.98369216918945
2015-03-12,42.7425537109375
2015-03-13,42.18081283569336
2015-03-16,43.24520492553711
2015-03-17,43.156490325927734
2015-03-18,44.004066467285156
2015-03-19,43.747802734375
2015-03-20,44.3391227722168
2015-03-23,43.964630126953125
2015-03-24,44.42783737182617
2015-03-25,43.68867492675781
2015-03-26,43.36345672607422
2015-03-27,43.55070495605469
2015-03-30,44.417972564697266
2015-03-31,43.68867492675781
2015-04-01,44.15187454223633
2015-04-02,44.28984832763672
2015-04-06,45.433074951171875
2015-04-07,45.107845306396484
2015-04-08,45.186683654785156
2015-04-09,45.147274017333984
2015-04-10,45.45278549194336
2015-04-13,45.05857467651367
2015-04-14,44.950164794921875
2015-04-15,45.24581527709961
2015-04-16,45.442935943603516
2015-04-17,44.1617546081543
2015-04-20,44.792476654052734
2015-04-21,44.01390838623047
2015-04-22,44.063175201416016
2015-04-23,44.07304763793945
2015-04-24,43.57040786743164
2015-04-27,43.038238525390625
2015-04-28,43.7182502746582
2015-04-29,43.52114486694336
2015-04-30,43.343746185302734
2015-05-01,43.76752471923828
2015-05-04,43.95476150512695
2015-05-05,43.75767135620117
2015-05-06,43.964630126953125
2015-05-07,44.03362274169922
2015-05-08,44.53622055053711
2015-05-11,44.743202209472656
2015-05-12,44.86146545410156
2015-05-13,45.226112365722656
2015-05-14,46.18208312988281
2015-05-15,45.94554901123047
2015-05-18,45.98497772216797
2015-05-19,45.62032699584961
2015-05-20,45.7977180480957
2015-05-21,45.837158203125
2015-05-22,45.67945861816406
2015-05-26,45.03886413574219
2015-05-27,45.275390625
2015-05-28,45.28524398803711
2015-05-29,44.565792083740234
2015-06-01,44.4968147277832
2015-06-02,44.4968147277832
2015-06-03,44.70378875732422
2015-06-04,43.88578414916992
2015-06-05,44.112457275390625
2015-06-08,44.09274673461914
2015-06-09,43.90549850463867
2015-06-10,45.414031982421875
2015-06-11,45.50278091430664
2015-06-12,45.31543731689453
2015-06-15,44.87174987792969
2015-06-16,45.26613235473633
2015-06-17,45.2760009765625
2015-06-18,45.818294525146484
2015-06-19,45.49291229248047
2015-06-22,45.62109375
2015-06-23,45.404178619384766
2015-06-24,45.2760009765625
2015-06-25,45.029518127441406
2015-06-26,44.990074157714844
2015-06-29,43.91535949707031
2015-06-30,44.004112243652344
2015-07-01,44.082977294921875
2015-07-02,43.86607360839844
2015-07-06,43.73788070678711
2015-07-07,43.589988708496094
2015-07-08,42.357521057128906
2015-07-09,43.07728958129883
2015-07-10,43.06742858886719
2015-07-13,43.629425048828125
2015-07-14,43.70830154418945
2015-07-15,42.880069732666016
2015-07-16,43.41251754760742
2015-07-17,43.195594787597656
2015-07-20,43.11671447753906
2015-07-21,42.45611572265625
2015-07-22,41.46027374267578
2015-07-23,41.10532760620117
2015-07-24,40.53346252441406
2015-07-27,39.96159362792969
2015-07-28,42.2687873840332
2015-07-29,43.38294219970703
2015-07-30,43.56040954589844
2015-07-31,43.08714294433594
2015-08-03,42.63359069824219
2015-08-04,42.53498077392578
2015-08-05,42.653316497802734
2015-08-06,42.30821990966797
2015-08-07,41.85467529296875
2015-08-10,43.23503494262695
2015-08-11,42.357521057128906
2015-08-12,41.933536529541016
2015-08-13,42.36738204956055
2015-08-14,42.958961486816406
2015-08-17,43.09700012207031
2015-08-18,43.07728958129883
2015-08-19,42.79133987426758
2015-08-20,41.14475631713867
2015-08-21,39.20238494873047
2015-08-24,37.85161590576172
2015-08-25,36.481101989746094
2015-08-26,37.46707534790039
2015-08-27,38.85730743408203
2015-08-28,39.1530876159668
2015-08-31,38.25585174560547
2015-09-01,36.64871597290039
2015-09-02,38.03894805908203
2015-09-03,38.25585174560547
2015-09-04,38.10796356201172
2015-09-08,39.69538116455078
2015-09-09,39.72498321533203
2015-09-10,39.83348846435547
2015-09-11,39.96172332763672
2015-09-14,39.77429962158203
2015-09-15,40.37605285644531
2015-09-16,40.66212463378906
2015-09-17,40.11954879760742
2015-09-18,39.0443229675293
2015-09-21,39.02458190917969
2015-09-22,38.00852584838867
2015-09-23,37.564613342285156
2015-09-24,37.76191329956055
2015-09-25,37.75204086303711
2015-09-28,36.982601165771484
2015-09-29,36.92342758178711
2015-09-30,37.130577087402344
2015-10-01,37.57448196411133
2015-10-02,37.90987777709961
2015-10-05,38.83715057373047
2015-10-06,39.02458190917969
2015-10-07,39.67564010620117
2015-10-08,40.54375076293945
2015-10-09,40.701576232910156
2015-10-12,40.65225601196289
2015-10-13,40.12942123413086
2015-10-14,39.53754806518555
2015-10-15,39.310665130615234
2015-10-16,38.560951232910156
2015-10-19,37.98878860473633
2015-10-20,38.27487564086914
2015-10-21,38.06770706176758
2015-10-22,38.63985824584961
2015-10-23,38.50175094604492
2015-10-26,38.29459762573242
2015-10-27,39.882816314697266
2015-10-28,41.411842346191406
2015-10-29,41.263858795166016
2015-10-30,41.59926986694336
2015-11-02,42.27992630004883
2015-11-03,41.48088836669922
2015-11-04,41.293460845947266
2015-11-05,41.4019660949707
2015-11-06,41.411842346191406
2015-11-09,40.65225601196289
2015-11-10,40.54375076293945
2015-11-11,40.6226692199707
2015-11-12,40.34645462036133
2015-11-13,40.454959869384766
2015-11-16,41.86560821533203
2015-11-17,41.224403381347656
2015-11-18,42.01356887817383
2015-11-19,42.733680725097656
2015-11-20,43.02962875366211
2015-11-23,42.82246780395508
2015-11-24,42.59558868408203
2015-11-25,42.74357223510742
2015-11-27,42.65477752685547
2015-11-30,42.09247589111328
2015-12-01,42.14181900024414
2015-12-02,41.175071716308594
2015-12-03,40.61278533935547
2015-12-04,41.51048278808594
2015-12-07,41.332908630371094
2015-12-08,40.6226692199707
2015-12-09,40.928611755371094
2015-12-10,41.056907653808594
2015-12-11,40.326568603515625
2015-12-14,40.71148681640625
2015-12-15,40.82990646362305
2015-12-16,42.0537223815918
2015-12-17,40.87925338745117
2015-12-18,40.47462463378906
2015-12-21,40.77070236206055
2015-12-22,41.52077865600586
2015-12-23,42.22150421142578
2015-12-24,42.1326789855957
2015-12-28,42.00438690185547
2015-12-29,42.418907165527344
2015-12-30,41.89582443237305
2015-12-31,41.4615592956543
2016-01-04,40.958213806152344
2016-01-05,41.056907653808594
2016-01-06,39.8232307434082
2016-01-07,39.00407409667969
2016-01-08,38.5599365234375
2016-01-11,38.38227844238281
2016-01-12,38.5698127746582
2016-01-13,37.45457077026367
2016-01-14,37.464420318603516
2016-01-15,36.86240005493164
2016-01-19,36.319580078125
2016-01-20,35.88533020019531
2016-01-21,36.033355712890625
2016-01-22,36.96110153198242
2016-01-25,36.34919357299805
2016-01-26,37.237430572509766
2016-01-27,32.26323699951172
2016-01-28,33.151485443115234
2016-01-29,33.77326583862305
2016-02-01,32.7567024230957
2016-02-02,31.345375061035156
2016-02-03,31.85856819152832
2016-02-04,31.878324508666992
2016-02-05,31.878324508666992
2016-02-08,32.055973052978516
2016-02-09,31.611848831176758
2016-02-10,31.58224868774414
2016-02-11,30.7038631439209
2016-02-12,31.66119956970215
2016-02-16,32.41127014160156
2016-02-17,32.865257263183594
2016-02-18,33.309391021728516
2016-02-19,32.84552764892578
2016-02-22,33.71404266357422
2016-02-23,33.44756317138672
2016-02-24,33.556121826171875
2016-02-25,34.059478759765625
2016-02-26,34.098941802978516
2016-02-29,33.70418167114258
2016-03-01,34.049598693847656
2016-03-02,33.72391128540039
2016-03-03,33.20082473754883
2016-03-04,32.569190979003906
2016-03-07,32.490234375
2016-03-08,32.085575103759766
2016-03-09,32.747249603271484
2016-03-10,32.54973220825195
2016-03-11,33.478031158447266
2016-03-14,33.42864990234375
2016-03-15,33.09287643432617
2016-03-16,33.7940559387207
2016-03-17,34.53471755981445
2016-03-18,35.719783782958984
2016-03-21,35.90742111206055
2016-03-22,36.15430450439453
2016-03-23,36.13454818725586
2016-03-24,35.70989990234375
2016-03-28,35.581520080566406
2016-03-29,35.700016021728516
2016-03-30,35.86790466308594
2016-03-31,36.00616455078125
2016-04-01,36.23330307006836
2016-04-04,36.14441680908203
2016-04-05,35.94690704345703
2016-04-06,36.4505729675293
2016-04-07,36.41107177734375
2016-04-08,36.22342300415039
2016-04-11,36.36168670654297
2016-04-12,36.68757247924805
2016-04-13,37.58625793457031
2016-04-14,37.48748779296875
2016-04-15,37.28010940551758
2016-04-18,37.45786666870117
2016-04-19,37.576377868652344
2016-04-20,39.413230895996094
2016-04-21,39.05769729614258
2016-04-22,39.28485107421875
2016-04-25,38.504669189453125
2016-04-26,39.25520706176758
2016-04-27,39.38359832763672
2016-04-28,38.81082534790039
2016-04-29,38.19853210449219
2016-05-02,38.52442932128906
2016-05-03,38.18867111206055
2016-05-04,37.576377868652344
2016-05-05,37.714622497558594
2016-05-06,37.75414276123047
2016-05-09,37.576377868652344
2016-05-10,37.84300994873047
2016-05-11,37.675140380859375
2016-05-12,37.38874053955078
2016-05-13,36.88508987426758
2016-05-16,37.576377868652344
2016-05-17,37.79363250732422
2016-05-18,37.714622497558594
2016-05-19,37.06284713745117
2016-05-20,37.4479866027832
2016-05-23,37.19123077392578
2016-05-24,37.80352020263672
2016-05-25,37.98126220703125
2016-05-26,37.773887634277344
2016-05-27,37.764015197753906
2016-05-31,37.58625793457031
2016-06-01,37.714622497558594
2016-06-02,38.03064727783203
2016-06-03,39.46260452270508
2016-06-06,39.640357971191406
2016-06-07,39.45272445678711
2016-06-08,39.31439208984375
2016-06-09,38.8994140625
2016-06-10,38.28683090209961
2016-06-13,37.54579544067383
2016-06-14,37.12092208862305
2016-06-15,37.624847412109375
2016-06-16,37.70387649536133
2016-06-17,37.782936096191406
2016-06-20,38.38563919067383
2016-06-21,38.0694580078125
2016-06-22,37.86196517944336
2016-06-23,37.96076202392578
2016-06-24,35.48076629638672
2016-06-27,33.90978240966797
2016-06-28,34.10738754272461
2016-06-29,34.611289978027344
2016-06-30,36.123008728027344
2016-07-01,35.945152282714844
2016-07-05,35.293052673339844
2016-07-06,35.34245300292969
2016-07-07,35.28315353393555
2016-07-08,36.54786682128906
2016-07-11,37.782936096191406
2016-07-12,37.901485443115234
2016-07-13,37.91135787963867
2016-07-14,38.108985900878906
2016-07-15,38.28683090209961
2016-07-18,38.52396774291992
2016-07-19,38.24730682373047
2016-07-20,38.80062484741211
2016-07-21,38.741329193115234
2016-07-22,39.34403610229492
2016-07-25,38.68205261230469
2016-07-26,39.0871467590332
2016-07-27,38.80062484741211
2016-07-28,38.7314453125
2016-07-29,38.53384017944336
2016-08-01,38.207786560058594
2016-08-02,37.753292083740234
2016-08-03,38.2571907043457
2016-08-04,38.108985900878906
2016-08-05,38.5437126159668
2016-08-08,38.64253234863281
2016-08-09,38.68205261230469
2016-08-10,38.65239334106445
2016-08-11,38.9191780090332
2016-08-12,38.741329193115234
2016-08-15,39.82818603515625
2016-08-16,39.71949768066406
2016-08-17,39.92698669433594
2016-08-18,40.055442810058594
2016-08-19,40.174007415771484
2016-08-22,40.292564392089844
2016-08-23,40.50993728637695
2016-08-24,40.50993728637695
2016-08-25,40.381492614746094
2016-08-26,40.450645446777344
2016-08-29,40.71742630004883
2016-08-30,40.747066497802734
2016-08-31,40.36172103881836
2016-09-01,40.32220458984375
2016-09-02,40.62849426269531
2016-09-06,40.22340393066406
2016-09-07,40.34202575683594
2016-09-08,40.35190200805664
2016-09-09,39.37327575683594
2016-09-12,39.95648956298828
2016-09-13,39.32383728027344
2016-09-14,38.52311706542969
2016-09-15,38.92842483520508
2016-09-16,38.46380615234375
2016-09-19,38.64175033569336
2016-09-20,38.46380615234375
2016-09-21,38.82957458496094
2016-09-22,39.26451873779297
2016-09-23,38.997623443603516
2016-09-26,38.750484466552734
2016-09-27,39.13601303100586
2016-09-28,39.7192497253418
2016-09-29,39.04704284667969
2016-09-30,39.294189453125
2016-10-03,39.422698974609375
2016-10-04,38.76038360595703
2016-10-05,39.14590835571289
2016-10-06,39.45235061645508
2016-10-07,38.04863357543945
2016-10-10,38.41438293457031
2016-10-11,37.46539306640625
2016-10-12,37.53459167480469
2016-10-13,37.51482009887695
2016-10-14,37.33688735961914
2016-10-17,37.386314392089844
2016-10-18,37.65321350097656
2016-10-19,37.65321350097656
2016-10-20,39.037166595458984
2016-10-21,38.46380615234375
2016-10-24,38.58243942260742
2016-10-25,38.681297302246094
2016-10-26,39.39303970336914
2016-10-27,39.116241455078125
2016-10-28,39.35348892211914
2016-10-31,39.620399475097656
2016-11-01,39.096466064453125
2016-11-02,38.55278396606445
2016-11-03,38.57254409790039
2016-11-04,38.63186264038086
2016-11-07,40.28271484375
2016-11-08,40.2629508972168
2016-11-09,42.38829040527344
2016-11-10,43.57453155517578
2016-11-11,44.19729995727539
2016-11-14,44.622371673583984
2016-11-15,44.61248779296875
2016-11-16,44.10832977294922
2016-11-17,44.05890655517578
2016-11-18,43.73268508911133
2016-11-21,44.04903030395508
2016-11-22,44.69156265258789
2016-11-23,45.25503158569336
2016-11-25,45.42307662963867
2016-11-28,45.17594909667969
2016-11-29,45.45273971557617
2016-11-30,45.502166748046875
2016-12-01,47.33094787597656
2016-12-02,46.945438385009766
2016-12-05,46.816917419433594
2016-12-06,47.11347198486328
2016-12-07,47.904640197753906
2016-12-08,47.390380859375
2016-12-09,47.85518264770508
2016-12-12,47.86508560180664
2016-12-13,47.934303283691406
2016-12-14,47.64750289916992
2016-12-15,48.46833801269531
2016-12-16,48.0628662109375
2016-12-19,47.80574035644531
2016-12-20,48.1222038269043
2016-12-21,48.16176223754883
2016-12-22,48.052982330322266
2016-12-23,48.39910125732422
2016-12-27,48.49800491333008
2016-12-28,47.98374557495117
2016-12-29,48.043094635009766
2016-12-30,48.0233154296875
2017-01-03,48.7056770324707
2017-01-04,49.74407196044922
2017-01-05,49.67485427856445
2017-01-06,49.308937072753906
2017-01-09,48.99247360229492
2017-01-10,49.388038635253906
2017-01-11,49.427608489990234
2017-01-12,49.219932556152344
2017-01-13,48.94303512573242
2017-01-17,48.211204528808594
2017-01-18,48.54743957519531
2017-01-19,48.873802185058594
2017-01-20,48.80457305908203
2017-01-23,48.33977508544922
2017-01-24,48.83424377441406
2017-01-25,46.21352767944336
2017-01-26,47.973854064941406
2017-01-27,47.24203872680664
2017-01-30,46.925575256347656
2017-01-31,46.846458435058594
2017-02-01,46.569549560546875
2017-02-02,47.014583587646484
2017-02-03,47.77606201171875
2017-02-06,47.74639892578125
2017-02-07,47.67717742919922
2017-02-08,47.47938919067383
2017-02-09,48.1222038269043
2017-02-10,48.35954284667969
2017-02-13,48.64634323120117
2017-02-14,48.65622329711914
2017-02-15,48.616668701171875
2017-02-16,48.46833801269531
2017-02-17,47.81562042236328
2017-02-21,47.67717742919922
2017-02-22,47.87495803833008
2017-02-23,46.688228607177734
2017-02-24,46.64866638183594
2017-02-27,47.331031799316406
2017-02-28,46.77722930908203
2017-03-01,49.03204345703125
2017-03-02,48.29032516479492
2017-03-03,47.52882385253906
2017-03-06,47.53871154785156
2017-03-07,47.32114028930664
2017-03-08,47.509132385253906
2017-03-09,46.92540740966797
2017-03-10,47.1232795715332
2017-03-13,46.87594223022461
2017-03-14,46.697845458984375
2017-03-15,47.3310432434082
2017-03-16,47.14306640625
2017-03-17,47.23211669921875
2017-03-20,47.1232795715332
2017-03-21,46.28232192993164
2017-03-22,46.61869812011719
2017-03-23,46.410926818847656
2017-03-24,45.659027099609375
2017-03-27,45.866783142089844
2017-03-28,46.490089416503906
2017-03-29,46.589027404785156
2017-03-30,46.81658172607422
2017-03-31,47.08371353149414
2017-04-03,46.420833587646484
2017-04-04,46.697845458984375
2017-04-05,46.44062423706055
2017-04-06,46.91551208496094
2017-04-07,47.16285705566406
2017-04-10,47.647647857666016
2017-04-11,47.489349365234375
2017-04-12,46.955081939697266
2017-04-13,46.04487609863281
2017-04-17,46.35158157348633
2017-04-18,46.83637619018555
2017-04-19,45.520511627197266
2017-04-20,45.421573638916016
2017-04-21,46.163597106933594
2017-04-24,46.45051956176758
2017-04-25,46.529659271240234
2017-04-26,46.64839553833008
2017-04-27,46.579139709472656
2017-04-28,46.163597106933594
2017-05-01,45.63924026489258
2017-05-02,45.263275146484375
2017-05-03,45.738182067871094
2017-05-04,45.757957458496094
2017-05-05,46.124027252197266
2017-05-08,46.19328308105469
2017-05-09,46.579139709472656
2017-05-10,46.38126754760742
2017-05-11,48.05327224731445
2017-05-12,47.56849670410156
2017-05-15,47.459651947021484
2017-05-16,47.66743087768555
2017-05-17,45.69860076904297
2017-05-18,45.63924026489258
2017-05-19,45.99541473388672
2017-05-22,46.28232192993164
2017-05-23,46.61869812011719
2017-05-24,46.96498489379883
2017-05-25,47.65753173828125
2017-05-26,47.647647857666016
2017-05-30,47.47945785522461
2017-05-31,47.291465759277344
2017-06-01,47.21232223510742
2017-06-02,47.24200439453125
2017-06-05,46.53955841064453
2017-06-06,46.46040344238281
2017-06-07,46.361419677734375
2017-06-08,46.50989532470703
2017-06-09,46.80683517456055
2017-06-12,46.75735092163086
2017-06-13,47.192848205566406
2017-06-14,46.91571044921875
2017-06-15,46.80683517456055
2017-06-16,46.955299377441406
2017-06-19,47.60856246948242
2017-06-20,46.40102767944336
2017-06-21,45.718074798583984
2017-06-22,44.906455993652344
2017-06-23,45.312252044677734
2017-06-26,45.10441207885742
2017-06-27,45.97541427612305
2017-06-28,46.4999885559082
2017-06-29,46.163482666015625
2017-06-30,46.618770599365234
2017-07-03,47.242340087890625
2017-07-05,47.53926467895508
2017-07-06,46.945396423339844
2017-07-07,47.56895446777344
2017-07-10,48.02427673339844
2017-07-11,48.23211669921875
2017-07-12,48.31129837036133
2017-07-13,48.68741989135742
2017-07-14,49.1328239440918
2017-07-17,49.0140495300293
2017-07-18,49.033851623535156
2017-07-19,48.1727294921875
2017-07-20,48.13313293457031
2017-07-21,47.994571685791016
2017-07-24,48.29151916503906
2017-07-25,48.78639221191406
2017-07-26,48.60823059082031
2017-07-27,48.00445556640625
2017-07-28,48.74679946899414
2017-07-31,48.628028869628906
2017-08-01,48.8853874206543
2017-08-02,48.85567855834961
2017-08-03,48.53894805908203
2017-08-04,48.80619812011719
2017-08-07,48.895267486572266
2017-08-08,48.55875015258789
2017-08-09,48.628028869628906
2017-08-10,47.74711608886719
2017-08-11,47.98466873168945
2017-08-14,48.44987106323242
2017-08-15,48.588443756103516
2017-08-16,48.628028869628906
2017-08-17,47.628353118896484
2017-08-18,47.20273971557617
2017-08-21,47.044368743896484
2017-08-22,47.56895446777344
2017-08-23,47.499671936035156
2017-08-24,47.450191497802734
2017-08-25,47.9351806640625
2017-08-28,47.598663330078125
2017-08-29,47.6679573059082
2017-08-30,48.46968460083008
2017-08-31,48.588443756103516
2017-09-01,48.72700881958008
2017-09-05,48.202423095703125
2017-09-06,48.29151916503906
2017-09-07,48.212318420410156
2017-09-08,48.736900329589844
2017-09-11,50.666996002197266
2017-09-12,51.87451934814453
2017-09-13,51.815128326416016
2017-09-14,51.2507438659668
