,HD
2014-04-09,60.613807678222656
2014-04-10,59.84989547729492
2014-04-11,59.00802230834961
2014-04-14,59.21848678588867
2014-04-15,59.156124114990234
2014-04-16,59.69398498535156
2014-04-17,60.09153747558594
2014-04-21,60.769683837890625
2014-04-22,62.102638244628906
2014-04-23,61.206199645996094
2014-04-24,62.180580139160156
2014-04-25,61.876583099365234
2014-04-28,62.49237060546875
2014-04-29,61.98569107055664
2014-04-30,61.97792434692383
2014-05-01,61.837615966796875
2014-05-02,61.89218521118164
2014-05-05,61.3387336730957
2014-05-06,60.348758697509766
2014-05-07,60.08371353149414
2014-05-08,60.06035614013672
2014-05-09,60.574806213378906
2014-05-12,61.01133346557617
2014-05-13,60.23181915283203
2014-05-14,59.48352813720703
2014-05-15,59.42894744873047
2014-05-16,60.302005767822266
2014-05-19,59.6316032409668
2014-05-20,60.769683837890625
2014-05-21,60.863216400146484
2014-05-22,61.40885925292969
2014-05-23,61.720638275146484
2014-05-27,62.118228912353516
2014-05-28,62.110416412353516
2014-05-29,62.281925201416016
2014-05-30,62.539161682128906
2014-06-02,63.0146369934082
2014-06-03,63.249874114990234
2014-06-04,63.147918701171875
2014-06-05,63.02247619628906
2014-06-06,63.22635269165039
2014-06-09,63.20282745361328
2014-06-10,63.304725646972656
2014-06-11,62.57557678222656
2014-06-12,61.49357604980469
2014-06-13,61.211326599121094
2014-06-16,61.86207962036133
2014-06-17,62.740211486816406
2014-06-18,63.28120040893555
2014-06-19,63.069522857666016
2014-06-20,62.85780715942383
2014-06-23,63.22635269165039
2014-06-24,63.061683654785156
2014-06-25,63.14006805419922
2014-06-26,63.31258773803711
2014-06-27,63.61051940917969
2014-06-30,63.47723388671875
2014-07-01,64.15152740478516
2014-07-02,64.27696990966797
2014-07-03,64.33185577392578
2014-07-07,63.83787536621094
2014-07-08,63.32044219970703
2014-07-09,63.29691696166992
2014-07-10,62.25412368774414
2014-07-11,62.41875457763672
2014-07-14,62.30115509033203
2014-07-15,62.614768981933594
2014-07-16,62.45794677734375
2014-07-17,62.371734619140625
2014-07-18,62.78725814819336
2014-07-21,62.49717712402344
2014-07-22,63.147918701171875
2014-07-23,63.52427673339844
2014-07-24,63.665409088134766
2014-07-25,63.53213882446289
2014-07-28,63.56349563598633
2014-07-29,63.49291229248047
2014-07-30,64.10448455810547
2014-07-31,63.39100646972656
2014-08-01,62.52851104736328
2014-08-04,62.74805450439453
2014-08-05,62.74805450439453
2014-08-06,63.13225173950195
2014-08-07,63.093048095703125
2014-08-08,64.62981414794922
2014-08-11,64.98263549804688
2014-08-12,65.01399230957031
2014-08-13,65.17079162597656
2014-08-14,65.75099182128906
2014-08-15,65.61770629882812
2014-08-18,65.5392837524414
2014-08-19,69.17733001708984
2014-08-20,71.15316009521484
2014-08-21,71.46676635742188
2014-08-22,71.37269592285156
2014-08-25,71.50597381591797
2014-08-26,71.84310150146484
2014-08-27,72.03129577636719
2014-08-28,72.5331039428711
2014-08-29,73.30931854248047
2014-09-02,71.82783508300781
2014-09-03,70.13359832763672
2014-09-04,70.86643981933594
2014-09-05,72.19033813476562
2014-09-08,71.56779479980469
2014-09-09,70.07842254638672
2014-09-10,70.33061218261719
2014-09-11,70.30696105957031
2014-09-12,70.00751495361328
2014-09-15,70.43303680419922
2014-09-16,71.13436889648438
2014-09-17,71.88297271728516
2014-09-18,72.56859588623047
2014-09-19,72.76557922363281
2014-09-22,72.41096496582031
2014-09-23,72.09574890136719
2014-09-24,73.30142211914062
2014-09-25,72.41886138916016
2014-09-26,73.15958404541016
2014-09-29,73.19110870361328
2014-09-30,72.29276275634766
2014-10-01,71.72541809082031
2014-10-02,72.68677520751953
2014-10-03,73.7112045288086
2014-10-06,73.49055480957031
2014-10-07,72.86803436279297
2014-10-08,74.14459991455078
2014-10-09,73.34081268310547
2014-10-10,72.93106079101562
2014-10-13,71.39441680908203
2014-10-14,71.00042724609375
2014-10-15,69.22738647460938
2014-10-16,70.03903198242188
2014-10-17,71.11072540283203
2014-10-20,72.37946319580078
2014-10-21,74.23129272460938
2014-10-22,73.55358123779297
2014-10-23,74.70411682128906
2014-10-24,74.85382080078125
2014-10-27,75.23207092285156
2014-10-28,76.11466979980469
2014-10-29,75.98068237304688
2014-10-30,76.8475112915039
2014-10-31,76.8475112915039
2014-11-03,75.72063446044922
2014-11-04,75.61819458007812
2014-11-05,75.47636413574219
2014-11-06,76.66626739501953
2014-11-07,76.949951171875
2014-11-10,77.35185241699219
2014-11-11,77.33607482910156
2014-11-12,77.61188507080078
2014-11-13,78.0137710571289
2014-11-14,77.41488647460938
2014-11-17,77.24937438964844
2014-11-18,75.63396453857422
2014-11-19,76.20134735107422
2014-11-20,76.88690948486328
2014-11-21,77.44639587402344
2014-11-24,77.54096984863281
2014-11-25,76.44563293457031
2014-11-26,76.98936462402344
2014-11-28,78.32899475097656
2014-12-01,77.91919708251953
2014-12-02,77.7212905883789
2014-12-03,78.0617446899414
2014-12-04,78.34676361083984
2014-12-05,78.8930892944336
2014-12-08,79.51860809326172
2014-12-09,78.8930892944336
2014-12-10,78.33888244628906
2014-12-11,79.39193725585938
2014-12-12,79.00395202636719
2014-12-15,79.21774291992188
2014-12-16,76.8503189086914
2014-12-17,78.33888244628906
2014-12-18,79.70863342285156
2014-12-19,80.706298828125
2014-12-22,81.94939422607422
2014-12-23,82.15524291992188
2014-12-24,81.99686431884766
2014-12-26,82.14732360839844
2014-12-29,82.76492309570312
2014-12-30,82.55905151367188
2014-12-31,83.1133041381836
2015-01-02,81.89392852783203
2015-01-05,80.1758041381836
2015-01-06,79.93034362792969
2015-01-07,82.66991424560547
2015-01-08,84.49891662597656
2015-01-09,83.0499267578125
2015-01-12,82.67779541015625
2015-01-13,82.1314926147461
2015-01-14,81.26844787597656
2015-01-15,79.97782897949219
2015-01-16,82.44027709960938
2015-01-20,81.75142669677734
2015-01-21,81.97313690185547
2015-01-22,83.98426055908203
2015-01-23,83.4300308227539
2015-01-26,84.2138442993164
2015-01-27,83.26375579833984
2015-01-28,82.93120574951172
2015-01-29,85.21153259277344
2015-01-30,82.67779541015625
2015-02-02,82.68572235107422
2015-02-03,84.91065216064453
2015-02-04,85.83702087402344
2015-02-05,86.2962417602539
2015-02-06,86.3358383178711
2015-02-09,85.78160095214844
2015-02-10,87.62644958496094
2015-02-11,87.3414077758789
2015-02-12,88.80622100830078
2015-02-13,88.59242248535156
2015-02-17,88.67953491210938
2015-02-18,88.67159271240234
2015-02-19,87.8402328491211
2015-02-20,88.86956024169922
2015-02-23,88.9012222290039
2015-02-24,92.44048309326172
2015-02-25,92.09211730957031
2015-02-26,91.35575103759766
2015-02-27,90.85691833496094
2015-03-02,91.9416732788086
2015-03-03,91.9020767211914
2015-03-04,90.8648452758789
2015-03-05,91.77540588378906
2015-03-06,90.619384765625
2015-03-09,91.25281524658203
2015-03-10,89.58151245117188
2015-03-11,89.98741149902344
2015-03-12,92.39884185791016
2015-03-13,91.38015747070312
2015-03-16,92.71720123291016
2015-03-17,91.98502349853516
2015-03-18,92.3829345703125
2015-03-19,91.65074920654297
2015-03-20,93.50508117675781
2015-03-23,92.37496948242188
2015-03-24,92.43864440917969
2015-03-25,90.47286224365234
2015-03-26,89.43034362792969
2015-03-27,90.61614227294922
2015-03-30,91.22893524169922
2015-03-31,90.41717529296875
2015-04-01,90.03516387939453
2015-04-02,91.1573257446289
2015-04-06,91.48359680175781
2015-04-07,90.96630096435547
2015-04-08,91.99295043945312
2015-04-09,91.18119049072266
2015-04-10,91.71441650390625
2015-04-13,91.0777359008789
2015-04-14,90.76734161376953
2015-04-15,90.28984069824219
2015-04-16,90.22614288330078
2015-04-17,89.2154312133789
2015-04-20,89.82025909423828
2015-04-21,90.06698608398438
2015-04-22,89.9237289428711
2015-04-23,90.69570922851562
2015-04-24,90.48876953125
2015-04-27,88.65035247802734
2015-04-28,88.0057373046875
2015-04-29,86.5174789428711
2015-04-30,85.14064025878906
2015-05-01,87.18599700927734
2015-05-04,87.5918960571289
2015-05-05,86.00015258789062
2015-05-06,86.19914245605469
2015-05-07,87.57595825195312
2015-05-08,89.50990295410156
2015-05-11,89.05622863769531
2015-05-12,89.5497055053711
2015-05-13,88.49119567871094
2015-05-14,89.08808135986328
2015-05-15,90.21025085449219
2015-05-18,90.99018859863281
2015-05-19,89.4063949584961
2015-05-20,89.2154312133789
2015-05-21,89.14380645751953
2015-05-22,89.26319885253906
2015-05-26,88.28427124023438
2015-05-27,89.26319885253906
2015-05-28,89.28704833984375
2015-05-29,88.67423248291016
2015-06-01,88.87318420410156
2015-06-02,89.2812271118164
2015-06-03,90.5373764038086
2015-06-04,89.17723846435547
2015-06-05,88.3051528930664
2015-06-08,87.95313262939453
2015-06-09,87.63307189941406
2015-06-10,88.79318237304688
2015-06-11,89.04122924804688
2015-06-12,88.48916625976562
2015-06-15,88.01713562011719
2015-06-16,88.1931381225586
2015-06-17,88.38516235351562
2015-06-18,89.48926544189453
2015-06-19,89.95332336425781
2015-06-22,90.46537780761719
2015-06-23,90.55338287353516
2015-06-24,89.88931274414062
2015-06-25,89.80131530761719
2015-06-26,90.08934783935547
2015-06-29,88.44116973876953
2015-06-30,88.9132080078125
2015-07-01,89.66529083251953
2015-07-02,89.20126342773438
2015-07-06,89.06523895263672
2015-07-07,89.9293212890625
2015-07-08,88.80917358398438
2015-07-09,89.11321258544922
2015-07-10,90.48939514160156
2015-07-13,91.92952728271484
2015-07-14,92.29755401611328
2015-07-15,92.47358703613281
2015-07-16,91.79350280761719
2015-07-17,91.58548736572266
2015-07-20,90.73741149902344
2015-07-21,91.09745025634766
2015-07-22,91.92952728271484
2015-07-23,91.68147277832031
2015-07-24,90.88142395019531
2015-07-27,90.46537780761719
2015-07-28,91.88152313232422
2015-07-29,93.10566711425781
2015-07-30,93.17762756347656
2015-07-31,93.63369750976562
2015-08-03,93.52168273925781
2015-08-04,94.03375244140625
2015-08-05,94.40978240966797
2015-08-06,93.2576904296875
2015-08-07,93.55370330810547
2015-08-10,94.0897445678711
2015-08-11,94.16177368164062
2015-08-12,94.16177368164062
2015-08-13,95.22584533691406
2015-08-14,95.8099136352539
2015-08-17,95.76993560791016
2015-08-18,98.25017547607422
2015-08-19,98.2181625366211
2015-08-20,96.44198608398438
2015-08-21,92.93763732910156
2015-08-24,90.04132843017578
2015-08-25,88.78522491455078
2015-08-26,92.75360870361328
2015-08-27,94.13776397705078
2015-08-28,94.0257339477539
2015-08-31,93.17762756347656
2015-09-01,90.926025390625
2015-09-02,93.66820526123047
2015-09-03,93.76468658447266
2015-09-04,92.01161193847656
2015-09-08,93.62799835205078
2015-09-09,91.64976501464844
2015-09-10,92.06790161132812
2015-09-11,92.83187103271484
2015-09-14,92.26091766357422
2015-09-15,93.42694854736328
2015-09-16,94.74574279785156
2015-09-17,94.81813049316406
2015-09-18,92.57455444335938
2015-09-21,93.74858856201172
2015-09-22,93.12136840820312
2015-09-23,93.41889953613281
2015-09-24,93.55558013916016
2015-09-25,93.87723541259766
2015-09-28,91.7542953491211
2015-09-29,90.79734802246094
2015-09-30,92.8720474243164
2015-10-01,94.11048126220703
2015-10-02,94.73772430419922
2015-10-05,95.85547637939453
2015-10-06,95.43733215332031
2015-10-07,96.21737670898438
2015-10-08,97.3512191772461
2015-10-09,97.56834411621094
2015-10-12,98.02670288085938
2015-10-13,97.79354095458984
2015-10-14,96.7159423828125
2015-10-15,97.95433807373047
2015-10-16,98.70221710205078
2015-10-19,98.99171447753906
2015-10-20,98.79069519042969
2015-10-21,99.15254211425781
2015-10-22,100.00495147705078
2015-10-23,100.20598602294922
2015-10-26,100.52764129638672
2015-10-27,100.09339141845703
2015-10-28,99.57071685791016
2015-10-29,99.41787719726562
2015-10-30,99.42596435546875
2015-11-02,100.04515838623047
2015-11-03,101.05033874511719
2015-11-04,100.82520294189453
2015-11-05,101.09860229492188
2015-11-06,101.30767822265625
2015-11-09,100.11753845214844
2015-11-10,100.72868347167969
2015-11-11,100.28642272949219
2015-11-12,99.56262969970703
2015-11-13,96.49882507324219
2015-11-16,97.17430877685547
2015-11-17,101.46851348876953
2015-11-18,101.75799560546875
2015-11-19,102.01533508300781
2015-11-20,104.70926666259766
2015-11-23,106.5507583618164
2015-11-24,107.43537139892578
2015-11-25,108.27970123291016
2015-11-27,108.35208129882812
2015-11-30,107.6605224609375
2015-12-01,108.581298828125
2015-12-02,108.08051300048828
2015-12-03,105.75430297851562
2015-12-04,108.66209411621094
2015-12-07,108.1774673461914
2015-12-08,108.1047592163086
2015-12-09,106.53780364990234
2015-12-10,107.05473327636719
2015-12-11,105.3585205078125
2015-12-14,106.62664031982422
2015-12-15,106.04509735107422
2015-12-16,107.34548950195312
2015-12-17,106.09357452392578
2015-12-18,105.23737335205078
2015-12-21,106.06122589111328
2015-12-22,106.5216293334961
2015-12-23,107.51513671875
2015-12-24,107.34548950195312
2015-12-28,107.16779327392578
2015-12-29,107.99169158935547
2015-12-30,107.70896911621094
2015-12-31,106.82048034667969
2016-01-04,105.86737823486328
2016-01-05,105.3504409790039
2016-01-06,104.2600326538086
2016-01-07,101.28762817382812
2016-01-08,100.07606506347656
2016-01-11,101.59455108642578
2016-01-12,102.97576141357422
2016-01-13,98.05677795410156
2016-01-14,96.61904907226562
2016-01-15,96.30401611328125
2016-01-19,96.73211669921875
2016-01-20,94.06664276123047
2016-01-21,97.10367584228516
2016-01-22,99.15525817871094
2016-01-25,98.30715942382812
2016-01-26,98.70294189453125
2016-01-27,98.19409942626953
2016-01-28,98.76756286621094
2016-01-29,101.57842254638672
2016-02-01,102.18418884277344
2016-02-02,101.18262481689453
2016-02-03,99.98721313476562
2016-02-04,97.82252502441406
2016-02-05,94.04240417480469
2016-02-08,90.34307098388672
2016-02-09,91.96659851074219
2016-02-10,92.34622192382812
2016-02-11,91.49004364013672
2016-02-12,93.9535903930664
2016-02-16,96.46556091308594
2016-02-17,97.90330505371094
2016-02-18,96.9017333984375
2016-02-19,98.29100799560547
2016-02-22,99.22795104980469
2016-02-23,100.58492279052734
2016-02-24,101.45728302001953
2016-02-25,102.4668960571289
2016-02-26,101.98226928710938
2016-02-29,100.25373840332031
2016-03-01,101.52992248535156
2016-03-02,101.44109344482422
2016-03-03,102.41841888427734
2016-03-04,101.41687774658203
2016-03-07,101.90958404541016
2016-03-08,102.91665649414062
2016-03-09,102.35626220703125
2016-03-10,102.24256896972656
2016-03-11,104.32978820800781
2016-03-14,104.63841247558594
2016-03-15,105.34501647949219
2016-03-16,105.94598388671875
2016-03-17,106.29522705078125
2016-03-18,106.67693328857422
2016-03-21,106.40079498291016
2016-03-22,106.0596923828125
2016-03-23,105.7591781616211
2016-03-24,105.95413208007812
2016-03-28,106.45767211914062
2016-03-29,107.58657836914062
2016-03-30,108.35810852050781
2016-03-31,108.3662109375
2016-04-01,109.51949310302734
2016-04-04,109.51949310302734
2016-04-05,109.30020141601562
2016-04-06,109.99864959716797
2016-04-07,108.72356414794922
2016-04-08,108.52054595947266
2016-04-11,108.025146484375
2016-04-12,109.13777923583984
2016-04-13,108.69920349121094
2016-04-14,109.12963104248047
2016-04-15,109.6494369506836
2016-04-18,111.10321044921875
2016-04-19,109.99864959716797
2016-04-20,109.79562377929688
2016-04-21,109.31647491455078
2016-04-22,110.17737579345703
2016-04-25,110.16920471191406
2016-04-26,109.91743469238281
2016-04-27,110.25045013427734
2016-04-28,107.79771423339844
2016-04-29,108.73979949951172
2016-05-02,110.49407958984375
2016-05-03,109.26771545410156
2016-05-04,109.77127075195312
2016-05-05,109.37330627441406
2016-05-06,110.20982360839844
2016-05-09,110.64837646484375
2016-05-10,111.67986297607422
2016-05-11,109.07283020019531
2016-05-12,108.98345947265625
2016-05-13,108.12259674072266
2016-05-16,109.91743469238281
2016-05-17,107.20486450195312
2016-05-18,107.01806640625
2016-05-19,106.98554992675781
2016-05-20,107.0830078125
2016-05-23,106.73380279541016
2016-05-24,108.30939483642578
2016-05-25,108.17945861816406
2016-05-26,108.86976623535156
2016-05-27,108.78045654296875
2016-05-31,107.8579330444336
2016-06-01,107.62120819091797
2016-06-02,108.09469604492188
2016-06-03,107.5477294921875
2016-06-06,105.46598815917969
2016-06-07,106.06193542480469
2016-06-08,105.79253387451172
2016-06-09,105.5558090209961
2016-06-10,105.17208862304688
2016-06-13,104.35574340820312
2016-06-14,102.24137115478516
2016-06-15,103.29447937011719
2016-06-16,103.9720458984375
2016-06-17,103.7924575805664
2016-06-20,104.18431854248047
2016-06-21,104.28227996826172
2016-06-22,104.16797637939453
2016-06-23,104.73123931884766
2016-06-24,103.18834686279297
2016-06-27,101.77603912353516
2016-06-28,104.1108169555664
2016-06-29,103.98021697998047
2016-06-30,104.24144744873047
2016-07-01,105.8170394897461
2016-07-05,105.59661102294922
2016-07-06,107.40895080566406
2016-07-07,107.07421112060547
2016-07-08,109.6702880859375
2016-07-11,110.33148193359375
2016-07-12,110.07843017578125
2016-07-13,109.03350067138672
2016-07-14,109.83352661132812
2016-07-15,110.02945709228516
2016-07-18,111.30297088623047
2016-07-19,111.82550048828125
2016-07-20,112.176513671875
2016-07-21,111.08258819580078
2016-07-22,111.44994354248047
2016-07-25,111.43359375
2016-07-26,111.63773345947266
2016-07-27,111.27849578857422
2016-07-28,112.6255111694336
2016-07-29,112.85408782958984
2016-08-01,113.28673553466797
2016-08-02,112.02141571044922
2016-08-03,111.8907470703125
2016-08-04,111.06625366210938
2016-08-05,111.76832580566406
2016-08-08,111.19685363769531
2016-08-09,111.115234375
2016-08-10,110.69888305664062
2016-08-11,111.87445068359375
2016-08-12,111.49076843261719
2016-08-15,111.8907470703125
2016-08-16,111.21318054199219
2016-08-17,111.14789581298828
2016-08-18,110.04579162597656
2016-08-19,110.5845947265625
2016-08-22,110.48660278320312
2016-08-23,111.20503234863281
2016-08-24,110.258056640625
2016-08-25,110.56011199951172
2016-08-26,109.68659973144531
2016-08-29,110.40498352050781
2016-08-30,110.03572082519531
2016-08-31,110.05216217041016
2016-09-01,110.14239501953125
2016-09-02,110.89729309082031
2016-09-06,110.03572082519531
2016-09-07,108.9608154296875
2016-09-08,107.70538330078125
2016-09-09,104.81704711914062
2016-09-12,105.5145034790039
2016-09-13,103.1595458984375
2016-09-14,103.6026382446289
2016-09-15,104.1770248413086
2016-09-16,103.47956848144531
2016-09-19,103.62724304199219
2016-09-20,104.07035064697266
2016-09-21,105.12064361572266
2016-09-22,105.64579010009766
2016-09-23,104.85809326171875
2016-09-26,102.93797302246094
2016-09-27,104.06214141845703
2016-09-28,105.25194549560547
2016-09-29,104.97296142578125
2016-09-30,105.58834075927734
2016-10-03,105.44066619873047
2016-10-04,105.19451141357422
2016-10-05,104.6857681274414
2016-10-06,106.82738494873047
2016-10-07,105.28477478027344
2016-10-10,104.41498565673828
2016-10-11,103.26620483398438
2016-10-12,103.95548248291016
2016-10-13,103.62724304199219
2016-10-14,103.73391723632812
2016-10-17,102.68362426757812
2016-10-18,103.17594909667969
2016-10-19,103.29901885986328
2016-10-20,103.59444427490234
2016-10-21,103.88160705566406
2016-10-24,104.84986114501953
2016-10-25,101.20661926269531
2016-10-26,100.68968200683594
2016-10-27,100.32042694091797
2016-10-28,101.403564453125
2016-10-31,100.11528778076172
2016-11-01,98.37574005126953
2016-11-02,98.70396423339844
2016-11-03,98.61370849609375
2016-11-04,99.21267700195312
2016-11-07,101.5430679321289
2016-11-08,101.95333862304688
2016-11-09,103.40571594238281
2016-11-10,105.87555694580078
2016-11-11,106.54841613769531
2016-11-14,104.75959777832031
2016-11-15,102.07642364501953
2016-11-16,102.83953094482422
2016-11-17,105.79350280761719
2016-11-18,105.30117797851562
2016-11-21,105.21090698242188
2016-11-22,107.47561645507812
2016-11-23,107.66437530517578
2016-11-25,107.95975494384766
2016-11-28,107.19664001464844
2016-11-29,106.92444610595703
2016-11-30,106.7429428100586
2016-12-01,106.80068969726562
2016-12-02,107.13064575195312
2016-12-05,106.97390747070312
2016-12-06,106.19852447509766
2016-12-07,109.26716613769531
2016-12-08,109.32488250732422
2016-12-09,110.03430938720703
2016-12-12,111.0159683227539
2016-12-13,112.6328125
2016-12-14,112.17083740234375
2016-12-15,112.05534362792969
2016-12-16,111.45313262939453
2016-12-19,111.72535705566406
2016-12-20,113.10297393798828
2016-12-21,112.87201690673828
2016-12-22,111.71714782714844
2016-12-23,111.40367889404297
2016-12-27,111.57688903808594
2016-12-28,111.42015075683594
2016-12-29,111.44493103027344
2016-12-30,110.60348510742188
2017-01-03,110.79322052001953
2017-01-04,111.77490234375
2017-01-05,110.45503234863281
2017-01-06,110.14979553222656
2017-01-09,110.79322052001953
2017-01-10,112.26982116699219
2017-01-11,111.93983459472656
2017-01-12,111.42015075683594
2017-01-13,111.39542388916016
2017-01-17,112.12956237792969
2017-01-18,112.31932830810547
2017-01-19,111.68415069580078
2017-01-20,111.85736846923828
2017-01-23,113.89486694335938
2017-01-24,113.8865966796875
2017-01-25,113.40816497802734
2017-01-26,114.21662139892578
2017-01-27,114.10935974121094
2017-01-30,114.224853515625
2017-01-31,113.49066162109375
2017-02-01,113.37516784667969
2017-02-02,112.97098541259766
2017-02-03,113.82067108154297
2017-02-06,112.5915298461914
2017-02-07,112.72354125976562
2017-02-08,113.73814392089844
2017-02-09,114.42285919189453
2017-02-10,115.36322021484375
2017-02-13,115.37971496582031
2017-02-14,116.60884094238281
2017-02-15,117.29349517822266
2017-02-16,116.75731658935547
2017-02-17,117.9616928100586
2017-02-21,119.62799835205078
2017-02-22,119.8177261352539
2017-02-23,119.37226867675781
2017-02-24,120.39515686035156
2017-02-27,119.85899353027344
2017-02-28,119.5372314453125
2017-03-01,120.99732208251953
2017-03-02,122.04496765136719
2017-03-03,121.92948913574219
2017-03-06,121.3685302734375
2017-03-07,121.18595123291016
2017-03-08,121.93293762207031
2017-03-09,121.68395233154297
2017-03-10,121.87483978271484
2017-03-13,122.35617065429688
2017-03-14,122.13206481933594
2017-03-15,122.7877197265625
2017-03-16,123.43510437011719
2017-03-17,124.1570816040039
2017-03-20,122.6632308959961
2017-03-21,121.67562866210938
2017-03-22,122.29804229736328
2017-03-23,122.8209457397461
2017-03-24,122.58854675292969
2017-03-27,121.89141082763672
2017-03-28,122.16526794433594
2017-03-29,122.0324935913086
2017-03-30,121.95780944824219
2017-03-31,121.85821533203125
2017-04-03,121.68395233154297
2017-04-04,121.45150756835938
2017-04-05,121.70053100585938
2017-04-06,122.19850158691406
2017-04-07,122.10717010498047
2017-04-10,123.00352478027344
2017-04-11,122.99518585205078
2017-04-12,121.61752319335938
2017-04-13,121.09468078613281
2017-04-17,122.25658416748047
2017-04-18,122.63004302978516
2017-04-19,122.1818618774414
2017-04-20,123.42676544189453
2017-04-21,124.4890365600586
2017-04-24,126.05757904052734
2017-04-25,127.00373077392578
2017-04-26,127.99132537841797
2017-04-27,129.56822204589844
2017-04-28,129.5515899658203
2017-05-01,127.98308563232422
2017-05-02,128.59722900390625
2017-05-03,128.63876342773438
2017-05-04,128.52252197265625
2017-05-05,129.24456787109375
2017-05-08,130.20729064941406
2017-05-09,130.86289978027344
2017-05-10,131.23635864257812
2017-05-11,129.63461303710938
2017-05-12,130.23214721679688
2017-05-15,130.57244873046875
2017-05-16,131.3442840576172
2017-05-17,129.5432891845703
2017-05-18,129.21966552734375
2017-05-19,129.71759033203125
2017-05-22,129.43545532226562
2017-05-23,128.49757385253906
2017-05-24,128.63876342773438
2017-05-25,129.85040283203125
2017-05-26,128.55572509765625
2017-05-30,128.44725036621094
2017-05-31,128.13832092285156
2017-06-01,129.50730895996094
2017-06-02,129.6742401123047
2017-06-05,129.206787109375
2017-06-06,128.71434020996094
2017-06-07,129.34866333007812
2017-06-08,128.12998962402344
2017-06-09,127.67925262451172
2017-06-12,127.02813720703125
2017-06-13,128.53897094726562
2017-06-14,130.85116577148438
2017-06-15,130.8595733642578
2017-06-16,130.75106811523438
2017-06-19,132.5623779296875
2017-06-20,131.6107940673828
2017-06-21,130.7092742919922
2017-06-22,129.78277587890625
2017-06-23,126.30192565917969
2017-06-26,126.393798828125
2017-06-27,127.07826232910156
2017-06-28,127.90464782714844
2017-06-29,127.01145935058594
2017-06-30,128.04652404785156
2017-07-03,128.55572509765625
2017-07-05,127.45391082763672
2017-07-06,126.91964721679688
2017-07-07,127.06986999511719
2017-07-10,126.19344329833984
2017-07-11,125.7093276977539
2017-07-12,127.37036895751953
2017-07-13,127.9547119140625
2017-07-14,127.61248779296875
2017-07-17,128.45555114746094
2017-07-18,127.01984405517578
2017-07-19,127.96302032470703
2017-07-20,122.72933197021484
2017-07-21,122.41214752197266
2017-07-24,120.68428802490234
2017-07-25,122.67925262451172
2017-07-26,122.44556427001953
2017-07-27,123.3136978149414
2017-07-28,123.60576629638672
2017-07-31,124.87454223632812
2017-08-01,125.083251953125
2017-08-02,125.62586212158203
2017-08-03,125.86788177490234
2017-08-04,127.50397491455078
2017-08-07,128.00482177734375
2017-08-08,128.00482177734375
2017-08-09,129.59910583496094
2017-08-10,128.44725036621094
2017-08-11,129.28192138671875
2017-08-14,128.76438903808594
2017-08-15,125.3503646850586
2017-08-16,127.08659362792969
2017-08-17,124.9330062866211
2017-08-18,123.1133041381836
2017-08-21,124.54073333740234
2017-08-22,125.13336181640625
2017-08-23,124.45722198486328
2017-08-24,123.7477035522461
2017-08-25,124.91629028320312
2017-08-28,126.36874389648438
2017-08-29,125.81455993652344
2017-08-30,125.94886779785156
2017-08-31,125.83975219726562
2017-09-01,126.60383605957031
2017-09-05,128.4091033935547
2017-09-06,131.4570770263672
2017-09-07,132.60740661621094
2017-09-08,134.06002807617188
2017-09-11,132.9768524169922
2017-09-12,134.26995849609375
2017-09-13,134.3623046875
2017-09-14,133.82496643066406
2017-09-15,133.00205993652344
