,IFF
2014-11-05,76.8487319946289
2014-11-06,77.97573852539062
2014-11-07,77.85752868652344
2014-11-10,78.25157928466797
2014-11-11,78.6456527709961
2014-11-12,78.87421417236328
2014-11-13,78.87421417236328
2014-11-14,77.34526062011719
2014-11-17,77.26643371582031
2014-11-18,77.88905334472656
2014-11-19,77.72354125976562
2014-11-20,78.51953125
2014-11-21,78.92145538330078
2014-11-24,78.6456527709961
2014-11-25,78.33041381835938
2014-11-26,78.90572357177734
2014-11-28,79.73323059082031
2014-12-01,79.96178436279297
2014-12-02,80.51348876953125
2014-12-03,80.98632049560547
2014-12-04,81.3252182006836
2014-12-05,81.50648498535156
2014-12-08,80.8208236694336
2014-12-09,81.27006530761719
2014-12-10,79.72534942626953
2014-12-11,80.58438110351562
2014-12-12,78.86630249023438
2014-12-15,78.07820129394531
2014-12-16,77.74720001220703
2014-12-17,79.19731903076172
2014-12-18,80.8050765991211
2014-12-19,80.77354431152344
2014-12-22,81.04149627685547
2014-12-23,81.60894775390625
2014-12-24,81.75080108642578
2014-12-26,81.893310546875
2014-12-29,81.7666244506836
2014-12-30,81.50537872314453
2014-12-31,80.24654388427734
2015-01-02,79.84278106689453
2015-01-05,78.67108154296875
2015-01-06,77.70520782470703
2015-01-07,78.4731674194336
2015-01-08,80.4682388305664
2015-01-09,80.87203979492188
2015-01-12,80.04072570800781
2015-01-13,81.4024429321289
2015-01-14,82.30498504638672
2015-01-15,83.34209442138672
2015-01-16,84.99674987792969
2015-01-20,85.17091369628906
2015-01-21,84.57718658447266
2015-01-22,87.83106231689453
2015-01-23,86.334716796875
2015-01-26,85.79634094238281
2015-01-27,84.64839935302734
2015-01-28,83.33419036865234
2015-01-29,84.55342864990234
2015-01-30,84.00715637207031
2015-02-02,84.53758239746094
2015-02-03,85.50342559814453
2015-02-04,85.27387237548828
2015-02-05,86.01014709472656
2015-02-06,86.3505630493164
2015-02-09,85.01258087158203
2015-02-10,85.45597076416016
2015-02-11,84.71174621582031
2015-02-12,90.8632583618164
2015-02-13,92.5970458984375
2015-02-17,92.78706359863281
2015-02-18,93.63419342041016
2015-02-19,95.08299255371094
2015-02-20,96.11219787597656
2015-02-23,95.98554229736328
2015-02-24,97.08599090576172
2015-02-25,96.48431396484375
2015-02-26,96.46055603027344
2015-02-27,96.53181457519531
2015-03-02,97.19681549072266
2015-03-03,96.3418197631836
2015-03-04,95.96969604492188
2015-03-05,95.7005386352539
2015-03-06,94.22003936767578
2015-03-09,95.55010223388672
2015-03-10,93.103759765625
2015-03-11,92.77124786376953
2015-03-12,94.60796356201172
2015-03-13,93.45211791992188
2015-03-16,94.2042007446289
2015-03-17,93.34126281738281
2015-03-18,93.5392074584961
2015-03-19,93.80838012695312
2015-03-20,94.94048309326172
2015-03-23,94.7583999633789
2015-03-24,94.61591339111328
2015-03-25,93.05807495117188
2015-03-26,92.75598907470703
2015-03-27,93.13752746582031
2015-03-30,94.18669891357422
2015-03-31,93.31238555908203
2015-04-01,92.97062683105469
2015-04-02,93.30443572998047
2015-04-06,94.28205108642578
2015-04-07,93.9403076171875
2015-04-08,93.9561767578125
2015-04-09,93.99594116210938
2015-04-10,94.56024932861328
2015-04-13,94.40129089355469
2015-04-14,94.51258850097656
2015-04-15,94.3218002319336
2015-04-16,94.3138656616211
2015-04-17,92.42218017578125
2015-04-20,93.52701568603516
2015-04-21,92.85137176513672
2015-04-22,92.19168090820312
2015-04-23,92.65266418457031
2015-04-24,92.08039093017578
2015-04-27,92.34271240234375
2015-04-28,92.95470428466797
2015-04-29,92.39039611816406
2015-04-30,91.20609283447266
2015-05-01,93.32827758789062
2015-05-04,93.97209930419922
2015-05-05,92.67649841308594
2015-05-06,93.86874389648438
2015-05-07,93.9641342163086
2015-05-08,94.933837890625
2015-05-11,94.82254028320312
2015-05-12,90.92790985107422
2015-05-13,89.56876373291016
2015-05-14,91.44454956054688
2015-05-15,91.74656677246094
2015-05-18,91.62734985351562
2015-05-19,92.11219024658203
2015-05-20,93.41571044921875
2015-05-21,93.99594116210938
2015-05-22,94.06749725341797
2015-05-26,93.07392120361328
2015-05-27,94.44104766845703
2015-05-28,94.79869842529297
2015-05-29,94.61590576171875
2015-06-01,93.39981842041016
2015-06-02,92.54935455322266
2015-06-03,90.98355865478516
2015-06-04,89.40184783935547
2015-06-05,88.32086181640625
2015-06-08,87.70092010498047
2015-06-09,87.23993682861328
2015-06-10,88.09040069580078
2015-06-11,88.58318328857422
2015-06-12,87.69297790527344
2015-06-15,86.92994689941406
2015-06-16,88.41626739501953
2015-06-17,88.68649291992188
2015-06-18,90.08539581298828
2015-06-19,89.6720962524414
2015-06-22,90.23641204833984
2015-06-23,89.98207092285156
2015-06-24,89.91023254394531
2015-06-25,89.88629150390625
2015-06-26,89.88629150390625
2015-06-29,87.2284927368164
2015-06-30,87.2284927368164
2015-07-01,87.97074890136719
2015-07-02,88.05854034423828
2015-07-06,87.55573272705078
2015-07-07,87.52381134033203
2015-07-08,86.55804443359375
2015-07-09,86.92522430419922
2015-07-10,88.71300506591797
2015-07-13,89.91023254394531
2015-07-14,90.31731414794922
2015-07-15,89.94217681884766
2015-07-16,90.46892547607422
2015-07-17,89.90226745605469
2015-07-20,89.08016204833984
2015-07-21,89.07219696044922
2015-07-22,89.60694122314453
2015-07-23,89.53512573242188
2015-07-24,88.6731185913086
2015-07-27,88.68110656738281
2015-07-28,90.748291015625
2015-07-29,91.4426498413086
2015-07-30,92.1928939819336
2015-07-31,92.25678253173828
2015-08-03,92.02528381347656
2015-08-04,92.58399200439453
2015-08-05,93.57369232177734
2015-08-06,92.91922760009766
2015-08-07,92.8074722290039
2015-08-10,94.82677459716797
2015-08-11,91.02763366699219
2015-08-12,90.78022003173828
2015-08-13,90.36518096923828
2015-08-14,91.27505493164062
2015-08-17,91.77787017822266
2015-08-18,92.20886993408203
2015-08-19,91.0755386352539
2015-08-20,89.39144134521484
2015-08-21,89.35153198242188
2015-08-24,86.19890594482422
2015-08-25,85.44068145751953
2015-08-26,86.92522430419922
2015-08-27,88.35387420654297
2015-08-28,88.5614013671875
2015-08-31,87.43601989746094
2015-09-01,84.78620910644531
2015-09-02,86.59798431396484
2015-09-03,87.36417388916016
2015-09-04,85.36083984375
2015-09-08,87.19659423828125
2015-09-09,86.78152465820312
2015-09-10,85.55241394042969
2015-09-11,85.50450134277344
2015-09-14,84.69841003417969
2015-09-15,84.86599731445312
2015-09-16,85.95146942138672
2015-09-17,85.86369323730469
2015-09-18,83.9401626586914
2015-09-21,84.6505126953125
2015-09-22,83.8603744506836
2015-09-23,84.02084350585938
2015-09-24,84.09305572509766
2015-09-25,84.8633804321289
2015-09-28,80.71487426757812
2015-09-29,81.11610412597656
2015-09-30,82.85733795166016
2015-10-01,83.35482788085938
2015-10-02,85.70588684082031
2015-10-05,86.82929229736328
2015-10-06,86.64473724365234
2015-10-07,88.06501770019531
2015-10-08,87.8724594116211
2015-10-09,87.88848114013672
2015-10-12,88.34584045410156
2015-10-13,88.45819091796875
2015-10-14,88.24956512451172
2015-10-15,89.12418365478516
2015-10-16,90.29571533203125
2015-10-19,90.64076232910156
2015-10-20,90.49632263183594
2015-10-21,89.67786407470703
2015-10-22,91.25862121582031
2015-10-23,91.0901107788086
2015-10-26,92.01287841796875
2015-10-27,91.24256134033203
2015-10-28,92.31778717041016
2015-10-29,92.68692016601562
2015-10-30,93.12825775146484
2015-11-02,93.12023162841797
2015-11-03,93.22455596923828
2015-11-04,93.22455596923828
2015-11-05,93.05603790283203
2015-11-06,90.83333587646484
2015-11-09,91.56353759765625
2015-11-10,91.1623306274414
2015-11-11,92.9998779296875
2015-11-12,90.89752197265625
2015-11-13,89.6698226928711
2015-11-16,91.87648010253906
2015-11-17,92.6387710571289
2015-11-18,94.23556518554688
2015-11-19,94.55653381347656
2015-11-20,93.9226303100586
2015-11-23,95.13429260253906
2015-11-24,96.36193084716797
2015-11-25,96.4903335571289
2015-11-27,96.16939544677734
2015-11-30,96.29779052734375
2015-12-01,97.89459228515625
2015-12-02,96.61872863769531
2015-12-03,95.59967041015625
2015-12-04,97.29278564453125
2015-12-07,97.31684112548828
2015-12-08,97.11624908447266
2015-12-09,96.86751556396484
2015-12-10,94.93366241455078
2015-12-11,93.17638397216797
2015-12-14,93.33685302734375
2015-12-15,94.82935333251953
2015-12-16,97.05204772949219
2015-12-17,94.75714874267578
2015-12-18,92.98377990722656
2015-12-21,94.06707763671875
2015-12-22,95.89657592773438
2015-12-23,96.4689712524414
2015-12-24,96.71890258789062
2015-12-28,97.0252456665039
2015-12-29,97.64603424072266
2015-12-30,97.24292755126953
2015-12-31,96.45283508300781
2016-01-04,95.15486145019531
2016-01-05,95.88046264648438
2016-01-06,94.46155548095703
2016-01-07,93.99396514892578
2016-01-08,93.79241943359375
2016-01-11,94.8243408203125
2016-01-12,95.39673614501953
2016-01-13,93.55863189697266
2016-01-14,94.48574829101562
2016-01-15,92.9620361328125
2016-01-19,91.4866943359375
2016-01-20,90.11617279052734
2016-01-21,90.09197998046875
2016-01-22,91.96234893798828
2016-01-25,89.00363159179688
2016-01-26,90.1887435913086
2016-01-27,89.90655517578125
2016-01-28,90.44671630859375
2016-01-29,94.29222869873047
2016-02-01,95.50154113769531
2016-02-02,94.50186920166016
2016-02-03,97.22677612304688
2016-02-04,97.77499389648438
2016-02-05,96.24324035644531
2016-02-08,94.01009368896484
2016-02-09,94.18745422363281
2016-02-10,92.97817993164062
2016-02-11,81.01427459716797
2016-02-12,86.06102752685547
2016-02-16,85.8917236328125
2016-02-17,85.52088165283203
2016-02-18,84.96461486816406
2016-02-19,84.97264862060547
2016-02-22,84.87591552734375
2016-02-23,83.37639617919922
2016-02-24,85.62569427490234
2016-02-25,84.66632080078125
2016-02-26,83.94075775146484
2016-02-29,83.2716064453125
2016-03-01,85.95623016357422
2016-03-02,85.31127166748047
2016-03-03,84.77111053466797
2016-03-04,85.78690338134766
2016-03-07,85.80304718017578
2016-03-08,86.3996353149414
2016-03-09,86.6656723022461
2016-03-10,86.81078338623047
2016-03-11,88.66503143310547
2016-03-14,88.94720458984375
2016-03-15,88.92302703857422
2016-03-16,89.85015106201172
2016-03-17,91.00299835205078
2016-03-18,91.64794158935547
2016-03-21,91.85751342773438
2016-03-22,92.63148498535156
2016-03-23,92.0562973022461
2016-03-24,91.7403335571289
2016-03-28,92.22640991210938
2016-03-29,92.99605560302734
2016-03-30,92.82592010498047
2016-03-31,92.16972351074219
2016-04-01,94.2841796875
2016-04-04,93.85478973388672
2016-04-05,93.4416275024414
2016-04-06,95.65333557128906
2016-04-07,94.49480438232422
2016-04-08,95.35355377197266
2016-04-11,95.10240936279297
2016-04-12,96.02599334716797
2016-04-13,97.2007064819336
2016-04-14,96.65791320800781
2016-04-15,97.20880126953125
2016-04-18,98.22148132324219
2016-04-19,99.06403350830078
2016-04-20,97.2168960571289
2016-04-21,97.33841705322266
2016-04-22,97.88119506835938
2016-04-25,97.30601501464844
2016-04-26,97.51665496826172
2016-04-27,97.43562316894531
2016-04-28,96.79562377929688
2016-04-29,96.78752899169922
2016-05-02,97.06297302246094
2016-05-03,96.69839477539062
2016-05-04,96.1151123046875
2016-05-05,96.09889221191406
2016-05-06,96.07457733154297
2016-05-09,97.12776184082031
2016-05-10,102.27217864990234
2016-05-11,100.14961242675781
2016-05-12,102.20735168457031
2016-05-13,102.28028106689453
2016-05-16,103.53601837158203
2016-05-17,103.29296112060547
2016-05-18,102.58811950683594
2016-05-19,103.69801330566406
2016-05-20,103.72232818603516
2016-05-23,103.63320922851562
2016-05-24,103.9005355834961
2016-05-25,104.50817108154297
2016-05-26,104.45143127441406
2016-05-27,104.78360748291016
2016-05-31,104.50817108154297
2016-06-01,104.44334411621094
2016-06-02,104.27322387695312
2016-06-03,103.96536254882812
2016-06-06,104.3785400390625
2016-06-07,104.93756103515625
2016-06-08,106.13653564453125
2016-06-09,105.15628051757812
2016-06-10,104.31371307373047
2016-06-13,103.16334533691406
2016-06-14,103.18761444091797
2016-06-15,102.24786376953125
2016-06-16,102.02103424072266
2016-06-17,101.67266082763672
2016-06-20,102.88788604736328
2016-06-21,103.11471557617188
2016-06-22,102.77446746826172
2016-06-23,103.53125762939453
2016-06-24,99.38931274414062
2016-06-27,97.2898941040039
2016-06-28,98.58374786376953
2016-06-29,100.74824523925781
2016-06-30,102.5873031616211
2016-07-01,102.55474090576172
2016-07-05,102.27808380126953
2016-07-06,103.3359375
2016-07-07,103.79164123535156
2016-07-08,105.40283203125
2016-07-11,105.28075408935547
2016-07-12,106.76177215576172
2016-07-13,107.60803985595703
2016-07-14,107.20934295654297
2016-07-15,107.49408721923828
2016-07-18,107.59175109863281
2016-07-19,107.82774353027344
2016-07-20,108.97508239746094
2016-07-21,108.12069702148438
2016-07-22,109.06462860107422
2016-07-25,110.05738067626953
2016-07-26,109.37384033203125
2016-07-27,108.38925170898438
2016-07-28,108.43800354003906
2016-07-29,108.42990112304688
2016-08-01,108.54383087158203
2016-08-02,108.12069702148438
2016-08-03,109.07274627685547
2016-08-04,110.47236633300781
2016-08-05,109.04835510253906
2016-08-08,107.99053192138672
2016-08-09,110.97686767578125
2016-08-10,110.2933578491211
2016-08-11,110.70023345947266
2016-08-12,110.33401489257812
2016-08-15,110.5781478881836
2016-08-16,109.07274627685547
2016-08-17,109.21924591064453
2016-08-18,110.83041381835938
2016-08-19,111.91266632080078
2016-08-22,111.96147918701172
2016-08-23,112.36833953857422
2016-08-24,112.18122100830078
2016-08-25,112.73451232910156
2016-08-26,111.00943756103516
2016-08-29,111.84756469726562
2016-08-30,112.66132354736328
2016-08-31,112.76707458496094
2016-09-01,112.59619903564453
2016-09-02,113.10075378417969
2016-09-06,112.92170715332031
2016-09-07,113.37739562988281
2016-09-08,112.80778503417969
2016-09-09,109.6504898071289
2016-09-12,109.85392761230469
2016-09-13,109.8702163696289
2016-09-14,109.51216125488281
2016-09-15,110.08179473876953
2016-09-16,110.54561614990234
2016-09-19,112.12422943115234
2016-09-20,112.49044036865234
2016-09-21,114.81771850585938
2016-09-22,115.98667907714844
2016-09-23,115.17742156982422
2016-09-26,114.59698486328125
2016-09-27,115.47988891601562
2016-09-28,116.07653045654297
2016-09-29,116.06018829345703
2016-09-30,116.86949157714844
2016-10-03,116.04389190673828
2016-10-04,114.7850112915039
2016-10-05,113.25640106201172
2016-10-06,112.98660278320312
2016-10-07,112.34086608886719
2016-10-10,112.56159210205078
2016-10-11,110.7468490600586
2016-10-12,107.37083435058594
2016-10-13,106.43894958496094
2016-10-14,105.7032699584961
2016-10-17,105.53157806396484
2016-10-18,106.26728820800781
2016-10-19,105.80133056640625
2016-10-20,105.62151336669922
2016-10-21,106.06295013427734
2016-10-24,106.69233703613281
2016-10-25,106.6760025024414
2016-10-26,107.95120239257812
2016-10-27,109.03023529052734
2016-10-28,109.97844696044922
2016-10-31,106.90486907958984
2016-11-01,109.40621185302734
2016-11-02,106.79861450195312
2016-11-03,105.6868896484375
2016-11-04,105.17190551757812
2016-11-07,107.18281555175781
2016-11-08,103.04656982421875
2016-11-09,101.38716125488281
2016-11-10,96.84220123291016
2016-11-11,96.78498077392578
2016-11-14,96.06564331054688
2016-11-15,96.50704956054688
2016-11-16,98.77137756347656
2016-11-17,97.64327239990234
2016-11-18,97.91305541992188
2016-11-21,98.13375854492188
2016-11-22,98.37079620361328
2016-11-23,98.36262512207031
2016-11-25,98.40348815917969
2016-11-28,98.37896728515625
2016-11-29,99.11466979980469
2016-11-30,98.951171875
2016-12-01,96.8749008178711
2016-12-02,98.15008544921875
2016-12-05,98.91850280761719
2016-12-06,99.55609130859375
2016-12-07,101.90214538574219
2016-12-08,102.80130767822266
2016-12-09,102.42529296875
2016-12-12,100.70870208740234
2016-12-13,99.52338409423828
2016-12-14,96.80948638916016
2016-12-15,98.23182678222656
2016-12-16,96.4661636352539
2016-12-19,96.35172271728516
2016-12-20,96.28633117675781
2016-12-21,96.65418243408203
2016-12-22,97.5615234375
2016-12-23,97.17529296875
2016-12-27,97.81631469726562
2016-12-28,97.63551330566406
2016-12-29,97.71768951416016
2016-12-30,96.83830261230469
2017-01-03,96.2958755493164
2017-01-04,96.47669219970703
2017-01-05,95.41651153564453
2017-01-06,95.35075378417969
2017-01-09,94.97273254394531
2017-01-10,94.90697479248047
2017-01-11,95.58087921142578
2017-01-12,94.72616577148438
2017-01-13,95.8767318725586
2017-01-17,96.00003051757812
2017-01-18,96.83830261230469
2017-01-19,96.57532501220703
2017-01-20,97.08486938476562
2017-01-23,96.46026611328125
2017-01-24,98.24365997314453
2017-01-25,98.4737777709961
2017-01-26,98.37516021728516
2017-01-27,98.49842834472656
2017-01-30,97.79986572265625
2017-01-31,96.32876586914062
2017-02-01,95.77812957763672
2017-02-02,96.02467346191406
2017-02-03,96.96158599853516
2017-02-06,96.54244232177734
2017-02-07,95.95071411132812
2017-02-08,96.91226959228516
2017-02-09,96.76433563232422
2017-02-10,96.90406036376953
2017-02-13,98.6463851928711
2017-02-14,96.89584350585938
2017-02-15,97.93138122558594
2017-02-16,101.93374633789062
2017-02-17,100.56948852539062
2017-02-21,99.95311737060547
2017-02-22,100.78317260742188
2017-02-23,102.84600830078125
2017-02-24,102.73097229003906
2017-02-27,102.57479858398438
2017-02-28,103.3062515258789
2017-03-01,104.45682525634766
2017-03-02,103.65967559814453
2017-03-03,102.8377914428711
2017-03-06,102.22962188720703
2017-03-07,101.8187026977539
2017-03-08,102.13922882080078
2017-03-09,101.62966918945312
2017-03-10,103.00218200683594
2017-03-13,104.04590606689453
2017-03-14,103.7336196899414
2017-03-15,105.27867889404297
2017-03-16,105.96902465820312
2017-03-17,108.5660629272461
2017-03-20,111.27816772460938
2017-03-21,111.03162384033203
2017-03-22,112.50276184082031
2017-03-23,111.52838897705078
2017-03-24,109.97604370117188
2017-03-27,109.45587158203125
2017-03-28,108.62189483642578
2017-03-29,108.96044921875
2017-03-30,109.29899597167969
2017-03-31,109.43107604980469
2017-04-03,108.6549301147461
2017-04-04,108.53934478759766
2017-04-05,108.80355072021484
2017-04-06,109.85221862792969
2017-04-07,109.19989013671875
2017-04-10,109.69532012939453
2017-04-11,110.14944458007812
2017-04-12,109.45587158203125
2017-04-13,108.94391632080078
2017-04-17,109.83570861816406
2017-04-18,110.70269012451172
2017-04-19,111.08253479003906
2017-04-20,112.13113403320312
2017-04-21,112.39539337158203
2017-04-24,113.97248840332031
2017-04-25,114.84769439697266
2017-04-26,114.60826110839844
2017-04-27,115.37618255615234
2017-04-28,114.43486022949219
2017-05-01,114.75692749023438
2017-05-02,114.12935638427734
2017-05-03,114.63304901123047
2017-05-04,114.33583068847656
2017-05-05,114.99636840820312
2017-05-08,113.43576049804688
2017-05-09,106.49982452392578
2017-05-10,107.61455535888672
2017-05-11,108.04391479492188
2017-05-12,107.92829132080078
2017-05-15,109.3980941772461
2017-05-16,109.95130157470703
2017-05-17,109.9430160522461
2017-05-18,110.85957336425781
2017-05-19,111.31370544433594
2017-05-22,112.17243194580078
2017-05-23,112.72566986083984
2017-05-24,113.8651123046875
2017-05-25,114.28628540039062
2017-05-26,114.31103515625
2017-05-30,113.11375427246094
2017-05-31,113.85689544677734
2017-06-01,114.09636688232422
2017-06-02,114.97160339355469
2017-06-05,115.14496612548828
2017-06-06,114.60826110839844
2017-06-07,113.84038543701172
2017-06-08,112.04032897949219
2017-06-09,113.28714752197266
2017-06-12,112.65961456298828
2017-06-13,112.70915985107422
2017-06-14,112.71739196777344
2017-06-15,111.54488372802734
2017-06-16,111.12376403808594
2017-06-19,112.41188049316406
2017-06-20,112.45317840576172
2017-06-21,112.36235809326172
2017-06-22,112.1052017211914
2017-06-23,112.95136260986328
2017-06-26,113.71464538574219
2017-06-27,112.30426025390625
2017-06-28,112.75225067138672
2017-06-29,110.736328125
2017-06-30,111.997314453125
2017-07-03,111.91435241699219
2017-07-05,111.34193420410156
2017-07-06,109.64124298095703
2017-07-07,109.40896606445312
2017-07-10,109.25133514404297
2017-07-11,109.49190521240234
2017-07-12,110.80268096923828
2017-07-13,110.1141128540039
2017-07-14,110.9437026977539
2017-07-17,111.06812286376953
2017-07-18,112.04710388183594
2017-07-19,112.18812561035156
2017-07-20,110.64506530761719
2017-07-21,110.34638214111328
2017-07-24,109.93159484863281
2017-07-25,110.3215103149414
2017-07-26,110.6533432006836
2017-07-27,110.81926727294922
2017-07-28,110.46255493164062
2017-07-31,110.4874267578125
2017-08-01,111.64059448242188
2017-08-02,111.03498840332031
2017-08-03,111.4415054321289
2017-08-04,111.8313980102539
2017-08-07,111.83969116210938
2017-08-08,111.69865417480469
2017-08-09,115.87986755371094
2017-08-10,113.5321044921875
2017-08-11,112.31258392333984
2017-08-14,113.70630645751953
2017-08-15,113.71464538574219
2017-08-16,114.93409729003906
2017-08-17,112.2296371459961
2017-08-18,111.85627746582031
2017-08-21,111.89781188964844
2017-08-22,112.71080017089844
2017-08-23,112.09687805175781
2017-08-24,112.18812561035156
2017-08-25,112.76058197021484
2017-08-28,112.9430923461914
2017-08-29,112.78544616699219
2017-08-30,113.00946807861328
2017-08-31,113.5321044921875
2017-09-01,114.43638610839844
2017-09-05,115.53144073486328
2017-09-06,115.36555480957031
2017-09-07,116.60993957519531
2017-09-08,117.66354370117188
2017-09-11,118.7503890991211
2017-09-12,118.80842590332031
2017-09-13,118.7503890991211
2017-09-14,119.18174743652344
2017-09-15,119.28131866455078
