,AFL
2015-03-20,25.336641311645508
2015-03-23,25.324743270874023
2015-03-24,25.221637725830078
2015-03-25,25.122493743896484
2015-03-26,25.181974411010742
2015-03-27,25.201807022094727
2015-03-30,25.45957374572754
2015-03-31,25.384227752685547
2015-04-01,25.20973777770996
2015-04-02,25.213703155517578
2015-04-06,25.368366241455078
2015-04-07,25.29698371887207
2015-04-08,25.47543716430664
2015-04-09,25.590442657470703
2015-04-10,25.586471557617188
2015-04-13,25.52699089050293
2015-04-14,25.60234260559082
2015-04-15,25.665790557861328
2015-04-16,25.57061195373535
2015-04-17,25.372331619262695
2015-04-20,25.5587158203125
2015-04-21,25.324743270874023
2015-04-22,25.408021926879883
2015-04-23,25.447677612304688
2015-04-24,25.455610275268555
2015-04-27,25.388193130493164
2015-04-28,25.546815872192383
2015-04-29,25.324743270874023
2015-04-30,24.999557495117188
2015-05-01,25.027315139770508
2015-05-04,25.189910888671875
2015-05-05,25.273191452026367
2015-05-06,25.19783592224121
2015-05-07,25.28112030029297
2015-05-08,25.467506408691406
2015-05-11,25.336641311645508
2015-05-12,25.130428314208984
2015-05-13,25.221637725830078
2015-05-14,25.28905487060547
2015-05-15,25.249393463134766
2015-05-18,25.508750915527344
2015-05-19,25.63643455505371
2015-05-20,25.819988250732422
2015-05-21,25.093780517578125
2015-05-22,25.02195930480957
2015-05-26,24.63492202758789
2015-05-27,24.922197341918945
2015-05-28,24.962108612060547
2015-05-29,24.826440811157227
2015-06-01,24.778560638427734
2015-06-02,24.842395782470703
2015-06-03,24.942150115966797
2015-06-04,24.78255271911621
2015-06-05,24.662851333618164
2015-06-08,24.5870361328125
2015-06-09,24.606983184814453
2015-06-10,24.946147918701172
2015-06-11,25.133676528930664
2015-06-12,24.966096878051758
2015-06-15,24.75861167907715
2015-06-16,24.9182186126709
2015-06-17,24.926198959350586
2015-06-18,25.173583984375
2015-06-19,24.962108612060547
2015-06-22,25.069841384887695
2015-06-23,25.07781982421875
2015-06-24,24.93018341064453
2015-06-25,25.273332595825195
2015-06-26,25.412988662719727
2015-06-29,24.515213012695312
2015-06-30,24.818464279174805
2015-07-01,24.910240173339844
2015-07-02,24.722702026367188
2015-07-06,24.571069717407227
2015-07-07,24.646886825561523
2015-07-08,24.124181747436523
2015-07-09,24.2039852142334
2015-07-10,24.62294578552246
2015-07-13,24.507232666015625
2015-07-14,24.503244400024414
2015-07-15,24.654869079589844
2015-07-16,24.826440811157227
2015-07-17,24.575069427490234
2015-07-20,24.56309700012207
2015-07-21,24.65886116027832
2015-07-22,24.690778732299805
2015-07-23,24.682798385620117
2015-07-24,24.706745147705078
2015-07-27,24.551124572753906
2015-07-28,24.870338439941406
2015-07-29,25.752147674560547
2015-07-30,25.552640914916992
2015-07-31,25.55663299560547
2015-08-03,25.548654556274414
2015-08-04,25.508750915527344
2015-08-05,25.576580047607422
2015-08-06,25.409000396728516
2015-08-07,25.552640914916992
2015-08-10,25.903776168823242
2015-08-11,25.6324405670166
2015-08-12,25.5805721282959
2015-08-13,25.60451316833496
2015-08-14,25.839929580688477
2015-08-17,25.904151916503906
2015-08-18,25.924230575561523
2015-08-19,25.310039520263672
2015-08-20,24.587472915649414
2015-08-21,23.764549255371094
2015-08-24,22.596385955810547
2015-08-25,22.17087173461914
2015-08-26,22.84929084777832
2015-08-27,23.535734176635742
2015-08-28,23.55178451538086
2015-08-31,23.523691177368164
2015-09-01,22.740901947021484
2015-09-02,23.062047958374023
2015-09-03,23.102188110351562
2015-09-04,22.63652992248535
2015-09-08,23.11021614074707
2015-09-09,22.87738800048828
2015-09-10,23.162405014038086
2015-09-11,23.339033126831055
2015-09-14,23.202545166015625
2015-09-15,23.51165008544922
2015-09-16,23.62002944946289
2015-09-17,23.326984405517578
2015-09-18,22.941621780395508
2015-09-21,23.162405014038086
2015-09-22,22.8974666595459
2015-09-23,23.050003051757812
2015-09-24,23.07810401916504
2015-09-25,23.214588165283203
2015-09-28,22.885417938232422
2015-09-29,23.170433044433594
2015-09-30,23.335020065307617
2015-10-01,23.266775131225586
2015-10-02,23.471506118774414
2015-10-05,23.812721252441406
2015-10-06,23.856874465942383
2015-10-07,24.202106475830078
2015-10-08,24.410842895507812
2015-10-09,24.390779495239258
2015-10-12,24.41887092590332
2015-10-13,24.290414810180664
2015-10-14,23.981321334838867
2015-10-15,24.446979522705078
2015-10-16,24.623598098754883
2015-10-19,24.499149322509766
2015-10-20,24.59951400756836
2015-10-21,24.623598098754883
2015-10-22,24.976858139038086
2015-10-23,25.470617294311523
2015-10-26,25.49470329284668
2015-10-27,25.35018539428711
2015-10-28,25.683374404907227
2015-10-29,25.860002517700195
2015-10-30,25.591039657592773
2015-11-02,25.896129608154297
2015-11-03,25.707456588745117
2015-11-04,25.759641647338867
2015-11-05,25.759641647338867
2015-11-06,25.819860458374023
2015-11-09,25.514772415161133
2015-11-10,25.815841674804688
2015-11-11,25.839929580688477
2015-11-12,25.418428421020508
2015-11-13,25.378284454345703
2015-11-16,25.72576332092285
2015-11-17,25.65708351135254
2015-11-18,26.23082733154297
2015-11-19,26.412654876708984
2015-11-20,26.52982521057129
2015-11-23,26.42477035522461
2015-11-24,26.420732498168945
2015-11-25,26.303560256958008
2015-11-27,26.38436508178711
2015-11-30,26.360126495361328
2015-12-01,26.663162231445312
2015-12-02,26.501537322998047
2015-12-03,25.495454788208008
2015-12-04,25.665159225463867
2015-12-07,25.374244689941406
2015-12-08,25.0994930267334
2015-12-09,24.752012252807617
2015-12-10,24.683320999145508
2015-12-11,24.125736236572266
2015-12-14,24.05704689025879
2015-12-15,24.614627838134766
2015-12-16,24.92978858947754
2015-12-17,24.396453857421875
2015-12-18,23.55199432373047
2015-12-21,23.62875747680664
2015-12-22,23.95199203491211
2015-12-23,24.372207641601562
2015-12-24,24.315643310546875
2015-12-28,24.40049171447754
2015-12-29,24.622713088989258
2015-12-30,24.45301628112793
2015-12-31,24.20250701904297
2016-01-04,23.911590576171875
2016-01-05,23.87926483154297
2016-01-06,23.515626907348633
2016-01-07,23.115617752075195
2016-01-08,22.913591384887695
2016-01-11,23.063087463378906
2016-01-12,23.35400390625
2016-01-13,22.99439811706543
2016-01-14,23.160064697265625
2016-01-15,22.87318992614746
2016-01-19,22.8247013092041
2016-01-20,22.444894790649414
2016-01-21,22.553987503051758
2016-01-22,23.139856338500977
2016-01-25,22.848941802978516
2016-01-26,23.240873336791992
2016-01-27,23.212589263916016
2016-01-28,23.560070037841797
2016-01-29,23.418651580810547
2016-02-01,22.83278465270996
2016-02-02,23.143896102905273
2016-02-03,23.160064697265625
2016-02-04,23.442893981933594
2016-02-05,23.519662857055664
2016-02-08,23.434810638427734
2016-02-09,23.40652847290039
2016-02-10,23.228748321533203
2016-02-11,22.626461029052734
2016-02-12,23.32234764099121
2016-02-16,23.656051635742188
2016-02-17,24.038583755493164
2016-02-18,24.075199127197266
2016-02-19,24.140323638916016
2016-02-22,24.29495620727539
2016-02-23,24.16067123413086
2016-02-24,24.266477584838867
2016-02-25,24.55133628845215
2016-02-26,24.48622703552246
2016-02-29,24.221708297729492
2016-03-01,24.85247802734375
2016-03-02,24.990848541259766
2016-03-03,24.815860748291016
2016-03-04,24.836200714111328
2016-03-07,24.640871047973633
2016-03-08,24.441465377807617
2016-03-09,24.592041015625
2016-03-10,24.567615509033203
2016-03-11,25.340829849243164
2016-03-14,25.088516235351562
2016-03-15,25.047822952270508
2016-03-16,25.41814422607422
2016-03-17,25.79660415649414
2016-03-18,25.84950828552246
2016-03-21,25.75184440612793
2016-03-22,25.77625846862793
2016-03-23,25.800678253173828
2016-03-24,25.515810012817383
2016-03-28,25.7030086517334
2016-03-29,25.71114730834961
2016-03-30,25.934974670410156
2016-03-31,25.69487190246582
2016-04-01,26.09368133544922
2016-04-04,25.87799835205078
2016-04-05,25.930906295776367
2016-04-06,25.906490325927734
2016-04-07,25.637895584106445
2016-04-08,26.008224487304688
2016-04-11,26.061124801635742
2016-04-12,26.667482376098633
2016-04-13,27.041881561279297
2016-04-14,27.25349235534668
2016-04-15,27.216869354248047
2016-04-18,27.351165771484375
2016-04-19,27.49358367919922
2016-04-20,27.69300079345703
2016-04-21,27.428482055664062
2016-04-22,27.640087127685547
2016-04-25,27.619747161865234
2016-04-26,27.67265510559082
2016-04-27,28.209823608398438
2016-04-28,28.083677291870117
2016-04-29,28.06739616394043
2016-05-02,28.13250732421875
2016-05-03,28.06739616394043
2016-05-04,27.847639083862305
2016-05-05,27.941234588623047
2016-05-06,28.018552780151367
2016-05-09,27.9330997467041
2016-05-10,28.152854919433594
2016-05-11,27.981935501098633
2016-05-12,28.177270889282227
2016-05-13,28.02669334411621
2016-05-16,28.255950927734375
2016-05-17,28.01850128173828
2016-05-18,28.247777938842773
2016-05-19,28.084020614624023
2016-05-20,28.137231826782227
2016-05-23,28.043073654174805
2016-05-24,28.47293472290039
2016-05-25,28.595748901367188
2016-05-26,28.321460723876953
2016-05-27,28.477020263671875
2016-05-31,28.436084747314453
2016-06-01,28.415624618530273
2016-06-02,28.48521614074707
2016-06-03,28.296897888183594
2016-06-06,28.391056060791016
2016-06-07,28.37468147277832
2016-06-08,28.616214752197266
2016-06-09,28.534339904785156
2016-06-10,28.227293014526367
2016-06-13,27.989858627319336
2016-06-14,27.965299606323242
2016-06-15,27.903884887695312
2016-06-16,28.16998291015625
2016-06-17,28.161792755126953
2016-06-20,28.56708526611328
2016-06-21,28.8823184967041
2016-06-22,29.00104331970215
2016-06-23,29.381772994995117
2016-06-24,28.35421371459961
2016-06-27,27.564096450805664
2016-06-28,28.186357498168945
2016-06-29,28.689903259277344
2016-06-30,29.541433334350586
2016-07-01,29.68062973022461
2016-07-05,29.2712345123291
2016-07-06,29.56189727783203
2016-07-07,29.23848533630371
2016-07-08,29.676532745361328
2016-07-11,29.746131896972656
2016-07-12,29.967195510864258
2016-07-13,29.99994659423828
2016-07-14,30.171897888183594
2016-07-15,30.032697677612305
2016-07-18,29.971298217773438
2016-07-19,29.971298217773438
2016-07-20,30.069543838500977
2016-07-21,30.020421981811523
2016-07-22,30.08591079711914
2016-07-25,29.987672805786133
2016-07-26,30.167795181274414
2016-07-27,30.032697677612305
2016-07-28,30.016324996948242
2016-07-29,29.590553283691406
2016-08-01,29.30399513244629
2016-08-02,29.320358276367188
2016-08-03,29.463651657104492
2016-08-04,29.459556579589844
2016-08-05,29.91397476196289
2016-08-08,29.918071746826172
2016-08-09,29.930362701416016
2016-08-10,29.954912185668945
2016-08-11,29.91397476196289
2016-08-12,29.758413314819336
2016-08-15,29.754308700561523
2016-08-16,29.55780601501465
2016-08-17,29.750215530395508
2016-08-18,29.582372665405273
2016-08-19,29.836191177368164
2016-08-22,29.906177520751953
2016-08-23,29.963821411132812
2016-08-24,29.93088150024414
2016-08-25,30.05027961730957
2016-08-26,29.95146942138672
2016-08-29,30.34259605407715
2016-08-30,30.58138084411621
2016-08-31,30.540212631225586
2016-09-01,30.41257667541504
2016-09-02,30.461986541748047
2016-09-06,30.32613182067871
2016-09-07,30.272602081298828
2016-09-08,30.029699325561523
2016-09-09,29.80738067626953
2016-09-12,30.227313995361328
2016-09-13,29.572694778442383
2016-09-14,29.560354232788086
2016-09-15,29.782672882080078
2016-09-16,29.37096405029297
2016-09-19,29.650922775268555
2016-09-20,29.827957153320312
2016-09-21,30.260251998901367
2016-09-22,30.268482208251953
2016-09-23,29.947351455688477
2016-09-26,29.650922775268555
2016-09-27,29.81560516357422
2016-09-28,29.83619499206543
2016-09-29,29.4615478515625
2016-09-30,29.589170455932617
2016-10-03,29.465660095214844
2016-10-04,29.43683433532715
2016-10-05,29.601531982421875
2016-10-06,29.6715087890625
2016-10-07,29.387432098388672
2016-10-10,29.51094627380371
2016-10-11,29.222761154174805
2016-10-12,29.486238479614258
2016-10-13,29.070419311523438
2016-10-14,29.214521408081055
2016-10-17,29.074548721313477
2016-10-18,28.942792892456055
2016-10-19,29.04160499572754
2016-10-20,28.720476150512695
2016-10-21,28.564027786254883
2016-10-24,28.8275146484375
2016-10-25,28.671064376831055
2016-10-26,28.736949920654297
2016-10-27,28.905744552612305
2016-10-28,28.20584487915039
2016-10-31,28.354053497314453
2016-11-01,28.15643882751465
2016-11-02,28.15643882751465
2016-11-03,28.341707229614258
2016-11-04,28.226428985595703
2016-11-07,28.650480270385742
2016-11-08,28.85633659362793
2016-11-09,29.478012084960938
2016-11-10,30.157320022583008
2016-11-11,29.893835067749023
2016-11-14,29.935239791870117
2016-11-15,30.026365280151367
2016-11-16,29.748872756958008
2016-11-17,29.980810165405273
2016-11-18,30.026365280151367
2016-11-21,29.674333572387695
2016-11-22,29.47968292236328
2016-11-23,29.661911010742188
2016-11-25,29.707460403442383
2016-11-28,29.400983810424805
2016-11-29,29.52109146118164
2016-11-30,29.562503814697266
2016-12-01,29.189767837524414
2016-12-02,28.28276252746582
2016-12-05,28.448421478271484
2016-12-06,28.402868270874023
2016-12-07,28.767324447631836
2016-12-08,28.833587646484375
2016-12-09,28.601659774780273
2016-12-12,28.56024932861328
2016-12-13,28.982696533203125
2016-12-14,28.87500762939453
2016-12-15,28.688631057739258
2016-12-16,28.746620178222656
2016-12-19,28.90399932861328
2016-12-20,28.932992935180664
2016-12-21,29.11522102355957
2016-12-22,29.148353576660156
2016-12-23,29.053091049194336
2016-12-27,29.15663719177246
2016-12-28,28.90814208984375
2016-12-29,28.92056655883789
2016-12-30,28.825302124023438
2017-01-03,28.895709991455078
2017-01-04,29.160768508911133
2017-01-05,28.97026252746582
2017-01-06,29.069660186767578
2017-01-09,28.79216957092285
2017-01-10,28.754899978637695
2017-01-11,28.932992935180664
2017-01-12,28.812877655029297
2017-01-13,28.841876983642578
2017-01-17,28.94127655029297
2017-01-18,28.978546142578125
2017-01-19,28.767324447631836
2017-01-20,29.02410888671875
2017-01-23,28.72177505493164
2017-01-24,28.916425704956055
2017-01-25,29.181486129760742
2017-01-26,29.222898483276367
2017-01-27,29.102792739868164
2017-01-30,29.135921478271484
2017-01-31,28.9868221282959
2017-02-01,27.806482315063477
2017-02-02,28.092247009277344
2017-02-03,28.41529655456543
2017-02-06,28.547822952270508
2017-02-07,28.564390182495117
2017-02-08,28.841876983642578
2017-02-09,28.949554443359375
2017-02-10,28.982696533203125
2017-02-13,29.57859230041504
2017-02-14,29.603599548339844
2017-02-15,29.58693504333496
2017-02-16,29.66611099243164
2017-02-17,29.628597259521484
2017-02-21,29.76194190979004
2017-02-22,29.653596878051758
2017-02-23,29.886964797973633
2017-02-24,29.882789611816406
2017-02-27,30.14116859436035
2017-02-28,30.149490356445312
2017-03-01,30.412029266357422
2017-03-02,30.082822799682617
2017-03-03,30.116153717041016
2017-03-06,30.082822799682617
2017-03-07,29.98280143737793
2017-03-08,29.957807540893555
2017-03-09,30.0411434173584
2017-03-10,30.01197624206543
2017-03-13,30.024492263793945
2017-03-14,29.936969757080078
2017-03-15,30.149490356445312
2017-03-16,30.17032241821289
2017-03-17,30.224498748779297
2017-03-20,30.103652954101562
2017-03-21,29.757776260375977
2017-03-22,29.853626251220703
2017-03-23,30.00364112854004
2017-03-24,29.999475479125977
2017-03-27,29.936969757080078
2017-03-28,30.132822036743164
2017-03-29,29.828624725341797
2017-03-30,30.136995315551758
2017-03-31,30.178659439086914
2017-04-03,30.278671264648438
2017-04-04,30.257844924926758
2017-04-05,30.082822799682617
2017-04-06,30.399524688720703
2017-04-07,30.378690719604492
2017-04-10,30.64955711364746
2017-04-11,30.73289680480957
2017-04-12,30.566213607788086
2017-04-13,30.420352935791016
2017-04-17,30.64122200012207
2017-04-18,30.787067413330078
2017-04-19,30.657888412475586
2017-04-20,30.907920837402344
2017-04-21,30.832904815673828
2017-04-24,31.10795021057129
2017-04-25,31.257976531982422
2017-04-26,31.170446395874023
2017-04-27,31.27463150024414
2017-04-28,31.203786849975586
2017-05-01,31.020437240600586
2017-05-02,31.26212501525879
2017-05-03,31.153779983520508
2017-05-04,30.999603271484375
2017-05-05,30.982927322387695
2017-05-08,30.974592208862305
2017-05-09,30.778736114501953
2017-05-10,31.016271591186523
2017-05-11,30.820409774780273
2017-05-12,30.599550247192383
2017-05-15,30.724567413330078
2017-05-16,30.728731155395508
2017-05-17,30.678722381591797
2017-05-18,30.720407485961914
2017-05-19,30.78290367126465
2017-05-22,30.975723266601562
2017-05-23,31.07212257385254
2017-05-24,30.946380615234375
2017-05-25,31.315235137939453
2017-05-26,31.36972427368164
2017-05-30,31.495473861694336
2017-05-31,31.596073150634766
2017-06-01,31.82659912109375
2017-06-02,31.82659912109375
2017-06-05,31.755355834960938
2017-06-06,31.348764419555664
2017-06-07,31.407447814941406
2017-06-08,31.52062225341797
2017-06-09,32.69425964355469
2017-06-12,32.53498458862305
2017-06-13,32.65235137939453
2017-06-14,32.73617172241211
2017-06-15,32.61043930053711
2017-06-16,32.85353088378906
2017-06-19,33.22239685058594
2017-06-20,32.99186325073242
2017-06-21,32.681678771972656
2017-06-22,32.40923309326172
2017-06-23,32.526607513427734
2017-06-26,32.48887634277344
2017-06-27,32.59785461425781
2017-06-28,32.82419967651367
2017-06-29,32.526607513427734
2017-06-30,32.56013488769531
2017-07-03,32.870304107666016
2017-07-05,32.82000732421875
2017-07-06,32.497257232666016
2017-07-07,32.685882568359375
2017-07-10,32.54756546020508
2017-07-11,32.54336929321289
2017-07-12,32.54756546020508
2017-07-13,32.65235137939453
2017-07-14,32.6397705078125
2017-07-17,32.589473724365234
2017-07-18,32.6397705078125
2017-07-19,32.64815902709961
2017-07-20,32.56013488769531
2017-07-21,32.51402282714844
2017-07-24,32.53498458862305
2017-07-25,32.71940612792969
2017-07-26,32.42180633544922
2017-07-27,32.32540512084961
2017-07-28,33.272701263427734
2017-07-31,33.42778778076172
2017-08-01,33.905635833740234
2017-08-02,34.018798828125
2017-08-03,33.93916320800781
2017-08-04,34.018798828125
2017-08-07,33.993656158447266
2017-08-08,34.052330017089844
2017-08-09,34.27448272705078
2017-08-10,33.876285552978516
2017-08-11,33.84693908691406
2017-08-14,34.056522369384766
2017-08-15,34.06071090698242
2017-08-16,33.876285552978516
2017-08-17,33.46132278442383
2017-08-18,33.46551513671875
2017-08-21,33.591941833496094
2017-08-22,33.78579330444336
2017-08-23,33.73942947387695
2017-08-24,33.87851333618164
2017-08-25,34.09765625
2017-08-28,34.051292419433594
2017-08-29,34.43479537963867
2017-08-30,34.58229064941406
2017-08-31,34.78879928588867
2017-09-01,34.936279296875
2017-09-05,34.35472869873047
2017-09-06,34.42214584350586
2017-09-07,33.94594192504883
2017-09-08,34.2114372253418
2017-09-11,34.75507354736328
2017-09-12,34.65815353393555
2017-09-13,34.57386016845703
2017-09-14,34.603370666503906
