,IPG
2014-04-09,11.508131980895996
2014-04-10,11.329391479492188
2014-04-11,11.191893577575684
2014-04-14,11.22627067565918
2014-04-15,11.205644607543945
2014-04-16,11.67311954498291
2014-04-17,11.638750076293945
2014-04-21,11.597503662109375
2014-04-22,11.934358596801758
2014-04-23,11.982479095458984
2014-04-24,11.893107414245605
2014-04-25,11.824360847473145
2014-04-28,11.618125915527344
2014-04-29,11.783114433288574
2014-04-30,11.975608825683594
2014-05-01,11.920608520507812
2014-05-02,11.9618501663208
2014-05-05,11.975608825683594
2014-05-06,12.016854286193848
2014-05-07,12.023725509643555
2014-05-08,11.996228218078613
2014-05-09,12.264339447021484
2014-05-12,12.312459945678711
2014-05-13,12.333086013793945
2014-05-14,12.195592880249023
2014-05-15,12.07184886932373
2014-05-16,12.23684310913086
2014-05-19,12.250595092773438
2014-05-20,12.326210021972656
2014-05-21,12.539324760437012
2014-05-22,12.752434730529785
2014-05-23,12.759312629699707
2014-05-27,12.938055038452148
2014-05-28,13.01367473602295
2014-05-29,13.137414932250977
2014-05-30,13.209962844848633
2014-06-02,13.292869567871094
2014-06-03,13.348138809204102
2014-06-04,13.348138809204102
2014-06-05,13.527772903442383
2014-06-06,13.472502708435059
2014-06-09,13.562317848205566
2014-06-10,13.527772903442383
2014-06-11,13.603769302368164
2014-06-12,13.513955116271973
2014-06-13,13.513955116271973
2014-06-16,13.507046699523926
2014-06-17,13.555411338806152
2014-06-18,13.50013542175293
2014-06-19,13.472502708435059
2014-06-20,13.583045959472656
2014-06-23,13.507046699523926
2014-06-24,13.368870735168457
2014-06-25,13.444868087768555
2014-06-26,13.403409004211426
2014-06-27,13.493229866027832
2014-06-30,13.479413986206055
2014-07-01,13.465595245361328
2014-07-02,13.389596939086914
2014-07-03,13.396500587463379
2014-07-07,13.334322929382324
2014-07-08,13.106325149536133
2014-07-09,13.320504188537598
2014-07-10,13.216872215270996
2014-07-11,13.348138809204102
2014-07-14,13.410325050354004
2014-07-15,13.3135986328125
2014-07-16,13.320504188537598
2014-07-17,13.14777946472168
2014-07-18,13.403409004211426
2014-07-21,13.645228385925293
2014-07-22,13.700498580932617
2014-07-23,13.714317321777344
2014-07-24,13.921584129333496
2014-07-25,13.811043739318848
2014-07-28,13.976856231689453
2014-07-29,14.191033363342285
2014-07-30,13.935403823852539
2014-07-31,13.61759090423584
2014-08-01,13.50013542175293
2014-08-04,13.6659574508667
2014-08-05,13.62449836730957
2014-08-06,13.458683967590332
2014-08-07,13.299775123596191
2014-08-08,13.382691383361816
2014-08-11,13.472502708435059
2014-08-12,13.493229866027832
2014-08-13,13.714317321777344
2014-08-14,13.714317321777344
2014-08-15,13.693586349487305
2014-08-18,13.873223304748535
2014-08-19,13.797225952148438
2014-08-20,13.797225952148438
2014-08-21,13.762677192687988
2014-08-22,13.707408905029297
2014-08-25,13.68667984008789
2014-08-26,13.631406784057617
2014-08-27,13.776496887207031
2014-08-28,13.724430084228516
2014-08-29,13.557825088500977
2014-09-02,13.613361358642578
2014-09-03,13.6203031539917
2014-09-04,13.6203031539917
2014-09-05,13.530055046081543
2014-09-08,13.453694343566895
2014-09-09,13.370386123657227
2014-09-10,13.377331733703613
2014-09-11,13.349565505981445
2014-09-12,13.092710494995117
2014-09-15,13.051047325134277
2014-09-16,12.953866004943848
2014-09-17,12.912213325500488
2014-09-18,13.009404182434082
2014-09-19,13.057997703552246
2014-09-22,12.641475677490234
2014-09-23,12.599821090698242
2014-09-24,12.662297248840332
2014-09-25,12.592878341674805
2014-09-26,12.787253379821777
2014-09-29,12.766430854797363
2014-09-30,12.717838287353516
2014-10-01,12.426268577575684
2014-10-02,12.35684871673584
2014-10-03,12.537343978881836
2014-10-06,12.349906921386719
2014-10-07,12.030570030212402
2014-10-08,12.329079627990723
2014-10-09,11.850076675415039
2014-10-10,11.697355270385742
2014-10-13,11.461323738098145
2014-10-14,11.607107162475586
2014-10-15,11.822311401367188
2014-10-16,12.023629188537598
2014-10-17,12.127766609191895
2014-10-20,12.141645431518555
2014-10-21,12.426268577575684
2014-10-22,12.808083534240723
2014-10-23,12.926097869873047
2014-10-24,12.953866004943848
2014-10-27,12.953866004943848
2014-10-28,13.141304969787598
2014-10-29,13.134355545043945
2014-10-30,13.328737258911133
2014-10-31,13.46063232421875
2014-11-03,13.363443374633789
2014-11-04,13.217662811279297
2014-11-05,13.342617988586426
2014-11-06,13.46063232421875
2014-11-07,13.335677146911621
2014-11-10,13.474522590637207
2014-11-11,13.446754455566406
2014-11-12,13.481464385986328
2014-11-13,13.474522590637207
2014-11-14,13.495346069335938
2014-11-17,13.599477767944336
2014-11-18,13.773024559020996
2014-11-19,13.786910057067871
2014-11-20,13.884102821350098
2014-11-21,13.96740436553955
2014-11-24,14.04376220703125
2014-11-25,14.07847785949707
2014-11-26,14.144735336303711
2014-11-28,14.151707649230957
2014-12-01,14.123814582824707
2014-12-02,14.333054542541504
2014-12-03,14.319100379943848
2014-12-04,14.305155754089355
2014-12-05,14.326077461242676
2014-12-08,14.116841316223145
2014-12-09,14.249359130859375
2014-12-10,14.068015098571777
2014-12-11,14.05406379699707
2014-12-12,13.649529457092285
2014-12-15,13.510039329528809
2014-12-16,13.37751579284668
2014-12-17,13.65650463104248
2014-12-18,13.872723579406738
2014-12-19,14.012218475341797
2014-12-22,14.047090530395508
2014-12-23,14.340028762817383
2014-12-24,14.298181533813477
2014-12-26,14.409781455993652
2014-12-29,14.52834701538086
2014-12-30,14.500443458557129
2014-12-31,14.486495018005371
2015-01-02,14.123814582824707
2015-01-05,13.719276428222656
2015-01-06,13.349620819091797
2015-01-07,13.698352813720703
2015-01-08,14.333054542541504
2015-01-09,14.151707649230957
2015-01-12,14.074993133544922
2015-01-13,14.130788803100586
2015-01-14,14.005241394042969
2015-01-15,13.712302207946777
2015-01-16,13.789024353027344
2015-01-20,13.802976608276367
2015-01-21,14.109858512878418
2015-01-22,14.549266815185547
2015-01-23,14.36094856262207
2015-01-26,14.472546577453613
2015-01-27,14.20053482055664
2015-01-28,13.775076866149902
2015-01-29,14.144735336303711
2015-01-30,13.9075927734375
2015-02-02,14.088940620422363
2015-02-03,14.37490177154541
2015-02-04,14.353979110717773
2015-02-05,14.549266815185547
2015-02-06,14.270282745361328
2015-02-09,14.521367073059082
2015-02-10,14.535319328308105
2015-02-11,14.507421493530273
2015-02-12,14.758508682250977
2015-02-13,15.414134979248047
2015-02-17,15.588505744934082
2015-02-18,15.525728225708008
2015-02-19,15.5606050491333
2015-02-20,15.644295692443848
2015-02-23,15.700096130371094
2015-02-24,15.672199249267578
2015-02-25,15.686142921447754
2015-02-26,15.749258995056152
2015-02-27,15.637065887451172
2015-03-02,15.77730941772461
2015-03-03,15.74224853515625
2015-03-04,15.700175285339355
2015-03-05,15.440727233886719
2015-03-06,15.258407592773438
2015-03-09,15.314505577087402
2015-03-10,15.202312469482422
2015-03-11,14.956884384155273
2015-03-12,15.216339111328125
2015-03-13,15.104143142700195
2015-03-16,15.363592147827148
2015-03-17,15.209324836730957
2015-03-18,15.377615928649902
2015-03-19,15.363592147827148
2015-03-20,15.489811897277832
2015-03-23,15.468770980834961
2015-03-24,15.454751968383789
2015-03-25,15.19529914855957
2015-03-26,15.258407592773438
2015-03-27,15.468770980834961
2015-03-30,15.49682331085205
2015-03-31,15.510846138000488
2015-04-01,15.398653030395508
2015-04-02,15.510846138000488
2015-04-06,15.524872779846191
2015-04-07,15.279444694519043
2015-04-08,15.377615928649902
2015-04-09,15.251397132873535
2015-04-10,15.293472290039062
2015-04-13,15.153230667114258
2015-04-14,15.18829345703125
2015-04-15,14.970909118652344
2015-04-16,14.774567604064941
2015-04-17,14.606279373168945
2015-04-20,14.627314567565918
2015-04-21,14.82365894317627
2015-04-22,14.963898658752441
2015-04-23,14.837681770324707
2015-04-24,15.279444694519043
2015-04-27,14.585245132446289
2015-04-28,14.767561912536621
2015-04-29,14.55018138885498
2015-04-30,14.613292694091797
2015-05-01,14.732501029968262
2015-05-04,14.774567604064941
2015-05-05,14.606279373168945
2015-05-06,14.50110149383545
2015-05-07,14.522134780883789
2015-05-08,14.732501029968262
2015-05-11,14.7465238571167
2015-05-12,14.620305061340332
2015-05-13,14.585245132446289
2015-05-14,14.82365894317627
2015-05-15,14.78158187866211
2015-05-18,14.907806396484375
2015-05-19,14.690427780151367
2015-05-20,14.662375450134277
2015-05-21,14.739510536193848
2015-05-22,14.669393539428711
2015-05-26,14.480059623718262
2015-05-27,14.55018138885498
2015-05-28,14.473052024841309
2015-05-29,14.402518272399902
2015-06-01,14.409573554992676
2015-06-02,14.473052024841309
2015-06-03,14.550633430480957
2015-06-04,14.254403114318848
2015-06-05,14.240297317504883
2015-06-08,14.078071594238281
2015-06-09,14.014595031738281
2015-06-10,14.226187705993652
2015-06-11,14.212084770202637
2015-06-12,14.092180252075195
2015-06-15,14.028701782226562
2015-06-16,14.1768159866333
2015-06-17,14.134499549865723
2015-06-18,14.268505096435547
2015-06-19,14.183874130249023
2015-06-22,14.254403114318848
2015-06-23,14.056910514831543
2015-06-24,13.852370262145996
2015-06-25,13.958171844482422
2015-06-26,13.894692420959473
2015-06-29,13.471506118774414
2015-06-30,13.59140682220459
2015-07-01,13.683095932006836
2015-07-02,13.59140682220459
2015-07-06,13.45034408569336
2015-07-07,13.640780448913574
2015-07-08,13.40097713470459
2015-07-09,13.605514526367188
2015-07-10,13.85942268371582
2015-07-13,14.021651268005371
2015-07-14,14.04280948638916
2015-07-15,13.951118469238281
2015-07-16,14.183874130249023
2015-07-17,14.190927505493164
2015-07-20,14.099234580993652
2015-07-21,13.965228080749512
2015-07-22,14.719911575317383
2015-07-23,14.64937686920166
2015-07-24,14.670536994934082
2015-07-27,14.543581008911133
2015-07-28,14.868026733398438
2015-07-29,14.945613861083984
2015-07-30,14.966768264770508
2015-07-31,15.023193359375
2015-08-03,14.882131576538086
2015-08-04,14.882131576538086
2015-08-05,14.91739273071289
2015-08-06,14.635271072387695
2015-08-07,14.741069793701172
2015-08-10,14.924450874328613
2015-08-11,15.002037048339844
2015-08-12,15.023193359375
2015-08-13,14.868026733398438
2015-08-14,14.91739273071289
2015-08-17,14.966768264770508
2015-08-18,14.81865406036377
2015-08-19,14.783384323120117
2015-08-20,14.27556037902832
2015-08-21,13.831216812133789
2015-08-24,13.2175874710083
2015-08-25,13.041261672973633
2015-08-26,13.471506118774414
2015-08-27,13.570252418518066
2015-08-28,13.612833976745605
2015-08-31,13.399908065795898
2015-09-01,12.966967582702637
2015-09-02,13.407007217407227
2015-09-03,13.584443092346191
2015-09-04,13.364425659179688
2015-09-08,13.804459571838379
2015-09-09,13.591538429260254
2015-09-10,13.641217231750488
2015-09-11,13.953508377075195
2015-09-14,14.052875518798828
2015-09-15,14.095452308654785
2015-09-16,14.393549919128418
2015-09-17,14.535496711730957
2015-09-18,14.287086486816406
2015-09-21,14.27999210357666
2015-09-22,13.981898307800293
2015-09-23,13.925118446350098
2015-09-24,13.8186616897583
2015-09-25,13.698002815246582
2015-09-28,13.371521949768066
2015-09-29,13.300543785095215
2015-09-30,13.577347755432129
2015-10-01,13.619933128356934
2015-10-02,13.939308166503906
2015-10-05,14.21611213684082
2015-10-06,14.237401008605957
2015-10-07,14.379353523254395
2015-10-08,14.826489448547363
2015-10-09,14.932953834533691
2015-10-12,14.876168251037598
2015-10-13,14.876168251037598
2015-10-14,14.798099517822266
2015-10-15,15.074898719787598
2015-10-16,15.03941535949707
2015-10-19,15.188456535339355
2015-10-20,15.181361198425293
2015-10-21,15.415575981140137
2015-10-22,15.742053031921387
2015-10-23,15.898201942443848
2015-10-26,16.05434226989746
2015-10-27,15.954980850219727
2015-10-28,16.118223190307617
2015-10-29,16.153709411621094
2015-10-30,16.27436065673828
2015-11-02,16.657621383666992
2015-11-03,16.522768020629883
2015-11-04,16.324045181274414
2015-11-05,16.153709411621094
2015-11-06,16.1962947845459
2015-11-09,16.089828491210938
2015-11-10,16.3453369140625
2015-11-11,16.352436065673828
2015-11-12,16.231779098510742
2015-11-13,15.933682441711426
2015-11-16,16.18918800354004
2015-11-17,16.089828491210938
2015-11-18,16.409212112426758
2015-11-19,16.536964416503906
2015-11-20,16.572458267211914
2015-11-23,16.572458267211914
2015-11-24,16.302751541137695
2015-11-25,16.43760108947754
2015-11-27,16.516077041625977
2015-11-30,16.40906524658203
2015-12-01,16.651626586914062
2015-12-02,16.444734573364258
2015-12-03,16.373394012451172
2015-12-04,16.722980499267578
2015-12-07,16.780052185058594
2015-12-08,16.801454544067383
2015-12-09,16.516077041625977
2015-12-10,16.615962982177734
2015-12-11,15.97386646270752
2015-12-14,16.030942916870117
2015-12-15,15.97386646270752
2015-12-16,16.287782669067383
2015-12-17,16.045209884643555
2015-12-18,16.180763244628906
2015-12-21,16.35912322998047
2015-12-22,16.615962982177734
2015-12-23,16.737247467041016
2015-12-24,16.801454544067383
2015-12-28,16.765785217285156
2015-12-29,16.872798919677734
2015-12-30,16.801454544067383
2015-12-31,16.608829498291016
2016-01-04,16.280643463134766
2016-01-05,16.594562530517578
2016-01-06,16.316316604614258
2016-01-07,15.809782028198242
2016-01-08,15.731298446655273
2016-01-11,15.645687103271484
2016-01-12,15.731298446655273
2016-01-13,15.467324256896973
2016-01-14,15.916794776916504
2016-01-15,15.495858192443848
2016-01-19,15.474464416503906
2016-01-20,15.053534507751465
2016-01-21,15.4459228515625
2016-01-22,15.795507431030273
2016-01-25,15.5029935836792
2016-01-26,15.945329666137695
2016-01-27,15.738431930541992
2016-01-28,15.695630073547363
2016-01-29,16.00953483581543
2016-02-01,16.030942916870117
2016-02-02,15.560076713562012
2016-02-03,15.724164962768555
2016-02-04,15.631417274475098
2016-02-05,15.039267539978027
2016-02-08,14.482784271240234
2016-02-09,14.625473022460938
2016-02-10,14.568395614624023
2016-02-11,14.525588989257812
2016-02-12,14.554123878479004
2016-02-16,14.768160820007324
2016-02-17,14.896576881408691
2016-02-18,14.889444351196289
2016-02-19,15.082071304321289
2016-02-22,15.146279335021973
2016-02-23,15.2532958984375
2016-02-24,15.246161460876465
2016-02-25,15.395980834960938
2016-02-26,15.345693588256836
2016-02-29,15.367244720458984
2016-03-01,15.554036140441895
2016-03-02,15.331323623657227
2016-03-03,15.403162002563477
2016-03-04,15.431899070739746
2016-03-07,15.360061645507812
2016-03-08,15.166088104248047
2016-03-09,15.209197044372559
2016-03-10,15.101424217224121
2016-03-11,15.288216590881348
2016-03-14,15.331323623657227
2016-03-15,15.230743408203125
2016-03-16,15.360061645507812
2016-03-17,15.467828750610352
2016-03-18,15.4175386428833
2016-03-21,15.446272850036621
2016-03-22,15.467828750610352
2016-03-23,15.546852111816406
2016-03-24,15.460641860961914
2016-03-28,15.798304557800293
2016-03-29,16.186254501342773
2016-03-30,16.437705993652344
2016-03-31,16.488000869750977
2016-04-01,16.5742130279541
2016-04-04,16.452075958251953
2016-04-05,16.365861892700195
2016-04-06,16.66042137145996
2016-04-07,16.35150146484375
2016-04-08,16.344316482543945
2016-04-11,16.30839729309082
2016-04-12,16.373050689697266
2016-04-13,16.854398727416992
2016-04-14,16.840030670166016
2016-04-15,16.94061279296875
2016-04-18,17.105850219726562
2016-04-19,16.81847381591797
2016-04-20,16.717893600463867
2016-04-21,16.83283805847168
2016-04-22,16.83283805847168
2016-04-25,16.840030670166016
2016-04-26,16.83283805847168
2016-04-27,16.78255844116211
2016-04-28,16.559839248657227
2016-04-29,16.48081398010254
2016-05-02,16.76818084716797
2016-05-03,16.74663543701172
2016-05-04,16.74663543701172
2016-05-05,16.753814697265625
2016-05-06,16.94061279296875
2016-05-09,16.92624282836914
2016-05-10,17.120216369628906
2016-05-11,17.062747955322266
2016-05-12,17.141773223876953
2016-05-13,17.09866714477539
2016-05-16,17.120216369628906
2016-05-17,16.976530075073242
2016-05-18,16.86876678466797
2016-05-19,16.954978942871094
2016-05-20,16.98371696472168
2016-05-23,16.796920776367188
2016-05-24,17.0124568939209
2016-05-25,16.91187858581543
2016-05-26,16.875946044921875
2016-05-27,17.143474578857422
2016-05-31,17.280858993530273
2016-06-01,17.223012924194336
2016-06-02,17.331472396850586
2016-06-03,16.998865127563477
2016-06-06,17.15070915222168
2016-06-07,17.324241638183594
2016-06-08,17.526700973510742
2016-06-09,17.490541458129883
2016-06-10,17.36762237548828
2016-06-13,17.143474578857422
2016-06-14,17.063949584960938
2016-06-15,17.09286880493164
2016-06-16,17.17963409423828
2016-06-17,17.02779197692871
2016-06-20,17.396549224853516
2016-06-21,17.48331069946289
2016-06-22,17.736377716064453
2016-06-23,17.786991119384766
2016-06-24,17.02779197692871
2016-06-27,16.095060348510742
2016-06-28,16.23243522644043
2016-06-29,16.622886657714844
2016-06-30,16.702417373657227
2016-07-01,16.76749038696289
2016-07-05,16.608421325683594
2016-07-06,16.695188522338867
2016-07-07,16.839799880981445
2016-07-08,17.157943725585938
2016-07-11,17.360395431518555
2016-07-12,17.418241500854492
2016-07-13,17.468849182128906
2016-07-14,17.244705200195312
2016-07-15,17.201318740844727
2016-07-18,17.244705200195312
2016-07-19,17.244705200195312
2016-07-20,17.51946449279785
2016-07-21,16.492733001708984
2016-07-22,16.724111557006836
2016-07-25,16.666261672973633
2016-07-26,16.839799880981445
2016-07-27,16.695188522338867
2016-07-28,16.666261672973633
2016-07-29,16.673494338989258
2016-08-01,16.68796157836914
2016-08-02,16.340890884399414
2016-08-03,16.340890884399414
2016-08-04,16.47104263305664
2016-08-05,16.70965003967285
2016-08-08,16.485506057739258
2016-08-09,16.369815826416016
2016-08-10,16.44935417175293
2016-08-11,16.651805877685547
2016-08-12,16.774723052978516
2016-08-15,16.948259353637695
2016-08-16,16.81087875366211
2016-08-17,16.695188522338867
2016-08-18,16.68073081970215
2016-08-19,16.745803833007812
2016-08-22,16.745803833007812
2016-08-23,16.774723052978516
2016-08-24,16.644573211669922
2016-08-25,16.47104263305664
2016-08-26,16.434890747070312
2016-08-29,16.55057716369629
2016-08-30,16.870819091796875
2016-08-31,16.841707229614258
2016-09-01,16.71797752380371
2016-09-02,16.747087478637695
2016-09-06,16.55057716369629
2016-09-07,16.85626220703125
2016-09-08,16.747087478637695
2016-09-09,16.288562774658203
2016-09-12,16.68886947631836
2016-09-13,16.346790313720703
2016-09-14,16.179391860961914
2016-09-15,16.4996337890625
2016-09-16,16.40502166748047
2016-09-19,16.463245391845703
2016-09-20,16.368623733520508
2016-09-21,16.368623733520508
2016-09-22,16.375900268554688
2016-09-23,16.143001556396484
2016-09-26,15.968323707580566
2016-09-27,16.164836883544922
2016-09-28,16.324960708618164
2016-09-29,16.077495574951172
2016-09-30,16.266725540161133
2016-10-03,16.288562774658203
2016-10-04,16.15755844116211
2016-10-05,16.092050552368164
2016-10-06,16.164836883544922
2016-10-07,16.441408157348633
2016-10-10,16.506906509399414
2016-10-11,16.390459060668945
2016-10-12,16.47051239013672
2016-10-13,16.368623733520508
2016-10-14,16.492355346679688
2016-10-17,16.419570922851562
2016-10-18,16.426851272583008
2016-10-19,16.448680877685547
2016-10-20,16.390459060668945
2016-10-21,16.288562774658203
2016-10-24,16.652469635009766
2016-10-25,16.514190673828125
2016-10-26,16.281286239624023
2016-10-27,16.041109085083008
2016-10-28,16.230337142944336
2016-10-31,16.29583740234375
2016-11-01,16.135725021362305
2016-11-02,16.0556583404541
2016-11-03,15.888263702392578
2016-11-04,16.048383712768555
2016-11-07,16.193952560424805
2016-11-08,16.434131622314453
2016-11-09,15.953770637512207
2016-11-10,15.917381286621094
2016-11-11,16.062936782836914
2016-11-14,16.128448486328125
2016-11-15,16.761648178100586
2016-11-16,16.870819091796875
2016-11-17,17.569528579711914
2016-11-18,17.183780670166016
2016-11-21,17.41667938232422
2016-11-22,17.693254470825195
2016-11-23,17.736927032470703
2016-11-25,17.89704132080078
2016-11-28,17.86792755126953
2016-11-29,17.823991775512695
2016-11-30,17.626272201538086
2016-12-01,17.66288948059082
2016-12-02,17.560367584228516
2016-12-05,17.575010299682617
2016-12-06,17.04043960571289
2016-12-07,17.172250747680664
2016-12-08,17.304065704345703
2016-12-09,17.50910758972168
2016-12-12,17.589658737182617
2016-12-13,17.787368774414062
2016-12-14,17.648242950439453
2016-12-15,17.692176818847656
2016-12-16,17.487136840820312
2016-12-19,17.479812622070312
2016-12-20,17.362646102905273
2016-12-21,17.2088623046875
2016-12-22,17.26744842529297
2016-12-23,17.282094955444336
2016-12-27,17.39925765991211
2016-12-28,17.2308349609375
2016-12-29,17.31138801574707
2016-12-30,17.142959594726562
2017-01-03,17.216188430786133
2017-01-04,17.304065704345703
2017-01-05,16.915943145751953
2017-01-06,17.31138801574707
2017-01-09,17.216188430786133
2017-01-10,17.069730758666992
2017-01-11,17.355323791503906
2017-01-12,17.348005294799805
2017-01-13,17.26744842529297
2017-01-17,17.2235107421875
2017-01-18,17.2308349609375
2017-01-19,16.87933349609375
2017-01-20,16.901308059692383
2017-01-23,16.915943145751953
2017-01-24,17.11366844177246
2017-01-25,17.384614944458008
2017-01-26,17.494457244873047
2017-01-27,17.494457244873047
2017-01-30,17.50910758972168
2017-01-31,17.2308349609375
2017-02-01,17.062402725219727
2017-02-02,17.069730758666992
2017-02-03,17.2235107421875
2017-02-06,17.355323791503906
2017-02-07,16.820749282836914
2017-02-08,16.88665771484375
2017-02-09,17.04043960571289
2017-02-10,17.743440628051758
2017-02-13,18.116910934448242
2017-02-14,17.94847869873047
2017-02-15,18.116910934448242
2017-02-16,17.933834075927734
2017-02-17,17.94115447998047
2017-02-21,18.007062911987305
2017-02-22,18.080293655395508
2017-02-23,17.96312141418457
2017-02-24,17.985095977783203
2017-02-27,18.110504150390625
2017-02-28,17.77853775024414
2017-03-01,17.98509407043457
2017-03-02,18.02198028564453
2017-03-03,17.867063522338867
2017-03-06,17.889190673828125
2017-03-07,17.852312088012695
2017-03-08,17.918701171875
2017-03-09,17.83755874633789
2017-03-10,17.87444305419922
2017-03-13,17.896564483642578
2017-03-14,17.911331176757812
2017-03-15,18.07361602783203
2017-03-16,18.154769897460938
2017-03-17,18.13263702392578
2017-03-20,17.92607879638672
2017-03-21,17.756410598754883
2017-03-22,17.977720260620117
2017-03-23,17.90395164489746
2017-03-24,17.822803497314453
2017-03-27,17.734277725219727
2017-03-28,18.07361602783203
2017-03-29,18.088376998901367
2017-03-30,18.13263702392578
2017-03-31,18.12525749206543
2017-04-03,17.99247169494629
2017-04-04,18.08099937438965
2017-04-05,18.02198028564453
2017-04-06,17.97034454345703
2017-04-07,17.87444305419922
2017-04-10,17.815425872802734
2017-04-11,18.058868408203125
2017-04-12,18.07361602783203
2017-04-13,18.103124618530273
2017-04-17,18.50148582458496
2017-04-18,18.368701934814453
2017-04-19,18.5162353515625
2017-04-20,18.567874908447266
2017-04-21,17.99247169494629
2017-04-24,18.176895141601562
2017-04-25,18.110504150390625
2017-04-26,17.918701171875
2017-04-27,17.79329490661621
2017-04-28,17.38755989074707
2017-05-01,17.45395278930664
2017-05-02,17.645748138427734
2017-05-03,17.80067253112793
2017-05-04,17.68263816833496
2017-05-05,17.911331176757812
2017-05-08,17.80067253112793
2017-05-09,18.036739349365234
2017-05-10,18.103124618530273
2017-05-11,18.095754623413086
2017-05-12,18.036739349365234
2017-05-15,17.962963104248047
2017-05-16,17.844934463500977
2017-05-17,17.631004333496094
2017-05-18,17.830177307128906
2017-05-19,17.93345832824707
2017-05-22,18.162141799926758
2017-05-23,17.93345832824707
2017-05-24,18.02198028564453
2017-05-25,18.221160888671875
2017-05-26,18.213781356811523
2017-05-30,18.228534698486328
2017-05-31,18.390832901000977
2017-06-01,18.68805694580078
2017-06-02,18.73263931274414
2017-06-05,18.621179580688477
2017-06-06,18.011871337890625
2017-06-07,17.618043899536133
2017-06-08,17.655195236206055
2017-06-09,17.88554573059082
2017-06-12,18.086170196533203
2017-06-13,18.167917251586914
2017-06-14,18.21993064880371
2017-06-15,18.10846710205078
2017-06-16,18.13819122314453
2017-06-19,18.46513557434082
2017-06-20,18.10103988647461
2017-06-21,17.982145309448242
2017-06-22,17.930130004882812
2017-06-23,18.019296646118164
2017-06-26,18.35367774963379
2017-06-27,18.35367774963379
2017-06-28,18.584026336669922
2017-06-29,18.35367774963379
2017-06-30,18.279367446899414
2017-07-03,18.64347267150879
2017-07-05,18.65833854675293
2017-07-06,18.45027732849121
2017-07-07,18.390825271606445
2017-07-10,18.442842483520508
2017-07-11,18.257078170776367
2017-07-12,18.21249771118164
2017-07-13,18.257078170776367
2017-07-14,18.34624671936035
2017-07-17,18.494861602783203
2017-07-18,18.502290725708008
2017-07-19,18.45027732849121
2017-07-20,18.903545379638672
2017-07-21,18.955556869506836
2017-07-24,19.000141143798828
2017-07-25,16.466299057006836
2017-07-26,15.931285858154297
2017-07-27,15.864411354064941
2017-07-28,16.057607650756836
2017-07-31,16.057607650756836
2017-08-01,16.15420913696289
2017-08-02,16.12448501586914
2017-08-03,16.221086502075195
2017-08-04,15.834691047668457
2017-08-07,16.013029098510742
2017-08-08,15.715799331665039
2017-08-09,15.708370208740234
2017-08-10,15.440866470336914
2017-08-11,15.359128952026367
2017-08-14,15.715799331665039
2017-08-15,15.589478492736816
2017-08-16,15.648924827575684
2017-08-17,15.344264030456543
2017-08-18,15.240239143371582
2017-08-21,15.2996826171875
2017-08-22,15.530035018920898
2017-08-23,14.549190521240234
2017-08-24,14.853845596313477
2017-08-25,15.0098876953125
2017-08-28,15.061895370483398
2017-08-29,14.853845596313477
2017-08-30,14.846351623535156
2017-08-31,15.101286888122559
2017-09-01,15.138772010803223
2017-09-05,15.15377140045166
2017-09-06,15.408706665039062
2017-09-07,15.086291313171387
2017-09-08,15.281240463256836
2017-09-11,15.236248970031738
2017-09-12,15.033801078796387
2017-09-13,15.161271095275879
