,FIS
2014-07-07,46.415435791015625
2014-07-08,46.314571380615234
2014-07-09,46.40702438354492
2014-07-10,46.314571380615234
2014-07-11,46.7264404296875
2014-07-14,47.19715118408203
2014-07-15,47.50815963745117
2014-07-16,47.718292236328125
2014-07-17,47.25599670410156
2014-07-18,47.83597183227539
2014-07-21,47.516563415527344
2014-07-22,47.82756423950195
2014-07-23,47.55858612060547
2014-07-24,47.55858612060547
2014-07-25,47.56700134277344
2014-07-28,47.54178237915039
2014-07-29,47.36526107788086
2014-07-30,47.92844772338867
2014-07-31,47.40728759765625
2014-08-01,47.155128479003906
2014-08-04,47.020633697509766
2014-08-05,46.583553314208984
2014-08-06,46.24733352661133
2014-08-07,46.11284637451172
2014-08-08,46.398616790771484
2014-08-11,46.558326721191406
2014-08-12,46.44065475463867
2014-08-13,46.98701477050781
2014-08-14,47.00382995605469
2014-08-15,46.90297317504883
2014-08-18,47.642642974853516
2014-08-19,47.83597183227539
2014-08-20,48.071319580078125
2014-08-21,48.18061065673828
2014-08-22,48.02930450439453
2014-08-25,48.32349395751953
2014-08-26,48.16379928588867
2014-08-27,47.89480972290039
2014-08-28,47.66785430908203
2014-08-29,47.70149230957031
2014-09-02,47.96205520629883
2014-09-03,48.13857650756836
2014-09-04,48.60088348388672
2014-09-05,49.18085861206055
2014-09-08,49.04637908935547
2014-09-09,48.46639633178711
2014-09-10,48.79420852661133
2014-09-11,48.32349395751953
2014-09-12,48.12936782836914
2014-09-15,48.028076171875
2014-09-16,48.104034423828125
2014-09-17,48.01963424682617
2014-09-18,48.07027053833008
2014-09-19,48.33193588256836
2014-09-22,48.23909378051758
2014-09-23,48.028076171875
2014-09-24,48.644248962402344
2014-09-25,47.715763092041016
2014-09-26,47.83393478393555
2014-09-29,47.68199920654297
2014-09-30,47.52162170410156
2014-10-01,47.01517105102539
2014-10-02,46.956085205078125
2014-10-03,47.68199920654297
2014-10-06,47.67354965209961
2014-10-07,46.61001205444336
2014-10-08,47.69888687133789
2014-10-09,46.500282287597656
2014-10-10,45.82502746582031
2014-10-13,44.9303092956543
2014-10-14,44.99783706665039
2014-10-15,44.22970962524414
2014-10-16,44.21284484863281
2014-10-17,45.08224105834961
2014-10-20,45.36077880859375
2014-10-21,46.17109298706055
2014-10-22,45.96851348876953
2014-10-23,46.62690353393555
2014-10-24,47.07426071166992
2014-10-27,46.90544509887695
2014-10-28,47.73265075683594
2014-10-29,47.43721008300781
2014-10-30,48.4416618347168
2014-10-31,49.2857551574707
2014-11-03,49.235111236572266
2014-11-04,49.150691986083984
2014-11-05,49.62338638305664
2014-11-06,49.73311233520508
2014-11-07,49.27730941772461
2014-11-10,49.44612121582031
2014-11-11,49.37015914916992
2014-11-12,49.72467803955078
2014-11-13,50.053871154785156
2014-11-14,49.90192413330078
2014-11-17,50.18891906738281
2014-11-18,50.475887298583984
2014-11-19,50.45902633666992
2014-11-20,50.39149856567383
2014-11-21,50.56031799316406
2014-11-24,50.7375602722168
2014-11-25,51.03299331665039
2014-11-26,51.28620529174805
2014-11-28,51.64917755126953
2014-12-01,51.85174560546875
2014-12-02,51.84329605102539
2014-12-03,52.1134147644043
2014-12-04,52.037452697753906
2014-12-05,52.01211929321289
2014-12-08,51.725135803222656
2014-12-09,51.784217834472656
2014-12-10,51.353729248046875
2014-12-11,51.48035430908203
2014-12-12,51.12443542480469
2014-12-15,51.226131439208984
2014-12-16,50.98038864135742
2014-12-17,52.115901947021484
2014-12-18,53.886993408203125
2014-12-19,53.446353912353516
2014-12-22,53.85311508178711
2014-12-23,54.268341064453125
2014-12-24,53.91242599487305
2014-12-26,53.819210052490234
2014-12-29,53.8615837097168
2014-12-30,53.522621154785156
2014-12-31,52.709110260009766
2015-01-02,52.887062072753906
2015-01-05,51.97186279296875
2015-01-06,51.904052734375
2015-01-07,52.759944915771484
2015-01-08,53.50567626953125
2015-01-09,53.32771301269531
2015-01-12,53.158233642578125
2015-01-13,53.27687072753906
2015-01-14,52.7260627746582
2015-01-15,52.7938232421875
2015-01-16,53.63278579711914
2015-01-20,53.63278579711914
2015-01-21,53.158233642578125
2015-01-22,54.0988655090332
2015-01-23,54.24292755126953
2015-01-26,54.276832580566406
2015-01-27,53.50567626953125
2015-01-28,52.887062072753906
2015-01-29,53.692100524902344
2015-01-30,52.90400695800781
2015-02-02,53.38703155517578
2015-02-03,54.51409149169922
2015-02-04,54.649688720703125
2015-02-05,54.24292755126953
2015-02-06,54.17511749267578
2015-02-09,53.903961181640625
2015-02-10,54.81068420410156
2015-02-11,55.208984375
2015-02-12,56.09027862548828
2015-02-13,56.36991500854492
2015-02-17,56.700408935546875
2015-02-18,56.98854446411133
2015-02-19,57.361392974853516
2015-02-20,58.200347900390625
2015-02-23,57.80204391479492
2015-02-24,57.75970458984375
2015-02-25,57.6325798034668
2015-02-26,57.74273681640625
2015-02-27,57.27666473388672
2015-03-02,57.82748031616211
2015-03-03,57.29360580444336
2015-03-04,56.78517150878906
2015-03-05,56.98854446411133
2015-03-06,56.014007568359375
2015-03-09,56.454689025878906
2015-03-10,55.16661071777344
2015-03-11,54.74289321899414
2015-03-12,56.1411247253418
2015-03-13,55.55410385131836
2015-03-16,56.69411849975586
2015-03-17,56.44740295410156
2015-03-18,57.41725540161133
2015-03-19,57.519344329833984
2015-03-20,58.13188552856445
2015-03-23,58.302040100097656
2015-03-24,57.970245361328125
2015-03-25,57.45980453491211
2015-03-26,57.357696533203125
2015-03-27,57.059940338134766
2015-03-30,58.08936309814453
2015-03-31,57.90217590332031
2015-04-01,57.595916748046875
2015-04-02,57.91920852661133
2015-04-06,57.97875213623047
2015-04-07,57.7575569152832
2015-04-08,58.285030364990234
2015-04-09,57.91920852661133
2015-04-10,55.72426223754883
2015-04-13,55.03515625
2015-04-14,54.754398345947266
2015-04-15,54.711856842041016
2015-04-16,54.51620101928711
2015-04-17,53.878116607666016
2015-04-20,54.397071838378906
2015-04-21,54.524696350097656
2015-04-22,54.686344146728516
2015-04-23,54.88201904296875
2015-04-24,54.54171371459961
2015-04-27,54.45664596557617
2015-04-28,54.686344146728516
2015-04-29,54.575748443603516
2015-04-30,53.16350555419922
2015-05-01,53.69096755981445
2015-05-04,53.8100700378418
2015-05-05,53.91215896606445
2015-05-06,54.005741119384766
2015-05-07,54.499176025390625
2015-05-08,55.36695098876953
2015-05-11,54.90753936767578
2015-05-12,54.448123931884766
2015-05-13,54.32902908325195
2015-05-14,54.916053771972656
2015-05-15,54.83095932006836
2015-05-18,55.00111770629883
2015-05-19,55.11170959472656
2015-05-20,55.11170959472656
2015-05-21,54.90753936767578
2015-05-22,54.76290512084961
2015-05-26,53.8100700378418
2015-05-27,54.090816497802734
2015-05-28,53.93768310546875
2015-05-29,53.34215545654297
2015-06-01,53.27409744262695
2015-06-02,53.12096405029297
2015-06-03,53.189022064208984
2015-06-04,52.5594596862793
2015-06-05,52.916786193847656
2015-06-08,52.721107482910156
2015-06-09,52.567970275878906
2015-06-10,53.1975212097168
2015-06-11,54.584251403808594
2015-06-12,54.03754425048828
2015-06-15,53.69586944580078
2015-06-16,53.84108352661133
2015-06-17,53.76420593261719
2015-06-18,54.15714645385742
2015-06-19,54.61840057373047
2015-06-22,55.17365646362305
2015-06-23,54.900306701660156
2015-06-24,54.07172393798828
2015-06-25,53.926509857177734
2015-06-26,54.131526947021484
2015-06-29,53.311466217041016
2015-06-30,52.790401458740234
2015-07-01,53.23458480834961
2015-07-02,53.277305603027344
2015-07-06,53.40543746948242
2015-07-07,53.559200286865234
2015-07-08,52.60247039794922
2015-07-09,53.243133544921875
2015-07-10,54.3023567199707
2015-07-13,54.6867561340332
2015-07-14,54.80634307861328
2015-07-15,54.79780960083008
2015-07-16,55.096778869628906
2015-07-17,54.746551513671875
2015-07-20,54.89176559448242
2015-07-21,54.49882125854492
2015-07-22,54.78071975708008
2015-07-23,53.45668411254883
2015-07-24,53.507938385009766
2015-07-27,53.07229995727539
2015-07-28,53.320003509521484
2015-07-29,54.02045440673828
2015-07-30,56.24995803833008
2015-07-31,55.891197204589844
2015-08-03,55.94244384765625
2015-08-04,55.76305389404297
2015-08-05,56.1559944152832
2015-08-06,55.25053787231445
2015-08-07,55.32741928100586
2015-08-10,55.968082427978516
2015-08-11,55.583683013916016
2015-08-12,60.435611724853516
2015-08-13,59.931617736816406
2015-08-14,60.025596618652344
2015-08-17,61.033565521240234
2015-08-18,61.26421356201172
2015-08-19,61.38378143310547
2015-08-20,60.91395950317383
2015-08-21,59.21408462524414
2015-08-24,56.352474212646484
2015-08-25,55.83993911743164
2015-08-26,59.325111389160156
2015-08-27,60.04267120361328
2015-08-28,60.03411102294922
2015-08-31,58.99198913574219
2015-09-01,57.30064010620117
2015-09-02,57.9498405456543
2015-09-03,58.21466064453125
2015-09-04,57.283565521240234
2015-09-08,59.24826431274414
2015-09-09,58.026729583740234
2015-09-10,58.70155334472656
2015-09-11,59.4703369140625
2015-09-14,58.9387321472168
2015-09-15,59.90764236450195
2015-09-16,59.959083557128906
2015-09-17,59.418922424316406
2015-09-18,58.458595275878906
2015-09-21,59.65897750854492
2015-09-22,58.48432159423828
2015-09-23,59.37603759765625
2015-09-24,58.561485290527344
2015-09-25,58.49291229248047
2015-09-28,56.46082305908203
2015-09-29,57.01813507080078
2015-09-30,57.515445709228516
2015-10-01,57.94415283203125
2015-10-02,58.6043586730957
2015-10-05,59.44462585449219
2015-10-06,59.538936614990234
2015-10-07,60.13914489746094
2015-10-08,61.13376235961914
2015-10-09,60.44782638549805
2015-10-12,60.72216796875
2015-10-13,59.88192367553711
2015-10-14,59.487491607666016
2015-10-15,59.8561897277832
2015-10-16,60.31918716430664
2015-10-19,60.542137145996094
2015-10-20,60.56785202026367
2015-10-21,59.78761291503906
2015-10-22,60.507835388183594
2015-10-23,61.07373046875
2015-10-26,61.16804504394531
2015-10-27,60.867942810058594
2015-10-28,62.41130447387695
2015-10-29,62.368412017822266
2015-10-30,62.52275466918945
2015-11-02,63.02006530761719
2015-11-03,55.277591705322266
2015-11-04,56.19502258300781
2015-11-05,56.7437629699707
2015-11-06,57.60977554321289
2015-11-09,56.88953399658203
2015-11-10,57.026710510253906
2015-11-11,57.515445709228516
2015-11-12,56.855220794677734
2015-11-13,55.81776809692383
2015-11-16,56.160743713378906
2015-11-17,56.255043029785156
2015-11-18,56.69232940673828
2015-11-19,56.658042907714844
2015-11-20,56.94097900390625
2015-11-23,56.203609466552734
2015-11-24,55.54338836669922
2015-11-25,55.32904052734375
2015-11-27,55.491939544677734
2015-11-30,54.591651916503906
2015-12-01,55.29474639892578
2015-12-02,55.71487045288086
2015-12-03,54.93461990356445
2015-12-04,55.76631546020508
2015-12-07,54.454463958740234
2015-12-08,54.06006622314453
2015-12-09,54.40302276611328
2015-12-10,53.91429901123047
2015-12-11,52.473846435546875
2015-12-14,52.62022018432617
2015-12-15,53.05937194824219
2015-12-16,53.412410736083984
2015-12-17,51.56110382080078
2015-12-18,50.390037536621094
2015-12-21,50.941139221191406
2015-12-22,51.53527069091797
2015-12-23,52.68910598754883
2015-12-24,52.62022018432617
2015-12-28,52.525516510009766
2015-12-29,53.03355407714844
2015-12-30,52.516902923583984
2015-12-31,52.18107986450195
2016-01-04,51.58694076538086
2016-01-05,51.91413879394531
2016-01-06,50.95835876464844
2016-01-07,50.96696090698242
2016-01-08,50.054222106933594
2016-01-11,50.75168228149414
2016-01-12,51.655826568603516
2016-01-13,50.90668869018555
2016-01-14,51.92275619506836
2016-01-15,50.338382720947266
2016-01-19,50.553653717041016
2016-01-20,49.84756851196289
2016-01-21,49.98533248901367
2016-01-22,51.19084930419922
2016-01-25,50.6742057800293
2016-01-26,51.698883056640625
2016-01-27,50.63975524902344
2016-01-28,50.12311553955078
2016-01-29,51.431949615478516
2016-02-01,52.241355895996094
2016-02-02,51.25112533569336
2016-02-03,51.36305618286133
2016-02-04,51.79359817504883
2016-02-05,50.40727233886719
2016-02-08,48.254581451416016
2016-02-09,49.882015228271484
2016-02-10,49.4256477355957
2016-02-11,48.59901428222656
2016-02-12,49.57202911376953
2016-02-16,50.50199508666992
2016-02-17,51.26833724975586
2016-02-18,50.94973373413086
2016-02-19,51.41471862792969
2016-02-22,51.655826568603516
2016-02-23,50.78614044189453
2016-02-24,50.95835876464844
2016-02-25,51.698883056640625
2016-02-26,51.22528839111328
2016-02-29,50.15755844116211
2016-03-01,51.66443634033203
2016-03-02,51.59554672241211
2016-03-03,51.9485969543457
2016-03-04,52.36189651489258
2016-03-07,51.724708557128906
2016-03-08,50.95835876464844
2016-03-09,51.68164825439453
2016-03-10,53.007713317871094
2016-03-11,54.08405303955078
2016-03-14,54.075435638427734
2016-03-15,53.98032760620117
2016-03-16,54.265663146972656
2016-03-17,54.525054931640625
2016-03-18,54.075443267822266
2016-03-21,54.25701904296875
2016-03-22,53.997615814208984
2016-03-23,54.37807846069336
2016-03-24,54.144615173339844
2016-03-28,53.97167205810547
2016-03-29,54.40401077270508
2016-03-30,54.62881851196289
2016-03-31,54.74123001098633
2016-04-01,56.21113586425781
2016-04-04,55.63180923461914
2016-04-05,54.8536262512207
2016-04-06,55.770172119140625
2016-04-07,55.24271774291992
2016-04-08,55.32054901123047
2016-04-11,55.43293762207031
2016-04-12,55.363765716552734
2016-04-13,55.57993698120117
2016-04-14,55.50212478637695
2016-04-15,55.38972091674805
2016-04-18,56.21113586425781
2016-04-19,56.62615966796875
2016-04-20,57.45622634887695
2016-04-21,56.41000747680664
2016-04-22,56.41000747680664
2016-04-25,56.80773162841797
2016-04-26,57.06714630126953
2016-04-27,57.41300964355469
2016-04-28,56.78180694580078
2016-04-29,56.89421844482422
2016-05-02,58.08742904663086
2016-05-03,61.64116668701172
2016-05-04,61.43362045288086
2016-05-05,60.862979888916016
2016-05-06,61.60658645629883
2016-05-09,62.012969970703125
2016-05-10,63.854679107666016
2016-05-11,63.49152374267578
2016-05-12,62.056182861328125
2016-05-13,62.523094177246094
2016-05-16,62.938148498535156
2016-05-17,62.36745834350586
2016-05-18,62.59226989746094
2016-05-19,62.78250503540039
2016-05-20,63.102439880371094
2016-05-23,62.721961975097656
2016-05-24,63.90656661987305
2016-05-25,63.70769119262695
2016-05-26,64.01029205322266
2016-05-27,64.33891296386719
2016-05-31,64.21783447265625
2016-06-01,64.60692596435547
2016-06-02,65.17756652832031
2016-06-03,64.84038543701172
2016-06-06,65.09113311767578
2016-06-07,65.23812866210938
2016-06-08,65.17756652832031
2016-06-09,64.97008514404297
2016-06-10,64.27835845947266
2016-06-13,63.50014877319336
2016-06-14,63.99476623535156
2016-06-15,63.88196563720703
2016-06-16,64.0034408569336
2016-06-17,63.16175842285156
2016-06-20,63.248531341552734
2016-06-21,63.59562683105469
2016-06-22,63.45677185058594
2016-06-23,64.13362121582031
2016-06-24,61.322174072265625
2016-06-27,59.317726135253906
2016-06-28,61.643226623535156
2016-06-29,62.86673355102539
2016-06-30,63.93402099609375
2016-07-01,64.64553833007812
2016-07-05,64.74102020263672
2016-07-06,64.42864227294922
2016-07-07,64.87118530273438
2016-07-08,65.9731674194336
2016-07-11,65.95581817626953
2016-07-12,66.77149963378906
2016-07-13,66.93636322021484
2016-07-14,66.71942138671875
2016-07-15,66.41574096679688
2016-07-18,66.71076202392578
2016-07-19,66.9537353515625
2016-07-20,67.68257904052734
2016-07-21,67.53508758544922
2016-07-22,67.66524505615234
2016-07-25,67.59581756591797
2016-07-26,70.1469497680664
2016-07-27,70.10356140136719
2016-07-28,69.73043823242188
2016-07-29,69.01020812988281
2016-08-01,68.72386169433594
2016-08-02,68.09041595458984
2016-08-03,67.81278228759766
2016-08-04,67.87350463867188
2016-08-05,68.74990844726562
2016-08-08,68.9061279296875
2016-08-09,69.18377685546875
2016-08-10,69.28789520263672
2016-08-11,69.85193634033203
2016-08-12,69.45274353027344
2016-08-15,69.49616241455078
2016-08-16,68.45487213134766
2016-08-17,68.68048095703125
2016-08-18,68.75859069824219
2016-08-19,68.7933120727539
2016-08-22,68.99284362792969
2016-08-23,69.47879028320312
2016-08-24,69.0362319946289
2016-08-25,69.07964324951172
2016-08-26,69.00152587890625
2016-08-29,68.88006591796875
2016-08-30,69.00152587890625
2016-08-31,68.83668518066406
2016-09-01,69.10566711425781
2016-09-02,69.79985046386719
2016-09-06,69.77384185791016
2016-09-07,69.46143341064453
2016-09-08,68.77592468261719
2016-09-09,67.1619644165039
2016-09-12,67.7259750366211
2016-09-13,66.54588317871094
2016-09-14,66.22370910644531
2016-09-15,66.73744201660156
2016-09-16,65.37918090820312
2016-09-19,66.08441925048828
2016-09-20,66.66779327392578
2016-09-21,67.14665985107422
2016-09-22,67.49491882324219
2016-09-23,67.11183166503906
2016-09-26,66.92899322509766
2016-09-27,67.68647003173828
2016-09-28,67.2424087524414
2016-09-29,66.90283966064453
2016-09-30,67.06828308105469
2016-10-03,66.96378326416016
2016-10-04,66.5719985961914
2016-10-05,66.92899322509766
2016-10-06,68.15662384033203
2016-10-07,67.59070587158203
2016-10-10,67.39915466308594
2016-10-11,66.59811401367188
2016-10-12,67.20760345458984
2016-10-13,66.45882415771484
2016-10-14,66.6068115234375
2016-10-17,66.00606536865234
2016-10-18,66.1279525756836
2016-10-19,66.4500961303711
2016-10-20,65.5533447265625
2016-10-21,65.30953216552734
2016-10-24,66.08441925048828
2016-10-25,65.78837585449219
2016-10-26,65.43141174316406
2016-10-27,64.50849914550781
2016-10-28,64.75227355957031
2016-10-31,64.36048889160156
2016-11-01,66.91156005859375
2016-11-02,65.34434509277344
2016-11-03,65.27469635009766
2016-11-04,65.66648864746094
2016-11-07,66.6068115234375
2016-11-08,66.69389343261719
2016-11-09,66.95509338378906
2016-11-10,67.0857162475586
2016-11-11,66.4500961303711
2016-11-14,65.46626281738281
2016-11-15,65.07443237304688
2016-11-16,65.38787841796875
2016-11-17,66.05830383300781
2016-11-18,67.14665985107422
2016-11-21,67.50362396240234
2016-11-22,67.5993881225586
2016-11-23,68.78352355957031
2016-11-25,68.57455444335938
2016-11-28,68.4961929321289
2016-11-29,68.69645690917969
2016-11-30,67.20760345458984
2016-12-01,65.93639373779297
2016-12-02,65.3008041381836
2016-12-05,65.54459381103516
2016-12-06,65.74484252929688
2016-12-07,65.84062957763672
2016-12-08,65.4052963256836
2016-12-09,65.78837585449219
2016-12-12,65.97993469238281
2016-12-13,65.59686279296875
2016-12-14,66.33074951171875
2016-12-15,67.5801010131836
2016-12-16,66.95980834960938
2016-12-19,66.47052764892578
2016-12-20,66.80253601074219
2016-12-21,67.00349426269531
2016-12-22,66.22589874267578
2016-12-23,66.4181137084961
2016-12-27,66.98603057861328
2016-12-28,66.90740966796875
2016-12-29,67.27433776855469
2016-12-30,66.08612060546875
2017-01-03,67.2568588256836
2017-01-04,68.35770416259766
2017-01-05,68.19170379638672
2017-01-06,68.92561340332031
2017-01-09,68.1829833984375
2017-01-10,67.84223175048828
2017-01-11,67.61505126953125
2017-01-12,67.31802368164062
2017-01-13,67.59761047363281
2017-01-17,68.75959777832031
2017-01-18,69.42359924316406
2017-01-19,69.15277862548828
2017-01-20,69.71192169189453
2017-01-23,69.95655822753906
2017-01-24,69.92162322998047
2017-01-25,69.79057312011719
2017-01-26,69.51099395751953
2017-01-27,69.72941589355469
2017-01-30,69.54591369628906
2017-01-31,69.3886489868164
2017-02-01,69.03919982910156
2017-02-02,69.07413482666016
2017-02-03,69.37117004394531
2017-02-06,69.32750701904297
2017-02-07,67.53646850585938
2017-02-08,69.75559997558594
2017-02-09,70.55067443847656
2017-02-10,70.29732513427734
2017-02-13,70.69046020507812
2017-02-14,70.33226013183594
2017-02-15,71.1273193359375
2017-02-16,71.39817810058594
2017-02-17,71.68646240234375
2017-02-21,71.79132080078125
2017-02-22,72.35920715332031
2017-02-23,72.59513092041016
2017-02-24,73.25037384033203
2017-02-27,72.19322204589844
2017-02-28,71.87871551513672
2017-03-01,72.53398132324219
2017-03-02,71.87871551513672
2017-03-03,72.4728012084961
2017-03-06,72.25436401367188
2017-03-07,72.20195770263672
2017-03-08,71.83500671386719
2017-03-09,71.62532043457031
2017-03-10,71.84374237060547
2017-03-13,72.27186584472656
2017-03-14,72.04467010498047
2017-03-15,72.3515625
2017-03-16,71.85179901123047
2017-03-17,71.74659729003906
2017-03-20,71.03638458251953
2017-03-21,70.18592071533203
2017-03-22,70.05439758300781
2017-03-23,69.98426055908203
2017-03-24,70.24729919433594
2017-03-27,70.5015869140625
2017-03-28,70.39634704589844
2017-03-29,70.16839599609375
2017-03-30,70.18592071533203
2017-03-31,69.80892944335938
2017-04-03,69.65109252929688
2017-04-04,69.37930297851562
2017-04-05,69.70368194580078
2017-04-06,69.79137420654297
2017-04-07,70.02812957763672
2017-04-10,70.61555480957031
2017-04-11,70.21223449707031
2017-04-12,70.59803009033203
2017-04-13,70.28238677978516
2017-04-17,70.69446563720703
2017-04-18,70.79966735839844
2017-04-19,70.71199035644531
2017-04-20,71.51861572265625
2017-04-21,72.36033630371094
2017-04-24,73.05297088623047
2017-04-25,73.52642822265625
2017-04-26,73.54398345947266
2017-04-27,73.72810363769531
2017-04-28,73.8157958984375
2017-05-01,74.0174331665039
2017-05-02,73.00039672851562
2017-05-03,72.7548828125
2017-05-04,73.22836303710938
2017-05-05,72.81627655029297
2017-05-08,73.07049560546875
2017-05-09,72.90393829345703
2017-05-10,73.28096008300781
2017-05-11,73.2984848022461
2017-05-12,72.86886596679688
2017-05-15,73.13191223144531
2017-05-16,73.45630645751953
2017-05-17,72.64089965820312
2017-05-18,72.60582733154297
2017-05-19,72.94776916503906
2017-05-22,73.67548370361328
2017-05-23,73.35106658935547
2017-05-24,73.60535430908203
2017-05-25,74.84161376953125
2017-05-26,74.771484375
2017-05-30,74.78023529052734
2017-05-31,75.28875732421875
2017-06-01,76.07786560058594
2017-06-02,75.99018859863281
2017-06-05,75.88497924804688
2017-06-06,75.62193298339844
2017-06-07,75.88497924804688
2017-06-08,74.78023529052734
2017-06-09,74.18403625488281
2017-06-12,74.46460723876953
2017-06-13,75.17477416992188
2017-06-14,75.42112731933594
2017-06-15,75.68504333496094
2017-06-16,74.94603729248047
2017-06-19,74.84048461914062
2017-06-20,74.91085815429688
2017-06-21,74.77010345458984
2017-06-22,74.65573120117188
2017-06-23,74.63813781738281
2017-06-26,74.69091033935547
2017-06-27,74.97241973876953
2017-06-28,75.64105987548828
2017-06-29,74.61173248291016
2017-06-30,75.13079071044922
2017-07-03,75.17479705810547
2017-07-05,75.75543212890625
2017-07-06,75.26274871826172
2017-07-07,76.3448486328125
2017-07-10,76.80231475830078
2017-07-11,77.25980377197266
2017-07-12,77.94600677490234
2017-07-13,78.51785278320312
2017-07-14,78.80815124511719
2017-07-17,78.85214233398438
2017-07-18,79.04569244384766
2017-07-19,79.06328582763672
2017-07-20,79.010498046875
2017-07-21,79.17765808105469
2017-07-24,79.28321838378906
2017-07-25,78.91372680664062
2017-07-26,79.7846908569336
2017-07-27,80.10139465332031
2017-07-28,79.9078369140625
2017-07-31,80.25096130371094
2017-08-01,80.82279968261719
2017-08-02,80.26856231689453
2017-08-03,79.53836059570312
2017-08-04,79.503173828125
2017-08-07,79.6615219116211
2017-08-08,79.16886901855469
2017-08-09,78.64099884033203
2017-08-10,78.52661895751953
2017-08-11,78.49146270751953
2017-08-14,79.57353210449219
2017-08-15,79.75828552246094
2017-08-16,80.45330047607422
2017-08-17,78.79936981201172
2017-08-18,79.02809143066406
2017-08-21,79.93423461914062
2017-08-22,80.5676498413086
2017-08-23,80.35651397705078
2017-08-24,80.27735137939453
2017-08-25,80.35651397705078
2017-08-28,80.75241088867188
2017-08-29,80.88436889648438
2017-08-30,81.28025817871094
2017-08-31,81.74652862548828
2017-09-01,81.23627471923828
2017-09-05,81.12190246582031
2017-09-06,81.35064697265625
2017-09-07,81.4034194946289
2017-09-08,81.20110321044922
2017-09-11,82.16000366210938
2017-09-12,82.10723876953125
2017-09-13,81.30665588378906
2017-09-14,81.28900146484375
