,NDAQ
2014-11-04,12.298216819763184
2014-11-05,12.312291145324707
2014-11-06,12.357331275939941
2014-11-07,12.351701736450195
2014-11-10,12.393924713134766
2014-11-11,12.461482048034668
2014-11-12,12.393924713134766
2014-11-13,12.32636547088623
2014-11-14,12.323549270629883
2014-11-17,12.30947494506836
2014-11-18,12.382662773132324
2014-11-19,12.379849433898926
2014-11-20,12.430519104003906
2014-11-21,12.413628578186035
2014-11-24,12.565630912780762
2014-11-25,12.548741340637207
2014-11-26,12.619112014770508
2014-11-28,12.641633987426758
2014-12-01,12.461482048034668
2014-12-02,12.686670303344727
2014-12-03,12.818968772888184
2014-12-04,12.931568145751953
2014-12-05,12.858379364013672
2014-12-08,13.021642684936523
2014-12-09,13.06386661529541
2014-12-10,12.931140899658203
2014-12-11,13.264369010925293
2014-12-12,13.021506309509277
2014-12-15,13.120346069335938
2014-12-16,12.91701602935791
2014-12-17,13.140113830566406
2014-12-18,13.515707969665527
2014-12-19,13.750097274780273
2014-12-22,13.919540405273438
2014-12-23,13.877178192138672
2014-12-24,13.7642183303833
2014-12-26,13.752923965454102
2014-12-29,13.795283317565918
2014-12-30,13.733155250549316
2014-12-31,13.543949127197266
2015-01-02,13.515707969665527
2015-01-05,13.445108413696289
2015-01-06,13.436633110046387
2015-01-07,13.628665924072266
2015-01-08,13.840466499328613
2015-01-09,13.696446418762207
2015-01-12,13.371683120727539
2015-01-13,13.190945625305176
2015-01-14,12.89442253112793
2015-01-15,12.9226655960083
2015-01-16,13.07233715057373
2015-01-20,12.976322174072266
2015-01-21,12.905718803405762
2015-01-22,13.142939567565918
2015-01-23,13.148588180541992
2015-01-26,13.151409149169922
2015-01-27,13.013033866882324
2015-01-28,12.719338417053223
2015-01-29,12.756049156188965
2015-01-30,12.877480506896973
2015-02-02,13.219183921813965
2015-02-03,13.286965370178223
2015-02-04,13.442285537719727
2015-02-05,13.63996410369873
2015-02-06,13.90542221069336
2015-02-09,13.693620681762695
2015-02-10,13.710567474365234
2015-02-11,13.88847827911377
2015-02-12,14.049446105957031
2015-02-13,13.973196983337402
2015-02-17,14.097451210021973
2015-02-18,14.094623565673828
2015-02-19,14.204766273498535
2015-02-20,14.385499954223633
2015-02-23,14.343138694763184
2015-02-24,14.303603172302246
2015-02-25,14.343138694763184
2015-02-26,14.30078411102295
2015-02-27,14.165226936340332
2015-03-02,14.379852294921875
2015-03-03,14.289484977722168
2015-03-04,14.40809154510498
2015-03-05,14.340317726135254
2015-03-06,14.173698425292969
2015-03-09,14.317723274230957
2015-03-10,14.018379211425781
2015-03-11,13.9758939743042
2015-03-12,14.16001033782959
2015-03-13,14.233654975891113
2015-03-16,14.392279624938965
2015-03-17,14.429101943969727
2015-03-18,14.026878356933594
2015-03-19,14.27897834777832
2015-03-20,14.28747844696045
2015-03-23,14.256315231323242
2015-03-24,14.210993766784668
2015-03-25,13.924907684326172
2015-03-26,14.035375595092773
2015-03-27,14.077863693237305
2015-03-30,14.361122131347656
2015-03-31,14.429101943969727
2015-04-01,14.29314136505127
2015-04-02,14.193999290466309
2015-04-06,14.327130317687988
2015-04-07,14.16567325592041
2015-04-08,14.140178680419922
2015-04-09,14.202498435974121
2015-04-10,14.327130317687988
2015-04-13,14.2534818649292
2015-04-14,14.080698013305664
2015-04-15,14.024044036865234
2015-04-16,14.106191635131836
2015-04-17,13.78894329071045
2015-04-20,13.692636489868164
2015-04-21,13.800272941589355
2015-04-22,13.834267616271973
2015-04-23,14.09485912322998
2015-04-24,13.757783889770508
2015-04-27,13.669973373413086
2015-04-28,13.97022819519043
2015-04-29,13.868257522583008
2015-04-30,13.7747802734375
2015-05-01,13.893747329711914
2015-05-04,14.055205345153809
2015-05-05,14.001386642456055
2015-05-06,13.871088027954102
2015-05-07,14.131682395935059
2015-05-08,14.318632125854492
2015-05-11,14.392279624938965
2015-05-12,14.304468154907227
2015-05-13,14.375284194946289
2015-05-14,14.573567390441895
2015-05-15,14.499918937683105
2015-05-18,14.667037010192871
2015-05-19,14.805829048156738
2015-05-20,14.681199073791504
2015-05-21,14.805829048156738
2015-05-22,14.904975891113281
2015-05-26,14.709527015686035
2015-05-27,14.746346473693848
2015-05-28,14.825666427612305
2015-05-29,14.658537864685059
2015-06-01,14.584897994995117
2015-06-02,14.61605453491211
2015-06-03,14.715193748474121
2015-06-04,14.53957462310791
2015-06-05,14.31296443939209
2015-06-08,14.171340942382812
2015-06-09,14.202498435974121
2015-06-10,14.450164794921875
2015-06-11,14.544111251831055
2015-06-12,14.444475173950195
2015-06-15,14.330602645874023
2015-06-16,14.401772499084473
2015-06-17,14.532718658447266
2015-06-18,14.598196983337402
2015-06-19,14.34483528137207
2015-06-22,14.410311698913574
2015-06-23,14.38753890991211
2015-06-24,14.159795761108398
2015-06-25,14.222424507141113
2015-06-26,14.148409843444824
2015-06-29,13.82103157043457
2015-06-30,13.895045280456543
2015-07-01,13.866578102111816
2015-07-02,13.986144065856934
2015-07-06,13.880812644958496
2015-07-07,13.90359115600586
2015-07-08,13.624602317810059
2015-07-09,14.011764526367188
2015-07-10,14.370454788208008
2015-07-13,14.427390098571777
2015-07-14,14.564038276672363
2015-07-15,14.583966255187988
2015-07-16,14.766160011291504
2015-07-17,14.757613182067871
2015-07-20,14.73199462890625
2015-07-21,14.578269004821777
2015-07-22,14.726300239562988
2015-07-23,14.669366836547852
2015-07-24,14.771848678588867
2015-07-27,14.566883087158203
2015-07-28,14.41600513458252
2015-07-29,14.515643119812012
2015-07-30,14.515643119812012
2015-07-31,14.52702808380127
2015-08-03,14.515643119812012
2015-08-04,14.626665115356445
2015-08-05,14.936960220336914
2015-08-06,15.025215148925781
2015-08-07,15.067911148071289
2015-08-10,15.244415283203125
2015-08-11,15.1760892868042
2015-08-12,15.099226951599121
2015-08-13,15.26718807220459
2015-08-14,15.446533203125
2015-08-17,15.420910835266113
2015-08-18,15.46076774597168
2015-08-19,15.381054878234863
2015-08-20,15.104921340942383
2015-08-21,14.675060272216797
2015-08-24,14.131326675415039
2015-08-25,13.90359115600586
2015-08-26,14.145557403564453
2015-08-27,14.60389232635498
2015-08-28,14.657981872558594
2015-08-31,14.572576522827148
2015-09-01,14.239502906799316
2015-09-02,14.45585823059082
2015-09-03,14.561187744140625
2015-09-04,14.31921672821045
2015-09-08,14.791776657104492
2015-09-09,14.574377059936523
2015-09-10,14.683077812194824
2015-09-11,14.803214073181152
2015-09-14,14.694518089294434
2015-09-15,14.797500610351562
2015-09-16,14.828965187072754
2015-09-17,14.574377059936523
2015-09-18,14.437070846557617
2015-09-21,14.637306213378906
2015-09-22,14.600120544433594
2015-09-23,14.869012832641602
2015-09-24,14.857568740844727
2015-09-25,15.298089027404785
2015-09-28,14.880453109741211
2015-09-29,14.820380210876465
2015-09-30,15.2551851272583
2015-10-01,15.052083015441895
2015-10-02,15.054944038391113
2015-10-05,15.346718788146973
2015-10-06,15.269488334655762
2015-10-07,15.235157012939453
2015-10-08,15.383902549743652
2015-10-09,15.186532020568848
2015-10-12,15.484023094177246
2015-10-13,15.33527946472168
2015-10-14,15.35244369506836
2015-10-15,15.707143783569336
2015-10-16,15.724312782287598
2015-10-19,15.858752250671387
2015-10-20,15.970314025878906
2015-10-21,15.807262420654297
2015-10-22,16.905710220336914
2015-10-23,16.797000885009766
2015-10-26,16.705469131469727
2015-10-27,16.862802505493164
2015-10-28,16.957199096679688
2015-10-29,16.940027236938477
2015-10-30,16.55958366394043
2015-11-02,17.068756103515625
2015-11-03,16.962915420532227
2015-11-04,16.636817932128906
2015-11-05,16.768402099609375
2015-11-06,16.659698486328125
2015-11-09,16.4995174407959
2015-11-10,16.754098892211914
2015-11-11,16.731212615966797
2015-11-12,16.508094787597656
2015-11-13,16.187715530395508
2015-11-16,16.373645782470703
2015-11-17,16.465187072753906
2015-11-18,16.78842544555664
2015-11-19,16.980077743530273
2015-11-20,17.154571533203125
2015-11-23,16.94289207458496
2015-11-24,16.731212615966797
2015-11-25,16.719772338867188
2015-11-27,16.839916229248047
2015-11-30,16.768402099609375
2015-12-01,16.797000885009766
2015-12-02,16.7369327545166
2015-12-03,16.299272537231445
2015-12-04,16.85993766784668
2015-12-07,16.671138763427734
2015-12-08,16.568157196044922
2015-12-09,16.1505184173584
2015-12-10,16.078693389892578
2015-12-11,15.762632369995117
2015-12-14,16.113174438476562
2015-12-15,16.311426162719727
2015-12-16,16.34590721130371
2015-12-17,16.113174438476562
2015-12-18,16.070077896118164
2015-12-21,16.225229263305664
2015-12-22,16.66771697998047
2015-12-23,16.659101486206055
2015-12-24,16.661962509155273
2015-12-28,16.983760833740234
2015-12-29,17.061344146728516
2015-12-30,16.95790672302246
2015-12-31,16.71368408203125
2016-01-04,16.24534034729004
2016-01-05,16.492441177368164
2016-01-06,16.4435977935791
2016-01-07,16.406246185302734
2016-01-08,16.035593032836914
2016-01-11,16.45796775817871
2016-01-12,16.544158935546875
2016-01-13,16.012605667114258
2016-01-14,16.5183048248291
2016-01-15,16.23097801208496
2016-01-19,16.512556076049805
2016-01-20,16.1763916015625
2016-01-21,16.0269775390625
2016-01-22,16.587257385253906
2016-01-25,16.26258087158203
2016-01-26,16.817121505737305
2016-01-27,16.751035690307617
2016-01-28,16.920555114746094
2016-01-29,17.814136505126953
2016-02-01,17.73942756652832
2016-02-02,17.906078338623047
2016-02-03,17.69920539855957
2016-02-04,17.196388244628906
2016-02-05,17.067092895507812
2016-02-08,17.299823760986328
2016-02-09,17.667598724365234
2016-02-10,17.492332458496094
2016-02-11,17.230867385864258
2016-02-12,17.615880966186523
2016-02-16,17.71645164489746
2016-02-17,18.0899715423584
2016-02-18,18.06698226928711
2016-02-19,18.08134651184082
2016-02-22,18.259489059448242
2016-02-23,18.141687393188477
2016-02-24,18.291091918945312
2016-02-25,18.535324096679688
2016-02-26,18.345685958862305
2016-02-29,18.184782028198242
2016-03-01,18.46636390686035
2016-03-02,18.529573440551758
2016-03-03,18.73357582092285
2016-03-04,18.658864974975586
2016-03-07,18.457748413085938
2016-03-08,18.638755798339844
2016-03-09,18.78242301940918
2016-03-10,18.739154815673828
2016-03-11,19.030466079711914
2016-03-14,19.2756290435791
2016-03-15,19.33620262145996
2016-03-16,19.212175369262695
2016-03-17,18.99297332763672
2016-03-18,18.606481552124023
2016-03-21,18.53725814819336
2016-03-22,18.868947982788086
2016-03-23,18.932405471801758
2016-03-24,18.465150833129883
2016-03-28,18.6555118560791
2016-03-29,18.91221809387207
2016-03-30,18.796844482421875
2016-03-31,19.145841598510742
2016-04-01,19.06219482421875
2016-04-04,18.90644645690918
2016-04-05,18.742036819458008
2016-04-06,18.73339080810547
2016-04-07,18.53436851501465
2016-04-08,18.358430862426758
2016-04-11,18.540142059326172
2016-04-12,18.214214324951172
2016-04-13,18.444955825805664
2016-04-14,18.36420440673828
2016-04-15,18.586292266845703
2016-04-18,18.499759674072266
2016-04-19,18.508413314819336
2016-04-20,18.496875762939453
2016-04-21,18.404579162597656
2016-04-22,18.456501007080078
2016-04-25,18.508413314819336
2016-04-26,18.57763671875
2016-04-27,18.496875762939453
2016-04-28,18.13056755065918
2016-04-29,17.798885345458984
2016-05-02,18.173839569091797
2016-05-03,17.960399627685547
2016-05-04,18.04981231689453
2016-05-05,18.228639602661133
2016-05-06,18.468036651611328
2016-05-09,18.603591918945312
2016-05-10,18.629558563232422
2016-05-11,18.349773406982422
2016-05-12,18.51129913330078
2016-05-13,18.367084503173828
2016-05-16,18.38150405883789
2016-05-17,18.035390853881836
2016-05-18,18.18537139892578
2016-05-19,18.182497024536133
2016-05-20,18.349773406982422
2016-05-23,18.33535385131836
2016-05-24,18.926631927490234
2016-05-25,18.89202308654785
2016-05-26,18.753578186035156
2016-05-27,18.94105339050293
2016-05-31,19.039119720458984
2016-06-01,18.920866012573242
2016-06-02,18.791067123413086
2016-06-03,18.76799964904785
2016-06-06,18.785303115844727
2016-06-07,18.716079711914062
2016-06-08,18.90449333190918
2016-06-09,19.032032012939453
2016-06-10,19.008838653564453
2016-06-13,18.87260627746582
2016-06-14,18.808837890625
2016-06-15,18.782752990722656
2016-06-16,18.808837890625
2016-06-17,18.516077041625977
2016-06-20,18.287092208862305
2016-06-21,18.2523136138916
2016-06-22,18.287092208862305
2016-06-23,18.66970443725586
2016-06-24,18.26100730895996
2016-06-27,17.805931091308594
2016-06-28,18.145065307617188
2016-06-29,18.576946258544922
2016-06-30,18.745067596435547
2016-07-01,18.774059295654297
2016-07-05,18.721881866455078
2016-07-06,18.765356063842773
2016-07-07,18.817529678344727
2016-07-08,19.095792770385742
2016-07-11,19.255218505859375
2016-07-12,19.510290145874023
2016-07-13,19.46971321105957
2016-07-14,19.527679443359375
2016-07-15,19.56826400756836
2016-07-18,19.594350814819336
2016-07-19,19.73058319091797
2016-07-20,19.63493537902832
2016-07-21,19.527679443359375
2016-07-22,19.6494197845459
2016-07-25,19.837833404541016
2016-07-26,19.85521697998047
2016-07-27,20.533489227294922
2016-07-28,20.542184829711914
2016-07-29,20.510292053222656
2016-08-01,20.70160484313965
2016-08-02,20.63783836364746
2016-08-03,20.73348617553711
2016-08-04,20.704500198364258
2016-08-05,20.632041931152344
2016-08-08,20.4349308013916
2016-08-09,20.356678009033203
2016-08-10,20.382766723632812
2016-08-11,20.298704147338867
2016-08-12,20.333480834960938
2016-08-15,20.316091537475586
2016-08-16,20.08131217956543
2016-08-17,20.350879669189453
2016-08-18,20.382766723632812
2016-08-19,20.41754150390625
2016-08-22,20.429141998291016
2016-08-23,20.452322006225586
2016-08-24,20.37116813659668
2016-08-25,20.469722747802734
2016-08-26,20.432043075561523
2016-08-29,20.608856201171875
2016-08-30,20.67841148376465
2016-08-31,20.640735626220703
2016-09-01,20.7653751373291
2016-09-02,20.774072647094727
2016-09-06,20.724788665771484
2016-09-07,20.55088233947754
2016-09-08,20.350879669189453
2016-09-09,19.994354248046875
2016-09-12,20.139284133911133
2016-09-13,20.017545700073242
2016-09-14,20.00298500061035
2016-09-15,20.24468421936035
2016-09-16,20.230127334594727
2016-09-19,20.326221466064453
2016-09-20,20.273807525634766
2016-09-21,20.579572677612305
2016-09-22,20.512588500976562
2016-09-23,20.227209091186523
2016-09-26,20.046667098999023
2016-09-27,19.962215423583984
2016-09-28,19.863204956054688
2016-09-29,19.65062713623047
2016-09-30,19.668094635009766
2016-10-03,19.52540397644043
2016-10-04,19.449684143066406
2016-10-05,19.47298812866211
2016-10-06,19.612768173217773
2016-10-07,19.519577026367188
2016-10-10,19.34194564819336
2016-10-11,19.202165603637695
2016-10-12,19.35359001159668
2016-10-13,19.464250564575195
2016-10-14,19.580732345581055
2016-10-17,19.33029556274414
2016-10-18,19.280794143676758
2016-10-19,19.33611488342285
2016-10-20,19.14101219177246
2016-10-21,19.27205467224121
2016-10-24,19.307003021240234
2016-10-25,19.324472427368164
2016-10-26,18.83815574645996
2016-10-27,18.622661590576172
2016-10-28,18.663429260253906
2016-10-31,18.628488540649414
2016-11-01,18.4974422454834
2016-11-02,18.567333221435547
2016-11-03,18.68381690979004
2016-11-04,18.835241317749023
2016-11-07,19.06238555908203
2016-11-08,19.039093017578125
2016-11-09,19.490447998046875
2016-11-10,19.539966583251953
2016-11-11,19.347768783569336
2016-11-14,18.849802017211914
2016-11-15,18.77700424194336
2016-11-16,18.843978881835938
2016-11-17,18.887662887573242
2016-11-18,19.17595672607422
2016-11-21,19.21090316772461
2016-11-22,19.097326278686523
2016-11-23,19.027442932128906
2016-11-25,19.129364013671875
2016-11-28,18.80612564086914
2016-11-29,18.919694900512695
2016-11-30,18.663429260253906
2016-12-01,18.506179809570312
2016-12-02,18.602275848388672
2016-12-05,18.887662887573242
2016-12-06,19.371063232421875
2016-12-07,19.6884822845459
2016-12-08,19.735069274902344
2016-12-09,19.98259925842285
2016-12-12,20.0321102142334
2016-12-13,20.168970108032227
2016-12-14,19.970029830932617
2016-12-15,20.072429656982422
2016-12-16,19.91152000427246
2016-12-19,19.806196212768555
2016-12-20,19.896886825561523
2016-12-21,19.744760513305664
2016-12-22,19.6628475189209
2016-12-23,19.651145935058594
2016-12-27,19.75646209716797
2016-12-28,19.700878143310547
2016-12-29,19.604333877563477
2016-12-30,19.63650894165039
2017-01-03,19.50779151916504
2017-01-04,19.812047958374023
2017-01-05,19.788637161254883
2017-01-06,20.028541564941406
2017-01-09,19.826677322387695
2017-01-10,19.6599178314209
2017-01-11,19.812047958374023
2017-01-12,19.718435287475586
2017-01-13,19.80912208557129
2017-01-17,19.598478317260742
2017-01-18,19.674551010131836
2017-01-19,19.618961334228516
2017-01-20,19.706727981567383
2017-01-23,19.695024490356445
2017-01-24,19.87934112548828
2017-01-25,19.99343490600586
2017-01-26,20.136795043945312
2017-01-27,19.999279022216797
2017-01-30,19.946632385253906
2017-01-31,20.637060165405273
2017-02-01,20.698501586914062
2017-02-02,20.67509651184082
2017-02-03,20.578550338745117
2017-02-06,20.40302276611328
2017-02-07,20.291847229003906
2017-02-08,20.151412963867188
2017-02-09,20.21578025817871
2017-02-10,20.41179847717285
2017-02-13,20.683874130249023
2017-02-14,20.707271575927734
2017-02-15,20.844778060913086
2017-02-16,20.87110710144043
2017-02-17,20.92084503173828
2017-02-21,20.8798885345459
2017-02-22,20.841859817504883
2017-02-23,20.903287887573242
2017-02-24,20.903287887573242
2017-02-27,20.815526962280273
2017-02-28,20.8038272857666
2017-03-01,21.116859436035156
2017-03-02,20.844778060913086
2017-03-03,20.7979736328125
2017-03-06,20.87696647644043
2017-03-07,20.75115966796875
2017-03-08,20.692649841308594
2017-03-09,20.795045852661133
2017-03-10,20.759937286376953
2017-03-13,20.707271575927734
2017-03-14,20.68680191040039
2017-03-15,20.81317138671875
2017-03-16,20.91309356689453
2017-03-17,20.830806732177734
2017-03-20,20.798473358154297
2017-03-21,20.495769500732422
2017-03-22,20.48401641845703
2017-03-23,20.492828369140625
2017-03-24,20.52810287475586
2017-03-27,20.28122901916504
2017-03-28,20.319442749023438
2017-03-29,20.181310653686523
2017-03-30,20.392906188964844
2017-03-31,20.410539627075195
2017-04-03,20.251846313476562
2017-04-04,20.169553756713867
2017-04-05,20.30474090576172
2017-04-06,20.31650161743164
2017-04-07,20.342947006225586
2017-04-10,20.384098052978516
2017-04-11,20.278295516967773
2017-04-12,20.184253692626953
2017-04-13,20.016735076904297
2017-04-17,20.301807403564453
2017-04-18,20.30768585205078
2017-04-19,20.328250885009766
2017-04-20,20.60744857788086
2017-04-21,20.545734405517578
2017-04-24,20.704429626464844
2017-04-25,20.72793960571289
2017-04-26,20.436992645263672
2017-04-27,20.181310653686523
2017-04-28,20.240093231201172
2017-05-01,20.113712310791016
2017-05-02,20.0902042388916
2017-05-03,19.928565979003906
2017-05-04,19.972652435302734
2017-05-05,19.957956314086914
2017-05-08,19.699337005615234
2017-05-09,19.617050170898438
2017-05-10,19.617050170898438
2017-05-11,19.74929428100586
2017-05-12,19.852155685424805
2017-05-15,19.916810989379883
2017-05-16,19.79925537109375
2017-05-17,19.611167907714844
2017-05-18,19.614107131958008
2017-05-19,19.81983184814453
2017-05-22,19.957956314086914
2017-05-23,19.963836669921875
2017-05-24,19.887420654296875
2017-05-25,20.040246963500977
2017-05-26,19.86097526550293
2017-05-30,19.813949584960938
2017-05-31,19.881546020507812
2017-06-01,19.94620132446289
2017-06-02,19.837461471557617
2017-06-05,19.94620132446289
2017-06-06,20.060815811157227
2017-06-07,20.454626083374023
2017-06-08,20.63389778137207
2017-06-09,20.730880737304688
2017-06-12,20.689743041992188
2017-06-13,21.010074615478516
2017-06-14,20.992345809936523
2017-06-15,20.962799072265625
2017-06-16,21.024843215942383
2017-06-19,21.018939971923828
2017-06-20,20.761890411376953
2017-06-21,20.611204147338867
2017-06-22,20.543251037597656
2017-06-23,20.640750885009766
2017-06-26,20.77075958251953
2017-06-27,20.88302993774414
2017-06-28,21.163715362548828
2017-06-29,21.137121200561523
2017-06-30,21.12234878540039
2017-07-03,21.169626235961914
2017-07-05,21.17849349975586
2017-07-06,21.054397583007812
2017-07-07,21.163715362548828
2017-07-10,21.078033447265625
2017-07-11,21.036670684814453
2017-07-12,21.075075149536133
2017-07-13,21.137121200561523
2017-07-14,20.99529457092285
2017-07-17,21.12234878540039
2017-07-18,21.184396743774414
2017-07-19,21.21689796447754
2017-07-20,21.2789363861084
2017-07-21,21.491670608520508
2017-07-24,21.462129592895508
2017-07-25,21.491670608520508
2017-07-26,21.996912002563477
2017-07-27,21.96145248413086
2017-07-28,21.97327423095703
2017-07-31,21.97327423095703
2017-08-01,22.09441375732422
2017-08-02,22.061908721923828
2017-08-03,22.18600082397461
2017-08-04,22.191911697387695
2017-08-07,22.16236686706543
2017-08-08,22.2332763671875
2017-08-09,22.52873420715332
2017-08-10,22.431238174438477
2017-08-11,22.30714225769043
2017-08-14,22.69124412536621
2017-08-15,22.75032615661621
2017-08-16,22.785789489746094
2017-08-17,22.53759765625
2017-08-18,22.13282012939453
2017-08-21,22.24509620666504
2017-08-22,22.58487319946289
2017-08-23,22.363277435302734
2017-08-24,22.141679763793945
2017-08-25,22.381004333496094
2017-08-28,22.34554672241211
2017-08-29,22.221452713012695
2017-08-30,22.18305015563965
2017-08-31,22.271682739257812
2017-09-01,22.268735885620117
2017-09-05,21.976226806640625
2017-09-06,21.92008399963379
2017-09-07,21.781227111816406
2017-09-08,21.967361450195312
2017-09-11,21.914180755615234
2017-09-12,22.16827392578125
2017-09-13,22.082592010498047
