,V
2014-11-11,58.211097717285156
2014-11-12,58.841678619384766
2014-11-13,58.60112762451172
2014-11-14,58.11533737182617
2014-11-17,58.339561462402344
2014-11-18,58.32320022583008
2014-11-19,58.35354995727539
2014-11-20,58.77628707885742
2014-11-21,59.371829986572266
2014-11-24,59.465232849121094
2014-11-25,60.08179473876953
2014-11-26,60.08179473876953
2014-11-28,60.29899215698242
2014-12-01,60.289634704589844
2014-12-02,60.724056243896484
2014-12-03,61.09537124633789
2014-12-04,60.98795700073242
2014-12-05,61.504085540771484
2014-12-08,61.44569778442383
2014-12-09,61.68858337402344
2014-12-10,61.12339782714844
2014-12-11,61.450355529785156
2014-12-12,59.96969985961914
2014-12-15,59.951019287109375
2014-12-16,59.182647705078125
2014-12-17,60.50684356689453
2014-12-18,61.693260192871094
2014-12-19,61.11172103881836
2014-12-22,61.704933166503906
2014-12-23,61.95016098022461
2014-12-24,62.5036735534668
2014-12-26,62.26778030395508
2014-12-29,61.98987579345703
2014-12-30,61.78434371948242
2014-12-31,61.23550033569336
2015-01-02,61.89411544799805
2015-01-05,60.52785110473633
2015-01-06,60.137840270996094
2015-01-07,60.943572998046875
2015-01-08,61.7609977722168
2015-01-09,60.84546661376953
2015-01-12,60.72636795043945
2015-01-13,60.90387725830078
2015-01-14,59.68476104736328
2015-01-15,59.11725616455078
2015-01-16,59.54230880737305
2015-01-20,59.98371505737305
2015-01-21,60.08647155761719
2015-01-22,60.16120910644531
2015-01-23,60.322357177734375
2015-01-26,59.91130447387695
2015-01-27,58.61747360229492
2015-01-28,57.53615188598633
2015-01-29,57.919166564941406
2015-01-30,59.532962799072266
2015-02-02,59.63338851928711
2015-02-03,60.672672271728516
2015-02-04,61.86375045776367
2015-02-05,63.477542877197266
2015-02-06,62.4546012878418
2015-02-09,61.99685287475586
2015-02-10,61.78434371948242
2015-02-11,62.233558654785156
2015-02-12,63.38465881347656
2015-02-13,63.08519744873047
2015-02-17,63.375328063964844
2015-02-18,62.96590042114258
2015-02-19,62.96121597290039
2015-02-20,63.87370300292969
2015-02-23,63.87604522705078
2015-02-24,63.74967956542969
2015-02-25,63.87604522705078
2015-02-26,64.04915618896484
2015-02-27,63.478294372558594
2015-03-02,65.11141204833984
2015-03-03,64.41183471679688
2015-03-04,64.04915618896484
2015-03-05,64.13807678222656
2015-03-06,63.01734161376953
2015-03-09,63.50402069091797
2015-03-10,62.04872512817383
2015-03-11,61.943443298339844
2015-03-12,63.07350158691406
2015-03-13,62.00895690917969
2015-03-16,62.9424934387207
2015-03-17,61.88493728637695
2015-03-18,62.62664031982422
2015-03-19,62.526031494140625
2015-03-20,63.08757019042969
2015-03-23,62.778724670410156
2015-03-24,62.797428131103516
2015-03-25,61.51528549194336
2015-03-26,61.384246826171875
2015-03-27,61.337459564208984
2015-03-30,61.44977569580078
2015-03-31,61.21581268310547
2015-04-01,61.00053024291992
2015-04-02,61.10348892211914
2015-04-06,61.01924133300781
2015-04-07,61.58078384399414
2015-04-08,62.235897064208984
2015-04-09,62.179752349853516
2015-04-10,62.08615493774414
2015-04-13,61.40296936035156
2015-04-14,61.328094482421875
2015-04-15,61.46848678588867
2015-04-16,61.440399169921875
2015-04-17,60.382843017578125
2015-04-20,60.570045471191406
2015-04-21,61.15965270996094
2015-04-22,63.6490592956543
2015-04-23,63.377685546875
2015-04-24,63.15304946899414
2015-04-27,62.797428131103516
2015-04-28,62.488590240478516
2015-04-29,63.02203369140625
2015-04-30,61.814762115478516
2015-05-01,61.55268096923828
2015-05-04,61.374900817871094
2015-05-05,61.73052215576172
2015-05-06,61.45912170410156
2015-05-07,62.31077575683594
2015-05-08,65.0154800415039
2015-05-11,64.59429931640625
2015-05-12,64.28548431396484
2015-05-13,64.36048126220703
2015-05-14,65.62612915039062
2015-05-15,65.22297668457031
2015-05-18,65.62612915039062
2015-05-19,65.7761001586914
2015-05-20,65.41988372802734
2015-05-21,65.03550720214844
2015-05-22,65.2698745727539
2015-05-26,64.25733947753906
2015-05-27,65.1479721069336
2015-05-28,65.213623046875
2015-05-29,64.38859558105469
2015-06-01,64.79173278808594
2015-06-02,64.72611236572266
2015-06-03,64.64170837402344
2015-06-04,63.94794845581055
2015-06-05,64.09796142578125
2015-06-08,63.451080322265625
2015-06-09,63.70420455932617
2015-06-10,65.27924346923828
2015-06-11,65.28860473632812
2015-06-12,64.99796295166016
2015-06-15,64.28547668457031
2015-06-16,64.69798278808594
2015-06-17,64.45423889160156
2015-06-18,65.15735626220703
2015-06-19,64.39797973632812
2015-06-22,64.77299499511719
2015-06-23,65.08238220214844
2015-06-24,64.55736541748047
2015-06-25,64.33235931396484
2015-06-26,64.45423889160156
2015-06-29,62.55107116699219
2015-06-30,62.954219818115234
2015-07-01,63.610469818115234
2015-07-02,63.97607421875
2015-07-06,63.86359786987305
2015-07-07,63.53547286987305
2015-07-08,62.56044006347656
2015-07-09,62.860435485839844
2015-07-10,64.14485168457031
2015-07-13,65.17610931396484
2015-07-14,65.7198715209961
2015-07-15,65.6448745727539
2015-07-16,66.16050720214844
2015-07-17,66.45115661621094
2015-07-20,68.15741729736328
2015-07-21,67.5198974609375
2015-07-22,67.47303009033203
2015-07-23,67.26676177978516
2015-07-24,70.12617492675781
2015-07-27,69.24494171142578
2015-07-28,70.0699462890625
2015-07-29,71.26056671142578
2015-07-30,71.60748291015625
2015-07-31,70.6324691772461
2015-08-03,71.03556823730469
2015-08-04,70.56683349609375
2015-08-05,70.29493713378906
2015-08-06,68.98241424560547
2015-08-07,69.57308959960938
2015-08-10,69.73246002197266
2015-08-11,68.77616119384766
2015-08-12,69.05787658691406
2015-08-13,69.42411804199219
2015-08-14,69.69644927978516
2015-08-17,69.87486267089844
2015-08-18,69.93119812011719
2015-08-19,69.865478515625
2015-08-20,69.44290924072266
2015-08-21,66.85111236572266
2015-08-24,64.19361877441406
2015-08-25,62.8883171081543
2015-08-26,66.381591796875
2015-08-27,67.98736572265625
2015-08-28,68.0437240600586
2015-08-31,66.95442962646484
2015-09-01,64.75701904296875
2015-09-02,65.3768081665039
2015-09-03,66.10928344726562
2015-09-04,64.94485473632812
2015-09-08,66.23133850097656
2015-09-09,65.35803985595703
2015-09-10,65.94964599609375
2015-09-11,66.44731903076172
2015-09-14,65.7430419921875
2015-09-15,66.21257781982422
2015-09-16,66.66329193115234
2015-09-17,66.6351318359375
2015-09-18,65.53642272949219
2015-09-21,66.46610260009766
2015-09-22,65.96839141845703
2015-09-23,66.625732421875
2015-09-24,65.95903015136719
2015-09-25,66.381591796875
2015-09-28,63.10429382324219
2015-09-29,64.35324096679688
2015-09-30,65.41435241699219
2015-10-01,65.72425079345703
2015-10-02,66.36282348632812
2015-10-05,67.82772827148438
2015-10-06,67.6868667602539
2015-10-07,68.75740051269531
2015-10-08,69.39594268798828
2015-10-09,69.47107696533203
2015-10-12,70.41951751708984
2015-10-13,70.42890167236328
2015-10-14,69.67765045166016
2015-10-15,70.74817657470703
2015-10-16,71.36795806884766
2015-10-19,72.297607421875
2015-10-20,71.6308822631836
2015-10-21,70.86088562011719
2015-10-22,71.7623519897461
2015-10-23,72.37274169921875
2015-10-26,73.41508483886719
2015-10-27,72.79529571533203
2015-10-28,74.06305694580078
2015-10-29,73.72496795654297
2015-10-30,72.8516616821289
2015-11-02,70.63550567626953
2015-11-03,73.15214538574219
2015-11-04,73.57471466064453
2015-11-05,74.42925262451172
2015-11-06,73.95033264160156
2015-11-09,73.28363800048828
2015-11-10,74.76998901367188
2015-11-11,74.48775482177734
2015-11-12,73.66931915283203
2015-11-13,73.48117065429688
2015-11-16,74.224365234375
2015-11-17,74.15853118896484
2015-11-18,75.69192504882812
2015-11-19,75.40030670166016
2015-11-20,75.43791961669922
2015-11-23,75.3626708984375
2015-11-24,75.0616455078125
2015-11-25,74.84525299072266
2015-11-27,75.1086654663086
2015-11-30,74.32785034179688
2015-12-01,75.17452239990234
2015-12-02,74.3560791015625
2015-12-03,73.65050506591797
2015-12-04,75.63546752929688
2015-12-07,74.83585357666016
2015-12-08,74.38429260253906
2015-12-09,73.26481628417969
2015-12-10,73.4905776977539
2015-12-11,71.59967803955078
2015-12-14,72.3146743774414
2015-12-15,73.96098327636719
2015-12-16,75.12747955322266
2015-12-17,74.02679443359375
2015-12-18,71.79724884033203
2015-12-21,72.59688568115234
2015-12-22,72.79443359375
2015-12-23,73.9045181274414
2015-12-24,73.622314453125
2015-12-28,73.87629699707031
2015-12-29,74.51599884033203
2015-12-30,73.70695495605469
2015-12-31,72.9543685913086
2016-01-04,71.21399688720703
2016-01-05,71.75022888183594
2016-01-06,70.80947875976562
2016-01-07,69.41719055175781
2016-01-08,68.56111145019531
2016-01-11,69.53948211669922
2016-01-12,70.32971954345703
2016-01-13,68.76807403564453
2016-01-14,69.42658996582031
2016-01-15,67.57334899902344
2016-01-19,67.159423828125
2016-01-20,66.49149322509766
2016-01-21,67.31935119628906
2016-01-22,68.39178466796875
2016-01-25,67.4886703491211
2016-01-26,67.62037658691406
2016-01-27,66.7078628540039
2016-01-28,65.22148132324219
2016-01-29,70.07567596435547
2016-02-01,69.97222137451172
2016-02-02,69.05029296875
2016-02-03,69.97222137451172
2016-02-04,69.31371307373047
2016-02-05,67.30052185058594
2016-02-08,63.753929138183594
2016-02-09,64.28076171875
2016-02-10,65.9928970336914
2016-02-11,64.41246795654297
2016-02-12,66.24687194824219
2016-02-16,66.88660430908203
2016-02-17,67.89517211914062
2016-02-18,67.15050506591797
2016-02-19,67.42388916015625
2016-02-22,68.86603546142578
2016-02-23,68.00827026367188
2016-02-24,67.72550201416016
2016-02-25,69.06396484375
2016-02-26,68.55502319335938
2016-02-29,68.23452758789062
2016-03-01,70.35531616210938
2016-03-02,70.03488159179688
2016-03-03,69.66728210449219
2016-03-04,69.65782165527344
2016-03-07,67.81036376953125
2016-03-08,66.56610107421875
2016-03-09,66.62267303466797
2016-03-10,66.18907928466797
2016-03-11,67.51815032958984
2016-03-14,67.38616180419922
2016-03-15,67.78205871582031
2016-03-16,68.21565246582031
2016-03-17,68.94144439697266
2016-03-18,69.54470825195312
2016-03-21,69.5352783203125
2016-03-22,68.77180480957031
2016-03-23,69.66728210449219
2016-03-24,69.88404846191406
2016-03-28,69.82749938964844
2016-03-29,71.05286407470703
2016-03-30,72.37249755859375
2016-03-31,72.08975982666016
2016-04-01,73.135986328125
2016-04-04,73.36223602294922
2016-04-05,72.55159759521484
2016-04-06,73.72041320800781
2016-04-07,73.12657165527344
2016-04-08,73.55075073242188
2016-04-11,73.3528060913086
2016-04-12,74.01261901855469
2016-04-13,75.13429260253906
2016-04-14,75.71871185302734
2016-04-15,75.48310089111328
2016-04-18,76.7744369506836
2016-04-19,76.1146011352539
2016-04-20,76.49163818359375
2016-04-21,76.1523208618164
2016-04-22,74.56875610351562
2016-04-25,73.6544418334961
2016-04-26,74.02205657958984
2016-04-27,74.23884582519531
2016-04-28,73.22084045410156
2016-04-29,72.80607604980469
2016-05-02,73.95606231689453
2016-05-03,72.75897216796875
2016-05-04,72.6458511352539
2016-05-05,72.9192123413086
2016-05-06,73.25853729248047
2016-05-09,73.7298355102539
2016-05-10,74.65357971191406
2016-05-11,72.99169158935547
2016-05-12,73.5488052368164
2016-05-13,72.54789733886719
2016-05-16,73.46382141113281
2016-05-17,72.5101089477539
2016-05-18,73.11443328857422
2016-05-19,72.5950927734375
2016-05-20,73.34104919433594
2016-05-23,72.90670013427734
2016-05-24,74.95576477050781
2016-05-25,74.65357971191406
2016-05-26,74.596923828125
2016-05-27,75.22016906738281
2016-05-31,74.54027557373047
2016-06-01,74.8046646118164
2016-06-02,75.49397277832031
2016-06-03,75.48452758789062
2016-06-06,76.05107879638672
2016-06-07,76.1077651977539
2016-06-08,77.0992431640625
2016-06-09,76.73095703125
2016-06-10,75.71116638183594
2016-06-13,74.03038787841797
2016-06-14,74.19090270996094
2016-06-15,73.81319427490234
2016-06-16,73.98313903808594
2016-06-17,72.69895935058594
2016-06-20,73.02945709228516
2016-06-21,73.01997375488281
2016-06-22,72.26461791992188
2016-06-23,73.86984252929688
2016-06-24,70.86708068847656
2016-06-27,69.25238037109375
2016-06-28,70.97097778320312
2016-06-29,72.462890625
2016-06-30,70.03611755371094
2016-07-01,70.32886505126953
2016-07-05,70.50824737548828
2016-07-06,69.93228149414062
2016-07-07,70.35718536376953
2016-07-08,72.16070556640625
2016-07-11,72.25514221191406
2016-07-12,73.16163635253906
2016-07-13,73.14276885986328
2016-07-14,73.78487396240234
2016-07-15,73.93595886230469
2016-07-18,73.94537353515625
2016-07-19,74.33251190185547
2016-07-20,74.93685150146484
2016-07-21,74.39864349365234
2016-07-22,75.45620727539062
2016-07-25,74.54027557373047
2016-07-26,74.11534881591797
2016-07-27,74.15314483642578
2016-07-28,74.77635192871094
2016-07-29,73.69987487792969
2016-08-01,73.89818572998047
2016-08-02,73.91704559326172
2016-08-03,74.32308959960938
2016-08-04,75.05018615722656
2016-08-05,75.67337036132812
2016-08-08,75.49397277832031
2016-08-09,75.59783935546875
2016-08-10,75.23904418945312
2016-08-11,75.65451049804688
2016-08-12,75.56009674072266
2016-08-15,76.40047454833984
2016-08-16,76.30604553222656
2016-08-17,76.46687316894531
2016-08-18,75.92768096923828
2016-08-19,76.11687469482422
2016-08-22,76.6749496459961
2016-08-23,76.42902374267578
2016-08-24,75.94657897949219
2016-08-25,75.97499084472656
2016-08-26,76.21143341064453
2016-08-29,76.4952163696289
2016-08-30,76.77899932861328
2016-08-31,76.52360534667969
2016-09-01,76.90196228027344
2016-09-02,77.5641098022461
2016-09-06,78.0654296875
2016-09-07,78.73703002929688
2016-09-08,78.48164367675781
2016-09-09,76.93035888671875
2016-09-12,78.48164367675781
2016-09-13,77.46003723144531
2016-09-14,77.08169555664062
2016-09-15,77.57355499267578
2016-09-16,77.63031768798828
2016-09-19,78.04650115966797
2016-09-20,78.01812744140625
2016-09-21,78.71810913085938
2016-09-22,78.85054016113281
2016-09-23,78.07488250732422
2016-09-26,77.38438415527344
2016-09-27,77.7154541015625
2016-09-28,78.48164367675781
2016-09-29,77.48844909667969
2016-09-30,78.22620391845703
2016-10-03,78.3775634765625
2016-10-04,78.254638671875
2016-10-05,78.841064453125
2016-10-06,78.85054016113281
2016-10-07,78.3965072631836
2016-10-10,78.62350463867188
2016-10-11,77.60193634033203
2016-10-12,77.80059051513672
2016-10-13,77.4411392211914
2016-10-14,77.9897689819336
2016-10-17,77.70600891113281
2016-10-18,77.16681671142578
2016-10-19,78.33027648925781
2016-10-20,78.03707885742188
2016-10-21,77.89517974853516
2016-10-24,78.6707992553711
2016-10-25,77.59247589111328
2016-10-26,77.32763671875
2016-10-27,77.48844909667969
2016-10-28,77.77220916748047
2016-10-31,78.04650115966797
2016-11-01,77.20467376708984
2016-11-02,76.2209243774414
2016-11-03,76.28713989257812
2016-11-04,76.0128402709961
2016-11-07,78.04650115966797
2016-11-08,78.3965072631836
2016-11-09,78.73703002929688
2016-11-10,77.4411392211914
2016-11-11,77.4505844116211
2016-11-14,74.13992309570312
2016-11-15,74.31965637207031
2016-11-16,75.90738677978516
2016-11-17,76.84578704833984
2016-11-18,76.60883331298828
2016-11-21,77.43350982666016
2016-11-22,75.76520538330078
2016-11-23,75.4239501953125
2016-11-25,75.95478057861328
2016-11-28,74.95948791503906
2016-11-29,75.0258560180664
2016-11-30,73.29117584228516
2016-12-01,71.49967193603516
2016-12-02,71.77456665039062
2016-12-05,73.28170013427734
2016-12-06,73.0921401977539
2016-12-07,75.17748260498047
2016-12-08,75.14907836914062
2016-12-09,75.01634979248047
2016-12-12,74.40968322753906
2016-12-13,75.07323455810547
2016-12-14,75.00688171386719
2016-12-15,75.35758972167969
2016-12-16,74.26750946044922
2016-12-19,74.03056335449219
2016-12-20,74.27699279785156
2016-12-21,74.06847381591797
2016-12-22,73.84095001220703
2016-12-23,74.07795715332031
2016-12-27,74.26750946044922
2016-12-28,74.2201156616211
2016-12-29,74.24857330322266
2016-12-30,73.9546890258789
2017-01-03,75.35758972167969
2017-01-04,75.97374725341797
2017-01-05,76.8647689819336
2017-01-06,77.9263916015625
2017-01-09,77.4903564453125
2017-01-10,77.07327270507812
2017-01-11,77.53775024414062
2017-01-12,77.13017272949219
2017-01-13,76.94059753417969
2017-01-17,77.02588653564453
2017-01-18,77.33871459960938
2017-01-19,77.47138977050781
2017-01-20,77.57566833496094
2017-01-23,77.8695297241211
2017-01-24,78.89325714111328
2017-01-25,79.52835083007812
2017-01-26,78.90271759033203
2017-01-27,79.40508270263672
2017-01-30,79.33876037597656
2017-01-31,78.40032958984375
2017-02-01,78.14440155029297
2017-02-02,78.01171112060547
2017-02-03,81.59473419189453
2017-02-06,81.35779571533203
2017-02-07,81.31037139892578
2017-02-08,80.65633392333984
2017-02-09,81.12079620361328
2017-02-10,81.42411804199219
2017-02-13,81.93599700927734
2017-02-14,82.3246078491211
2017-02-15,83.13660430908203
2017-02-16,83.01316833496094
2017-02-17,83.06063079833984
2017-02-21,83.49748992919922
2017-02-22,83.38352966308594
2017-02-23,83.74444580078125
2017-02-24,83.9818344116211
2017-02-27,83.57347869873047
2017-02-28,83.51648712158203
2017-03-01,84.513671875
2017-03-02,84.07679748535156
2017-03-03,84.32373046875
2017-03-06,84.46620178222656
2017-03-07,84.58014678955078
2017-03-08,84.48518371582031
2017-03-09,84.62765502929688
2017-03-10,85.2164535522461
2017-03-13,85.57733154296875
2017-03-14,85.0455093383789
2017-03-15,85.39692687988281
2017-03-16,85.51087188720703
2017-03-17,85.7007827758789
2017-03-20,84.69412994384766
2017-03-21,83.63047790527344
2017-03-22,84.06732177734375
2017-03-23,84.39019775390625
2017-03-24,84.70359802246094
2017-03-27,84.4756851196289
2017-03-28,84.63714599609375
2017-03-29,84.69412994384766
2017-03-30,84.53267669677734
2017-03-31,84.39971160888672
2017-04-03,84.86505889892578
2017-04-04,84.31424713134766
2017-04-05,84.5516586303711
2017-04-06,84.60863494873047
2017-04-07,84.27623748779297
2017-04-10,84.39019775390625
2017-04-11,84.3807144165039
2017-04-12,84.21925354003906
2017-04-13,84.39971160888672
2017-04-17,85.29244232177734
2017-04-18,85.2164535522461
2017-04-19,85.23545837402344
2017-04-20,86.56502532958984
2017-04-21,86.56502532958984
2017-04-24,87.22979736328125
2017-04-25,87.47675323486328
2017-04-26,87.20130157470703
2017-04-27,86.99238586425781
2017-04-28,86.63150787353516
2017-05-01,86.66948699951172
2017-05-02,87.88511657714844
2017-05-03,87.79013061523438
2017-05-04,87.96109008789062
2017-05-05,87.45774841308594
2017-05-08,87.2962875366211
2017-05-09,87.37226867675781
2017-05-10,87.60968780517578
2017-05-11,87.46724700927734
2017-05-12,88.0655517578125
2017-05-15,88.5404052734375
2017-05-16,88.46441650390625
2017-05-17,87.29898071289062
2017-05-18,87.25140380859375
2017-05-19,87.98397064208984
2017-05-22,88.77362060546875
2017-05-23,89.296875
2017-05-24,90.20069122314453
2017-05-25,90.41952514648438
2017-05-26,90.06747436523438
2017-05-30,90.11505126953125
2017-05-31,90.60028839111328
2017-06-01,90.76202392578125
2017-06-02,91.4755630493164
2017-06-05,91.85610961914062
2017-06-06,91.13304138183594
2017-06-07,91.41846466064453
2017-06-08,91.41846466064453
2017-06-09,89.96285247802734
2017-06-12,88.95439147949219
2017-06-13,90.45757293701172
2017-06-14,90.68587493896484
2017-06-15,89.59180450439453
2017-06-16,89.59180450439453
2017-06-19,90.18168640136719
2017-06-20,89.79161834716797
2017-06-21,89.94381713867188
2017-06-22,89.38248443603516
2017-06-23,90.93328094482422
2017-06-26,90.59074401855469
2017-06-27,90.28632354736328
2017-06-28,91.55166625976562
2017-06-29,89.82965087890625
2017-06-30,89.22077178955078
2017-07-03,88.81171417236328
2017-07-05,89.43959045410156
2017-07-06,88.71653747558594
2017-07-07,89.35395812988281
2017-07-10,90.46707916259766
2017-07-11,90.77154541015625
2017-07-12,91.50408172607422
2017-07-13,91.27576446533203
2017-07-14,92.2176513671875
2017-07-17,92.12248992919922
2017-07-18,92.83602905273438
2017-07-19,93.47347259521484
2017-07-20,93.34027099609375
2017-07-21,94.75782012939453
2017-07-24,95.49039459228516
2017-07-25,95.12886047363281
2017-07-26,95.94706726074219
2017-07-27,94.7292709350586
2017-07-28,94.32969665527344
2017-07-31,94.71976470947266
2017-08-01,95.96610260009766
2017-08-02,96.35613250732422
2017-08-03,95.69969177246094
2017-08-04,95.98512268066406
2017-08-07,96.55593872070312
2017-08-08,96.35613250732422
2017-08-09,96.06124877929688
2017-08-10,94.65318298339844
2017-08-11,95.2239990234375
2017-08-14,96.91748809814453
2017-08-15,97.64053344726562
2017-08-16,98.45529174804688
2017-08-17,97.34989166259766
2017-08-18,97.68339538574219
2017-08-21,98.3599853515625
2017-08-22,99.16995239257812
2017-08-23,98.32185363769531
2017-08-24,98.3599853515625
2017-08-25,98.48384857177734
2017-08-28,98.89358520507812
2017-08-29,98.88404846191406
2017-08-30,98.845947265625
2017-08-31,98.64585876464844
2017-09-01,99.0079345703125
2017-09-05,98.15985870361328
2017-09-06,98.32185363769531
2017-09-07,99.63688659667969
2017-09-08,99.51300811767578
2017-09-11,101.15200805664062
2017-09-12,101.20919036865234
2017-09-13,100.84710693359375
2017-09-14,101.08531951904297
2017-09-15,100.34203338623047
2017-09-18,99.8941650390625
