,RL
2017-09-19,78.36782836914062
2017-09-20,76.71488189697266
2017-09-21,76.17254638671875
2017-09-22,76.120849609375
2017-09-25,76.18974304199219
2017-09-26,76.38774108886719
2017-09-27,76.79237365722656
2017-09-28,76.930908203125
2017-09-29,76.43739318847656
2017-10-02,77.03479766845703
2017-10-03,76.65385437011719
2017-10-04,77.46765899658203
2017-10-05,77.42438507080078
2017-10-06,76.40279388427734
2017-10-09,75.27729797363281
2017-10-10,75.51104736328125
2017-10-11,73.76222229003906
2017-10-12,73.81417846679688
2017-10-13,73.62371063232422
2017-10-16,74.49812316894531
2017-10-17,74.46348571777344
2017-10-18,73.87479400634766
2017-10-19,74.7838363647461
2017-10-20,78.2381820678711
2017-10-23,77.53691864013672
2017-10-24,78.4979248046875
2017-10-25,79.5195083618164
2017-10-26,79.00869750976562
2017-10-27,78.86151885986328
2017-10-30,79.48487091064453
2017-10-31,77.42438507080078
2017-11-01,77.44170379638672
2017-11-02,79.41561889648438
2017-11-03,78.4979248046875
2017-11-06,76.21232604980469
2017-11-07,73.58908081054688
2017-11-08,73.96134948730469
2017-11-09,74.71456146240234
2017-11-10,75.00023651123047
2017-11-13,75.03486633300781
2017-11-14,75.49372100830078
2017-11-15,75.43314361572266
2017-11-16,76.54130554199219
2017-11-17,77.14734649658203
2017-11-20,77.53691864013672
2017-11-21,78.15161895751953
2017-11-22,79.59741973876953
2017-11-24,79.1472396850586
2017-11-27,79.96968841552734
2017-11-28,81.83106231689453
2017-11-29,81.9436264038086
2017-11-30,82.3764877319336
2017-12-01,82.76607513427734
2017-12-04,86.32431030273438
2017-12-05,82.93055725097656
2017-12-06,84.23786163330078
2017-12-07,86.54940795898438
2017-12-08,88.60124969482422
2017-12-11,87.60563659667969
2017-12-12,86.69658660888672
2017-12-13,83.30284118652344
2017-12-14,83.84827423095703
2017-12-15,83.2076187133789
2017-12-18,84.89582824707031
2017-12-19,84.26383209228516
2017-12-20,85.38065338134766
2017-12-21,87.37189483642578
2017-12-22,88.13374328613281
2017-12-26,89.51030731201172
2017-12-27,89.4410400390625
2017-12-28,89.26704406738281
2017-12-29,90.20661926269531
2018-01-02,91.24185180664062
2018-01-03,88.42316436767578
2018-01-04,90.05870819091797
2018-01-05,90.80689239501953
2018-01-08,91.31144714355469
2018-01-09,91.33756256103516
2018-01-10,91.32884979248047
2018-01-11,92.16403198242188
2018-01-12,92.90350341796875
2018-01-16,90.8416748046875
2018-01-17,92.25973510742188
2018-01-18,95.53948974609375
2018-01-19,98.11457061767578
2018-01-22,99.9501953125
2018-01-23,100.7853775024414
2018-01-24,102.42960357666016
2018-01-25,102.10771942138672
2018-01-26,103.41267395019531
2018-01-29,101.7597427368164
2018-01-30,100.99417114257812
2018-01-31,99.44564056396484
2018-02-01,97.00102996826172
2018-02-02,95.52207946777344
2018-02-05,91.72904968261719
2018-02-06,92.8512954711914
2018-02-07,93.69515991210938
2018-02-08,88.14479064941406
2018-02-09,90.03260040283203
2018-02-12,89.94561004638672
2018-02-13,90.94609069824219
2018-02-14,92.80779266357422
2018-02-15,93.04268646240234
2018-02-16,91.85955810546875
2018-02-20,91.68553924560547
2018-02-21,92.79910278320312
2018-02-22,93.52986907958984
2018-02-23,94.417236328125
2018-02-26,95.3568115234375
2018-02-27,93.86917114257812
2018-02-28,92.0770263671875
2018-03-01,91.45068359375
2018-03-02,92.59900665283203
2018-03-05,93.4515609741211
2018-03-06,93.05138397216797
2018-03-07,93.06010437011719
2018-03-08,91.54634094238281
2018-03-09,92.0770263671875
2018-03-12,93.50376892089844
2018-03-13,93.36456298828125
2018-03-14,93.76476287841797
2018-03-15,94.33893585205078
2018-03-16,94.95661163330078
2018-03-19,94.23455047607422
2018-03-20,96.04405975341797
2018-03-21,95.23501586914062
2018-03-22,93.66035461425781
2018-03-23,93.15576171875
2018-03-26,96.33116912841797
2018-03-27,95.3393783569336
2018-03-28,96.16963958740234
2018-03-29,97.7077865600586
2018-04-02,94.42174530029297
2018-04-03,95.99486541748047
2018-04-04,98.49436950683594
2018-04-05,99.97134399414062
2018-04-06,97.68159484863281
2018-04-09,98.29334259033203
2018-04-10,100.54814147949219
2018-04-11,99.94512176513672
2018-04-12,99.62174224853516
2018-04-13,97.1397476196289
2018-04-16,97.87384796142578
2018-04-17,99.1148681640625
2018-04-18,97.31449890136719
2018-04-19,96.21334075927734
2018-04-20,92.8748550415039
2018-04-23,95.63652801513672
2018-04-24,94.701416015625
2018-04-25,95.07721710205078
2018-04-26,96.1434326171875
2018-04-27,97.0436019897461
2018-04-30,96.00358581542969
2018-05-01,93.45164489746094
2018-05-02,93.1282958984375
2018-05-03,93.76629638671875
2018-05-04,93.3380355834961
2018-05-07,92.804931640625
2018-05-08,93.1457748413086
2018-05-09,96.00358581542969
2018-05-10,95.22577667236328
2018-05-11,95.26947784423828
2018-05-14,96.55419158935547
2018-05-15,97.41065216064453
2018-05-16,98.03116607666016
2018-05-17,99.29838562011719
2018-05-18,100.9064712524414
2018-05-21,102.32227325439453
2018-05-22,101.91150665283203
2018-05-23,116.52397918701172
2018-05-24,117.80868530273438
2018-05-25,119.99359893798828
2018-05-29,118.21073150634766
2018-05-30,119.12832641601562
2018-05-31,117.61642456054688
2018-06-01,120.49169158935547
2018-06-04,121.01611328125
2018-06-05,121.96874237060547
2018-06-06,122.00367736816406
2018-06-07,120.48297119140625
2018-06-08,124.30216217041016
2018-06-11,124.12735748291016
2018-06-12,124.8876953125
2018-06-13,121.42682647705078
2018-06-14,121.55792999267578
2018-06-15,122.09980773925781
2018-06-18,122.86011505126953
2018-06-19,121.83761596679688
2018-06-20,121.04228973388672
2018-06-21,118.06214141845703
2018-06-22,113.84095764160156
2018-06-25,111.87454223632812
2018-06-26,112.4600830078125
2018-06-27,110.7908706665039
2018-06-28,111.48910522460938
2018-06-29,110.41758728027344
2018-07-02,110.50542449951172
2018-07-03,109.42512512207031
2018-07-05,110.22438049316406
2018-07-06,111.03238677978516
2018-07-09,111.43638610839844
2018-07-10,113.44766998291016
2018-07-11,110.98847198486328
2018-07-12,111.9194564819336
2018-07-13,112.02484893798828
2018-07-16,114.08877563476562
2018-07-17,117.07498168945312
2018-07-18,117.34722900390625
2018-07-19,118.72611236572266
2018-07-20,119.93817138671875
2018-07-23,118.79641723632812
2018-07-24,117.11888122558594
2018-07-25,120.47393035888672
2018-07-26,120.03480529785156
2018-07-27,119.49028015136719
2018-07-30,119.3497314453125
2018-07-31,118.55047607421875
2018-08-01,113.16661834716797
2018-08-02,114.61576843261719
2018-08-03,114.49283599853516
2018-08-06,115.731201171875
2018-08-07,117.09253692626953
2018-08-08,117.9093246459961
2018-08-09,119.99964904785156
2018-08-10,119.78008270263672
2018-08-13,119.98208618164062
2018-08-14,121.64202117919922
2018-08-15,115.63460540771484
2018-08-16,116.24061584472656
2018-08-17,118.92813873291016
2018-08-20,122.00213623046875
2018-08-21,122.44129180908203
2018-08-22,120.74617004394531
2018-08-23,120.97451782226562
2018-08-24,120.06111907958984
2018-08-27,119.56050872802734
2018-08-28,119.33214569091797
2018-08-29,118.4889907836914
2018-08-30,115.7751235961914
2018-08-31,116.64460754394531
2018-09-04,114.94952392578125
2018-09-05,115.2129898071289
2018-09-06,115.1076431274414
2018-09-07,114.21175384521484
2018-09-10,116.91686248779297
2018-09-11,115.5555648803711
2018-09-12,117.97959899902344
2018-09-13,117.04865264892578
2018-09-14,115.70484161376953
2018-09-17,115.53797149658203
2018-09-18,116.12641906738281
2018-09-19,117.80396270751953
2018-09-20,119.55171966552734
2018-09-21,119.94697570800781
2018-09-24,117.63706970214844
2018-09-25,118.1113510131836
2018-09-26,120.7110595703125
2018-09-27,121.45660400390625
2018-09-28,121.35951232910156
2018-10-01,119.49788665771484
2018-10-02,114.66291809082031
2018-10-03,117.33629608154297
2018-10-04,111.66313171386719
2018-10-05,111.57489776611328
2018-10-08,112.95127868652344
2018-10-09,112.70423889160156
2018-10-10,103.19309997558594
2018-10-11,103.80189514160156
2018-10-12,107.12815856933594
2018-10-15,111.61902618408203
2018-10-16,113.95709991455078
2018-10-17,113.0835952758789
2018-10-18,111.74254608154297
2018-10-19,108.94564819335938
2018-10-22,112.986572265625
2018-10-23,112.78363800048828
2018-10-24,109.76619720458984
2018-10-25,112.08663940429688
2018-10-26,112.24543762207031
2018-10-29,115.47463989257812
2018-10-30,115.65991973876953
2018-10-31,114.3541259765625
2018-11-01,116.85980987548828
2018-11-02,118.25385284423828
2018-11-05,120.69782257080078
2018-11-06,112.74835968017578
2018-11-07,112.40424346923828
2018-11-08,116.64811706542969
2018-11-09,109.34270477294922
2018-11-12,106.78402709960938
2018-11-13,107.12815856933594
2018-11-14,107.80750274658203
2018-11-15,105.71646118164062
2018-11-16,103.4754409790039
2018-11-19,100.08743286132812
2018-11-20,98.2698974609375
2018-11-21,101.2873764038086
2018-11-23,101.37557983398438
2018-11-26,103.2901611328125
2018-11-27,99.31099700927734
2018-11-28,99.24042510986328
2018-11-29,98.19052124023438
2018-11-30,98.28754425048828
2018-12-03,101.41087341308594
2018-12-04,96.9376449584961
2018-12-06,96.0200424194336
2018-12-07,92.55262756347656
2018-12-10,92.764404296875
2018-12-11,92.91436767578125
2018-12-12,95.41127014160156
2018-12-13,91.2998046875
2018-12-14,89.55282592773438
2018-12-17,89.07640075683594
2018-12-18,90.41748809814453
2018-12-19,89.15579986572266
2018-12-20,87.69120025634766
2018-12-21,86.05013275146484
2018-12-24,84.8766860961914
2018-12-26,89.9322280883789
2018-12-27,90.5936050415039
2018-12-28,90.35389709472656
2018-12-31,91.84528350830078
2019-01-02,93.60301971435547
2019-01-03,89.37738037109375
2019-01-04,93.02599334716797
2019-01-07,94.72156524658203
2019-01-08,96.16857147216797
2019-01-09,97.17170715332031
2019-01-10,94.86360931396484
2019-01-11,93.59413146972656
2019-01-14,94.69493103027344
2019-01-15,94.25105285644531
2019-01-16,93.77167510986328
2019-01-17,95.76908874511719
2019-01-18,99.04486083984375
2019-01-22,97.05632019042969
2019-01-23,97.89966583251953
2019-01-24,98.48558044433594
2019-01-25,100.88247680664062
2019-01-28,102.16969299316406
2019-01-29,103.11068725585938
2019-01-30,103.82086944580078
2019-01-31,103.101806640625
2019-02-01,102.78221130371094
2019-02-04,101.69029998779297
2019-02-05,110.22148132324219
2019-02-06,111.9259262084961
2019-02-07,111.41104125976562
2019-02-08,110.99378204345703
2019-02-11,111.49979400634766
2019-02-12,112.44078826904297
2019-02-13,109.40475463867188
2019-02-14,109.00526428222656
2019-02-15,111.04703521728516
2019-02-19,111.36663818359375
2019-02-20,111.26009368896484
2019-02-21,112.06794738769531
2019-02-22,112.84916687011719
2019-02-25,112.87578582763672
2019-02-26,112.30764770507812
2019-02-27,112.94681549072266
2019-02-28,111.11807250976562
2019-03-01,112.71600341796875
2019-03-04,111.33999633789062
2019-03-05,110.85173797607422
2019-03-06,110.15930938720703
2019-03-07,109.50238800048828
2019-03-08,108.35723114013672
2019-03-11,109.60006713867188
2019-03-12,109.05852508544922
2019-03-13,108.01986694335938
2019-03-14,107.88671875
2019-03-15,107.22090148925781
2019-03-18,110.2658462524414
2019-03-19,110.79849243164062
2019-03-20,108.96974182128906
2019-03-21,110.64757537841797
2019-03-22,106.73265838623047
2019-03-25,108.82772064208984
2019-03-26,108.54363250732422
2019-03-27,111.26898956298828
2019-03-28,115.4488754272461
2019-03-29,115.69868469238281
2019-04-01,115.08309173583984
2019-04-02,113.56636810302734
2019-04-03,113.5931396484375
2019-04-04,114.52993774414062
2019-04-05,113.83402252197266
2019-04-08,113.66452026367188
2019-04-09,112.37084197998047
2019-04-10,112.82586669921875
2019-04-11,112.91508483886719
2019-04-12,114.3336181640625
2019-04-15,113.46823120117188
2019-04-16,115.5916519165039
2019-04-17,117.55445098876953
2019-04-18,116.9655990600586
2019-04-22,116.6533203125
2019-04-23,117.83103942871094
2019-04-24,117.79533386230469
2019-04-25,115.7432861328125
2019-04-26,117.04590606689453
2019-04-29,117.848876953125
2019-04-30,117.39384460449219
2019-05-01,115.72547149658203
2019-05-02,117.67045593261719
2019-05-03,117.13511657714844
2019-05-06,114.39611053466797
2019-05-07,110.55078887939453
2019-05-08,110.97903442382812
2019-05-09,112.12995147705078
2019-05-10,110.87196350097656
2019-05-13,105.52776336669922
2019-05-14,101.66461181640625
2019-05-15,103.20809173583984
2019-05-16,102.37835693359375
2019-05-17,100.37987518310547
2019-05-20,99.85348510742188
2019-05-21,101.68246459960938
2019-05-22,100.6296615600586
2019-05-23,97.46241760253906
2019-05-24,97.46241760253906
2019-05-28,96.37395477294922
2019-05-29,94.56281280517578
2019-05-30,93.706298828125
2019-05-31,93.79553985595703
2019-06-03,95.68695831298828
2019-06-04,99.71072387695312
2019-06-05,99.01480102539062
2019-06-06,97.66764068603516
2019-06-07,98.92557525634766
2019-06-10,101.40586853027344
2019-06-11,101.58432006835938
2019-06-12,100.52261352539062
2019-06-13,100.4780044555664
2019-06-14,100.04080963134766
2019-06-17,100.1925048828125
2019-06-18,101.15605926513672
2019-06-19,100.5047607421875
2019-06-20,102.52113342285156
2019-06-21,105.08168029785156
2019-06-24,104.33226013183594
2019-06-25,101.42372131347656
2019-06-26,102.92259216308594
2019-06-27,101.51165771484375
2019-06-28,101.95144653320312
2019-07-01,102.01427459716797
2019-07-02,98.97163391113281
2019-07-03,99.1690902709961
2019-07-05,99.61785125732422
2019-07-08,99.9319839477539
2019-07-09,99.25883483886719
2019-07-10,98.33436584472656
2019-07-11,99.72555541992188
2019-07-12,100.94619750976562
2019-07-15,101.03597259521484
2019-07-16,103.396484375
2019-07-17,99.44731903076172
2019-07-18,98.18179321289062
2019-07-19,98.97163391113281
2019-07-22,96.39569091796875
2019-07-23,97.7330322265625
2019-07-24,98.4869384765625
2019-07-25,98.95365905761719
2019-07-26,98.80108642578125
2019-07-29,99.86915588378906
2019-07-30,96.15335083007812
2019-07-31,93.55049896240234
2019-08-01,88.51530456542969
2019-08-02,88.7486572265625
2019-08-05,85.9214096069336
2019-08-06,85.88551330566406
2019-08-07,85.44572448730469
2019-08-08,87.07026672363281
2019-08-09,84.11734771728516
2019-08-12,82.51075744628906
2019-08-13,83.839111328125
2019-08-14,78.84879302978516
2019-08-15,76.3536605834961
2019-08-16,78.03204345703125
2019-08-19,78.22052764892578
2019-08-20,77.92432403564453
2019-08-21,78.14871215820312
2019-08-22,78.89366912841797
2019-08-23,75.3125
2019-08-26,75.0611801147461
2019-08-27,76.66778564453125
2019-08-28,78.75006103515625
2019-08-29,78.97445678710938
2019-08-30,79.2885971069336
2019-09-03,78.03204345703125
2019-09-04,80.59899139404297
2019-09-05,84.60202026367188
2019-09-06,84.88923645019531
2019-09-09,86.92666625976562
2019-09-10,88.58709716796875
2019-09-11,90.0770034790039
2019-09-12,90.27448272705078
2019-09-13,91.78231811523438
2019-09-16,92.5811538696289
2019-09-17,88.9012451171875
2019-09-18,88.4435043334961
2019-09-19,86.02911376953125
2019-09-20,83.44419860839844
2019-09-23,83.22877502441406
2019-09-24,83.11212921142578
2019-09-25,84.38661193847656
2019-09-26,84.20397186279297
2019-09-27,85.20758056640625
2019-09-30,86.31969451904297
2019-10-01,82.766357421875
2019-10-02,80.90380859375
2019-10-03,83.15515899658203
2019-10-04,82.68498992919922
2019-10-07,82.7844467163086
2019-10-08,81.35588836669922
2019-10-09,81.62712860107422
2019-10-10,81.39202880859375
2019-10-11,84.73741912841797
2019-10-14,83.58915710449219
2019-10-15,84.28533935546875
2019-10-16,85.27992248535156
2019-10-17,85.96707916259766
2019-10-18,85.86763000488281
2019-10-21,87.22386932373047
2019-10-22,89.14969635009766
2019-10-23,87.82057189941406
2019-10-24,87.81155395507812
2019-10-25,89.32149505615234
2019-10-28,88.35404205322266
2019-10-29,86.88932037353516
2019-10-30,87.34140014648438
2019-10-31,86.85315704345703
2019-11-01,88.59815979003906
2019-11-04,89.54753875732422
2019-11-05,92.278076171875
2019-11-06,91.211181640625
2019-11-07,104.5836181640625
2019-11-08,102.8657455444336
2019-11-11,103.0827407836914
2019-11-12,100.68671417236328
2019-11-13,100.05381774902344
2019-11-14,100.7138671875
2019-11-15,101.8169174194336
2019-11-18,102.49502563476562
2019-11-19,99.88203430175781
2019-11-20,96.66325378417969
2019-11-21,93.76993560791016
2019-11-22,97.29615783691406
2019-11-25,98.48961639404297
2019-11-26,98.10989379882812
2019-11-27,98.29071807861328
2019-11-29,97.05203247070312
2019-12-02,96.58185577392578
2019-12-03,95.43357849121094
2019-12-04,98.27264404296875
2019-12-05,101.31962585449219
2019-12-06,100.96701049804688
2019-12-09,102.39556884765625
2019-12-10,103.0737075805664
2019-12-11,100.93083953857422
2019-12-12,104.65596771240234
2019-12-13,105.7138442993164
2019-12-16,106.42811584472656
2019-12-17,106.20207977294922
2019-12-18,107.57637786865234
2019-12-19,106.26536560058594
2019-12-20,107.0791015625
2019-12-23,106.50045013427734
2019-12-24,106.99774169921875
2019-12-26,107.6780014038086
2019-12-27,106.77764892578125
2019-12-30,106.02279663085938
2019-12-31,106.6048583984375
2020-01-02,108.03266906738281
2020-01-03,107.4597396850586
2020-01-06,108.9603042602539
2020-01-07,109.43323516845703
2020-01-08,109.13311004638672
2020-01-09,107.25056457519531
2020-01-10,107.27783203125
2020-01-13,108.99669647216797
2020-01-14,108.6692886352539
2020-01-15,107.63252258300781
2020-01-16,109.41503143310547
2020-01-17,111.04293060302734
2020-01-21,108.23275756835938
2020-01-22,106.65031433105469
2020-01-23,107.33241271972656
2020-01-24,105.70450592041016
2020-01-27,102.7306137084961
2020-01-28,102.45779418945312
2020-01-29,102.93980407714844
2020-01-30,105.72268676757812
2020-01-31,103.22172546386719
2020-02-03,103.00344848632812
2020-02-04,112.47984313964844
2020-02-05,111.41580963134766
2020-02-06,110.42450714111328
2020-02-07,109.64238739013672
2020-02-10,109.72425079345703
2020-02-11,109.4696044921875
2020-02-12,112.48893737792969
2020-02-13,111.84324645996094
2020-02-14,110.80647277832031
2020-02-18,109.6878662109375
2020-02-19,108.95121765136719
2020-02-20,110.82466888427734
2020-02-21,106.82312774658203
2020-02-24,99.68400573730469
2020-02-25,93.45430755615234
2020-02-26,92.38117980957031
2020-02-27,92.408447265625
2020-02-28,95.95526885986328
2020-03-02,97.8651123046875
2020-03-03,96.7919692993164
2020-03-04,100.52977752685547
2020-03-05,98.39259338378906
2020-03-06,96.19172668457031
2020-03-09,86.38795471191406
2020-03-10,89.95296478271484
2020-03-11,82.45915222167969
2020-03-12,72.45528411865234
2020-03-13,76.09305572509766
2020-03-16,65.1160888671875
2020-03-17,66.85311126708984
2020-03-18,66.9258804321289
2020-03-19,64.13388061523438
2020-03-20,60.577972412109375
2020-03-23,59.477535247802734
2020-03-24,63.17896270751953
2020-03-25,64.2066421508789
2020-03-26,68.25491333007812
2020-03-27,62.44148635864258
2020-03-30,65.44464111328125
2020-03-31,61.37615966796875
2020-04-01,60.329200744628906
2020-04-02,60.586334228515625
2020-04-03,56.02193069458008
2020-04-06,63.00171661376953
2020-04-07,67.76817321777344
2020-04-08,69.94476318359375
2020-04-09,73.8479232788086
2020-04-13,69.770263671875
2020-04-14,70.25701904296875
2020-04-15,63.90174865722656
2020-04-16,62.92823791503906
2020-04-17,66.74874877929688
2020-04-20,63.90174865722656
2020-04-21,62.74455261230469
2020-04-22,61.55983352661133
2020-04-23,63.32314682006836
2020-04-24,62.7262077331543
2020-04-27,68.71410369873047
2020-04-28,72.04788208007812
2020-04-29,74.36222839355469
2020-04-30,67.75897979736328
2020-05-01,67.12529754638672
2020-05-04,66.0048599243164
2020-05-05,66.41813659667969
2020-05-06,65.32524871826172
2020-05-07,64.49869537353516
2020-05-08,66.1977310180664
2020-05-11,63.745609283447266
2020-05-12,60.1822509765625
2020-05-13,59.41079330444336
2020-05-14,60.494503021240234
2020-05-15,60.044490814208984
2020-05-18,64.22317504882812
2020-05-19,63.60785675048828
2020-05-20,65.5732192993164
2020-05-21,68.4845199584961
2020-05-22,66.89569091796875
2020-05-26,74.7295913696289
2020-05-27,74.27957153320312
2020-05-28,73.45301818847656
2020-05-29,69.3478012084961
2020-06-01,70.44987487792969
2020-06-02,71.9927749633789
2020-06-03,77.76946258544922
2020-06-04,77.9898910522461
2020-06-05,82.26041412353516
2020-06-08,82.89408874511719
2020-06-09,78.50416564941406
2020-06-10,74.1050796508789
2020-06-11,67.98857879638672
2020-06-12,68.6681900024414
2020-06-15,67.72225952148438
2020-06-16,70.18354034423828
2020-06-17,68.40186309814453
2020-06-18,67.90592193603516
2020-06-19,65.56401824951172
2020-06-22,67.35488891601562
2020-06-23,67.46510314941406
2020-06-24,64.88442993164062
2020-06-25,64.58133697509766
2020-06-26,62.17516326904297
2020-06-29,66.64773559570312
2020-06-30,66.601806640625
2020-07-01,64.90278625488281
2020-07-02,64.97625732421875
2020-07-06,65.56401824951172
2020-07-07,63.27722930908203
2020-07-08,63.874202728271484
2020-07-09,61.96392822265625
2020-07-10,63.350704193115234
2020-07-13,63.99357223510742
2020-07-14,64.25074005126953
2020-07-15,68.13552856445312
2020-07-16,68.51206970214844
2020-07-17,67.32732391357422
2020-07-20,65.48137664794922
2020-07-21,65.72016143798828
2020-07-22,65.5364761352539
2020-07-23,65.80281829833984
2020-07-24,65.61912536621094
2020-07-27,65.76608276367188
2020-07-28,65.5732192993164
2020-07-29,66.79468536376953
2020-07-30,65.27933502197266
2020-07-31,65.48137664794922
2020-08-03,64.03031921386719
2020-08-04,61.2383918762207
2020-08-05,62.9190673828125
2020-08-06,59.59447479248047
2020-08-07,60.57715606689453
2020-08-10,63.07517623901367
2020-08-11,64.4803237915039
2020-08-12,64.11296081542969
2020-08-13,64.40684509277344
2020-08-14,64.89359283447266
2020-08-17,65.11402130126953
2020-08-18,62.909873962402344
2020-08-19,62.037410736083984
2020-08-20,61.78023147583008
2020-08-21,61.578208923339844
2020-08-24,64.51705169677734
2020-08-25,63.479286193847656
2020-08-26,62.129249572753906
2020-08-27,62.671085357666016
2020-08-28,65.3803482055664
2020-08-31,63.21294021606445
2020-09-01,63.52518081665039
2020-09-02,65.7476806640625
2020-09-03,68.09878540039062
2020-09-04,68.00695037841797
2020-09-08,68.93451690673828
2020-09-09,67.5110092163086
2020-09-10,69.3478012084961
2020-09-11,69.94476318359375
2020-09-14,74.01323699951172
2020-09-15,74.04080963134766
2020-09-16,74.63773345947266
2020-09-17,72.33257293701172
2020-09-18,69.64169311523438
2020-09-21,65.36197662353516
2020-09-22,68.9161605834961
2020-09-23,66.13343048095703
2020-09-24,65.81200408935547
2020-09-25,65.27013397216797
2020-09-28,64.6915512084961
2020-09-29,61.84453201293945
2020-09-30,62.42312240600586
2020-10-01,63.479286193847656
2020-10-02,64.22317504882812
2020-10-05,65.94055938720703
2020-10-06,63.626220703125
2020-10-07,65.92219543457031
2020-10-08,68.26411437988281
2020-10-09,67.85999298095703
2020-10-12,67.63040924072266
2020-10-13,66.3538589477539
2020-10-14,67.01509857177734
2020-10-15,69.56820678710938
2020-10-16,68.68656921386719
2020-10-19,68.29164123535156
2020-10-20,67.5110092163086
2020-10-21,68.88861846923828
2020-10-22,70.81721496582031
2020-10-23,71.07438659667969
2020-10-26,70.53253173828125
2020-10-27,68.3926773071289
2020-10-28,68.2365493774414
2020-10-29,64.82012939453125
2020-10-30,61.39453125
2020-11-02,61.927181243896484
2020-11-03,63.479286193847656
2020-11-04,63.10274124145508
2020-11-05,64.22317504882812
2020-11-06,62.661903381347656
2020-11-09,75.06937408447266
2020-11-10,74.71121978759766
2020-11-11,69.99067687988281
2020-11-12,68.20899963378906
2020-11-13,71.27643585205078
2020-11-16,72.865234375
2020-11-17,77.2367935180664
2020-11-18,75.06937408447266
2020-11-19,74.01323699951172
2020-11-20,71.83665466308594
2020-11-23,76.53881072998047
2020-11-24,81.76447296142578
2020-11-25,80.84607696533203
2020-11-27,80.80016326904297
2020-11-30,78.75213623046875
2020-12-01,81.387939453125
2020-12-02,81.66345977783203
2020-12-03,88.77178955078125
2020-12-04,88.35852813720703
2020-12-07,87.69727325439453
2020-12-08,89.22181701660156
2020-12-09,92.60150146484375
2020-12-10,95.37503814697266
2020-12-11,93.06986236572266
2020-12-14,90.82899475097656
2020-12-15,92.32598876953125
2020-12-16,91.38003540039062
2020-12-17,92.7484359741211
2020-12-18,92.95049285888672
2020-12-21,93.06068420410156
2020-12-22,90.7739028930664
2020-12-23,93.6392822265625
2020-12-24,92.68415069580078
2020-12-28,94.99850463867188
2020-12-29,93.27192687988281
2020-12-30,95.45770263671875
2020-12-31,95.27401733398438
2021-01-04,93.06068420410156
2021-01-05,95.5127944946289
2021-01-06,100.50886535644531
2021-01-07,103.0252456665039
2021-01-08,100.54559326171875
2021-01-11,101.56500244140625
2021-01-12,105.16511535644531
2021-01-13,103.72322845458984
2021-01-14,102.37319946289062
2021-01-15,101.08744049072266
2021-01-19,98.49757385253906
2021-01-20,97.89144134521484
2021-01-21,99.08534240722656
2021-01-22,99.6180191040039
2021-01-25,100.55477905273438
2021-01-26,98.332275390625
2021-01-27,92.58312225341797
2021-01-28,95.09034729003906
2021-01-29,92.80355072021484
2021-02-01,94.11683654785156
2021-02-02,94.98931121826172
2021-02-03,96.6056900024414
2021-02-04,99.03023529052734
2021-02-05,99.64556884765625
2021-02-08,101.21601867675781
2021-02-09,101.35377502441406
2021-02-10,103.00687408447266
2021-02-11,104.18241119384766
2021-02-12,101.66603088378906
2021-02-16,102.64871978759766
2021-02-17,102.31808471679688
2021-02-18,101.93236541748047
2021-02-19,104.20079040527344
2021-02-22,107.8008804321289
2021-02-23,107.5712890625
2021-02-24,110.09685516357422
2021-02-25,107.98456573486328
2021-02-26,107.52537536621094
2021-03-01,110.51933288574219
2021-03-02,111.71324157714844
2021-03-03,112.31938171386719
2021-03-04,111.0979232788086
2021-03-05,112.22754669189453
2021-03-08,116.22254943847656
2021-03-09,114.75310516357422
2021-03-10,112.6041030883789
2021-03-11,111.81426239013672
2021-03-12,113.8622817993164
2021-03-15,113.8806381225586
2021-03-16,111.82345581054688
2021-03-17,111.18975830078125
2021-03-18,112.48468780517578
2021-03-19,111.81426239013672
2021-03-22,111.60303497314453
2021-03-23,104.29261779785156
2021-03-24,104.65999603271484
2021-03-25,108.64580535888672
2021-03-26,112.19080352783203
2021-03-29,108.36109924316406
2021-03-30,110.42750549316406
2021-03-31,113.10919952392578
2021-04-01,110.1519775390625
2021-04-05,113.24695587158203
2021-04-06,113.60514068603516
2021-04-07,113.5500259399414
2021-04-08,113.49492645263672
2021-04-09,117.13176727294922
2021-04-12,117.33381652832031
2021-04-13,114.35820770263672
2021-04-14,115.52457427978516
2021-04-15,115.69906616210938
2021-04-16,114.39494323730469
2021-04-19,112.20916748046875
2021-04-20,109.69279479980469
2021-04-21,112.6224365234375
2021-04-22,113.35716247558594
2021-04-23,115.2398681640625
2021-04-26,115.5613021850586
2021-04-27,118.3348617553711
2021-04-28,121.4941177368164
2021-04-29,122.52271270751953
2021-04-30,122.41250610351562
2021-05-03,125.18605041503906
2021-05-04,124.35951232910156
2021-05-05,123.93701934814453
2021-05-06,123.06459045410156
2021-05-07,128.2443084716797
2021-05-10,126.34323120117188
2021-05-11,123.1104736328125
2021-05-12,117.59095001220703
2021-05-13,120.8053207397461
2021-05-14,125.34217071533203
2021-05-17,126.84832000732422
2021-05-18,125.54426574707031
2021-05-19,120.3553237915039
2021-05-20,111.92446899414062
2021-05-21,111.20812225341797
2021-05-24,109.84889221191406
2021-05-25,111.63058471679688
2021-05-26,113.91737365722656
2021-05-27,115.3868179321289
2021-05-28,113.95411682128906
2021-06-01,114.72557830810547
2021-06-02,112.88878631591797
2021-06-03,111.25404357910156
2021-06-04,110.91422271728516
2021-06-07,111.07954406738281
2021-06-08,112.46631622314453
