,RL
2014-12-04,149.46514892578125
2014-12-05,149.5794219970703
2014-12-08,149.39990234375
2014-12-09,148.8775634765625
2014-12-10,146.9680938720703
2014-12-11,147.6372528076172
2014-12-12,148.2247772216797
2014-12-15,146.9109649658203
2014-12-16,144.1119842529297
2014-12-17,146.23362731933594
2014-12-18,147.36793518066406
2014-12-19,145.92356872558594
2014-12-22,147.07421875
2014-12-23,150.2401580810547
2014-12-24,150.8127899169922
2014-12-26,151.44268798828125
2014-12-29,152.75985717773438
2014-12-30,152.35076904296875
2014-12-31,151.47544860839844
2015-01-02,149.79014587402344
2015-01-05,145.51983642578125
2015-01-06,142.6810760498047
2015-01-07,146.25608825683594
2015-01-08,146.08428955078125
2015-01-09,143.97369384765625
2015-01-12,142.68930053710938
2015-01-13,142.0511932373047
2015-01-14,140.95494079589844
2015-01-15,138.63160705566406
2015-01-16,139.11428833007812
2015-01-20,137.6171875
2015-01-21,138.6807098388672
2015-01-22,139.7523651123047
2015-01-23,138.06712341308594
2015-01-26,138.49252319335938
2015-01-27,137.0281982421875
2015-01-28,135.9646453857422
2015-01-29,139.09793090820312
2015-01-30,136.5291290283203
2015-02-02,137.2736358642578
2015-02-03,139.7523651123047
2015-02-04,114.29376983642578
2015-02-05,115.9790267944336
2015-02-06,113.6065902709961
2015-02-09,111.33232116699219
2015-02-10,110.53062438964844
2015-02-11,110.5796890258789
2015-02-12,111.09510040283203
2015-02-13,110.60424041748047
2015-02-17,111.53687286376953
2015-02-18,111.60228729248047
2015-02-19,112.05224609375
2015-02-20,113.95834350585938
2015-02-23,113.44297790527344
2015-02-24,112.96845245361328
2015-02-25,113.25485229492188
2015-02-26,112.46943664550781
2015-02-27,112.41218566894531
2015-03-02,112.94393920898438
2015-03-03,111.201416015625
2015-03-04,110.39154052734375
2015-03-05,109.85980987548828
2015-03-06,107.92913055419922
2015-03-09,108.68994140625
2015-03-10,106.7265625
2015-03-11,104.43595123291016
2015-03-12,106.74290466308594
2015-03-13,106.35839080810547
2015-03-16,106.10481262207031
2015-03-17,105.61396026611328
2015-03-18,108.23180389404297
2015-03-19,108.50995635986328
2015-03-20,108.95171356201172
2015-03-23,109.51618957519531
2015-03-24,109.40164947509766
2015-03-25,109.09786224365234
2015-03-26,108.3670425415039
2015-03-27,107.75115966796875
2015-03-30,108.61337280273438
2015-03-31,107.98104858398438
2015-04-01,108.9664306640625
2015-04-02,110.5841064453125
2015-04-06,113.1707534790039
2015-04-07,114.29572296142578
2015-04-08,114.50098419189453
2015-04-09,115.17433166503906
2015-04-10,113.41709899902344
2015-04-13,112.93260192871094
2015-04-14,112.57130432128906
2015-04-15,112.9654541015625
2015-04-16,112.76017761230469
2015-04-17,109.8532943725586
2015-04-20,112.45633697509766
2015-04-21,111.63518524169922
2015-04-22,111.9964599609375
2015-04-23,112.80123901367188
2015-04-24,112.06218719482422
2015-04-27,111.42986297607422
2015-04-28,110.74012756347656
2015-04-29,110.0914306640625
2015-04-30,109.54947662353516
2015-05-01,111.77477264404297
2015-05-04,111.63518524169922
2015-05-05,111.18355560302734
2015-05-06,109.98466491699219
2015-05-07,110.09962463378906
2015-05-08,110.35418701171875
2015-05-11,110.55949401855469
2015-05-12,109.37702941894531
2015-05-13,106.07601165771484
2015-05-14,108.13713073730469
2015-05-15,109.30313110351562
2015-05-18,108.82685852050781
2015-05-19,107.32415771484375
2015-05-20,107.8907470703125
2015-05-21,108.00572204589844
2015-05-22,109.2374267578125
2015-05-26,105.46833801269531
2015-05-27,105.32054901123047
2015-05-28,108.26847076416016
2015-05-29,107.0777816772461
2015-06-01,108.06318664550781
2015-06-02,111.15888977050781
2015-06-03,112.38243865966797
2015-06-04,112.56306457519531
2015-06-05,112.57951354980469
2015-06-08,112.02935791015625
2015-06-09,111.93077850341797
2015-06-10,111.33137512207031
2015-06-11,111.48737335205078
2015-06-12,111.06036376953125
2015-06-15,110.07500457763672
2015-06-16,110.33776092529297
2015-06-17,110.61697387695312
2015-06-18,114.55024719238281
2015-06-19,115.15794372558594
2015-06-22,114.35317993164062
2015-06-23,114.59953308105469
2015-06-24,113.43757629394531
2015-06-25,112.21785736083984
2015-06-26,112.78649139404297
2015-06-29,110.28949737548828
2015-06-30,109.07807922363281
2015-07-01,109.81976318359375
2015-07-02,111.05590057373047
2015-07-06,109.2923355102539
2015-07-07,110.25650787353516
2015-07-08,106.75411224365234
2015-07-09,106.30084991455078
2015-07-10,106.8859634399414
2015-07-13,110.652099609375
2015-07-14,111.48444366455078
2015-07-15,109.26761627197266
2015-07-16,109.59723663330078
2015-07-17,107.75946807861328
2015-07-20,107.55345153808594
2015-07-21,107.3556900024414
2015-07-22,107.15789794921875
2015-07-23,106.16073608398438
2015-07-24,104.53724670410156
2015-07-27,103.0126724243164
2015-07-28,104.3394775390625
2015-07-29,104.59496307373047
2015-07-30,104.75975799560547
2015-07-31,103.74613189697266
2015-08-03,101.60343933105469
2015-08-04,101.61993408203125
2015-08-05,100.12831115722656
2015-08-06,99.03223419189453
2015-08-07,99.0569839477539
2015-08-10,99.33716583251953
2015-08-11,98.06806182861328
2015-08-12,97.24395751953125
2015-08-13,96.65886688232422
2015-08-14,97.24395751953125
2015-08-17,97.23573303222656
2015-08-18,96.6093978881836
2015-08-19,95.36500549316406
2015-08-20,93.04106140136719
2015-08-21,91.1785888671875
2015-08-24,88.66508483886719
2015-08-25,86.547119140625
2015-08-26,88.00577545166016
2015-08-27,89.97540283203125
2015-08-28,91.38459014892578
2015-08-31,91.63185119628906
2015-09-01,89.36557006835938
2015-09-02,90.23908996582031
2015-09-03,91.4422836303711
2015-09-04,89.81055450439453
2015-09-08,91.5164566040039
2015-09-09,89.69519805908203
2015-09-10,89.92594146728516
2015-09-11,90.41214752197266
2015-09-14,88.92877960205078
2015-09-15,90.41214752197266
2015-09-16,94.44200897216797
2015-09-17,93.90634155273438
2015-09-18,90.14022064208984
2015-09-21,91.89553833007812
2015-09-22,90.93958282470703
2015-09-23,89.46602630615234
2015-09-24,90.4014663696289
2015-09-25,89.6729507446289
2015-09-28,86.82515716552734
2015-09-29,86.13805389404297
2015-09-30,97.81903839111328
2015-10-01,96.49449157714844
2015-10-02,97.1567611694336
2015-10-05,98.7462387084961
2015-10-06,99.3340072631836
2015-10-07,98.1998519897461
2015-10-08,100.37710571289062
2015-10-09,99.78931427001953
2015-10-12,99.82245635986328
2015-10-13,98.29092407226562
2015-10-14,98.29092407226562
2015-10-15,97.09880065917969
2015-10-16,96.82560729980469
2015-10-19,97.03260040283203
2015-10-20,97.47962188720703
2015-10-21,95.87359619140625
2015-10-22,96.59381866455078
2015-10-23,94.11853790283203
2015-10-26,94.05229949951172
2015-10-27,92.86848449707031
2015-10-28,93.07545471191406
2015-10-29,91.33695220947266
2015-10-30,91.70117950439453
2015-11-02,91.76744842529297
2015-11-03,94.51590728759766
2015-11-04,94.0191879272461
2015-11-05,108.03472900390625
2015-11-06,113.61449432373047
2015-11-09,111.21369171142578
2015-11-10,110.26995086669922
2015-11-11,103.44843292236328
2015-11-12,101.10562896728516
2015-11-13,99.11048126220703
2015-11-16,99.87210845947266
2015-11-17,98.77935791015625
2015-11-18,98.83729553222656
2015-11-19,101.58576965332031
2015-11-20,102.41361236572266
2015-11-23,104.4749755859375
2015-11-24,103.4732666015625
2015-11-25,103.98652648925781
2015-11-27,102.6454086303711
2015-11-30,102.82755279541016
2015-12-01,103.34081268310547
2015-12-02,104.07759094238281
2015-12-03,101.13872528076172
2015-12-04,100.0376968383789
2015-12-07,99.00284576416016
2015-12-08,98.2412338256836
2015-12-09,97.8438949584961
2015-12-10,95.90668487548828
2015-12-11,93.53077697753906
2015-12-14,93.58042907714844
2015-12-15,94.82220458984375
2015-12-16,95.91497802734375
2015-12-17,93.34037017822266
2015-12-18,92.43799591064453
2015-12-21,91.56874084472656
2015-12-22,92.98248291015625
2015-12-23,95.22783660888672
2015-12-24,94.28813934326172
2015-12-28,93.46485137939453
2015-12-29,94.78707885742188
2015-12-30,93.68938446044922
2015-12-31,92.70806121826172
2016-01-04,92.77460479736328
2016-01-05,92.20909881591797
2016-01-06,89.89723205566406
2016-01-07,86.95330810546875
2016-01-08,86.1466293334961
2016-01-11,84.85765838623047
2016-01-12,86.45433807373047
2016-01-13,83.80982208251953
2016-01-14,84.02603912353516
2016-01-15,83.72665405273438
2016-01-19,84.30879211425781
2016-01-20,85.98863983154297
2016-01-21,88.1009292602539
2016-01-22,88.95750427246094
2016-01-25,88.5915756225586
2016-01-26,90.74546813964844
2016-01-27,90.19660186767578
2016-01-28,91.16958618164062
2016-01-29,93.55628967285156
2016-02-01,93.41493225097656
2016-02-02,92.94091796875
2016-02-03,96.10103607177734
2016-02-04,74.80348205566406
2016-02-05,72.55811309814453
2016-02-08,70.87826538085938
2016-02-09,69.60588836669922
2016-02-10,70.27119445800781
2016-02-11,69.17345428466797
2016-02-12,72.3003158569336
2016-02-16,73.45626068115234
2016-02-17,74.21302795410156
2016-02-18,73.8720474243164
2016-02-19,73.41465759277344
2016-02-22,75.6766586303711
2016-02-23,74.67871856689453
2016-02-24,74.8117904663086
2016-02-25,76.4417495727539
2016-02-26,75.55192565917969
2016-02-29,75.4770736694336
2016-03-01,77.91370391845703
2016-03-02,78.64549255371094
2016-03-03,79.64344787597656
2016-03-04,80.79940032958984
2016-03-07,82.08007049560547
2016-03-08,80.76612854003906
2016-03-09,80.79106903076172
2016-03-10,80.0426025390625
2016-03-11,81.90542602539062
2016-03-14,81.97199249267578
2016-03-15,80.91581726074219
2016-03-16,79.61019897460938
2016-03-17,80.75780487060547
2016-03-18,81.59773254394531
2016-03-21,82.53744506835938
2016-03-22,81.29835510253906
2016-03-23,79.74324035644531
2016-03-24,79.46050262451172
2016-03-28,80.19229125976562
2016-03-29,80.25051879882812
2016-03-30,81.01960754394531
2016-03-31,80.46788024902344
2016-04-01,81.3038101196289
2016-04-04,78.41145324707031
2016-04-05,78.45326232910156
2016-04-06,80.65177154541016
2016-04-07,79.04674530029297
2016-04-08,76.27145385742188
2016-04-11,75.5441665649414
2016-04-12,76.1376953125
2016-04-13,78.21917724609375
2016-04-14,77.36653137207031
2016-04-15,78.97151947021484
2016-04-18,79.57341003417969
2016-04-19,79.25575256347656
2016-04-20,79.27247619628906
2016-04-21,78.64550018310547
2016-04-22,78.56190490722656
2016-04-25,78.89629364013672
2016-04-26,79.38949584960938
2016-04-27,79.32260131835938
2016-04-28,78.58700561523438
2016-04-29,77.91824340820312
2016-05-02,79.6068344116211
2016-05-03,79.02169036865234
2016-05-04,77.78450775146484
2016-05-05,76.07080078125
2016-05-06,75.32683563232422
2016-05-09,75.48565673828125
2016-05-10,74.69149017333984
2016-05-11,70.63716888427734
2016-05-12,72.6267318725586
2016-05-13,71.47312927246094
2016-05-16,72.3090591430664
2016-05-17,73.65494537353516
2016-05-18,74.39891052246094
2016-05-19,74.53267669677734
2016-05-20,76.59745788574219
2016-05-23,77.50027465820312
2016-05-24,78.06873321533203
2016-05-25,78.5201187133789
2016-05-26,78.45326232910156
2016-05-27,78.63714599609375
2016-05-31,78.85452270507812
2016-06-01,79.79911804199219
2016-06-02,80.76045989990234
2016-06-03,80.09168243408203
2016-06-06,80.5263900756836
2016-06-07,78.6287841796875
2016-06-08,78.36128997802734
2016-06-09,80.40098571777344
2016-06-10,80.08334350585938
2016-06-13,78.43653106689453
2016-06-14,76.37176513671875
2016-06-15,79.04674530029297
2016-06-16,78.57864379882812
2016-06-17,79.95794677734375
2016-06-20,80.41773223876953
2016-06-21,81.22856903076172
2016-06-22,80.59327697753906
2016-06-23,81.29544830322266
2016-06-24,74.9004898071289
2016-06-27,73.04469299316406
2016-06-28,73.47101593017578
2016-06-29,74.59759521484375
2016-06-30,75.34583282470703
2016-07-01,75.73257446289062
2016-07-05,74.4210433959961
2016-07-06,75.79983520507812
2016-07-07,77.14500427246094
2016-07-08,78.39768981933594
2016-07-11,80.71808624267578
2016-07-12,82.87033081054688
2016-07-13,82.83670043945312
2016-07-14,83.16459655761719
2016-07-15,83.12255096435547
2016-07-18,83.36636352539062
2016-07-19,83.06371307373047
2016-07-20,84.10621643066406
2016-07-21,83.38321685791016
2016-07-22,83.13937377929688
2016-07-25,83.87081146240234
2016-07-26,84.87126159667969
2016-07-27,83.44200134277344
2016-07-28,81.46630859375
2016-07-29,82.46678161621094
2016-08-01,82.12210845947266
2016-08-02,78.5237808227539
2016-08-03,78.06980895996094
2016-08-04,79.25520324707031
2016-08-05,80.751708984375
2016-08-08,80.6760482788086
2016-08-09,79.92779541015625
2016-08-10,86.71246337890625
2016-08-11,91.38689422607422
2016-08-12,90.95811462402344
2016-08-15,91.78201293945312
2016-08-16,91.4793701171875
2016-08-17,90.37802124023438
2016-08-18,91.31123352050781
2016-08-19,91.58026885986328
2016-08-22,90.8320083618164
2016-08-23,91.71473693847656
2016-08-24,90.68907928466797
2016-08-25,90.03331756591797
2016-08-26,89.47003173828125
2016-08-29,89.49524688720703
2016-08-30,87.85584259033203
2016-08-31,87.11600494384766
2016-09-01,87.04032135009766
2016-09-02,86.78812408447266
2016-09-06,86.22482299804688
2016-09-07,88.14169311523438
2016-09-08,86.49385833740234
2016-09-09,84.6947021484375
2016-09-12,85.58589172363281
2016-09-13,84.46773529052734
2016-09-14,83.87921142578125
2016-09-15,84.12299346923828
2016-09-16,84.13142395019531
2016-09-19,84.0305404663086
2016-09-20,83.0384750366211
2016-09-21,83.32432556152344
2016-09-22,83.20662689208984
2016-09-23,83.99691009521484
2016-09-26,81.35700988769531
2016-09-27,82.2734146118164
2016-09-28,82.76354217529297
2016-09-29,84.20857238769531
2016-09-30,85.46768951416016
2016-10-03,85.29022979736328
2016-10-04,84.74939727783203
2016-10-05,84.29308319091797
2016-10-06,85.69583892822266
2016-10-07,87.04791259765625
2016-10-10,87.57182312011719
2016-10-11,86.47329711914062
2016-10-12,85.94935607910156
2016-10-13,84.24237060546875
2016-10-14,82.40861511230469
2016-10-17,82.12977600097656
2016-10-18,82.5100326538086
2016-10-19,83.64239501953125
2016-10-20,82.46776580810547
2016-10-21,81.65652465820312
2016-10-24,83.3212661743164
2016-10-25,82.66213989257812
2016-10-26,82.85649871826172
2016-10-27,82.67059326171875
2016-10-28,82.93255615234375
2016-10-31,82.89872741699219
2016-11-01,83.37199401855469
2016-11-02,82.61145782470703
2016-11-03,82.5100326538086
2016-11-04,83.31282043457031
2016-11-07,84.36067199707031
2016-11-08,83.583251953125
2016-11-09,86.3211669921875
2016-11-10,89.79432678222656
2016-11-11,90.5041275024414
2016-11-14,94.29837799072266
2016-11-15,95.63356018066406
2016-11-16,94.5772476196289
2016-11-17,95.9715805053711
2016-11-18,93.1913833618164
2016-11-21,93.43643188476562
2016-11-22,96.06451416015625
2016-11-23,95.08428192138672
2016-11-25,94.78850555419922
2016-11-28,93.72377014160156
2016-11-29,91.7801513671875
2016-11-30,88.39998626708984
2016-12-01,88.19718933105469
2016-12-02,89.33798217773438
2016-12-05,91.42523193359375
2016-12-06,90.7745590209961
2016-12-07,92.07592010498047
2016-12-08,92.0083236694336
2016-12-09,92.1097183227539
2016-12-12,87.69013977050781
2016-12-13,87.68169403076172
2016-12-14,85.983154296875
2016-12-15,81.9100570678711
2016-12-16,80.06786346435547
2016-12-19,78.7918472290039
2016-12-20,78.52144622802734
2016-12-21,78.42848205566406
2016-12-22,76.6707992553711
2016-12-23,75.58911895751953
2016-12-27,76.13839721679688
2016-12-28,76.46131896972656
2016-12-29,77.10712432861328
2016-12-30,76.75023651123047
2017-01-03,77.01364135742188
2017-01-04,77.00516510009766
2017-01-05,75.6710433959961
2017-01-06,75.27165985107422
2017-01-09,74.1414794921875
2017-01-10,74.72779846191406
2017-01-11,73.62310028076172
2017-01-12,73.41067504882812
2017-01-13,73.35121154785156
2017-01-17,76.12139129638672
2017-01-18,75.875
2017-01-19,74.94874572753906
2017-01-20,75.54356384277344
2017-01-23,75.875
2017-01-24,76.57177734375
2017-01-25,77.45552062988281
2017-01-26,76.48681640625
2017-01-27,74.7532958984375
2017-01-30,75.15269470214844
2017-01-31,75.14418029785156
2017-02-01,74.24343872070312
2017-02-02,65.10003662109375
2017-02-03,64.72613525390625
2017-02-06,65.03204345703125
2017-02-07,64.56468200683594
2017-02-08,65.85633087158203
2017-02-09,66.26419830322266
2017-02-10,67.64930725097656
2017-02-13,67.41989135742188
2017-02-14,67.54734802246094
2017-02-15,67.27540588378906
2017-02-16,66.68058776855469
2017-02-17,66.61259460449219
2017-02-21,66.44264221191406
2017-02-22,66.37467956542969
2017-02-23,66.83354187011719
2017-02-24,67.30939483642578
2017-02-27,67.80226135253906
2017-02-28,67.41138458251953
2017-03-01,68.465087890625
2017-03-02,68.58404541015625
2017-03-03,67.80226135253906
2017-03-06,67.75126647949219
2017-03-07,67.24991607666016
2017-03-08,68.34611511230469
2017-03-09,67.70879364013672
2017-03-10,68.23564910888672
2017-03-13,67.63231658935547
2017-03-14,68.0062255859375
2017-03-15,69.04291534423828
2017-03-16,68.86446380615234
2017-03-17,68.5755615234375
2017-03-20,67.52184295654297
2017-03-21,66.47665405273438
2017-03-22,66.45964813232422
2017-03-23,67.31791687011719
2017-03-24,67.75978088378906
2017-03-27,68.33761596679688
2017-03-28,69.3828125
2017-03-29,70.93892669677734
2017-03-30,70.02406311035156
2017-03-31,69.7846450805664
2017-04-03,69.57090759277344
2017-04-04,66.4673080444336
2017-04-05,67.98916625976562
2017-04-06,69.00662231445312
2017-04-07,67.78398895263672
2017-04-10,68.85272216796875
2017-04-11,68.68171691894531
2017-04-12,68.55348205566406
2017-04-13,67.67284393310547
2017-04-17,68.39957427978516
2017-04-18,67.99772644042969
2017-04-19,68.39957427978516
2017-04-20,68.16017150878906
2017-04-21,67.47618103027344
2017-04-24,68.06612396240234
2017-04-25,68.88691711425781
2017-04-26,69.40847778320312
2017-04-27,70.4686508178711
2017-04-28,69.01517486572266
2017-05-01,67.80962371826172
2017-05-02,69.09213256835938
2017-05-03,68.28842163085938
2017-05-04,68.69026184082031
2017-05-05,70.20360565185547
2017-05-08,70.19506072998047
2017-05-09,71.86231231689453
2017-05-10,71.02440643310547
2017-05-11,67.74124145507812
2017-05-12,65.32159423828125
2017-05-15,65.44984436035156
2017-05-16,63.21830368041992
2017-05-17,62.20088577270508
2017-05-18,61.02952194213867
2017-05-19,59.242591857910156
2017-05-22,58.34484100341797
2017-05-23,57.883148193359375
2017-05-24,57.011043548583984
2017-05-25,56.87424087524414
2017-05-26,56.52370071411133
2017-05-30,57.57535171508789
2017-05-31,57.968650817871094
2017-06-01,59.42214584350586
2017-06-02,59.13998031616211
2017-06-05,59.13144302368164
2017-06-06,59.01173782348633
2017-06-07,59.10579299926758
2017-06-08,59.165626525878906
2017-06-09,59.977874755859375
2017-06-12,59.59313201904297
2017-06-13,59.87528610229492
2017-06-14,60.35409164428711
2017-06-15,61.191959381103516
2017-06-16,61.62801742553711
2017-06-19,61.072261810302734
2017-06-20,60.4139289855957
2017-06-21,60.62769317626953
2017-06-22,61.072261810302734
2017-06-23,62.18376922607422
2017-06-26,62.320579528808594
2017-06-27,62.31202697753906
2017-06-28,62.716644287109375
2017-06-29,63.112640380859375
2017-06-30,63.53449630737305
2017-07-03,64.43843841552734
2017-07-05,62.9318733215332
2017-07-06,60.719329833984375
2017-07-07,62.2431526184082
2017-07-10,62.34645462036133
2017-07-11,61.76964569091797
2017-07-12,61.339195251464844
2017-07-13,61.88154983520508
2017-07-14,61.442501068115234
2017-07-17,62.6908073425293
2017-07-18,62.10539627075195
2017-07-19,62.81996536254883
2017-07-20,63.50006866455078
2017-07-21,64.4642562866211
2017-07-24,62.88019943237305
2017-07-25,64.55034637451172
2017-07-26,64.27486419677734
2017-07-27,65.09273529052734
2017-07-28,64.77418518066406
2017-07-31,65.12714385986328
2017-08-01,65.19601440429688
2017-08-02,65.00662231445312
2017-08-03,65.4715347290039
2017-08-04,66.53905487060547
2017-08-07,67.2793960571289
2017-08-08,76.21556854248047
2017-08-09,74.94145202636719
2017-08-10,72.17794799804688
2017-08-11,72.12630462646484
2017-08-14,73.06466674804688
2017-08-15,73.14215087890625
2017-08-16,74.16661834716797
2017-08-17,73.60704040527344
2017-08-18,72.59117126464844
2017-08-21,73.09050750732422
2017-08-22,73.45206451416016
2017-08-23,72.82363891601562
2017-08-24,73.99443054199219
2017-08-25,75.07057189941406
2017-08-28,75.09640502929688
2017-08-29,74.75202178955078
2017-08-30,74.85535430908203
2017-08-31,75.66458129882812
2017-09-01,76.89569091796875
2017-09-05,77.05065155029297
2017-09-06,77.95457458496094
2017-09-07,76.3963623046875
2017-09-08,78.16119384765625
2017-09-11,79.33201599121094
2017-09-12,78.68634796142578
2017-09-13,78.0234603881836
2017-09-14,78.1870346069336
2017-09-15,78.23006439208984
2017-09-18,77.61882781982422
