,CI
2017-09-19,169.35159301757812
2017-09-20,169.64083862304688
2017-09-21,169.9300537109375
2017-09-22,170.4991912841797
2017-09-25,169.2862548828125
2017-09-26,171.33888244628906
2017-09-27,172.07595825195312
2017-09-28,174.4738311767578
2017-09-29,174.41787719726562
2017-10-02,176.34918212890625
2017-10-03,179.1295928955078
2017-10-04,177.97265625
2017-10-05,177.9073486328125
2017-10-06,178.15924072265625
2017-10-09,176.42385864257812
2017-10-10,175.47213745117188
2017-10-11,174.4272003173828
2017-10-12,174.4365234375
2017-10-13,173.68075561523438
2017-10-16,172.59849548339844
2017-10-17,174.6604461669922
2017-10-18,176.6757354736328
2017-10-19,175.6121063232422
2017-10-20,178.5977783203125
2017-10-23,180.42649841308594
2017-10-24,180.90232849121094
2017-10-25,182.591064453125
2017-10-26,185.436767578125
2017-10-27,188.41310119628906
2017-10-30,184.4757537841797
2017-10-31,184.0092315673828
2017-11-01,184.58775329589844
2017-11-02,185.1009063720703
2017-11-03,188.37576293945312
2017-11-06,191.26812744140625
2017-11-07,191.72528076171875
2017-11-08,187.06951904296875
2017-11-09,184.28916931152344
2017-11-10,184.71836853027344
2017-11-13,184.37310791015625
2017-11-14,183.93463134765625
2017-11-15,183.3374786376953
2017-11-16,187.50804138183594
2017-11-17,184.7090301513672
2017-11-20,186.05252075195312
2017-11-21,188.45974731445312
2017-11-22,187.27479553222656
2017-11-24,187.162841796875
2017-11-27,186.5377197265625
2017-11-28,187.11622619628906
2017-11-29,192.04246520996094
2017-11-30,197.54733276367188
2017-12-01,194.44970703125
2017-12-04,190.43772888183594
2017-12-05,190.447021484375
2017-12-06,190.53103637695312
2017-12-07,192.20114135742188
2017-12-08,195.90518188476562
2017-12-11,195.14947509765625
2017-12-12,194.51498413085938
2017-12-13,193.99252319335938
2017-12-14,189.98988342285156
2017-12-15,190.46571350097656
2017-12-18,192.51837158203125
2017-12-19,193.37672424316406
2017-12-20,192.2291259765625
2017-12-21,190.82028198242188
2017-12-22,189.7659454345703
2017-12-26,190.12986755371094
2017-12-27,189.13150024414062
2017-12-28,191.49203491210938
2017-12-29,189.486083984375
2018-01-02,188.9915313720703
2018-01-03,192.16380310058594
2018-01-04,193.17147827148438
2018-01-05,196.4463653564453
2018-01-08,194.27244567871094
2018-01-09,193.9458465576172
2018-01-10,193.21810913085938
2018-01-11,196.76356506347656
2018-01-12,199.09609985351562
2018-01-16,200.36500549316406
2018-01-17,205.59921264648438
2018-01-18,204.9460906982422
2018-01-19,205.40328979492188
2018-01-22,205.9630889892578
2018-01-23,205.06741333007812
2018-01-24,206.1963348388672
2018-01-25,207.01744079589844
2018-01-26,211.06671142578125
2018-01-29,208.90211486816406
2018-01-30,193.96453857421875
2018-01-31,194.3937225341797
2018-02-01,191.27740478515625
2018-02-02,190.7642822265625
2018-02-05,183.2535400390625
2018-02-06,184.35446166992188
2018-02-07,182.3485107421875
2018-02-08,176.59178161621094
2018-02-09,180.79034423828125
2018-02-12,180.59445190429688
2018-02-13,182.3485107421875
2018-02-14,182.4511260986328
2018-02-15,179.08294677734375
2018-02-16,180.8276824951172
2018-02-20,179.69871520996094
2018-02-21,178.8123779296875
2018-02-22,179.04563903808594
2018-02-23,181.7420196533203
2018-02-26,182.75904846191406
2018-02-27,183.66403198242188
2018-02-28,182.768310546875
2018-03-01,180.4638214111328
2018-03-02,180.12791442871094
2018-03-05,179.4561309814453
2018-03-06,181.12625122070312
2018-03-07,181.23822021484375
2018-03-08,160.4785919189453
2018-03-09,161.78514099121094
2018-03-12,156.13906860351562
2018-03-13,153.4140625
2018-03-14,155.73780822753906
2018-03-15,155.7564697265625
2018-03-16,157.4082794189453
2018-03-19,155.32716369628906
2018-03-20,153.98333740234375
2018-03-21,155.8964385986328
2018-03-22,154.3006134033203
2018-03-23,153.05010986328125
2018-03-26,157.41761779785156
2018-03-27,154.48727416992188
2018-03-28,157.08169555664062
2018-03-29,156.5403594970703
2018-04-02,153.65667724609375
2018-04-03,156.64305114746094
2018-04-04,157.520263671875
2018-04-05,157.74424743652344
2018-04-06,156.61505126953125
2018-04-09,156.72702026367188
2018-04-10,158.50949096679688
2018-04-11,157.7162628173828
2018-04-12,159.1720733642578
2018-04-13,160.1892852783203
2018-04-16,163.39028930664062
2018-04-17,162.737060546875
2018-04-18,163.51161193847656
2018-04-19,160.26400756835938
2018-04-20,158.59349060058594
2018-04-23,160.84259033203125
2018-04-24,159.85336303710938
2018-04-25,160.23594665527344
2018-04-26,160.6559295654297
2018-04-27,162.33572387695312
2018-04-30,160.3479461669922
2018-05-01,159.64808654785156
2018-05-02,160.85191345214844
2018-05-03,161.3372039794922
2018-05-04,159.74139404296875
2018-05-07,161.06654357910156
2018-05-08,159.30271911621094
2018-05-09,158.257568359375
2018-05-10,159.63870239257812
2018-05-11,162.1304168701172
2018-05-14,165.68606567382812
2018-05-15,164.3048858642578
2018-05-16,165.3220672607422
2018-05-17,166.96456909179688
2018-05-18,166.18067932128906
2018-05-21,165.60205078125
2018-05-22,165.40611267089844
2018-05-23,165.2660675048828
2018-05-24,164.10891723632812
2018-05-25,164.15553283691406
2018-05-29,161.0572052001953
2018-05-30,161.747802734375
2018-05-31,158.0615234375
2018-06-01,159.41470336914062
2018-06-04,159.58270263671875
2018-06-05,159.424072265625
2018-06-06,163.25033569335938
2018-06-07,165.28477478027344
2018-06-08,165.9380340576172
2018-06-11,168.86834716796875
2018-06-12,166.88058471679688
2018-06-13,164.41685485839844
2018-06-14,163.62359619140625
2018-06-15,163.3623046875
2018-06-18,162.3170928955078
2018-06-19,161.78514099121094
2018-06-20,163.98757934570312
2018-06-21,163.3156280517578
2018-06-22,162.45704650878906
2018-06-25,162.24246215820312
2018-06-26,161.40249633789062
2018-06-27,161.27188110351562
2018-06-28,158.4254913330078
2018-06-29,158.60281372070312
2018-07-02,157.74424743652344
2018-07-03,158.88278198242188
2018-07-05,160.497314453125
2018-07-06,160.60926818847656
2018-07-09,161.65452575683594
2018-07-10,161.86912536621094
2018-07-11,160.3199462890625
2018-07-12,161.411865234375
2018-07-13,161.5331268310547
2018-07-16,160.84259033203125
2018-07-17,159.31207275390625
2018-07-18,165.8820037841797
2018-07-19,164.15553283691406
2018-07-20,166.19932556152344
2018-07-23,165.57408142089844
2018-07-24,164.650146484375
2018-07-25,165.64869689941406
2018-07-26,166.0593719482422
2018-07-27,165.41542053222656
2018-07-30,164.99546813964844
2018-07-31,167.44053649902344
2018-08-01,170.71617126464844
2018-08-02,176.2875518798828
2018-08-03,176.61422729492188
2018-08-06,175.31698608398438
2018-08-07,175.69964599609375
2018-08-08,176.81021118164062
2018-08-09,173.03993225097656
2018-08-10,171.04278564453125
2018-08-13,169.62429809570312
2018-08-14,172.92794799804688
2018-08-15,173.09593200683594
2018-08-16,175.62496948242188
2018-08-17,175.7649688720703
2018-08-20,175.3450164794922
2018-08-21,173.62786865234375
2018-08-22,173.91714477539062
2018-08-23,173.39456176757812
2018-08-24,173.31988525390625
2018-08-27,174.51441955566406
2018-08-28,175.4103240966797
2018-08-29,177.74342346191406
2018-08-30,177.12747192382812
2018-08-31,175.7649688720703
2018-09-04,173.64654541015625
2018-09-05,172.58267211914062
2018-09-06,172.81591796875
2018-09-07,175.99827575683594
2018-09-10,173.91714477539062
2018-09-11,172.52664184570312
2018-09-12,174.4117431640625
2018-09-13,180.30978393554688
2018-09-14,182.08294677734375
2018-09-17,184.63067626953125
2018-09-18,186.7117919921875
2018-09-19,185.89051818847656
2018-09-20,187.8876495361328
2018-09-21,188.7275390625
2018-09-24,189.67015075683594
2018-09-25,188.04627990722656
2018-09-26,188.91419982910156
2018-09-27,192.57247924804688
2018-09-28,194.3456268310547
2018-10-01,196.8466796875
2018-10-02,196.52935791015625
2018-10-03,198.1531982421875
2018-10-04,198.42384338378906
2018-10-05,201.31686401367188
2018-10-08,198.6851348876953
2018-10-09,199.74905395507812
2018-10-10,195.95079040527344
2018-10-11,192.245849609375
2018-10-12,193.26304626464844
2018-10-15,190.30471801757812
2018-10-16,197.80792236328125
2018-10-17,197.09866333007812
2018-10-18,198.5358123779297
2018-10-19,195.97877502441406
2018-10-22,194.85890197753906
2018-10-23,196.29603576660156
2018-10-24,188.4382781982422
2018-10-25,196.32406616210938
2018-10-26,192.8897705078125
2018-10-29,193.0577392578125
2018-10-30,196.2213897705078
2018-10-31,199.5343780517578
2018-11-01,201.8394775390625
2018-11-02,198.89979553222656
2018-11-05,201.1115264892578
2018-11-06,199.93565368652344
2018-11-07,205.58172607421875
2018-11-08,205.7683563232422
2018-11-09,203.1179962158203
2018-11-12,202.90333557128906
2018-11-13,198.8251190185547
2018-11-14,198.17190551757812
2018-11-15,198.59181213378906
2018-11-16,199.45042419433594
2018-11-19,197.08932495117188
2018-11-20,193.90699768066406
2018-11-21,195.70816040039062
2018-11-23,197.0613555908203
2018-11-26,201.8394775390625
2018-11-27,202.32473754882812
2018-11-28,206.91624450683594
2018-11-29,207.66282653808594
2018-11-30,208.46542358398438
2018-12-03,209.82794189453125
2018-12-04,203.29531860351562
2018-12-06,199.9823455810547
2018-12-07,192.34848022460938
2018-12-10,192.32049560546875
2018-12-11,192.1898193359375
2018-12-12,193.82302856445312
2018-12-13,197.79859924316406
2018-12-14,191.6578826904297
2018-12-17,185.39593505859375
2018-12-18,179.23654174804688
2018-12-19,180.39376831054688
2018-12-20,167.795166015625
2018-12-21,169.1950225830078
2018-12-24,166.12464904785156
2018-12-26,175.10235595703125
2018-12-27,179.9178466796875
2018-12-28,177.92074584960938
2018-12-31,177.23948669433594
2019-01-02,174.67308044433594
2019-01-03,173.17991638183594
2019-01-04,176.0915985107422
2019-01-07,174.0478057861328
2019-01-08,177.248779296875
2019-01-09,177.6407470703125
2019-01-10,178.9752960205078
2019-01-11,181.6629638671875
2019-01-14,179.22727966308594
2019-01-15,183.4268035888672
2019-01-16,183.59475708007812
2019-01-17,181.51368713378906
2019-01-18,181.8216552734375
2019-01-22,180.18846130371094
2019-01-23,183.7720947265625
2019-01-24,180.1791534423828
2019-01-25,183.17478942871094
2019-01-28,182.05494689941406
2019-01-29,185.1439666748047
2019-01-30,186.45982360839844
2019-01-31,186.46914672851562
2019-02-01,181.10301208496094
2019-02-04,179.2459259033203
2019-02-05,174.00112915039062
2019-02-06,174.96237182617188
2019-02-07,173.54388427734375
2019-02-08,169.2603302001953
2019-02-11,170.67884826660156
2019-02-12,172.75991821289062
2019-02-13,176.1942596435547
2019-02-14,179.3859100341797
2019-02-15,184.6586456298828
2019-02-19,185.0413055419922
2019-02-20,181.15902709960938
2019-02-21,179.0592498779297
2019-02-22,180.8323974609375
2019-02-25,178.82595825195312
2019-02-26,175.58761596679688
2019-02-27,168.65371704101562
2019-02-28,162.7930450439453
2019-03-01,166.34866333007812
2019-03-04,160.21731567382812
2019-03-05,158.75213623046875
2019-03-06,153.8993377685547
2019-03-07,152.87278747558594
2019-03-08,152.28469848632812
2019-03-11,152.74208068847656
2019-03-12,153.36752319335938
2019-03-13,156.8213348388672
2019-03-14,158.2775421142578
2019-03-15,155.3744354248047
2019-03-18,155.9905548095703
2019-03-19,161.28326416015625
2019-03-20,156.69993591308594
2019-03-21,157.63343811035156
2019-03-22,155.03842163085938
2019-03-25,152.872802734375
2019-03-26,150.04440307617188
2019-03-27,149.1575927734375
2019-03-28,149.06423950195312
2019-03-29,150.1190643310547
2019-04-01,151.09918212890625
2019-04-02,148.0654296875
2019-04-03,148.420166015625
2019-04-04,150.7351531982422
2019-04-05,155.07571411132812
2019-04-08,156.26123046875
2019-04-09,157.8760986328125
2019-04-10,157.0080108642578
2019-04-11,153.09678649902344
2019-04-12,149.91371154785156
2019-04-15,152.91943359375
2019-04-16,140.98980712890625
2019-04-17,135.80911254882812
2019-04-18,139.08558654785156
2019-04-22,138.1427764892578
2019-04-23,143.5848388671875
2019-04-24,143.95826721191406
2019-04-25,146.37588500976562
2019-04-26,150.23106384277344
2019-04-29,149.9790496826172
2019-04-30,148.2708282470703
2019-05-01,151.22055053710938
2019-05-02,147.6920928955078
2019-05-03,142.6607208251953
2019-05-06,148.23350524902344
2019-05-07,144.83572387695312
2019-05-08,146.09585571289062
2019-05-09,145.4890899658203
2019-05-10,147.89744567871094
2019-05-13,146.85195922851562
2019-05-14,144.95700073242188
2019-05-15,144.93836975097656
2019-05-16,143.55685424804688
2019-05-17,144.5556182861328
2019-05-20,143.4448699951172
2019-05-21,144.3689727783203
2019-05-22,142.6607208251953
2019-05-23,140.02838134765625
2019-05-24,139.53363037109375
2019-05-28,136.7425994873047
2019-05-29,138.53482055664062
2019-05-30,138.1427764892578
2019-05-31,138.1707305908203
2019-06-03,140.40174865722656
2019-06-04,143.79954528808594
2019-06-05,143.5755157470703
2019-06-06,143.49148559570312
2019-06-07,146.9919891357422
2019-06-10,146.1331787109375
2019-06-11,145.95582580566406
2019-06-12,145.68516540527344
2019-06-13,147.5894012451172
2019-06-14,147.86947631835938
2019-06-17,148.52284240722656
2019-06-18,149.20425415039062
2019-06-19,149.54034423828125
2019-06-20,149.12025451660156
2019-06-21,150.42709350585938
2019-06-24,149.78302001953125
2019-06-25,149.42828369140625
2019-06-26,146.46922302246094
2019-06-27,147.38400268554688
2019-06-28,147.06666564941406
2019-07-01,148.18678283691406
2019-07-02,151.04318237304688
2019-07-03,153.8622589111328
2019-07-05,152.5647430419922
2019-07-08,150.96852111816406
2019-07-09,149.1016082763672
2019-07-10,149.8296661376953
2019-07-11,163.67291259765625
2019-07-12,167.285400390625
2019-07-15,165.25045776367188
2019-07-16,167.9854736328125
2019-07-17,166.60397338867188
2019-07-18,165.1664581298828
2019-07-19,162.13272094726562
2019-07-22,159.25762939453125
2019-07-23,160.64849853515625
2019-07-24,159.883056640625
2019-07-25,155.4677734375
2019-07-26,156.16790771484375
2019-07-29,160.7791748046875
2019-07-30,160.7885284423828
2019-07-31,158.61354064941406
2019-08-01,156.41058349609375
2019-08-02,153.6288604736328
2019-08-05,148.420166015625
2019-08-06,152.8260955810547
2019-08-07,155.40245056152344
2019-08-08,155.51446533203125
2019-08-09,158.5949249267578
2019-08-12,154.5903778076172
2019-08-13,158.19351196289062
2019-08-14,149.52162170410156
2019-08-15,149.0735626220703
2019-08-16,150.5111083984375
2019-08-19,152.1353759765625
2019-08-20,150.42709350585938
2019-08-21,151.53794860839844
2019-08-22,145.41441345214844
2019-08-23,143.0994110107422
2019-08-26,142.7353973388672
2019-08-27,136.53721618652344
2019-08-28,137.63868713378906
2019-08-29,142.35269165039062
2019-08-30,143.72488403320312
2019-09-03,144.67698669433594
2019-09-04,142.7633819580078
2019-09-05,140.95248413085938
2019-09-06,143.56617736816406
2019-09-09,151.36988830566406
2019-09-10,154.01161193847656
2019-09-11,151.1178741455078
2019-09-12,148.40151977539062
2019-09-13,150.14706420898438
2019-09-16,154.4876708984375
2019-09-17,150.7538299560547
2019-09-18,149.7643585205078
2019-09-19,153.75027465820312
2019-09-20,150.6417999267578
2019-09-23,149.49366760253906
2019-09-24,147.40269470214844
2019-09-25,144.89169311523438
2019-09-26,139.82302856445312
2019-09-27,139.53363037109375
2019-09-30,141.68988037109375
2019-10-01,140.42041015625
2019-10-02,139.30963134765625
2019-10-03,138.7215118408203
2019-10-04,140.7097930908203
2019-10-07,139.27227783203125
2019-10-08,137.39602661132812
2019-10-09,139.63632202148438
2019-10-10,140.7937774658203
2019-10-11,142.2593231201172
2019-10-14,141.493896484375
2019-10-15,149.5030059814453
2019-10-16,150.725830078125
2019-10-17,153.8062286376953
2019-10-18,155.77584838867188
2019-10-21,155.6451873779297
2019-10-22,159.04295349121094
2019-10-23,161.4045867919922
2019-10-24,158.7909393310547
2019-10-25,160.07913208007812
2019-10-28,163.15951538085938
2019-10-29,166.1372528076172
2019-10-30,164.69972229003906
2019-10-31,166.58531188964844
2019-11-01,167.56541442871094
2019-11-04,170.9352264404297
2019-11-05,169.749755859375
2019-11-06,170.944580078125
2019-11-07,173.00750732421875
2019-11-08,175.67721557617188
2019-11-11,174.70639038085938
2019-11-12,176.39598083496094
2019-11-13,177.59078979492188
2019-11-14,177.07737731933594
2019-11-15,182.96749877929688
2019-11-18,185.17987060546875
2019-11-19,186.7107391357422
2019-11-20,186.6080322265625
2019-11-21,187.821533203125
2019-11-22,188.41896057128906
2019-11-25,190.30453491210938
2019-11-26,187.03738403320312
2019-11-27,186.7200164794922
2019-11-29,186.6173858642578
2019-12-02,183.83563232421875
2019-12-03,182.33279418945312
2019-12-04,183.64895629882812
2019-12-05,182.57550048828125
2019-12-06,185.69325256347656
2019-12-09,182.91152954101562
2019-12-10,178.95367431640625
2019-12-11,178.99102783203125
2019-12-12,180.6805877685547
2019-12-13,177.23606872558594
2019-12-16,182.1460723876953
2019-12-17,180.6431884765625
2019-12-18,185.0117950439453
2019-12-19,185.49722290039062
2019-12-20,190.9766387939453
2019-12-23,192.7315216064453
2019-12-24,190.43519592285156
2019-12-26,190.78062438964844
2019-12-27,190.42587280273438
2019-12-30,189.4644317626953
2019-12-31,190.88330078125
2020-01-02,191.3033447265625
2020-01-03,189.66043090820312
2020-01-06,193.15158081054688
2020-01-07,194.09434509277344
2020-01-08,197.34280395507812
2020-01-09,196.8201141357422
2020-01-10,196.2880096435547
2020-01-13,189.96849060058594
2020-01-14,191.53671264648438
2020-01-15,194.37442016601562
2020-01-16,196.91339111328125
2020-01-17,198.37896728515625
2020-01-21,198.82699584960938
2020-01-22,197.20281982421875
2020-01-23,198.54701232910156
2020-01-24,192.3021240234375
2020-01-27,186.64535522460938
2020-01-28,191.66738891601562
2020-01-29,189.06304931640625
2020-01-30,183.88232421875
2020-01-31,179.57911682128906
2020-02-03,179.0096893310547
2020-02-04,183.760986328125
2020-02-05,192.7408447265625
2020-02-06,197.7628631591797
2020-02-07,195.0185089111328
2020-02-10,196.32534790039062
2020-02-11,200.86195373535156
2020-02-12,207.75086975097656
2020-02-13,207.12551879882812
2020-02-14,205.67860412597656
2020-02-18,207.1815185546875
2020-02-19,206.70541381835938
2020-02-20,205.7439727783203
2020-02-21,202.7382354736328
2020-02-24,187.028076171875
2020-02-25,179.00033569335938
2020-02-26,176.34930419921875
2020-02-27,169.82440185546875
2020-02-28,170.7672119140625
2020-03-02,181.40863037109375
2020-03-03,176.65736389160156
2020-03-04,195.5972442626953
2020-03-05,187.5601348876953
2020-03-06,182.5101318359375
2020-03-09,169.55105590820312
2020-03-10,184.648193359375
2020-03-11,174.80751037597656
2020-03-12,153.37088012695312
2020-03-13,167.9358367919922
2020-03-16,140.69192504882812
2020-03-17,144.79994201660156
2020-03-18,133.42808532714844
2020-03-19,136.79856872558594
2020-03-20,132.66250610351562
2020-03-23,121.43067169189453
2020-03-24,137.4334716796875
2020-03-25,146.41517639160156
2020-03-26,158.2912139892578
2020-03-27,150.58856201171875
2020-03-30,166.43264770507812
2020-03-31,165.42430114746094
2020-04-01,161.58702087402344
2020-04-02,157.60964965820312
2020-04-03,152.96942138671875
2020-04-06,161.97914123535156
2020-04-07,165.4149932861328
2020-04-08,173.86453247070312
2020-04-09,169.7657928466797
2020-04-13,165.70440673828125
2020-04-14,173.30433654785156
2020-04-15,170.48468017578125
2020-04-16,182.3887481689453
2020-04-17,181.24972534179688
2020-04-20,176.17999267578125
2020-04-21,166.1058807373047
2020-04-22,170.47535705566406
2020-04-23,172.05325317382812
2020-04-24,175.71315002441406
2020-04-27,180.0172882080078
2020-04-28,177.0109100341797
2020-04-29,182.8742218017578
2020-04-30,182.79022216796875
2020-05-01,174.6768035888672
2020-05-04,172.36135864257812
2020-05-05,177.75787353515625
2020-05-06,171.25962829589844
2020-05-07,171.95985412597656
2020-05-08,176.71218872070312
2020-05-11,176.4507598876953
2020-05-12,176.98291015625
2020-05-13,169.00018310546875
2020-05-14,172.2213134765625
2020-05-15,177.53378295898438
2020-05-18,180.6708526611328
2020-05-19,179.05560302734375
2020-05-20,175.7785186767578
2020-05-21,176.1613006591797
2020-05-22,176.4600830078125
2020-05-26,182.9209442138672
2020-05-27,186.22605895996094
2020-05-28,187.26242065429688
2020-05-29,184.22805786132812
2020-06-01,184.95632934570312
2020-06-02,187.9533233642578
2020-06-03,188.0
2020-06-04,188.96165466308594
2020-06-05,195.5812225341797
2020-06-08,201.51927185058594
2020-06-09,200.26817321777344
2020-06-10,195.13308715820312
2020-06-11,178.85020446777344
2020-06-12,177.41238403320312
2020-06-15,174.71414184570312
2020-06-16,180.2133331298828
2020-06-17,179.07431030273438
2020-06-18,177.37503051757812
2020-06-19,178.70082092285156
2020-06-22,177.74851989746094
2020-06-23,179.55044555664062
2020-06-24,171.76380920410156
2020-06-25,173.17361450195312
2020-06-26,172.78146362304688
2020-06-29,175.10629272460938
2020-06-30,175.1996307373047
2020-07-01,177.86053466796875
2020-07-02,177.8512420654297
2020-07-06,176.7681427001953
2020-07-07,169.97117614746094
2020-07-08,168.1318817138672
2020-07-09,162.36192321777344
2020-07-10,163.8931121826172
2020-07-13,165.60169982910156
2020-07-14,170.08323669433594
2020-07-15,169.02821350097656
2020-07-16,168.05722045898438
2020-07-17,167.87982177734375
2020-07-20,164.19189453125
2020-07-21,166.47003173828125
2020-07-22,165.19088745117188
2020-07-23,167.23561096191406
2020-07-24,169.0095672607422
2020-07-27,163.85574340820312
2020-07-28,164.08921813964844
2020-07-29,169.73777770996094
2020-07-30,166.6287078857422
2020-07-31,161.2322540283203
2020-08-03,161.5216522216797
2020-08-04,161.98846435546875
2020-08-05,163.26759338378906
2020-08-06,161.58702087402344
2020-08-07,166.3673095703125
2020-08-10,170.858154296875
2020-08-11,170.279296875
2020-08-12,172.090576171875
2020-08-13,168.8788604736328
2020-08-14,171.2316131591797
2020-08-17,170.10191345214844
2020-08-18,169.85914611816406
2020-08-19,169.22427368164062
2020-08-20,166.19920349121094
2020-08-21,166.47003173828125
2020-08-24,165.89111328125
2020-08-25,165.63905334472656
2020-08-26,162.5486602783203
2020-08-27,165.3309783935547
2020-08-28,169.13092041015625
2020-08-31,165.60169982910156
2020-09-01,164.46266174316406
2020-09-02,169.30828857421875
2020-09-03,166.59140014648438
2020-09-04,166.7594451904297
2020-09-08,162.43661499023438
2020-09-09,162.48329162597656
2020-09-10,158.4779815673828
2020-09-11,158.1231689453125
2020-09-14,160.4479217529297
2020-09-15,155.4529266357422
2020-09-16,157.4042510986328
2020-09-17,157.78704833984375
2020-09-18,156.7786865234375
2020-09-21,154.01510620117188
2020-09-22,151.00872802734375
2020-09-23,149.85101318359375
2020-09-24,150.20579528808594
2020-09-25,151.671630859375
2020-09-28,153.38955688476562
2020-09-29,153.408203125
2020-09-30,158.1698455810547
2020-10-01,156.27452087402344
2020-10-02,156.13449096679688
2020-10-05,160.79339599609375
2020-10-06,159.54232788085938
2020-10-07,164.60269165039062
2020-10-08,166.0685272216797
2020-10-09,164.696044921875
2020-10-12,165.68572998046875
2020-10-13,162.996826171875
2020-10-14,162.91281127929688
2020-10-15,165.08819580078125
2020-10-16,166.09652709960938
2020-10-19,160.27059936523438
2020-10-20,159.73837280273438
2020-10-21,162.97816467285156
2020-10-22,167.43167114257812
2020-10-23,172.24929809570312
2020-10-26,169.81248474121094
2020-10-27,166.460693359375
2020-10-28,157.16148376464844
2020-10-29,152.55859375
2020-10-30,155.89173889160156
2020-11-02,163.2395477294922
2020-11-03,171.6797637939453
2020-11-04,196.64561462402344
2020-11-05,199.95074462890625
2020-11-06,188.10272216796875
2020-11-09,197.18714904785156
2020-11-10,205.58998107910156
2020-11-11,206.43959045410156
2020-11-12,205.5432891845703
2020-11-13,205.11383056640625
2020-11-16,203.81605529785156
2020-11-17,200.55760192871094
2020-11-18,196.93505859375
2020-11-19,191.15574645996094
2020-11-20,191.23045349121094
2020-11-23,193.20980834960938
2020-11-24,196.08546447753906
2020-11-25,193.27511596679688
2020-11-27,198.40087890625
2020-11-30,195.26380920410156
2020-12-01,193.74195861816406
2020-12-02,197.94337463378906
2020-12-03,199.23182678222656
2020-12-04,203.2091522216797
2020-12-07,204.08682250976562
2020-12-08,204.16146850585938
2020-12-09,202.602294921875
2020-12-10,198.5409393310547
2020-12-11,195.4598846435547
2020-12-14,189.67124938964844
2020-12-15,191.87460327148438
2020-12-16,188.97097778320312
2020-12-17,189.1857452392578
2020-12-18,184.00399780273438
2020-12-21,184.28408813476562
2020-12-22,182.03395080566406
2020-12-23,185.77789306640625
2020-12-24,185.63784790039062
2020-12-28,188.74691772460938
2020-12-29,190.5115509033203
2020-12-30,190.5115509033203
2020-12-31,194.3675079345703
2021-01-04,192.0707244873047
2021-01-05,189.93264770507812
2021-01-06,195.53456115722656
2021-01-07,205.8700714111328
2021-01-08,206.15020751953125
2021-01-11,205.3285675048828
2021-01-12,210.2769012451172
2021-01-13,208.96046447753906
2021-01-14,206.1315155029297
2021-01-15,204.37623596191406
2021-01-19,206.15020751953125
2021-01-20,213.26458740234375
2021-01-21,211.18255615234375
2021-01-22,208.59632873535156
2021-01-25,205.4872589111328
2021-01-26,201.444580078125
2021-01-27,198.45689392089844
2021-01-28,204.27354431152344
2021-01-29,202.64898681640625
2021-02-01,202.4155731201172
2021-02-02,203.3585662841797
2021-02-03,204.87106323242188
2021-02-04,191.7532958984375
2021-02-05,189.93264770507812
2021-02-08,192.37879943847656
2021-02-09,196.9910430908203
2021-02-10,197.1591339111328
2021-02-11,194.62893676757812
2021-02-12,193.200439453125
2021-02-16,189.7832794189453
2021-02-17,194.21812438964844
2021-02-18,192.00537109375
2021-02-19,190.70755004882812
2021-02-22,195.27313232421875
2021-02-23,198.55958557128906
2021-02-24,200.6790008544922
2021-02-25,195.45054626464844
2021-02-26,195.97337341308594
2021-03-01,200.6883087158203
2021-03-02,204.9457550048828
2021-03-03,205.991455078125
2021-03-04,209.6793975830078
2021-03-05,215.318603515625
2021-03-08,220.21095275878906
2021-03-09,221.85177612304688
2021-03-10,223.3613739013672
2021-03-11,224.19586181640625
2021-03-12,228.27455139160156
2021-03-15,230.17791748046875
2021-03-16,226.61495971679688
2021-03-17,226.8212432861328
2021-03-18,228.61209106445312
2021-03-19,228.08705139160156
2021-03-22,227.28065490722656
2021-03-23,223.5676727294922
2021-03-24,225.53668212890625
2021-03-25,226.33364868164062
2021-03-26,228.57456970214844
2021-03-29,232.1094512939453
2021-03-30,230.4685821533203
2021-03-31,226.66184997558594
2021-04-01,226.74620056152344
2021-04-05,228.1620330810547
2021-04-06,224.21461486816406
2021-04-07,225.2366485595703
2021-04-08,223.38954162597656
2021-04-09,230.74990844726562
2021-04-12,230.48733520507812
2021-04-13,229.9622802734375
2021-04-14,233.88157653808594
2021-04-15,238.49464416503906
2021-04-16,236.8163299560547
2021-04-19,236.7413330078125
2021-04-20,237.56643676757812
2021-04-21,237.21949768066406
2021-04-22,236.78823852539062
2021-04-23,236.09434509277344
2021-04-26,233.82530212402344
2021-04-27,234.81918334960938
2021-04-28,231.72500610351562
2021-04-29,234.63168334960938
2021-04-30,233.47837829589844
2021-05-03,236.32875061035156
2021-05-04,243.31407165527344
2021-05-05,242.3014678955078
2021-05-06,240.90438842773438
2021-05-07,244.8892822265625
2021-05-10,250.2618865966797
2021-05-11,244.58924865722656
2021-05-12,242.58270263671875
2021-05-13,247.53341674804688
2021-05-14,247.0832977294922
2021-05-17,248.2085418701172
2021-05-18,246.75521850585938
2021-05-19,246.0519561767578
2021-05-20,244.40176391601562
2021-05-21,245.88316345214844
2021-05-24,245.2174530029297
2021-05-25,243.40786743164062
2021-05-26,243.21095275878906
2021-05-27,243.31407165527344
2021-05-28,242.70462036132812
2021-06-01,241.6075897216797
2021-06-02,239.47918701171875
2021-06-03,240.94186401367188
2021-06-04,237.16326904296875
2021-06-07,233.07777404785156
2021-06-08,231.49635314941406
2021-06-09,227.815673828125
2021-06-10,225.59408569335938
