,COST
2017-09-20,146.23556518554688
2017-09-21,145.0052947998047
2017-09-22,144.83468627929688
2017-09-25,145.76864624023438
2017-09-26,147.3310546875
2017-09-27,147.6453857421875
2017-09-28,147.17840576171875
2017-09-29,147.52865600585938
2017-10-02,148.96539306640625
2017-10-03,148.2380828857422
2017-10-04,148.3547821044922
2017-10-05,150.02500915527344
2017-10-06,141.06317138671875
2017-10-09,138.83621215820312
2017-10-10,140.8656768798828
2017-10-11,141.76361083984375
2017-10-12,141.179931640625
2017-10-13,143.54161071777344
2017-10-16,142.6077117919922
2017-10-17,142.22157287597656
2017-10-18,141.47622680664062
2017-10-19,142.29344177246094
2017-10-20,144.3677520751953
2017-10-23,145.50814819335938
2017-10-24,145.732666015625
2017-10-25,145.63389587402344
2017-10-26,145.8852996826172
2017-10-27,145.81350708007812
2017-10-30,143.8828125
2017-10-31,144.64614868164062
2017-11-01,146.09182739257812
2017-11-02,148.12130737304688
2017-11-03,149.4592742919922
2017-11-06,148.21107482910156
2017-11-07,149.3155975341797
2017-11-08,151.80300903320312
2017-11-09,151.85687255859375
2017-11-10,153.8773193359375
2017-11-13,153.96710205078125
2017-11-14,153.9491424560547
2017-11-15,151.75807189941406
2017-11-16,153.99171447753906
2017-11-17,153.99171447753906
2017-11-20,155.1625213623047
2017-11-21,156.1892547607422
2017-11-22,155.34268188476562
2017-11-24,154.568115234375
2017-11-27,155.45970153808594
2017-11-28,156.39639282226562
2017-11-29,159.89089965820312
2017-11-30,166.1053466796875
2017-12-01,166.73577880859375
2017-12-04,170.72560119628906
2017-12-05,169.1585235595703
2017-12-06,168.61810302734375
2017-12-07,167.69949340820312
2017-12-08,169.38365173339844
2017-12-11,170.0951385498047
2017-12-12,169.5908203125
2017-12-13,169.5727996826172
2017-12-14,167.9966583251953
2017-12-15,173.5806121826172
2017-12-18,173.202392578125
2017-12-19,169.6177978515625
2017-12-20,168.8793182373047
2017-12-21,168.23985290527344
2017-12-22,168.0867156982422
2017-12-26,168.01466369628906
2017-12-27,167.78948974609375
2017-12-28,168.07777404785156
2017-12-29,167.62742614746094
2018-01-02,169.60882568359375
2018-01-03,171.64430236816406
2018-01-04,170.3113250732422
2018-01-05,169.095458984375
2018-01-08,169.7528839111328
2018-01-09,167.780517578125
2018-01-10,166.9969024658203
2018-01-11,170.56346130371094
2018-01-12,172.77908325195312
2018-01-16,172.49986267089844
2018-01-17,173.18435668945312
2018-01-18,172.4818572998047
2018-01-19,173.18435668945312
2018-01-22,175.0667266845703
2018-01-23,174.20208740234375
2018-01-24,174.94061279296875
2018-01-25,178.28195190429688
2018-01-26,179.14662170410156
2018-01-29,178.61521911621094
2018-01-30,178.24598693847656
2018-01-31,175.5080108642578
2018-02-01,174.24708557128906
2018-02-02,172.01356506347656
2018-02-05,164.61026000976562
2018-02-06,166.627685546875
2018-02-07,164.98854064941406
2018-02-08,160.8635711669922
2018-02-09,162.76394653320312
2018-02-12,163.0701446533203
2018-02-13,165.85311889648438
2018-02-14,168.73521423339844
2018-02-15,172.91629028320312
2018-02-16,172.98851013183594
2018-02-20,169.88204956054688
2018-02-21,167.74180603027344
2018-02-22,168.50035095214844
2018-02-23,171.40818786621094
2018-02-26,174.1173553466797
2018-02-27,171.67013549804688
2018-02-28,172.392578125
2018-03-01,170.70384216308594
2018-03-02,170.9747772216797
2018-03-05,172.91629028320312
2018-03-06,172.89830017089844
2018-03-07,169.19577026367188
2018-03-08,167.68768310546875
2018-03-09,170.29742431640625
2018-03-12,171.01084899902344
2018-03-13,169.28604125976562
2018-03-14,166.7304229736328
2018-03-15,167.52505493164062
2018-03-16,167.8502197265625
2018-03-19,166.29689025878906
2018-03-20,169.18670654296875
2018-03-21,168.03077697753906
2018-03-22,164.93336486816406
2018-03-23,163.3078155517578
2018-03-26,169.06927490234375
2018-03-27,165.39390563964844
2018-03-28,165.80934143066406
2018-03-29,170.1619873046875
2018-04-02,165.0326690673828
2018-04-03,164.90625
2018-04-04,167.5341033935547
2018-04-05,168.19337463378906
2018-04-06,166.1254119873047
2018-04-09,166.53176879882812
2018-04-10,165.755126953125
2018-04-11,166.7484893798828
2018-04-12,170.5142059326172
2018-04-13,170.595458984375
2018-04-16,175.71580505371094
2018-04-17,176.99810791015625
2018-04-18,177.4586944580078
2018-04-19,176.1582489013672
2018-04-20,174.794677734375
2018-04-23,174.6051025390625
2018-04-24,173.846435546875
2018-04-25,175.16490173339844
2018-04-26,176.32984924316406
2018-04-27,177.5218505859375
2018-04-30,178.04563903808594
2018-05-01,177.49484252929688
2018-05-02,175.1919708251953
2018-05-03,174.29795837402344
2018-05-04,176.26666259765625
2018-05-07,174.3431396484375
2018-05-08,175.62550354003906
2018-05-09,177.0342254638672
2018-05-10,177.0161590576172
2018-05-11,177.29690551757812
2018-05-14,177.40554809570312
2018-05-15,177.04331970214844
2018-05-16,179.9686737060547
2018-05-17,180.7747344970703
2018-05-18,180.19509887695312
2018-05-21,180.79281616210938
2018-05-22,180.20413208007812
2018-05-23,179.4523468017578
2018-05-24,180.13168334960938
2018-05-25,179.6516876220703
2018-05-29,178.18446350097656
2018-05-30,180.81097412109375
2018-05-31,179.54298400878906
2018-06-01,178.53768920898438
2018-06-04,179.8871612548828
2018-06-05,179.1807098388672
2018-06-06,179.0177001953125
2018-06-07,183.46456909179688
2018-06-08,184.5423583984375
2018-06-11,185.2125701904297
2018-06-12,185.5567169189453
2018-06-13,184.859375
2018-06-14,185.7740936279297
2018-06-15,187.76657104492188
2018-06-18,186.7612762451172
2018-06-19,187.95680236816406
2018-06-20,188.3643798828125
2018-06-21,190.15762329101562
2018-06-22,191.1901092529297
2018-06-25,191.77879333496094
2018-06-26,190.27532958984375
2018-06-27,190.22096252441406
2018-06-28,189.0255126953125
2018-06-29,189.27003479003906
2018-07-02,188.37339782714844
2018-07-03,187.58546447753906
2018-07-05,189.4149169921875
2018-07-06,189.84971618652344
2018-07-09,191.04519653320312
2018-07-10,191.73353576660156
2018-07-11,191.05421447753906
2018-07-12,193.83470153808594
2018-07-13,196.11700439453125
2018-07-16,194.58642578125
2018-07-17,194.72222900390625
2018-07-18,194.6951141357422
2018-07-19,197.02272033691406
2018-07-20,198.0642547607422
2018-07-23,198.20008850097656
2018-07-24,197.96461486816406
2018-07-25,199.88465881347656
2018-07-26,200.80848693847656
2018-07-27,198.9337158203125
2018-07-30,198.44461059570312
2018-07-31,198.08238220214844
2018-08-01,196.65138244628906
2018-08-02,200.26502990722656
2018-08-03,201.08924865722656
2018-08-06,201.7141571044922
2018-08-07,202.74661254882812
2018-08-08,203.3987274169922
2018-08-09,197.6566925048828
2018-08-10,199.5314483642578
2018-08-13,198.8521728515625
2018-08-14,201.06207275390625
2018-08-15,200.76318359375
2018-08-16,202.13978576660156
2018-08-17,204.39500427246094
2018-08-20,205.907470703125
2018-08-21,206.98524475097656
2018-08-22,207.59201049804688
2018-08-23,207.8637237548828
2018-08-24,209.46681213378906
2018-08-27,208.33473205566406
2018-08-28,208.54296875
2018-08-29,208.4796142578125
2018-08-30,209.57821655273438
2018-08-31,211.66644287109375
2018-09-04,213.07376098632812
2018-09-05,213.91812133789062
2018-09-06,214.8896484375
2018-09-07,219.2295684814453
2018-09-10,220.79124450683594
2018-09-11,221.72637939453125
2018-09-12,220.1193084716797
2018-09-13,219.0570526123047
2018-09-14,213.7092742919922
2018-09-17,210.6405029296875
2018-09-18,212.77410888671875
2018-09-19,212.32015991210938
2018-09-20,212.38372802734375
2018-09-21,213.14637756347656
2018-09-24,211.8571319580078
2018-09-25,211.48486328125
2018-09-26,212.28384399414062
2018-09-27,212.45639038085938
2018-09-28,213.25535583496094
2018-10-01,213.0465087890625
2018-10-02,214.58998107910156
2018-10-03,211.7300567626953
2018-10-04,210.34991455078125
2018-10-05,198.67391967773438
2018-10-08,203.3134765625
2018-10-09,203.53138732910156
2018-10-10,200.69863891601562
2018-10-11,201.3977508544922
2018-10-12,206.055419921875
2018-10-15,203.84005737304688
2018-10-16,206.7182159423828
2018-10-17,207.4536590576172
2018-10-18,207.53538513183594
2018-10-19,208.52505493164062
2018-10-22,207.97116088867188
2018-10-23,207.689697265625
2018-10-24,203.1591033935547
2018-10-25,205.5560760498047
2018-10-26,198.10194396972656
2018-10-29,201.94247436523438
2018-10-30,206.93614196777344
2018-10-31,207.58074951171875
2018-11-01,208.46148681640625
2018-11-02,208.9698944091797
2018-11-05,212.8649444580078
2018-11-06,214.9168701171875
2018-11-07,218.23989868164062
2018-11-08,217.23875427246094
2018-11-09,216.3651123046875
2018-11-12,213.39822387695312
2018-11-13,213.08880615234375
2018-11-14,212.3334197998047
2018-11-15,209.2664031982422
2018-11-16,210.2493133544922
2018-11-19,208.17431640625
2018-11-20,199.59213256835938
2018-11-21,198.9186553955078
2018-11-23,200.274658203125
2018-11-26,199.7195587158203
2018-11-27,202.95944213867188
2018-11-28,209.6304168701172
2018-11-29,210.23109436035156
2018-11-30,210.4859619140625
2018-12-03,211.2140350341797
2018-12-04,205.9991455078125
2018-12-06,212.23330688476562
2018-12-07,204.64312744140625
2018-12-10,202.64096069335938
2018-12-11,206.13571166992188
2018-12-12,207.3188018798828
2018-12-13,206.1447296142578
2018-12-14,188.44349670410156
2018-12-17,184.04779052734375
2018-12-18,184.73947143554688
2018-12-19,183.30149841308594
2018-12-20,179.40631103515625
2018-12-21,177.03099060058594
2018-12-24,172.90830993652344
2018-12-26,180.77137756347656
2018-12-27,183.0011749267578
2018-12-28,183.8748321533203
2018-12-31,185.39474487304688
2019-01-02,186.35028076171875
2019-01-03,182.40049743652344
2019-01-04,187.6972198486328
2019-01-07,188.38890075683594
2019-01-08,189.79954528808594
2019-01-09,191.02813720703125
2019-01-10,191.70159912109375
2019-01-11,191.58331298828125
2019-01-14,190.20907592773438
2019-01-15,192.05654907226562
2019-01-16,191.28298950195312
2019-01-17,192.44790649414062
2019-01-18,194.38641357421875
2019-01-22,193.3033905029297
2019-01-23,193.02122497558594
2019-01-24,191.4013214111328
2019-01-25,190.27281188964844
2019-01-28,191.81996154785156
2019-01-29,191.4013214111328
2019-01-30,192.3478240966797
2019-01-31,195.3328857421875
2019-02-01,191.3649444580078
2019-02-04,192.1930694580078
2019-02-05,192.5844268798828
2019-02-06,192.57534790039062
2019-02-07,190.7684783935547
2019-02-08,189.58213806152344
2019-02-11,190.46731567382812
2019-02-12,193.3692169189453
2019-02-13,194.1905517578125
2019-02-14,195.1396026611328
2019-02-15,197.53961181640625
2019-02-19,199.04527282714844
2019-02-20,198.12364196777344
2019-02-21,196.4080352783203
2019-02-22,197.37533569335938
2019-02-25,198.06887817382812
2019-02-26,198.57992553710938
2019-02-27,198.9814453125
2019-02-28,199.611083984375
2019-03-01,200.24984741210938
2019-03-04,199.30996704101562
2019-03-05,200.59661865234375
2019-03-06,200.05819702148438
2019-03-07,197.83157348632812
2019-03-08,207.8970184326172
2019-03-11,209.60350036621094
2019-03-12,212.58753967285156
2019-03-13,215.70846557617188
2019-03-14,213.3905487060547
2019-03-15,213.17156982421875
2019-03-18,215.90008544921875
2019-03-19,216.3198699951172
2019-03-20,216.25599670410156
2019-03-21,218.59214782714844
2019-03-22,216.78526306152344
2019-03-25,216.2468719482422
2019-03-26,218.16319274902344
2019-03-27,218.47349548339844
2019-03-28,220.1251678466797
2019-03-29,220.96473693847656
2019-04-01,222.83547973632812
2019-04-02,219.46817016601562
2019-04-03,221.27500915527344
2019-04-04,223.027099609375
2019-04-05,224.36851501464844
2019-04-08,224.9617462158203
2019-04-09,223.49256896972656
2019-04-10,224.1312713623047
2019-04-11,220.14344787597656
2019-04-12,220.79136657714844
2019-04-15,224.78831481933594
2019-04-16,223.88487243652344
2019-04-17,224.0856475830078
2019-04-18,224.3137969970703
2019-04-22,222.1328125
2019-04-23,224.10391235351562
2019-04-24,226.27577209472656
2019-04-25,224.12217712402344
2019-04-26,222.49781799316406
2019-04-29,222.91758728027344
2019-04-30,224.0582733154297
2019-05-01,220.4628448486328
2019-05-02,221.4666290283203
2019-05-03,223.2278594970703
2019-05-06,222.8719940185547
2019-05-07,219.17613220214844
2019-05-08,220.2346954345703
2019-05-09,222.77841186523438
2019-05-10,226.02674865722656
2019-05-13,221.3601531982422
2019-05-14,222.1013641357422
2019-05-15,223.8764190673828
2019-05-16,226.41102600097656
2019-05-17,227.2437286376953
2019-05-20,227.7469482421875
2019-05-21,228.68939208984375
2019-05-22,228.30517578125
2019-05-23,227.40841674804688
2019-05-24,226.282958984375
2019-05-28,225.37710571289062
2019-05-29,220.23472595214844
2019-05-30,221.01243591308594
2019-05-31,219.2190704345703
2019-06-03,220.5823974609375
2019-06-04,224.736572265625
2019-06-05,226.8868408203125
2019-06-06,229.8606719970703
2019-06-07,234.25270080566406
2019-06-10,235.02133178710938
2019-06-11,235.25921630859375
2019-06-12,235.3690185546875
2019-06-13,237.63829040527344
2019-06-14,238.04087829589844
2019-06-17,239.21209716796875
2019-06-18,240.4107666015625
2019-06-19,241.2525634765625
2019-06-20,244.62896728515625
2019-06-21,243.51268005371094
2019-06-24,244.09823608398438
2019-06-25,243.72311401367188
2019-06-26,241.93882751464844
2019-06-27,243.00938415527344
2019-06-28,241.80162048339844
2019-07-01,241.1519317626953
2019-07-02,242.90875244140625
2019-07-03,246.26686096191406
2019-07-05,245.4524688720703
2019-07-08,246.50479125976562
2019-07-09,247.02630615234375
2019-07-10,248.3531036376953
2019-07-11,253.03797912597656
2019-07-12,255.6915740966797
2019-07-15,256.7346496582031
2019-07-16,256.7986145019531
2019-07-17,257.6313781738281
2019-07-18,258.8665466308594
2019-07-19,257.58563232421875
2019-07-22,256.3594055175781
2019-07-23,256.2954406738281
2019-07-24,256.96331787109375
2019-07-25,256.0208740234375
2019-07-26,257.4574279785156
2019-07-29,256.3228454589844
2019-07-30,255.7464141845703
2019-07-31,252.20530700683594
2019-08-01,251.23536682128906
2019-08-02,249.34129333496094
2019-08-05,242.57022094726562
2019-08-06,246.4224090576172
2019-08-07,250.98831176757812
2019-08-08,251.4458465576172
2019-08-09,250.65890502929688
2019-08-12,248.25244140625
2019-08-13,252.78182983398438
2019-08-14,245.3609619140625
2019-08-15,248.44451904296875
2019-08-16,250.8052978515625
2019-08-19,252.18702697753906
2019-08-20,249.7714080810547
2019-08-21,252.25099182128906
2019-08-22,256.13067626953125
2019-08-23,250.7229766845703
2019-08-26,254.79476928710938
2019-08-27,267.53179931640625
2019-08-28,269.4623107910156
2019-08-29,271.9659423828125
2019-08-30,270.30609130859375
2019-09-03,267.8208923339844
2019-09-04,271.5533142089844
2019-09-05,272.3328857421875
2019-09-06,278.55950927734375
2019-09-09,274.1943664550781
2019-09-10,272.36029052734375
2019-09-11,266.5737609863281
2019-09-12,265.8402099609375
2019-09-13,267.6834411621094
2019-09-16,264.73968505859375
2019-09-17,267.23406982421875
2019-09-18,268.16937255859375
2019-09-19,263.9510498046875
2019-09-20,262.60296630859375
2019-09-23,263.7125549316406
2019-09-24,264.0243835449219
2019-09-25,264.5746154785156
2019-09-26,264.3453369140625
2019-09-27,262.2270202636719
2019-09-30,264.207763671875
2019-10-01,260.3746337890625
2019-10-02,261.4566955566406
2019-10-03,265.0240173339844
2019-10-04,267.47247314453125
2019-10-07,269.06805419921875
2019-10-08,267.6742248535156
2019-10-09,272.2685852050781
2019-10-10,272.4887390136719
2019-10-11,272.9106140136719
2019-10-14,272.83709716796875
2019-10-15,273.635009765625
2019-10-16,273.99267578125
2019-10-17,277.31231689453125
2019-10-18,277.734130859375
2019-10-21,276.10174560546875
2019-10-22,275.0838623046875
2019-10-23,272.65374755859375
2019-10-24,272.4061584472656
2019-10-25,271.9017639160156
2019-10-28,274.1393127441406
2019-10-29,271.31488037109375
2019-10-30,274.96466064453125
2019-10-31,273.0531311035156
2019-11-01,272.11572265625
2019-11-04,272.7865905761719
2019-11-05,274.9554748535156
2019-11-06,277.15191650390625
2019-11-07,280.4973449707031
2019-11-08,278.1170349121094
2019-11-11,276.4810791015625
2019-11-12,276.1685485839844
2019-11-13,278.3742980957031
2019-11-14,279.9273986816406
2019-11-15,279.0727233886719
2019-11-18,279.8814392089844
2019-11-19,277.7677001953125
2019-11-20,276.2329406738281
2019-11-21,275.95721435546875
2019-11-22,275.07501220703125
2019-11-25,274.83599853515625
2019-11-26,276.8486328125
2019-11-27,276.4075927734375
2019-11-29,275.53448486328125
2019-12-02,273.3104553222656
2019-12-03,271.72967529296875
2019-12-04,272.5108947753906
2019-12-05,269.36773681640625
2019-12-06,271.0679931640625
2019-12-09,271.2609558105469
2019-12-10,271.8307189941406
2019-12-11,271.3896484375
2019-12-12,273.2645263671875
2019-12-13,268.23736572265625
2019-12-16,269.73541259765625
2019-12-17,271.619384765625
2019-12-18,268.23736572265625
2019-12-19,269.9283752441406
2019-12-20,270.9576110839844
2019-12-23,269.56072998046875
2019-12-24,270.4062194824219
2019-12-26,271.78485107421875
2019-12-27,270.2959899902344
2019-12-30,271.2425842285156
2019-12-31,270.1214294433594
2020-01-02,267.88812255859375
2020-01-03,268.1087341308594
2020-01-06,268.1822814941406
2020-01-07,267.75946044921875
2020-01-08,270.8290100097656
2020-01-09,275.1761169433594
2020-01-10,273.1725158691406
2020-01-13,275.58966064453125
2020-01-14,275.47930908203125
2020-01-15,276.4626770019531
2020-01-16,278.49383544921875
2020-01-17,280.0101318359375
2020-01-21,287.89544677734375
2020-01-22,286.63641357421875
2020-01-23,287.5462951660156
2020-01-24,285.3681335449219
2020-01-27,284.39398193359375
2020-01-28,285.6805114746094
2020-01-29,284.5133972167969
2020-01-30,284.4123229980469
2020-01-31,280.78216552734375
2020-02-03,277.54718017578125
2020-02-04,280.21234130859375
2020-02-05,283.9344177246094
2020-02-06,286.0618591308594
2020-02-07,288.84326171875
2020-02-10,288.9905090332031
2020-02-11,286.1263427734375
2020-02-12,290.2153625488281
2020-02-13,293.05206298828125
2020-02-14,293.1533203125
2020-02-18,296.5978088378906
2020-02-19,297.49102783203125
2020-02-20,298.4673156738281
2020-02-21,296.5056457519531
2020-02-24,288.8338928222656
2020-02-25,280.7754211425781
2020-02-26,281.5306701660156
2020-02-27,269.96337890625
2020-02-28,258.9209289550781
2020-03-02,284.7080383300781
2020-03-03,278.8046875
2020-03-04,295.3912048339844
2020-03-05,290.8048400878906
2020-03-06,286.73419189453125
2020-03-09,278.1139221191406
2020-03-10,284.94744873046875
2020-03-11,273.9235534667969
2020-03-12,257.73284912109375
2020-03-13,278.3809814453125
2020-03-16,260.7996520996094
2020-03-17,282.7279052734375
2020-03-18,283.1976013183594
2020-03-19,281.0978088378906
2020-03-20,267.46759033203125
2020-03-23,262.96392822265625
2020-03-24,262.420654296875
2020-03-25,258.66302490234375
2020-03-26,269.19891357421875
2020-03-27,261.8587951660156
2020-03-30,268.1122131347656
2020-03-31,262.5955810546875
2020-04-01,264.11517333984375
2020-04-02,268.4438171386719
2020-04-03,265.83740234375
2020-04-06,281.00579833984375
2020-04-07,279.6334228515625
2020-04-08,281.7885437011719
2020-04-09,276.299560546875
2020-04-13,275.9404602050781
2020-04-14,289.31292724609375
2020-04-15,285.7487487792969
2020-04-16,296.14642333984375
2020-04-17,292.7941589355469
2020-04-20,287.4156799316406
2020-04-21,277.5152282714844
2020-04-22,284.9659118652344
2020-04-23,281.2636413574219
2020-04-24,286.00653076171875
2020-04-27,284.37646484375
2020-04-28,280.8491516113281
2020-04-29,282.8199462890625
2020-04-30,279.6907653808594
2020-05-01,278.6939697265625
2020-05-04,281.06622314453125
2020-05-05,284.2323303222656
2020-05-06,285.1277770996094
2020-05-07,281.5369873046875
2020-05-08,282.4046630859375
2020-05-11,286.4569091796875
2020-05-12,281.3892517089844
2020-05-13,278.8969421386719
2020-05-14,276.6816101074219
2020-05-15,276.1924133300781
2020-05-18,279.4692687988281
2020-05-19,281.1954345703125
2020-05-20,281.4539794921875
2020-05-21,278.7401123046875
2020-05-22,279.1647033691406
2020-05-26,281.35235595703125
2020-05-27,282.4693298339844
2020-05-28,285.7462158203125
2020-05-29,284.7401123046875
2020-06-01,284.57391357421875
2020-06-02,283.4661560058594
2020-06-03,283.05084228515625
2020-06-04,286.8446350097656
2020-06-05,288.0354309082031
2020-06-08,283.5584411621094
2020-06-09,282.0447082519531
2020-06-10,283.6877746582031
2020-06-11,277.68780517578125
2020-06-12,275.7216491699219
2020-06-15,274.3185729980469
2020-06-16,278.17694091796875
2020-06-17,276.56170654296875
2020-06-18,276.5247802734375
2020-06-19,276.82928466796875
2020-06-22,277.3370056152344
2020-06-23,278.11236572265625
2020-06-24,275.0939636230469
2020-06-25,277.4108581542969
2020-06-26,273.74627685546875
2020-06-29,278.3892822265625
2020-06-30,279.8846435546875
2020-07-01,281.30621337890625
2020-07-02,282.22003173828125
2020-07-06,287.5277099609375
2020-07-07,291.9031066894531
2020-07-08,291.9861755371094
2020-07-09,300.4969787597656
2020-07-10,301.1338806152344
2020-07-13,298.07843017578125
2020-07-14,302.7676086425781
2020-07-15,301.56756591796875
2020-07-16,301.1706848144531
2020-07-17,299.80462646484375
2020-07-20,301.3923034667969
2020-07-21,302.5276794433594
2020-07-22,303.04449462890625
2020-07-23,301.0230712890625
2020-07-24,300.7183837890625
2020-07-27,302.39837646484375
2020-07-28,302.3706970214844
2020-07-29,301.05072021484375
2020-07-30,300.4772644042969
2020-07-31,301.134033203125
2020-08-03,304.6399230957031
2020-08-04,314.32537841796875
2020-08-05,314.4917907714844
2020-08-06,317.5815124511719
2020-08-07,315.36138916015625
2020-08-10,314.51953125
2020-08-11,307.5168151855469
2020-08-12,311.5224304199219
2020-08-13,310.54180908203125
2020-08-14,311.0783386230469
2020-08-17,314.4825744628906
2020-08-18,315.21343994140625
2020-08-19,315.35211181640625
2020-08-20,315.32440185546875
2020-08-21,318.7840576171875
2020-08-24,318.34002685546875
2020-08-25,318.8765563964844
2020-08-26,318.46954345703125
2020-08-27,320.4029541015625
2020-08-28,322.2622985839844
2020-08-31,321.60552978515625
2020-09-01,325.0467529296875
2020-09-02,331.9661865234375
2020-09-03,322.19757080078125
2020-09-04,320.5972595214844
2020-09-08,313.4649963378906
2020-09-09,320.4676818847656
2020-09-10,314.0846862792969
2020-09-11,313.7147521972656
2020-09-14,317.220703125
2020-09-15,318.1365051269531
2020-09-16,317.9700012207031
2020-09-17,313.4834899902344
2020-09-18,310.7823486328125
2020-09-21,314.1217956542969
2020-09-22,318.63604736328125
2020-09-23,318.8026123046875
2020-09-24,320.9950256347656
2020-09-25,316.90625
2020-09-28,323.4186096191406
2020-09-29,325.74981689453125
2020-09-30,328.3954162597656
2020-10-01,331.5960693359375
2020-10-02,328.4046936035156
2020-10-05,331.7071838378906
2020-10-06,331.4943542480469
2020-10-07,335.814453125
2020-10-08,337.7292785644531
2020-10-09,341.7717590332031
2020-10-12,348.265625
2020-10-13,352.15093994140625
2020-10-14,349.9861755371094
2020-10-15,348.358154296875
2020-10-16,352.9464416503906
2020-10-19,347.41461181640625
2020-10-20,349.9585266113281
2020-10-21,349.50518798828125
2020-10-22,347.5903015136719
2020-10-23,346.52655029296875
2020-10-26,342.92803955078125
2020-10-27,344.7873840332031
2020-10-28,337.6089782714844
2020-10-29,338.16510009765625
2020-10-30,331.454833984375
2020-11-02,337.7294921875
2020-11-03,344.74560546875
2020-11-04,348.64764404296875
2020-11-05,357.0447082519531
2020-11-06,357.4433288574219
2020-11-09,338.29486083984375
2020-11-10,339.79632568359375
2020-11-11,345.6354064941406
2020-11-12,348.22119140625
2020-11-13,351.12225341796875
2020-11-16,352.0028076171875
2020-11-17,353.97686767578125
2020-11-18,354.26422119140625
2020-11-19,355.4784240722656
2020-11-20,353.2354736328125
2020-11-23,353.78228759765625
2020-11-24,356.1085510253906
2020-11-25,359.38037109375
2020-11-27,359.9735412597656
2020-11-30,363.1061706542969
2020-12-01,368.6131896972656
2020-12-02,364.751708984375
2020-12-03,355.76361083984375
2020-12-04,355.1739501953125
2020-12-07,355.0788269042969
2020-12-08,359.14013671875
2020-12-09,355.991943359375
2020-12-10,354.5652160644531
2020-12-11,356.7623291015625
2020-12-14,356.0775146484375
2020-12-15,353.69964599609375
2020-12-16,351.3789978027344
2020-12-17,352.1874694824219
2020-12-18,349.0583190917969
2020-12-21,347.1275329589844
2020-12-22,344.3312683105469
2020-12-23,344.1981201171875
2020-12-24,346.75653076171875
2020-12-28,352.9198303222656
2020-12-29,354.4986877441406
2020-12-30,356.1440734863281
2020-12-31,358.36016845703125
2021-01-04,361.56536865234375
2021-01-05,357.3709716796875
2021-01-06,351.9306335449219
2021-01-07,349.9333190917969
2021-01-08,351.85455322265625
2021-01-11,346.2145080566406
2021-01-12,346.3951721191406
2021-01-13,349.0107421875
2021-01-14,344.6356506347656
2021-01-15,344.45489501953125
2021-01-19,337.14080810546875
2021-01-20,343.636962890625
2021-01-21,345.0635681152344
2021-01-22,344.5880432128906
2021-01-25,344.1886291503906
2021-01-26,347.13702392578125
2021-01-27,338.9670104980469
2021-01-28,339.6042785644531
2021-01-29,335.2005920410156
2021-02-01,333.3840026855469
2021-02-02,338.19659423828125
2021-02-03,337.84466552734375
2021-02-04,339.1216735839844
2021-02-05,338.47369384765625
2021-02-08,342.91455078125
2021-02-09,342.6572570800781
2021-02-10,339.3790588378906
2021-02-11,335.64324951171875
2021-02-12,336.16741943359375
2021-02-16,337.358642578125
2021-02-17,341.208740234375
2021-02-18,340.1413269042969
2021-02-19,338.09246826171875
2021-02-22,333.7468566894531
2021-02-23,326.065673828125
2021-02-24,324.68389892578125
2021-02-25,318.2035827636719
2021-02-26,315.4398498535156
2021-03-01,316.1737365722656
2021-03-02,313.0192565917969
2021-03-03,308.6927185058594
2021-03-04,304.0421447753906
2021-03-05,302.4029235839844
2021-03-08,296.7803039550781
2021-03-09,303.7942810058594
2021-03-10,308.60687255859375
2021-03-11,313.2002868652344
2021-03-12,315.5732727050781
2021-03-15,314.972900390625
2021-03-16,311.8660888671875
2021-03-17,313.71490478515625
2021-03-18,307.79693603515625
2021-03-19,313.4481201171875
2021-03-22,318.7657775878906
2021-03-23,324.3407897949219
2021-03-24,322.1488952636719
2021-03-25,330.0586853027344
2021-03-26,335.4717712402344
2021-03-29,339.40753173828125
2021-03-30,333.3084411621094
2021-03-31,335.91009521484375
2021-04-01,338.2544250488281
2021-04-05,343.8580322265625
2021-04-06,343.1909484863281
2021-04-07,341.94256591796875
2021-04-08,344.2392883300781
2021-04-09,346.1357116699219
2021-04-12,347.6604919433594
2021-04-13,348.0416564941406
2021-04-14,346.0975646972656
2021-04-15,351.4629211425781
2021-04-16,353.2926330566406
2021-04-19,352.17755126953125
2021-04-20,354.25518798828125
2021-04-21,356.50421142578125
2021-04-22,353.80731201171875
2021-04-23,355.7322692871094
2021-04-26,351.1960754394531
2021-04-27,352.806640625
2021-04-28,352.2157287597656
2021-04-29,356.7426452636719
2021-04-30,355.3578186035156
2021-05-03,362.2627868652344
2021-05-04,358.4139099121094
2021-05-05,355.7493591308594
2021-05-06,365.5479736328125
2021-05-07,367.0379333496094
2021-05-10,364.32550048828125
2021-05-11,361.17401123046875
2021-05-12,355.4629211425781
2021-05-13,362.4632873535156
2021-05-14,367.1333312988281
2021-05-17,366.6940002441406
2021-05-18,365.59576416015625
2021-05-19,362.5873718261719
2021-05-20,366.3312072753906
2021-05-21,363.5997009277344
2021-05-24,366.2070007324219
2021-05-25,368.0502014160156
2021-05-26,368.2794189453125
2021-05-27,370.0748291015625
2021-05-28,361.25994873046875
2021-06-01,361.2217102050781
2021-06-02,363.4755859375
2021-06-03,366.60809326171875
2021-06-04,370.0939025878906
2021-06-07,363.2940979003906
2021-06-08,362.6256103515625
2021-06-09,362.8739013671875
2021-06-10,365.7867431640625
2021-06-11,364.6597595214844
2021-06-14,366.5030517578125
