,COST
2015-03-30,127.84542083740234
2015-03-31,127.11547088623047
2015-04-01,126.05823516845703
2015-04-02,127.2244644165039
2015-04-06,127.9544906616211
2015-04-07,127.35041046142578
2015-04-08,127.53496551513672
2015-04-09,124.85839080810547
2015-04-10,125.55480194091797
2015-04-13,125.03459167480469
2015-04-14,125.45410919189453
2015-04-15,125.07661437988281
2015-04-16,123.43201446533203
2015-04-17,121.30082702636719
2015-04-20,122.76075744628906
2015-04-21,123.625
2015-04-22,123.32294464111328
2015-04-23,123.59142303466797
2015-04-24,124.27946472167969
2015-04-27,123.3061294555664
2015-04-28,123.01250457763672
2015-04-29,121.5401611328125
2015-04-30,120.35385131835938
2015-05-01,122.32258605957031
2015-05-04,122.62547302246094
2015-05-05,121.57379150390625
2015-05-06,121.80095672607422
2015-05-07,121.62427520751953
2015-05-08,122.73487854003906
2015-05-11,121.38030242919922
2015-05-12,121.21200561523438
2015-05-13,120.51368713378906
2015-05-14,119.97525787353516
2015-05-15,121.85139465332031
2015-05-18,122.044921875
2015-05-19,121.7757339477539
2015-05-20,120.72403717041016
2015-05-21,121.10262298583984
2015-05-22,120.88389587402344
2015-05-26,120.52213287353516
2015-05-27,122.34778594970703
2015-05-28,121.37190246582031
2015-05-29,119.96684265136719
2015-06-01,119.79857635498047
2015-06-02,118.96560668945312
2015-06-03,119.5798110961914
2015-06-04,118.33463287353516
2015-06-05,116.76131439208984
2015-06-08,116.14715576171875
2015-06-09,116.13871765136719
2015-06-10,117.30819702148438
2015-06-11,117.21564483642578
2015-06-12,116.76131439208984
2015-06-15,115.45722198486328
2015-06-16,116.08822631835938
2015-06-17,116.845458984375
2015-06-18,118.20841979980469
2015-06-19,118.04016876220703
2015-06-22,117.94760131835938
2015-06-23,117.4932861328125
2015-06-24,116.39110565185547
2015-06-25,115.64236450195312
2015-06-26,116.1555404663086
2015-06-29,114.16156768798828
2015-06-30,113.63156127929688
2015-07-01,114.83466339111328
2015-07-02,114.7505111694336
2015-07-06,114.32144165039062
2015-07-07,118.20841979980469
2015-07-08,117.70359802246094
2015-07-09,117.32499694824219
2015-07-10,120.0761947631836
2015-07-13,121.20361328125
2015-07-14,121.09420013427734
2015-07-15,120.84182739257812
2015-07-16,121.43075561523438
2015-07-17,121.7252426147461
2015-07-20,122.02808380126953
2015-07-21,121.9439926147461
2015-07-22,123.15550231933594
2015-07-23,122.49928283691406
2015-07-24,121.986083984375
2015-07-27,121.36345672607422
2015-07-28,121.6158676147461
2015-07-29,122.31414031982422
2015-07-30,122.24685668945312
2015-07-31,122.24685668945312
2015-08-03,122.43197631835938
2015-08-04,121.85982513427734
2015-08-05,123.5845947265625
2015-08-06,123.20603942871094
2015-08-07,122.21321105957031
2015-08-10,123.046142578125
2015-08-11,122.7432632446289
2015-08-12,123.58689880371094
2015-08-13,122.55765533447266
2015-08-14,123.24944305419922
2015-08-17,123.24944305419922
2015-08-18,122.86139678955078
2015-08-19,122.47327423095703
2015-08-20,121.2415771484375
2015-08-21,117.25948333740234
2015-08-24,112.18074798583984
2015-08-25,111.96134948730469
2015-08-26,116.55928039550781
2015-08-27,118.28878021240234
2015-08-28,118.06942749023438
2015-08-31,118.1537857055664
2015-09-01,116.6773910522461
2015-09-02,118.46595001220703
2015-09-03,118.51653289794922
2015-09-04,116.82923126220703
2015-09-08,119.3180160522461
2015-09-09,117.84160614013672
2015-09-10,118.12004089355469
2015-09-11,118.99745178222656
2015-09-14,119.08177947998047
2015-09-15,120.16167449951172
2015-09-16,121.1572036743164
2015-09-17,120.9378890991211
2015-09-18,119.63858032226562
2015-09-21,120.8197250366211
2015-09-22,120.3472671508789
2015-09-23,122.6926498413086
2015-09-24,122.22022247314453
2015-09-25,122.79389190673828
2015-09-28,121.10659790039062
2015-09-29,121.25
2015-09-30,121.96709442138672
2015-10-01,121.95866394042969
2015-10-02,123.0553970336914
2015-10-05,124.9198989868164
2015-10-06,125.20672607421875
2015-10-07,124.82706451416016
2015-10-08,127.94862365722656
2015-10-09,129.89747619628906
2015-10-12,129.61061096191406
2015-10-13,128.4716796875
2015-10-14,126.41311645507812
2015-10-15,128.0414276123047
2015-10-16,128.28610229492188
2015-10-19,129.26467895507812
2015-10-20,130.39523315429688
2015-10-21,130.94357299804688
2015-10-22,133.4239044189453
2015-10-23,131.3907012939453
2015-10-26,132.22592163085938
2015-10-27,133.0949249267578
2015-10-28,133.0949249267578
2015-10-29,133.5335693359375
2015-10-30,133.39862060546875
2015-11-02,134.26759338378906
2015-11-03,133.9723358154297
2015-11-04,132.58029174804688
2015-11-05,131.83786010742188
2015-11-06,132.9177703857422
2015-11-09,130.90135192871094
2015-11-10,132.29701232910156
2015-11-11,132.28012084960938
2015-11-12,131.9502410888672
2015-11-13,129.9794158935547
2015-11-16,132.33084106445312
2015-11-17,134.39474487304688
2015-11-18,136.39089965820312
2015-11-19,137.72732543945312
2015-11-20,137.95567321777344
2015-11-23,138.25172424316406
2015-11-24,137.18592834472656
2015-11-25,137.35511779785156
2015-11-27,138.36163330078125
2015-11-30,136.53466796875
2015-12-01,136.42466735839844
2015-12-02,136.25550842285156
2015-12-03,138.43775939941406
2015-12-04,141.0852508544922
2015-12-07,141.35589599609375
2015-12-08,142.8361358642578
2015-12-09,135.09671020507812
2015-12-10,136.9068145751953
2015-12-11,135.35049438476562
2015-12-14,136.88986206054688
2015-12-15,136.42466735839844
2015-12-16,137.66807556152344
2015-12-17,135.90870666503906
2015-12-18,133.38815307617188
2015-12-21,134.817626953125
2015-12-22,136.37391662597656
2015-12-23,136.77992248535156
2015-12-24,136.81375122070312
2015-12-28,136.3147735595703
2015-12-29,137.58351135253906
2015-12-30,137.6257781982422
2015-12-31,136.60231018066406
2016-01-04,134.94447326660156
2016-01-05,135.27432250976562
2016-01-06,134.02255249023438
2016-01-07,130.95217895507812
2016-01-08,128.65997314453125
2016-01-11,130.86752319335938
2016-01-12,132.0009307861328
2016-01-13,128.66842651367188
2016-01-14,129.5650177001953
2016-01-15,127.20507049560547
2016-01-19,127.2727279663086
2016-01-20,125.87712860107422
2016-01-21,127.1966323852539
2016-01-22,129.99635314941406
2016-01-25,127.53498077392578
2016-01-26,125.6064224243164
2016-01-27,124.9551773071289
2016-01-28,126.52843475341797
2016-01-29,127.82257080078125
2016-02-01,127.93254089355469
2016-02-02,125.6064224243164
2016-02-03,124.0839614868164
2016-02-04,121.19120788574219
2016-02-05,121.7917709350586
2016-02-08,124.35466003417969
2016-02-09,125.1328125
2016-02-10,125.5653305053711
2016-02-11,124.37798309326172
2016-02-12,126.07415771484375
2016-02-16,126.46438598632812
2016-02-17,127.99101257324219
2016-02-18,126.07415771484375
2016-02-19,126.1166000366211
2016-02-22,127.27008819580078
2016-02-23,127.52448272705078
2016-02-24,130.50144958496094
2016-02-25,131.2223358154297
2016-02-26,126.94779205322266
2016-02-29,127.2446517944336
2016-03-01,127.66021728515625
2016-03-02,129.58546447753906
2016-03-03,128.57620239257812
2016-03-04,127.98249053955078
2016-03-07,125.66716003417969
2016-03-08,128.02491760253906
2016-03-09,129.80596923828125
2016-03-10,129.65338134765625
2016-03-11,129.51759338378906
2016-03-14,129.48367309570312
2016-03-15,130.76437377929688
2016-03-16,130.66259765625
2016-03-17,130.4759979248047
2016-03-18,129.8907928466797
2016-03-21,130.56080627441406
2016-03-22,129.1105194091797
2016-03-23,130.1960906982422
2016-03-24,128.43199157714844
2016-03-28,129.48367309570312
2016-03-29,131.6803741455078
2016-03-30,133.66497802734375
2016-03-31,133.64801025390625
2016-04-01,134.2162628173828
2016-04-04,133.77525329589844
2016-04-05,132.2994842529297
2016-04-06,132.9610137939453
2016-04-07,128.94090270996094
2016-04-08,128.6185760498047
2016-04-11,126.41349029541016
2016-04-12,127.66021728515625
2016-04-13,128.81369018554688
2016-04-14,128.40660095214844
2016-04-15,129.90771484375
2016-04-18,130.01806640625
2016-04-19,130.3402557373047
2016-04-20,129.5430908203125
2016-04-21,128.42356872558594
2016-04-22,127.1513442993164
2016-04-25,128.4998779296875
2016-04-26,129.42430114746094
2016-04-27,129.10108947753906
2016-04-28,128.82046508789062
2016-04-29,126.0047836303711
2016-05-02,128.38656616210938
2016-05-03,128.79486083984375
2016-05-04,128.87994384765625
2016-05-05,125.75811767578125
2016-05-06,124.56721496582031
2016-05-09,126.39604949951172
2016-05-10,127.22112274169922
2016-05-11,125.14556884765625
2016-05-12,124.80536651611328
2016-05-13,122.91697692871094
2016-05-16,124.01424407958984
2016-05-17,122.15138244628906
2016-05-18,120.18641662597656
2016-05-19,121.38581085205078
2016-05-20,121.37731170654297
2016-05-23,120.79886627197266
2016-05-24,121.27522277832031
2016-05-25,122.95096588134766
2016-05-26,127.34880828857422
2016-05-27,126.81289672851562
2016-05-31,126.54917907714844
2016-06-01,129.7391357421875
2016-06-02,128.87994384765625
2016-06-03,129.050048828125
2016-06-06,129.50091552734375
2016-06-07,129.82411193847656
2016-06-08,130.46214294433594
2016-06-09,131.04054260253906
2016-06-10,131.73805236816406
2016-06-13,131.8060760498047
2016-06-14,132.58871459960938
2016-06-15,131.72959899902344
2016-06-16,133.05654907226562
2016-06-17,132.6057586669922
2016-06-20,133.10757446289062
2016-06-21,133.7200469970703
2016-06-22,134.5026092529297
2016-06-23,133.575439453125
2016-06-24,132.3249969482422
2016-06-27,131.21913146972656
2016-06-28,132.35902404785156
2016-06-29,133.6179656982422
2016-06-30,133.58392333984375
2016-07-01,132.79283142089844
2016-07-05,132.0612335205078
2016-07-06,132.70777893066406
2016-07-07,139.24913024902344
2016-07-08,140.72933959960938
2016-07-11,141.8180694580078
2016-07-12,141.44381713867188
2016-07-13,141.869140625
2016-07-14,142.0052490234375
2016-07-15,141.55441284179688
2016-07-18,142.4901123046875
2016-07-19,143.00897216796875
2016-07-20,142.94094848632812
2016-07-21,142.09878540039062
2016-07-22,142.45608520507812
2016-07-25,142.88140869140625
2016-07-26,142.5411834716797
2016-07-27,141.33322143554688
2016-07-28,141.5033721923828
2016-07-29,142.24342346191406
2016-08-01,142.53262329101562
2016-08-02,141.6309814453125
2016-08-03,141.30772399902344
2016-08-04,141.67347717285156
2016-08-05,142.65171813964844
2016-08-08,142.39651489257812
2016-08-09,142.787841796875
2016-08-10,143.5384063720703
2016-08-11,143.18869018554688
2016-08-12,144.17808532714844
2016-08-15,143.9136505126953
2016-08-16,143.64071655273438
2016-08-17,143.25689697265625
2016-08-18,143.0778350830078
2016-08-19,143.30810546875
2016-08-22,143.23985290527344
2016-08-23,142.74522399902344
2016-08-24,142.92430114746094
2016-08-25,140.61288452148438
2016-08-26,139.8196258544922
2016-08-29,139.8622589111328
2016-08-30,138.1393585205078
2016-08-31,138.25022888183594
2016-09-01,133.23512268066406
2016-09-02,134.74468994140625
2016-09-06,134.81300354003906
2016-09-07,132.74896240234375
2016-09-08,130.8980712890625
2016-09-09,128.5354461669922
2016-09-12,129.37986755371094
2016-09-13,128.569580078125
2016-09-14,128.5269317626953
2016-09-15,130.2157745361328
2016-09-16,129.94281005859375
2016-09-19,129.46514892578125
2016-09-20,129.78924560546875
2016-09-21,130.24134826660156
2016-09-22,130.62513732910156
2016-09-23,130.09629821777344
2016-09-26,128.95343017578125
2016-09-27,128.322265625
2016-09-28,127.43521118164062
2016-09-29,125.79759979248047
2016-09-30,130.07928466796875
2016-10-03,128.79991149902344
2016-10-04,128.3478240966797
2016-10-05,127.92139434814453
2016-10-06,127.48635864257812
2016-10-07,127.9299087524414
2016-10-10,128.1772003173828
2016-10-11,128.79991149902344
2016-10-12,128.33079528808594
2016-10-13,128.12611389160156
2016-10-14,128.06642150878906
2016-10-17,126.82965850830078
2016-10-18,127.17935943603516
2016-10-19,127.46936798095703
2016-10-20,127.97256469726562
2016-10-21,127.05990600585938
2016-10-24,129.7466278076172
2016-10-25,128.78282165527344
2016-10-26,128.77427673339844
2016-10-27,128.67193603515625
2016-10-28,127.73374938964844
2016-10-31,126.1217041015625
2016-11-01,125.0896987915039
2016-11-02,125.1409912109375
2016-11-03,123.58386993408203
2016-11-04,121.69316864013672
2016-11-07,122.80535888671875
2016-11-08,124.98698425292969
2016-11-09,125.58589935302734
2016-11-10,125.50890350341797
2016-11-11,127.78466796875
2016-11-14,130.04330444335938
2016-11-15,129.31605529785156
2016-11-16,130.1630401611328
2016-11-17,129.3588409423828
2016-11-18,128.6401824951172
2016-11-21,129.33319091796875
2016-11-22,130.6165008544922
2016-11-23,129.70108032226562
2016-11-25,129.9406280517578
2016-11-28,129.40164184570312
2016-11-29,129.59837341308594
2016-11-30,128.4263458251953
2016-12-01,129.82089233398438
2016-12-02,130.12026977539062
2016-12-05,129.84652709960938
2016-12-06,129.1962890625
2016-12-07,131.6260528564453
2016-12-08,134.82579040527344
2016-12-09,136.6309814453125
2016-12-12,137.1699981689453
2016-12-13,136.69090270996094
2016-12-14,136.0236053466797
2016-12-15,136.98179626464844
2016-12-16,137.23843383789062
2016-12-19,139.8478546142578
2016-12-20,140.19015502929688
2016-12-21,139.48855590820312
2016-12-22,138.65867614746094
2016-12-23,138.66717529296875
2016-12-27,138.64154052734375
2016-12-28,137.75173950195312
2016-12-29,137.85450744628906
2016-12-30,136.98179626464844
2017-01-03,136.6566619873047
2017-01-04,136.6823272705078
2017-01-05,139.37730407714844
2017-01-06,139.30885314941406
2017-01-09,137.71754455566406
2017-01-10,138.30789184570312
2017-01-11,138.20521545410156
2017-01-12,138.48756408691406
2017-01-13,138.47897338867188
2017-01-17,140.14732360839844
2017-01-18,140.5408172607422
2017-01-19,140.0531768798828
2017-01-20,140.5152130126953
2017-01-23,139.46286010742188
2017-01-24,140.0275421142578
2017-01-25,140.42962646484375
2017-01-26,140.3697967529297
2017-01-27,138.6500701904297
2017-01-30,139.668212890625
2017-01-31,140.2671356201172
2017-02-01,138.47897338867188
2017-02-02,143.86041259765625
2017-02-03,144.00582885742188
2017-02-06,142.90220642089844
2017-02-07,143.3214111328125
2017-02-08,144.4794921875
2017-02-09,146.65846252441406
2017-02-10,147.5506134033203
2017-02-13,147.51629638671875
2017-02-14,148.9489288330078
2017-02-15,150.12416076660156
2017-02-16,150.76756286621094
2017-02-17,150.8619842529297
2017-02-21,151.78842163085938
2017-02-22,151.4195556640625
2017-02-23,150.85336303710938
2017-02-24,152.3202667236328
2017-02-27,152.3717041015625
2017-02-28,151.99429321289062
2017-03-01,152.5776824951172
2017-03-02,152.68057250976562
2017-03-03,146.05795288085938
2017-03-06,143.02967834472656
2017-03-07,143.2613983154297
2017-03-08,142.609375
2017-03-09,142.2061767578125
2017-03-10,141.863037109375
2017-03-13,141.15960693359375
2017-03-14,141.7515106201172
2017-03-15,142.86672973632812
2017-03-16,143.31280517578125
2017-03-17,143.95620727539062
2017-03-20,143.63880920410156
2017-03-21,143.07261657714844
2017-03-22,143.8446807861328
2017-03-23,143.17555236816406
2017-03-24,142.42066955566406
2017-03-27,142.5321502685547
2017-03-28,143.0640869140625
2017-03-29,143.6302490234375
2017-03-30,144.02484130859375
2017-03-31,143.853271484375
2017-04-03,143.00401306152344
2017-04-04,143.4757843017578
2017-04-05,143.2613983154297
2017-04-06,145.85211181640625
2017-04-07,146.36672973632812
2017-04-10,146.8815155029297
2017-04-11,146.37535095214844
2017-04-12,145.9807586669922
2017-04-13,144.8397979736328
2017-04-17,145.57752990722656
2017-04-18,145.94642639160156
2017-04-19,145.8863525390625
2017-04-20,145.963623046875
2017-04-21,146.4954833984375
2017-04-24,147.8336944580078
2017-04-25,148.1339111328125
2017-04-26,151.66831970214844
2017-04-27,152.2258758544922
2017-04-28,152.28602600097656
2017-05-01,152.5776824951172
2017-05-02,153.20387268066406
2017-05-03,154.259033203125
2017-05-04,156.51515197753906
2017-05-05,154.58497619628906
2017-05-08,154.08518981933594
2017-05-09,154.12091064453125
2017-05-10,153.3779754638672
2017-05-11,153.29739379882812
2017-05-12,152.95726013183594
2017-05-15,153.5748748779297
2017-05-16,153.0646209716797
2017-05-17,151.40867614746094
2017-05-18,152.81399536132812
2017-05-19,153.63751220703125
2017-05-22,154.31781005859375
2017-05-23,154.38043212890625
2017-05-24,154.86383056640625
2017-05-25,156.40338134765625
2017-05-26,159.2051239013672
2017-05-30,160.1539306640625
2017-05-31,161.50558471679688
2017-06-01,161.6846160888672
2017-06-02,161.98895263671875
2017-06-05,162.98252868652344
2017-06-06,162.41856384277344
2017-06-07,163.08993530273438
2017-06-08,162.38275146484375
2017-06-09,161.46083068847656
2017-06-12,160.79843139648438
2017-06-13,161.57716369628906
2017-06-14,162.61549377441406
2017-06-15,161.17442321777344
2017-06-16,149.5826873779297
2017-06-19,147.10317993164062
2017-06-20,145.81422424316406
2017-06-21,146.03797912597656
2017-06-22,143.03041076660156
2017-06-23,140.64938354492188
2017-06-26,143.39739990234375
2017-06-27,142.5559844970703
2017-06-28,143.37054443359375
2017-06-29,142.0368194580078
2017-06-30,143.15567016601562
2017-07-03,142.16217041015625
2017-07-05,141.44607543945312
2017-07-06,140.61358642578125
2017-07-07,137.94615173339844
2017-07-10,135.16238403320312
2017-07-11,135.26084899902344
2017-07-12,135.8336944580078
2017-07-13,137.4896697998047
2017-07-14,136.95257568359375
2017-07-17,136.8093719482422
2017-07-18,135.60987854003906
2017-07-19,135.37718200683594
2017-07-20,135.15338134765625
2017-07-21,134.66107177734375
2017-07-24,135.16238403320312
2017-07-25,137.104736328125
2017-07-26,136.1380615234375
2017-07-27,136.52291870117188
2017-07-28,136.8541259765625
2017-07-31,141.88467407226562
2017-08-01,142.96774291992188
2017-08-02,144.3640899658203
2017-08-03,141.3476104736328
2017-08-04,140.03176879882812
2017-08-07,140.48828125
2017-08-08,141.20440673828125
2017-08-09,140.4077606201172
2017-08-10,140.21078491210938
2017-08-11,140.21974182128906
2017-08-14,141.3476104736328
2017-08-15,140.4256591796875
2017-08-16,143.4608154296875
2017-08-17,142.39218139648438
2017-08-18,141.05421447753906
2017-08-21,141.0452880859375
2017-08-22,142.50897216796875
2017-08-23,143.11061096191406
2017-08-24,135.8908233642578
2017-08-25,136.89657592773438
2017-08-28,136.9863739013672
2017-08-29,137.89332580566406
2017-08-30,138.68359375
2017-08-31,140.74893188476562
2017-09-01,142.09585571289062
2017-09-05,142.90406799316406
2017-09-06,142.6526336669922
2017-09-07,143.02975463867188
2017-09-08,141.26077270507812
2017-09-11,141.3056640625
2017-09-12,143.7122039794922
2017-09-13,146.36123657226562
2017-09-14,145.80450439453125
2017-09-15,145.74166870117188
2017-09-18,144.4934539794922
2017-09-19,145.07711791992188
