,APTV
2014-09-05,55.361026763916016
2014-09-08,56.09152603149414
2014-09-09,55.9579963684082
2014-09-10,55.659507751464844
2014-09-11,55.353172302246094
2014-09-12,55.11751937866211
2014-09-15,54.26133728027344
2014-09-16,52.816043853759766
2014-09-17,52.289772033691406
2014-09-18,51.755638122558594
2014-09-19,51.40217590332031
2014-09-22,51.064414978027344
2014-09-23,50.51457595825195
2014-09-24,50.71094512939453
2014-09-25,50.46745300292969
2014-09-26,50.373191833496094
2014-09-29,49.328495025634766
2014-09-30,48.18168258666992
2014-10-01,48.056007385253906
2014-10-02,49.108558654785156
2014-10-03,49.68196105957031
2014-10-06,49.85477066040039
2014-10-07,49.25779724121094
2014-10-08,49.564144134521484
2014-10-09,48.5115966796875
2014-10-10,47.404056549072266
2014-10-13,45.79380798339844
2014-10-14,48.28379821777344
2014-10-15,48.37019729614258
2014-10-16,48.9671745300293
2014-10-17,49.55628967285156
2014-10-20,49.886192321777344
2014-10-21,51.01728439331055
2014-10-22,50.600990295410156
2014-10-23,51.60639572143555
2014-10-24,52.45473098754883
2014-10-27,52.53327560424805
2014-10-28,54.08854293823242
2014-10-29,53.19307327270508
2014-10-30,53.20878219604492
2014-10-31,54.18278503417969
2014-11-03,54.26920700073242
2014-11-04,53.758628845214844
2014-11-05,54.93685531616211
2014-11-06,55.321754455566406
2014-11-07,54.856658935546875
2014-11-10,55.07737731933594
2014-11-11,55.36905288696289
2014-11-12,55.53459548950195
2014-11-13,55.739540100097656
2014-11-14,55.71589660644531
2014-11-17,55.84989929199219
2014-11-18,56.55147933959961
2014-11-19,56.046966552734375
2014-11-20,56.07849884033203
2014-11-21,56.65395736694336
2014-11-24,57.39493942260742
2014-11-25,56.66183853149414
2014-11-26,56.5830078125
2014-11-28,57.50529479980469
2014-12-01,57.46588134765625
2014-12-02,57.71025466918945
2014-12-03,58.443355560302734
2014-12-04,57.852142333984375
2014-12-05,57.852142333984375
2014-12-08,57.33975601196289
2014-12-09,57.4185791015625
2014-12-10,55.88931655883789
