,WFC
2014-10-20,36.649261474609375
2014-10-21,37.59566879272461
2014-10-22,37.38701629638672
2014-10-23,37.70745086669922
2014-10-24,38.154571533203125
2014-10-27,38.236549377441406
2014-10-28,38.586795806884766
2014-10-29,38.877418518066406
2014-10-30,39.093536376953125
2014-10-31,39.56301498413086
2014-11-03,39.771671295166016
2014-11-04,39.6971549987793
2014-11-05,40.15473556518555
2014-11-06,40.552310943603516
2014-11-07,40.38727951049805
2014-11-10,40.379783630371094
2014-11-11,40.19224548339844
2014-11-12,40.162235260009766
2014-11-13,40.049720764160156
2014-11-14,40.01970291137695
2014-11-17,40.08721923828125
2014-11-18,39.959712982177734
2014-11-19,40.02721405029297
2014-11-20,40.117225646972656
2014-11-21,40.364784240722656
2014-11-24,40.58230972290039
2014-11-25,40.41728591918945
2014-11-26,40.717342376708984
2014-11-28,40.86735916137695
2014-12-01,40.372283935546875
2014-12-02,40.67231750488281
2014-12-03,40.79985046386719
2014-12-04,40.88237380981445
2014-12-05,41.279930114746094
2014-12-08,41.08488845825195
2014-12-09,41.12990951538086
2014-12-10,40.70232391357422
2014-12-11,40.829856872558594
2014-12-12,40.28226089477539
2014-12-15,39.89969253540039
2014-12-16,39.58463668823242
2014-12-17,40.349761962890625
2014-12-18,41.414955139160156
2014-12-19,40.84486389160156
2014-12-22,41.23492431640625
2014-12-23,41.60999298095703
2014-12-24,41.512481689453125
2014-12-26,41.46746826171875
2014-12-29,41.790035247802734
2014-12-30,41.572486877441406
2014-12-31,41.12240219116211
2015-01-02,41.03238296508789
2015-01-05,39.907188415527344
2015-01-06,39.07453155517578
2015-01-07,39.30707931518555
2015-01-08,40.17723846435547
2015-01-09,39.517112731933594
2015-01-12,39.044525146484375
2015-01-13,38.894508361816406
2015-01-14,38.444419860839844
2015-01-15,38.04685592651367
2015-01-16,38.73698043823242
2015-01-20,39.00701904296875
2015-01-21,39.082035064697266
2015-01-22,40.334774017333984
2015-01-23,39.952205657958984
2015-01-26,40.19224548339844
2015-01-27,39.734657287597656
2015-01-28,39.12704086303711
2015-01-29,39.57712936401367
2015-01-30,38.9470329284668
2015-02-02,39.61463165283203
2015-02-03,40.094722747802734
2015-02-04,40.0418701171875
2015-02-05,40.52511215209961
2015-02-06,41.114078521728516
2015-02-09,40.932865142822266
2015-02-10,41.204689025878906
2015-02-11,40.69878387451172
2015-02-12,41.42366027832031
2015-02-13,41.77854919433594
2015-02-17,41.808753967285156
2015-02-18,41.16694641113281
2015-02-19,41.197139739990234
2015-02-20,41.400997161865234
2015-02-23,41.60487365722656
2015-02-24,41.808753967285156
2015-02-25,41.77854919433594
2015-02-26,41.64263153076172
2015-02-27,41.37080383300781
2015-03-02,41.94466781616211
2015-03-03,41.86916732788086
2015-03-04,41.39344024658203
2015-03-05,41.4085693359375
2015-03-06,41.21979904174805
2015-03-09,41.28020477294922
2015-03-10,40.238182067871094
2015-03-11,40.547767639160156
2015-03-12,41.9748649597168
2015-03-13,41.78609848022461
2015-03-16,42.08058166503906
2015-03-17,42.21649932861328
2015-03-18,42.412818908691406
2015-03-19,41.91447067260742
2015-03-20,42.2919921875
2015-03-23,42.11832809448242
2015-03-24,41.79365539550781
2015-03-25,41.182037353515625
2015-03-26,41.151832580566406
2015-03-27,40.864898681640625
2015-03-30,41.35570526123047
2015-03-31,41.07632827758789
2015-04-01,40.7289924621582
2015-04-02,41.053672790527344
2015-04-06,40.834693908691406
2015-04-07,40.789405822753906
2015-04-08,40.774288177490234
2015-04-09,40.91776657104492
2015-04-10,41.01593780517578
2015-04-13,41.21979904174805
2015-04-14,40.91776657104492
2015-04-15,41.38591384887695
2015-04-16,41.38591384887695
2015-04-17,40.81205368041992
2015-04-20,41.04612731933594
2015-04-21,40.985713958740234
2015-04-22,41.28020477294922
2015-04-23,41.42366027832031
2015-04-24,41.30284118652344
2015-04-27,41.506717681884766
2015-04-28,41.838951110839844
2015-04-29,41.876708984375
2015-04-30,41.60487365722656
2015-05-01,41.6728401184082
2015-05-04,42.08058166503906
2015-05-05,42.07303237915039
2015-05-06,41.74993896484375
2015-05-07,41.66633987426758
2015-05-08,42.60898208618164
2015-05-11,42.19846725463867
2015-05-12,42.168060302734375
2015-05-13,42.266883850097656
2015-05-14,42.60136795043945
2015-05-15,42.20606231689453
2015-05-18,42.38090133666992
2015-05-19,42.87503433227539
2015-05-20,42.63178253173828
2015-05-21,42.578556060791016
2015-05-22,42.570960998535156
2015-05-26,42.31249237060547
2015-05-27,42.624176025390625
2015-05-28,42.73060607910156
2015-05-29,42.540550231933594
2015-06-01,42.60136795043945
2015-06-02,42.707801818847656
2015-06-03,43.26274490356445
2015-06-04,42.67738342285156
2015-06-05,43.0346794128418
2015-06-08,42.66218566894531
2015-06-09,43.103111267089844
2015-06-10,43.49079895019531
2015-06-11,43.52880096435547
2015-06-12,43.399566650390625
2015-06-15,43.315956115722656
2015-06-16,43.498409271240234
2015-06-17,43.46039581298828
2015-06-18,43.86328887939453
2015-06-19,43.36916732788086
2015-06-22,44.02292251586914
2015-06-23,44.00773620605469
2015-06-24,43.741661071777344
2015-06-25,43.46039581298828
2015-06-26,43.66563415527344
2015-06-29,42.616573333740234
2015-06-30,42.75341033935547
2015-07-01,43.26274490356445
2015-07-02,43.13351058959961
2015-07-06,42.905433654785156
2015-07-07,42.761009216308594
2015-07-08,42.00081253051758
2015-07-09,42.19085693359375
2015-07-10,42.63178253173828
2015-07-13,43.13351058959961
2015-07-14,43.521217346191406
2015-07-15,43.92410659790039
2015-07-16,44.220584869384766
2015-07-17,44.04573440551758
2015-07-20,44.129364013671875
2015-07-21,44.053348541259766
2015-07-22,44.486663818359375
2015-07-23,44.250999450683594
2015-07-24,43.92410659790039
2015-07-27,43.77967834472656
2015-07-28,43.6352424621582
2015-07-29,44.06094741821289
2015-07-30,44.20538330078125
2015-07-31,43.99252700805664
2015-08-03,44.02292251586914
2015-08-04,43.95452117919922
2015-08-05,44.11138153076172
2015-08-06,44.019561767578125
2015-08-07,43.9736328125
2015-08-10,44.333274841308594
2015-08-11,43.77470397949219
2015-08-12,43.3997688293457
2015-08-13,43.52985382080078
2015-08-14,43.86653137207031
2015-08-17,43.881832122802734
2015-08-18,44.027198791503906
2015-08-19,43.65992736816406
2015-08-20,42.94068145751953
2015-08-21,41.29558181762695
2015-08-24,39.21435546875
2015-08-25,38.273223876953125
2015-08-26,40.01778030395508
2015-08-27,41.34150695800781
2015-08-28,40.96657180786133
2015-08-31,40.8058967590332
2015-09-01,39.01542663574219
2015-09-02,39.780574798583984
2015-09-03,40.11725997924805
2015-09-04,39.24496078491211
2015-09-08,40.49982452392578
2015-09-09,39.93360137939453
2015-09-10,40.21672058105469
2015-09-11,40.26262283325195
2015-09-14,40.377410888671875
2015-09-15,40.91300964355469
2015-09-16,41.10430145263672
2015-09-17,39.948909759521484
2015-09-18,39.05366897583008
2015-09-21,39.44391632080078
2015-09-22,38.78588104248047
2015-09-23,38.85472869873047
2015-09-24,38.67875671386719
2015-09-25,39.390350341796875
2015-09-28,38.54102325439453
2015-09-29,38.93891906738281
2015-09-30,39.29087829589844
2015-10-01,39.359745025634766
2015-10-02,39.222015380859375
2015-10-05,40.10194778442383
2015-10-06,39.811180114746094
2015-10-07,39.93360137939453
2015-10-08,40.201412200927734
2015-10-09,39.89534378051758
2015-10-12,39.925960540771484
2015-10-13,39.681114196777344
2015-10-14,39.40564727783203
2015-10-15,40.31618118286133
2015-10-16,40.46156692504883
2015-10-19,40.21672058105469
2015-10-20,40.61460876464844
2015-10-21,40.64520263671875
2015-10-22,41.36445617675781
2015-10-23,41.892417907714844
2015-10-26,41.54043960571289
2015-10-27,41.41035842895508
2015-10-28,42.428016662597656
2015-10-29,42.15257263183594
2015-10-30,41.425662994384766
2015-11-02,41.968936920166016
2015-11-03,42.03014373779297
2015-11-04,42.04941177368164
2015-11-05,42.26512908935547
2015-11-06,43.02783966064453
2015-11-09,42.73508071899414
2015-11-10,43.074066162109375
2015-11-11,42.98930358886719
2015-11-12,42.50395584106445
2015-11-13,42.04170227050781
2015-11-16,42.580989837646484
2015-11-17,42.3421630859375
2015-11-18,42.889156341552734
2015-11-19,43.12028884887695
2015-11-20,43.00471878051758
2015-11-23,42.835235595703125
2015-11-24,42.588687896728516
2015-11-25,42.54246139526367
2015-11-27,42.67344284057617
2015-11-30,42.45002365112305
2015-12-01,42.91998291015625
2015-12-02,42.43460464477539
2015-12-03,41.756649017333984
2015-12-04,42.889156341552734
2015-12-07,42.69655227661133
2015-12-08,41.91072463989258
2015-12-09,41.69500732421875
2015-12-10,41.86449432373047
2015-12-11,41.07097625732422
2015-12-14,40.98622512817383
2015-12-15,42.30364227294922
2015-12-16,43.02783966064453
2015-12-17,42.73508071899414
2015-12-18,41.440773010253906
2015-12-21,41.61796188354492
2015-12-22,41.86449432373047
2015-12-23,42.403804779052734
2015-12-24,42.23429870605469
2015-12-28,42.12644577026367
2015-12-29,42.596405029296875
2015-12-30,42.28823471069336
2015-12-31,41.879905700683594
2016-01-04,40.762794494628906
2016-01-05,40.74740219116211
2016-01-06,39.96927261352539
2016-01-07,38.829063415527344
2016-01-08,38.18190002441406
2016-01-11,38.5902214050293
2016-01-12,39.568660736083984
2016-01-13,38.312870025634766
2016-01-14,39.01395797729492
2016-01-15,37.61180114746094
2016-01-19,37.14183807373047
2016-01-20,36.87990188598633
2016-01-21,36.98775100708008
2016-01-22,37.76587677001953
2016-01-25,36.71810531616211
2016-01-26,37.18037033081055
2016-01-27,37.419185638427734
2016-01-28,37.68883514404297
2016-01-29,38.69810104370117
2016-02-01,38.47466278076172
2016-02-02,37.619510650634766
2016-02-03,36.95569610595703
2016-02-04,37.46034240722656
2016-02-05,37.15755844116211
2016-02-08,36.101680755615234
2016-02-09,36.062862396240234
2016-02-10,35.845481872558594
2016-02-11,35.06132888793945
2016-02-12,36.730560302734375
2016-02-16,37.45257568359375
2016-02-17,37.36717987060547
2016-02-18,37.05663299560547
2016-02-19,37.336116790771484
2016-02-22,38.19015121459961
2016-02-23,37.34389114379883
2016-02-24,36.963470458984375
2016-02-25,37.072147369384766
2016-02-26,37.320594787597656
2016-02-29,36.42775344848633
2016-03-01,37.82524871826172
2016-03-02,38.48515701293945
2016-03-03,38.640438079833984
2016-03-04,38.90440368652344
2016-03-07,38.873355865478516
2016-03-08,38.08144760131836
2016-03-09,37.87958526611328
2016-03-10,37.662208557128906
2016-03-11,38.873355865478516
2016-03-14,38.72584533691406
2016-03-15,38.80348587036133
2016-03-16,38.46187973022461
2016-03-17,38.609378814697266
2016-03-18,39.238258361816406
2016-03-21,39.33918380737305
2016-03-22,39.106266021728516
2016-03-23,38.632667541503906
2016-03-24,37.964996337890625
2016-03-28,37.8097038269043
2016-03-29,37.30507278442383
2016-03-30,37.77088928222656
2016-03-31,37.54574203491211
2016-04-01,37.61563491821289
2016-04-04,37.654441833496094
2016-04-05,36.88582992553711
2016-04-06,37.328369140625
2016-04-07,36.435523986816406
2016-04-08,36.54420852661133
2016-04-11,36.51316833496094
2016-04-12,37.08768081665039
2016-04-13,38.06591796875
2016-04-14,37.87958526611328
2016-04-15,37.46034240722656
2016-04-18,37.918418884277344
2016-04-19,38.72584533691406
2016-04-20,39.16837692260742
2016-04-21,38.85782241821289
2016-04-22,39.30036544799805
2016-04-25,39.2149658203125
2016-04-26,39.53327178955078
2016-04-27,39.541038513183594
2016-04-28,39.137325286865234
2016-04-29,38.80348587036133
2016-05-02,39.277069091796875
2016-05-03,38.81901168823242
2016-05-04,38.28703308105469
2016-05-05,38.302669525146484
2016-05-06,38.349613189697266
2016-05-09,38.240089416503906
2016-05-10,38.64690399169922
2016-05-11,38.396541595458984
2016-05-12,38.49042892456055
2016-05-13,37.73939514160156
2016-05-16,37.76287841796875
2016-05-17,37.25434494018555
2016-05-18,38.06015396118164
2016-05-19,37.848934173583984
2016-05-20,38.13837432861328
2016-05-23,38.099266052246094
2016-05-24,38.49042892456055
2016-05-25,39.50746154785156
2016-05-26,39.54656982421875
2016-05-27,39.781272888183594
2016-05-31,39.67955780029297
2016-06-01,39.89861297607422
2016-06-02,39.98467254638672
2016-06-03,39.264923095703125
2016-06-06,39.49962615966797
2016-06-07,39.327518463134766
2016-06-08,39.11629867553711
2016-06-09,38.44350051879883
2016-06-10,37.817630767822266
2016-06-13,37.528167724609375
2016-06-14,36.675437927246094
2016-06-15,36.597206115722656
2016-06-16,36.65196228027344
2016-06-17,36.45637893676758
2016-06-20,36.71455764770508
2016-06-21,36.94925308227539
2016-06-22,36.74583053588867
2016-06-23,37.48123550415039
2016-06-24,35.76011276245117
2016-06-27,35.21248245239258
2016-06-28,36.065223693847656
2016-06-29,36.74583053588867
2016-06-30,37.027488708496094
2016-07-01,36.792789459228516
2016-07-05,36.15128707885742
2016-07-06,36.495506286621094
2016-07-07,36.61284637451172
2016-07-08,37.387351989746094
2016-07-11,37.61422348022461
2016-07-12,37.82545471191406
2016-07-13,37.76287841796875
2016-07-14,38.28703308105469
2016-07-15,37.32476806640625
2016-07-18,37.770687103271484
2016-07-19,37.841102600097656
2016-07-20,38.02885437011719
2016-07-21,37.78633499145508
2016-07-22,37.80198287963867
2016-07-25,37.64551544189453
2016-07-26,37.528167724609375
2016-07-27,37.5516471862793
2016-07-28,37.65334701538086
2016-07-29,37.528167724609375
2016-08-01,37.40299606323242
2016-08-02,37.31694412231445
2016-08-03,37.514095306396484
2016-08-04,37.72701644897461
2016-08-05,38.38945007324219
2016-08-08,38.570831298828125
2016-08-09,38.58660125732422
2016-08-10,37.995147705078125
2016-08-11,38.042457580566406
2016-08-12,37.77433395385742
2016-08-15,38.066123962402344
2016-08-16,38.20018768310547
2016-08-17,38.33424758911133
2016-08-18,38.27115249633789
2016-08-19,38.36579132080078
2016-08-22,38.35002136230469
2016-08-23,38.1765251159668
2016-08-24,38.35002136230469
2016-08-25,38.15287780761719
2016-08-26,38.255393981933594
2016-08-29,39.08341979980469
2016-08-30,39.919342041015625
2016-08-31,40.06129455566406
2016-09-01,39.76952362060547
2016-09-02,39.8641357421875
2016-09-06,39.42253875732422
2016-09-07,39.249027252197266
2016-09-08,39.35155487060547
2016-09-09,38.420989990234375
2016-09-12,38.279048919677734
2016-09-13,37.03304672241211
2016-09-14,36.686058044433594
2016-09-15,36.39427185058594
2016-09-16,35.826473236083984
2016-09-19,36.28385925292969
2016-09-20,36.71759796142578
2016-09-21,36.14191436767578
2016-09-22,36.055171966552734
2016-09-23,36.07094955444336
2016-09-26,35.39273452758789
2016-09-27,35.55833435058594
2016-09-28,35.73183822631836
2016-09-29,34.99055099487305
2016-09-30,34.919559478759766
2016-10-03,34.5647087097168
2016-10-04,34.50161361694336
2016-10-05,35.47947692871094
2016-10-06,35.62932205200195
2016-10-07,35.74761199951172
2016-10-10,35.999977111816406
2016-10-11,35.842254638671875
2016-10-12,35.73972702026367
2016-10-13,35.29021453857422
2016-10-14,35.25867462158203
2016-10-17,35.09306716918945
2016-10-18,35.44792938232422
2016-10-19,35.692420959472656
2016-10-20,35.432159423828125
2016-10-21,35.55833435058594
2016-10-24,35.897457122802734
2016-10-25,36.055171966552734
2016-10-26,36.39427185058594
2016-10-27,36.59931182861328
2016-10-28,36.45735549926758
2016-10-31,36.28385925292969
2016-11-01,36.26810073852539
2016-11-02,35.97388458251953
2016-11-03,36.053401947021484
2016-11-04,35.4649658203125
2016-11-07,36.10110855102539
2016-11-08,36.21242904663086
2016-11-09,38.16062927246094
2016-11-10,41.05507278442383
2016-11-11,41.13459014892578
2016-11-14,42.31940841674805
2016-11-15,41.81844711303711
2016-11-16,41.09482955932617
2016-11-17,41.73892593383789
2016-11-18,42.0013313293457
2016-11-21,41.44470977783203
2016-11-22,41.524227142333984
2016-11-23,41.47651672363281
2016-11-25,41.84229278564453
2016-11-28,41.015323638916016
2016-11-29,41.23796463012695
2016-11-30,42.08084487915039
2016-12-01,43.209999084472656
2016-12-02,42.60567092895508
2016-12-05,43.21795654296875
2016-12-06,44.17217254638672
2016-12-07,45.54783248901367
2016-12-08,45.555789947509766
2016-12-09,45.43650817871094
2016-12-12,44.35505294799805
2016-12-13,44.402774810791016
2016-12-14,43.49626922607422
2016-12-15,43.885902404785156
2016-12-16,44.00517654418945
2016-12-19,43.90975570678711
2016-12-20,44.609527587890625
2016-12-21,44.299415588378906
2016-12-22,44.331199645996094
2016-12-23,44.49818420410156
2016-12-27,44.490234375
2016-12-28,43.98929214477539
2016-12-29,43.60759735107422
2016-12-30,43.822296142578125
2017-01-03,44.530006408691406
2017-01-04,44.569766998291016
2017-01-05,43.87795639038086
2017-01-06,43.766639709472656
2017-01-09,43.1304931640625
2017-01-10,43.432655334472656
2017-01-11,43.575782775878906
2017-01-12,43.33723068237305
2017-01-13,43.98133087158203
2017-01-17,42.76469421386719
2017-01-18,43.15433120727539
2017-01-19,43.400856018066406
2017-01-20,43.79047775268555
2017-01-23,43.13844299316406
2017-01-24,43.49626922607422
2017-01-25,45.02301025390625
2017-01-26,45.46830368041992
2017-01-27,44.99916458129883
2017-01-30,44.593624114990234
2017-01-31,44.79240798950195
2017-02-01,44.760398864746094
2017-02-02,44.632286071777344
2017-02-03,45.84917068481445
2017-02-06,45.27275848388672
2017-02-07,45.1046257019043
2017-02-08,44.536224365234375
2017-02-09,45.4168586730957
2017-02-10,45.52092742919922
2017-02-13,45.69707107543945
2017-02-14,46.417579650878906
2017-02-15,46.87390899658203
2017-02-16,46.52967071533203
2017-02-17,46.50564956665039
2017-02-21,46.63374328613281
2017-02-22,46.72181701660156
2017-02-23,46.82588577270508
2017-02-24,46.28148651123047
2017-02-27,46.48163986206055
2017-02-28,46.337528228759766
2017-03-01,47.818599700927734
2017-03-02,47.00200653076172
2017-03-03,47.146114349365234
2017-03-06,46.92194366455078
2017-03-07,46.673763275146484
2017-03-08,46.60172653198242
2017-03-09,46.99399948120117
2017-03-10,47.11408615112305
2017-03-13,46.99399948120117
2017-03-14,47.04204177856445
2017-03-15,47.00200653076172
2017-03-16,47.4903564453125
2017-03-17,46.9699821472168
2017-03-20,46.13738250732422
2017-03-21,44.71235656738281
2017-03-22,44.29604721069336
2017-03-23,44.23200988769531
2017-03-24,44.696353912353516
2017-03-27,44.34408950805664
2017-03-28,44.80040740966797
2017-03-29,44.568241119384766
2017-03-30,45.02458190917969
2017-03-31,44.560245513916016
2017-04-03,44.42414855957031
2017-04-04,44.19196701049805
2017-04-05,44.01585388183594
2017-04-06,44.328067779541016
2017-04-07,43.903770446777344
2017-04-10,43.66358947753906
2017-04-11,43.359375
2017-04-12,42.52676010131836
2017-04-13,41.10974884033203
2017-04-17,42.2065315246582
2017-04-18,41.990379333496094
2017-04-19,41.75020217895508
2017-04-20,42.83099365234375
2017-04-21,42.430694580078125
2017-04-24,42.95106887817383
2017-04-25,43.67960739135742
2017-04-26,43.66358947753906
2017-04-27,43.583534240722656
2017-04-28,43.10319137573242
2017-05-01,43.59954071044922
2017-05-02,43.66358947753906
2017-05-03,44.219871520996094
2017-05-04,44.48591995239258
2017-05-05,44.42947769165039
2017-05-08,44.37306213378906
2017-05-09,44.08280944824219
2017-05-10,44.11506271362305
2017-05-11,43.32499694824219
2017-05-12,42.74452209472656
2017-05-15,42.98638916015625
2017-05-16,42.938018798828125
2017-05-17,42.11570358276367
2017-05-18,42.22855758666992
2017-05-19,42.77677536010742
2017-05-22,42.736473083496094
2017-05-23,43.042823791503906
2017-05-24,42.800968170166016
2017-05-25,42.551048278808594
2017-05-26,42.25275421142578
2017-05-30,42.051204681396484
2017-05-31,41.228878021240234
2017-06-01,41.98670196533203
2017-06-02,41.7690315246582
2017-06-05,41.69647979736328
2017-06-06,41.7690315246582
2017-06-07,41.99477767944336
2017-06-08,42.37368392944336
2017-06-09,43.373355865478516
2017-06-12,43.6071662902832
2017-06-13,43.897396087646484
2017-06-14,43.961891174316406
2017-06-15,43.45398712158203
2017-06-16,43.44591522216797
2017-06-19,43.72809600830078
2017-06-20,43.09925842285156
2017-06-21,42.71226501464844
2017-06-22,42.31724548339844
2017-06-23,42.28499984741211
2017-06-26,42.64778137207031
2017-06-27,42.857398986816406
2017-06-28,43.80064392089844
2017-06-29,44.96961975097656
2017-06-30,44.67134094238281
2017-07-03,44.96961975097656
2017-07-05,44.96961975097656
2017-07-06,44.79227066040039
2017-07-07,44.93738555908203
2017-07-10,44.816463470458984
2017-07-11,44.37306213378906
2017-07-12,44.47784423828125
2017-07-13,44.82451629638672
2017-07-14,44.332740783691406
2017-07-17,44.10700225830078
2017-07-18,44.1795539855957
2017-07-19,44.29241943359375
2017-07-20,44.244056701660156
2017-07-21,43.67165756225586
2017-07-24,43.752262115478516
2017-07-25,44.3891716003418
2017-07-26,44.26824188232422
2017-07-27,44.10700225830078
2017-07-28,42.97026824951172
2017-07-31,43.48622512817383
2017-08-01,43.59909439086914
2017-08-02,43.54225158691406
2017-08-03,43.36360549926758
2017-08-04,42.908851623535156
2017-08-07,42.66523361206055
2017-08-08,42.80328369140625
2017-08-09,42.868255615234375
2017-08-10,42.186126708984375
2017-08-11,42.17800521850586
2017-08-14,42.908851623535156
2017-08-15,42.91697311401367
2017-08-16,42.78704071044922
2017-08-17,42.06432342529297
2017-08-18,41.96687698364258
2017-08-21,42.08056640625
2017-08-22,42.40538787841797
2017-08-23,42.25109100341797
2017-08-24,42.35665512084961
2017-08-25,42.03996276855469
2017-08-28,41.92626953125
2017-08-29,41.7557373046875
2017-08-30,41.707008361816406
2017-08-31,41.47153091430664
2017-09-01,41.39030838012695
2017-09-05,40.683834075927734
2017-09-06,40.50518035888672
2017-09-07,40.342777252197266
2017-09-08,40.261566162109375
2017-09-11,41.138572692871094
2017-09-12,41.87754440307617
2017-09-13,41.7882194519043
2017-09-14,41.650169372558594
