,AES
2014-09-29,10.007226943969727
2014-09-30,9.986100196838379
2014-10-01,10.000182151794434
2014-10-02,9.957931518554688
2014-10-03,9.957931518554688
2014-10-06,10.070608139038086
2014-10-07,10.028351783752441
2014-10-08,9.887506484985352
2014-10-09,9.48608684539795
2014-10-10,9.331158638000488
2014-10-13,9.253692626953125
2014-10-14,9.30298900604248
2014-10-15,9.042418479919434
2014-10-16,9.141011238098145
2014-10-17,9.359325408935547
2014-10-20,9.408626556396484
2014-10-21,9.514261245727539
2014-10-22,9.59876823425293
2014-10-23,9.570598602294922
2014-10-24,9.669190406799316
2014-10-27,9.450879096984863
2014-10-28,9.577641487121582
2014-10-29,9.443835258483887
2014-10-30,9.86089038848877
2014-10-31,9.94571590423584
2014-11-03,9.981060981750488
2014-11-04,9.726587295532227
2014-11-05,9.86089038848877
2014-11-06,9.23177433013916
2014-11-07,9.514522552490234
2014-11-10,9.634692192077637
2014-11-11,9.535727500915527
2014-11-12,9.500385284423828
2014-11-13,9.677102088928223
2014-11-14,9.521589279174805
2014-11-17,9.726587295532227
2014-11-18,9.712448120117188
2014-11-19,9.839685440063477
2014-11-20,9.84675121307373
2014-11-21,9.966923713684082
2014-11-24,9.952784538269043
2014-11-25,9.839685440063477
2014-11-26,9.768998146057129
2014-11-28,9.804344177246094
2014-12-01,9.648829460144043
2014-12-02,9.783134460449219
2014-12-03,9.76192855834961
2014-12-04,9.712448120117188
2014-12-05,9.670034408569336
2014-12-08,9.613487243652344
2014-12-09,9.797272682189941
2014-12-10,9.443839073181152
2014-12-11,9.33780574798584
2014-12-12,9.394351959228516
2014-12-15,9.196430206298828
2014-12-16,9.040916442871094
2014-12-17,9.281256675720215
2014-12-18,9.33780574798584
2014-12-19,9.54279899597168
2014-12-22,9.65589427947998
2014-12-23,9.648829460144043
2014-12-24,9.76192855834961
2014-12-26,10.051745414733887
2014-12-29,10.1577787399292
2014-12-30,9.91037368774414
2014-12-31,9.733654022216797
2015-01-02,9.684171676635742
2015-01-05,9.408493041992188
2015-01-06,9.196430206298828
2015-01-07,9.210564613342285
2015-01-08,9.351940155029297
2015-01-09,9.118673324584961
2015-01-12,9.104537010192871
2015-01-13,9.203499794006348
2015-01-14,9.288324356079102
2015-01-15,9.26004695892334
2015-01-16,9.450904846191406
2015-01-20,9.252981185913086
2015-01-21,9.33073616027832
2015-01-22,9.1328125
2015-01-23,8.963162422180176
2015-01-26,8.998501777648926
2015-01-27,8.998501777648926
2015-01-28,8.708686828613281
2015-01-29,8.793512344360352
2015-01-30,8.707999229431152
2015-02-02,8.807762145996094
2015-02-03,8.893274307250977
2015-02-04,8.921777725219727
2015-02-05,9.028672218322754
2015-02-06,8.601110458374023
2015-02-09,8.4443359375
2015-02-10,8.665242195129395
2015-02-11,8.50134563446045
2015-02-12,8.451462745666504
2015-02-13,8.451462745666504
2015-02-17,8.294690132141113
2015-02-18,8.430082321166992
2015-02-19,8.4443359375
2015-02-20,8.472840309143066
2015-02-23,8.494217872619629
2015-02-24,8.636739730834961
2015-02-25,8.551224708557129
2015-02-26,9.000167846679688
2015-02-27,9.242449760437012
2015-03-02,9.014418601989746
2015-03-03,9.263829231262207
2015-03-04,9.085675239562988
2015-03-05,9.050048828125
2015-03-06,8.715124130249023
2015-03-09,8.686620712280273
2015-03-10,8.636739730834961
2015-03-11,8.586857795715332
2015-03-12,8.622488021850586
2015-03-13,8.494217872619629
2015-03-16,8.55835247039795
2015-03-17,8.686620712280273
2015-03-18,9.007291793823242
2015-03-19,8.921777725219727
2015-03-20,9.149812698364258
2015-03-23,9.178316116333008
2015-03-24,9.042922019958496
2015-03-25,8.9075288772583
2015-03-26,8.879021644592285
2015-03-27,8.893274307250977
2015-03-30,9.078551292419434
2015-03-31,9.156937599182129
2015-04-01,9.14268684387207
2015-04-02,9.149812698364258
2015-04-06,9.49898910522461
2015-04-07,9.363595962524414
2015-04-08,9.34933853149414
2015-04-09,9.299460411071777
2015-04-10,9.406351089477539
2015-04-13,9.242449760437012
2015-04-14,9.456231117248535
2015-04-15,9.513238906860352
2015-04-16,9.463356018066406
2015-04-17,9.377845764160156
2015-04-20,9.434853553771973
2015-04-21,9.49898910522461
2015-04-22,9.662887573242188
2015-04-23,9.484736442565918
2015-04-24,9.591625213623047
2015-04-27,9.441978454589844
2015-04-28,9.541742324829102
2015-04-29,9.584498405456543
2015-04-30,9.441978454589844
2015-05-01,9.528141021728516
2015-05-04,9.793807983398438
2015-05-05,9.67892837524414
2015-05-06,9.65738582611084
2015-05-07,9.72200870513916
2015-05-08,9.808167457580566
2015-05-11,9.822527885437012
2015-05-12,9.844070434570312
2015-05-13,9.592767715454102
2015-05-14,9.72200870513916
2015-05-15,9.836888313293457
2015-05-18,9.86561107635498
2015-05-19,9.779448509216309
2015-05-20,9.786630630493164
2015-05-21,9.894332885742188
2015-05-22,9.836888313293457
2015-05-26,9.635843276977539
2015-05-27,9.65020751953125
2015-05-28,9.5712251663208
2015-05-29,9.765089988708496
2015-06-01,9.793807983398438
2015-06-02,9.65738582611084
2015-06-03,9.441978454589844
2015-06-04,9.348637580871582
2015-06-05,9.441978454589844
2015-06-08,9.391714096069336
2015-06-09,9.70046615600586
2015-06-10,9.564045906066895
2015-06-11,9.707646369934082
2015-06-12,9.585582733154297
2015-06-15,9.65020751953125
2015-06-16,9.750728607177734
2015-06-17,9.815350532531738
2015-06-18,9.944594383239746
2015-06-19,9.944594383239746
2015-06-22,10.009214401245117
2015-06-23,9.844070434570312
2015-06-24,9.793807983398438
2015-06-25,9.714827537536621
2015-06-26,9.664565086364746
2015-06-29,9.4491605758667
2015-06-30,9.520963668823242
2015-07-01,9.470698356628418
2015-07-02,9.549683570861816
2015-07-06,9.477880477905273
2015-07-07,9.506598472595215
2015-07-08,9.2696533203125
2015-07-09,9.341456413269043
2015-07-10,9.40607738494873
2015-07-13,9.370177268981934
2015-07-14,9.420439720153809
2015-07-15,9.463522911071777
2015-07-16,9.585582733154297
2015-07-17,9.48505973815918
2015-07-20,9.391714096069336
2015-07-21,9.291193008422852
2015-07-22,9.456342697143555
2015-07-23,9.291193008422852
2015-07-24,9.183490753173828
2015-07-27,9.284013748168945
2015-07-28,9.169130325317383
2015-07-29,9.212213516235352
2015-07-30,9.183268547058105
2015-07-31,9.262866973876953
2015-08-03,9.212210655212402
2015-08-04,9.089189529418945
2015-08-05,9.11090087890625
2015-08-06,9.11813735961914
2015-08-07,9.147082328796387
2015-08-10,9.176030158996582
2015-08-11,8.93722152709961
2015-08-12,9.451021194458008
2015-08-13,9.161556243896484
2015-08-14,9.270103454589844
2015-08-17,9.313525199890137
2015-08-18,9.277342796325684
2015-08-19,9.074719429016113
2015-08-20,8.908275604248047
2015-08-21,8.683939933776855
2015-08-24,8.343817710876465
2015-08-25,8.20632266998291
2015-08-26,8.430659294128418
2015-08-27,8.589863777160645
2015-08-28,8.756308555603027
2015-08-31,8.683939933776855
2015-09-01,8.278687477111816
2015-09-02,8.191850662231445
2015-09-03,8.278687477111816
2015-09-04,7.98198938369751
2015-09-08,8.191850662231445
2015-09-09,8.177377700805664
2015-09-10,8.13395881652832
2015-09-11,8.054350852966309
2015-09-14,8.010933876037598
2015-09-15,8.04711627960205
2015-09-16,8.090535163879395
2015-09-17,8.083301544189453
2015-09-18,7.916858673095703
2015-09-21,7.801074028015137
2015-09-22,7.583975315093994
2015-09-23,7.33792781829834
2015-09-24,7.236616134643555
2015-09-25,7.20767068862915
2015-09-28,7.099124431610107
2015-09-29,6.8458404541015625
2015-09-30,7.084648132324219
2015-10-01,7.1570143699646
2015-10-02,7.301746845245361
2015-10-05,7.432004928588867
2015-10-06,7.569500923156738
2015-10-07,7.620156288146973
2015-10-08,7.78660249710083
2015-10-09,7.757655620574951
2015-10-12,7.750417232513428
2015-10-13,7.6925225257873535
2015-10-14,7.649104118347168
2015-10-15,7.801074028015137
2015-10-16,7.801074028015137
2015-10-19,7.772125244140625
2015-10-20,7.87343692779541
2015-10-21,7.78660249710083
2015-10-22,7.989224910736084
2015-10-23,7.9964599609375
2015-10-26,7.87343692779541
2015-10-27,7.866201400756836
2015-10-28,8.04711627960205
2015-10-29,8.032510757446289
2015-10-30,7.995997905731201
2015-11-02,8.047119140625
2015-11-03,7.981396198272705
2015-11-04,7.901072978973389
2015-11-05,7.214657306671143
2015-11-06,7.448331832885742
2015-11-09,7.229260444641113
2015-11-10,7.353399753570557
2015-11-11,7.338797569274902
2015-11-12,7.1051225662231445
2015-11-13,7.156238079071045
2015-11-16,7.163543701171875
2015-11-17,6.9663777351379395
2015-11-18,7.1051225662231445
2015-11-19,6.988285541534424
2015-11-20,7.061309337615967
2015-11-23,7.054006099700928
2015-11-24,7.229260444641113
2015-11-25,7.214657306671143
2015-11-27,7.294983386993408
2015-11-30,7.294983386993408
2015-12-01,7.287679672241211
2015-12-02,7.010194301605225
2015-12-03,6.951776027679443
2015-12-04,6.805728435516357
2015-12-07,6.725405216217041
2015-12-08,6.718098163604736
2015-12-09,6.761916160583496
2015-12-10,6.776518821716309
2015-12-11,6.5501484870910645
2015-12-14,6.447917461395264
2015-12-15,6.754613399505615
2015-12-16,6.842238426208496
2015-12-17,6.718098163604736
2015-12-18,6.615869045257568
2015-12-21,6.6888933181762695
2015-12-22,6.783823013305664
2015-12-23,6.9663777351379395
2015-12-24,6.995587348937988
2015-12-28,6.907962799072266
2015-12-29,7.017496109008789
2015-12-30,6.937168598175049
2015-12-31,6.988285541534424
2016-01-04,6.886054039001465
2016-01-05,6.980983734130859
2016-01-06,6.740008354187012
2016-01-07,6.572054386138916
2016-01-08,6.666985034942627
2016-01-11,6.593963146209717
2016-01-12,6.389499664306641
2016-01-13,6.309173583984375
2016-01-14,6.462522029876709
2016-01-15,6.236151218414307
2016-01-19,6.3675923347473145
2016-01-20,6.294568061828613
2016-01-21,6.652380466461182
2016-01-22,6.69619607925415
2016-01-25,6.382196426391602
2016-01-26,6.601264953613281
2016-01-27,6.630473613739014
2016-01-28,6.6888933181762695
2016-01-29,7.021487236022949
2016-02-01,6.99192476272583
2016-02-02,6.866278648376465
2016-02-03,7.206263065338135
2016-02-04,7.24321985244751
2016-02-05,7.206263065338135
2016-02-08,6.977144718170166
2016-02-09,7.028880596160889
2016-02-10,7.043662071228027
2016-02-11,6.651936054229736
2016-02-12,6.777586460113525
2016-02-16,6.932797908782959
2016-02-17,7.110180377960205
2016-02-18,7.169309616088867
2016-02-19,6.954970836639404
2016-02-22,7.235830783843994
2016-02-23,7.0806169509887695
2016-02-24,7.413214683532715
2016-02-25,7.368870258331299
2016-02-26,7.294957637786865
2016-02-29,7.24321985244751
2016-03-01,7.479732513427734
2016-03-02,7.597990036010742
2016-03-03,7.723635673522949
2016-03-04,7.974935054779053
2016-03-07,8.048844337463379
2016-03-08,7.849286079406738
2016-03-09,7.760593891143799
2016-03-10,7.98971700668335
2016-03-11,8.063626289367676
2016-03-14,8.100580215454102
2016-03-15,8.107972145080566
2016-03-16,8.41839599609375
2016-03-17,8.521871566772461
2016-03-18,8.588390350341797
2016-03-21,8.529261589050293
2016-03-22,8.529261589050293
2016-03-23,8.351877212524414
2016-03-24,8.551435470581055
2016-03-28,8.433178901672363
2016-03-29,8.610562324523926
2016-03-30,8.588390350341797
2016-03-31,8.721427917480469
2016-04-01,8.551435470581055
2016-04-04,8.396224021911621
2016-04-05,8.18188190460205
2016-04-06,8.189274787902832
2016-04-07,8.0266695022583
2016-04-08,8.100580215454102
2016-04-11,8.144927978515625
2016-04-12,8.248398780822754
2016-04-13,8.300139427185059
2016-04-14,8.307534217834473
2016-04-15,8.314924240112305
2016-04-18,8.359269142150879
2016-04-19,8.499696731567383
2016-04-20,8.329705238342285
2016-04-21,8.211445808410645
2016-04-22,8.26318359375
2016-04-25,8.130144119262695
2016-04-26,8.285357475280762
2016-04-27,8.411004066467285
2016-04-28,8.299057006835938
2016-04-29,8.328907012939453
2016-05-02,8.433392524719238
2016-05-03,8.306520462036133
2016-05-04,8.328907012939453
2016-05-05,8.261738777160645
2016-05-06,8.269203186035156
2016-05-09,8.328907012939453
2016-05-10,8.545343399047852
2016-05-11,8.448318481445312
2016-05-12,8.41100788116455
2016-05-13,8.328907012939453
2016-05-16,8.29159164428711
2016-05-17,8.224425315856934
2016-05-18,8.0079927444458
2016-05-19,8.01545524597168
2016-05-20,8.127405166625977
2016-05-23,8.01545524597168
2016-05-24,8.14233112335205
2016-05-25,8.187110900878906
2016-05-26,8.127405166625977
2016-05-27,8.29159164428711
2016-05-31,8.276668548583984
2016-06-01,8.164721488952637
2016-06-02,8.090089797973633
2016-06-03,8.373689651489258
2016-06-06,8.500563621520996
2016-06-07,8.590124130249023
2016-06-08,8.530414581298828
2016-06-09,8.537879943847656
2016-06-10,8.358760833740234
2016-06-13,8.336373329162598
2016-06-14,8.299057006835938
2016-06-15,8.25427532196045
2016-06-16,8.403542518615723
2016-06-17,8.664753913879395
2016-06-20,8.843871116638184
2016-06-21,8.963281631469727
2016-06-22,8.948352813720703
2016-06-23,9.030450820922852
2016-06-24,8.873723030090332
2016-06-27,8.515490531921387
2016-06-28,8.799090385437012
2016-06-29,8.978205680847168
2016-06-30,9.314051628112793
2016-07-01,9.202101707458496
2016-07-05,9.105081558227539
2016-07-06,9.127473831176758
2016-07-07,9.030450820922852
2016-07-08,9.194639205932617
2016-07-11,9.366292953491211
2016-07-12,9.314051628112793
2016-07-13,9.42599868774414
2016-07-14,9.343902587890625
2016-07-15,9.42599868774414
2016-07-18,9.381220817565918
2016-07-19,9.336441993713379
2016-07-20,9.373754501342773
2016-07-21,9.396146774291992
2016-07-22,9.440926551818848
2016-07-25,9.455852508544922
2016-07-26,9.411072731018066
2016-07-27,9.231956481933594
2016-07-28,9.224424362182617
2016-07-29,9.299726486206055
2016-08-01,9.164182662963867
2016-08-02,9.171713829040527
2016-08-03,9.337376594543457
2016-08-04,9.344907760620117
2016-08-05,9.20936393737793
2016-08-08,9.171713829040527
2016-08-09,9.088881492614746
2016-08-10,9.171713829040527
2016-08-11,9.216896057128906
2016-08-12,9.201833724975586
2016-08-15,9.10394287109375
2016-08-16,9.036170959472656
2016-08-17,9.247015953063965
2016-08-18,9.412678718566895
2016-08-19,9.201833724975586
2016-08-22,9.254545211791992
2016-08-23,9.171713829040527
2016-08-24,9.096410751342773
2016-08-25,9.119003295898438
2016-08-26,9.051233291625977
2016-08-29,9.14912223815918
2016-08-30,9.051233291625977
2016-08-31,9.088881492614746
2016-09-01,9.043702125549316
2016-09-02,9.20936393737793
2016-09-06,9.668704986572266
2016-09-07,9.811774253845215
2016-09-08,9.751535415649414
2016-09-09,9.28466510772705
2016-09-12,9.480449676513672
2016-09-13,9.329848289489746
2016-09-14,9.277137756347656
2016-09-15,9.45033073425293
2016-09-16,9.44279956817627
2016-09-19,9.563282012939453
2016-09-20,9.623520851135254
2016-09-21,9.864486694335938
2016-09-22,9.932259559631348
2016-09-23,9.984970092773438
2016-09-26,9.879546165466309
2016-09-27,9.84942626953125
2016-09-28,9.902138710021973
2016-09-29,9.713881492614746
2016-09-30,9.67623233795166
2016-10-03,9.390088081359863
2016-10-04,8.998519897460938
2016-10-05,8.930749893188477
2016-10-06,8.780145645141602
2016-10-07,8.727435111999512
2016-10-10,8.787676811218262
2016-10-11,8.674722671508789
2016-10-12,8.787676811218262
2016-10-13,8.832858085632324
2016-10-14,8.712372779846191
2016-10-17,8.81779670715332
2016-10-18,8.938282012939453
2016-10-19,9.126533508300781
2016-10-20,9.073822021484375
2016-10-21,9.051233291625977
2016-10-24,9.073822021484375
2016-10-25,9.051233291625977
2016-10-26,9.036170959472656
2016-10-27,8.900629043579102
2016-10-28,8.855024337768555
2016-10-31,8.946233749389648
2016-11-01,8.855024337768555
2016-11-02,8.710604667663574
2016-11-03,8.931032180786133
2016-11-04,9.204665184020996
2016-11-07,9.43269157409668
2016-11-08,9.447892189025879
2016-11-09,9.128653526306152
2016-11-10,8.718210220336914
2016-11-11,8.55859088897705
2016-11-14,8.52818775177002
2016-11-15,8.771411895751953
2016-11-16,8.626997947692871
2016-11-17,8.68780517578125
2016-11-18,8.66500186920166
2016-11-21,8.779016494750977
2016-11-22,8.672600746154785
2016-11-23,8.61939525604248
2016-11-25,8.839820861816406
2016-11-28,9.075450897216797
2016-11-29,9.029845237731934
2016-11-30,8.703007698059082
2016-12-01,8.383769989013672
2016-12-02,8.497779846191406
2016-12-05,8.61939525604248
2016-12-06,8.611796379089355
2016-12-07,8.832220077514648
2016-12-08,8.99944019317627
2016-12-09,9.060249328613281
2016-12-12,9.128653526306152
2016-12-13,9.265471458435059
2016-12-14,9.075450897216797
2016-12-15,8.969036102294922
2016-12-16,8.931032180786133
2016-12-19,8.99944019317627
2016-12-20,9.075450897216797
2016-12-21,9.105852127075195
2016-12-22,8.953832626342773
2016-12-23,8.91583251953125
2016-12-27,9.014643669128418
2016-12-28,8.847424507141113
2016-12-29,8.893025398254395
2016-12-30,8.832220077514648
2017-01-03,8.862625122070312
2017-01-04,8.786615371704102
2017-01-05,8.672600746154785
2017-01-06,8.984240531921387
2017-01-09,8.763811111450195
2017-01-10,8.611796379089355
2017-01-11,8.946233749389648
2017-01-12,8.801817893981934
2017-01-13,8.908228874206543
2017-01-17,9.05264663696289
2017-01-18,9.067846298217773
2017-01-19,8.91583251953125
2017-01-20,8.672600746154785
2017-01-23,8.52818775177002
2017-01-24,8.64220142364502
2017-01-25,8.64220142364502
2017-01-26,8.52818775177002
2017-01-27,8.66500186920166
2017-01-30,8.61122989654541
2017-01-31,8.787908554077148
2017-02-01,8.63427448272705
2017-02-02,8.695728302001953
2017-02-03,8.734137535095215
2017-02-06,8.672684669494629
2017-02-07,8.780226707458496
2017-02-08,8.9031343460083
2017-02-09,8.810956954956055
2017-02-10,8.918498992919922
2017-02-13,8.972270011901855
2017-02-14,8.826318740844727
2017-02-15,8.880090713500977
2017-02-16,8.949225425720215
2017-02-17,8.803269386291504
2017-02-21,9.049087524414062
2017-02-22,8.910818099975586
2017-02-23,9.026042938232422
2017-02-24,9.164312362670898
2017-02-27,8.557458877563477
2017-02-28,8.84936237335205
2017-03-01,8.718774795532227
2017-03-02,8.933860778808594
2017-03-03,8.87240982055664
2017-03-06,8.84936237335205
2017-03-07,8.703410148620605
2017-03-08,8.503683090209961
2017-03-09,8.496000289916992
2017-03-10,8.56513786315918
2017-03-13,8.465274810791016
2017-03-14,8.449910163879395
2017-03-15,8.6880464553833
2017-03-16,8.680365562438965
2017-03-17,8.803269386291504
2017-03-20,8.603545188903809
2017-03-21,8.680365562438965
2017-03-22,8.56513786315918
2017-03-23,8.58818244934082
2017-03-24,8.626592636108398
2017-03-27,8.549776077270508
2017-03-28,8.6880464553833
2017-03-29,8.641956329345703
2017-03-30,8.511366844177246
2017-03-31,8.58818244934082
2017-04-03,8.595867156982422
2017-04-04,8.657320022583008
2017-04-05,8.572816848754883
2017-04-06,8.572816848754883
2017-04-07,8.480639457702637
2017-04-10,8.56513786315918
2017-04-11,8.6880464553833
2017-04-12,8.734137535095215
2017-04-13,8.726454734802246
2017-04-17,8.780226707458496
2017-04-18,8.764862060546875
2017-04-19,8.734137535095215
2017-04-20,8.772542953491211
2017-04-21,8.741816520690918
2017-04-24,8.9031343460083
2017-04-25,8.926179885864258
2017-04-26,8.795591354370117
2017-04-27,8.76453971862793
2017-04-28,8.780065536499023
2017-05-01,8.780065536499023
2017-05-02,8.772300720214844
2017-05-03,8.686908721923828
2017-05-04,8.609275817871094
2017-05-05,8.78782844543457
2017-05-08,8.780065536499023
2017-05-09,8.803354263305664
2017-05-10,8.981904029846191
2017-05-11,8.904275894165039
2017-05-12,8.795592308044434
2017-05-15,8.849930763244629
2017-05-16,8.78782844543457
2017-05-17,8.795592308044434
2017-05-18,8.679142951965332
2017-05-19,8.69466781616211
2017-05-22,8.818879127502441
2017-05-23,8.826643943786621
2017-05-24,9.121642112731934
2017-05-25,9.144928932189941
2017-05-26,9.152693748474121
2017-05-30,9.082823753356934
2017-05-31,9.067300796508789
2017-06-01,9.276901245117188
2017-06-02,9.245850563049316
2017-06-05,9.090588569641113
2017-06-06,9.245850563049316
2017-06-07,8.981904029846191
2017-06-08,8.974143981933594
2017-06-09,9.098352432250977
2017-06-12,9.121642112731934
2017-06-13,9.261375427246094
2017-06-14,9.245850563049316
2017-06-15,9.253615379333496
2017-06-16,9.253615379333496
2017-06-19,9.245850563049316
2017-06-20,9.238086700439453
2017-06-21,9.059534072875977
2017-06-22,8.981904029846191
2017-06-23,8.974143981933594
2017-06-26,9.067300796508789
2017-06-27,8.927563667297363
2017-06-28,8.795592308044434
2017-06-29,8.663615226745605
2017-06-30,8.624800682067871
2017-07-03,8.547171592712402
2017-07-05,8.43848705291748
2017-07-06,8.290987014770508
2017-07-07,8.353097915649414
2017-07-10,8.492830276489258
2017-07-11,8.485066413879395
2017-07-12,8.617043495178223
2017-07-13,8.554933547973633
2017-07-14,8.562699317932129
2017-07-17,8.632564544677734
2017-07-18,8.725722312927246
2017-07-19,8.78782844543457
2017-07-20,8.826643943786621
2017-07-21,8.865456581115723
2017-07-24,8.78782844543457
2017-07-25,8.725722312927246
2017-07-26,8.663615226745605
2017-07-27,8.617043495178223
2017-07-28,8.523884773254395
2017-07-31,8.679142951965332
2017-08-01,8.789006233215332
2017-08-02,8.671295166015625
2017-08-03,8.726228713989258
2017-08-04,8.694840431213379
2017-08-07,8.710533142089844
2017-08-08,8.93026065826416
2017-08-09,8.828245162963867
2017-08-10,8.93026065826416
2017-08-11,8.710533142089844
2017-08-14,8.71838092803955
2017-08-15,8.710533142089844
2017-08-16,8.773310661315918
2017-08-17,8.639907836914062
2017-08-18,8.686989784240723
2017-08-21,8.81254768371582
2017-08-22,8.906718254089355
2017-08-23,8.906718254089355
2017-08-24,8.945952415466309
2017-08-25,8.969494819641113
2017-08-28,8.781158447265625
2017-08-29,8.765463829040527
2017-08-30,8.679141998291016
2017-08-31,8.663446426391602
2017-09-01,8.726228713989258
2017-09-05,8.702685356140137
2017-09-06,8.71838092803955
2017-09-07,8.749770164489746
2017-09-08,8.796854972839355
2017-09-11,8.938104629516602
2017-09-12,8.820395469665527
2017-09-13,8.81254768371582
