,CSCO
2016-03-10,20.793928146362305
2016-03-11,21.158462524414062
2016-03-14,21.03695297241211
2016-03-15,21.006572723388672
2016-03-16,21.173654556274414
2016-03-17,21.409086227416992
2016-03-18,21.515409469604492
2016-03-21,21.409086227416992
2016-03-22,21.477439880371094
2016-03-23,21.135683059692383
2016-03-24,21.234411239624023
2016-03-28,21.188844680786133
2016-03-29,21.340734481811523
2016-03-30,21.614139556884766
2016-03-31,21.621742248535156
2016-04-01,21.788820266723633
2016-04-04,21.566556930541992
2016-04-05,21.137374877929688
2016-04-06,21.459266662597656
2016-04-07,21.15270233154297
2016-04-08,21.221677780151367
2016-04-11,21.168033599853516
2016-04-12,21.183349609375
2016-04-13,21.63553810119629
2016-04-14,21.650861740112305
2016-04-15,21.38262367248535
2016-04-18,21.604877471923828
2016-04-19,21.71217155456543
2016-04-20,21.796480178833008
2016-04-21,21.64319610595703
2016-04-22,21.57421875
2016-04-25,21.63553810119629
2016-04-26,21.804147720336914
2016-04-27,21.94976234436035
2016-04-28,21.428604125976562
2016-04-29,21.06839370727539
2016-05-02,20.97643280029297
2016-05-03,20.5855655670166
2016-05-04,20.2636775970459
2016-05-05,20.087404251098633
2016-05-06,20.33264923095703
2016-05-09,20.31732177734375
2016-05-10,20.715850830078125
2016-05-11,20.462942123413086
2016-05-12,20.439950942993164
2016-05-13,20.33264923095703
2016-05-16,20.669864654541016
2016-05-17,20.424612045288086
2016-05-18,20.478269577026367
2016-05-19,21.129709243774414
2016-05-20,21.43627166748047
2016-05-23,21.413278579711914
2016-05-24,21.819473266601562
2016-05-25,22.16435432434082
2016-05-26,22.149028778076172
2016-05-27,22.16435432434082
2016-05-31,22.26398468017578
2016-06-01,22.149028778076172
2016-06-02,22.286977767944336
2016-06-03,22.325298309326172
2016-06-06,22.302305221557617
2016-06-07,22.27931022644043
2016-06-08,22.33296012878418
2016-06-09,22.33296012878418
2016-06-10,22.248661041259766
2016-06-13,22.10304832458496
2016-06-14,22.195011138916016
2016-06-15,21.957422256469727
2016-06-16,22.126035690307617
2016-06-17,22.187349319458008
2016-06-20,22.072385787963867
2016-06-21,22.049392700195312
2016-06-22,22.011066436767578
2016-06-23,22.394277572631836
2016-06-24,21.267662048339844
2016-06-27,20.93044662475586
2016-06-28,21.298316955566406
2016-06-29,21.658525466918945
2016-06-30,21.98808479309082
2016-07-01,22.072385787963867
2016-07-05,21.909971237182617
2016-07-06,22.211589813232422
2016-07-07,22.2270565032959
2016-07-08,22.629222869873047
2016-07-11,22.760700225830078
2016-07-12,22.899904251098633
2016-07-13,23.008176803588867
2016-07-14,23.01591682434082
2016-07-15,23.062314987182617
2016-07-18,23.13192367553711
2016-07-19,23.139659881591797
2016-07-20,23.68875503540039
2016-07-21,23.65009117126465
2016-07-22,23.750627517700195
2016-07-25,23.8125
2016-07-26,23.88210105895996
2016-07-27,23.789295196533203
2016-07-28,23.60368537902832
2016-07-29,23.61141586303711
2016-08-01,23.766101837158203
2016-08-02,23.681020736694336
2016-08-03,23.758365631103516
2016-08-04,23.820236206054688
2016-08-05,24.00584602355957
2016-08-08,23.982648849487305
2016-08-09,23.928510665893555
2016-08-10,23.858901977539062
2016-08-11,23.93624496459961
2016-08-12,23.874370574951172
2016-08-15,24.121854782104492
2016-08-16,24.06771469116211
2016-08-17,23.758365631103516
2016-08-18,23.572750091552734
2016-08-19,23.60368537902832
2016-08-22,23.68875503540039
2016-08-23,23.959442138671875
2016-08-24,24.021312713623047
2016-08-25,24.199195861816406
2016-08-26,24.245594024658203
2016-08-29,24.423473358154297
2016-08-30,24.39253807067871
2016-08-31,24.31519889831543
2016-09-01,24.423473358154297
2016-09-02,24.616817474365234
2016-09-06,24.64776039123535
2016-09-07,24.58588218688965
2016-09-08,24.338394165039062
2016-09-09,23.858901977539062
2016-09-12,24.31519889831543
2016-09-13,24.021312713623047
2016-09-14,23.974910736083984
2016-09-15,24.214656829833984
2016-09-16,23.851165771484375
2016-09-19,23.990379333496094
2016-09-20,24.052248001098633
2016-09-21,24.253326416015625
2016-09-22,24.48534393310547
2016-09-23,24.237857818603516
2016-09-26,24.0290470123291
2016-09-27,24.346134185791016
2016-09-28,24.36159896850586
2016-09-29,24.276527404785156
2016-09-30,24.5317440032959
2016-10-03,24.56293487548828
2016-10-04,24.445972442626953
2016-10-05,24.633121490478516
2016-10-06,24.547344207763672
2016-10-07,24.53954315185547
2016-10-10,24.53954315185547
2016-10-11,24.204242706298828
2016-10-12,23.65839958190918
2016-10-13,23.525836944580078
2016-10-14,23.533632278442383
2016-10-17,23.564823150634766
2016-10-18,23.736373901367188
2016-10-19,23.66619300842285
2016-10-20,23.518035888671875
2016-10-21,23.510238647460938
2016-10-24,23.75196647644043
2016-10-25,23.65839958190918
2016-10-26,23.822147369384766
2016-10-27,23.689586639404297
2016-10-28,23.85334014892578
2016-10-31,23.92351722717285
2016-11-01,23.76756477355957
2016-11-02,23.6973876953125
2016-11-03,23.642797470092773
2016-11-04,23.541425704956055
2016-11-07,24.126264572143555
2016-11-08,24.17304801940918
2016-11-09,24.453765869140625
2016-11-10,24.17304801940918
2016-11-11,24.453765869140625
2016-11-14,24.461566925048828
2016-11-15,24.718894958496094
2016-11-16,24.617523193359375
2016-11-17,23.4322566986084
2016-11-18,23.533632278442383
2016-11-21,23.4322566986084
2016-11-22,23.307497024536133
2016-11-23,23.167137145996094
2016-11-25,23.463459014892578
2016-11-28,23.330890655517578
2016-11-29,23.260709762573242
2016-11-30,23.252914428710938
2016-12-01,22.964391708374023
2016-12-02,22.808441162109375
2016-12-05,23.02677345275879
2016-12-06,22.87082290649414
2016-12-07,23.354284286499023
2016-12-08,23.354284286499023
2016-12-09,23.44005584716797
2016-12-12,23.525836944580078
2016-12-13,23.85334014892578
2016-12-14,23.75196647644043
2016-12-15,23.884536743164062
2016-12-16,23.85334014892578
2016-12-19,23.97810173034668
2016-12-20,23.82994842529297
2016-12-21,23.720781326293945
2016-12-22,23.75196647644043
2016-12-23,23.80655288696289
2016-12-27,23.92351722717285
2016-12-28,23.720781326293945
2016-12-29,23.75196647644043
2016-12-30,23.564823150634766
2017-01-03,23.814353942871094
2017-01-04,23.67278480529785
2017-01-05,23.727842330932617
2017-01-06,23.775028228759766
2017-01-09,23.735706329345703
2017-01-10,23.89299964904785
2017-01-11,23.71211051940918
2017-01-12,23.625600814819336
2017-01-13,23.64919662475586
2017-01-17,23.586275100708008
2017-01-18,23.617738723754883
2017-01-19,23.57840919494629
2017-01-20,23.67278480529785
2017-01-23,23.80648422241211
2017-01-24,24.066024780273438
2017-01-25,24.144672393798828
2017-01-26,24.176128387451172
2017-01-27,24.364879608154297
2017-01-30,24.246912002563477
2017-01-31,24.160398483276367
2017-02-01,23.98737907409668
2017-02-02,24.522174835205078
2017-02-03,24.632274627685547
2017-02-06,24.616554260253906
2017-02-07,24.734525680541992
2017-02-08,24.59296226501465
2017-02-09,24.77385139465332
2017-02-10,24.781713485717773
2017-02-13,25.14348793029785
2017-02-14,25.410886764526367
2017-02-15,25.811994552612305
2017-02-16,26.42543601989746
2017-02-17,26.53554344177246
2017-02-21,26.842269897460938
2017-02-22,26.810810089111328
2017-02-23,26.771488189697266
2017-02-24,26.99169921875
2017-02-27,26.944501876831055
2017-02-28,26.881591796875
2017-03-01,27.08608055114746
2017-03-02,27.046749114990234
2017-03-03,26.96810531616211
2017-03-06,26.88945198059082
2017-03-07,26.897323608398438
2017-03-08,26.75575828552246
2017-03-09,26.79507827758789
2017-03-10,26.944501876831055
2017-03-13,26.818668365478516
2017-03-14,26.83440399169922
2017-03-15,26.92877960205078
2017-03-16,26.92091178894043
2017-03-17,26.92091178894043
2017-03-20,26.960235595703125
2017-03-21,26.645648956298828
2017-03-22,26.818668365478516
2017-03-23,26.70857048034668
2017-03-24,26.802940368652344
2017-03-27,26.73216438293457
2017-03-28,26.75575828552246
2017-03-29,26.53554344177246
2017-03-30,26.53554344177246
2017-03-31,26.582733154296875
2017-04-03,26.409706115722656
2017-04-04,26.504911422729492
2017-04-05,26.179645538330078
2017-04-06,26.24311065673828
2017-04-07,26.14790916442871
2017-04-10,26.187580108642578
2017-04-11,26.116172790527344
2017-04-12,25.878183364868164
2017-04-13,25.719518661499023
2017-04-17,25.870250701904297
2017-04-18,25.917848587036133
2017-04-19,25.901979446411133
2017-04-20,26.044784545898438
2017-04-21,26.036848068237305
2017-04-24,26.401777267456055
2017-04-25,26.51283073425293
2017-04-26,26.496976852416992
2017-04-27,26.77463722229004
2017-04-28,27.028505325317383
2017-05-01,26.949167251586914
2017-05-02,27.163368225097656
2017-05-03,27.171295166015625
2017-05-04,27.115774154663086
2017-05-05,27.282360076904297
2017-05-08,27.203039169311523
2017-05-09,26.89363670349121
2017-05-10,26.766708374023438
2017-05-11,26.679441452026367
2017-05-12,26.536636352539062
2017-05-15,27.15542984008789
2017-05-16,27.21095848083496
2017-05-17,26.830175399780273
2017-05-18,24.894460678100586
2017-05-19,24.75959587097168
2017-05-22,25.06106185913086
2017-05-23,25.195924758911133
2017-05-24,24.98172950744629
2017-05-25,24.942062377929688
2017-05-26,24.989660263061523
2017-05-30,25.13245964050293
2017-05-31,25.013463973999023
2017-06-01,25.2435245513916
2017-06-02,25.37045669555664
2017-06-05,25.195924758911133
2017-06-06,25.037261962890625
2017-06-07,25.07693099975586
2017-06-08,25.07693099975586
2017-06-09,24.886533737182617
2017-06-12,24.791330337524414
2017-06-13,25.14832878112793
2017-06-14,25.06899070739746
2017-06-15,25.053131103515625
2017-06-16,25.092796325683594
2017-06-19,25.378387451171875
2017-06-20,25.267324447631836
2017-06-21,25.259389877319336
2017-06-22,25.267324447631836
2017-06-23,25.45772361755371
2017-06-26,25.57671356201172
2017-06-27,25.195924758911133
2017-06-28,25.44978904724121
2017-06-29,24.918262481689453
2017-06-30,24.830995559692383
2017-07-03,24.85479736328125
2017-07-05,24.910850524902344
2017-07-06,24.59856414794922
2017-07-07,24.742691040039062
2017-07-10,24.806751251220703
2017-07-11,24.89483070373535
2017-07-12,24.950883865356445
2017-07-13,25.038965225219727
2017-07-14,25.15907859802246
2017-07-17,25.223133087158203
2017-07-18,25.231143951416016
2017-07-19,25.543428421020508
2017-07-20,25.51140022277832
2017-07-21,25.495384216308594
2017-07-24,25.51140022277832
2017-07-25,25.719585418701172
2017-07-26,25.351253509521484
2017-07-27,25.27918815612793
2017-07-28,25.239147186279297
2017-07-31,25.183095932006836
2017-08-01,25.34324073791504
2017-08-02,25.239147186279297
2017-08-03,25.27117347717285
2017-08-04,25.463356018066406
2017-08-07,25.495384216308594
2017-08-08,25.359256744384766
2017-08-09,25.319225311279297
2017-08-10,24.82276725769043
2017-08-11,25.199113845825195
2017-08-14,25.495384216308594
2017-08-15,25.695568084716797
2017-08-16,25.89574432373047
2017-08-17,24.85479736328125
2017-08-18,24.31830406188965
2017-08-21,24.566530227661133
2017-08-22,25.038965225219727
2017-08-23,24.758708953857422
2017-08-24,25.014944076538086
2017-08-25,25.175094604492188
2017-08-28,25.25516700744629
2017-08-29,25.207120895385742
2017-08-30,25.61549186706543
2017-08-31,25.791650772094727
2017-09-01,25.86372184753418
2017-09-05,25.319225311279297
2017-09-06,25.519405364990234
2017-09-07,25.43132209777832
2017-09-08,25.207120895385742
2017-09-11,25.77564239501953
2017-09-12,25.951799392700195
2017-09-13,25.76763153076172
2017-09-14,25.77564239501953
