,EG
2015-11-03,146.42584228515625
2015-11-04,147.59539794921875
2015-11-05,148.22962951660156
2015-11-06,149.15206909179688
2015-11-09,148.5919952392578
2015-11-10,149.1026153564453
2015-11-11,149.6379852294922
2015-11-12,149.5474395751953
2015-11-13,149.18496704101562
2015-11-16,149.9674530029297
2015-11-17,149.12730407714844
2015-11-18,151.63946533203125
2015-11-19,153.2455291748047
2015-11-20,152.8748779296875
2015-11-23,152.52896118164062
2015-11-24,152.20774841308594
2015-11-25,152.10069274902344
2015-11-27,152.71839904785156
2015-11-30,152.85926818847656
2015-12-01,154.85665893554688
2015-12-02,152.9256134033203
2015-12-03,152.29574584960938
2015-12-04,154.9063720703125
2015-12-07,156.4893035888672
2015-12-08,155.15496826171875
2015-12-09,153.6466522216797
2015-12-10,152.81788635253906
2015-12-11,151.6327362060547
2015-12-14,152.64381408691406
2015-12-15,152.24600219726562
2015-12-16,150.72100830078125
2015-12-17,150.76248168945312
2015-12-18,150.09945678710938
2015-12-21,151.19345092773438
2015-12-22,153.05824279785156
2015-12-23,152.91732788085938
2015-12-24,153.38143920898438
2015-12-28,153.55543518066406
2015-12-29,155.25445556640625
2015-12-30,154.2019500732422
2015-12-31,151.74044799804688
2016-01-04,150.07461547851562
2016-01-05,149.4862060546875
2016-01-06,148.23471069335938
2016-01-07,146.67665100097656
2016-01-08,145.11024475097656
2016-01-11,145.5743865966797
2016-01-12,145.5826416015625
2016-01-13,143.1957550048828
2016-01-14,144.6627197265625
2016-01-15,143.5522003173828
2016-01-19,141.91944885253906
2016-01-20,140.6597442626953
2016-01-21,140.35311889648438
2016-01-22,142.91397094726562
2016-01-25,141.1901397705078
2016-01-26,143.3864288330078
2016-01-27,142.7813720703125
2016-01-28,144.58811950683594
2016-01-29,148.30104064941406
2016-02-01,149.6934051513672
2016-02-02,146.45291137695312
2016-02-03,147.27333068847656
2016-02-04,151.3012237548828
2016-02-05,149.18783569335938
2016-02-08,155.27105712890625
2016-02-09,155.7351531982422
2016-02-10,152.983642578125
2016-02-11,151.59954833984375
2016-02-12,153.87037658691406
2016-02-16,153.06651306152344
2016-02-17,153.58860778808594
2016-02-18,154.09417724609375
2016-02-19,154.6080322265625
2016-02-22,154.2019500732422
2016-02-23,154.57484436035156
2016-02-24,155.51963806152344
2016-02-25,156.8788604736328
2016-02-26,154.87319946289062
2016-02-29,154.2599639892578
2016-03-01,158.24635314941406
2016-03-02,159.00054931640625
2016-03-03,159.10824584960938
2016-03-04,160.45089721679688
2016-03-07,161.57643127441406
2016-03-08,160.40086364746094
2016-03-09,161.20123291015625
2016-03-10,161.42637634277344
2016-03-11,163.4773406982422
2016-03-14,163.25218200683594
2016-03-15,161.05116271972656
2016-03-16,162.6769561767578
2016-03-17,162.36009216308594
2016-03-18,159.48374938964844
2016-03-21,161.6680908203125
2016-03-22,161.33465576171875
2016-03-23,161.18458557128906
2016-03-24,159.54209899902344
2016-03-28,162.0850067138672
2016-03-29,163.22720336914062
2016-03-30,164.07763671875
2016-03-31,164.60281372070312
2016-04-01,166.13690185546875
2016-04-04,164.91131591796875
2016-04-05,163.14382934570312
2016-04-06,163.3439483642578
2016-04-07,162.76861572265625
2016-04-08,162.4768524169922
2016-04-11,162.46017456054688
2016-04-12,164.42779541015625
2016-04-13,165.96177673339844
2016-04-14,164.7695770263672
2016-04-15,164.81130981445312
2016-04-18,164.96974182128906
2016-04-19,164.9863739013672
2016-04-20,164.7445831298828
2016-04-21,159.7338409423828
2016-04-22,161.2179412841797
2016-04-25,161.2679901123047
2016-04-26,154.93161010742188
2016-04-27,154.07286071777344
2016-04-28,153.6893768310547
2016-04-29,154.15625
2016-05-02,155.12335205078125
2016-05-03,153.99783325195312
2016-05-04,152.36370849609375
2016-05-05,152.71388244628906
2016-05-06,151.34658813476562
2016-05-09,150.6962890625
2016-05-10,152.78890991210938
2016-05-11,152.22198486328125
2016-05-12,153.47254943847656
2016-05-13,152.89730834960938
2016-05-16,153.63099670410156
2016-05-17,151.86351013183594
2016-05-18,151.68841552734375
2016-05-19,149.979248046875
2016-05-20,150.12103271484375
2016-05-23,148.60362243652344
2016-05-24,149.7375030517578
2016-05-25,149.3123016357422
2016-05-26,149.303955078125
2016-05-27,149.80738830566406
2016-05-31,150.29412841796875
2016-06-01,150.1934051513672
2016-06-02,149.23684692382812
2016-06-03,149.2451934814453
2016-06-06,149.0605926513672
2016-06-07,147.944580078125
2016-06-08,151.1583709716797
2016-06-09,151.39337158203125
2016-06-10,150.29412841796875
2016-06-13,147.39910888671875
2016-06-14,145.720947265625
2016-06-15,144.10145568847656
2016-06-16,145.09996032714844
2016-06-17,147.17259216308594
2016-06-20,146.9208221435547
2016-06-21,147.13067626953125
2016-06-22,147.2984619140625
2016-06-23,148.87599182128906
2016-06-24,144.75592041015625
2016-06-27,141.98684692382812
2016-06-28,146.0146026611328
2016-06-29,145.90554809570312
2016-06-30,153.28131103515625
2016-07-01,152.3163604736328
2016-07-05,150.75559997558594
2016-07-06,151.68699645996094
2016-07-07,151.77093505859375
2016-07-08,152.4841766357422
2016-07-11,152.04782104492188
2016-07-12,152.886962890625
2016-07-13,152.11497497558594
2016-07-14,151.8464813232422
2016-07-15,150.8395538330078
2016-07-18,149.14451599121094
2016-07-19,150.30250549316406
2016-07-20,150.72203063964844
2016-07-21,149.84938049316406
2016-07-22,152.0982208251953
2016-07-25,152.24925231933594
2016-07-26,155.0519256591797
2016-07-27,156.0756072998047
2016-07-28,158.61814880371094
2016-07-29,158.60134887695312
2016-08-01,159.14678955078125
2016-08-02,159.36492919921875
2016-08-03,159.72579956054688
2016-08-04,159.65866088867188
2016-08-05,160.18727111816406
2016-08-08,159.9187469482422
2016-08-09,160.24598693847656
2016-08-10,160.3802947998047
2016-08-11,158.98731994628906
2016-08-12,159.2642822265625
2016-08-15,159.54115295410156
2016-08-16,159.14678955078125
2016-08-17,158.29086303710938
2016-08-18,158.82789611816406
2016-08-19,158.5258026123047
2016-08-22,158.7187957763672
2016-08-23,157.9384765625
2016-08-24,158.8782501220703
2016-08-25,159.50758361816406
2016-08-26,159.4991912841797
2016-08-29,160.5648651123047
2016-08-30,161.8151397705078
2016-08-31,162.26824951171875
2016-09-01,161.61378479003906
2016-09-02,162.60989379882812
2016-09-06,162.72805786132812
2016-09-07,164.6780548095703
2016-09-08,163.1248779296875
2016-09-09,159.80723571777344
2016-09-12,161.15792846679688
2016-09-13,160.4741668701172
2016-09-14,159.46116638183594
2016-09-15,160.8033905029297
2016-09-16,158.8787384033203
2016-09-19,160.75274658203125
2016-09-20,161.4786834716797
2016-09-21,163.50469970703125
2016-09-22,164.7371368408203
2016-09-23,162.30601501464844
2016-09-26,161.6390838623047
2016-09-27,161.74038696289062
2016-09-28,163.03199768066406
2016-09-29,160.7274169921875
2016-09-30,160.36441040039062
2016-10-03,158.8280487060547
2016-10-04,160.4910888671875
2016-10-05,156.70074462890625
2016-10-06,155.52740478515625
2016-10-07,160.22940063476562
2016-10-10,161.57997131347656
2016-10-11,160.55857849121094
2016-10-12,161.92611694335938
2016-10-13,163.2429656982422
2016-10-14,164.1547088623047
2016-10-17,165.083251953125
2016-10-18,164.89755249023438
2016-10-19,165.13389587402344
2016-10-20,162.5845184326172
2016-10-21,162.85467529296875
2016-10-24,163.8845977783203
2016-10-25,170.29168701171875
2016-10-26,171.86181640625
2016-10-27,169.91184997558594
2016-10-28,169.7429656982422
2016-10-31,171.80274963378906
2016-11-01,172.07286071777344
2016-11-02,172.7735137939453
2016-11-03,173.6936492919922
2016-11-04,173.43194580078125
2016-11-07,174.82484436035156
2016-11-08,175.52545166015625
2016-11-09,175.48329162597656
2016-11-10,176.8592529296875
2016-11-11,178.564453125
2016-11-14,179.020263671875
2016-11-15,179.020263671875
2016-11-16,179.86447143554688
2016-11-17,179.6871795654297
2016-11-18,178.522216796875
2016-11-21,178.0157470703125
2016-11-22,176.0066680908203
2016-11-23,176.9943084716797
2016-11-25,176.55531311035156
2016-11-28,177.20077514648438
2016-11-29,179.9607696533203
2016-11-30,178.8057861328125
2016-12-01,178.85678100585938
2016-12-02,178.29627990722656
2016-12-05,177.97357177734375
2016-12-06,179.04356384277344
2016-12-07,179.7654266357422
2016-12-08,181.14120483398438
2016-12-09,182.04986572265625
2016-12-12,184.58059692382812
2016-12-13,184.13050842285156
2016-12-14,183.98611450195312
2016-12-15,181.2685546875
2016-12-16,181.99044799804688
2016-12-19,185.45530700683594
2016-12-20,184.3343048095703
2016-12-21,183.84173583984375
2016-12-22,184.47869873046875
2016-12-23,184.6739959716797
2016-12-27,184.6315155029297
2016-12-28,183.0774383544922
2016-12-29,183.53602600097656
2016-12-30,183.77383422851562
2017-01-03,183.46807861328125
2017-01-04,184.96273803710938
2017-01-05,184.94573974609375
2017-01-06,185.8289337158203
2017-01-09,184.25790405273438
2017-01-10,186.3385009765625
2017-01-11,186.90745544433594
2017-01-12,186.64422607421875
2017-01-13,186.19415283203125
2017-01-17,185.0221405029297
2017-01-18,187.83316040039062
2017-01-19,186.31298828125
2017-01-20,185.65908813476562
2017-01-23,186.10922241210938
2017-01-24,185.45530700683594
2017-01-25,186.74615478515625
2017-01-26,188.4105987548828
2017-01-27,187.78221130371094
2017-01-30,187.20468139648438
2017-01-31,186.77157592773438
2017-02-01,186.4064178466797
2017-02-02,188.69088745117188
2017-02-03,188.19833374023438
2017-02-06,188.6144561767578
2017-02-07,193.49752807617188
2017-02-08,194.86476135253906
2017-02-09,195.14503479003906
2017-02-10,195.9263458251953
2017-02-13,197.9390106201172
2017-02-14,198.3551025390625
2017-02-15,198.81370544433594
2017-02-16,200.00262451171875
2017-02-17,199.6714324951172
2017-02-21,198.66934204101562
2017-02-22,199.4930877685547
2017-02-23,199.89227294921875
2017-02-24,199.59498596191406
2017-02-27,197.89649963378906
2017-02-28,199.6884307861328
2017-03-01,203.09384155273438
2017-03-02,201.4208526611328
2017-03-03,200.0960693359375
2017-03-06,198.63612365722656
2017-03-07,197.5860137939453
2017-03-08,198.96908569335938
2017-03-09,198.70443725585938
2017-03-10,200.6254119873047
2017-03-13,200.6339569091797
2017-03-14,200.38638305664062
2017-03-15,201.72674560546875
2017-03-16,201.2059783935547
2017-03-17,201.4791717529297
2017-03-20,200.77906799316406
2017-03-21,199.32766723632812
2017-03-22,200.14730834960938
2017-03-23,199.8143310546875
2017-03-24,199.26788330078125
2017-03-27,197.8762969970703
2017-03-28,199.61798095703125
2017-03-29,199.29351806640625
2017-03-30,200.54002380371094
2017-03-31,199.61798095703125
2017-04-03,199.60940551757812
2017-04-04,201.58160400390625
2017-04-05,199.60940551757812
2017-04-06,199.4728240966797
2017-04-07,198.6019744873047
2017-04-10,199.48989868164062
2017-04-11,200.07901000976562
2017-04-12,199.22518920898438
2017-04-13,196.90296936035156
2017-04-17,200.2582550048828
2017-04-18,199.7032928466797
2017-04-19,199.105712890625
2017-04-20,200.59121704101562
2017-04-21,199.54962158203125
2017-04-24,204.37339782714844
2017-04-25,215.0795135498047
2017-04-26,219.33981323242188
2017-04-27,216.77857971191406
2017-04-28,214.90029907226562
2017-05-01,213.7220916748047
2017-05-02,211.7243194580078
2017-05-03,212.31336975097656
2017-05-04,212.05728149414062
2017-05-05,210.3838653564453
2017-05-08,210.18751525878906
2017-05-09,207.51524353027344
2017-05-10,208.31781005859375
2017-05-11,208.67636108398438
2017-05-12,208.27505493164062
2017-05-15,208.9154052734375
2017-05-16,208.77882385253906
2017-05-17,206.3114471435547
2017-05-18,208.1897430419922
2017-05-19,208.2665557861328
2017-05-22,208.29217529296875
2017-05-23,210.25579833984375
2017-05-24,211.3913116455078
2017-05-25,212.59512329101562
2017-05-26,213.36744689941406
2017-05-30,213.0327606201172
2017-05-31,218.50723266601562
2017-06-01,219.32237243652344
2017-06-02,219.2623291015625
2017-06-05,218.01808166503906
2017-06-06,216.30201721191406
2017-06-07,216.6023406982422
2017-06-08,217.23724365234375
2017-06-09,219.29664611816406
2017-06-12,221.48472595214844
2017-06-13,219.03067016601562
2017-06-14,216.55938720703125
2017-06-15,216.31056213378906
2017-06-16,219.3137969970703
2017-06-19,220.7982940673828
2017-06-20,218.68740844726562
2017-06-21,220.16329956054688
2017-06-22,220.30055236816406
2017-06-23,217.9323272705078
2017-06-26,218.0782012939453
2017-06-27,217.44322204589844
2017-06-28,218.86761474609375
2017-06-29,218.9448699951172
2017-06-30,218.4557342529297
2017-07-03,226.48724365234375
2017-07-05,225.45758056640625
2017-07-06,224.23056030273438
2017-07-07,225.85227966308594
2017-07-10,227.88589477539062
2017-07-11,225.02000427246094
2017-07-12,225.43185424804688
2017-07-13,226.38429260253906
2017-07-14,226.315673828125
2017-07-17,227.26808166503906
2017-07-18,229.38751220703125
2017-07-19,230.8548583984375
2017-07-20,230.91485595703125
2017-07-21,231.781494140625
2017-07-24,232.63966369628906
2017-07-25,228.8726806640625
2017-07-26,223.11505126953125
2017-07-27,222.694580078125
2017-07-28,222.97772216796875
2017-07-31,225.148681640625
2017-08-01,226.5216064453125
2017-08-02,227.67994689941406
2017-08-03,228.2978057861328
2017-08-04,227.96310424804688
2017-08-07,227.89447021484375
2017-08-08,228.4093475341797
2017-08-09,230.58021545410156
2017-08-10,231.0779266357422
2017-08-11,227.4483184814453
2017-08-14,230.76902770996094
2017-08-15,229.45619201660156
2017-08-16,229.0271453857422
2017-08-17,225.24301147460938
2017-08-18,225.68923950195312
2017-08-21,225.21731567382812
2017-08-22,226.2555694580078
2017-08-23,225.49192810058594
2017-08-24,221.047119140625
2017-08-25,223.30381774902344
2017-08-28,216.99697875976562
2017-08-29,216.6537628173828
2017-08-30,216.01882934570312
2017-08-31,216.6451873779297
2017-09-01,214.1875457763672
2017-09-05,199.3639678955078
2017-09-06,196.07846069335938
2017-09-07,182.7639617919922
2017-09-08,191.85299682617188
2017-09-11,200.0279541015625
2017-09-12,201.14039611816406
2017-09-13,201.2007598876953
2017-09-14,197.7255096435547
2017-09-15,199.7692413330078
2017-09-18,195.46615600585938
2017-09-19,194.784912109375
2017-09-20,193.87088012695312
2017-09-21,196.00946044921875
2017-09-22,195.11264038085938
2017-09-25,193.11199951171875
2017-09-26,189.94720458984375
2017-09-27,190.645751953125
2017-09-28,192.19790649414062
2017-09-29,196.94940185546875
