,ROP
2014-04-08,125.24533081054688
2014-04-09,125.92222595214844
2014-04-10,123.28999328613281
2014-04-11,122.36872100830078
2014-04-14,121.7764663696289
2014-04-15,121.25946807861328
2014-04-16,123.16777801513672
2014-04-17,122.52852630615234
2014-04-21,123.50618743896484
2014-04-22,124.05146026611328
2014-04-23,123.81643676757812
2014-04-24,123.81643676757812
2014-04-25,121.55086517333984
2014-04-28,129.46627807617188
2014-04-29,129.76708984375
2014-04-30,130.62252807617188
2014-05-01,129.8235321044922
2014-05-02,129.67308044433594
2014-05-05,129.69187927246094
2014-05-06,128.930419921875
2014-05-07,130.60374450683594
2014-05-08,132.2206573486328
2014-05-09,130.8388214111328
2014-05-12,132.8787078857422
2014-05-13,132.62489318847656
2014-05-14,131.572021484375
2014-05-15,130.39697265625
2014-05-16,131.07369995117188
2014-05-19,131.46856689453125
2014-05-20,130.03964233398438
2014-05-21,131.72239685058594
2014-05-22,132.25820922851562
2014-05-23,133.17007446289062
2014-05-27,133.677734375
2014-05-28,132.62489318847656
2014-05-29,132.84104919433594
2014-05-30,133.18887329101562
2014-06-02,133.27349853515625
2014-06-03,132.97274780273438
2014-06-04,132.40863037109375
2014-06-05,134.80584716796875
2014-06-06,136.03729248046875
2014-06-09,137.7858428955078
2014-06-10,137.72938537597656
2014-06-11,136.91159057617188
2014-06-12,136.86456298828125
2014-06-13,137.40982055664062
2014-06-16,137.40048217773438
2014-06-17,137.80462646484375
2014-06-18,138.22764587402344
2014-06-19,138.58489990234375
2014-06-20,140.01376342773438
2014-06-23,138.76351928710938
2014-06-24,137.67303466796875
2014-06-25,137.64480590820312
2014-06-26,137.2311553955078
2014-06-27,138.4533233642578
2014-06-30,137.2593994140625
2014-07-01,137.61660766601562
2014-07-02,136.8739776611328
2014-07-03,137.6542205810547
2014-07-07,137.01499938964844
2014-07-08,136.5543975830078
2014-07-09,136.74261474609375
2014-07-10,135.53765869140625
2014-07-11,136.21546936035156
2014-07-14,136.47909545898438
2014-07-15,136.2060546875
2014-07-16,136.1024932861328
2014-07-17,134.14447021484375
2014-07-18,134.65284729003906
2014-07-21,134.91636657714844
2014-07-22,135.6600799560547
2014-07-23,134.70932006835938
2014-07-24,134.57749938964844
2014-07-25,134.3892059326172
2014-07-28,139.56671142578125
2014-07-29,138.28646850585938
2014-07-30,138.91717529296875
2014-07-31,135.62246704101562
2014-08-01,135.0576171875
2014-08-04,136.7991180419922
2014-08-05,135.64125061035156
2014-08-06,134.9822998046875
2014-08-07,135.9330596923828
2014-08-08,138.71951293945312
2014-08-11,138.14527893066406
2014-08-12,137.65574645996094
2014-08-13,138.813720703125
2014-08-14,139.43495178222656
2014-08-15,138.747802734375
2014-08-18,141.2423553466797
2014-08-19,141.66595458984375
2014-08-20,142.08016967773438
2014-08-21,141.89190673828125
2014-08-22,141.55299377441406
2014-08-25,142.3437957763672
2014-08-26,141.98602294921875
2014-08-27,141.957763671875
2014-08-28,141.56240844726562
2014-08-29,141.7318572998047
2014-09-02,141.4212188720703
2014-09-03,140.83763122558594
2014-09-04,140.1033172607422
2014-09-05,140.79989624023438
2014-09-08,140.38572692871094
2014-09-09,139.51023864746094
2014-09-10,139.46315002441406
2014-09-11,139.00192260742188
2014-09-12,138.5030059814453
2014-09-15,138.4276885986328
2014-09-16,139.20901489257812
2014-09-17,140.8563995361328
2014-09-18,141.4212188720703
2014-09-19,140.77169799804688
2014-09-22,138.90774536132812
2014-09-23,138.3052978515625
2014-09-24,139.3125457763672
2014-09-25,137.02503967285156
2014-09-26,138.7383270263672
2014-09-29,138.39939880371094
2014-09-30,137.71221923828125
2014-10-01,136.82737731933594
2014-10-02,136.33782958984375
2014-10-03,137.99464416503906
2014-10-06,138.19232177734375
2014-10-07,135.15174865722656
2014-10-08,138.68675231933594
2014-10-09,135.03858947753906
2014-10-10,133.6717071533203
2014-10-13,130.68338012695312
2014-10-14,133.52084350585938
2014-10-15,132.44622802734375
2014-10-16,133.02130126953125
2014-10-17,136.18873596191406
2014-10-20,136.37721252441406
2014-10-21,140.1667938232422
2014-10-22,138.22488403320312
2014-10-23,141.9013214111328
2014-10-24,142.5140380859375
2014-10-27,142.2877960205078
2014-10-28,145.5683135986328
2014-10-29,145.3231964111328
2014-10-30,145.9548797607422
2014-10-31,149.2259063720703
2014-11-03,149.5181121826172
2014-11-04,148.50949096679688
2014-11-05,148.05697631835938
2014-11-06,149.159912109375
2014-11-07,149.18817138671875
2014-11-10,149.44276428222656
2014-11-11,148.39633178710938
2014-11-12,147.77423095703125
2014-11-13,147.75535583496094
2014-11-14,148.23606872558594
2014-11-17,147.43479919433594
2014-11-18,147.32167053222656
2014-11-19,147.70819091796875
2014-11-20,148.1984100341797
2014-11-21,149.1504669189453
2014-11-24,149.50872802734375
2014-11-25,151.28091430664062
2014-11-26,150.38540649414062
2014-11-28,148.7733917236328
2014-12-01,146.85977172851562
2014-12-02,147.9815673828125
2014-12-03,150.49850463867188
2014-12-04,149.68780517578125
2014-12-05,149.05624389648438
2014-12-08,146.48272705078125
2014-12-09,147.12368774414062
2014-12-10,144.28623962402344
2014-12-11,144.2580108642578
2014-12-12,141.29795837402344
2014-12-15,142.1558380126953
2014-12-16,142.27833557128906
2014-12-17,143.2399139404297
2014-12-18,148.55662536621094
2014-12-19,147.43479919433594
2014-12-22,148.86767578125
2014-12-23,150.39479064941406
2014-12-24,150.59278869628906
2014-12-26,150.64938354492188
2014-12-29,150.47024536132812
2014-12-30,149.2353057861328
2014-12-31,147.3876953125
2015-01-02,147.64219665527344
2015-01-05,143.31527709960938
2015-01-06,141.31686401367188
2015-01-07,142.76156616210938
2015-01-08,143.72471618652344
2015-01-09,142.93148803710938
2015-01-12,140.85415649414062
2015-01-13,140.5331573486328
2015-01-14,139.787109375
2015-01-15,137.74752807617188
2015-01-16,137.6248016357422
2015-01-20,137.89865112304688
2015-01-21,139.32449340820312
2015-01-22,141.85504150390625
2015-01-23,141.3546142578125
2015-01-26,147.02011108398438
2015-01-27,148.4176025390625
2015-01-28,145.9436492919922
2015-01-29,147.70941162109375
2015-01-30,145.73587036132812
2015-02-02,148.5309295654297
2015-02-03,150.75938415527344
2015-02-04,149.30523681640625
2015-02-05,153.07284545898438
2015-02-06,152.13800048828125
2015-02-09,152.87448120117188
2015-02-10,154.27200317382812
2015-02-11,154.27200317382812
2015-02-12,155.8677978515625
2015-02-13,156.96311950683594
2015-02-17,158.46444702148438
2015-02-18,158.79493713378906
2015-02-19,158.0677947998047
2015-02-20,158.91770935058594
2015-02-23,159.02154541015625
2015-02-24,158.51170349121094
2015-02-25,158.66275024414062
2015-02-26,159.1726531982422
2015-02-27,158.22840881347656
2015-03-02,159.15379333496094
2015-03-03,158.02069091796875
2015-03-04,157.49191284179688
2015-03-05,159.21044921875
2015-03-06,156.75531005859375
2015-03-09,158.72885131835938
2015-03-10,156.37770080566406
2015-03-11,156.7175750732422
2015-03-12,159.20098876953125
2015-03-13,157.61465454101562
2015-03-16,160.8817901611328
2015-03-17,159.37094116210938
2015-03-18,161.47665405273438
2015-03-19,159.7392578125
2015-03-20,161.8731689453125
2015-03-23,161.93934631347656
2015-03-24,162.2321014404297
2015-03-25,161.13671875
2015-03-26,160.97618103027344
2015-03-27,161.85433959960938
2015-03-30,164.31884765625
2015-03-31,162.41143798828125
2015-04-01,160.30575561523438
2015-04-02,161.8260040283203
2015-04-06,162.53414916992188
2015-04-07,161.42001342773438
2015-04-08,160.54994201660156
2015-04-09,161.22142028808594
2015-04-10,161.05120849609375
2015-04-13,159.93533325195312
2015-04-14,160.3987274169922
2015-04-15,161.9117431640625
2015-04-16,161.37266540527344
2015-04-17,157.99676513671875
2015-04-20,159.89749145507812
2015-04-21,159.09371948242188
2015-04-22,159.74620056152344
2015-04-23,160.8052978515625
2015-04-24,160.68240356445312
2015-04-27,163.16943359375
2015-04-28,163.5287322998047
2015-04-29,161.8455352783203
2015-04-30,159.02749633789062
2015-05-01,160.29469299316406
2015-05-04,161.13626098632812
2015-05-05,159.09371948242188
2015-05-06,159.16937255859375
2015-05-07,159.69894409179688
2015-05-08,162.97079467773438
2015-05-11,161.81712341308594
2015-05-12,163.05593872070312
2015-05-13,164.70130920410156
2015-05-14,166.76283264160156
2015-05-15,166.50750732421875
2015-05-18,166.63040161132812
2015-05-19,167.00868225097656
2015-05-20,167.2734375
2015-05-21,167.566650390625
2015-05-22,167.51930236816406
2015-05-26,166.15760803222656
2015-05-27,168.0299530029297
2015-05-28,167.5476837158203
2015-05-29,165.44834899902344
2015-06-01,165.40109252929688
2015-06-02,166.17652893066406
2015-06-03,166.8290557861328
2015-06-04,164.8526153564453
2015-06-05,165.5524139404297
2015-06-08,165.01341247558594
2015-06-09,165.5524139404297
2015-06-10,167.4153289794922
2015-06-11,168.04888916015625
2015-06-12,166.280517578125
2015-06-15,164.51223754882812
2015-06-16,164.61622619628906
2015-06-17,164.9566192626953
2015-06-18,167.38690185546875
2015-06-19,166.57366943359375
2015-06-22,168.12448120117188
2015-06-23,167.29237365722656
2015-06-24,166.1387176513672
2015-06-25,165.5712890625
2015-06-26,166.41293334960938
2015-06-29,163.18829345703125
2015-06-30,163.0842742919922
2015-07-01,164.5595245361328
2015-07-02,165.0985107421875
2015-07-06,164.13400268554688
2015-07-07,165.50511169433594
2015-07-08,162.23797607421875
2015-07-09,162.4652557373047
2015-07-10,163.2134246826172
2015-07-13,166.62265014648438
2015-07-14,167.43701171875
2015-07-15,166.57521057128906
2015-07-16,167.692626953125
2015-07-17,167.5790252685547
2015-07-20,167.6074676513672
2015-07-21,165.6945343017578
2015-07-22,165.722900390625
2015-07-23,164.5960235595703
2015-07-24,162.9861297607422
2015-07-27,155.54283142089844
2015-07-28,155.54283142089844
2015-07-29,157.92916870117188
2015-07-30,158.21331787109375
2015-07-31,158.4027099609375
2015-08-03,156.64125061035156
2015-08-04,157.9008331298828
2015-08-05,158.5163116455078
2015-08-06,158.0996551513672
2015-08-07,159.3497314453125
2015-08-10,160.95956420898438
2015-08-11,159.9652862548828
2015-08-12,159.57699584960938
2015-08-13,160.0978240966797
2015-08-14,160.7323455810547
2015-08-17,162.13385009765625
2015-08-18,162.29483032226562
2015-08-19,160.24932861328125
2015-08-20,156.92543029785156
2015-08-21,153.16587829589844
2015-08-24,146.8021240234375
2015-08-25,146.07296752929688
2015-08-26,149.1033172607422
2015-08-27,154.59580993652344
2015-08-28,155.35342407226562
2015-08-31,153.497314453125
2015-09-01,147.5975799560547
2015-09-02,150.3154296875
2015-09-03,150.3249053955078
2015-09-04,147.9952850341797
2015-09-08,152.11473083496094
2015-09-09,149.95556640625
2015-09-10,150.60899353027344
2015-09-11,149.92718505859375
2015-09-14,150.26805114746094
2015-09-15,152.06736755371094
2015-09-16,153.73410034179688
2015-09-17,152.9102020263672
2015-09-18,149.14114379882812
2015-09-21,149.83245849609375
2015-09-22,146.81161499023438
2015-09-23,145.21112060546875
2015-09-24,145.7509307861328
2015-09-25,146.03504943847656
2015-09-28,144.82286071777344
2015-09-29,145.0028533935547
2015-09-30,148.39303588867188
2015-10-01,149.38735961914062
2015-10-02,151.24349975585938
2015-10-05,155.60911560058594
2015-10-06,156.27197265625
2015-10-07,159.10784912109375
2015-10-08,164.99746704101562
2015-10-09,164.741455078125
2015-10-12,165.24407958984375
2015-10-13,165.16824340820312
2015-10-14,164.5991668701172
2015-10-15,165.6328887939453
2015-10-16,164.75094604492188
2015-10-19,165.54759216308594
2015-10-20,165.1967010498047
2015-10-21,164.0301055908203
2015-10-22,166.4486083984375
2015-10-23,167.7384490966797
2015-10-26,173.47642517089844
2015-10-27,173.64715576171875
2015-10-28,174.69985961914062
2015-10-29,174.7378692626953
2015-10-30,176.73898315429688
2015-11-02,179.11007690429688
2015-11-03,177.3270263671875
2015-11-04,178.11422729492188
2015-11-05,178.21852111816406
2015-11-06,177.69691467285156
2015-11-09,176.0845947265625
2015-11-10,176.46395874023438
2015-11-11,177.80123901367188
2015-11-12,174.82322692871094
2015-11-13,174.96543884277344
2015-11-16,177.31756591796875
2015-11-17,176.1699676513672
2015-11-18,181.2440185546875
2015-11-19,179.66958618164062
2015-11-20,181.61392211914062
2015-11-23,182.36312866210938
2015-11-24,182.581298828125
2015-11-25,183.8426971435547
2015-11-27,184.78163146972656
2015-11-30,183.5107421875
2015-12-01,181.7940673828125
2015-12-02,178.39874267578125
2015-12-03,177.9434814453125
2015-12-04,179.70753479003906
2015-12-07,178.5504913330078
2015-12-08,176.67257690429688
2015-12-09,175.88539123535156
2015-12-10,176.90025329589844
2015-12-11,173.81787109375
2015-12-14,174.62396240234375
2015-12-15,173.6945343017578
2015-12-16,176.8053741455078
2015-12-17,175.07925415039062
2015-12-18,173.8652801513672
2015-12-21,175.6103973388672
2015-12-22,177.56414794921875
2015-12-23,180.27662658691406
2015-12-24,180.04901123046875
2015-12-28,180.37144470214844
2015-12-29,182.68565368652344
2015-12-30,180.75079345703125
2015-12-31,180.0015869140625
2016-01-04,176.89076232910156
2016-01-05,177.8865966796875
2016-01-06,174.19126892089844
2016-01-07,168.98562622070312
2016-01-08,166.82923889160156
2016-01-11,164.78684997558594
2016-01-12,167.24722290039062
2016-01-13,162.21250915527344
2016-01-14,162.28846740722656
2016-01-15,160.94908142089844
2016-01-19,161.03456115722656
2016-01-20,159.2296905517578
2016-01-21,158.0707550048828
2016-01-22,160.08468627929688
2016-01-25,157.77627563476562
2016-01-26,160.80657958984375
2016-01-27,159.8376007080078
2016-01-28,161.22457885742188
2016-01-29,166.87673950195312
2016-02-01,155.53439331054688
2016-02-02,150.9367218017578
2016-02-03,153.99545288085938
2016-02-04,158.61221313476562
2016-02-05,154.95497131347656
2016-02-08,153.76748657226562
2016-02-09,153.72950744628906
2016-02-10,152.2285919189453
2016-02-11,151.9626007080078
2016-02-12,155.40142822265625
2016-02-16,158.91616821289062
2016-02-17,161.2150115966797
2016-02-18,161.9655303955078
2016-02-19,161.81350708007812
2016-02-22,164.3498992919922
2016-02-23,162.6874542236328
2016-02-24,161.6995391845703
2016-02-25,162.4404754638672
2016-02-26,161.81350708007812
2016-02-29,159.524169921875
2016-03-01,163.27645874023438
2016-03-02,162.8489990234375
2016-03-03,163.75148010253906
2016-03-04,163.86544799804688
2016-03-07,164.7583465576172
2016-03-08,162.2314910888672
2016-03-09,162.0699920654297
2016-03-10,161.92755126953125
2016-03-11,165.1098175048828
2016-03-14,166.71527099609375
2016-03-15,167.00025939941406
2016-03-16,168.54861450195312
2016-03-17,170.78106689453125
2016-03-18,172.7473602294922
2016-03-21,172.2439422607422
2016-03-22,172.908935546875
2016-03-23,170.95196533203125
2016-03-24,171.49346923828125
2016-03-28,172.88992309570312
2016-03-29,173.38385009765625
2016-03-30,172.89939880371094
2016-03-31,173.621337890625
2016-04-01,175.41676330566406
2016-04-04,171.36993408203125
2016-04-05,169.77406311035156
2016-04-06,170.26885986328125
2016-04-07,168.00421142578125
2016-04-08,169.3268585205078
2016-04-11,168.1183319091797
2016-04-12,168.88914489746094
2016-04-13,169.5266876220703
2016-04-14,168.3276824951172
2016-04-15,168.56558227539062
2016-04-18,170.16419982910156
2016-04-19,171.03965759277344
2016-04-20,169.89776611328125
2016-04-21,170.05955505371094
2016-04-22,169.97386169433594
2016-04-25,170.9539794921875
2016-04-26,170.1737060546875
2016-04-27,170.54483032226562
2016-04-28,168.2325897216797
2016-04-29,167.5569610595703
2016-05-02,168.89865112304688
2016-05-03,167.66168212890625
2016-05-04,165.19717407226562
2016-05-05,165.9202880859375
2016-05-06,167.60458374023438
2016-05-09,166.19625854492188
2016-05-10,168.9081573486328
2016-05-11,167.44273376464844
2016-05-12,168.56558227539062
2016-05-13,167.77581787109375
2016-05-16,170.24034118652344
2016-05-17,171.64862060546875
2016-05-18,172.36228942871094
2016-05-19,171.26797485351562
2016-05-20,174.227294921875
2016-05-23,164.34075927734375
2016-05-24,165.53970336914062
2016-05-25,165.64439392089844
2016-05-26,163.38922119140625
2016-05-27,163.66514587402344
2016-05-31,162.78973388671875
2016-06-01,162.58995056152344
2016-06-02,163.3321075439453
2016-06-03,163.455810546875
2016-06-06,165.35891723632812
2016-06-07,165.58731079101562
2016-06-08,165.51116943359375
2016-06-09,165.80616760253906
2016-06-10,163.7984161376953
2016-06-13,160.71536254882812
2016-06-14,160.8485870361328
2016-06-15,160.2206268310547
2016-06-16,160.44895935058594
2016-06-17,159.5449981689453
2016-06-20,162.19979858398438
2016-06-21,162.02847290039062
2016-06-22,161.69546508789062
2016-06-23,164.5310821533203
2016-06-24,159.259521484375
2016-06-27,156.78553771972656
2016-06-28,158.46022033691406
2016-06-29,159.05020141601562
2016-06-30,162.2949676513672
2016-07-01,161.68597412109375
2016-07-05,158.84085083007812
2016-07-06,158.94573974609375
2016-07-07,159.45095825195312
2016-07-08,162.0914764404297
2016-07-11,162.63482666015625
2016-07-12,162.5680694580078
2016-07-13,162.1200408935547
2016-07-14,163.97889709472656
2016-07-15,163.8740234375
2016-07-18,162.73016357421875
2016-07-19,163.21630859375
2016-07-20,165.60899353027344
2016-07-21,163.8168182373047
2016-07-22,165.2086181640625
2016-07-25,155.69515991210938
2016-07-26,157.73507690429688
2016-07-27,159.7082977294922
2016-07-28,161.21441650390625
2016-07-29,162.396484375
2016-08-01,163.46412658691406
2016-08-02,161.65293884277344
2016-08-03,161.16680908203125
2016-08-04,161.6434326171875
2016-08-05,162.73016357421875
2016-08-08,163.65475463867188
2016-08-09,163.33070373535156
2016-08-10,163.6834259033203
2016-08-11,166.29531860351562
2016-08-12,164.63661193847656
2016-08-15,165.66612243652344
2016-08-16,164.6461944580078
2016-08-17,164.7987060546875
2016-08-18,165.122802734375
2016-08-19,168.15415954589844
2016-08-22,168.25900268554688
2016-08-23,168.716552734375
2016-08-24,168.30665588378906
2016-08-25,168.56405639648438
2016-08-26,169.4887237548828
2016-08-29,170.2227325439453
2016-08-30,170.4419708251953
2016-08-31,169.25039672851562
2016-09-01,172.2626953125
2016-09-02,173.6353759765625
2016-09-06,171.98623657226562
2016-09-07,171.3094482421875
2016-09-08,171.78604125976562
2016-09-09,167.8300323486328
2016-09-12,171.39524841308594
2016-09-13,169.2789764404297
2016-09-14,168.02069091796875
2016-09-15,169.86044311523438
2016-09-16,168.90721130371094
2016-09-19,168.44012451171875
2016-09-20,167.76329040527344
2016-09-21,169.72702026367188
2016-09-22,173.61630249023438
2016-09-23,171.68121337890625
2016-09-26,170.01304626464844
2016-09-27,171.18551635742188
2016-09-28,174.29312133789062
2016-09-29,172.8250732421875
2016-09-30,173.94039916992188
2016-10-03,173.578125
2016-10-04,173.44471740722656
2016-10-05,174.07485961914062
2016-10-06,173.1200408935547
2016-10-07,171.75466918945312
2016-10-10,171.29629516601562
2016-10-11,168.87109375
2016-10-12,168.40322875976562
2016-10-13,166.02565002441406
2016-10-14,165.1281280517578
2016-10-17,163.68637084960938
2016-10-18,164.7271270751953
2016-10-19,166.67498779296875
2016-10-20,165.3572998046875
2016-10-21,164.61253356933594
2016-10-24,163.76271057128906
2016-10-25,163.60044860839844
2016-10-26,162.063232421875
2016-10-27,160.8695831298828
2016-10-28,160.3253631591797
2016-10-31,165.48146057128906
2016-11-01,163.82957458496094
2016-11-02,162.38778686523438
2016-11-03,162.66468811035156
2016-11-04,161.8148956298828
2016-11-07,165.04220581054688
2016-11-08,166.17848205566406
2016-11-09,168.95704650878906
2016-11-10,171.68785095214844
2016-11-11,170.8666534423828
2016-11-14,171.46823120117188
2016-11-15,173.4447021484375
2016-11-16,173.09140014648438
2016-11-17,173.22512817382812
2016-11-18,171.98382568359375
2016-11-21,173.81704711914062
2016-11-22,175.48800659179688
2016-11-23,175.8795166015625
2016-11-25,174.85787963867188
2016-11-28,173.8552703857422
2016-11-29,172.91957092285156
2016-11-30,172.92910766601562
2016-12-01,173.6165771484375
2016-12-02,174.08445739746094
2016-12-05,173.43519592285156
2016-12-06,174.78147888183594
2016-12-07,175.220703125
2016-12-08,175.0106201171875
2016-12-09,177.40724182128906
2016-12-12,176.5383758544922
2016-12-13,179.54605102539062
2016-12-14,178.2284393310547
2016-12-15,178.5243682861328
2016-12-16,176.6433868408203
2016-12-19,176.09913635253906
2016-12-20,177.91329956054688
2016-12-21,177.41676330566406
2016-12-22,177.6077880859375
2016-12-23,177.53138732910156
2016-12-27,177.78912353515625
2016-12-28,175.50717163085938
2016-12-29,174.85787963867188
2016-12-30,174.81015014648438
2017-01-03,176.57652282714844
2017-01-04,176.92027282714844
2017-01-05,177.2359619140625
2017-01-06,179.7232666015625
2017-01-09,178.2308807373047
2017-01-10,177.934326171875
2017-01-11,180.7755584716797
2017-01-12,179.52235412597656
2017-01-13,180.32589721679688
2017-01-17,177.95346069335938
2017-01-18,178.80491638183594
2017-01-19,177.37945556640625
2017-01-20,178.14480590820312
2017-01-23,178.2786865234375
2017-01-24,179.73280334472656
2017-01-25,182.31568908691406
2017-01-26,182.18182373046875
2017-01-27,182.47828674316406
2017-01-30,182.14352416992188
2017-01-31,183.53065490722656
2017-02-01,183.06187438964844
2017-02-02,183.44456481933594
2017-02-03,184.496826171875
2017-02-06,184.34375
2017-02-07,184.00892639160156
2017-02-08,184.6403350830078
2017-02-09,193.4318389892578
2017-02-10,195.6895294189453
2017-02-13,196.81829833984375
2017-02-14,196.46435546875
2017-02-15,197.77496337890625
2017-02-16,197.84193420410156
2017-02-17,198.1576385498047
2017-02-21,198.38717651367188
2017-02-22,198.85595703125
2017-02-23,200.367431640625
2017-02-24,200.80747985839844
2017-02-27,200.93186950683594
2017-02-28,200.1282958984375
2017-03-01,203.72525024414062
2017-03-02,203.5530548095703
2017-03-03,203.62001037597656
2017-03-06,203.12258911132812
2017-03-07,202.5677032470703
2017-03-08,201.1614227294922
2017-03-09,201.4866943359375
2017-03-10,202.20419311523438
2017-03-13,202.0032958984375
2017-03-14,202.13726806640625
2017-03-15,204.65316772460938
2017-03-16,201.80238342285156
2017-03-17,201.7928466796875
2017-03-20,201.11361694335938
2017-03-21,198.9803466796875
2017-03-22,199.640380859375
2017-03-23,198.46372985839844
2017-03-24,197.5453643798828
2017-03-27,196.10086059570312
2017-03-28,198.36805725097656
2017-03-29,198.53070068359375
2017-03-30,199.86997985839844
2017-03-31,197.5358428955078
2017-04-03,197.1148681640625
2017-04-04,197.86102294921875
2017-04-05,198.43605041503906
2017-04-06,199.42298889160156
2017-04-07,199.51882934570312
2017-04-10,200.1799774169922
2017-04-11,198.31138610839844
2017-04-12,196.89320373535156
2017-04-13,196.45242309570312
2017-04-17,198.78099060058594
2017-04-18,198.49354553222656
2017-04-19,197.97608947753906
2017-04-20,200.12252807617188
2017-04-21,200.99456787109375
2017-04-24,204.80841064453125
2017-04-25,207.32870483398438
2017-04-26,206.3991241455078
2017-04-27,208.54566955566406
2017-04-28,209.5709228515625
2017-05-01,207.7311248779297
2017-05-02,208.1623077392578
2017-05-03,207.70233154296875
2017-05-04,209.1110076904297
2017-05-05,211.67909240722656
2017-05-08,211.6695556640625
2017-05-09,212.63735961914062
2017-05-10,213.32730102539062
2017-05-11,213.4902801513672
2017-05-12,212.23495483398438
2017-05-15,213.1165008544922
2017-05-16,214.83181762695312
2017-05-17,210.53878784179688
2017-05-18,210.19383239746094
2017-05-19,212.32119750976562
2017-05-22,214.1322479248047
2017-05-23,215.4259033203125
2017-05-24,215.78050231933594
2017-05-25,217.2849578857422
2017-05-26,217.60118103027344
2017-05-30,218.1953125
2017-05-31,217.71615600585938
2017-06-01,220.08303833007812
2017-06-02,221.54917907714844
2017-06-05,220.74427795410156
2017-06-06,218.82772827148438
2017-06-07,219.3260498046875
2017-06-08,218.91395568847656
2017-06-09,219.28773498535156
2017-06-12,217.65866088867188
2017-06-13,218.89479064941406
2017-06-14,219.28773498535156
2017-06-15,221.09878540039062
2017-06-16,222.5074462890625
2017-06-19,225.43011474609375
2017-06-20,223.22613525390625
2017-06-21,222.9578094482422
2017-06-22,222.70863342285156
2017-06-23,221.8463134765625
2017-06-26,222.8811798095703
2017-06-27,220.51426696777344
2017-06-28,222.60328674316406
2017-06-29,220.31307983398438
2017-06-30,221.8654327392578
2017-07-03,222.64157104492188
2017-07-05,225.78941345214844
2017-07-06,223.75486755371094
2017-07-07,225.00244140625
2017-07-10,225.2808074951172
2017-07-11,225.78941345214844
2017-07-12,228.0831298828125
2017-07-13,226.87391662597656
2017-07-14,226.30767822265625
2017-07-17,227.00827026367188
2017-07-18,224.52259826660156
2017-07-19,226.54763793945312
2017-07-20,225.38636779785156
2017-07-21,225.30958557128906
2017-07-24,225.54949951171875
2017-07-25,224.01394653320312
2017-07-26,224.34030151367188
2017-07-27,222.61285400390625
2017-07-28,222.9774627685547
2017-07-31,223.09266662597656
2017-08-01,226.94105529785156
2017-08-02,226.25967407226562
2017-08-03,226.86431884765625
2017-08-04,227.12344360351562
2017-08-07,226.9314727783203
2017-08-08,226.4708251953125
2017-08-09,225.06008911132812
2017-08-10,219.9257049560547
2017-08-11,220.29031372070312
2017-08-14,224.5322265625
2017-08-15,223.92758178710938
2017-08-16,223.7068634033203
2017-08-17,220.06002807617188
2017-08-18,219.00428771972656
2017-08-21,218.6108856201172
2017-08-22,223.1310577392578
2017-08-23,221.7298583984375
2017-08-24,219.8008575439453
2017-08-25,221.46115112304688
2017-08-28,220.7318115234375
2017-08-29,220.22312927246094
2017-08-30,222.29612731933594
2017-08-31,221.36517333984375
2017-09-01,220.8181610107422
2017-09-05,219.7816925048828
2017-09-06,220.3383026123047
2017-09-07,220.69346618652344
2017-09-08,224.935302734375
2017-09-11,227.27699279785156
2017-09-12,227.80484008789062
2017-09-13,226.08689880371094
2017-09-14,226.88351440429688
2017-09-15,228.24627685546875
2017-09-18,228.2270965576172
2017-09-19,228.98524475097656
2017-09-20,236.2981719970703
