,ROP
2017-09-21,236.62449645996094
2017-09-22,236.2406005859375
2017-09-25,234.41714477539062
2017-09-26,233.6014404296875
2017-09-27,231.3173065185547
2017-09-28,231.9699249267578
2017-09-29,233.5918426513672
2017-10-02,237.81448364257812
2017-10-03,239.79148864746094
2017-10-04,239.59954833984375
2017-10-05,241.2429656982422
2017-10-06,242.17520141601562
2017-10-09,241.4736328125
2017-10-10,241.95411682128906
2017-10-11,240.17620849609375
2017-10-12,242.23287963867188
2017-10-13,240.35877990722656
2017-10-16,241.96372985839844
2017-10-17,240.9354248046875
2017-10-18,240.48373413085938
2017-10-19,242.14637756347656
2017-10-20,244.89495849609375
2017-10-23,243.85704040527344
2017-10-24,244.9045867919922
2017-10-25,245.2216796875
2017-10-26,247.48977661132812
2017-10-27,247.53785705566406
2017-10-30,247.0380859375
2017-10-31,248.1144561767578
2017-11-01,248.15292358398438
2017-11-02,246.68251037597656
2017-11-03,248.00872802734375
2017-11-06,248.143310546875
2017-11-07,250.20950317382812
2017-11-08,249.1620330810547
2017-11-09,247.78765869140625
2017-11-10,248.143310546875
2017-11-13,246.06744384765625
2017-11-14,246.6056365966797
2017-11-15,245.4427490234375
2017-11-16,246.509521484375
2017-11-17,246.35577392578125
2017-11-20,248.0568389892578
2017-11-21,250.33450317382812
2017-11-22,250.43052673339844
2017-11-24,250.21913146972656
2017-11-27,250.4786376953125
2017-11-28,254.71694946289062
2017-11-29,252.02586364746094
2017-11-30,256.80230712890625
2017-12-01,250.4498748779297
2017-12-04,251.67039489746094
2017-12-05,248.143310546875
2017-12-06,248.82566833496094
2017-12-07,250.33450317382812
2017-12-08,250.43052673339844
2017-12-11,246.47105407714844
2017-12-12,245.47157287597656
2017-12-13,245.93287658691406
2017-12-14,242.55003356933594
2017-12-15,242.78060913085938
2017-12-18,251.14175415039062
2017-12-19,249.04664611816406
2017-12-20,248.8929443359375
2017-12-21,248.3162841796875
2017-12-22,249.4215087890625
2017-12-26,250.56509399414062
2017-12-27,250.4594268798828
2017-12-28,250.4498748779297
2017-12-29,248.912109375
2018-01-02,250.41134643554688
2018-01-03,251.8721923828125
2018-01-04,254.5438690185547
2018-01-05,256.6196594238281
2018-01-08,258.0953674316406
2018-01-09,260.1936950683594
2018-01-10,258.7017517089844
2018-01-11,262.2920227050781
2018-01-12,264.9678649902344
2018-01-16,264.5828857421875
2018-01-17,266.228759765625
2018-01-18,266.06512451171875
2018-01-19,265.3625183105469
2018-01-22,265.728271484375
2018-01-23,266.2673034667969
2018-01-24,266.1517639160156
2018-01-25,268.62554931640625
2018-01-26,273.4959411621094
2018-01-29,270.7624206542969
2018-01-30,269.1548767089844
2018-01-31,270.0790100097656
2018-02-01,270.71429443359375
2018-02-02,274.5162658691406
2018-02-05,256.7574157714844
2018-02-06,258.7210388183594
2018-02-07,256.2183837890625
2018-02-08,249.6826934814453
2018-02-09,251.73294067382812
2018-02-12,260.0011291503906
2018-02-13,260.3380432128906
2018-02-14,260.934814453125
2018-02-15,265.4203186035156
2018-02-16,265.95928955078125
2018-02-20,266.3730773925781
2018-02-21,267.99981689453125
2018-02-22,269.1260681152344
2018-02-23,270.6083679199219
2018-02-26,274.641357421875
2018-02-27,269.8286437988281
2018-02-28,264.7849426269531
2018-03-01,257.4696960449219
2018-03-02,257.9703063964844
2018-03-05,262.32086181640625
2018-03-06,263.4855041503906
2018-03-07,268.92388916015625
2018-03-08,269.2127380371094
2018-03-09,274.3623046875
2018-03-12,272.2349548339844
2018-03-13,271.10882568359375
2018-03-14,269.3666687011719
2018-03-15,272.2640075683594
2018-03-16,275.9311828613281
2018-03-19,273.20733642578125
2018-03-20,278.1449890136719
2018-03-21,279.0016784667969
2018-03-22,270.3388977050781
2018-03-23,264.49627685546875
2018-03-26,271.93670654296875
2018-03-27,267.0180969238281
2018-03-28,266.1325378417969
2018-03-29,270.1752014160156
2018-04-02,264.2940673828125
2018-04-03,266.2768859863281
2018-04-04,266.4693908691406
2018-04-05,265.2374267578125
2018-04-06,258.193603515625
2018-04-09,258.4249267578125
2018-04-10,263.30267333984375
2018-04-11,260.2950134277344
2018-04-12,264.5076599121094
2018-04-13,263.2738342285156
2018-04-16,264.45947265625
2018-04-17,266.7826232910156
2018-04-18,269.5877990722656
2018-04-19,269.8963317871094
2018-04-20,271.978515625
2018-04-23,267.1104431152344
2018-04-24,256.2752990722656
2018-04-25,258.17431640625
2018-04-26,256.6221923828125
2018-04-27,258.61767578125
2018-04-30,254.6750030517578
2018-05-01,255.23410034179688
2018-05-02,253.1808624267578
2018-05-03,255.13768005371094
2018-05-04,259.5045471191406
2018-05-07,260.8734130859375
2018-05-08,261.9144592285156
2018-05-09,265.1632080078125
2018-05-10,269.1733703613281
2018-05-11,269.36614990234375
2018-05-14,268.60467529296875
2018-05-15,268.4407043457031
2018-05-16,265.8186950683594
2018-05-17,265.336669921875
2018-05-18,265.5487976074219
2018-05-21,271.08203125
2018-05-22,269.7034912109375
2018-05-23,268.8359069824219
2018-05-24,271.79534912109375
2018-05-25,269.26007080078125
2018-05-29,264.3823547363281
2018-05-30,268.64312744140625
2018-05-31,265.8572082519531
2018-06-01,269.36614990234375
2018-06-04,270.1083679199219
2018-06-05,271.93994140625
2018-06-06,273.5401611328125
2018-06-07,274.07037353515625
2018-06-08,275.2945861816406
2018-06-11,275.2464599609375
2018-06-12,276.017578125
2018-06-13,275.2174987792969
2018-06-14,273.00994873046875
2018-06-15,273.7716064453125
2018-06-18,271.5157775878906
2018-06-19,266.454833984375
2018-06-20,267.51531982421875
2018-06-21,266.1752624511719
2018-06-22,266.2717590332031
2018-06-25,263.2930603027344
2018-06-26,263.4183044433594
2018-06-27,260.169677734375
2018-06-28,261.7506408691406
2018-06-29,265.9728698730469
2018-07-02,264.7100524902344
2018-07-03,263.0326843261719
2018-07-05,266.05963134765625
2018-07-06,266.6321716308594
2018-07-09,270.8896789550781
2018-07-10,271.2759094238281
2018-07-11,267.1534729003906
2018-07-12,272.183349609375
2018-07-13,273.65087890625
2018-07-16,272.820556640625
2018-07-17,273.2549743652344
2018-07-18,273.98876953125
2018-07-19,273.66046142578125
2018-07-20,274.8962097167969
2018-07-23,272.6081237792969
2018-07-24,272.9557189941406
2018-07-25,278.6131286621094
2018-07-26,293.08489990234375
2018-07-27,288.5087890625
2018-07-30,284.08709716796875
2018-07-31,291.4630126953125
2018-08-01,288.103271484375
2018-08-02,286.2979431152344
2018-08-03,284.8401794433594
2018-08-06,285.3614807128906
2018-08-07,289.0783386230469
2018-08-08,286.40411376953125
2018-08-09,285.25531005859375
2018-08-10,283.112060546875
2018-08-13,282.00177001953125
2018-08-14,284.67596435546875
2018-08-15,283.33404541015625
2018-08-16,284.9463806152344
2018-08-17,287.58209228515625
2018-08-20,290.7002868652344
2018-08-21,293.12353515625
2018-08-22,289.14593505859375
2018-08-23,286.9350891113281
2018-08-24,286.365478515625
2018-08-27,287.2826843261719
2018-08-28,288.3252868652344
2018-08-29,288.141845703125
2018-08-30,286.45245361328125
2018-08-31,288.05499267578125
2018-09-04,287.4178161621094
2018-09-05,291.3374328613281
2018-09-06,292.6311950683594
2018-09-07,293.50970458984375
2018-09-10,295.6722717285156
2018-09-11,294.8323059082031
2018-09-12,293.97314453125
2018-09-13,300.2098388671875
2018-09-14,300.0843200683594
2018-09-17,300.6345520019531
2018-09-18,300.7408142089844
2018-09-19,298.220947265625
2018-09-20,299.070556640625
2018-09-21,295.4695129394531
2018-09-24,289.1556701660156
2018-09-25,287.7170715332031
2018-09-26,285.80560302734375
2018-09-27,284.0774841308594
2018-09-28,285.9696044921875
2018-10-01,288.40264892578125
2018-10-02,287.6495666503906
2018-10-03,287.8522644042969
2018-10-04,286.0570068359375
2018-10-05,284.64556884765625
2018-10-08,282.4799499511719
2018-10-09,279.6859130859375
2018-10-10,271.2170715332031
2018-10-11,264.18878173828125
2018-10-12,269.8926696777344
2018-10-15,270.20208740234375
2018-10-16,277.6653747558594
2018-10-17,274.8714599609375
2018-10-18,269.7959899902344
2018-10-19,268.7711486816406
2018-10-22,269.11920166015625
2018-10-23,262.52581787109375
2018-10-24,254.66610717773438
2018-10-25,256.522216796875
2018-10-26,275.896240234375
2018-10-29,268.2781677246094
2018-10-30,272.1935729980469
2018-10-31,273.49871826171875
2018-11-01,274.62005615234375
2018-11-02,275.7995300292969
2018-11-05,278.7577819824219
2018-11-06,280.0533142089844
2018-11-07,286.19232177734375
2018-11-08,286.6756896972656
2018-11-09,286.9463806152344
2018-11-12,279.72467041015625
2018-11-13,281.02008056640625
2018-11-14,278.409912109375
2018-11-15,284.66485595703125
2018-11-16,287.8938903808594
2018-11-19,284.25885009765625
2018-11-20,277.5494689941406
2018-11-21,278.92230224609375
2018-11-23,275.72222900390625
2018-11-26,276.2539367675781
2018-11-27,275.78021240234375
2018-11-28,284.36517333984375
2018-11-29,284.10406494140625
2018-11-30,287.7004699707031
2018-12-03,291.0455017089844
2018-12-04,277.13372802734375
2018-12-06,277.67510986328125
2018-12-07,275.35491943359375
2018-12-10,275.8769226074219
2018-12-11,272.1355285644531
2018-12-12,274.9005126953125
2018-12-13,271.85516357421875
2018-12-14,264.7398681640625
2018-12-17,257.7016906738281
2018-12-18,259.93499755859375
2018-12-19,260.5150451660156
2018-12-20,254.0472869873047
2018-12-21,249.50347900390625
2018-12-24,238.80137634277344
2018-12-26,250.78929138183594
2018-12-27,256.3385009765625
2018-12-28,255.052734375
2018-12-31,257.6629943847656
2019-01-02,257.7500915527344
2019-01-03,250.19949340820312
2019-01-04,258.600830078125
2019-01-07,260.1282958984375
2019-01-08,260.64447021484375
2019-01-09,263.0752258300781
2019-01-10,266.4937438964844
2019-01-11,264.53759765625
2019-01-14,262.75567626953125
2019-01-15,261.767822265625
2019-01-16,263.9952087402344
2019-01-17,266.71649169921875
2019-01-18,273.13720703125
2019-01-22,266.0289001464844
2019-01-23,267.5397033691406
2019-01-24,269.9026794433594
2019-01-25,274.2122802734375
2019-01-28,271.0357666015625
2019-01-29,274.30902099609375
2019-01-30,278.41522216796875
2019-01-31,274.3187561035156
2019-02-01,283.00555419921875
2019-02-04,283.877197265625
2019-02-05,288.4578552246094
2019-02-06,290.2882385253906
2019-02-07,288.2254638671875
2019-02-08,290.68524169921875
2019-02-11,291.7408447265625
2019-02-12,298.4230651855469
2019-02-13,299.5755310058594
2019-02-14,296.45721435546875
2019-02-15,302.11279296875
2019-02-19,301.4058532714844
2019-02-20,303.57513427734375
2019-02-21,304.8631591796875
2019-02-22,307.17779541015625
2019-02-25,309.2695617675781
2019-02-26,309.77313232421875
2019-02-27,313.34661865234375
2019-02-28,313.4337158203125
2019-03-01,313.4144287109375
2019-03-04,310.7995910644531
2019-03-05,309.8603210449219
2019-03-06,309.7247009277344
2019-03-07,309.1726379394531
2019-03-08,307.642578125
2019-03-11,312.94964599609375
2019-03-12,313.52099609375
2019-03-13,316.03887939453125
2019-03-14,315.1866149902344
2019-03-15,315.9129943847656
2019-03-18,321.00689697265625
2019-03-19,321.4427490234375
2019-03-20,320.2806396484375
2019-03-21,323.4667663574219
2019-03-22,319.0701599121094
2019-03-25,320.5323791503906
2019-03-26,324.68701171875
2019-03-27,324.97760009765625
2019-03-28,329.3646545410156
2019-03-29,331.17547607421875
2019-04-01,336.9473876953125
2019-04-02,337.27667236328125
2019-04-03,336.0467834472656
2019-04-04,334.2647705078125
2019-04-05,335.03375244140625
2019-04-08,333.4240417480469
2019-04-09,332.6288146972656
2019-04-10,332.5416259765625
2019-04-11,335.98419189453125
2019-04-12,340.62921142578125
2019-04-15,340.7940979003906
2019-04-16,338.8158264160156
2019-04-17,337.438720703125
2019-04-18,339.1357421875
2019-04-22,340.2218933105469
2019-04-23,340.6582946777344
2019-04-24,339.6594543457031
2019-04-25,336.6435241699219
2019-04-26,341.8123474121094
2019-04-29,346.9810485839844
2019-04-30,348.81378173828125
2019-05-01,346.3312683105469
2019-05-02,346.7967224121094
2019-05-03,349.2889709472656
2019-05-06,347.35919189453125
2019-05-07,342.28741455078125
2019-05-08,343.65472412109375
2019-05-09,341.77349853515625
2019-05-10,345.4196472167969
2019-05-13,338.3406677246094
2019-05-14,340.9880065917969
2019-05-15,343.23779296875
2019-05-16,349.0950012207031
2019-05-17,347.7471008300781
2019-05-20,342.4039001464844
2019-05-21,347.68896484375
2019-05-22,345.93359375
2019-05-23,342.1517028808594
2019-05-24,337.5357666015625
2019-05-28,334.7720031738281
2019-05-29,334.9077453613281
2019-05-30,336.73089599609375
2019-05-31,333.51141357421875
2019-06-03,336.895751953125
2019-06-04,341.0170593261719
2019-06-05,347.2331848144531
2019-06-06,349.68658447265625
2019-06-07,354.3121643066406
2019-06-10,356.241943359375
2019-06-11,354.59332275390625
2019-06-12,354.6224670410156
2019-06-13,354.2539367675781
2019-06-14,353.5848693847656
2019-06-17,350.90838623046875
2019-06-18,354.6708984375
2019-06-19,353.6042785644531
2019-06-20,356.484375
2019-06-21,354.3218688964844
2019-06-24,354.1666564941406
2019-06-25,352.7799377441406
2019-06-26,352.1012268066406
2019-06-27,351.9557189941406
2019-06-28,355.17523193359375
2019-07-01,362.2639465332031
2019-07-02,362.2058410644531
2019-07-03,366.6375427246094
2019-07-05,365.1451721191406
2019-07-08,361.72760009765625
2019-07-09,363.41693115234375
2019-07-10,363.9024353027344
2019-07-11,369.3201904296875
2019-07-12,373.2718811035156
2019-07-15,370.2813720703125
2019-07-16,373.0679626464844
2019-07-17,366.38800048828125
2019-07-18,366.5724792480469
2019-07-19,363.6790771484375
2019-07-22,360.12554931640625
2019-07-23,363.0188903808594
2019-07-24,363.7470703125
2019-07-25,360.2032775878906
2019-07-26,355.5525207519531
2019-07-29,350.80462646484375
2019-07-30,356.17388916015625
2019-07-31,353.07659912109375
2019-08-01,350.39691162109375
2019-08-02,345.8140869140625
2019-08-05,334.1241760253906
2019-08-06,341.57110595703125
2019-08-07,338.4933166503906
2019-08-08,348.066650390625
2019-08-09,344.6781005859375
2019-08-12,342.0274658203125
2019-08-13,347.9792785644531
2019-08-14,337.4058532714844
2019-08-15,339.39630126953125
2019-08-16,347.01806640625
2019-08-19,351.8338317871094
2019-08-20,348.37738037109375
2019-08-21,349.3384704589844
2019-08-22,344.8042907714844
2019-08-23,338.4836730957031
2019-08-26,338.6001281738281
2019-08-27,343.4742126464844
2019-08-28,345.4937438964844
2019-08-29,353.6785888671875
2019-08-30,356.09613037109375
2019-09-03,351.30950927734375
2019-09-04,358.07684326171875
2019-09-05,364.203369140625
2019-09-06,364.0577697753906
2019-09-09,346.5811462402344
2019-09-10,343.8140563964844
2019-09-11,343.71685791015625
2019-09-12,348.05694580078125
2019-09-13,349.0958251953125
2019-09-16,346.3577575683594
2019-09-17,350.9017333984375
2019-09-18,349.1734619140625
2019-09-19,346.16363525390625
2019-09-20,349.0472412109375
2019-09-23,350.0473327636719
2019-09-24,346.2218322753906
2019-09-25,345.8529357910156
2019-09-26,344.8916320800781
2019-09-27,344.3189392089844
2019-09-30,346.23162841796875
2019-10-01,335.4057922363281
2019-10-02,328.0752868652344
2019-10-03,330.6450500488281
2019-10-04,335.1659851074219
2019-10-07,329.1672058105469
2019-10-08,323.3529968261719
2019-10-09,329.0115661621094
2019-10-10,330.6158142089844
2019-10-11,332.97845458984375
2019-10-14,329.30322265625
2019-10-15,329.5851745605469
2019-10-16,326.3670654296875
2019-10-17,331.2964172363281
2019-10-18,328.5448913574219
2019-10-21,327.67962646484375
2019-10-22,323.4989013671875
2019-10-23,325.6282043457031
2019-10-24,323.11004638671875
2019-10-25,325.1905822753906
2019-10-28,323.7127990722656
2019-10-29,332.3561706542969
2019-10-30,328.9046325683594
2019-10-31,327.6115417480469
2019-11-01,332.6186828613281
2019-11-04,329.5851745605469
2019-11-05,331.49090576171875
2019-11-06,334.4270324707031
2019-11-07,330.8880310058594
2019-11-08,328.1365966796875
2019-11-11,328.5643005371094
2019-11-12,333.75616455078125
2019-11-13,338.9189147949219
2019-11-14,339.4536437988281
2019-11-15,336.0508117675781
2019-11-18,332.1617126464844
2019-11-19,340.2508850097656
2019-11-20,343.2842712402344
2019-11-21,344.1982727050781
2019-11-22,345.8802185058594
2019-11-25,349.7109680175781
2019-11-26,352.87078857421875
2019-11-27,352.7347106933594
2019-11-29,350.3720397949219
2019-12-02,344.0523986816406
2019-12-03,342.0009765625
2019-12-04,337.0035705566406
2019-12-05,337.42156982421875
2019-12-06,336.6146545410156
2019-12-09,334.77703857421875
2019-12-10,333.7756042480469
2019-12-11,337.1007080078125
2019-12-12,337.1300048828125
2019-12-13,340.7759094238281
2019-12-16,342.1759948730469
2019-12-17,343.3912658691406
2019-12-18,338.7147521972656
2019-12-19,342.21484375
2019-12-20,342.8468322753906
2019-12-23,344.5482482910156
2019-12-24,343.4398498535156
2019-12-26,344.0037841796875
2019-12-27,347.3872375488281
2019-12-30,345.7149658203125
2019-12-31,344.4024658203125
2020-01-02,355.03900146484375
2020-01-03,352.95831298828125
2020-01-06,349.6331787109375
2020-01-07,351.4124450683594
2020-01-08,355.25140380859375
2020-01-09,360.3533020019531
2020-01-10,360.58697509765625
2020-01-13,364.2284240722656
2020-01-14,362.7776794433594
2020-01-15,363.68310546875
2020-01-16,365.7959289550781
2020-01-17,369.7294006347656
2020-01-21,368.2884521484375
2020-01-22,365.75701904296875
2020-01-23,368.4831237792969
2020-01-24,366.9058837890625
2020-01-27,362.66082763671875
2020-01-28,367.93798828125
2020-01-29,368.4831237792969
2020-01-30,379.1153869628906
2020-01-31,371.59881591796875
2020-02-03,369.7001953125
2020-02-04,376.00933837890625
2020-02-05,375.5810852050781
2020-02-06,374.8897705078125
2020-02-07,375.2791442871094
2020-02-10,381.4520263671875
2020-02-11,379.49505615234375
2020-02-12,380.75103759765625
2020-02-13,378.1513977050781
2020-02-14,382.3770751953125
2020-02-18,379.0665588378906
2020-02-19,377.74249267578125
2020-02-20,373.88690185546875
2020-02-21,377.0415344238281
2020-02-24,365.1338195800781
2020-02-25,356.2640686035156
2020-02-26,355.3780822753906
2020-02-27,345.6416320800781
2020-02-28,342.42864990234375
2020-03-02,351.5029602050781
2020-03-03,343.2562255859375
2020-03-04,357.28631591796875
2020-03-05,342.2729187011719
2020-03-06,341.0947265625
2020-03-09,307.0076599121094
2020-03-10,332.546142578125
2020-03-11,314.5728454589844
2020-03-12,283.2703552246094
2020-03-13,305.25506591796875
2020-03-16,275.7927551269531
2020-03-17,301.2340393066406
2020-03-18,279.6971130371094
2020-03-19,292.101318359375
2020-03-20,275.6856689453125
2020-03-23,247.59625244140625
2020-03-24,275.4228515625
2020-03-25,277.6622314453125
2020-03-26,298.24493408203125
2020-03-27,297.7288818359375
2020-03-30,309.0912170410156
2020-03-31,303.59014892578125
2020-04-01,285.9186096191406
2020-04-02,297.02789306640625
2020-04-03,291.7799987792969
2020-04-06,304.3788757324219
2020-04-07,300.4807434082031
2020-04-08,310.20404052734375
2020-04-09,307.6390075683594
2020-04-13,306.9271240234375
2020-04-14,311.74481201171875
2020-04-15,306.312744140625
2020-04-16,302.42156982421875
2020-04-17,313.9976501464844
2020-04-20,312.38848876953125
2020-04-21,302.8896484375
2020-04-22,305.8739013671875
2020-04-23,306.2347106933594
2020-04-24,298.8229064941406
2020-04-27,306.7613220214844
2020-04-28,328.4506530761719
2020-04-29,332.2833251953125
2020-04-30,332.58563232421875
2020-05-01,330.97650146484375
2020-05-04,332.6343994140625
2020-05-05,337.3057861328125
2020-05-06,342.46484375
2020-05-07,347.3702392578125
2020-05-08,349.48651123046875
2020-05-11,355.10394287109375
2020-05-12,348.16021728515625
2020-05-13,343.8594665527344
2020-05-14,348.6380615234375
2020-05-15,352.54876708984375
2020-05-18,357.2690124511719
2020-05-19,348.89166259765625
2020-05-20,358.7707824707031
2020-05-21,356.02069091796875
2020-05-22,357.97113037109375
2020-05-26,361.1210632324219
2020-05-27,369.810546875
2020-05-28,372.2779235839844
2020-05-29,384.04901123046875
2020-06-01,378.16827392578125
2020-06-02,385.82391357421875
2020-06-03,391.5291442871094
2020-06-04,392.2799987792969
2020-06-05,395.7810974121094
2020-06-08,391.94842529296875
2020-06-09,392.1727600097656
2020-06-10,391.2852478027344
2020-06-11,382.586181640625
2020-06-12,380.1578369140625
2020-06-15,384.2831115722656
2020-06-16,388.7789001464844
2020-06-17,392.2702941894531
2020-06-18,392.1727600097656
2020-06-19,380.8891906738281
2020-06-22,390.1344909667969
2020-06-23,387.59893798828125
2020-06-24,377.3491516113281
2020-06-25,383.6101379394531
2020-06-26,377.62225341796875
2020-06-29,376.091064453125
2020-06-30,378.6462097167969
2020-07-01,380.04083251953125
2020-07-02,381.484130859375
2020-07-06,383.4541320800781
2020-07-07,381.3086853027344
2020-07-08,388.0759582519531
2020-07-09,385.6541442871094
2020-07-10,382.72467041015625
2020-07-13,377.1780700683594
2020-07-14,387.363037109375
2020-07-15,390.3024597167969
2020-07-16,395.91729736328125
2020-07-17,399.4522705078125
2020-07-20,405.4774169921875
2020-07-21,405.848388671875
2020-07-22,408.40692138671875
2020-07-23,410.4087219238281
2020-07-24,405.51641845703125
2020-07-27,410.8189697265625
2020-07-28,413.1527099609375
2020-07-29,426.8923034667969
2020-07-30,422.63470458984375
2020-07-31,422.2929382324219
2020-08-03,424.9783935546875
2020-08-04,423.23040771484375
2020-08-05,424.9978942871094
2020-08-06,426.7165832519531
2020-08-07,430.54449462890625
2020-08-10,430.9546203613281
2020-08-11,424.4998779296875
2020-08-12,436.208251953125
2020-08-13,442.5360412597656
2020-08-14,434.4993591308594
2020-08-17,430.61285400390625
2020-08-18,428.6891174316406
2020-08-19,424.2264404296875
2020-08-20,424.5877990722656
2020-08-21,421.84381103515625
2020-08-24,422.01959228515625
2020-08-25,421.1406555175781
2020-08-26,422.2831726074219
2020-08-27,418.00604248046875
2020-08-28,420.0762634277344
2020-08-31,417.1564636230469
2020-09-01,426.1599426269531
2020-09-02,433.4446716308594
2020-09-03,419.8712463378906
2020-09-04,412.6059265136719
2020-09-08,384.697265625
2020-09-09,390.5074462890625
2020-09-10,386.50372314453125
2020-09-11,390.2144775390625
2020-09-14,386.9529724121094
2020-09-15,394.4037170410156
2020-09-16,391.0249938964844
2020-09-17,389.43328857421875
2020-09-18,382.17779541015625
2020-09-21,383.037109375
2020-09-22,383.5058898925781
2020-09-23,377.3733825683594
2020-09-24,382.0215759277344
2020-09-25,388.7692565917969
2020-09-28,391.19097900390625
2020-09-29,391.93316650390625
2020-09-30,385.8299255371094
2020-10-01,384.23828125
2020-10-02,386.4256591796875
2020-10-05,392.2854919433594
2020-10-06,391.0143737792969
2020-10-07,396.0010070800781
2020-10-08,394.70062255859375
2020-10-09,405.1824951171875
2020-10-12,412.4862976074219
2020-10-13,414.3442077636719
2020-10-14,417.7175598144531
2020-10-15,420.8855285644531
2020-10-16,424.2491149902344
2020-10-19,415.4588317871094
2020-10-20,413.4739990234375
2020-10-21,412.0953063964844
2020-10-22,418.0206604003906
2020-10-23,419.0766906738281
2020-10-26,408.6047058105469
2020-10-27,385.8321228027344
2020-10-28,359.3343200683594
2020-10-29,362.5707702636719
2020-10-30,363.0889892578125
2020-11-02,372.47564697265625
2020-11-03,374.8321838378906
2020-11-04,380.1121520996094
2020-11-05,377.4232482910156
2020-11-06,379.7895202636719
2020-11-09,381.53973388671875
2020-11-10,392.0704040527344
2020-11-11,392.43212890625
2020-11-12,381.96990966796875
2020-11-13,387.58245849609375
2020-11-16,398.8072509765625
2020-11-17,396.6366271972656
2020-11-18,399.296142578125
2020-11-19,400.3814697265625
2020-11-20,396.25531005859375
2020-11-23,396.7051086425781
2020-11-24,409.2303771972656
2020-11-25,409.1717529296875
2020-11-27,409.4944152832031
2020-11-30,417.51220703125
2020-12-01,414.57891845703125
2020-12-02,408.7220153808594
2020-12-03,400.1175231933594
2020-12-04,408.6632995605469
2020-12-07,409.6705017089844
2020-12-08,409.8268737792969
2020-12-09,410.218017578125
2020-12-10,405.77886962890625
2020-12-11,411.1078186035156
2020-12-14,413.49359130859375
2020-12-15,416.4953308105469
2020-12-16,411.49896240234375
2020-12-17,415.5957946777344
2020-12-18,416.7202453613281
2020-12-21,412.994873046875
2020-12-22,403.7451171875
2020-12-23,410.1397399902344
2020-12-24,410.78509521484375
2020-12-28,413.74774169921875
2020-12-29,410.2765808105469
2020-12-30,412.4472961425781
2020-12-31,421.5113830566406
2021-01-04,410.2277526855469
2021-01-05,409.8659362792969
2021-01-06,413.9921875
2021-01-07,421.5732421875
2021-01-08,422.0823974609375
2021-01-11,429.3569030761719
2021-01-12,420.9956359863281
2021-01-13,404.50787353515625
2021-01-14,398.88787841796875
2021-01-15,403.00982666015625
2021-01-19,405.76104736328125
2021-01-20,411.7236633300781
2021-01-21,412.59503173828125
2021-01-22,410.45086669921875
2021-01-25,410.3431396484375
2021-01-26,408.5808410644531
2021-01-27,411.2145690917969
2021-01-28,413.9853515625
2021-01-29,384.69122314453125
2021-02-01,383.1736145019531
2021-02-02,389.6746826171875
2021-02-03,393.2875671386719
2021-02-04,395.3044738769531
2021-02-05,396.4794006347656
2021-02-08,398.6431579589844
2021-02-09,395.284912109375
2021-02-10,393.4442443847656
2021-02-11,391.6427001953125
2021-02-12,387.7361755371094
2021-02-16,375.7716979980469
2021-02-17,379.0223388671875
2021-02-18,387.2759704589844
2021-02-19,380.77490234375
2021-02-22,375.8892517089844
2021-02-23,379.727294921875
2021-02-24,370.8959655761719
2021-02-25,371.179931640625
2021-02-26,369.7210693359375
2021-03-01,376.86834716796875
2021-03-02,373.11846923828125
2021-03-03,372.62890625
2021-03-04,364.1109619140625
2021-03-05,369.0552673339844
2021-03-08,377.3186950683594
2021-03-09,381.5190124511719
2021-03-10,377.9845275878906
2021-03-11,379.3356018066406
2021-03-12,378.2879943847656
2021-03-15,382.6841125488281
2021-03-16,379.8642883300781
2021-03-17,385.3177490234375
2021-03-18,392.8763427734375
2021-03-19,386.7375183105469
2021-03-22,392.89593505859375
2021-03-23,396.1954040527344
2021-03-24,397.78155517578125
2021-03-25,394.91278076171875
2021-03-26,401.7761535644531
2021-03-29,399.8082580566406
2021-03-30,394.5799560546875
2021-03-31,394.9031066894531
2021-04-01,402.3280029296875
2021-04-05,406.73016357421875
2021-04-06,407.51458740234375
2021-04-07,406.6321716308594
2021-04-08,410.02459716796875
2021-04-09,413.33843994140625
2021-04-12,417.32891845703125
2021-04-13,413.3776550292969
2021-04-14,410.8089599609375
2021-04-15,416.6426086425781
2021-04-16,415.0150146484375
2021-04-19,417.142578125
2021-04-20,418.2112731933594
2021-04-21,421.25067138671875
2021-04-22,422.7017517089844
2021-04-23,425.7313232421875
2021-04-26,423.9175109863281
2021-04-27,437.143798828125
2021-04-28,433.692626953125
2021-04-29,437.1340026855469
2021-04-30,437.7125244140625
2021-05-03,436.3692321777344
2021-05-04,439.6145324707031
2021-05-05,441.3499450683594
2021-05-06,437.4772033691406
2021-05-07,435.7711486816406
2021-05-10,435.7123718261719
2021-05-11,431.7904968261719
2021-05-12,420.9859313964844
2021-05-13,428.888427734375
2021-05-14,429.7806396484375
2021-05-17,424.574462890625
2021-05-18,424.34893798828125
2021-05-19,422.8487548828125
2021-05-20,428.94720458984375
2021-05-21,431.2218933105469
2021-05-24,435.75152587890625
2021-05-25,437.15362548828125
2021-05-26,435.74176025390625
2021-05-27,438.741943359375
2021-05-28,441.2126770019531
2021-06-01,439.65374755859375
2021-06-02,440.47735595703125
2021-06-03,438.3595275878906
2021-06-04,442.2322692871094
2021-06-07,438.0458068847656
2021-06-08,440.8989562988281
2021-06-09,442.1343688964844
2021-06-10,444.8011169433594
2021-06-11,450.2622985839844
2021-06-14,455.20367431640625
2021-06-15,453.7035827636719
2021-06-16,444.96783447265625
2021-06-17,446.00701904296875
