,JNPR
2014-10-21,15.697282791137695
2014-10-22,15.308343887329102
2014-10-23,15.806175231933594
2014-10-24,14.779400825500488
2014-10-27,15.33946418762207
2014-10-28,16.10954475402832
2014-10-29,16.304014205932617
2014-10-30,16.31178855895996
2014-10-31,16.38957405090332
2014-11-03,16.38957405090332
2014-11-04,16.482919692993164
2014-11-05,16.669607162475586
2014-11-06,16.80961799621582
2014-11-07,17.04298210144043
2014-11-10,16.724058151245117
2014-11-11,15.77507209777832
2014-11-12,16.2340030670166
2014-11-13,15.907307624816895
2014-11-14,16.327350616455078
2014-11-17,16.591819763183594
2014-11-18,16.786283493041992
2014-11-19,16.692943572998047
2014-11-20,16.638486862182617
2014-11-21,16.996309280395508
2014-11-24,17.151880264282227
2014-11-25,17.315231323242188
2014-11-26,17.268566131591797
2014-11-28,17.31545066833496
2014-12-01,17.002891540527344
2014-12-02,16.823179244995117
2014-12-03,17.432653427124023
2014-12-04,17.377958297729492
2014-12-05,17.45609474182129
2014-12-08,16.95600700378418
2014-12-09,17.07321548461914
2014-12-10,16.745037078857422
2014-12-11,16.698156356811523
2014-12-12,16.487180709838867
2014-12-15,16.612199783325195
2014-12-16,16.698156356811523
2014-12-17,16.737218856811523
2014-12-18,17.112287521362305
2014-12-19,17.565492630004883
2014-12-22,17.70613670349121
2014-12-23,17.823345184326172
2014-12-24,17.83896827697754
2014-12-26,17.760831832885742
2014-12-29,17.651443481445312
2014-12-30,17.713953018188477
2014-12-31,17.440473556518555
2015-01-02,17.542049407958984
2015-01-05,17.346702575683594
2015-01-06,17.10447120666504
2015-01-07,17.487350463867188
2015-01-08,17.995250701904297
2015-01-09,18.010881423950195
2015-01-12,17.542049407958984
2015-01-13,17.502975463867188
2015-01-14,17.385766983032227
2015-01-15,16.713775634765625
2015-01-16,16.901309967041016
2015-01-20,16.971633911132812
2015-01-21,17.06540298461914
2015-01-22,17.2294921875
2015-01-23,17.1982421875
2015-01-26,17.307632446289062
2015-01-27,17.057592391967773
2015-01-28,17.698322296142578
2015-01-29,17.745203018188477
2015-01-30,17.760831832885742
2015-02-02,17.628000259399414
2015-02-03,18.14371109008789
2015-02-04,17.768648147583008
2015-02-05,18.159337997436523
2015-02-06,18.307798385620117
2015-02-09,18.089019775390625
2015-02-10,18.065576553344727
2015-02-11,18.198408126831055
2015-02-12,18.47970199584961
2015-02-13,18.628170013427734
2015-02-17,18.698490142822266
2015-02-18,18.557842254638672
2015-02-19,18.753183364868164
2015-02-20,18.90947151184082
2015-02-23,18.854768753051758
2015-02-24,19.104812622070312
2015-02-25,19.143878936767578
2015-02-26,18.839139938354492
2015-02-27,18.760679244995117
2015-03-02,18.83914566040039
2015-03-03,18.737138748168945
2015-03-04,18.211435317993164
2015-03-05,18.16436004638672
2015-03-06,18.493900299072266
2015-03-09,18.768531799316406
2015-03-10,18.344820022583008
2015-03-11,18.384048461914062
2015-03-12,18.493900299072266
2015-03-13,18.384048461914062
2015-03-16,18.56451988220215
2015-03-17,18.438976287841797
2015-03-18,18.650827407836914
2015-03-19,18.556669235229492
2015-03-20,18.58021354675293
2015-03-23,18.713598251342773
2015-03-24,18.360511779785156
2015-03-25,17.819110870361328
2015-03-26,17.505258560180664
2015-03-27,17.489566802978516
2015-03-30,17.677881240844727
2015-03-31,17.71710968017578
2015-04-01,17.654348373413086
2015-04-02,17.71710968017578
2015-04-06,17.811269760131836
2015-04-07,18.37620735168457
2015-04-08,18.31344223022461
2015-04-09,18.572364807128906
2015-04-10,18.650827407836914
2015-04-13,18.51744270324707
2015-04-14,18.823448181152344
2015-04-15,19.129457473754883
2015-04-16,19.058847427368164
2015-04-17,18.619447708129883
2015-04-20,18.941143035888672
2015-04-21,18.964685440063477
2015-04-22,19.13730812072754
2015-04-23,18.831289291381836
2015-04-24,20.51041603088379
2015-04-27,20.745819091796875
2015-04-28,21.05181884765625
2015-04-29,20.894887924194336
2015-04-30,20.737960815429688
2015-05-01,21.114593505859375
2015-05-04,21.240137100219727
2015-05-05,20.934123992919922
2015-05-06,20.92627716064453
2015-05-07,20.973350524902344
2015-05-08,21.169513702392578
2015-05-11,21.25582504272461
2015-05-12,21.224435806274414
2015-05-13,21.310749053955078
2015-05-14,21.530441284179688
2015-05-15,21.43628692626953
2015-05-18,21.67168617248535
2015-05-19,21.601062774658203
2015-05-20,21.655994415283203
2015-05-21,21.64814567565918
2015-05-22,21.655994415283203
2015-05-26,21.169513702392578
2015-05-27,21.82076644897461
2015-05-28,21.69522476196289
2015-05-29,21.892087936401367
2015-06-01,21.309356689453125
2015-06-02,21.458980560302734
2015-06-03,21.56134796142578
2015-06-04,21.380233764648438
2015-06-05,21.56134796142578
2015-06-08,21.403844833374023
2015-06-09,21.577098846435547
2015-06-10,21.797590255737305
2015-06-11,21.986589431762695
2015-06-12,21.569225311279297
2015-06-15,21.403844833374023
2015-06-16,21.608592987060547
2015-06-17,21.592849731445312
2015-06-18,21.962963104248047
2015-06-19,21.46684455871582
2015-06-22,21.27785873413086
2015-06-23,21.411731719970703
2015-06-24,21.1676082611084
2015-06-25,21.230606079101562
2015-06-26,20.93923568725586
2015-06-29,20.56123924255371
2015-06-30,20.45100212097168
2015-07-01,20.710859298706055
2015-07-02,20.56123924255371
2015-07-06,20.27774429321289
2015-07-07,20.387996673583984
2015-07-08,20.16750144958496
2015-07-09,20.246248245239258
2015-07-10,20.592742919921875
2015-07-13,20.584867477416992
2015-07-14,20.521865844726562
2015-07-15,20.592742919921875
2015-07-16,20.75023651123047
2015-07-17,20.781734466552734
2015-07-20,20.758119583129883
2015-07-21,20.74236488342285
2015-07-22,20.624238967895508
2015-07-23,20.860490798950195
2015-07-24,21.68735122680664
2015-07-27,21.600725173950195
2015-07-28,21.710968017578125
2015-07-29,21.640094757080078
2015-07-30,22.018089294433594
2015-07-31,22.38033676147461
2015-08-03,22.183456420898438
2015-08-04,22.03384017944336
2015-08-05,22.2464599609375
2015-08-06,22.05746841430664
2015-08-07,22.09684181213379
2015-08-10,22.356706619262695
2015-08-11,21.95509147644043
2015-08-12,22.16771125793457
2015-08-13,22.183456420898438
2015-08-14,22.1992130279541
2015-08-17,22.301586151123047
2015-08-18,22.144088745117188
2015-08-19,22.088964462280273
2015-08-20,21.545604705810547
2015-08-21,20.915611267089844
2015-08-24,20.128124237060547
2015-08-25,19.592632293701172
2015-08-26,20.136001586914062
2015-08-27,20.474618911743164
2015-08-28,20.53786277770996
2015-08-31,20.32442283630371
2015-09-01,19.715715408325195
2015-09-02,20.008211135864258
2015-09-03,19.976585388183594
2015-09-04,19.810583114624023
2015-09-08,20.197935104370117
2015-09-09,19.96078109741211
2015-09-10,20.253273010253906
2015-09-11,19.968685150146484
2015-09-14,20.024023056030273
2015-09-15,20.395566940307617
2015-09-16,20.522048950195312
2015-09-17,20.403474807739258
2015-09-18,20.190032958984375
2015-09-21,20.363950729370117
2015-09-22,19.96078109741211
2015-09-23,20.047739028930664
2015-09-24,20.008211135864258
2015-09-25,19.984493255615234
2015-09-28,19.692001342773438
2015-09-29,19.794767379760742
2015-09-30,20.32442283630371
2015-10-01,20.58529281616211
2015-10-02,21.47858238220215
2015-10-05,22.52998924255371
2015-10-06,22.466745376586914
2015-10-07,23.25727081298828
2015-10-08,23.55767059326172
2015-10-09,23.241456985473633
2015-10-12,23.502338409423828
2015-10-13,23.549768447875977
2015-10-14,23.36004638671875
2015-10-15,23.715778350830078
2015-10-16,23.581384658813477
2015-10-19,23.66834831237793
2015-10-20,23.90550422668457
2015-10-21,23.55767059326172
2015-10-22,23.52604866027832
2015-10-23,24.893661499023438
2015-10-26,24.41143798828125
2015-10-27,24.93318748474121
2015-10-28,25.051767349243164
2015-10-29,24.656505584716797
2015-10-30,24.814605712890625
2015-11-02,25.091293334960938
2015-11-03,25.478649139404297
2015-11-04,24.996431350708008
2015-11-05,24.822509765625
2015-11-06,25.06757354736328
2015-11-09,23.114974975585938
2015-11-10,23.407470703125
2015-11-11,23.367942810058594
2015-11-12,23.439096450805664
2015-11-13,22.695995330810547
2015-11-16,23.091259002685547
2015-11-17,23.336326599121094
2015-11-18,23.684152603149414
2015-11-19,23.873884201049805
2015-11-20,24.07941246032715
2015-11-23,24.22171974182129
2015-11-24,24.05570411682129
2015-11-25,24.039894104003906
2015-11-27,24.00816535949707
2015-11-30,23.897130966186523
2015-12-01,24.13506507873535
2015-12-02,24.024030685424805
2015-12-03,23.24675750732422
2015-12-04,23.635393142700195
2015-12-07,23.65918731689453
2015-12-08,23.611597061157227
2015-12-09,23.024681091308594
2015-12-10,22.88984489440918
2015-12-11,22.699493408203125
2015-12-14,22.818464279174805
2015-12-15,23.143646240234375
2015-12-16,23.31814193725586
2015-12-17,23.088132858276367
2015-12-18,22.74708366394043
2015-12-21,21.612903594970703
2015-12-22,21.81911849975586
2015-12-23,21.930156707763672
2015-12-24,21.906356811523438
2015-12-28,21.977739334106445
2015-12-29,22.239482879638672
2015-12-30,21.977739334106445
2015-12-31,21.890499114990234
2016-01-04,21.739809036254883
2016-01-05,21.850841522216797
2016-01-06,21.240127563476562
2016-01-07,20.69286346435547
2016-01-08,20.399404525756836
2016-01-11,20.629413604736328
2016-01-12,20.819766998291016
2016-01-13,20.351818084716797
2016-01-14,20.748380661010742
2016-01-15,20.415271759033203
2016-01-19,20.415271759033203
2016-01-20,20.29630470275879
2016-01-21,20.33595848083496
2016-01-22,20.716659545898438
2016-01-25,20.772184371948242
2016-01-26,21.137022018432617
2016-01-27,21.049781799316406
2016-01-28,17.813791275024414
2016-01-29,18.717960357666016
2016-02-01,19.29694938659668
2016-02-02,19.035215377807617
2016-02-03,18.971765518188477
2016-02-04,18.821069717407227
2016-02-05,18.162769317626953
2016-02-08,17.425151824951172
2016-02-09,17.44101905822754
2016-02-10,17.147558212280273
2016-02-11,17.211008071899414
2016-02-12,17.32204818725586
2016-02-16,18.40863609313965
2016-02-17,18.69416046142578
2016-02-18,19.035215377807617
2016-02-19,19.487300872802734
2016-02-22,19.653860092163086
2016-02-23,19.479372024536133
2016-02-24,19.701454162597656
2016-02-25,19.7966251373291
2016-02-26,19.589582443237305
2016-02-29,19.669218063354492
2016-03-01,19.852365493774414
2016-03-02,19.86032485961914
2016-03-03,19.82847785949707
2016-03-04,20.107192993164062
2016-03-07,20.059410095214844
2016-03-08,19.932003021240234
2016-03-09,20.091266632080078
2016-03-10,20.15497398376465
2016-03-11,20.871654510498047
2016-03-14,20.624799728393555
2016-03-15,20.473501205444336
2016-03-16,20.465530395507812
2016-03-17,20.967220306396484
2016-03-18,21.015003204345703
2016-03-21,20.5451717376709
2016-03-22,20.648696899414062
2016-03-23,20.41775894165039
2016-03-24,20.194787979125977
2016-03-28,20.26645851135254
2016-03-29,20.433683395385742
2016-03-30,20.314237594604492
2016-03-31,20.314237594604492
2016-04-01,20.354053497314453
2016-04-04,20.059410095214844
2016-04-05,20.091266632080078
2016-04-06,20.298309326171875
2016-04-07,19.86032485961914
2016-04-08,19.852365493774414
2016-04-11,19.82051658630371
2016-04-12,18.363237380981445
2016-04-13,18.96844482421875
2016-04-14,18.769359588623047
2016-04-15,18.82511329650879
2016-04-18,18.79325294494629
2016-04-19,18.68973731994629
2016-04-20,18.52250862121582
2016-04-21,18.61806297302246
2016-04-22,18.912708282470703
2016-04-25,18.745481491088867
2016-04-26,18.753440856933594
2016-04-27,18.960487365722656
2016-04-28,18.641952514648438
2016-04-29,18.633989334106445
2016-05-02,18.594179153442383
2016-05-03,18.08452796936035
2016-05-04,17.933223724365234
2016-05-05,17.789886474609375
2016-05-06,18.052671432495117
2016-05-09,18.08452796936035
2016-05-10,18.434911727905273
2016-05-11,18.196014404296875
2016-05-12,18.11638069152832
2016-05-13,18.11638069152832
2016-05-16,18.32342529296875
2016-05-17,17.99693489074707
2016-05-18,17.909330368041992
2016-05-19,17.81377601623535
2016-05-20,18.10045051574707
2016-05-23,17.909330368041992
2016-05-24,18.235830307006836
2016-05-25,18.363237380981445
2016-05-26,18.307498931884766
2016-05-27,18.41946792602539
2016-05-31,18.723398208618164
2016-06-01,18.579425811767578
2016-06-02,18.763383865356445
2016-06-03,18.667409896850586
2016-06-06,18.651411056518555
2016-06-07,18.77138328552246
2016-06-08,18.851360321044922
2016-06-09,18.755390167236328
2016-06-10,18.355484008789062
2016-06-13,18.411474227905273
2016-06-14,18.34748649597168
2016-06-15,18.34748649597168
2016-06-16,18.37148094177246
2016-06-17,18.547441482543945
2016-06-20,18.571428298950195
2016-06-21,18.571428298950195
2016-06-22,18.403478622436523
2016-06-23,19.227270126342773
2016-06-24,17.955581665039062
2016-06-27,16.987821578979492
2016-06-28,17.20376968383789
2016-06-29,17.651657104492188
2016-06-30,17.987571716308594
2016-07-01,17.8756046295166
2016-07-05,17.651657104492188
2016-07-06,17.531686782836914
2016-07-07,17.555686950683594
2016-07-08,18.123544692993164
2016-07-11,18.283504486083984
2016-07-12,18.47545623779297
2016-07-13,18.435466766357422
2016-07-14,18.46745491027832
2016-07-15,18.459455490112305
2016-07-18,18.515443801879883
2016-07-19,18.71539878845215
2016-07-20,18.80337905883789
2016-07-21,18.71539878845215
2016-07-22,19.011323928833008
2016-07-25,19.243267059326172
2016-07-26,19.37123680114746
2016-07-27,18.05156135559082
2016-07-28,18.091548919677734
2016-07-29,18.14753532409668
2016-08-01,18.075557708740234
2016-08-02,17.77962303161621
2016-08-03,18.075557708740234
2016-08-04,18.03556251525879
2016-08-05,18.435466766357422
2016-08-08,18.547441482543945
2016-08-09,18.459455490112305
2016-08-10,18.403478622436523
2016-08-11,18.63541603088379
2016-08-12,18.611425399780273
2016-08-15,19.171283721923828
2016-08-16,18.683408737182617
2016-08-17,18.483457565307617
2016-08-18,18.483457565307617
2016-08-19,18.691402435302734
2016-08-22,18.611425399780273
2016-08-23,18.755390167236328
2016-08-24,18.691402435302734
2016-08-25,18.71539878845215
2016-08-26,18.619421005249023
2016-08-29,18.539440155029297
2016-08-30,18.65992546081543
2016-08-31,18.5394344329834
2016-09-01,18.72419548034668
2016-09-02,18.804523468017578
2016-09-06,18.828617095947266
2016-09-07,18.804523468017578
2016-09-08,18.86074447631836
2016-09-09,18.603694915771484
2016-09-12,18.788450241088867
2016-09-13,18.161909103393555
2016-09-14,18.202068328857422
2016-09-15,18.483217239379883
2016-09-16,18.0494441986084
2016-09-19,18.274364471435547
2016-09-20,18.03338050842285
2016-09-21,18.981243133544922
2016-09-22,19.165992736816406
2016-09-23,19.109766006469727
2016-09-26,19.005338668823242
2016-09-27,19.310575485229492
2016-09-28,19.22221565246582
2016-09-29,19.045499801635742
2016-09-30,19.326642990112305
2016-10-03,19.334674835205078
2016-10-04,19.479265213012695
2016-10-05,19.95319366455078
2016-10-06,19.696144104003906
2016-10-07,19.929094314575195
2016-10-10,19.736309051513672
2016-10-11,19.230253219604492
2016-10-12,18.86074447631836
2016-10-13,18.64386558532715
2016-10-14,18.274364471435547
2016-10-17,18.017316818237305
2016-10-18,18.354692459106445
2016-10-19,18.435012817382812
2016-10-20,18.274364471435547
2016-10-21,18.579601287841797
2016-10-24,19.005338668823242
2016-10-25,19.053529739379883
2016-10-26,21.005474090576172
2016-10-27,21.03761100769043
2016-10-28,21.045635223388672
2016-10-31,21.158100128173828
2016-11-01,20.764493942260742
2016-11-02,20.202205657958984
2016-11-03,20.009424209594727
2016-11-04,20.00139045715332
2016-11-07,20.475318908691406
2016-11-08,20.475318908691406
2016-11-09,20.3066349029541
2016-11-10,20.234336853027344
2016-11-11,20.411062240600586
2016-11-14,20.852853775024414
2016-11-15,20.965314865112305
2016-11-16,21.0777645111084
2016-11-17,21.0777645111084
2016-11-18,21.166128158569336
2016-11-21,21.17416000366211
2016-11-22,21.158100128173828
2016-11-23,21.198261260986328
2016-11-25,21.294649124145508
2016-11-28,21.270553588867188
2016-11-29,21.593080520629883
2016-11-30,22.20587921142578
2016-12-01,21.754344940185547
2016-12-02,21.633399963378906
2016-12-05,21.71402359008789
2016-12-06,21.71402359008789
2016-12-07,22.37520408630371
2016-12-08,23.108945846557617
2016-12-09,22.947690963745117
2016-12-12,22.58484649658203
2016-12-13,23.068634033203125
2016-12-14,22.867055892944336
2016-12-15,23.036380767822266
2016-12-16,22.842863082885742
2016-12-19,23.012191772460938
2016-12-20,22.979938507080078
2016-12-21,22.947690963745117
2016-12-22,22.786420822143555
2016-12-23,22.947690963745117
2016-12-27,23.125072479248047
2016-12-28,22.92350196838379
2016-12-29,22.875118255615234
2016-12-30,22.786420822143555
2017-01-03,23.06057357788086
2017-01-04,23.302459716796875
2017-01-05,23.25408363342285
2017-01-06,23.27020835876465
2017-01-09,22.8912410736084
2017-01-10,22.899309158325195
2017-01-11,22.455833435058594
2017-01-12,22.415517807006836
2017-01-13,22.471960067749023
2017-01-17,22.101062774658203
2017-01-18,22.044614791870117
2017-01-19,22.109119415283203
2017-01-20,22.117183685302734
2017-01-23,22.17362403869629
2017-01-24,22.44777488708496
2017-01-25,22.689664840698242
2017-01-26,22.35101318359375
2017-01-27,21.504384994506836
2017-01-30,21.326995849609375
2017-01-31,21.593080520629883
2017-02-01,21.617267608642578
2017-02-02,21.9639835357666
2017-02-03,22.052675247192383
2017-02-06,21.99623680114746
2017-02-07,21.931730270385742
2017-02-08,21.9639835357666
2017-02-09,22.09299659729004
2017-02-10,22.286510467529297
2017-02-13,22.52033805847168
2017-02-14,22.48002052307129
2017-02-15,22.54452896118164
2017-02-16,22.649351119995117
2017-02-17,22.8912410736084
2017-02-21,23.133140563964844
2017-02-22,23.004127502441406
2017-02-23,22.92350196838379
2017-02-24,22.915430068969727
2017-02-27,22.923526763916016
2017-02-28,22.65650177001953
2017-03-01,22.858793258666992
2017-03-02,22.86688232421875
2017-03-03,22.891164779663086
2017-03-06,22.785964965820312
2017-03-07,22.777875900268555
2017-03-08,22.413755416870117
2017-03-09,22.50275993347168
2017-03-10,22.66459083557129
2017-03-13,22.632225036621094
2017-03-14,22.7697811126709
2017-03-15,22.899250030517578
2017-03-16,23.077266693115234
2017-03-17,23.206727981567383
2017-03-20,22.80215072631836
2017-03-21,22.50275993347168
2017-03-22,22.66459083557129
2017-03-23,22.527034759521484
2017-03-24,22.51085090637207
2017-03-27,22.45421600341797
2017-03-28,22.4865779876709
2017-03-29,22.3732967376709
2017-03-30,22.413755416870117
2017-03-31,22.518943786621094
2017-04-03,22.429935455322266
2017-04-04,22.62413215637207
2017-04-05,22.51085090637207
2017-04-06,22.50275993347168
2017-04-07,22.55130386352539
2017-04-10,22.559398651123047
2017-04-11,22.4865779876709
2017-04-12,22.357114791870117
2017-04-13,22.30047035217285
2017-04-17,22.42184066772461
2017-04-18,22.413755416870117
2017-04-19,22.438026428222656
2017-04-20,22.494672775268555
2017-04-21,22.478485107421875
2017-04-24,22.874975204467773
2017-04-25,22.478485107421875
2017-04-26,23.837879180908203
2017-04-27,24.266733169555664
2017-04-28,24.33146095275879
2017-05-01,24.760324478149414
2017-05-02,24.994979858398438
2017-05-03,24.517566680908203
2017-05-04,24.67940330505371
2017-05-05,24.71986198425293
2017-05-08,24.671316146850586
2017-05-09,24.82504653930664
2017-05-10,24.962608337402344
2017-05-11,24.727949142456055
2017-05-12,24.75222396850586
2017-05-15,24.76841163635254
2017-05-16,24.75222396850586
2017-05-17,24.08062744140625
2017-05-18,23.943073272705078
2017-05-19,23.894519805908203
2017-05-22,23.975431442260742
2017-05-23,23.82979393005371
2017-05-24,23.74077606201172
2017-05-25,23.821691513061523
2017-05-26,23.72459602355957
2017-05-30,23.78955078125
2017-05-31,23.81390380859375
2017-06-01,24.422855377197266
2017-06-02,24.38225555419922
2017-06-05,24.487808227539062
2017-06-06,24.4066162109375
2017-06-07,23.700233459472656
2017-06-08,23.94381332397461
2017-06-09,23.229312896728516
2017-06-12,23.432296752929688
2017-06-13,23.708358764648438
2017-06-14,23.31050682067871
2017-06-15,23.432296752929688
2017-06-16,23.278032302856445
2017-06-19,23.700233459472656
2017-06-20,23.359224319458008
2017-06-21,23.432296752929688
2017-06-22,23.026334762573242
2017-06-23,22.969499588012695
2017-06-26,22.823354721069336
2017-06-27,22.68532371520996
2017-06-28,22.87206268310547
2017-06-29,22.587894439697266
2017-06-30,22.636606216430664
2017-07-03,22.52293586730957
2017-07-05,22.88018226623535
2017-07-06,22.56353187561035
2017-07-07,23.099409103393555
2017-07-10,23.708358764648438
2017-07-11,23.635282516479492
2017-07-12,23.683996200561523
2017-07-13,23.619041442871094
2017-07-14,23.554094314575195
2017-07-17,23.651517868041992
2017-07-18,23.432296752929688
2017-07-19,23.84638786315918
2017-07-20,23.72459602355957
2017-07-21,23.895097732543945
2017-07-24,23.91945457458496
2017-07-25,24.325422286987305
2017-07-26,22.78275489807129
2017-07-27,22.57977294921875
2017-07-28,22.547298431396484
2017-07-31,22.69344711303711
2017-08-01,22.95326042175293
2017-08-02,22.912662506103516
2017-08-03,23.01009750366211
2017-08-04,22.847705841064453
2017-08-07,22.969499588012695
2017-08-08,22.9370174407959
2017-08-09,23.001976013183594
2017-08-10,22.27935791015625
2017-08-11,22.2549991607666
2017-08-14,22.669084548950195
2017-08-15,22.35243034362793
2017-08-16,22.531055450439453
2017-08-17,22.052017211914062
2017-08-18,22.052017211914062
2017-08-21,22.03577995300293
2017-08-22,22.384912490844727
2017-08-23,22.19004249572754
2017-08-24,22.27935791015625
2017-08-25,22.36055564880371
2017-08-28,22.35243034362793
2017-08-29,22.271240234375
2017-08-30,22.523855209350586
2017-08-31,22.597198486328125
2017-09-01,22.556453704833984
2017-09-05,22.140853881835938
2017-09-06,22.409774780273438
2017-09-07,22.018617630004883
2017-09-08,21.692657470703125
2017-09-11,21.986021041870117
2017-09-12,22.434221267700195
2017-09-13,22.491262435913086
