,DOV
2014-04-28,56.64274597167969
2014-04-29,56.76204299926758
2014-04-30,57.252410888671875
2014-05-01,57.0005989074707
2014-05-02,56.91444396972656
2014-05-05,56.894561767578125
2014-05-06,56.4704704284668
2014-05-07,56.96083450317383
2014-05-08,56.92107009887695
2014-05-09,56.49697494506836
2014-05-12,57.80237579345703
2014-05-13,57.37167739868164
2014-05-14,57.239131927490234
2014-05-15,56.834922790527344
2014-05-16,57.25899124145508
2014-05-19,57.451175689697266
2014-05-20,56.37107849121094
2014-05-21,57.06685256958008
2014-05-22,56.99395751953125
2014-05-23,57.6566047668457
2014-05-27,57.9614143371582
2014-05-28,57.765106201171875
2014-05-29,58.01798629760742
2014-05-30,58.01798629760742
2014-06-02,58.26424026489258
2014-06-03,57.77174758911133
2014-06-04,57.77174758911133
2014-06-05,58.523773193359375
2014-06-06,58.76333999633789
2014-06-09,59.14265823364258
2014-06-10,59.26247024536133
2014-06-11,59.26911926269531
2014-06-12,59.102752685546875
2014-06-13,59.32901382446289
2014-06-16,59.32901382446289
2014-06-17,59.502044677734375
2014-06-18,59.828125
2014-06-19,60.20747375488281
2014-06-20,60.367210388183594
2014-06-23,59.894691467285156
2014-06-24,59.50869369506836
2014-06-25,59.74160385131836
2014-06-26,59.641780853271484
2014-06-27,59.80817413330078
2014-06-30,60.52691650390625
2014-07-01,60.553524017333984
2014-07-02,60.300621032714844
2014-07-03,60.606773376464844
2014-07-07,59.874725341796875
2014-07-08,59.60187911987305
2014-07-09,59.61518096923828
2014-07-10,58.86315155029297
2014-07-11,59.05616760253906
2014-07-14,59.195926666259766
2014-07-15,58.64353942871094
2014-07-16,59.189266204833984
2014-07-17,57.991363525390625
2014-07-18,59.042850494384766
2014-07-21,59.58856201171875
2014-07-22,59.94127655029297
2014-07-23,59.6085205078125
2014-07-24,59.109405517578125
2014-07-25,58.93637466430664
2014-07-28,58.63689041137695
2014-07-29,57.88488006591797
2014-07-30,58.0778923034668
2014-07-31,57.07298278808594
2014-08-01,56.58053207397461
2014-08-04,57.359153747558594
2014-08-05,56.5738525390625
2014-08-06,56.14130783081055
2014-08-07,56.06808090209961
2014-08-08,56.95983123779297
2014-08-11,57.27263641357422
2014-08-12,57.43901062011719
2014-08-13,58.057918548583984
2014-08-14,58.403968811035156
2014-08-15,58.15108871459961
2014-08-18,59.189266204833984
2014-08-19,59.53531265258789
2014-08-20,60.06770706176758
2014-08-21,59.62848663330078
2014-08-22,59.14932632446289
2014-08-25,59.71501159667969
2014-08-26,59.30906295776367
2014-08-27,59.16197967529297
2014-08-28,58.89458084106445
2014-08-29,58.740840911865234
2014-09-02,58.90795135498047
2014-09-03,58.994876861572266
2014-09-04,58.89458084106445
2014-09-05,58.92799758911133
2014-09-08,58.37983322143555
2014-09-09,57.99878692626953
2014-09-10,57.93196487426758
2014-09-11,58.17928695678711
2014-09-12,57.34366226196289
2014-09-15,56.848968505859375
2014-09-16,57.002742767333984
2014-09-17,56.635074615478516
2014-09-18,57.08965301513672
2014-09-19,57.04286575317383
2014-09-22,56.15373611450195
2014-09-23,55.06410217285156
2014-09-24,54.77663803100586
2014-09-25,53.92766189575195
2014-09-26,54.48918533325195
2014-09-29,54.36216735839844
2014-09-30,53.70036315917969
2014-10-01,53.10541915893555
2014-10-02,53.21903991699219
2014-10-03,53.33937454223633
2014-10-06,53.045230865478516
2014-10-07,51.31382751464844
2014-10-08,52.40348815917969
2014-10-09,50.885990142822266
2014-10-10,50.64533615112305
2014-10-13,48.41923522949219
2014-10-14,48.1451530456543
2014-10-15,48.17189407348633
2014-10-16,49.094425201416016
2014-10-17,49.8097038269043
2014-10-20,49.863182067871094
2014-10-21,51.23359680175781
2014-10-22,50.97289276123047
2014-10-23,52.383426666259766
2014-10-24,52.87142562866211
2014-10-27,51.86198806762695
2014-10-28,53.152198791503906
2014-10-29,52.79121017456055
2014-10-30,53.10541915893555
2014-10-31,53.10541915893555
2014-11-03,53.332698822021484
2014-11-04,52.87142562866211
2014-11-05,54.31538009643555
2014-11-06,54.128204345703125
2014-11-07,54.50257110595703
2014-11-10,54.408966064453125
2014-11-11,53.98114013671875
2014-11-12,54.208412170410156
2014-11-13,53.64688491821289
2014-11-14,53.620147705078125
2014-11-17,54.061378479003906
2014-11-18,53.95439529418945
2014-11-19,53.94102478027344
2014-11-20,54.74990463256836
2014-11-21,55.284698486328125
2014-11-24,55.565467834472656
2014-11-25,55.592323303222656
2014-11-26,54.48398971557617
2014-11-28,51.71645736694336
2014-12-01,50.39987564086914
2014-12-02,51.52836990356445
2014-12-03,51.67615509033203
2014-12-04,51.01115417480469
2014-12-05,50.856651306152344
2014-12-08,49.54677200317383
2014-12-09,49.41916275024414
2014-12-10,47.8674430847168
2014-12-11,47.1218376159668
2014-12-12,45.55667495727539
2014-12-15,45.516380310058594
2014-12-16,46.2082633972168
2014-12-17,47.87416076660156
2014-12-18,48.45185852050781
2014-12-19,49.49302291870117
2014-12-22,49.580360412597656
2014-12-23,50.03041076660156
2014-12-24,49.84233093261719
2014-12-26,49.59379959106445
2014-12-29,49.20419692993164
2014-12-30,49.351966857910156
2014-12-31,48.17644119262695
2015-01-02,48.35109329223633
2015-01-05,46.6650505065918
2015-01-06,46.4433708190918
2015-01-07,46.82625961303711
2015-01-08,47.78012466430664
2015-01-09,46.77924346923828
2015-01-12,46.174705505371094
2015-01-13,46.450103759765625
2015-01-14,46.20155715942383
2015-01-15,46.07394027709961
2015-01-16,46.73221969604492
2015-01-20,47.1083869934082
2015-01-21,48.16300964355469
2015-01-22,48.39139938354492
2015-01-23,46.859859466552734
2015-01-26,47.66593551635742
2015-01-27,47.45769500732422
2015-01-28,46.08065414428711
2015-01-29,47.1151123046875
2015-01-30,47.04793930053711
2015-02-02,48.619789123535156
2015-02-03,49.59379959106445
2015-02-04,48.5391731262207
2015-02-05,48.85490417480469
2015-02-06,48.438411712646484
2015-02-09,49.0564079284668
2015-02-10,48.66009521484375
2015-02-11,48.41826629638672
2015-02-12,49.224342346191406
2015-02-13,49.9833984375
2015-02-17,49.902793884277344
2015-02-18,49.60723114013672
2015-02-19,49.909507751464844
2015-02-20,50.043846130371094
2015-02-23,49.519901275634766
2015-02-24,49.748294830322266
2015-02-25,49.592960357666016
2015-02-26,48.97835159301758
2015-02-27,48.660926818847656
2015-03-02,48.90407180786133
2015-03-03,48.714962005615234
2015-03-04,48.37727355957031
2015-03-05,48.93784713745117
2015-03-06,47.75592041015625
2015-03-09,48.43132781982422
2015-03-10,47.39122772216797
2015-03-11,47.600589752197266
2015-03-12,48.579891204833984
2015-03-13,48.120635986328125
2015-03-16,48.201683044433594
2015-03-17,46.84417724609375
2015-03-18,48.694698333740234
2015-03-19,48.04634094238281
2015-03-20,48.15439987182617
2015-03-23,46.89144515991211
2015-03-24,47.17509460449219
2015-03-25,46.904964447021484
2015-03-26,46.9387321472168
2015-03-27,47.10755920410156
2015-03-30,47.614112854003906
2015-03-31,46.68207550048828
2015-04-01,46.88468933105469
2015-04-02,47.060279846191406
2015-04-06,48.215187072753906
2015-04-07,48.201683044433594
2015-04-08,48.26245880126953
2015-04-09,48.370513916015625
2015-04-10,46.871185302734375
2015-04-13,47.202110290527344
2015-04-14,47.890987396240234
2015-04-15,49.971160888671875
2015-04-16,49.498409271240234
2015-04-17,48.714962005615234
2015-04-20,49.29578399658203
2015-04-21,48.579891204833984
2015-04-22,48.55287170410156
2015-04-23,50.23456954956055
2015-04-24,49.86986541748047
2015-04-27,50.950462341308594
2015-04-28,51.13956832885742
2015-04-29,51.706886291503906
2015-04-30,51.13956832885742
2015-05-01,50.8626594543457
2015-05-04,51.004486083984375
2015-05-05,50.78839111328125
2015-05-06,50.89641571044922
2015-05-07,50.21429443359375
2015-05-08,50.734344482421875
2015-05-11,50.63978576660156
2015-05-12,50.930206298828125
2015-05-13,51.57180404663086
2015-05-14,51.673118591308594
2015-05-15,51.29490280151367
2015-05-18,51.247623443603516
2015-05-19,51.13956832885742
2015-05-20,51.53803253173828
2015-05-21,52.38225555419922
2015-05-22,52.52408218383789
2015-05-26,52.12560272216797
2015-05-27,52.098453521728516
2015-05-28,51.9830436706543
2015-05-29,51.18874740600586
2015-06-01,51.032596588134766
2015-06-02,51.467071533203125
2015-06-03,51.460304260253906
2015-06-04,50.02103805541992
2015-06-05,50.088924407958984
2015-06-08,49.39645004272461
2015-06-09,49.158851623535156
2015-06-10,49.80379867553711
2015-06-11,49.81736755371094
2015-06-12,49.64765548706055
2015-06-15,48.805816650390625
2015-06-16,48.81939697265625
2015-06-17,49.34213638305664
2015-06-18,49.851314544677734
2015-06-19,49.24710464477539
2015-06-22,49.26067352294922
2015-06-23,49.26067352294922
2015-06-24,48.94839096069336
2015-06-25,48.18122863769531
2015-06-26,48.317012786865234
2015-06-29,47.58380126953125
2015-06-30,47.644893646240234
2015-07-01,47.54307556152344
2015-07-02,47.515926361083984
2015-07-06,47.14931869506836
2015-07-07,47.36655807495117
2015-07-08,46.2192268371582
2015-07-09,45.64894485473633
2015-07-10,44.318321228027344
2015-07-13,44.807132720947266
2015-07-14,45.153358459472656
2015-07-15,44.678138732910156
2015-07-16,45.02437210083008
2015-07-17,45.05830764770508
2015-07-20,45.01079559326172
2015-07-21,43.88381576538086
2015-07-22,43.82271957397461
2015-07-23,43.80236053466797
2015-07-24,43.51721954345703
2015-07-27,43.41539001464844
2015-07-28,43.619049072265625
2015-07-29,44.386199951171875
2015-07-30,43.8702392578125
2015-07-31,43.49686050415039
2015-08-03,42.60750198364258
2015-08-04,42.68217849731445
2015-08-05,43.24565505981445
2015-08-06,43.49686050415039
2015-08-07,43.35427474975586
2015-08-10,44.84785842895508
2015-08-11,43.74124526977539
2015-08-12,43.890602111816406
2015-08-13,43.7140998840332
2015-08-14,43.41539001464844
2015-08-17,43.72089767456055
2015-08-18,43.42896270751953
2015-08-19,42.62106704711914
2015-08-20,41.54163360595703
2015-08-21,40.57760238647461
2015-08-24,39.30807113647461
2015-08-25,38.011383056640625
2015-08-26,39.53889465332031
2015-08-27,41.01595687866211
2015-08-28,41.282649993896484
2015-08-31,42.363094329833984
2015-09-01,40.35948181152344
2015-09-02,40.74925994873047
2015-09-03,40.66037368774414
2015-09-04,40.11330032348633
2015-09-08,42.06220626831055
2015-09-09,41.36471176147461
2015-09-10,41.25529098510742
2015-09-11,41.41257858276367
2015-09-14,41.01595687866211
2015-09-15,41.93228530883789
2015-09-16,42.438316345214844
2015-09-17,42.05537796020508
2015-09-18,41.61772537231445
2015-09-21,41.036476135253906
2015-09-22,40.39366912841797
2015-09-23,39.55940628051758
2015-09-24,39.620941162109375
2015-09-25,39.7098503112793
2015-09-28,38.63624572753906
2015-09-29,38.63624572753906
2015-09-30,39.10123825073242
2015-10-01,38.64307403564453
2015-10-02,39.64832305908203
2015-10-05,41.20741653442383
2015-10-06,41.8638916015625
2015-10-07,42.349422454833984
2015-10-08,43.6555290222168
2015-10-09,42.05537796020508
2015-10-12,41.631404876708984
2015-10-13,41.25529098510742
2015-10-14,40.585147857666016
2015-10-15,40.89287567138672
2015-10-16,40.07910919189453
2015-10-19,39.46367263793945
2015-10-20,42.075897216796875
2015-10-21,42.31523132324219
2015-10-22,43.76495361328125
2015-10-23,44.06582260131836
2015-10-26,43.710243225097656
2015-10-27,42.704994201660156
2015-10-28,43.6350212097168
2015-10-29,43.81966018676758
2015-10-30,44.05897903442383
2015-11-02,44.61288833618164
2015-11-03,44.7154655456543
2015-11-04,44.448768615722656
2015-11-05,44.10686111450195
2015-11-06,44.100013732910156
2015-11-09,43.696563720703125
2015-11-10,43.75811004638672
2015-11-11,43.409358978271484
2015-11-12,43.696563720703125
2015-11-13,43.149505615234375
2015-11-16,43.983768463134766
2015-11-17,43.511932373046875
2015-11-18,44.428253173828125
2015-11-19,44.688114166259766
2015-11-20,44.7291374206543
2015-11-23,44.61971664428711
2015-11-24,45.0710563659668
2015-11-25,44.80265808105469
2015-11-27,44.79576110839844
2015-11-30,45.35322189331055
2015-12-01,45.81431579589844
2015-12-02,44.768245697021484
2015-12-03,45.18804931640625
2015-12-04,44.56177520751953
2015-12-07,44.197021484375
2015-12-08,43.42623519897461
2015-12-09,43.63269805908203
2015-12-10,43.89421463012695
2015-12-11,42.49024963378906
2015-12-14,42.7036018371582
2015-12-15,42.744895935058594
2015-12-16,42.290672302246094
2015-12-17,40.92113494873047
2015-12-18,40.26045608520508
2015-12-21,40.72154998779297
2015-12-22,41.189537048339844
2015-12-23,42.717376708984375
2015-12-24,42.94447326660156
2015-12-28,42.882537841796875
2015-12-29,42.786190032958984
2015-12-30,42.4489631652832
2015-12-31,42.19432067871094
2016-01-04,42.42143630981445
2016-01-05,41.6162109375
2016-01-06,40.735313415527344
2016-01-07,40.150333404541016
2016-01-08,39.80623245239258
2016-01-11,39.20748519897461
2016-01-12,38.86338424682617
2016-01-13,38.07192611694336
2016-01-14,38.34033966064453
2016-01-15,36.406455993652344
2016-01-19,36.64045333862305
2016-01-20,36.23440170288086
2016-01-21,36.37204360961914
2016-01-22,36.67485427856445
2016-01-25,36.51657485961914
2016-01-26,38.58120346069336
2016-01-27,38.065040588378906
2016-01-28,38.96660232543945
2016-01-29,40.22602081298828
2016-02-01,39.7924690246582
2016-02-02,39.104244232177734
2016-02-03,40.08150863647461
2016-02-04,41.06566619873047
2016-02-05,41.2514762878418
2016-02-08,41.06566619873047
2016-02-09,40.00581359863281
2016-02-10,39.23500061035156
2016-02-11,39.400177001953125
2016-02-12,40.735313415527344
2016-02-16,41.49234390258789
2016-02-17,42.428321838378906
2016-02-18,42.428321838378906
2016-02-19,41.71945571899414
2016-02-22,42.290672302246094
2016-02-23,41.554283142089844
2016-02-24,41.14136505126953
2016-02-25,41.959190368652344
2016-02-26,42.354244232177734
2016-02-29,42.12553405761719
2016-03-01,43.15822982788086
2016-03-02,43.35921859741211
2016-03-03,43.282962799072266
2016-03-04,43.802799224853516
2016-03-07,45.202823638916016
2016-03-08,43.74734115600586
2016-03-09,43.047332763671875
2016-03-10,42.28493118286133
2016-03-11,43.511695861816406
2016-03-14,43.20675277709961
2016-03-15,42.61763000488281
2016-03-16,44.16320037841797
2016-03-17,45.459266662597656
2016-03-18,45.757301330566406
2016-03-21,45.84739685058594
2016-03-22,45.951358795166016
2016-03-23,44.870140075683594
2016-03-24,44.7800407409668
2016-03-28,44.52360153198242
2016-03-29,44.80082321166992
2016-03-30,44.58598327636719
2016-03-31,44.58598327636719
2016-04-01,44.454280853271484
2016-04-04,43.622589111328125
2016-04-05,43.185951232910156
2016-04-06,43.69189453125
2016-04-07,43.470123291015625
2016-04-08,43.60179901123047
2016-04-11,44.177066802978516
2016-04-12,45.244407653808594
2016-04-13,45.826595306396484
2016-04-14,45.78501892089844
2016-04-15,45.729549407958984
2016-04-18,46.207794189453125
2016-04-19,47.10879135131836
2016-04-20,46.990966796875
2016-04-21,46.214717864990234
2016-04-22,46.6790885925293
2016-04-25,46.29096221923828
2016-04-26,46.228580474853516
2016-04-27,46.263248443603516
2016-04-28,45.77115249633789
2016-04-29,45.53551483154297
2016-05-02,45.39689254760742
2016-05-03,44.890933990478516
2016-05-04,44.010719299316406
2016-05-05,43.94833755493164
2016-05-06,44.30181884765625
2016-05-09,43.74040985107422
2016-05-10,45.69491958618164
2016-05-11,45.778076171875
2016-05-12,45.83352279663086
2016-05-13,45.001834869384766
2016-05-16,46.0899543762207
2016-05-17,46.1800651550293
2016-05-18,45.41075134277344
2016-05-19,44.433509826660156
2016-05-20,44.80776596069336
2016-05-23,44.752315521240234
2016-05-24,45.57014465332031
2016-05-25,46.207794189453125
2016-05-26,46.514686584472656
2016-05-27,46.549556732177734
2016-05-31,46.55652618408203
2016-06-01,46.71693801879883
2016-06-02,46.73090362548828
2016-06-03,46.563499450683594
2016-06-06,48.683834075927734
2016-06-07,49.17207717895508
2016-06-08,49.96718215942383
2016-06-09,50.274070739746094
2016-06-10,49.290626525878906
2016-06-13,48.95584487915039
2016-06-14,48.54433822631836
2016-06-15,48.593162536621094
2016-06-16,48.66987991333008
2016-06-17,49.01165008544922
2016-06-20,49.69517517089844
2016-06-21,49.39524841308594
2016-06-22,49.26273727416992
2016-06-23,49.981136322021484
2016-06-24,47.05173873901367
2016-06-27,45.05695343017578
2016-06-28,46.17989730834961
2016-06-29,47.40047073364258
2016-06-30,48.34904098510742
2016-07-01,48.23744201660156
2016-07-05,46.80064392089844
2016-07-06,46.89131546020508
2016-07-07,47.93754196166992
2016-07-08,49.06047439575195
2016-07-11,49.56961441040039
2016-07-12,50.23921585083008
2016-07-13,50.44146728515625
2016-07-14,50.615840911865234
2016-07-15,50.99247360229492
2016-07-18,51.05524826049805
2016-07-19,50.894832611083984
2016-07-20,50.95063018798828
2016-07-21,50.15550994873047
2016-07-22,49.70911407470703
2016-07-25,49.506858825683594
2016-07-26,50.4623908996582
2016-07-27,50.10668182373047
2016-07-28,50.01601028442383
2016-07-29,49.82071304321289
2016-08-01,48.774513244628906
2016-08-02,48.593162536621094
2016-08-03,49.28364944458008
2016-08-04,49.62541198730469
2016-08-05,50.567012786865234
2016-08-08,51.431880950927734
2016-08-09,51.32725524902344
2016-08-10,51.180789947509766
2016-08-11,51.98289489746094
2016-08-12,51.383060455322266
2016-08-15,51.92012405395508
2016-08-16,51.77365493774414
2016-08-17,51.529537200927734
2016-08-18,51.73876953125
2016-08-19,51.87826919555664
2016-08-22,51.829437255859375
2016-08-23,51.72481918334961
2016-08-24,51.34121322631836
2016-08-25,51.39701843261719
2016-08-26,51.2784309387207
2016-08-29,51.70647048950195
2016-08-30,51.509986877441406
2016-08-31,50.8714714050293
2016-09-01,50.8995361328125
2016-09-02,51.04690170288086
2016-09-06,50.653953552246094
2016-09-07,50.32416534423828
2016-09-08,50.8995361328125
2016-09-09,48.45069122314453
2016-09-12,49.10324478149414
2016-09-13,47.980560302734375
2016-09-14,47.426246643066406
2016-09-15,48.13493347167969
2016-09-16,47.671844482421875
2016-09-19,48.19105911254883
2016-09-20,48.401573181152344
2016-09-21,49.496185302734375
2016-09-22,50.20487976074219
2016-09-23,48.822574615478516
2016-09-26,48.33141326904297
2016-09-27,48.73136901855469
2016-09-28,50.148746490478516
2016-09-29,50.42940902709961
2016-09-30,51.67137908935547
2016-10-03,51.5871696472168
2016-10-04,50.948673248291016
2016-10-05,51.6994514465332
2016-10-06,51.70647048950195
2016-10-07,50.68904113769531
2016-10-10,46.79473876953125
2016-10-11,46.94910430908203
2016-10-12,47.21574020385742
2016-10-13,46.75965118408203
2016-10-14,47.55956268310547
2016-10-17,47.44728469848633
2016-10-18,47.39116287231445
2016-10-19,48.71030044555664
2016-10-20,47.85426712036133
2016-10-21,48.162994384765625
2016-10-24,48.38052749633789
2016-10-25,47.69288635253906
2016-10-26,48.12089920043945
2016-10-27,47.356082916259766
2016-10-28,47.552547454833984
2016-10-31,46.9350700378418
2016-11-01,46.67545700073242
2016-11-02,46.52108383178711
2016-11-03,46.563175201416016
2016-11-04,45.98079299926758
2016-11-07,46.80876541137695
2016-11-08,46.85789108276367
2016-11-09,49.292694091796875
2016-11-10,50.24698257446289
2016-11-11,49.77685546875
2016-11-14,49.84000015258789
2016-11-15,50.21189880371094
2016-11-16,49.587398529052734
2016-11-17,49.21551513671875
2016-11-18,49.229549407958984
2016-11-21,50.583778381347656
2016-11-22,50.23294448852539
2016-11-23,50.68904113769531
2016-11-25,50.71710205078125
2016-11-28,49.9334716796875
2016-11-29,49.262794494628906
2016-11-30,51.260719299316406
2016-12-01,53.32213592529297
2016-12-02,52.517337799072266
2016-12-05,52.69383239746094
2016-12-06,52.75029754638672
2016-12-07,54.14812469482422
2016-12-08,53.83749771118164
2016-12-09,54.232845306396484
2016-12-12,54.18342971801758
2016-12-13,54.45170211791992
2016-12-14,53.39979934692383
2016-12-15,53.67512512207031
2016-12-16,53.357444763183594
2016-12-19,53.42098617553711
2016-12-20,53.65394592285156
2016-12-21,53.576297760009766
2016-12-22,53.371559143066406
2016-12-23,53.371559143066406
2016-12-27,53.87986373901367
2016-12-28,53.16681671142578
2016-12-29,53.08211135864258
2016-12-30,52.89854431152344
2017-01-03,53.95045852661133
2017-01-04,54.20459747314453
2017-01-05,54.02812194824219
2017-01-06,54.86821746826172
2017-01-09,54.1622428894043
2017-01-10,54.3740348815918
2017-01-11,55.884830474853516
2017-01-12,55.32710266113281
2017-01-13,56.23073196411133
2017-01-17,55.19297790527344
2017-01-18,55.3482780456543
2017-01-19,55.24239730834961
2017-01-20,55.78599166870117
2017-01-23,55.39769744873047
2017-01-24,56.837890625
2017-01-25,57.5085563659668
2017-01-26,56.710819244384766
2017-01-27,56.32959747314453
2017-01-30,55.369476318359375
2017-01-31,54.889400482177734
2017-02-01,55.2212028503418
2017-02-02,54.924705505371094
2017-02-03,55.658912658691406
2017-02-06,55.07295227050781
2017-02-07,54.81880187988281
2017-02-08,54.89645767211914
2017-02-09,55.665977478027344
2017-02-10,55.96953582763672
2017-02-13,56.19545364379883
2017-02-14,56.30134963989258
2017-02-15,56.58373260498047
2017-02-16,56.46372604370117
2017-02-17,56.43548583984375
2017-02-21,57.09909439086914
2017-02-22,57.1273307800293
2017-02-23,56.68258285522461
2017-02-24,56.83164596557617
2017-02-27,56.980709075927734
2017-02-28,56.86003494262695
2017-03-01,58.08099365234375
2017-03-02,57.15818405151367
2017-03-03,57.06589889526367
2017-03-06,57.10138702392578
2017-03-07,56.35602569580078
2017-03-08,54.83692169189453
2017-03-09,54.19095230102539
2017-03-10,54.52458953857422
2017-03-13,55.1066780090332
2017-03-14,54.70204162597656
2017-03-15,56.31344985961914
2017-03-16,56.32053756713867
2017-03-17,56.57609939575195
2017-03-20,56.66127014160156
2017-03-21,55.57517623901367
2017-03-22,55.348026275634766
2017-03-23,55.497100830078125
2017-03-24,55.46870040893555
2017-03-27,55.30543518066406
2017-03-28,56.31344985961914
2017-03-29,56.760658264160156
2017-03-30,56.8387336730957
2017-03-31,57.037498474121094
2017-04-03,57.75446701049805
2017-04-04,57.65508270263672
2017-04-05,56.923919677734375
2017-04-06,57.26466369628906
2017-04-07,56.881343841552734
2017-04-10,57.36404800415039
2017-04-11,57.577003479003906
2017-04-12,56.31344985961914
2017-04-13,55.73845672607422
2017-04-17,56.689666748046875
2017-04-18,56.86003494262695
2017-04-19,56.26374816894531
2017-04-20,56.58319091796875
2017-04-21,56.30634689331055
2017-04-24,57.25756072998047
2017-04-25,57.69057846069336
2017-04-26,57.50602340698242
2017-04-27,56.53350830078125
2017-04-28,55.9940071105957
2017-05-01,55.766841888427734
2017-05-02,55.2486457824707
2017-05-03,54.964698791503906
2017-05-04,54.70204162597656
2017-05-05,55.908817291259766
2017-05-08,55.95851135253906
2017-05-09,56.38442611694336
2017-05-10,56.824554443359375
2017-05-11,56.710968017578125
2017-05-12,56.505104064941406
2017-05-15,57.72605895996094
2017-05-16,57.633785247802734
2017-05-17,57.00910949707031
2017-05-18,57.37824249267578
2017-05-19,59.01801300048828
2017-05-22,59.02513122558594
2017-05-23,59.273563385009766
2017-05-24,59.08900833129883
2017-05-25,58.41463088989258
2017-05-26,58.8785285949707
2017-05-30,59.51370620727539
2017-05-31,58.914207458496094
2017-06-01,59.627899169921875
2017-06-02,59.34243392944336
2017-06-05,59.5422477722168
2017-06-06,59.7420654296875
2017-06-07,58.2504997253418
2017-06-08,58.792884826660156
2017-06-09,59.2496452331543
2017-06-12,59.12831497192383
2017-06-13,59.57080078125
2017-06-14,58.378944396972656
2017-06-15,58.792884826660156
2017-06-16,59.192543029785156
2017-06-19,59.27104949951172
2017-06-20,57.77232360839844
2017-06-21,55.41719436645508
2017-06-22,55.48141860961914
2017-06-23,56.03094482421875
2017-06-26,56.16654968261719
2017-06-27,55.76688003540039
2017-06-28,56.59474563598633
2017-06-29,56.22365188598633
2017-06-30,57.2513313293457
2017-07-03,58.52168273925781
2017-07-05,58.2504997253418
2017-07-06,58.67156219482422
2017-07-07,59.35669708251953
2017-07-10,59.47088623046875
2017-07-11,59.385257720947266
2017-07-12,60.2345085144043
2017-07-13,59.7563362121582
2017-07-14,60.17742919921875
2017-07-17,60.28448486328125
2017-07-18,60.277347564697266
2017-07-19,60.80546188354492
2017-07-20,59.35669708251953
2017-07-21,59.14260482788086
2017-07-24,59.913368225097656
2017-07-25,60.14888381958008
2017-07-26,59.49229049682617
2017-07-27,59.84914016723633
2017-07-28,59.920501708984375
2017-07-31,59.949058532714844
2017-08-01,59.67783737182617
2017-08-02,60.16315841674805
2017-08-03,61.70469665527344
2017-08-04,61.761775970458984
2017-08-07,62.26851272583008
2017-08-08,61.997314453125
2017-08-09,61.968772888183594
2017-08-10,61.026695251464844
2017-08-11,60.69841384887695
2017-08-14,61.0766716003418
2017-08-15,60.755516052246094
2017-08-16,60.91966247558594
2017-08-17,59.977596282958984
2017-08-18,59.84914016723633
2017-08-21,59.73495101928711
2017-08-22,60.51285934448242
2017-08-23,60.29874801635742
2017-08-24,60.09178161621094
2017-08-25,60.85541534423828
2017-08-28,60.29161834716797
2017-08-29,60.17677307128906
2017-08-30,60.815521240234375
2017-08-31,60.915985107421875
2017-09-01,61.28199005126953
2017-09-05,61.002113342285156
2017-09-06,61.69107437133789
2017-09-07,61.93508529663086
2017-09-08,62.65275955200195
2017-09-11,63.112060546875
2017-09-12,63.18382263183594
2017-09-13,63.571346282958984
2017-09-14,64.61918640136719
