,F
2017-09-12,8.025611877441406
2017-09-13,8.046384811401367
2017-09-14,8.004837036132812
2017-09-15,8.046384811401367
2017-09-18,8.053308486938477
2017-09-19,8.115630149841309
2017-09-20,8.108705520629883
2017-09-21,8.115630149841309
2017-09-22,8.19872760772705
2017-09-25,8.267971992492676
2017-09-26,8.26104736328125
2017-09-27,8.274896621704102
2017-09-28,8.281818389892578
2017-09-29,8.288744926452637
2017-10-02,8.371840476989746
2017-10-03,8.54495620727539
2017-10-04,8.517257690429688
2017-10-05,8.482632637023926
2017-10-06,8.524181365966797
2017-10-09,8.54495620727539
2017-10-10,8.579578399658203
2017-10-11,8.572651863098145
2017-10-12,8.392616271972656
2017-10-13,8.344141960144043
2017-10-16,8.392616271972656
2017-10-17,8.496484756469727
2017-10-18,8.441086769104004
2017-10-19,8.46878433227539
2017-10-20,8.482806205749512
2017-10-23,8.440743446350098
2017-10-24,8.545900344848633
2017-10-25,8.440743446350098
2017-10-26,8.6019868850708
2017-10-27,8.454763412475586
2017-10-30,8.482806205749512
2017-10-31,8.6019868850708
2017-11-01,8.65807056427002
2017-11-02,8.707146644592285
2017-11-03,8.665081024169922
2017-11-06,8.644048690795898
2017-11-07,8.52486801147461
2017-11-08,8.454763412475586
2017-11-09,8.440743446350098
2017-11-10,8.41971206665039
2017-11-13,8.52486801147461
2017-11-14,8.42672348022461
2017-11-15,8.412701606750488
2017-11-16,8.440743446350098
2017-11-17,8.41971206665039
2017-11-20,8.503838539123535
2017-11-21,8.496828079223633
2017-11-22,8.461775779724121
2017-11-24,8.482806205749512
2017-11-27,8.489814758300781
2017-11-28,8.55992317199707
2017-11-29,8.80529499053955
2017-11-30,8.777250289916992
2017-12-01,8.81931209564209
2017-12-04,8.85436725616455
2017-12-05,8.714155197143555
2017-12-06,8.679100036621094
2017-12-07,8.784259796142578
2017-12-08,8.840343475341797
2017-12-11,8.81931209564209
2017-12-12,8.833334922790527
2017-12-13,8.85436725616455
2017-12-14,8.735188484191895
2017-12-15,8.81931209564209
2017-12-18,8.875397682189941
2017-12-19,8.896429061889648
2017-12-20,8.917462348937988
2017-12-21,8.85436725616455
2017-12-22,8.81931209564209
2017-12-26,8.833334922790527
2017-12-27,8.763229370117188
2017-12-28,8.81931209564209
2017-12-29,8.756217956542969
2018-01-02,8.875397682189941
2018-01-03,8.945504188537598
2018-01-04,9.099735260009766
2018-01-05,9.253969192504883
2018-01-08,9.218916893005371
2018-01-09,9.169841766357422
2018-01-10,9.13478946685791
2018-01-11,9.225927352905273
2018-01-12,9.27500057220459
2018-01-16,9.183863639831543
2018-01-17,8.538891792297363
2018-01-18,8.461775779724121
2018-01-19,8.412701606750488
2018-01-22,8.42672348022461
2018-01-23,8.38465690612793
2018-01-24,8.447752952575684
2018-01-25,8.11124324798584
2018-01-26,8.167329788208008
2018-01-29,7.987748622894287
2018-01-30,7.944646835327148
2018-01-31,7.87999963760376
2018-02-01,7.844083786010742
2018-02-02,7.693235874176025
2018-02-05,7.355624198913574
2018-02-06,7.729154109954834
2018-02-07,7.729154109954834
2018-02-08,7.492105484008789
2018-02-09,7.563938617706299
2018-02-12,7.686051368713379
2018-02-13,7.607037544250488
2018-02-14,7.714785099029541
2018-02-15,7.729154109954834
2018-02-16,7.621403217315674
2018-02-20,7.635772705078125
2018-02-21,7.614221572875977
2018-02-22,7.635772705078125
2018-02-23,7.686051368713379
2018-02-26,7.822534561157227
2018-02-27,7.621403217315674
2018-02-28,7.621403217315674
2018-03-01,7.39154052734375
2018-03-02,7.470556735992432
2018-03-05,7.599854469299316
2018-03-06,7.635772705078125
2018-03-07,7.635772705078125
2018-03-08,7.621403217315674
2018-03-09,7.7076029777526855
2018-03-12,7.7650675773620605
2018-03-13,7.743519306182861
2018-03-14,7.915915012359619
2018-03-15,7.951832294464111
2018-03-16,8.009295463562012
2018-03-19,7.9087324142456055
2018-03-20,7.894367218017578
2018-03-21,7.97338342666626
2018-03-22,7.721969127655029
2018-03-23,7.585488319396973
2018-03-26,7.7794342041015625
2018-03-27,7.7794342041015625
2018-03-28,7.800983428955078
2018-03-29,7.959015846252441
2018-04-02,7.800983428955078
2018-04-03,8.009295463562012
2018-04-04,8.13859748840332
2018-04-05,8.152963638305664
2018-04-06,8.030848503112793
2018-04-09,8.081131935119629
2018-04-10,8.2247953414917
2018-04-11,8.210427284240723
2018-04-12,8.124231338500977
2018-04-13,8.102678298950195
2018-04-16,8.174513816833496
2018-04-17,8.174513816833496
2018-04-18,8.13859748840332
2018-04-19,7.978445053100586
2018-04-20,7.876530647277832
2018-04-23,8.036684036254883
2018-04-24,7.978445053100586
2018-04-25,8.087637901306152
2018-04-26,8.320584297180176
2018-04-27,8.364263534545898
2018-04-30,8.18227481842041
2018-05-01,8.196833610534668
2018-05-02,8.160435676574707
2018-05-03,8.153155326843262
2018-05-04,8.269630432128906
2018-05-07,8.255070686340332
2018-05-08,8.204111099243164
2018-05-09,8.051239967346191
2018-05-10,8.160435676574707
2018-05-11,8.145874977111816
2018-05-14,8.13859748840332
2018-05-15,8.167716979980469
2018-05-16,8.298747062683105
2018-05-17,8.342424392700195
2018-05-18,8.247791290283203
2018-05-21,8.378825187683105
2018-05-22,8.386104583740234
2018-05-23,8.327864646911621
2018-05-24,8.458900451660156
2018-05-25,8.378825187683105
2018-05-29,8.327864646911621
2018-05-30,8.407941818237305
2018-05-31,8.407941818237305
2018-06-01,8.5244140625
2018-06-04,8.546255111694336
2018-06-05,8.611769676208496
2018-06-06,8.713685035705566
2018-06-07,8.757362365722656
2018-06-08,8.808321952819824
2018-06-11,8.757362365722656
2018-06-12,8.815598487854004
2018-06-13,8.750083923339844
2018-06-14,8.655448913574219
2018-06-15,8.64816951751709
2018-06-18,8.728242874145508
2018-06-19,8.655448913574219
2018-06-20,8.640889167785645
2018-06-21,8.5244140625
2018-06-22,8.48073673248291
2018-06-25,8.371542930603027
2018-06-26,8.386104583740234
2018-06-27,8.313305854797363
2018-06-28,8.211390495300293
2018-06-29,8.058520317077637
2018-07-02,8.080362319946289
2018-07-03,8.000284194946289
2018-07-05,8.043961524963379
2018-07-06,8.051239967346191
2018-07-09,8.153155326843262
2018-07-10,8.189556121826172
2018-07-11,8.058520317077637
2018-07-12,8.043961524963379
2018-07-13,7.9930033683776855
2018-07-16,7.89837121963501
2018-07-17,7.9056477546691895
2018-07-18,7.912928104400635
2018-07-19,7.876530647277832
2018-07-20,7.7953290939331055
2018-07-23,7.7288923263549805
2018-07-24,7.802711486816406
2018-07-25,7.765801906585693
2018-07-26,7.300741195678711
2018-07-27,7.330267906188965
2018-07-30,7.433615207672119
2018-07-31,7.411467552185059
2018-08-01,7.308121681213379
2018-08-02,7.322885990142822
2018-08-03,7.411467552185059
2018-08-06,7.404087543487549
2018-08-07,7.440997123718262
2018-08-08,7.418851852416992
2018-08-09,7.3155012130737305
2018-08-10,7.190009593963623
2018-08-13,6.9833173751831055
2018-08-14,7.012842655181885
2018-08-15,6.9759345054626465
2018-08-16,7.02022647857666
2018-08-17,7.0497541427612305
2018-08-20,7.175247669219971
2018-08-21,7.278592586517334
2018-08-22,7.153099060058594
2018-08-23,7.1088104248046875
2018-08-24,7.145718097686768
2018-08-27,7.374557971954346
2018-08-28,7.389323711395264
2018-08-29,7.359796047210693
2018-08-30,7.160482406616211
2018-08-31,6.998079299926758
2018-09-04,6.990696907043457
2018-09-05,7.005462169647217
2018-09-06,6.961170673370361
2018-09-07,6.843060493469238
2018-09-10,6.924262523651123
2018-09-11,6.872588634490967
2018-09-12,6.89473295211792
2018-09-13,6.916877746582031
2018-09-14,6.9759345054626465
2018-09-17,7.0497541427612305
2018-09-18,7.0718994140625
2018-09-19,7.21953821182251
2018-09-20,7.241685390472412
2018-09-21,7.271213054656982
2018-09-24,7.079281806945801
2018-09-25,6.931643486022949
2018-09-26,6.843060493469238
2018-09-27,6.81353235244751
2018-09-28,6.82829475402832
2018-10-01,6.879967212677002
2018-10-02,6.791384696960449
2018-10-03,6.739713191986084
2018-10-04,6.754474639892578
2018-10-05,6.732328414916992
2018-10-08,6.835676670074463
2018-10-09,6.606835842132568
2018-10-10,6.510870456695557
2018-10-11,6.503490447998047
2018-10-12,6.377996921539307
2018-10-15,6.503490447998047
2018-10-16,6.496108055114746
2018-10-17,6.46658182144165
2018-10-18,6.282032489776611
2018-10-19,6.274649620056152
2018-10-22,6.319736480712891
2018-10-23,6.454998970031738
2018-10-24,6.146902561187744
2018-10-25,6.755580902099609
2018-10-26,6.74806547164917
2018-10-29,6.9735026359558105
2018-10-30,7.108765602111816
2018-10-31,7.176397323608398
2018-11-01,6.981016159057617
2018-11-02,7.04865026473999
2018-11-05,7.161366939544678
2018-11-06,7.168880462646484
2018-11-07,7.213968753814697
2018-11-08,7.108765602111816
2018-11-09,7.04865026473999
2018-11-12,7.131308078765869
2018-11-13,7.168880462646484
2018-11-14,7.168880462646484
2018-11-15,6.996048450469971
2018-11-16,6.8006696701049805
2018-11-19,6.950959205627441
2018-11-20,6.8081817626953125
2018-11-21,6.8457560539245605
2018-11-23,6.860786437988281
2018-11-26,7.0636773109436035
2018-11-27,6.9735026359558105
2018-11-28,7.071191310882568
2018-11-29,7.041134357452393
2018-11-30,7.071191310882568
2018-12-03,7.213968753814697
2018-12-04,6.89835786819458
2018-12-06,6.778124809265137
2018-12-07,6.627832412719727
2018-12-10,6.402397155761719
2018-12-11,6.417425632476807
2018-12-12,6.492570877075195
2018-12-13,6.387367248535156
2018-12-14,6.402397155761719
2018-12-17,6.387367248535156
2018-12-18,6.364825248718262
2018-12-19,6.252106189727783
2018-12-20,6.207019329071045
2018-12-21,6.04921293258667
2018-12-24,5.733602046966553
2018-12-26,5.898922920227051
2018-12-27,5.898922920227051
2018-12-28,5.8688645362854
2018-12-31,5.748631477355957
2019-01-02,5.936495304107666
2019-01-03,5.846320152282715
2019-01-04,6.071756362915039
2019-01-07,6.2295637130737305
2019-01-08,6.289678573608398
2019-01-09,6.552689552307129
2019-01-10,6.515115737915039
2019-01-11,6.627832412719727
2019-01-14,6.755580902099609
2019-01-15,6.642862796783447
2019-01-16,6.2295637130737305
2019-01-17,6.282163619995117
2019-01-18,6.447484970092773
2019-01-22,6.387367248535156
2019-01-23,6.267134666442871
2019-01-24,6.462513446807861
2019-01-25,6.657891273498535
2019-01-28,6.507600784301758
2019-01-29,6.582747936248779
2019-01-30,6.659201622009277
2019-01-31,6.7280120849609375
2019-02-01,6.666846752166748
2019-02-04,6.651554584503174
2019-02-05,6.689783096313477
2019-02-06,6.666846752166748
2019-02-07,6.353382587432861
2019-02-08,6.414546012878418
2019-02-11,6.368673324584961
2019-02-12,6.4680633544921875
2019-02-13,6.429837226867676
2019-02-14,6.437481880187988
2019-02-15,6.529227256774902
2019-02-19,6.750945568084717
2019-02-20,6.835046291351318
2019-02-21,6.659201622009277
2019-02-22,6.659201622009277
2019-02-25,6.697429180145264
2019-02-26,6.789173603057861
2019-02-27,6.712719440460205
2019-02-28,6.705076217651367
2019-03-01,6.720364570617676
2019-03-04,6.735656261444092
2019-03-05,6.705076217651367
2019-03-06,6.559810161590576
2019-03-07,6.4833550453186035
2019-03-08,6.437481880187988
2019-03-11,6.582746505737305
2019-03-12,6.552164554595947
2019-03-13,6.521581649780273
2019-03-14,6.429837226867676
2019-03-15,6.445127964019775
2019-03-18,6.552164554595947
2019-03-19,6.651554584503174
2019-03-20,6.506292343139648
2019-03-21,6.643909454345703
2019-03-22,6.529227256774902
2019-03-25,6.506292343139648
2019-03-26,6.697429180145264
2019-03-27,6.590391159057617
2019-03-28,6.705076217651367
2019-03-29,6.712719440460205
2019-04-01,6.865627288818359
2019-04-02,6.888565540313721
2019-04-03,6.980312347412109
2019-04-04,7.064411163330078
2019-04-05,7.072057247161865
2019-04-08,7.110283374786377
2019-04-09,7.041475296020508
2019-04-10,7.1332197189331055
2019-04-11,7.179094314575195
2019-04-12,7.224966526031494
2019-04-15,7.1332197189331055
2019-04-16,7.156156539916992
2019-04-17,7.263192653656006
2019-04-18,7.301420211791992
2019-04-22,7.263192653656006
2019-04-23,7.379714488983154
2019-04-24,7.434091567993164
2019-04-25,7.302033424377441
2019-04-26,8.086614608764648
2019-04-29,8.016697883605957
2019-04-30,8.117685317993164
2019-05-01,8.001165390014648
2019-05-02,8.032236099243164
2019-05-03,8.086614608764648
2019-05-06,8.055541038513184
2019-05-07,8.063309669494629
2019-05-08,8.032236099243164
2019-05-09,7.923481464385986
2019-05-10,8.063309669494629
2019-05-13,7.830265998840332
2019-05-14,7.954555511474609
2019-05-15,8.047771453857422
2019-05-16,8.078845977783203
2019-05-17,7.99339485168457
2019-05-20,7.9856276512146
2019-05-21,7.954555511474609
2019-05-22,7.74481725692749
2019-05-23,7.651598930358887
2019-05-24,7.636062145233154
2019-05-28,7.597221374511719
2019-05-29,7.542845249176025
2019-05-30,7.566148281097412
2019-05-31,7.395251274108887
2019-06-03,7.465163707733154
2019-06-04,7.705976963043213
2019-06-05,7.597221374511719
2019-06-06,7.573916912078857
2019-06-07,7.581684589385986
2019-06-10,7.628294944763184
2019-06-11,7.705976963043213
2019-06-12,7.651598930358887
2019-06-13,7.814729690551758
2019-06-14,7.752584457397461
2019-06-17,7.806962013244629
2019-06-18,7.84580135345459
2019-06-19,7.799192428588867
2019-06-20,7.799192428588867
2019-06-21,7.760352611541748
2019-06-24,7.729278564453125
2019-06-25,7.643831253051758
2019-06-26,7.698207855224609
2019-06-27,7.923481464385986
2019-06-28,7.946786403656006
2019-07-01,7.884641647338867
2019-07-02,7.8613386154174805
2019-07-03,7.923481464385986
2019-07-05,7.923481464385986
2019-07-08,7.923481464385986
2019-07-09,7.876874923706055
2019-07-10,7.853569984436035
2019-07-11,7.915716171264648
2019-07-12,8.148757934570312
2019-07-15,8.094383239746094
2019-07-16,8.16429615020752
2019-07-17,8.024466514587402
2019-07-18,7.970090866088867
2019-07-19,7.923481464385986
2019-07-22,7.899832248687744
2019-07-23,8.01809310913086
2019-07-24,8.144234657287598
2019-07-25,7.537164211273193
2019-07-26,7.545048236846924
2019-07-29,7.568700790405273
2019-07-30,7.529280662536621
2019-07-31,7.5135111808776855
2019-08-01,7.340063571929932
2019-08-02,7.316410064697266
2019-08-05,7.276989936828613
2019-08-06,7.474090099334717
2019-08-07,7.5135111808776855
2019-08-08,7.537164211273193
2019-08-09,7.450438976287842
2019-08-12,7.324294090270996
2019-08-13,7.300642013549805
2019-08-14,7.0956549644470215
2019-08-15,6.985279560089111
2019-08-16,7.064119338989258
2019-08-19,7.119307994842529
2019-08-20,7.064119338989258
2019-08-21,7.127192497253418
2019-08-22,7.127192497253418
2019-08-23,6.914322853088379
2019-08-26,6.953741073608398
2019-08-27,6.906439304351807
2019-08-28,7.0956549644470215
2019-08-29,7.190264701843262
2019-08-30,7.229684829711914
2019-09-03,7.174497127532959
2019-09-04,7.253337860107422
2019-09-05,7.363715171813965
2019-09-06,7.363715171813965
2019-09-09,7.521396636962891
2019-09-10,7.426787853240967
2019-09-11,7.426787853240967
2019-09-12,7.41890287399292
2019-09-13,7.450438976287842
2019-09-16,7.332178592681885
2019-09-17,7.316410064697266
2019-09-18,7.292758941650391
2019-09-19,7.174497127532959
2019-09-20,7.229684829711914
2019-09-23,7.221799850463867
2019-09-24,7.182380199432373
2019-09-25,7.253337860107422
2019-09-26,7.206033706665039
2019-09-27,7.158728122711182
2019-09-30,7.221799850463867
2019-10-01,7.016816139221191
2019-10-02,6.788177967071533
2019-10-03,6.867018222808838
2019-10-04,6.890670299530029
2019-10-07,6.843367099761963
2019-10-08,6.7329888343811035
2019-10-09,6.748757839202881
2019-10-10,6.7960615158081055
2019-10-11,6.922206878662109
2019-10-14,6.953741073608398
2019-10-15,7.150844097137451
2019-10-16,7.150844097137451
2019-10-17,7.182380199432373
2019-10-18,7.324294090270996
2019-10-21,7.236145973205566
2019-10-22,7.268199443817139
2019-10-23,7.3803887367248535
2019-10-24,6.891567707061768
2019-10-25,6.987729549407959
2019-10-28,6.899581432342529
2019-10-29,6.9236226081848145
2019-10-30,6.84348726272583
2019-10-31,6.883554935455322
2019-11-01,7.123958587646484
2019-11-04,7.2121052742004395
2019-11-05,7.228133201599121
2019-11-06,7.1479973793029785
2019-11-07,7.123958587646484
2019-11-08,7.244160175323486
2019-11-11,7.276212692260742
2019-11-12,7.244160175323486
2019-11-13,7.059850215911865
2019-11-14,7.043824195861816
2019-11-15,7.1720380783081055
2019-11-18,7.1720380783081055
2019-11-19,7.13197135925293
2019-11-20,6.995743274688721
2019-11-21,6.979715824127197
2019-11-22,7.123958587646484
2019-11-25,7.2121052742004395
2019-11-26,7.220121383666992
2019-11-27,7.292241096496582
2019-11-29,7.260186672210693
2019-12-02,7.220121383666992
2019-12-03,7.123958587646484
2019-12-04,7.1720380783081055
2019-12-05,7.156012058258057
2019-12-06,7.228133201599121
2019-12-09,7.220121383666992
2019-12-10,7.268199443817139
2019-12-11,7.300252437591553
2019-12-12,7.468536376953125
2019-12-13,7.396415710449219
2019-12-16,7.524631500244141
2019-12-17,7.524631500244141
2019-12-18,7.644833564758301
2019-12-19,7.5406575202941895
2019-12-20,7.596750259399414
2019-12-23,7.564698219299316
2019-12-24,7.588737964630127
2019-12-26,7.572710990905762
2019-12-27,7.500588893890381
2019-12-30,7.412443161010742
2019-12-31,7.452509880065918
2020-01-02,7.548672199249268
2020-01-03,7.3803887367248535
2020-01-06,7.340320110321045
2020-01-07,7.412443161010742
2020-01-08,7.412443161010742
2020-01-09,7.420455455780029
2020-01-10,7.412443161010742
2020-01-13,7.4044294357299805
2020-01-14,7.444496154785156
2020-01-15,7.36436128616333
2020-01-16,7.348333835601807
2020-01-17,7.340320110321045
2020-01-21,7.3803887367248535
2020-01-22,7.340320110321045
2020-01-23,7.324294090270996
2020-01-24,7.2121052742004395
2020-01-27,7.123958587646484
2020-01-28,7.188066482543945
2020-01-29,7.220664024353027
2020-01-30,7.204364776611328
2020-01-31,7.188063621520996
2020-02-03,7.318460941314697
2020-02-04,7.481457710266113
2020-02-05,6.772429466247559
2020-02-06,6.723531246185303
2020-02-07,6.609434127807617
2020-02-10,6.568686485290527
2020-02-11,6.601285457611084
2020-02-12,6.7153801918029785
2020-02-13,6.723531246185303
2020-02-14,6.601285457611084
2020-02-18,6.568686485290527
2020-02-19,6.519787311553955
2020-02-20,6.544236183166504
2020-02-21,6.430140495300293
2020-02-24,6.16934871673584
2020-02-25,5.8922576904296875
2020-02-26,5.875958442687988
2020-02-27,5.680364608764648
2020-02-28,5.672214984893799
2020-03-02,5.867807388305664
2020-03-03,5.680364608764648
2020-03-04,5.7700114250183105
2020-03-05,5.492920398712158
2020-03-06,5.289176940917969
2020-03-09,4.808342933654785
2020-03-10,5.101734638214111
2020-03-11,4.808342933654785
2020-03-12,4.360107421875
2020-03-13,4.5883002281188965
2020-03-16,4.083017826080322
2020-03-17,4.083017826080322
2020-03-18,3.667379856109619
2020-03-19,3.6429314613342285
2020-03-20,3.528834819793701
2020-03-23,3.2680437564849854
2020-03-24,4.034117698669434
2020-03-25,4.392706871032715
2020-03-26,4.278610706329346
2020-03-27,4.22971248626709
2020-03-30,4.099316120147705
2020-03-31,3.9363210201263428
2020-04-01,3.585883378982544
2020-04-02,3.5532844066619873
2020-04-03,3.4554872512817383
2020-04-06,3.6918296813964844
2020-04-07,3.8385252952575684
2020-04-08,4.099316120147705
2020-04-09,4.376407146453857
2020-04-13,4.205262184143066
2020-04-14,4.311209201812744
2020-04-15,4.099316120147705
2020-04-16,4.025968551635742
2020-04-17,4.172663688659668
2020-04-20,4.058567523956299
2020-04-21,3.887423515319824
2020-04-22,3.887423515319824
2020-04-23,3.985219717025757
2020-04-24,3.9689199924468994
2020-04-27,4.213412761688232
2020-04-28,4.384557247161865
2020-04-29,4.286760330200195
2020-04-30,4.148214817047119
2020-05-01,4.009669303894043
2020-05-04,3.960770845413208
2020-05-05,4.050418376922607
2020-05-06,3.9689199924468994
2020-05-07,3.9689199924468994
2020-05-08,4.270460605621338
2020-05-11,4.172663688659668
2020-05-12,4.058567523956299
2020-05-13,3.846674680709839
2020-05-14,3.985219717025757
2020-05-15,3.9933700561523438
2020-05-18,4.327508449554443
2020-05-19,4.31935977935791
2020-05-20,4.474204063415527
2020-05-21,4.5883002281188965
2020-05-22,4.604599952697754
2020-05-26,4.7594451904296875
2020-05-27,4.914290428161621
2020-05-28,4.767594337463379
2020-05-29,4.653499126434326
2020-06-01,4.783893585205078
2020-06-02,4.808342933654785
2020-06-03,5.0446858406066895
2020-06-04,5.35437536239624
2020-06-05,5.981905460357666
2020-06-08,6.136750221252441
2020-06-09,5.9004082679748535
2020-06-10,5.549968719482422
2020-06-11,4.995787143707275
2020-06-12,5.264729022979736
2020-06-15,5.297327995300293
2020-06-16,5.338076591491699
2020-06-17,5.1587815284729
2020-06-18,5.1587815284729
2020-06-19,5.077284812927246
2020-06-22,5.118033409118652
2020-06-23,5.012086868286133
2020-06-24,4.849091529846191
2020-06-25,4.914290428161621
2020-06-26,4.816493034362793
2020-06-29,4.897990703582764
2020-06-30,4.955038547515869
2020-07-01,4.873541355133057
2020-07-02,4.930589199066162
2020-07-06,5.0446858406066895
2020-07-07,4.987637042999268
2020-07-08,4.963188648223877
2020-07-09,4.7594451904296875
2020-07-10,4.971336841583252
2020-07-13,4.938738822937012
2020-07-14,5.183230876922607
2020-07-15,5.492920398712158
2020-07-16,5.590717315673828
2020-07-17,5.541819095611572
2020-07-20,5.427723407745361
2020-07-21,5.444022178649902
2020-07-22,5.574418544769287
2020-07-23,5.688514709472656
2020-07-24,5.6070170402526855
2020-07-27,5.64776611328125
2020-07-28,5.712963581085205
2020-07-29,5.639616012573242
2020-07-30,5.492920398712158
2020-07-31,5.386974811553955
2020-08-03,5.45217227935791
2020-08-04,5.590717315673828
2020-08-05,5.672214984893799
2020-08-06,5.64776611328125
2020-08-07,5.590717315673828
2020-08-10,5.778162002563477
2020-08-11,5.8922576904296875
2020-08-12,5.794460773468018
2020-08-13,5.7292633056640625
2020-08-14,5.737412929534912
2020-08-17,5.688514709472656
2020-08-18,5.615167140960693
2020-08-19,5.5988664627075195
2020-08-20,5.574418544769287
2020-08-21,5.427723407745361
2020-08-24,5.688514709472656
2020-08-25,5.655915260314941
2020-08-26,5.5581183433532715
2020-08-27,5.631465435028076
2020-08-28,5.655915260314941
2020-08-31,5.5581183433532715
2020-09-01,5.566268444061279
2020-09-02,5.664065361022949
2020-09-03,5.5581183433532715
2020-09-04,5.623316287994385
2020-09-08,5.7292633056640625
2020-09-09,5.680364608764648
2020-09-10,5.631465435028076
2020-09-11,5.704814434051514
2020-09-14,5.802609920501709
2020-09-15,5.737412929534912
2020-09-16,5.721113204956055
2020-09-17,5.933006763458252
2020-09-18,5.8922576904296875
2020-09-21,5.5988664627075195
2020-09-22,5.525519847869873
2020-09-23,5.411424160003662
2020-09-24,5.427723407745361
2020-09-25,5.305478096008301
2020-09-28,5.45217227935791
2020-09-29,5.378824710845947
2020-09-30,5.427723407745361
2020-10-01,5.501070022583008
2020-10-02,5.615167140960693
2020-10-05,5.721113204956055
2020-10-06,5.688514709472656
2020-10-07,5.8922576904296875
2020-10-08,5.990054130554199
2020-10-09,5.908557415008545
2020-10-12,6.2508463859558105
2020-10-13,6.324193954467773
2020-10-14,6.16934871673584
2020-10-15,6.210097312927246
2020-10-16,6.2508463859558105
2020-10-19,6.185648441314697
2020-10-20,6.307894229888916
2020-10-21,6.397541046142578
2020-10-22,6.690932273864746
2020-10-23,6.650183200836182
2020-10-26,6.544236183166504
2020-10-27,6.454588890075684
2020-10-28,6.275294780731201
2020-10-29,6.438290119171143
2020-10-30,6.299744606018066
2020-11-02,6.283444881439209
2020-11-03,6.421990871429443
2020-11-04,6.226396560668945
2020-11-05,6.511637210845947
2020-11-06,6.348642826080322
2020-11-09,6.68278169631958
2020-11-10,6.829476356506348
2020-11-11,6.788728713989258
2020-11-12,6.690932273864746
2020-11-13,6.959872722625732
2020-11-16,7.171766757965088
2020-11-17,7.131017684936523
2020-11-18,7.188063621520996
2020-11-19,7.188063621520996
2020-11-20,7.122867107391357
2020-11-23,7.220664024353027
2020-11-24,7.701498031616211
2020-11-25,7.39995813369751
2020-11-27,7.408107757568359
2020-11-30,7.39995813369751
2020-12-01,7.5303544998168945
2020-12-02,7.497755527496338
2020-12-03,7.5059051513671875
2020-12-04,7.611852645874023
2020-12-07,7.514054775238037
2020-12-08,7.538504600524902
2020-12-09,7.701498031616211
2020-12-10,7.432557106018066
2020-12-11,7.351060390472412
2020-12-14,7.26141357421875
2020-12-15,7.457006931304932
2020-12-16,7.367359638214111
2020-12-17,7.39995813369751
2020-12-18,7.294011116027832
2020-12-21,7.277712821960449
2020-12-22,7.16361665725708
2020-12-23,7.326610088348389
2020-12-24,7.220664024353027
2020-12-28,7.245114326477051
2020-12-29,7.188063621520996
2020-12-30,7.220664024353027
2020-12-31,7.16361665725708
2021-01-04,6.943573951721191
2021-01-05,7.049520492553711
2021-01-06,7.204364776611328
2021-01-07,7.383659362792969
2021-01-08,7.334759712219238
2021-01-11,7.579253196716309
2021-01-12,7.970439434051514
2021-01-13,7.970439434051514
2021-01-14,8.288281440734863
2021-01-15,8.011188507080078
2021-01-19,8.166035652160645
2021-01-20,8.850610733032227
2021-01-21,9.396642684936523
2021-01-22,9.388495445251465
2021-01-25,9.201048851013184
2021-01-26,9.119552612304688
2021-01-27,8.793562889099121
2021-01-28,8.736515045166016
2021-01-29,8.581670761108398
2021-02-01,8.826160430908203
2021-02-02,8.850610733032227
2021-02-03,9.127701759338379
2021-02-04,9.266247749328613
2021-02-05,9.38034439086914
2021-02-08,9.421093940734863
2021-02-09,9.722633361816406
2021-02-10,9.584089279174805
2021-02-11,9.331445693969727
2021-02-12,9.331445693969727
2021-02-16,9.404793739318848
2021-02-17,9.355894088745117
2021-02-18,9.315145492553711
2021-02-19,9.43739128112793
2021-02-22,9.535188674926758
2021-02-23,9.469990730285645
2021-02-24,9.999723434448242
2021-02-25,9.584089279174805
2021-02-26,9.535188674926758
2021-03-01,9.763381958007812
2021-03-02,10.22791576385498
2021-03-03,9.918225288391113
2021-03-04,9.722633361816406
2021-03-05,9.999723434448242
2021-03-08,10.30941390991211
2021-03-09,10.24421501159668
2021-03-10,10.521306991577148
2021-03-11,10.43980884552002
2021-03-12,10.896195411682129
2021-03-15,10.757649421691895
2021-03-16,10.179017066955566
2021-03-17,10.342012405395508
2021-03-18,10.179017066955566
2021-03-19,10.456108093261719
2021-03-22,10.472408294677734
2021-03-23,9.950825691223145
2021-03-24,9.893777847290039
2021-03-25,10.040472984313965
2021-03-26,10.024173736572266
2021-03-29,9.90192699432373
2021-03-30,10.154569625854492
2021-03-31,9.983424186706543
2021-04-01,9.918225288391113
2021-04-05,10.350162506103516
2021-04-06,10.529458045959473
2021-04-07,10.374610900878906
2021-04-08,10.195318222045898
2021-04-09,10.195318222045898
2021-04-12,10.089371681213379
2021-04-13,9.942673683166504
2021-04-14,9.975274085998535
2021-04-15,9.975274085998535
2021-04-16,9.967123985290527
2021-04-19,9.8693265914917
2021-04-20,9.331445693969727
2021-04-21,9.559637069702148
2021-04-22,9.73078441619873
2021-04-23,9.958974838256836
2021-04-26,9.999723434448242
2021-04-27,10.179017066955566
2021-04-28,10.130121231079102
2021-04-29,9.176600456237793
2021-04-30,9.404793739318848
2021-05-03,9.47813892364502
2021-05-04,9.298847198486328
2021-05-05,9.461840629577637
2021-05-06,9.567787170410156
2021-05-07,9.632986068725586
2021-05-10,9.543339729309082
2021-05-11,9.43739128112793
2021-05-12,9.233646392822266
2021-05-13,9.412941932678223
2021-05-14,9.649286270141602
2021-05-17,9.90192699432373
2021-05-18,9.893777847290039
