,F
2014-04-09,9.224409103393555
2014-04-10,9.102117538452148
2014-04-11,9.102117538452148
2014-04-14,9.1428804397583
2014-04-15,9.224409103393555
2014-04-16,9.35834789276123
2014-04-17,9.317586898803711
2014-04-21,9.305937767028809
2014-04-22,9.375822067260742
2014-04-23,9.451523780822754
2014-04-24,9.503938674926758
2014-04-25,9.189469337463379
2014-04-28,9.300117492675781
2014-04-29,9.38746452331543
2014-04-30,9.478435516357422
2014-05-01,9.337584495544434
2014-05-02,9.331710815429688
2014-05-05,9.23780632019043
2014-05-06,9.132164001464844
2014-05-07,9.07347583770752
2014-05-08,9.278892517089844
2014-05-09,9.255415916442871
2014-05-12,9.296499252319336
2014-05-13,9.308234214782715
2014-05-14,9.243677139282227
2014-05-15,9.208463668823242
2014-05-16,9.249547004699707
2014-05-19,9.343451499938965
2014-05-20,9.255415916442871
2014-05-21,9.337584495544434
2014-05-22,9.337584495544434
2014-05-23,9.402140617370605
2014-05-27,9.484307289123535
2014-05-28,9.57234001159668
2014-05-29,9.707327842712402
2014-05-30,9.648636817932129
2014-06-02,9.648636817932129
2014-06-03,9.713197708129883
2014-06-04,9.854053497314453
2014-06-05,9.7894926071167
2014-06-06,10.024253845214844
2014-06-09,9.977302551269531
2014-06-10,9.983171463012695
2014-06-11,9.91861343383789
2014-06-12,9.695588111877441
2014-06-13,9.71906852722168
2014-06-16,9.760148048400879
2014-06-17,9.854053497314453
2014-06-18,9.877528190612793
2014-06-19,9.848185539245605
2014-06-20,9.783623695373535
2014-06-23,9.90687084197998
2014-06-24,9.959696769714355
2014-06-25,10.094684600830078
2014-06-26,10.094684600830078
2014-06-27,10.141633987426758
2014-06-30,10.118158340454102
2014-07-01,10.100550651550293
2014-07-02,10.106419563293457
2014-07-03,10.165107727050781
2014-07-07,10.165107727050781
2014-07-08,10.041861534118652
2014-07-09,10.229669570922852
2014-07-10,10.153371810913086
2014-07-11,10.253143310546875
2014-07-14,10.300097465515137
2014-07-15,10.294229507446289
2014-07-16,10.446821212768555
2014-07-17,10.41161060333252
2014-07-18,10.399869918823242
2014-07-21,10.388132095336914
2014-07-22,10.4585599899292
2014-07-23,10.435086250305176
2014-07-24,10.470300674438477
2014-07-25,10.341182708740234
2014-07-28,10.35291862487793
2014-07-29,10.311835289001465
2014-07-30,10.320701599121094
2014-07-31,10.060616493225098
2014-08-01,9.93648624420166
2014-08-04,10.060616493225098
2014-08-05,9.971951484680176
2014-08-06,10.036970138549805
2014-08-07,9.94239616394043
2014-08-08,10.101993560791016
2014-08-11,10.149280548095703
2014-08-12,10.172924995422363
2014-08-13,10.297059059143066
2014-08-14,10.30296802520752
2014-08-15,10.232034683227539
2014-08-18,10.30296802520752
2014-08-19,10.261590003967285
2014-08-20,10.291145324707031
2014-08-21,10.285236358642578
2014-08-22,10.149280548095703
2014-08-25,10.184743881225586
2014-08-26,10.161102294921875
2014-08-27,10.261590003967285
2014-08-28,10.297059059143066
2014-08-29,10.291145324707031
2014-09-02,10.40345573425293
2014-09-03,10.326611518859863
2014-09-04,10.208393096923828
2014-09-05,10.131546974182129
2014-09-08,9.930571556091309
2014-09-09,9.830081939697266
2014-09-10,9.830081939697266
2014-09-11,9.847816467285156
2014-09-12,9.806441307067871
2014-09-15,9.735505104064941
2014-09-16,9.76506233215332
2014-09-17,9.77097225189209
2014-09-18,9.800532341003418
2014-09-19,9.841907501220703
2014-09-22,9.670485496520996
2014-09-23,9.558175086975098
2014-09-24,9.700039863586426
2014-09-25,9.575908660888672
2014-09-26,9.652753829956055
2014-09-29,8.931605339050293
2014-09-30,8.742449760437012
2014-10-01,8.624229431152344
2014-10-02,8.606496810913086
2014-10-03,8.624229431152344
2014-10-06,8.582852363586426
2014-10-07,8.334586143493652
2014-10-08,8.399611473083496
2014-10-09,8.180900573730469
2014-10-10,8.15134334564209
2014-10-13,8.00356674194336
2014-10-14,8.14543628692627
2014-10-15,8.050854682922363
2014-10-16,8.263655662536621
2014-10-17,8.287297248840332
2014-10-20,8.375965118408203
2014-10-21,8.429165840148926
2014-10-22,8.35232162475586
2014-10-23,8.511918067932129
2014-10-24,8.14543628692627
2014-10-27,8.169079780578613
2014-10-28,8.3700532913208
2014-10-29,8.295509338378906
2014-10-30,8.319360733032227
2014-10-31,8.402853012084961
2014-11-03,8.343217849731445
2014-11-04,8.319360733032227
2014-11-05,8.313395500183105
2014-11-06,8.462491035461426
2014-11-07,8.45056438446045
2014-11-10,8.349181175231934
2014-11-11,8.569838523864746
2014-11-12,8.695075988769531
2014-11-13,8.90380573272705
2014-11-14,9.029043197631836
2014-11-17,9.267593383789062
2014-11-18,9.243734359741211
2014-11-19,9.207955360412598
2014-11-20,9.219882011413574
2014-11-21,9.20198917388916
2014-11-24,9.345118522644043
2014-11-25,9.351082801818848
2014-11-26,9.309337615966797
2014-11-28,9.380901336669922
2014-12-01,9.404755592346191
2014-12-02,9.482281684875488
2014-12-03,9.547886848449707
2014-12-04,9.428611755371094
2014-12-05,9.363006591796875
2014-12-08,9.20198917388916
2014-12-09,9.20198917388916
2014-12-10,9.040969848632812
2014-12-11,9.11253547668457
2014-12-12,8.93958568572998
2014-12-15,8.516165733337402
2014-12-16,8.402853012084961
2014-12-17,8.617548942565918
2014-12-18,8.832242012023926
2014-12-19,8.9634428024292
2014-12-22,9.076752662658691
2014-12-23,9.142354965209961
2014-12-24,9.124462127685547
2014-12-26,9.213915824890137
2014-12-29,9.255663871765137
2014-12-30,9.243734359741211
2014-12-31,9.243734359741211
2015-01-02,9.160242080688477
2015-01-05,8.802422523498535
2015-01-06,8.7189302444458
2015-01-07,8.969406127929688
2015-01-08,9.196024894714355
2015-01-09,9.070788383483887
2015-01-12,9.076752662658691
2015-01-13,9.070788383483887
2015-01-14,9.011150360107422
2015-01-15,8.86205768585205
2015-01-16,8.957479476928711
2015-01-20,8.95151424407959
2015-01-21,8.927659034729004
2015-01-22,8.9634428024292
2015-01-23,8.891877174377441
2015-01-26,8.993260383605957
2015-01-27,8.856095314025879
2015-01-28,8.711507797241211
2015-01-29,8.946462631225586
2015-01-30,8.862119674682617
2015-02-02,9.199495315551758
2015-02-03,9.428427696228027
2015-02-04,9.560967445373535
2015-02-05,9.548922538757324
2015-02-06,9.55494213104248
2015-02-09,9.59109115600586
2015-02-10,9.693511962890625
2015-02-11,9.789900779724121
2015-02-12,9.856170654296875
2015-02-13,9.820024490356445
2015-02-17,9.705558776855469
2015-02-18,9.765801429748535
2015-02-19,9.89834213256836
2015-02-20,9.880269050598145
2015-02-23,9.868219375610352
2015-02-24,9.856170654296875
2015-02-25,9.946541786193848
2015-02-26,9.868219375610352
2015-02-27,9.844121932983398
2015-03-02,9.982686042785645
2015-03-03,9.741703987121582
2015-03-04,9.657361030578613
2015-03-05,9.705558776855469
2015-03-06,9.597114562988281
2015-03-09,9.657361030578613
2015-03-10,9.470600128173828
2015-03-11,9.488673210144043
2015-03-12,9.741703987121582
2015-03-13,9.759780883789062
2015-03-16,9.934490203857422
2015-03-17,9.87424373626709
2015-03-18,9.916417121887207
2015-03-19,9.844121932983398
2015-03-20,9.928465843200684
2015-03-23,9.982686042785645
2015-03-24,9.976664543151855
2015-03-25,9.747727394104004
2015-03-26,9.645315170288086
2015-03-27,9.627239227294922
2015-03-30,9.735679626464844
2015-03-31,9.72362995147705
2015-04-01,9.585068702697754
2015-04-02,9.657361030578613
2015-04-06,9.639287948608398
2015-04-07,9.57904052734375
2015-04-08,9.627239227294922
2015-04-09,9.60916519165039
2015-04-10,9.657361030578613
2015-04-13,9.560967445373535
2015-04-14,9.621213912963867
2015-04-15,9.681459426879883
2015-04-16,9.603139877319336
2015-04-17,9.494697570800781
2015-04-20,9.585068702697754
2015-04-21,9.530844688415527
2015-04-22,9.585068702697754
2015-04-23,9.494697570800781
2015-04-24,9.500722885131836
2015-04-27,9.57904052734375
2015-04-28,9.675436973571777
2015-04-29,9.742330551147461
2015-04-30,9.608540534973145
2015-05-01,9.6146240234375
2015-05-04,9.596378326416016
2015-05-05,9.444340705871582
2015-05-06,9.41393756866455
2015-05-07,9.432184219360352
2015-05-08,9.5294828414917
2015-05-11,9.51732063293457
2015-05-12,9.4625883102417
2015-05-13,9.371370315551758
2015-05-14,9.28622817993164
2015-05-15,9.41393756866455
2015-05-18,9.474748611450195
2015-05-19,9.426097869873047
2015-05-20,9.304471015930176
2015-05-21,9.432184219360352
2015-05-22,9.28622817993164
2015-05-26,9.237576484680176
2015-05-27,9.316635131835938
2015-05-28,9.29839038848877
2015-05-29,9.22541618347168
2015-06-01,9.340960502624512
2015-06-02,9.28014850616455
2015-06-03,9.243660926818848
2015-06-04,9.152440071105957
2015-06-05,8.988242149353027
2015-06-08,9.0612154006958
2015-06-09,9.049056053161621
2015-06-10,9.140275001525879
2015-06-11,9.292312622070312
2015-06-12,9.261902809143066
2015-06-15,9.152440071105957
2015-06-16,9.122030258178711
2015-06-17,9.134195327758789
2015-06-18,9.207172393798828
2015-06-19,9.188928604125977
2015-06-22,9.201089859008789
2015-06-23,9.29839038848877
2015-06-24,9.426097869873047
2015-06-25,9.389613151550293
2015-06-26,9.365285873413086
2015-06-29,9.134195327758789
2015-06-30,9.128113746643066
2015-07-01,9.115951538085938
2015-07-02,9.042973518371582
2015-07-06,8.99432373046875
2015-07-07,9.03081226348877
2015-07-08,8.738907814025879
2015-07-09,8.714581489562988
2015-07-10,8.805802345275879
2015-07-13,8.90310287475586
2015-07-14,9.006485939025879
2015-07-15,8.96999740600586
2015-07-16,8.860533714294434
2015-07-17,8.93350887298584
2015-07-20,8.860533714294434
2015-07-21,8.824047088623047
2015-07-22,8.76931381225586
2015-07-23,8.884859085083008
2015-07-24,8.751068115234375
2015-07-27,8.848370552062988
2015-07-28,9.018649101257324
2015-07-29,9.344256401062012
2015-07-30,9.276676177978516
2015-07-31,9.110800743103027
2015-08-03,9.17837905883789
2015-08-04,9.159948348999023
2015-08-05,9.09237003326416
2015-08-06,9.110800743103027
2015-08-07,9.09237003326416
2015-08-10,9.209096908569336
2015-08-11,9.030935287475586
2015-08-12,9.018649101257324
2015-08-13,9.037079811096191
2015-08-14,9.080082893371582
2015-08-17,9.018649101257324
2015-08-18,9.110800743103027
2015-08-19,9.07394027709961
2015-08-20,8.865062713623047
2015-08-21,8.514883041381836
2015-08-24,8.10326862335205
2015-08-25,7.925106048583984
2015-08-26,8.11555290222168
2015-08-27,8.330578804016113
2015-08-28,8.441158294677734
2015-08-31,8.521025657653809
2015-09-01,8.428874015808105
2015-09-02,8.521025657653809
2015-09-03,8.502596855163574
2015-09-04,8.330578804016113
2015-09-08,8.398154258728027
2015-09-09,8.312146186828613
2015-09-10,8.435015678405762
2015-09-11,8.422730445861816
2015-09-14,8.465733528137207
2015-09-15,8.791341781616211
2015-09-16,8.994072914123535
2015-09-17,8.969501495361328
2015-09-18,8.772908210754395
2015-09-21,8.797481536865234
2015-09-22,8.55174446105957
2015-09-23,8.404298782348633
2015-09-24,8.385869026184082
2015-09-25,8.312146186828613
2015-09-28,8.060263633728027
2015-09-29,8.078693389892578
2015-09-30,8.33672046661377
2015-10-01,8.398154258728027
2015-10-02,8.594747543334961
2015-10-05,8.717616081237793
2015-10-06,8.791341781616211
2015-10-07,9.061654090881348
2015-10-08,9.209096908569336
2015-10-09,9.196808815002441
2015-10-12,9.20295524597168
2015-10-13,9.17837905883789
2015-10-14,9.22138500213623
2015-10-15,9.350399017333984
2015-10-16,9.38725757598877
2015-10-19,9.436406135559082
2015-10-20,9.44869327545166
2015-10-21,9.467126846313477
2015-10-22,9.571562767028809
2015-10-23,9.62685489654541
2015-10-26,9.633000373840332
2015-10-27,9.147664070129395
2015-10-28,9.290399551391602
2015-10-29,9.141457557678223
2015-10-30,9.1911039352417
2015-11-02,9.15386962890625
2015-11-03,9.1911039352417
2015-11-04,9.091809272766113
2015-11-05,9.042159080505371
2015-11-06,9.011129379272461
2015-11-09,8.893217086791992
2015-11-10,8.862183570861816
2015-11-11,8.880805969238281
2015-11-12,8.713238716125488
2015-11-13,8.638771057128906
2015-11-16,8.713238716125488
2015-11-17,8.78150749206543
2015-11-18,8.973893165588379
2015-11-19,9.042159080505371
2015-11-20,9.060776710510254
2015-11-23,9.029749870300293
2015-11-24,9.029749870300293
2015-11-25,9.029749870300293
2015-11-27,9.017337799072266
2015-11-30,8.893217086791992
2015-12-01,9.035953521728516
2015-12-02,8.849775314331055
2015-12-03,8.676006317138672
2015-12-04,8.812536239624023
2015-12-07,8.76288890838623
2015-12-08,8.6697998046875
2015-12-09,8.62015151977539
2015-12-10,8.663592338562012
2015-12-11,8.46500015258789
2015-12-14,8.452589988708496
2015-12-15,8.607738494873047
2015-12-16,8.911831855773926
2015-12-17,8.676006317138672
2015-12-18,8.564297676086426
2015-12-21,8.520853996276855
2015-12-22,8.812536239624023
2015-12-23,8.911831855773926
2015-12-24,8.880805969238281
2015-12-28,8.800124168395996
2015-12-29,8.831156730651855
2015-12-30,8.793920516967773
2015-12-31,8.744272232055664
2016-01-04,8.6697998046875
2016-01-05,8.514649391174316
2016-01-06,8.136083602905273
2016-01-07,7.88163423538208
2016-01-08,7.782340049743652
2016-01-11,7.925076961517334
2016-01-12,7.97472620010376
2016-01-13,7.571336269378662
2016-01-14,7.565131187438965
2016-01-15,7.428596496582031
2016-01-19,7.4161834716796875
2016-01-20,7.385155200958252
2016-01-21,7.453421592712402
2016-01-22,7.5341010093688965
2016-01-25,7.434802532196045
2016-01-26,7.608571529388428
2016-01-27,7.602156162261963
2016-01-28,7.5123419761657715
2016-01-29,7.6598944664001465
2016-02-01,7.74329137802124
2016-02-02,7.384034633636475
2016-02-03,7.351958274841309
2016-02-04,7.39686393737793
2016-02-05,7.345542907714844
2016-02-08,7.435356616973877
2016-02-09,7.281391143798828
2016-02-10,7.274975776672363
2016-02-11,7.165913105010986
2016-02-12,7.40969705581665
2016-02-16,7.614986896514893
2016-02-17,7.8715996742248535
2016-02-18,7.865184783935547
2016-02-19,7.762539386749268
2016-02-22,8.05764389038086
2016-02-23,7.967831611633301
2016-02-24,7.74970817565918
2016-02-25,7.948583126068115
2016-02-26,7.999905586242676
2016-02-29,8.025568008422852
2016-03-01,8.397656440734863
2016-03-02,8.481054306030273
2016-03-03,8.686346054077148
2016-03-04,8.718422889709473
2016-03-07,8.737666130065918
2016-03-08,8.487470626831055
2016-03-09,8.461809158325195
2016-03-10,8.436147689819336
2016-03-11,8.525961875915527
2016-03-14,8.513131141662598
2016-03-15,8.487470626831055
2016-03-16,8.660686492919922
2016-03-17,8.641437530517578
2016-03-18,8.750500679016113
2016-03-21,8.763330459594727
2016-03-22,8.718422889709473
2016-03-23,8.506718635559082
2016-03-24,8.378410339355469
2016-03-28,8.397656440734863
2016-03-29,8.468223571777344
2016-03-30,8.56445598602295
2016-03-31,8.660686492919922
2016-04-01,8.404073715209961
2016-04-04,8.211613655090332
2016-04-05,8.192366600036621
2016-04-06,8.224442481994629
2016-04-07,8.031984329223633
2016-04-08,8.051230430603027
2016-04-11,8.121797561645508
2016-04-12,8.21802806854248
2016-04-13,8.378410339355469
2016-04-14,8.397656440734863
2016-04-15,8.301424980163574
2016-04-18,8.5003023147583
2016-04-19,8.6221923828125
2016-04-20,8.750500679016113
2016-04-21,8.756914138793945
2016-04-22,8.731250762939453
2016-04-25,8.712006568908691
2016-04-26,8.821066856384277
2016-04-27,8.85998249053955
2016-04-28,9.138885498046875
2016-04-29,8.795124053955078
2016-05-02,8.834038734436035
2016-05-03,8.710801124572754
2016-05-04,8.63297176361084
2016-05-05,8.639456748962402
2016-05-06,8.717288970947266
2016-05-09,8.639456748962402
2016-05-10,8.749719619750977
2016-05-11,8.639456748962402
2016-05-12,8.658914566040039
2016-05-13,8.57459831237793
2016-05-16,8.639456748962402
2016-05-17,8.522706985473633
2016-05-18,8.535677909851074
2016-05-19,8.490277290344238
2016-05-20,8.555137634277344
2016-05-23,8.516221046447754
2016-05-24,8.619999885559082
2016-05-25,8.769177436828613
2016-05-26,8.73026180267334
2016-05-27,8.723772048950195
2016-05-31,8.749719619750977
2016-06-01,8.503249168395996
2016-06-02,8.568111419677734
2016-06-03,8.457844734191895
2016-06-06,8.548653602600098
2016-06-07,8.678372383117676
2016-06-08,8.665400505065918
2016-06-09,8.600541114807129
2016-06-10,8.49676513671875
2016-06-13,8.418929100036621
2016-06-14,8.328125
2016-06-15,8.438389778137207
2016-06-16,8.509736061096191
2016-06-17,8.600541114807129
2016-06-20,8.70431900024414
2016-06-21,8.57459831237793
2016-06-22,8.548653602600098
2016-06-23,8.691344261169434
2016-06-24,8.120572090148926
2016-06-27,7.8870697021484375
2016-06-28,8.036250114440918
2016-06-29,8.140028953552246
2016-06-30,8.153002738952637
2016-07-01,8.250290870666504
2016-07-05,8.042736053466797
2016-07-06,8.153002738952637
2016-07-07,8.269749641418457
2016-07-08,8.490277290344238
2016-07-11,8.607027053833008
2016-07-12,8.723772048950195
2016-07-13,8.743233680725098
2016-07-14,8.814579963684082
2016-07-15,8.801607131958008
2016-07-18,8.853496551513672
2016-07-19,8.853496551513672
2016-07-20,8.911871910095215
2016-07-21,9.028623580932617
2016-07-22,8.976733207702637
2016-07-25,8.970247268676758
2016-07-26,9.088276863098145
2016-07-27,9.075161933898926
2016-07-28,8.334197998046875
2016-07-29,8.301413536071777
2016-08-01,8.183382987976074
2016-08-02,7.8292951583862305
2016-08-03,7.9538798332214355
2016-08-04,7.9210944175720215
2016-08-05,7.993222236633301
2016-08-08,7.986668109893799
2016-08-09,8.07190990447998
2016-08-10,8.032567024230957
2016-08-11,8.07190990447998
2016-08-12,8.085023880004883
2016-08-15,8.150592803955078
2016-08-16,8.091582298278809
2016-08-17,8.124367713928223
2016-08-18,8.085023880004883
2016-08-19,8.124367713928223
2016-08-22,8.104696273803711
2016-08-23,8.144039154052734
2016-08-24,8.065354347229004
2016-08-25,8.176825523376465
2016-08-26,8.117812156677246
2016-08-29,8.176825523376465
2016-08-30,8.229283332824707
2016-08-31,8.262069702148438
2016-09-01,8.157154083251953
2016-09-02,8.196497917175293
2016-09-06,8.307971954345703
2016-09-07,8.327640533447266
2016-09-08,8.347311973571777
2016-09-09,8.117812156677246
2016-09-12,8.327640533447266
2016-09-13,8.117812156677246
2016-09-14,7.960439682006836
2016-09-15,7.940766334533691
2016-09-16,7.940766334533691
2016-09-19,7.940766334533691
2016-09-20,7.868638515472412
2016-09-21,7.927650451660156
2016-09-22,7.986668109893799
2016-09-23,7.980110168457031
2016-09-26,7.8751935958862305
2016-09-27,7.855520248413086
2016-09-28,7.927650451660156
2016-09-29,7.848964214324951
2016-09-30,7.914535999298096
2016-10-03,7.934210300445557
2016-10-04,7.99977970123291
2016-10-05,8.183382987976074
2016-10-06,8.124367713928223
2016-10-07,8.058797836303711
2016-10-10,7.947323799133301
2016-10-11,7.862082481384277
2016-10-12,7.842411518096924
2016-10-13,7.8096208572387695
2016-10-14,7.8096208572387695
2016-10-17,7.789952278137207
2016-10-18,7.796507835388184
2016-10-19,7.8751935958862305
2016-10-20,7.848964214324951
2016-10-21,7.881753444671631
2016-10-24,7.993222236633301
2016-10-25,7.867084980010986
2016-10-26,7.887001037597656
2016-10-27,7.7940568923950195
2016-10-28,7.78078031539917
2016-10-31,7.7940568923950195
2016-11-01,7.70775032043457
2016-11-02,7.568336486816406
2016-11-03,7.5351409912109375
2016-11-04,7.528501987457275
2016-11-07,7.687834739685059
2016-11-08,7.621445655822754
2016-11-09,7.687834739685059
2016-11-10,7.926833152770996
2016-11-11,8.152556419372559
2016-11-14,8.006501197814941
2016-11-15,7.993223190307617
2016-11-16,7.966668605804443
2016-11-17,7.880362033843994
2016-11-18,7.807333946228027
2016-11-21,7.827252388000488
2016-11-22,7.8936381340026855
2016-11-23,7.900279521942139
2016-11-25,7.993223190307617
2016-11-28,7.913558483123779
2016-11-29,7.913558483123779
2016-11-30,7.940113067626953
2016-12-01,8.252141952514648
2016-12-02,8.126002311706543
2016-12-05,8.258779525756836
2016-12-06,8.338446617126465
2016-12-07,8.670391082763672
2016-12-08,8.650473594665527
2016-12-09,8.743417739868164
2016-12-12,8.51105785369873
2016-12-13,8.477862358093262
2016-12-14,8.318527221679688
2016-12-15,8.35172176361084
2016-12-16,8.384918212890625
2016-12-19,8.40483570098877
2016-12-20,8.484501838684082
2016-12-21,8.391559600830078
2016-12-22,8.232223510742188
2016-12-23,8.272058486938477
2016-12-27,8.22558307647705
2016-12-28,8.13263988494873
2016-12-29,8.11936092376709
2016-12-30,8.052972793579102
2017-01-03,8.358365058898926
2017-01-04,8.743417739868164
2017-01-05,8.477862358093262
2017-01-06,8.47122573852539
2017-01-09,8.384918212890625
2017-01-10,8.530972480773926
2017-01-11,8.41147518157959
2017-01-12,8.358365058898926
2017-01-13,8.384918212890625
2017-01-17,8.371637344360352
2017-01-18,8.371637344360352
2017-01-19,8.3851318359375
2017-01-20,8.337910652160645
2017-01-23,8.304182052612305
2017-01-24,8.506558418273926
2017-01-25,8.627984046936035
2017-01-26,8.344657897949219
2017-01-27,8.425606727600098
2017-01-30,8.344657897949219
2017-01-31,8.337910652160645
2017-02-01,8.310927391052246
2017-02-02,8.283944129943848
2017-02-03,8.47282886505127
2017-02-06,8.445847511291504
2017-02-07,8.324419021606445
2017-02-08,8.351404190063477
2017-02-09,8.351404190063477
2017-02-10,8.439099311828613
2017-02-13,8.47282886505127
2017-02-14,8.533541679382324
2017-02-15,8.520049095153809
2017-02-16,8.45933723449707
2017-02-17,8.486320495605469
2017-02-21,8.560524940490723
2017-02-22,8.54703426361084
2017-02-23,8.47282886505127
2017-02-24,8.412117004394531
2017-02-27,8.540287971496582
2017-02-28,8.452591896057129
2017-03-01,8.560524940490723
2017-03-02,8.540287971496582
2017-03-03,8.533541679382324
2017-03-06,8.445847511291504
2017-03-07,8.405370712280273
2017-03-08,8.452591896057129
2017-03-09,8.432353973388672
2017-03-10,8.452591896057129
2017-03-13,8.45933723449707
2017-03-14,8.466084480285645
2017-03-15,8.533541679382324
2017-03-16,8.56727123260498
2017-03-17,8.418862342834473
2017-03-20,8.283944129943848
2017-03-21,7.906174659729004
2017-03-22,7.939905643463135
2017-03-23,7.872446537017822
2017-03-24,7.838714599609375
2017-03-27,7.7307820320129395
2017-03-28,7.858953952789307
2017-03-29,7.879190444946289
2017-03-30,7.879190444946289
2017-03-31,7.852208614349365
2017-04-03,7.717288017272949
2017-04-04,7.670067310333252
2017-04-05,7.5958638191223145
2017-04-06,7.602611541748047
2017-04-07,7.575625896453857
2017-04-10,7.589118480682373
2017-04-11,7.60935640335083
2017-04-12,7.575625896453857
2017-04-13,7.4946770668029785
2017-04-17,7.60935640335083
2017-04-18,7.616192817687988
2017-04-19,7.6503753662109375
2017-04-20,7.841805458068848
2017-04-21,7.752928733825684
2017-04-24,7.814459800720215
2017-04-25,7.848644256591797
2017-04-26,7.9306864738464355
2017-04-27,7.841805458068848
2017-04-28,7.841805458068848
2017-05-01,7.807622909545898
2017-05-02,7.465782165527344
2017-05-03,7.56833553314209
2017-05-04,7.520477294921875
2017-05-05,7.616192817687988
2017-05-08,7.6093573570251465
2017-05-09,7.629864692687988
2017-05-10,7.547825336456299
2017-05-11,7.527313232421875
2017-05-12,7.465782165527344
2017-05-15,7.479455947875977
2017-05-16,7.479455947875977
2017-05-17,7.3563947677612305
2017-05-18,7.376903057098389
2017-05-19,7.4315972328186035
2017-05-22,7.588846206665039
2017-05-23,7.554662704467773
2017-05-24,7.493130207061768
2017-05-25,7.424761772155762
2017-05-26,7.472619533538818
2017-05-30,7.575173377990723
2017-05-31,7.6025190353393555
2017-06-01,7.800787448883057
2017-06-02,7.759763240814209
2017-06-05,7.6913981437683105
2017-06-06,7.6025190353393555
2017-06-07,7.56833553314209
2017-06-08,7.588846206665039
2017-06-09,7.6093573570251465
2017-06-12,7.711906909942627
2017-06-13,7.705073356628418
2017-06-14,7.670886993408203
2017-06-15,7.684561252593994
2017-06-16,7.670886993408203
2017-06-19,7.684561252593994
2017-06-20,7.6025190353393555
2017-06-21,7.547825336456299
2017-06-22,7.6093573570251465
2017-06-23,7.547825336456299
2017-06-26,7.6435394287109375
2017-06-27,7.575173377990723
2017-06-28,7.582007884979248
2017-06-29,7.636702060699463
2017-06-30,7.6503753662109375
2017-07-03,7.903337001800537
2017-07-05,7.725582599639893
2017-07-06,7.6435394287109375
2017-07-07,7.6982340812683105
2017-07-10,7.752928733825684
2017-07-11,7.780275821685791
2017-07-12,7.841805458068848
2017-07-13,7.9306864738464355
2017-07-14,7.985379695892334
2017-07-17,8.026400566101074
2017-07-18,8.03323745727539
2017-07-19,8.087931632995605
2017-07-20,8.101781845092773
2017-07-21,7.984060287475586
2017-07-24,7.817872524261475
2017-07-25,7.804023742675781
2017-07-26,7.658606052398682
2017-07-27,7.741702079772949
2017-07-28,7.734777927398682
2017-07-31,7.769400119781494
2017-08-01,7.582435131072998
2017-08-02,7.617059707641602
2017-08-03,7.5685858726501465
2017-08-04,7.582435131072998
2017-08-07,7.561662197113037
2017-08-08,7.540886878967285
2017-08-09,7.561662197113037
2017-08-10,7.457793712615967
2017-08-11,7.457793712615967
2017-08-14,7.5547380447387695
2017-08-15,7.506265163421631
2017-08-16,7.4785661697387695
2017-08-17,7.36777400970459
2017-08-18,7.312376499176025
2017-08-21,7.319300651550293
2017-08-22,7.374697685241699
2017-08-23,7.416245460510254
2017-08-24,7.416245460510254
2017-08-25,7.4924163818359375
2017-08-28,7.471642017364502
2017-08-29,7.506265163421631
2017-08-30,7.575510025024414
2017-08-31,7.637831687927246
2017-09-01,7.859419345855713
2017-09-05,7.866345405578613
2017-09-06,7.963289737701416
2017-09-07,7.89404296875
2017-09-08,7.866345405578613
2017-09-11,7.900968074798584
