,JPM
2014-08-05,42.24259948730469
2014-08-06,42.37069320678711
2014-08-07,42.12956619262695
2014-08-08,42.453590393066406
2014-08-11,42.438507080078125
2014-08-12,42.461124420166016
2014-08-13,42.73992156982422
2014-08-14,42.93584060668945
2014-08-15,42.76252365112305
2014-08-18,43.12422561645508
2014-08-19,43.37288284301758
2014-08-20,43.43315887451172
2014-08-21,44.08120346069336
2014-08-22,44.073665618896484
2014-08-25,44.71416091918945
2014-08-26,45.01556396484375
2014-08-27,44.90253829956055
2014-08-28,44.57852554321289
2014-08-29,44.79703903198242
2014-09-02,44.96282958984375
2014-09-03,44.98543930053711
2014-09-04,44.99297332763672
2014-09-05,45.143680572509766
2014-09-08,45.12860870361328
2014-09-09,44.503177642822266
2014-09-10,44.62373352050781
2014-09-11,45.0306396484375
2014-09-12,45.23408889770508
2014-09-15,45.1662712097168
2014-09-16,45.20395278930664
2014-09-17,45.4450798034668
2014-09-18,46.206138610839844
2014-09-19,46.04790115356445
2014-09-22,45.89718246459961
2014-09-23,45.919795989990234
2014-09-24,46.43973159790039
2014-09-25,45.32451629638672
2014-09-26,45.633453369140625
2014-09-29,45.46015548706055
2014-09-30,45.392330169677734
2014-10-01,45.03816604614258
2014-10-02,44.636112213134766
2014-10-03,45.74367141723633
2014-10-06,45.65264892578125
2014-10-07,44.96232223510742
2014-10-08,45.81953430175781
2014-10-09,44.81817626953125
2014-10-10,44.39337158203125
2014-10-13,44.120262145996094
2014-10-14,43.991310119628906
2014-10-15,42.125144958496094
2014-10-16,41.783775329589844
2014-10-17,42.63340377807617
2014-10-20,42.95961380004883
2014-10-21,43.94580078125
2014-10-22,43.581661224365234
2014-10-23,44.04440689086914
2014-10-24,44.560264587402344
2014-10-27,44.484397888183594
2014-10-28,45.235416412353516
2014-10-29,44.97748947143555
2014-10-30,45.0533561706543
2014-10-31,45.88022232055664
2014-11-03,46.18366622924805
2014-11-04,45.70574188232422
2014-11-05,46.38848114013672
2014-11-06,46.449161529541016
2014-11-07,46.631229400634766
2014-11-10,46.98019790649414
2014-11-11,46.55538558959961
2014-11-12,45.940914154052734
2014-11-13,45.69058609008789
2014-11-14,45.72850799560547
2014-11-17,45.804359436035156
2014-11-18,45.91815948486328
2014-11-19,45.97126388549805
2014-11-20,45.607120513916016
2014-11-21,45.85746765136719
2014-11-24,46.24435043334961
2014-11-25,45.74367141723633
2014-11-26,45.774024963378906
2014-11-28,45.63746643066406
2014-12-01,45.51609420776367
2014-12-02,46.335384368896484
2014-12-03,46.68434524536133
2014-12-04,46.56296157836914
2014-12-05,47.56431579589844
2014-12-08,47.541561126708984
2014-12-09,47.374671936035156
2014-12-10,46.03194808959961
2014-12-11,46.38090515136719
2014-12-12,45.54644012451172
2014-12-15,44.878868103027344
2014-12-16,44.32508850097656
2014-12-17,45.341617584228516
2014-12-18,46.63882827758789
2014-12-19,46.98019790649414
2014-12-22,46.98779296875
2014-12-23,47.39742660522461
2014-12-24,47.39742660522461
2014-12-26,47.45051956176758
2014-12-29,47.76155471801758
2014-12-30,47.90570068359375
2014-12-31,47.473297119140625
2015-01-02,47.7099609375
2015-01-05,46.22880935668945
2015-01-06,45.030155181884766
2015-01-07,45.09885787963867
2015-01-08,46.10664367675781
2015-01-09,45.30500411987305
2015-01-12,44.91563034057617
2015-01-13,44.92325210571289
2015-01-14,43.37339401245117
2015-01-15,41.983848571777344
2015-01-16,42.70153045654297
2015-01-20,42.53355407714844
2015-01-21,42.67099380493164
2015-01-22,43.96890640258789
2015-01-23,43.27413558959961
2015-01-26,43.34285354614258
2015-01-27,42.907657623291016
2015-01-28,41.80061340332031
2015-01-29,42.50301742553711
2015-01-30,41.518131256103516
2015-02-02,42.3503303527832
2015-02-03,43.30467987060547
2015-02-04,43.04508972167969
2015-02-05,43.34285354614258
2015-02-06,44.197959899902344
2015-02-09,44.144508361816406
2015-02-10,44.63313674926758
2015-02-11,44.564422607421875
2015-02-12,45.48060989379883
2015-02-13,45.556949615478516
2015-02-17,45.8852424621582
2015-02-18,45.32789611816406
2015-02-19,45.221012115478516
2015-02-20,45.65618896484375
2015-02-23,45.31262969970703
2015-02-24,46.43495178222656
2015-02-25,46.67927169799805
2015-02-26,47.015193939208984
2015-02-27,46.78614807128906
2015-03-02,47.160274505615234
2015-03-03,47.312950134277344
2015-03-04,47.43511199951172
2015-03-05,47.33586120605469
2015-03-06,46.4883918762207
2015-03-09,46.95412826538086
2015-03-10,45.77835464477539
2015-03-11,45.99213409423828
2015-03-12,46.8548698425293
2015-03-13,46.57238006591797
2015-03-16,47.22134017944336
2015-03-17,47.03811264038086
2015-03-18,47.144989013671875
2015-03-19,46.72508239746094
2015-03-20,47.144989013671875
2015-03-23,46.67927169799805
2015-03-24,46.160099029541016
2015-03-25,45.51114273071289
2015-03-26,45.457698822021484
2015-03-27,45.46533203125
2015-03-30,46.541839599609375
2015-03-31,46.2517204284668
2015-04-01,46.0749397277832
2015-04-02,46.51302719116211
2015-04-06,46.47460174560547
2015-04-07,46.76664733886719
2015-04-08,46.92036056518555
2015-04-09,47.2431526184082
2015-04-10,47.419918060302734
2015-04-13,47.70429229736328
2015-04-14,48.44978713989258
2015-04-15,49.348995208740234
2015-04-16,49.04158401489258
2015-04-17,48.29607391357422
2015-04-20,48.60350036621094
2015-04-21,47.88875198364258
2015-04-22,48.372928619384766
2015-04-23,48.26533889770508
2015-04-24,48.11161804199219
2015-04-27,47.91179656982422
2015-04-28,48.234580993652344
2015-04-29,48.88018035888672
2015-04-30,48.618873596191406
2015-05-01,48.88786697387695
2015-05-04,49.74097442626953
2015-05-05,49.495033264160156
2015-05-06,49.12611389160156
2015-05-07,49.57188415527344
2015-05-08,50.33274841308594
2015-05-11,50.302005767822266
2015-05-12,50.23284149169922
2015-05-13,50.35580825805664
2015-05-14,50.76314926147461
2015-05-15,50.63249206542969
2015-05-18,51.0474967956543
2015-05-19,51.50094985961914
2015-05-20,51.0936279296875
2015-05-21,51.224281311035156
2015-05-22,51.08592987060547
2015-05-26,50.517215728759766
2015-05-27,51.08592987060547
2015-05-28,50.87842559814453
2015-05-29,50.55563735961914
2015-06-01,50.78620529174805
2015-06-02,50.740089416503906
2015-06-03,51.262699127197266
2015-06-04,50.97834014892578
2015-06-05,51.81606674194336
2015-06-08,51.40872573852539
2015-06-09,51.63161087036133
2015-06-10,52.4616584777832
2015-06-11,52.661468505859375
2015-06-12,52.45396041870117
2015-06-15,52.25414276123047
2015-06-16,52.54620361328125
2015-06-17,52.36942672729492
2015-06-18,52.86129379272461
2015-06-19,52.32331085205078
2015-06-22,52.99965286254883
2015-06-23,53.6068115234375
2015-06-24,53.04575729370117
2015-06-25,52.76138687133789
2015-06-26,52.9919548034668
2015-06-29,51.6469841003418
2015-06-30,52.077369689941406
2015-07-01,52.65755844116211
2015-07-02,52.232086181640625
2015-07-06,52.08511734008789
2015-07-07,51.67511749267578
2015-07-08,50.615299224853516
2015-07-09,51.14133834838867
2015-07-10,51.868507385253906
2015-07-13,52.673030853271484
2015-07-14,53.407936096191406
2015-07-15,53.52396774291992
2015-07-16,53.8101921081543
2015-07-17,53.53944396972656
2015-07-20,53.57810974121094
2015-07-21,53.45433807373047
2015-07-22,54.212459564208984
2015-07-23,53.872093200683594
2015-07-24,53.30735778808594
2015-07-27,52.611148834228516
2015-07-28,52.64207458496094
2015-07-29,53.33057403564453
2015-07-30,53.407936096191406
2015-07-31,53.013404846191406
2015-08-03,53.013404846191406
2015-08-04,52.9592399597168
2015-08-05,53.16810607910156
2015-08-06,52.79680252075195
2015-08-07,52.64207458496094
2015-08-10,53.29189682006836
2015-08-11,52.781349182128906
2015-08-12,52.01547622680664
2015-08-13,52.255306243896484
2015-08-14,52.51830291748047
2015-08-17,52.65755844116211
2015-08-18,52.7658576965332
2015-08-19,52.293968200683594
2015-08-20,51.00982666015625
2015-08-21,49.199649810791016
2015-08-24,46.6081657409668
2015-08-25,46.34514236450195
2015-08-26,48.6658821105957
2015-08-27,49.880409240722656
2015-08-28,49.609649658203125
2015-08-31,49.586448669433594
2015-09-01,47.536460876464844
2015-09-02,48.40287780761719
2015-09-03,48.48796463012695
2015-09-04,47.57514572143555
2015-09-08,48.85927963256836
2015-09-09,48.10118103027344
2015-09-10,48.47248077392578
2015-09-11,48.39514923095703
2015-09-14,48.255882263183594
2015-09-15,49.1841926574707
2015-09-16,49.61738586425781
2015-09-17,48.464759826660156
2015-09-18,47.14193344116211
2015-09-21,47.536460876464844
2015-09-22,47.118717193603516
2015-09-23,46.90986633300781
2015-09-24,46.58495330810547
2015-09-25,47.55192565917969
2015-09-28,46.399295806884766
2015-09-29,46.29098892211914
2015-09-30,47.16514205932617
2015-10-01,47.51324462890625
2015-10-02,47.38078689575195
2015-10-05,48.323585510253906
2015-10-06,48.346954345703125
2015-10-07,48.40928268432617
2015-10-08,48.40928268432617
2015-10-09,48.253456115722656
2015-10-12,48.0898323059082
2015-10-13,47.957366943359375
2015-10-14,46.741886138916016
2015-10-15,48.222286224365234
2015-10-16,48.643028259277344
2015-10-19,48.47942352294922
2015-10-20,48.713165283203125
2015-10-21,48.354740142822266
2015-10-22,49.23520278930664
2015-10-23,49.7650260925293
2015-10-26,49.78840637207031
2015-10-27,49.58582305908203
2015-10-28,51.035057067871094
2015-10-29,50.809104919433594
2015-10-30,50.06111145019531
2015-11-02,51.06623077392578
2015-11-03,51.25322723388672
2015-11-04,51.30778121948242
2015-11-05,51.76748275756836
2015-11-06,53.341365814208984
2015-11-09,52.5076789855957
2015-11-10,52.73363494873047
2015-11-11,52.47650909423828
2015-11-12,51.424644470214844
2015-11-13,51.08180618286133
2015-11-16,51.822021484375
2015-11-17,51.52593994140625
2015-11-18,52.554412841796875
2015-11-19,52.718055725097656
2015-11-20,52.62454605102539
2015-11-23,52.110294342041016
2015-11-24,52.032386779785156
2015-11-25,52.09471893310547
2015-11-27,52.33625793457031
2015-11-30,51.954463958740234
2015-12-01,52.67908477783203
2015-12-02,51.93889236450195
2015-12-03,51.26881408691406
2015-12-04,52.897247314453125
2015-12-07,52.203792572021484
2015-12-08,51.393470764160156
2015-12-09,51.00390625
2015-12-10,51.12077331542969
2015-12-11,49.920860290527344
2015-12-14,50.076698303222656
2015-12-15,51.50255584716797
2015-12-16,52.616764068603516
2015-12-17,51.64279556274414
2015-12-18,50.17798614501953
2015-12-21,51.06623077392578
2015-12-22,51.17531204223633
2015-12-23,51.993431091308594
2015-12-24,51.89213943481445
2015-12-28,51.720726013183594
2015-12-29,52.258338928222656
2015-12-30,51.88434600830078
2015-12-31,51.44800567626953
2016-01-04,49.90277099609375
2016-01-05,49.989051818847656
2016-01-06,49.26742935180664
2016-01-07,47.27506637573242
2016-01-08,46.216156005859375
2016-01-11,46.14555358886719
2016-01-12,46.24751281738281
2016-01-13,44.9768180847168
2016-01-14,45.651390075683594
2016-01-15,44.74149703979492
2016-01-19,44.71795654296875
2016-01-20,43.5413818359375
2016-01-21,43.33744812011719
2016-01-22,44.670902252197266
2016-01-25,43.6590461730957
2016-01-26,44.77287673950195
2016-01-27,44.74149703979492
2016-01-28,44.929744720458984
2016-01-29,46.671085357666016
2016-02-01,46.16909408569336
2016-02-02,44.733646392822266
2016-02-03,45.03171920776367
2016-02-04,45.80828094482422
2016-02-05,45.29841232299805
2016-02-08,44.34931182861328
2016-02-09,44.08260726928711
2016-02-10,43.549224853515625
2016-02-11,41.62747573852539
2016-02-12,45.094482421875
2016-02-16,45.769039154052734
2016-02-17,46.098487854003906
2016-02-18,45.34547424316406
2016-02-19,45.35332489013672
2016-02-22,45.94160842895508
2016-02-23,44.01985549926758
2016-02-24,44.035552978515625
2016-02-25,44.71795654296875
2016-02-26,45.13368606567383
2016-02-29,44.161041259765625
2016-03-01,46.43578338623047
2016-03-02,46.875030517578125
2016-03-03,47.03190994262695
2016-03-04,47.10250473022461
2016-03-07,47.01622009277344
2016-03-08,46.10634231567383
2016-03-09,46.37302780151367
2016-03-10,45.97299575805664
2016-03-11,46.54559326171875
2016-03-14,46.37302780151367
2016-03-15,46.43578338623047
2016-03-16,46.216156005859375
2016-03-17,46.082794189453125
2016-03-18,47.439788818359375
2016-03-21,47.424102783203125
2016-03-22,47.251548767089844
2016-03-23,47.01622009277344
2016-03-24,46.6553955078125
2016-03-28,46.59266662597656
2016-03-29,46.302433013916016
2016-03-30,46.8358154296875
2016-03-31,46.451473236083984
2016-04-01,46.96132278442383
2016-04-04,46.77957534790039
2016-04-05,46.115806579589844
2016-04-06,46.47140121459961
2016-04-07,45.294002532958984
2016-04-08,45.625885009765625
2016-04-11,45.989376068115234
2016-04-12,46.84279251098633
2016-04-13,48.826171875
2016-04-14,49.458335876464844
2016-04-15,48.8893928527832
2016-04-18,49.205482482910156
2016-04-19,50.0351676940918
2016-04-20,50.76215362548828
2016-04-21,50.256431579589844
2016-04-22,50.54880142211914
2016-04-25,50.256431579589844
2016-04-26,50.51719284057617
2016-04-27,50.659420013427734
2016-04-28,50.256431579589844
2016-04-29,49.94034194946289
2016-05-02,50.40657424926758
2016-05-03,49.434635162353516
2016-05-04,48.652339935302734
2016-05-05,48.39156723022461
2016-05-06,48.6760368347168
2016-05-09,48.367855072021484
2016-05-10,49.02372741699219
2016-05-11,48.841983795166016
2016-05-12,48.81037902832031
2016-05-13,48.359962463378906
2016-05-16,48.723453521728516
2016-05-17,48.723453521728516
2016-05-18,50.604122161865234
2016-05-19,50.09048080444336
2016-05-20,50.185306549072266
2016-05-23,50.145809173583984
2016-05-24,50.99921417236328
2016-05-25,51.77360153198242
2016-05-26,51.38640213012695
2016-05-27,51.702476501464844
2016-05-31,51.576045989990234
2016-06-01,51.90793228149414
2016-06-02,52.00276184082031
2016-06-03,51.0782356262207
2016-06-06,51.58395767211914
2016-06-07,51.41010284423828
2016-06-08,51.56024932861328
2016-06-09,51.165157318115234
2016-06-10,50.446067810058594
2016-06-13,49.99566650390625
2016-06-14,49.055328369140625
2016-06-15,48.96841049194336
2016-06-16,49.16596603393555
2016-06-17,49.2133674621582
2016-06-20,49.28449249267578
2016-06-21,49.7427978515625
2016-06-22,49.55316162109375
2016-06-23,50.61201477050781
2016-06-24,47.09565353393555
2016-06-27,45.523162841796875
2016-06-28,47.03243637084961
2016-06-29,48.359962463378906
2016-06-30,49.102752685546875
2016-07-01,48.78419494628906
2016-07-05,47.422454833984375
2016-07-06,47.9321174621582
2016-07-07,48.24269104003906
2016-07-08,49.238121032714844
2016-07-11,49.588523864746094
2016-07-12,50.32910919189453
2016-07-13,50.297264099121094
2016-07-14,51.06175994873047
2016-07-15,51.10954284667969
2016-07-18,50.9343376159668
2016-07-19,50.85470199584961
2016-07-20,50.91044998168945
2016-07-21,50.719329833984375
2016-07-22,50.99805450439453
2016-07-25,50.8626708984375
2016-07-26,51.0697135925293
2016-07-27,51.228981018066406
2016-07-28,51.04582595825195
2016-07-29,50.94230270385742
2016-08-01,50.80691909790039
2016-08-02,50.68748092651367
2016-08-03,51.491790771484375
2016-08-04,51.412147521972656
2016-08-05,52.797786712646484
2016-08-08,52.63852310180664
2016-08-09,52.455360412597656
2016-08-10,51.98552322387695
2016-08-11,52.128868103027344
2016-08-12,52.017372131347656
2016-08-15,52.33592224121094
2016-08-16,52.327938079833984
2016-08-17,52.471282958984375
2016-08-18,52.519073486328125
2016-08-19,52.44740676879883
2016-08-22,52.39962387084961
2016-08-23,52.3757209777832
2016-08-24,52.519073486328125
2016-08-25,52.61464309692383
2016-08-26,52.73408508300781
2016-08-29,53.3154182434082
2016-08-30,53.75341796875
2016-08-31,53.75341796875
2016-09-01,53.5224723815918
2016-09-02,53.74543762207031
2016-09-06,53.705631256103516
2016-09-07,53.4826545715332
2016-09-08,53.554325103759766
2016-09-09,53.076507568359375
2016-09-12,53.403018951416016
2016-09-13,52.98096466064453
2016-09-14,52.87743377685547
2016-09-15,53.06855392456055
2016-09-16,52.4155387878418
2016-09-19,52.710208892822266
2016-09-20,52.925209045410156
2016-09-21,53.227821350097656
2016-09-22,53.66581344604492
2016-09-23,53.554325103759766
2016-09-26,52.38369369506836
2016-09-27,52.84557342529297
2016-09-28,53.12429428100586
2016-09-29,52.280174255371094
2016-09-30,53.02873229980469
2016-10-03,52.965023040771484
2016-10-04,53.4222412109375
2016-10-05,54.296573638916016
2016-10-06,54.44095993041992
2016-10-07,54.633460998535156
2016-10-10,55.0586051940918
2016-10-11,54.79389572143555
2016-10-12,54.64950180053711
2016-10-13,54.33667755126953
2016-10-14,54.16020584106445
2016-10-17,53.879459381103516
2016-10-18,54.304595947265625
2016-10-19,54.82597732543945
2016-10-20,54.753787994384766
2016-10-21,54.93828201293945
2016-10-24,55.243099212646484
2016-10-25,55.18693923950195
2016-10-26,55.4516487121582
2016-10-27,55.5318717956543
2016-10-28,55.435611724853516
2016-10-31,55.555912017822266
2016-11-01,55.32331466674805
2016-11-02,55.09068298339844
2016-11-03,54.85005569458008
2016-11-04,54.352718353271484
2016-11-07,56.053253173828125
2016-11-08,56.17357635498047
2016-11-09,58.756439208984375
2016-11-10,61.48372268676758
2016-11-11,61.51578903198242
2016-11-14,63.7778205871582
2016-11-15,63.657493591308594
2016-11-16,62.085296630859375
2016-11-17,62.58263397216797
2016-11-18,62.33396530151367
2016-11-21,62.60667419433594
2016-11-22,62.99173355102539
2016-11-23,63.25642395019531
2016-11-25,63.23234939575195
2016-11-28,62.823272705078125
2016-11-29,63.30455017089844
2016-11-30,64.30721282958984
2016-12-01,65.60668182373047
2016-12-02,65.45429992675781
2016-12-05,66.78583526611328
2016-12-06,67.13075256347656
2016-12-07,67.43555450439453
2016-12-08,68.27778625488281
2016-12-09,68.57459259033203
2016-12-12,67.96497344970703
2016-12-13,67.98905181884766
2016-12-14,67.96497344970703
2016-12-15,68.98368072509766
2016-12-16,68.1333999633789
2016-12-19,68.52647399902344
2016-12-20,69.40880584716797
2016-12-21,69.58528900146484
2016-12-22,69.69757080078125
2016-12-23,69.82592010498047
2016-12-27,69.89007568359375
2016-12-28,69.3847427368164
2016-12-29,68.89544677734375
2016-12-30,69.21629333496094
2017-01-03,69.9703140258789
2017-01-04,70.09934997558594
2017-01-05,69.4541015625
2017-01-06,69.462158203125
2017-01-09,69.51055908203125
2017-01-10,69.71219635009766
2017-01-11,70.2364730834961
2017-01-12,69.5589599609375
2017-01-13,69.92996215820312
2017-01-17,67.38926696777344
2017-01-18,67.70382690429688
2017-01-19,67.18763732910156
2017-01-20,67.48605346679688
2017-01-23,67.51832580566406
2017-01-24,68.33294677734375
2017-01-25,69.38957214355469
2017-01-26,69.97030639648438
2017-01-27,70.11550903320312
2017-01-30,69.38957214355469
2017-01-31,68.26036071777344
2017-02-01,68.51847076416016
2017-02-02,68.22811126708984
2017-02-03,70.317138671875
2017-02-06,69.98644256591797
2017-02-07,69.94612121582031
2017-02-08,69.33312225341797
2017-02-09,70.3332748413086
2017-02-10,70.17193603515625
2017-02-13,71.09949493408203
2017-02-14,72.23677062988281
2017-02-15,73.06755065917969
2017-02-16,73.01914978027344
2017-02-17,72.77718353271484
2017-02-21,73.40631103515625
2017-02-22,73.44664001464844
2017-02-23,73.50308990478516
2017-02-24,72.85781860351562
2017-02-27,72.93848419189453
2017-02-28,73.09172821044922
2017-03-01,75.49530029296875
2017-03-02,74.3177490234375
2017-03-03,74.8500747680664
2017-03-06,74.1402816772461
2017-03-07,73.72893524169922
2017-03-08,73.56761932373047
2017-03-09,73.85800170898438
2017-03-10,73.62409973144531
2017-03-13,73.6886215209961
2017-03-14,73.8095932006836
2017-03-15,73.98704528808594
2017-03-16,73.91444396972656
2017-03-17,73.1401596069336
2017-03-20,72.61587524414062
2017-03-21,70.48651885986328
2017-03-22,70.59944152832031
2017-03-23,70.48651885986328
2017-03-24,70.40587615966797
2017-03-27,70.36549377441406
2017-03-28,71.46247863769531
2017-03-29,71.1963119506836
2017-03-30,71.80925750732422
2017-03-31,70.84947967529297
2017-04-03,70.59136199951172
2017-04-04,70.82659912109375
2017-04-05,69.9180679321289
2017-04-06,70.1533432006836
2017-04-07,69.90995025634766
2017-04-10,69.66658782958984
2017-04-11,69.54489135742188
2017-04-12,69.2771987915039
2017-04-13,68.46598052978516
2017-04-17,69.65035247802734
2017-04-18,69.08251190185547
2017-04-19,68.51468658447266
2017-04-20,69.39888763427734
2017-04-21,68.56333923339844
2017-04-24,70.98074340820312
2017-04-25,71.5972671508789
2017-04-26,71.73516845703125
2017-04-27,71.0699691772461
2017-04-28,70.57514953613281
2017-05-01,70.62380981445312
2017-05-02,70.1695327758789
2017-05-03,70.57514953613281
2017-05-04,70.65624237060547
2017-05-05,70.57514953613281
2017-05-08,70.65624237060547
2017-05-09,70.37234497070312
2017-05-10,70.9239501953125
2017-05-11,70.70494079589844
2017-05-12,70.51023864746094
2017-05-15,70.85093688964844
2017-05-16,71.0699691772461
2017-05-17,68.36052703857422
2017-05-18,68.10906982421875
2017-05-19,68.77425384521484
2017-05-22,68.7093505859375
2017-05-23,69.56925964355469
2017-05-24,69.52867889404297
2017-05-25,69.23663330078125
2017-05-26,69.24476623535156
2017-05-30,68.0604019165039
2017-05-31,66.64078521728516
2017-06-01,67.37895965576172
2017-06-02,67.03826904296875
2017-06-05,67.15995788574219
2017-06-06,67.29786682128906
2017-06-07,68.0685043334961
2017-06-08,68.91216278076172
2017-06-09,70.5427017211914
2017-06-12,70.55892181396484
2017-06-13,70.79415130615234
2017-06-14,70.6481704711914
2017-06-15,70.22631072998047
2017-06-16,69.90995025634766
2017-06-19,71.443115234375
2017-06-20,70.99695587158203
2017-06-21,70.6724853515625
2017-06-22,70.59135437011719
2017-06-23,70.46157836914062
2017-06-26,70.76982879638672
2017-06-27,71.4269027709961
2017-06-28,72.86274719238281
2017-06-29,73.94166564941406
2017-06-30,74.14445495605469
2017-07-03,75.65345001220703
2017-07-05,76.4120101928711
2017-07-06,76.16734313964844
2017-07-07,76.55069732666016
2017-07-10,76.01232147216797
2017-07-11,75.71869659423828
2017-07-12,75.45768737792969
2017-07-13,75.9389419555664
2017-07-14,75.24560546875
2017-07-17,74.54413604736328
2017-07-18,74.28312683105469
2017-07-19,74.38915252685547
2017-07-20,74.38915252685547
2017-07-21,74.13630676269531
2017-07-24,74.45441436767578
2017-07-25,75.6942367553711
2017-07-26,74.9845962524414
2017-07-27,74.67463684082031
2017-07-28,74.45441436767578
2017-07-31,74.87857055664062
2017-08-01,75.88185119628906
2017-08-02,75.94711303710938
2017-08-03,75.44953155517578
2017-08-04,76.39571380615234
2017-08-07,76.68936157226562
2017-08-08,76.4120101928711
2017-08-09,76.28968811035156
2017-08-10,75.19667053222656
2017-08-11,74.56861114501953
2017-08-14,75.44136047363281
2017-08-15,75.63714599609375
2017-08-16,75.11510467529297
2017-08-17,73.94053649902344
2017-08-18,74.01394653320312
2017-08-21,73.92423248291016
2017-08-22,74.68278503417969
2017-08-23,74.77251434326172
2017-08-24,74.6501693725586
2017-08-25,74.95198059082031
2017-08-28,74.71543884277344
2017-08-29,74.30758666992188
2017-08-30,74.47887420654297
2017-08-31,74.13630676269531
2017-09-01,74.79698181152344
2017-09-05,73.01068115234375
2017-09-06,73.50008392333984
2017-09-07,72.21131896972656
2017-09-08,72.12159729003906
2017-09-11,73.23907470703125
2017-09-12,74.13630676269531
2017-09-13,74.348388671875
2017-09-14,74.2015380859375
2017-09-15,74.73173522949219
