,WDC
2018-07-05,71.90652465820312
2018-07-06,72.34282684326172
2018-07-09,73.96735382080078
2018-07-10,74.33869171142578
2018-07-11,72.58418273925781
2018-07-12,73.19686889648438
2018-07-13,73.81881713867188
2018-07-16,72.80696868896484
2018-07-17,73.32682037353516
2018-07-18,73.13187408447266
2018-07-19,71.90652465820312
2018-07-20,71.14530944824219
2018-07-23,70.90393829345703
2018-07-24,69.7249984741211
2018-07-25,70.20771789550781
2018-07-26,71.56304168701172
2018-07-27,66.03034210205078
2018-07-30,65.00921630859375
2018-07-31,65.12060546875
2018-08-01,64.26656341552734
2018-08-02,63.60746765136719
2018-08-03,63.087615966796875
2018-08-06,63.40325164794922
2018-08-07,62.89267349243164
2018-08-08,62.24286651611328
2018-08-09,61.37025451660156
2018-08-10,60.144893646240234
2018-08-13,59.615760803222656
2018-08-14,60.3305549621582
2018-08-15,59.365116119384766
2018-08-16,60.39553451538086
2018-08-17,59.99635696411133
2018-08-20,59.43009948730469
2018-08-21,60.23772430419922
2018-08-22,59.43009948730469
2018-08-23,58.80813217163086
2018-08-24,59.23515319824219
2018-08-27,59.847835540771484
2018-08-28,60.03349685668945
2018-08-29,58.84526062011719
2018-08-30,58.7431526184082
2018-08-31,58.70602035522461
2018-09-04,55.92110824584961
2018-09-05,55.70759201049805
2018-09-06,53.64675521850586
2018-09-07,53.553924560546875
2018-09-10,52.959815979003906
2018-09-11,51.0382194519043
2018-09-12,52.514225006103516
2018-09-13,53.0062255859375
2018-09-14,52.87626647949219
2018-09-17,53.08048629760742
2018-09-18,53.934532165527344
2018-09-19,54.203739166259766
2018-09-20,55.74472427368164
2018-09-21,56.36669158935547
2018-09-24,55.624046325683594
2018-09-25,55.40125274658203
2018-09-26,54.71430587768555
2018-09-27,54.56450653076172
2018-09-28,54.80793762207031
2018-10-01,54.321083068847656
2018-10-02,54.04021453857422
2018-10-03,54.639408111572266
2018-10-04,53.0009765625
2018-10-05,52.57029724121094
2018-10-08,52.10218048095703
2018-10-09,50.950592041015625
2018-10-10,50.697811126708984
2018-10-11,50.679080963134766
2018-10-12,50.941226959228516
2018-10-15,51.02549743652344
2018-10-16,52.486045837402344
2018-10-17,52.205162048339844
2018-10-18,52.27070236206055
2018-10-19,52.93544006347656
2018-10-22,51.830665588378906
2018-10-23,52.111541748046875
2018-10-24,49.003196716308594
2018-10-25,50.56673049926758
2018-10-26,41.372779846191406
2018-10-29,38.90108871459961
2018-10-30,38.73256301879883
2018-10-31,40.32418441772461
2018-11-01,44.07853698730469
2018-11-02,44.69646453857422
2018-11-05,45.27692794799805
2018-11-06,45.782508850097656
2018-11-07,45.436092376708984
2018-11-08,44.52793502807617
2018-11-09,42.81460189819336
2018-11-12,40.68932342529297
2018-11-13,41.840904235839844
2018-11-14,42.177955627441406
2018-11-15,43.75084686279297
2018-11-16,43.62913131713867
2018-11-19,42.234127044677734
2018-11-20,42.767791748046875
2018-11-21,43.910011291503906
2018-11-23,44.32196044921875
2018-11-26,44.86498260498047
2018-11-27,45.57653045654297
2018-11-28,45.080326080322266
2018-11-29,42.61799621582031
2018-11-30,42.496273040771484
2018-12-03,43.41380310058594
2018-12-04,40.29609680175781
2018-12-06,40.820396423339844
2018-12-07,39.35048294067383
2018-12-10,39.00407409667969
2018-12-11,38.947898864746094
2018-12-12,38.35806655883789
2018-12-13,37.41244888305664
2018-12-14,36.30767822265625
2018-12-17,35.811466217041016
2018-12-18,36.25150680541992
2018-12-19,34.2479362487793
2018-12-20,34.35092544555664
2018-12-21,33.611289978027344
2018-12-24,32.82484436035156
2018-12-26,34.57562255859375
2018-12-27,35.01220703125
2018-12-28,34.86984634399414
