,PM
2016-10-18,63.43360900878906
2016-10-19,63.052589416503906
2016-10-20,62.78323745727539
2016-10-21,63.26936721801758
2016-10-24,63.66352462768555
2016-10-25,63.446746826171875
2016-10-26,63.09858322143555
2016-10-27,62.92118453979492
2016-10-28,63.26936721801758
2016-10-31,63.354774475097656
2016-11-01,63.118255615234375
2016-11-02,63.09858322143555
2016-11-03,63.21682357788086
2016-11-04,62.73069763183594
2016-11-07,63.93943786621094
2016-11-08,64.28759765625
2016-11-09,61.981788635253906
2016-11-10,59.45256805419922
2016-11-11,58.4343376159668
2016-11-14,57.37009811401367
2016-11-15,57.481773376464844
2016-11-16,57.757667541503906
2016-11-17,58.644535064697266
2016-11-18,58.52629089355469
2016-11-21,58.87448501586914
2016-11-22,59.124107360839844
2016-11-23,58.394927978515625
2016-11-25,58.65768814086914
2016-11-28,59.281761169433594
2016-11-29,59.51826858520508
2016-11-30,57.99416732788086
2016-12-01,57.65913391113281
2016-12-02,57.86278533935547
2016-12-05,57.65913391113281
2016-12-06,57.928497314453125
2016-12-07,59.03871154785156
2016-12-08,58.72337341308594
2016-12-09,59.281761169433594
2016-12-12,59.662776947021484
2016-12-13,60.457679748535156
2016-12-14,59.597110748291016
2016-12-15,59.05842971801758
2016-12-16,59.984683990478516
2016-12-19,60.083229064941406
2016-12-20,60.269290924072266
2016-12-21,60.67463302612305
2016-12-22,60.87397766113281
2016-12-23,60.854034423828125
2016-12-27,60.68792724609375
2016-12-28,60.428768157958984
2016-12-29,60.95372009277344
2016-12-30,60.79422378540039
2017-01-03,60.6214714050293
2017-01-04,60.083229064941406
2017-01-05,60.55503463745117
2017-01-06,61.02680587768555
2017-01-09,60.67463302612305
2017-01-10,60.14969253540039
2017-01-11,60.096527099609375
2017-01-12,60.143028259277344
2017-01-13,60.069950103759766
2017-01-17,61.37236404418945
2017-01-18,62.12321090698242
2017-01-19,62.36244201660156
2017-01-20,62.84087371826172
2017-01-23,62.96712112426758
2017-01-24,63.6449089050293
2017-01-25,64.05023193359375
2017-01-26,64.03031921386719
2017-01-27,64.00370788574219
2017-01-30,63.7645149230957
2017-01-31,63.87748718261719
2017-02-01,63.75786590576172
2017-02-02,65.67823791503906
2017-02-03,67.1866455078125
2017-02-06,66.44905090332031
2017-02-07,67.53217315673828
2017-02-08,68.19667053222656
2017-02-09,68.2896957397461
2017-02-10,68.19667053222656
2017-02-13,68.26313018798828
2017-02-14,68.16343688964844
2017-02-15,68.39602661132812
2017-02-16,68.43586730957031
2017-02-17,68.88109588623047
2017-02-21,69.4791259765625
2017-02-22,69.4592056274414
2017-02-23,70.78150939941406
2017-02-24,71.57891845703125
2017-02-27,72.23013305664062
2017-02-28,72.66204833984375
2017-03-01,73.24014282226562
2017-03-02,72.96105194091797
2017-03-03,73.23350524902344
2017-03-06,72.91455078125
2017-03-07,73.45943450927734
2017-03-08,72.90788269042969
2017-03-09,73.280029296875
2017-03-10,73.4527816772461
2017-03-13,73.771728515625
2017-03-14,73.60560607910156
2017-03-15,74.70201873779297
2017-03-16,74.88807678222656
2017-03-17,75.08743286132812
2017-03-20,75.7585678100586
2017-03-21,76.10729217529297
2017-03-22,75.77867889404297
2017-03-23,75.74516296386719
2017-03-24,74.96724700927734
2017-03-27,75.36289978027344
2017-03-28,75.64454650878906
2017-03-29,76.04694366455078
2017-03-30,76.12739562988281
2017-03-31,75.71163940429688
2017-04-03,75.71832275390625
2017-04-04,76.0804443359375
2017-04-05,75.9061050415039
2017-04-06,75.50373077392578
2017-04-07,76.1810531616211
2017-04-10,75.81222534179688
2017-04-11,76.06033325195312
2017-04-12,76.30174255371094
2017-04-13,75.81893157958984
2017-04-17,76.94554138183594
2017-04-18,77.2607192993164
2017-04-19,76.38892364501953
2017-04-20,73.7534408569336
2017-04-21,73.51202392578125
2017-04-24,75.36961364746094
2017-04-25,75.83903503417969
2017-04-26,74.53804779052734
2017-04-27,73.89427185058594
2017-04-28,74.33016967773438
2017-05-01,74.13569641113281
2017-05-02,74.0820541381836
2017-05-03,74.17594146728516
2017-05-04,74.57160186767578
2017-05-05,75.2757339477539
2017-05-08,75.53057098388672
2017-05-09,75.06114196777344
2017-05-10,74.32347106933594
2017-05-11,74.56488037109375
2017-05-12,74.91360473632812
2017-05-15,75.3494873046875
2017-05-16,76.12739562988281
2017-05-17,76.28164672851562
2017-05-18,76.16763305664062
2017-05-19,76.94554138183594
2017-05-22,77.93803405761719
2017-05-23,78.09899139404297
2017-05-24,78.7494888305664
2017-05-25,80.12422943115234
2017-05-26,80.35894012451172
2017-05-30,80.43940734863281
2017-05-31,80.33879852294922
2017-06-01,81.07647705078125
2017-06-02,81.67332458496094
2017-06-05,81.79402160644531
2017-06-06,81.81416320800781
2017-06-07,82.01531219482422
2017-06-08,81.21731567382812
2017-06-09,80.55340576171875
2017-06-12,79.91633605957031
2017-06-13,79.59441375732422
2017-06-14,80.3052749633789
2017-06-15,80.81497192382812
2017-06-16,81.70687103271484
2017-06-19,82.41770935058594
2017-06-20,81.88793182373047
2017-06-21,81.292724609375
2017-06-22,80.96807098388672
2017-06-23,80.86660766601562
2017-06-26,80.8327865600586
2017-06-27,79.90615844726562
2017-06-28,80.44048309326172
2017-06-29,79.189208984375
2017-06-30,79.43948364257812
2017-07-03,79.06746673583984
2017-07-05,80.17671966552734
2017-07-06,80.0481948852539
2017-07-07,79.74384307861328
2017-07-10,79.9197006225586
2017-07-11,79.27714538574219
2017-07-12,79.96703338623047
2017-07-13,79.48005676269531
2017-07-14,80.57575988769531
2017-07-17,80.4878158569336
2017-07-18,80.92070007324219
2017-07-19,82.25992584228516
2017-07-20,81.06953430175781
2017-07-21,80.88013458251953
2017-07-24,80.4134292602539
2017-07-25,79.68972778320312
2017-07-26,79.5747299194336
2017-07-27,79.93999481201172
2017-07-28,80.15642547607422
2017-07-31,78.93895721435547
2017-08-01,78.37755584716797
2017-08-02,77.4171142578125
2017-08-03,77.43740844726562
2017-08-04,77.62004089355469
2017-08-07,78.36404418945312
2017-08-08,77.55915069580078
2017-08-09,78.0596923828125
2017-08-10,77.25479125976562
2017-08-11,77.70117950439453
2017-08-14,77.62004089355469
2017-08-15,79.01335906982422
2017-08-16,79.62886810302734
2017-08-17,78.4113998413086
2017-08-18,78.00557708740234
2017-08-21,78.62781524658203
2017-08-22,78.61429595947266
2017-08-23,78.09351348876953
2017-08-24,77.45771026611328
2017-08-25,77.64710235595703
2017-08-28,78.14761352539062
2017-08-29,78.83074188232422
2017-08-30,78.74957275390625
2017-08-31,79.0877685546875
2017-09-01,79.69648742675781
2017-09-05,79.5882568359375
2017-09-06,80.23081970214844
2017-09-07,80.43372344970703
2017-09-08,79.17567443847656
2017-09-11,79.76412963867188
2017-09-12,79.1689224243164
2017-09-13,79.04042053222656
2017-09-14,78.95248413085938
2017-09-15,78.31669616699219
