,APA
2014-12-05,49.755859375
2014-12-08,46.3575553894043
2014-12-09,47.49570083618164
2014-12-10,46.640079498291016
2014-12-11,46.0427360534668
2014-12-12,45.55841827392578
2014-12-15,44.55750274658203
2014-12-16,45.776371002197266
2014-12-17,48.59349822998047
2014-12-18,50.167537689208984
2014-12-19,52.32276916503906
2014-12-22,51.450992584228516
2014-12-23,52.81516647338867
2014-12-24,51.70122528076172
2014-12-26,51.628570556640625
2014-12-29,51.370262145996094
2014-12-30,50.82943344116211
2014-12-31,50.587276458740234
2015-01-02,51.52363967895508
2015-01-05,48.359413146972656
2015-01-06,47.83472442626953
2015-01-07,47.301979064941406
2015-01-08,49.13433074951172
2015-01-09,48.989017486572266
2015-01-12,47.18896484375
2015-01-13,47.18896484375
2015-01-14,48.052669525146484
2015-01-15,48.43205261230469
2015-01-16,50.24825668334961
2015-01-20,48.757015228271484
2015-01-21,50.50761413574219
2015-01-22,51.67466354370117
2015-01-23,50.96146774291992
2015-01-26,52.25007629394531
2015-01-27,52.34733963012695
2015-01-28,49.53506851196289
2015-01-29,49.62420654296875
2015-01-30,50.71022033691406
2015-02-02,53.67647933959961
2015-02-03,55.15962219238281
2015-02-04,54.551795959472656
2015-02-05,55.41086959838867
2015-02-06,55.37845993041992
2015-02-09,54.47883987426758
2015-02-10,53.69270706176758
2015-02-11,52.47702407836914
2015-02-12,52.33924102783203
2015-02-13,54.341068267822266
2015-02-17,54.130340576171875
2015-02-18,53.287471771240234
2015-02-19,54.00067138671875
2015-02-20,53.668373107910156
2015-02-23,53.668373107910156
2015-02-24,54.227603912353516
2015-02-25,54.97322463989258
2015-02-26,53.27936935424805
2015-02-27,53.36040496826172
2015-03-02,53.31988525390625
2015-03-03,54.0736083984375
2015-03-04,53.91963577270508
2015-03-05,53.02812957763672
2015-03-06,51.164066314697266
2015-03-09,49.77009201049805
2015-03-10,48.74891662597656
2015-03-11,49.567481994628906
2015-03-12,48.76512908935547
2015-03-13,48.108665466308594
2015-03-16,48.489566802978516
2015-03-17,47.889835357666016
2015-03-18,49.84305191040039
2015-03-19,48.53009796142578
2015-03-20,48.26264572143555
2015-03-23,47.557552337646484
2015-03-24,47.841209411621094
2015-03-25,48.489566802978516
2015-03-26,48.47337341308594
2015-03-27,48.149169921875
2015-03-30,49.300025939941406
2015-03-31,48.89479446411133
2015-04-01,49.137939453125
2015-04-02,49.79439926147461
2015-04-06,52.549949645996094
2015-04-07,53.036231994628906
2015-04-08,52.88225173950195
2015-04-09,53.87099838256836
2015-04-10,54.98130416870117
2015-04-13,54.713863372802734
2015-04-14,56.57792663574219
2015-04-15,57.86653137207031
2015-04-16,57.38836669921875
2015-04-17,57.03989028930664
2015-04-20,57.47908401489258
2015-04-21,55.6083984375
2015-04-22,55.144805908203125
2015-04-23,55.592124938964844
2015-04-24,53.941043853759766
2015-04-27,54.26636505126953
2015-04-28,54.323307037353516
2015-04-29,55.76292419433594
2015-04-30,55.63279724121094
2015-05-01,55.69785690307617
2015-05-04,55.75477981567383
2015-05-05,55.25864791870117
2015-05-06,54.770652770996094
2015-05-07,52.93247985839844
2015-05-08,53.306617736816406
2015-05-11,51.346466064453125
2015-05-12,51.76125717163086
2015-05-13,50.99671936035156
2015-05-14,50.939781188964844
2015-05-15,51.582340240478516
2015-05-18,51.8751335144043
2015-05-19,50.56565475463867
2015-05-20,50.11017990112305
2015-05-21,50.56565475463867
2015-05-22,50.85845947265625
2015-05-26,49.94751739501953
2015-05-27,49.426971435546875
2015-05-28,48.62990188598633
2015-05-29,48.67055892944336
2015-06-01,47.881614685058594
2015-06-02,48.47535705566406
2015-06-03,47.94668197631836
2015-06-04,47.37734603881836
2015-06-05,48.27201843261719
2015-06-08,47.34480285644531
2015-06-09,47.63761901855469
2015-06-10,47.95481491088867
2015-06-11,47.29600524902344
2015-06-12,47.320396423339844
2015-06-15,47.14960861206055
2015-06-16,48.02800750732422
2015-06-17,46.90560531616211
2015-06-18,46.547725677490234
2015-06-19,45.98652267456055
2015-06-22,46.7917366027832
2015-06-23,47.86534881591797
2015-06-24,47.75148391723633
2015-06-25,47.01133728027344
2015-06-26,47.56441116333008
2015-06-29,46.531463623046875
2015-06-30,46.87306594848633
2015-07-01,45.61237716674805
2015-07-02,46.181724548339844
2015-07-06,45.14064025878906
2015-07-07,45.30331802368164
2015-07-08,43.481422424316406
2015-07-09,43.78236389160156
2015-07-10,43.05847930908203
2015-07-13,43.318748474121094
2015-07-14,44.237815856933594
2015-07-15,43.49768829345703
2015-07-16,42.8388786315918
2015-07-17,41.187782287597656
2015-07-20,39.741031646728516
2015-07-21,38.850074768066406
2015-07-22,38.678428649902344
2015-07-23,38.702945709228516
2015-07-24,36.84748840332031
2015-07-27,36.381587982177734
2015-07-28,37.9836540222168
2015-07-29,38.24522018432617
2015-07-30,37.99183654785156
2015-07-31,37.48505401611328
2015-08-03,37.0028076171875
2015-08-04,37.06818771362305
2015-08-05,36.32436752319336
2015-08-06,38.08990478515625
2015-08-07,37.68939971923828
2015-08-10,39.602073669433594
2015-08-11,38.980857849121094
2015-08-12,40.223270416259766
2015-08-13,39.15251159667969
2015-08-14,38.416873931884766
2015-08-17,39.111637115478516
2015-08-18,39.29146957397461
2015-08-19,37.44418716430664
2015-08-20,36.42245864868164
2015-08-21,35.33533477783203
2015-08-24,33.09572982788086
2015-08-25,31.796091079711914
2015-08-26,32.311038970947266
2015-08-27,34.97571563720703
2015-08-28,36.66766357421875
2015-08-31,36.9782829284668
2015-09-01,35.25360870361328
2015-09-02,35.32716751098633
2015-09-03,35.32716751098633
2015-09-04,34.738651275634766
2015-09-08,35.34352111816406
2015-09-09,33.749637603759766
2015-09-10,33.381797790527344
2015-09-11,32.85868453979492
2015-09-14,32.89136505126953
2015-09-15,33.04667663574219
2015-09-16,35.180049896240234
2015-09-17,34.32179260253906
2015-09-18,32.40911865234375
2015-09-21,32.155731201171875
2015-09-22,31.57539176940918
2015-09-23,30.46375846862793
2015-09-24,30.962360382080078
2015-09-25,31.223928451538086
2015-09-28,29.589160919189453
2015-09-29,30.341148376464844
2015-09-30,32.00861740112305
2015-10-01,32.46632385253906
2015-10-02,34.82856750488281
2015-10-05,35.94837951660156
2015-10-06,37.69757843017578
2015-10-07,37.54227066040039
2015-10-08,38.539466857910156
2015-10-09,37.9836540222168
2015-10-12,36.741241455078125
2015-10-13,36.446983337402344
2015-10-14,37.34608840942383
2015-10-15,38.21251678466797
2015-10-16,38.0245246887207
2015-10-19,37.051841735839844
2015-10-20,37.742244720458984
2015-10-21,37.05183792114258
2015-10-22,37.78334045410156
2015-10-23,38.21074295043945
2015-10-26,37.29841613769531
2015-10-27,36.27924346923828
2015-10-28,37.84910583496094
2015-10-29,38.28471374511719
2015-10-30,38.73675537109375
2015-11-02,39.40251541137695
2015-11-03,40.988800048828125
2015-11-04,40.594295501708984
2015-11-05,40.495670318603516
2015-11-06,39.18059158325195
2015-11-09,44.3339958190918
2015-11-10,43.816192626953125
2015-11-11,40.60250473022461
2015-11-12,40.191551208496094
2015-11-13,40.24908447265625
2015-11-16,41.49839401245117
2015-11-17,40.857303619384766
2015-11-18,41.17784881591797
2015-11-19,40.71758270263672
2015-11-20,40.35593032836914
2015-11-23,40.150447845458984
2015-11-24,41.843589782714844
2015-11-25,41.38332748413086
2015-11-27,40.61894607543945
2015-11-30,40.42168426513672
2015-12-01,40.397029876708984
2015-12-02,38.89292907714844
2015-12-03,37.61074447631836
2015-12-04,37.63539123535156
2015-12-07,36.34499740600586
2015-12-08,36.879234313964844
2015-12-09,36.94499206542969
2015-12-10,37.964168548583984
2015-12-11,35.2765007019043
2015-12-14,35.7450065612793
2015-12-15,37.2080078125
2015-12-16,36.821712493896484
2015-12-17,35.30116271972656
2015-12-18,35.08745574951172
2015-12-21,34.95595169067383
2015-12-22,35.161434173583984
2015-12-23,37.569637298583984
2015-12-24,37.64360809326172
2015-12-28,36.92033386230469
2015-12-29,37.3559455871582
2015-12-30,36.82993698120117
2015-12-31,36.55046844482422
2016-01-04,36.51759719848633
2016-01-05,35.77787399291992
2016-01-06,31.66830062866211
2016-01-07,30.04092788696289
2016-01-08,30.123117446899414
2016-01-11,28.81627655029297
2016-01-12,29.11216163635254
2016-01-13,29.260103225708008
2016-01-14,30.43543815612793
2016-01-15,29.038190841674805
2016-01-19,28.339563369750977
2016-01-20,28.65416145324707
2016-01-21,30.83158302307129
2016-01-22,32.60333251953125
2016-01-25,30.9888973236084
2016-01-26,31.485654830932617
2016-01-27,31.982398986816406
2016-01-28,33.61338424682617
2016-01-29,35.21954345703125
2016-02-01,33.79552459716797
2016-02-02,31.91616439819336
2016-02-03,34.143245697021484
2016-02-04,33.729286193847656
2016-02-05,32.330116271972656
2016-02-08,31.113075256347656
2016-02-09,29.45724868774414
2016-02-10,29.25027084350586
2016-02-11,28.463756561279297
2016-02-12,30.243770599365234
2016-02-16,31.022014617919922
2016-02-17,33.166297912597656
2016-02-18,32.12314224243164
2016-02-19,30.90610694885254
2016-02-22,32.79375076293945
2016-02-23,31.3614559173584
2016-02-24,31.95754623413086
2016-02-25,31.286949157714844
2016-02-26,32.6778450012207
2016-02-29,31.692617416381836
2016-03-01,31.97411346435547
2016-03-02,34.74763107299805
2016-03-03,37.33073043823242
2016-03-04,39.7730827331543
2016-03-07,42.240264892578125
2016-03-08,38.22487258911133
2016-03-09,38.27455520629883
2016-03-10,38.291107177734375
2016-03-11,40.543052673339844
2016-03-14,39.897274017333984
2016-03-15,39.68201446533203
2016-03-16,40.77486038208008
2016-03-17,41.784915924072266
2016-03-18,41.089473724365234
2016-03-21,41.29645538330078
2016-03-22,41.61933135986328
2016-03-23,39.62406539916992
2016-03-24,40.44368362426758
2016-03-28,40.079402923583984
2016-03-29,40.2036018371582
2016-03-30,40.26982879638672
2016-03-31,40.41057586669922
2016-04-01,39.32600402832031
2016-04-04,38.763031005859375
2016-04-05,39.185264587402344
2016-04-06,41.19710159301758
2016-04-07,40.72518539428711
2016-04-08,41.94221496582031
2016-04-11,41.35440444946289
2016-04-12,44.11965560913086
2016-04-13,43.432472229003906
2016-04-14,43.85470199584961
2016-04-15,43.0930290222168
2016-04-18,44.24382019042969
2016-04-19,45.551937103271484
2016-04-20,45.477081298828125
2016-04-21,45.56024932861328
2016-04-22,46.74125671386719
2016-04-25,45.252525329589844
2016-04-26,46.475120544433594
2016-04-27,47.8557243347168
2016-04-28,46.100852966308594
2016-04-29,45.24420928955078
2016-05-02,45.111141204833984
2016-05-03,43.356266021728516
2016-05-04,42.1918830871582
2016-05-05,45.5935173034668
2016-05-06,44.77845764160156
2016-05-09,43.34794998168945
2016-05-10,44.15468978881836
2016-05-11,44.91984558105469
2016-05-12,45.161033630371094
2016-05-13,44.09646224975586
2016-05-16,45.57688903808594
2016-05-17,45.84302520751953
2016-05-18,47.082252502441406
2016-05-19,47.389976501464844
2016-05-20,47.49809265136719
2016-05-23,47.90562438964844
2016-05-24,48.44624328613281
2016-05-25,48.16345977783203
2016-05-26,48.26326370239258
2016-05-27,48.4795036315918
2016-05-31,47.52305221557617
2016-06-01,46.71631622314453
2016-06-02,46.44184494018555
2016-06-03,45.3939094543457
2016-06-06,46.25887680053711
2016-06-07,48.41297149658203
2016-06-08,47.4066162109375
2016-06-09,46.43354034423828
2016-06-10,44.51231384277344
2016-06-13,44.77845764160156
2016-06-14,45.543617248535156
2016-06-15,45.35232925415039
2016-06-16,44.079830169677734
2016-06-17,44.803401947021484
2016-06-20,46.00938034057617
2016-06-21,47.0988883972168
2016-06-22,46.932552337646484
2016-06-23,48.37138748168945
2016-06-24,45.62678909301758
2016-06-27,43.248146057128906
2016-06-28,45.06123733520508
2016-06-29,46.416908264160156
2016-06-30,46.30046081542969
2016-07-01,47.13214874267578
2016-07-05,45.4687614440918
2016-07-06,45.99274444580078
2016-07-07,45.660057067871094
2016-07-08,45.88461685180664
2016-07-11,45.834712982177734
2016-07-12,47.8557243347168
2016-07-13,47.02404022216797
2016-07-14,47.30680847167969
2016-07-15,47.506412506103516
2016-07-18,46.84938430786133
2016-07-19,45.834712982177734
2016-07-20,45.617488861083984
2016-07-21,44.61491012573242
2016-07-22,44.82377243041992
2016-07-25,43.4201545715332
2016-07-26,44.071834564208984
2016-07-27,43.24469757080078
2016-07-28,43.31155776977539
2016-07-29,43.86296081542969
2016-08-01,41.6656379699707
2016-08-02,41.72412872314453
2016-08-03,43.21963882446289
2016-08-04,41.92464065551758
2016-08-05,41.473480224609375
2016-08-08,42.33403396606445
2016-08-09,41.9664192199707
2016-08-10,40.75495910644531
2016-08-11,41.431705474853516
2016-08-12,40.947120666503906
2016-08-15,41.674007415771484
2016-08-16,42.58467483520508
2016-08-17,43.1360969543457
2016-08-18,44.782005310058594
2016-08-19,44.690093994140625
2016-08-22,44.406028747558594
2016-08-23,44.606544494628906
2016-08-24,44.06349182128906
2016-08-25,43.87132263183594
2016-08-26,43.737640380859375
2016-08-29,44.13866424560547
2016-08-30,43.80447769165039
2016-08-31,41.52361297607422
2016-09-01,41.59879684448242
2016-09-02,42.852027893066406
2016-09-06,43.16950988769531
2016-09-07,46.06031036376953
2016-09-08,49.33538818359375
2016-09-09,49.627803802490234
2016-09-12,50.04556655883789
2016-09-13,48.04874038696289
2016-09-14,47.41377639770508
2016-09-15,49.04297637939453
2016-09-16,48.92601013183594
2016-09-19,48.33281707763672
2016-09-20,48.03204345703125
2016-09-21,50.872676849365234
2016-09-22,50.964595794677734
2016-09-23,50.14582061767578
2016-09-26,50.078975677490234
2016-09-27,49.786556243896484
2016-09-28,53.220394134521484
2016-09-29,53.25381851196289
2016-09-30,53.362430572509766
2016-10-03,53.429264068603516
2016-10-04,53.29560089111328
2016-10-05,54.01411056518555
2016-10-06,53.546226501464844
2016-10-07,52.91127014160156
2016-10-10,53.6047248840332
2016-10-11,52.526939392089844
2016-10-12,52.39327621459961
2016-10-13,51.85855484008789
2016-10-14,51.60792922973633
2016-10-17,51.67475128173828
2016-10-18,52.4935302734375
2016-10-19,53.95307922363281
2016-10-20,53.24846649169922
2016-10-21,52.1663703918457
2016-10-24,51.65470504760742
2016-10-25,50.80748748779297
2016-10-26,51.738582611083984
2016-10-27,51.75535583496094
2016-10-28,50.933319091796875
2016-10-31,49.893184661865234
2016-11-01,49.935115814208984
2016-11-02,49.876399993896484
2016-11-03,46.571441650390625
2016-11-04,47.09150695800781
2016-11-07,48.190364837646484
2016-11-08,47.754180908203125
2016-11-09,48.668495178222656
2016-11-10,48.920135498046875
2016-11-11,48.41685485839844
2016-11-14,49.431819915771484
2016-11-15,53.172969818115234
2016-11-16,52.38447952270508
2016-11-17,51.50371551513672
2016-11-18,52.07411193847656
2016-11-21,53.07231140136719
2016-11-22,52.401268005371094
2016-11-23,53.39106369018555
2016-11-25,52.71162414550781
2016-11-28,51.461769104003906
2016-11-29,50.95009231567383
2016-11-30,55.320369720458984
2016-12-01,54.64091873168945
2016-12-02,54.615753173828125
2016-12-05,55.70621871948242
2016-12-06,55.65589141845703
2016-12-07,55.6894416809082
2016-12-08,55.78171920776367
2016-12-09,55.83204650878906
2016-12-12,56.024967193603516
2016-12-13,56.49470138549805
2016-12-14,55.14421081542969
2016-12-15,55.98302459716797
2016-12-16,55.6894416809082
2016-12-19,55.94947052001953
2016-12-20,55.99140930175781
2016-12-21,55.8991584777832
2016-12-22,55.98302459716797
2016-12-23,55.69783401489258
2016-12-27,55.647499084472656
2016-12-28,54.17955780029297
2016-12-29,53.57560348510742
2016-12-30,53.24007797241211
2017-01-03,53.500125885009766
2017-01-04,53.340736389160156
2017-01-05,53.055545806884766
2017-01-06,52.946495056152344
2017-01-09,52.308990478515625
2017-01-10,52.736778259277344
2017-01-11,53.49173355102539
2017-01-12,52.86260223388672
2017-01-13,52.66128921508789
2017-01-17,52.92972183227539
2017-01-18,52.980247497558594
2017-01-19,52.39915466308594
2017-01-20,52.05386734008789
2017-01-23,51.17801284790039
2017-01-24,51.33803176879883
2017-01-25,51.73384094238281
2017-01-26,52.67706298828125
2017-01-27,52.281253814697266
2017-01-30,50.487464904785156
2017-01-31,50.37796401977539
2017-02-01,48.65996551513672
2017-02-02,49.76319122314453
2017-02-03,50.22639083862305
2017-02-06,48.73576354980469
2017-02-07,48.02833557128906
2017-02-08,47.94413757324219
2017-02-09,47.935707092285156
2017-02-10,48.32310104370117
2017-02-13,48.15467834472656
2017-02-14,46.739837646484375
2017-02-15,46.81563949584961
2017-02-16,46.52930450439453
2017-02-17,46.68931198120117
2017-02-21,47.068294525146484
2017-02-22,46.24296188354492
2017-02-23,44.61759567260742
2017-02-24,44.97972869873047
2017-02-27,44.57550048828125
2017-02-28,44.28915786743164
2017-03-01,44.59233474731445
2017-03-02,43.72491455078125
2017-03-03,43.86809158325195
2017-03-06,43.952301025390625
2017-03-07,43.185943603515625
2017-03-08,41.611106872558594
2017-03-09,42.63853073120117
2017-03-10,42.301658630371094
2017-03-13,42.24271774291992
2017-03-14,42.385887145996094
2017-03-15,43.00908279418945
2017-03-16,43.01749801635742
2017-03-17,43.13540267944336
2017-03-20,42.891170501708984
2017-03-21,42.36060333251953
2017-03-22,42.562721252441406
2017-03-23,42.18375778198242
2017-03-24,42.31007385253906
2017-03-27,41.872161865234375
2017-03-28,43.13540267944336
2017-03-29,44.78603744506836
2017-03-30,43.86809158325195
2017-03-31,43.2785758972168
2017-04-03,42.98381042480469
2017-04-04,43.699649810791016
2017-04-05,43.53962707519531
2017-04-06,44.60075378417969
2017-04-07,44.33127212524414
2017-04-10,45.46818923950195
2017-04-11,45.367130279541016
2017-04-12,45.31660079956055
2017-04-13,44.1038818359375
2017-04-17,44.21335983276367
2017-04-18,42.4869384765625
2017-04-19,41.63212203979492
2017-04-20,41.48824691772461
2017-04-21,41.48824691772461
2017-04-24,41.25126647949219
2017-04-25,42.52924728393555
2017-04-26,42.32612609863281
2017-04-27,40.89579772949219
2017-04-28,41.1666259765625
2017-05-01,41.293575286865234
2017-05-02,41.02275466918945
2017-05-03,41.302040100097656
2017-05-04,40.54033279418945
2017-05-05,41.716758728027344
2017-05-08,42.52924728393555
2017-05-09,42.69852828979492
2017-05-10,43.34175491333008
2017-05-11,43.223270416259766
2017-05-12,43.544891357421875
2017-05-15,43.138641357421875
2017-05-16,43.138641357421875
2017-05-17,42.47846984863281
2017-05-18,42.249961853027344
2017-05-19,43.299434661865234
2017-05-22,42.334590911865234
2017-05-23,42.317684173583984
2017-05-24,42.2076301574707
2017-05-25,40.379512786865234
2017-05-26,40.785762786865234
2017-05-30,40.252567291259766
2017-05-31,39.575477600097656
2017-06-01,40.03251266479492
2017-06-02,39.770145416259766
2017-06-05,39.55009841918945
2017-06-06,40.658817291259766
2017-06-07,39.59241485595703
2017-06-08,39.77861022949219
2017-06-09,40.9127197265625
2017-06-12,40.98043441772461
2017-06-13,41.657508850097656
2017-06-14,40.38797378540039
2017-06-15,40.455692291259766
2017-06-16,41.9283561706543
2017-06-19,42.16531753540039
2017-06-20,40.38797378540039
2017-06-21,38.644493103027344
2017-06-22,38.61909866333008
2017-06-23,38.99997329711914
2017-06-26,39.10997772216797
2017-06-27,39.10997772216797
2017-06-28,39.897098541259766
2017-06-29,40.15947341918945
2017-06-30,40.56571960449219
2017-07-03,41.7506103515625
2017-07-05,40.32874298095703
2017-07-06,38.73760223388672
2017-07-07,38.17900085449219
2017-07-10,39.871707916259766
2017-07-11,39.94788360595703
2017-07-12,40.269493103027344
2017-07-13,40.828086853027344
2017-07-14,41.09891891479492
2017-07-17,41.20048141479492
2017-07-18,40.396446228027344
2017-07-19,42.42137145996094
2017-07-20,41.98746871948242
2017-07-21,41.18769073486328
2017-07-24,40.804840087890625
2017-07-25,41.57057571411133
2017-07-26,41.57057571411133
2017-07-27,42.7276725769043
2017-07-28,42.548988342285156
2017-07-31,42.098060607910156
2017-08-01,41.4004020690918
2017-08-02,40.762290954589844
2017-08-03,37.48668670654297
2017-08-04,38.47361373901367
2017-08-07,37.76744079589844
2017-08-08,37.5377197265625
2017-08-09,37.07828903198242
2017-08-10,36.25300979614258
2017-08-11,36.06583023071289
2017-08-14,35.368160247802734
2017-08-15,35.34263610839844
2017-08-16,34.568389892578125
2017-08-17,33.93880081176758
2017-08-18,34.296138763427734
2017-08-21,33.62398910522461
2017-08-22,33.93880081176758
2017-08-23,34.23658752441406
2017-08-24,34.05791473388672
2017-08-25,34.08344650268555
2017-08-28,33.47936248779297
2017-08-29,33.07096481323242
2017-08-30,32.645572662353516
2017-08-31,33.04545211791992
2017-09-01,33.589969635009766
2017-09-05,33.53892135620117
2017-09-06,34.143001556396484
2017-09-07,34.65348815917969
2017-09-08,33.43682098388672
2017-09-11,33.82819366455078
2017-09-12,34.47481155395508
2017-09-13,36.023284912109375
2017-09-14,35.92118835449219
