,ARE
2020-05-18,125.1746826171875
2020-05-19,125.13165283203125
2020-05-20,125.91529083251953
2020-05-21,125.2349624633789
2020-05-22,126.57835388183594
2020-05-26,129.6181640625
2020-05-27,130.41903686523438
2020-05-28,133.5966339111328
2020-05-29,132.3738250732422
2020-06-01,132.70101928710938
2020-06-02,133.44161987304688
2020-06-03,133.2349395751953
2020-06-04,130.1434783935547
2020-06-05,136.56756591796875
2020-06-08,137.85061645507812
2020-06-09,137.85926818847656
2020-06-10,135.9906005859375
2020-06-11,131.228515625
2020-06-12,137.153076171875
2020-06-15,142.41465759277344
2020-06-16,145.6869659423828
2020-06-17,147.1939697265625
2020-06-18,146.59976196289062
2020-06-19,142.81080627441406
2020-06-22,145.10140991210938
2020-06-23,144.10247802734375
2020-06-24,140.77847290039062
2020-06-25,143.4652557373047
2020-06-26,139.3576202392578
2020-06-29,140.1031036376953
2020-06-30,140.64048767089844
2020-07-01,143.37965393066406
2020-07-02,143.0589141845703
2020-07-06,142.84219360351562
2020-07-07,139.1929168701172
2020-07-08,139.42697143554688
2020-07-09,140.64048767089844
2020-07-10,139.3922576904297
2020-07-13,139.4182891845703
2020-07-14,141.69802856445312
2020-07-15,141.92337036132812
2020-07-16,141.31658935546875
2020-07-17,144.54115295410156
2020-07-20,143.2582550048828
2020-07-21,143.66567993164062
2020-07-22,146.3961181640625
2020-07-23,146.07540893554688
2020-07-24,146.1014404296875
2020-07-27,147.67034912109375
2020-07-28,150.64352416992188
2020-07-29,152.61123657226562
2020-07-30,152.67189025878906
2020-07-31,153.90272521972656
2020-08-03,152.84523010253906
2020-08-04,152.9839324951172
2020-08-05,151.36300659179688
2020-08-06,151.1549835205078
2020-08-07,152.25579833984375
2020-08-10,151.6750030517578
2020-08-11,149.13528442382812
2020-08-12,150.21881103515625
2020-08-13,147.9650421142578
2020-08-14,147.5489959716797
2020-08-17,150.3228302001953
2020-08-18,150.6175079345703
2020-08-19,148.5891571044922
2020-08-20,148.61520385742188
2020-08-21,147.9563751220703
2020-08-24,148.4071502685547
2020-08-25,147.99974060058594
2020-08-26,147.6963653564453
2020-08-27,147.80905151367188
2020-08-28,147.10691833496094
2020-08-31,145.95404052734375
2020-09-01,144.35914611816406
2020-09-02,147.6790008544922
2020-09-03,146.9942626953125
2020-09-04,144.2637481689453
2020-09-08,140.4151153564453
2020-09-09,141.1865692138672
2020-09-10,138.9935760498047
2020-09-11,137.2686309814453
2020-09-14,141.8800506591797
2020-09-15,141.85403442382812
2020-09-16,142.71217346191406
2020-09-17,140.4584503173828
2020-09-18,138.12677001953125
2020-09-21,135.12757873535156
2020-09-22,137.95335388183594
2020-09-23,135.68231201171875
2020-09-24,135.7256622314453
2020-09-25,137.38995361328125
2020-09-28,139.86036682128906
2020-09-29,139.54624938964844
2020-09-30,139.6073455810547
2020-10-01,142.39076232910156
2020-10-02,143.71701049804688
2020-10-05,145.7151641845703
2020-10-06,144.05731201171875
2020-10-07,142.32965087890625
2020-10-08,144.92115783691406
2020-10-09,144.1009063720703
2020-10-12,145.62789916992188
2020-10-13,144.51107788085938
2020-10-14,141.5880126953125
2020-10-15,141.29132080078125
2020-10-16,141.40475463867188
2020-10-19,138.3334197998047
2020-10-20,139.62478637695312
2020-10-21,139.6771240234375
2020-10-22,139.7469482421875
2020-10-23,140.07850646972656
2020-10-26,136.84133911132812
2020-10-27,136.2567596435547
2020-10-28,132.7753143310547
2020-10-29,132.19940185546875
2020-10-30,132.20816040039062
2020-11-02,135.1747589111328
2020-11-03,135.8990020751953
2020-11-04,138.42063903808594
