,CVX
2016-06-29,72.19747924804688
2016-06-30,73.18180847167969
2016-07-01,72.70709991455078
2016-07-05,72.30218505859375
2016-07-06,73.00726318359375
2016-07-07,71.93919372558594
2016-07-08,73.13993072509766
2016-07-11,73.57274627685547
2016-07-12,74.54309844970703
2016-07-13,74.45233917236328
2016-07-14,74.48723602294922
2016-07-15,74.71764373779297
2016-07-18,74.06141662597656
2016-07-19,74.0265121459961
2016-07-20,73.71236419677734
2016-07-21,73.57274627685547
2016-07-22,73.76123046875
2016-07-25,71.95316314697266
2016-07-26,71.6808853149414
2016-07-27,71.3876953125
2016-07-28,71.05958557128906
2016-07-29,71.54125213623047
2016-08-01,69.18865966796875
2016-08-02,69.52374267578125
2016-08-03,70.23583984375
2016-08-04,70.08221435546875
2016-08-05,70.16602325439453
2016-08-08,70.64767456054688
2016-08-09,70.73145294189453
2016-08-10,69.90772247314453
2016-08-11,70.78731536865234
2016-08-12,71.31788635253906
2016-08-15,71.74369812011719
2016-08-16,71.63900756835938
2016-08-17,72.11164855957031
2016-08-18,73.04994201660156
2016-08-19,72.18222045898438
2016-08-22,71.91412353515625
2016-08-23,71.7306900024414
2016-08-24,72.09754180908203
2016-08-25,71.87885284423828
2016-08-26,71.47673034667969
2016-08-29,71.99174499511719
2016-08-30,71.74481201171875
2016-08-31,70.95471954345703
2016-09-01,70.69368743896484
2016-09-02,71.20162200927734
2016-09-06,72.25980377197266
2016-09-07,72.57726287841797
2016-09-08,73.45203399658203
2016-09-09,71.44146728515625
2016-09-12,72.13282012939453
2016-09-13,70.14344024658203
2016-09-14,69.43092346191406
2016-09-15,70.19283294677734
2016-09-16,69.02175903320312
2016-09-19,69.16285705566406
2016-09-20,68.92298889160156
2016-09-21,70.28453063964844
2016-09-22,70.53144073486328
2016-09-23,69.99529266357422
2016-09-26,69.68490600585938
2016-09-27,69.82599639892578
2016-09-28,72.06227111816406
2016-09-29,71.44146728515625
2016-09-30,72.60548400878906
2016-10-03,72.27391815185547
2016-10-04,71.44146728515625
2016-10-05,72.11872863769531
2016-10-06,72.08342742919922
2016-10-07,72.14691925048828
2016-10-10,73.35326385498047
2016-10-11,72.69011688232422
2016-10-12,72.06227111816406
2016-10-13,71.10284423828125
2016-10-14,71.30744171142578
2016-10-17,71.50496673583984
2016-10-18,71.80831909179688
2016-10-19,72.14691925048828
2016-10-20,71.86474609375
2016-10-21,71.46265411376953
2016-10-24,71.01113891601562
2016-10-25,71.0887222290039
2016-10-26,71.38504028320312
2016-10-27,70.48912811279297
2016-10-28,73.24040222167969
2016-10-31,73.8964614868164
2016-11-01,75.11688232421875
2016-11-02,74.34796142578125
2016-11-03,74.34796142578125
2016-11-04,73.9176025390625
2016-11-07,75.37791442871094
2016-11-08,75.68832397460938
2016-11-09,75.93523406982422
2016-11-10,76.04104614257812
2016-11-11,75.22975158691406
2016-11-14,75.19449615478516
2016-11-15,76.8664321899414
2016-11-16,77.20132446289062
2016-11-17,77.03742218017578
2016-11-18,77.80694580078125
2016-11-21,78.5052261352539
2016-11-22,78.8187484741211
2016-11-23,79.08949279785156
2016-11-25,79.08949279785156
2016-11-28,78.73322296142578
2016-11-29,77.90669250488281
2016-11-30,79.48847961425781
2016-12-01,80.72115325927734
2016-12-02,80.51451110839844
2016-12-05,80.69264221191406
2016-12-06,80.34351348876953
2016-12-07,81.54053497314453
2016-12-08,82.0606918334961
2016-12-09,82.5167007446289
2016-12-12,83.47147369384766
2016-12-13,83.66384887695312
2016-12-14,82.62358093261719
2016-12-15,83.40021514892578
2016-12-16,84.13412475585938
2016-12-19,83.82774353027344
2016-12-20,84.0414810180664
2016-12-21,84.0129623413086
2016-12-22,84.62574768066406
2016-12-23,84.37635803222656
2016-12-27,84.23385620117188
2016-12-28,84.0129623413086
2016-12-29,83.94886016845703
2016-12-30,83.86333465576172
2017-01-03,83.97023010253906
2017-01-04,83.94886016845703
2017-01-05,83.58547973632812
2017-01-06,83.25057220458984
2017-01-09,82.5380630493164
2017-01-10,81.91106414794922
2017-01-11,82.60221099853516
2017-01-12,82.76608276367188
2017-01-13,82.92281341552734
2017-01-17,82.85157012939453
2017-01-18,82.60932922363281
2017-01-19,82.35282897949219
2017-01-20,82.36707305908203
2017-01-23,82.21743774414062
2017-01-24,82.91569519042969
2017-01-25,83.53561401367188
2017-01-26,83.0439682006836
2017-01-27,81.0774154663086
2017-01-30,79.6737289428711
2017-01-31,79.33885192871094
2017-02-01,79.08949279785156
2017-02-02,79.9516372680664
2017-02-03,80.92066955566406
2017-02-06,80.50028228759766
2017-02-07,79.36737823486328
2017-02-08,79.50273895263672
2017-02-09,79.98725891113281
2017-02-10,80.55015563964844
2017-02-13,81.16292572021484
2017-02-14,80.9399185180664
2017-02-15,80.97588348388672
2017-02-16,79.61634826660156
2017-02-17,79.36454010009766
2017-02-21,80.36444091796875
2017-02-22,79.4005355834961
2017-02-23,79.86090087890625
2017-02-24,79.21350860595703
2017-02-27,80.38602447509766
2017-02-28,80.9255599975586
2017-03-01,81.918212890625
2017-03-02,81.54415130615234
2017-03-03,81.68085479736328
2017-03-06,81.4074935913086
2017-03-07,80.42918395996094
2017-03-08,78.8466567993164
2017-03-09,79.15596008300781
2017-03-10,79.56597137451172
2017-03-13,78.65961456298828
2017-03-14,77.2281265258789
2017-03-15,78.321533203125
2017-03-16,77.58782958984375
2017-03-17,77.45832824707031
2017-03-20,77.44392395019531
2017-03-21,77.7173080444336
2017-03-22,77.96904754638672
2017-03-23,77.59500885009766
2017-03-24,77.68132019042969
2017-03-27,76.45124053955078
2017-03-28,77.09146881103516
2017-03-29,77.73887634277344
2017-03-30,77.53025817871094
2017-03-31,77.23533630371094
2017-04-03,77.54466247558594
2017-04-04,78.16327667236328
2017-04-05,78.14891052246094
2017-04-06,78.61644744873047
2017-04-07,78.30714416503906
2017-04-10,78.71717071533203
2017-04-11,78.38626861572266
2017-04-12,78.38626861572266
2017-04-13,76.32176208496094
2017-04-17,76.37212371826172
2017-04-18,76.0196533203125
2017-04-19,74.97660827636719
2017-04-20,75.44414520263672
2017-04-21,75.45137786865234
2017-04-24,76.19947814941406
2017-04-25,76.77496337890625
2017-04-26,76.30738067626953
2017-04-27,75.86858367919922
2017-04-28,76.75334930419922
2017-05-01,76.19229125976562
2017-05-02,75.78944396972656
2017-05-03,76.76776885986328
2017-05-04,75.39380645751953
2017-05-05,76.09876251220703
2017-05-08,76.73898315429688
2017-05-09,75.58802795410156
2017-05-10,76.60948944091797
2017-05-11,76.40088653564453
2017-05-12,76.2210464477539
2017-05-15,76.86127471923828
2017-05-16,77.14900207519531
2017-05-17,76.0808334350586
2017-05-18,76.42235565185547
2017-05-19,77.40332794189453
2017-05-22,77.1126708984375
2017-05-23,77.22164154052734
2017-05-24,77.18534851074219
2017-05-25,76.37877655029297
2017-05-26,76.09534454345703
2017-05-30,75.61576080322266
2017-05-31,75.1943130493164
2017-06-01,75.76836395263672
2017-06-02,74.9254379272461
2017-06-05,74.98356628417969
2017-06-06,75.69569396972656
2017-06-07,75.40502166748047
2017-06-08,75.57215881347656
2017-06-09,77.3161392211914
2017-06-12,78.50786590576172
2017-06-13,78.57324981689453
2017-06-14,77.46145629882812
2017-06-15,77.26528930664062
2017-06-16,78.73311614990234
2017-06-19,78.08638763427734
2017-06-20,77.374267578125
2017-06-21,75.92823028564453
2017-06-22,75.8991470336914
2017-06-23,76.29882049560547
2017-06-26,75.67390441894531
2017-06-27,75.62303161621094
2017-06-28,75.775634765625
2017-06-29,75.65936279296875
2017-06-30,75.81196594238281
2017-07-03,77.24346160888672
2017-07-05,76.02271270751953
2017-07-06,75.44136810302734
2017-07-07,75.20156860351562
2017-07-10,74.87456512451172
2017-07-11,74.93272399902344
2017-07-12,75.49221801757812
2017-07-13,75.66664123535156
2017-07-14,75.89188385009766
2017-07-17,75.72474670410156
2017-07-18,75.36869049072266
2017-07-19,75.90642547607422
2017-07-20,76.02996063232422
2017-07-21,75.02716827392578
2017-07-24,74.9908447265625
2017-07-25,75.85556030273438
2017-07-26,76.38602447509766
2017-07-27,77.10541534423828
2017-07-28,78.56597900390625
2017-07-31,79.34349822998047
2017-08-01,80.49891662597656
2017-08-02,80.26634979248047
2017-08-03,79.51790618896484
2017-08-04,80.01204681396484
2017-08-07,79.77224731445312
2017-08-08,80.1864242553711
2017-08-09,80.57881927490234
2017-08-10,80.01204681396484
2017-08-11,79.37257385253906
2017-08-14,78.99471282958984
2017-08-15,78.89298248291016
2017-08-16,78.4158935546875
2017-08-17,77.74065399169922
2017-08-18,78.15167236328125
2017-08-21,77.63790130615234
2017-08-22,78.06360626220703
2017-08-23,78.2470932006836
2017-08-24,78.85628509521484
2017-08-25,79.43609619140625
2017-08-28,79.09114837646484
2017-08-29,79.16455078125
2017-08-30,79.06913757324219
2017-08-31,78.98839569091797
2017-09-01,79.82511901855469
2017-09-05,80.32420349121094
2017-09-06,82.04898071289062
2017-09-07,82.05632781982422
2017-09-08,81.30770874023438
2017-09-11,82.58477020263672
2017-09-12,82.56275177001953
2017-09-13,83.80314636230469
2017-09-14,84.00130462646484
2017-09-15,84.13343048095703
