,ROK
2014-11-06,90.8980484008789
2014-11-07,91.32095336914062
2014-11-10,91.6950454711914
2014-11-11,91.78451538085938
2014-11-12,91.4429702758789
2014-11-13,88.4736328125
2014-11-14,90.076904296875
2014-11-17,90.12600708007812
2014-11-18,90.70677185058594
2014-11-19,90.13418579101562
2014-11-20,90.2732162475586
2014-11-21,92.95621490478516
2014-11-24,93.46337890625
2014-11-25,93.91326904296875
2014-11-26,93.78241729736328
2014-11-28,94.4040756225586
2014-12-01,91.30386352539062
2014-12-02,94.63309478759766
2014-12-03,96.46540069580078
2014-12-04,95.13206481933594
2014-12-05,93.48793029785156
2014-12-08,91.33663177490234
2014-12-09,90.84579467773438
2014-12-10,87.4184341430664
2014-12-11,87.43479919433594
2014-12-12,85.72520446777344
2014-12-15,84.56366729736328
2014-12-16,85.749755859375
2014-12-17,88.2855224609375
2014-12-18,91.15663146972656
2014-12-19,91.4429702758789
2014-12-22,91.93373107910156
2014-12-23,92.66991424560547
2014-12-24,92.37545013427734
2014-12-26,92.4408950805664
2014-12-29,92.50634765625
2014-12-30,91.9010238647461
2014-12-31,90.96031951904297
2015-01-02,90.82943725585938
2015-01-05,87.77835845947266
2015-01-06,86.77225494384766
2015-01-07,86.91944885253906
2015-01-08,89.47978210449219
2015-01-09,87.94194030761719
2015-01-12,86.706787109375
2015-01-13,85.46344757080078
2015-01-14,85.78245544433594
2015-01-15,85.72520446777344
2015-01-16,85.63521575927734
2015-01-20,86.25689697265625
2015-01-21,87.02580261230469
2015-01-22,88.76812744140625
2015-01-23,87.4102554321289
2015-01-26,87.72927856445312
2015-01-27,87.72108459472656
2015-01-28,88.80084228515625
2015-01-29,89.99508666992188
2015-01-30,89.09532165527344
2015-02-02,91.52473449707031
2015-02-03,93.52063751220703
2015-02-04,91.69651794433594
2015-02-05,92.46543884277344
2015-02-06,92.14640045166016
2015-02-09,94.0932388305664
2015-02-10,94.06868743896484
2015-02-11,94.33866119384766
2015-02-12,96.14840698242188
2015-02-13,96.98749542236328
2015-02-17,96.92164611816406
2015-02-18,97.43991088867188
2015-02-19,96.92987823486328
2015-02-20,97.2342529296875
2015-02-23,96.83119201660156
2015-02-24,97.41523742675781
2015-02-25,96.7242431640625
2015-02-26,96.58440399169922
2015-02-27,96.28001403808594
2015-03-02,96.84764099121094
2015-03-03,96.35405731201172
2015-03-04,94.47844696044922
2015-03-05,93.94376373291016
2015-03-06,92.43012237548828
2015-03-09,92.40547180175781
2015-03-10,91.0645751953125
2015-03-11,90.4722900390625
2015-03-12,93.15404510498047
2015-03-13,91.7391128540039
2015-03-16,94.2728042602539
2015-03-17,92.97305297851562
2015-03-18,95.16946411132812
2015-03-19,94.1905288696289
2015-03-20,95.54788970947266
2015-03-23,94.80752563476562
2015-03-24,95.53141784667969
2015-03-25,93.54067993164062
2015-03-26,93.2856674194336
2015-03-27,93.07177734375
2015-03-30,95.02961730957031
2015-03-31,95.416259765625
2015-04-01,93.14582061767578
2015-04-02,92.79210662841797
2015-04-06,94.09181213378906
2015-04-07,92.80030822753906
2015-04-08,91.7637939453125
2015-04-09,91.88716125488281
2015-04-10,91.7637939453125
2015-04-13,91.54170989990234
2015-04-14,91.7391128540039
2015-04-15,93.89439392089844
2015-04-16,94.05070495605469
2015-04-17,92.38899230957031
2015-04-20,93.89439392089844
2015-04-21,93.54888916015625
2015-04-22,93.79570770263672
2015-04-23,93.79570770263672
2015-04-24,92.24091339111328
2015-04-27,94.47021484375
2015-04-28,93.40083312988281
2015-04-29,92.40547180175781
2015-04-30,97.56331634521484
2015-05-01,99.73506164550781
2015-05-04,100.5329818725586
2015-05-05,98.87950897216797
2015-05-06,99.41421508789062
2015-05-07,98.25432586669922
2015-05-08,98.78079223632812
2015-05-11,99.24967193603516
2015-05-12,100.08056640625
2015-05-13,101.6928939819336
2015-05-14,102.88372039794922
2015-05-15,102.85066986083984
2015-05-18,103.4212646484375
2015-05-19,103.37989807128906
2015-05-20,103.37162017822266
2015-05-21,103.92570495605469
2015-05-22,103.4791488647461
2015-05-26,102.32966613769531
2015-05-27,103.09046936035156
2015-05-28,102.39580535888672
2015-05-29,101.62672424316406
2015-06-01,102.4040756225586
2015-06-02,103.80992889404297
2015-06-03,104.44670104980469
2015-06-04,102.98295593261719
2015-06-05,103.5122299194336
2015-06-08,103.36334228515625
2015-06-09,103.47090148925781
2015-06-10,104.7940444946289
2015-06-11,104.93460845947266
2015-06-12,104.0910873413086
2015-06-15,102.46197509765625
2015-06-16,102.61908721923828
2015-06-17,103.04910278320312
2015-06-18,103.85955047607422
2015-06-19,102.85066986083984
2015-06-22,104.0745849609375
2015-06-23,103.85955047607422
2015-06-24,103.5122299194336
2015-06-25,102.56121063232422
2015-06-26,103.14010620117188
2015-06-29,101.64328002929688
2015-06-30,103.0739517211914
2015-07-01,104.421875
2015-07-02,104.30613708496094
2015-07-06,103.71897888183594
2015-07-07,103.53699493408203
2015-07-08,99.83219146728516
2015-07-09,100.4689712524414
2015-07-10,101.03129577636719
2015-07-13,102.87545013427734
2015-07-14,103.37162017822266
2015-07-15,101.62672424316406
2015-07-16,102.13117980957031
2015-07-17,102.32966613769531
2015-07-20,102.03195190429688
2015-07-21,99.9066162109375
2015-07-22,99.48487091064453
2015-07-23,97.50013732910156
2015-07-24,97.18588256835938
2015-07-27,96.19352722167969
2015-07-28,98.5999984741211
2015-07-29,96.22660064697266
2015-07-30,96.83856964111328
2015-07-31,96.57391357421875
2015-08-03,95.35826110839844
2015-08-04,95.06884765625
2015-08-05,95.95370483398438
2015-08-06,96.27620697021484
2015-08-07,95.84618377685547
2015-08-10,98.36016845703125
2015-08-11,96.54084014892578
2015-08-12,95.79656982421875
2015-08-13,95.79657745361328
2015-08-14,96.611572265625
2015-08-17,97.30182647705078
2015-08-18,96.20406341552734
2015-08-19,94.81521606445312
2015-08-20,92.5032958984375
2015-08-21,90.59881591796875
2015-08-24,87.46353149414062
2015-08-25,86.13289642333984
2015-08-26,89.06858825683594
2015-08-27,92.4949722290039
2015-08-28,92.86920928955078
2015-08-31,93.00226593017578
2015-09-01,89.44284057617188
2015-09-02,90.10813903808594
2015-09-03,89.80876922607422
2015-09-04,88.37002563476562
2015-09-08,91.16431427001953
2015-09-09,88.31181335449219
2015-09-10,87.44690704345703
2015-09-11,88.07064819335938
2015-09-14,87.27225494384766
2015-09-15,88.6112060546875
2015-09-16,89.46778869628906
2015-09-17,88.02073669433594
2015-09-18,86.31586456298828
2015-09-21,86.49885559082031
2015-09-22,85.7420425415039
2015-09-23,84.32825469970703
2015-09-24,84.03719329833984
2015-09-25,83.39681243896484
2015-09-28,83.08079528808594
2015-09-29,83.46334838867188
2015-09-30,84.38648986816406
2015-10-01,83.46334838867188
2015-10-02,85.16822052001953
2015-10-05,86.51547241210938
2015-10-06,86.76496124267578
2015-10-07,85.75867462158203
2015-10-08,87.67142486572266
2015-10-09,87.80449676513672
2015-10-12,87.75462341308594
2015-10-13,86.93962860107422
2015-10-14,86.36576843261719
2015-10-15,87.52176666259766
2015-10-16,86.7233657836914
2015-10-19,85.79193115234375
2015-10-20,86.78157806396484
2015-10-21,86.4239730834961
2015-10-22,89.02703094482422
2015-10-23,89.8503189086914
2015-10-26,89.45948791503906
2015-10-27,87.52176666259766
2015-10-28,90.41586303710938
2015-10-29,90.28280639648438
2015-10-30,90.78177642822266
2015-11-02,91.94605255126953
2015-11-03,91.5968017578125
2015-11-04,91.17264556884766
2015-11-05,90.60714721679688
2015-11-06,90.64871215820312
2015-11-09,89.64242553710938
2015-11-10,86.64021301269531
2015-11-11,86.41567993164062
2015-11-12,85.14325714111328
2015-11-13,85.35948181152344
2015-11-16,87.03108215332031
2015-11-17,85.70047760009766
2015-11-18,88.21199798583984
2015-11-19,88.55952453613281
2015-11-20,88.0738525390625
2015-11-23,87.47932434082031
2015-11-24,87.0941390991211
2015-11-25,88.03197479248047
2015-11-27,89.60620880126953
2015-11-30,89.12894439697266
2015-12-01,89.5308609008789
2015-12-02,88.14923095703125
2015-12-03,87.15275573730469
2015-12-04,89.37179565429688
2015-12-07,89.46385955810547
2015-12-08,87.01040649414062
2015-12-09,86.92666625976562
2015-12-10,86.83454895019531
2015-12-11,85.0593490600586
2015-12-14,86.53311157226562
2015-12-15,85.02582550048828
2015-12-16,86.56658935546875
2015-12-17,83.75303649902344
2015-12-18,83.41810607910156
2015-12-21,84.36431121826172
2015-12-22,85.41939544677734
2015-12-23,87.25325775146484
2015-12-24,86.9350357055664
2015-12-28,86.44100189208984
2015-12-29,87.88964080810547
2015-12-30,87.06902313232422
2015-12-31,85.92180633544922
2016-01-04,85.00909423828125
2016-01-05,84.2470932006836
2016-01-06,81.99457550048828
2016-01-07,78.23482513427734
2016-01-08,78.26832580566406
2016-01-11,78.2515869140625
2016-01-12,78.98007202148438
2016-01-13,77.84964752197266
2016-01-14,77.53144836425781
2016-01-15,76.76944732666016
2016-01-19,76.4177474975586
2016-01-20,75.11983489990234
2016-01-21,75.41287231445312
2016-01-22,76.68572235107422
2016-01-25,75.91532897949219
2016-01-26,79.10568237304688
2016-01-27,78.60328674316406
2016-01-28,77.98362731933594
2016-01-29,80.02679443359375
2016-02-01,79.10568237304688
2016-02-02,77.648681640625
2016-02-03,79.5997314453125
2016-02-04,82.59750366210938
2016-02-05,82.756591796875
2016-02-08,81.55915832519531
2016-02-09,81.45028686523438
2016-02-10,80.0100326538086
2016-02-11,79.30548858642578
2016-02-12,81.27991485595703
2016-02-16,84.59593200683594
2016-02-17,86.2750015258789
2016-02-18,85.99655151367188
2016-02-19,85.7265625
2016-02-22,88.65442657470703
2016-02-23,86.62094116210938
2016-02-24,86.40998077392578
2016-02-25,87.78534698486328
2016-02-26,88.49409484863281
2016-02-29,87.82754516601562
2016-03-01,90.11414337158203
2016-03-02,90.56976318359375
2016-03-03,90.26599884033203
2016-03-04,90.60350799560547
2016-03-07,91.83540344238281
2016-03-08,88.9159927368164
2016-03-09,88.78097534179688
2016-03-10,89.51505279541016
2016-03-11,89.95381164550781
2016-03-14,90.74696350097656
2016-03-15,90.43475341796875
2016-03-16,92.42608642578125
2016-03-17,95.32861328125
2016-03-18,95.77581787109375
2016-03-21,96.24829864501953
2016-03-22,96.23986053466797
2016-03-23,95.38765716552734
2016-03-24,94.1388931274414
2016-03-28,94.4089126586914
2016-03-29,95.13453674316406
2016-03-30,96.48456573486328
2016-03-31,95.97828674316406
2016-04-01,95.81798553466797
2016-04-04,94.45951843261719
2016-04-05,93.97013092041016
2016-04-06,94.14734649658203
2016-04-07,93.64105224609375
2016-04-08,94.07140350341797
2016-04-11,94.48483276367188
2016-04-12,95.33704376220703
2016-04-13,97.49707794189453
2016-04-14,98.22272491455078
2016-04-15,98.6024169921875
2016-04-18,98.77113342285156
2016-04-19,98.0370864868164
2016-04-20,97.55613708496094
2016-04-21,97.0245590209961
2016-04-22,97.12581634521484
2016-04-25,96.83893585205078
2016-04-26,97.80928039550781
2016-04-27,97.6152114868164
2016-04-28,96.39173889160156
2016-04-29,95.74203491210938
2016-05-02,95.5479965209961
2016-05-03,94.80545806884766
2016-05-04,93.70012664794922
2016-05-05,94.2317123413086
2016-05-06,94.66204071044922
2016-05-09,93.90264129638672
2016-05-10,96.02049255371094
2016-05-11,96.12174224853516
2016-05-12,96.8138198852539
2016-05-13,96.02409362792969
2016-05-16,97.29784393310547
2016-05-17,96.58452606201172
2016-05-18,95.31929779052734
2016-05-19,93.6039810180664
2016-05-20,94.40216827392578
2016-05-23,94.92864990234375
2016-05-24,96.52508544921875
2016-05-25,98.29138946533203
2016-05-26,99.15751647949219
2016-05-27,98.93675994873047
2016-05-31,98.5461196899414
2016-06-01,98.63953399658203
2016-06-02,99.75193786621094
2016-06-03,100.3548355102539
2016-06-06,100.97476196289062
2016-06-07,100.90679931640625
2016-06-08,101.06816101074219
2016-06-09,100.83037567138672
2016-06-10,99.0980453491211
2016-06-13,98.45272827148438
2016-06-14,98.60556030273438
2016-06-15,98.14700317382812
2016-06-16,98.41027069091797
2016-06-17,99.0980453491211
2016-06-20,100.2020034790039
2016-06-21,99.53964233398438
2016-06-22,100.19351196289062
2016-06-23,102.34188079833984
2016-06-24,95.42118072509766
2016-06-27,91.80370330810547
2016-06-28,93.28975677490234
2016-06-29,94.78428649902344
2016-06-30,97.50165557861328
2016-07-01,98.41027069091797
2016-07-05,95.68440246582031
2016-07-06,95.82877349853516
2016-07-07,95.93067932128906
2016-07-08,98.24889373779297
2016-07-11,99.78591918945312
2016-07-12,101.07666015625
2016-07-13,100.91529846191406
2016-07-14,100.82191467285156
2016-07-15,101.18704223632812
2016-07-18,101.3313980102539
2016-07-19,101.05117797851562
2016-07-20,101.48426055908203
2016-07-21,100.59262084960938
2016-07-22,100.65205383300781
2016-07-25,100.3548355102539
2016-07-26,102.44379425048828
2016-07-27,99.29338836669922
2016-07-28,98.69898986816406
2016-07-29,97.1449966430664
2016-08-01,96.77984619140625
2016-08-02,95.99861145019531
2016-08-03,97.36579132080078
2016-08-04,97.69696044921875
2016-08-05,99.47172546386719
2016-08-08,100.19351196289062
2016-08-09,100.68601989746094
2016-08-10,101.3313980102539
2016-08-11,101.68595123291016
2016-08-12,100.50694274902344
2016-08-15,101.54924774169922
2016-08-16,101.61760711669922
2016-08-17,101.62613677978516
2016-08-18,101.93372344970703
2016-08-19,101.18189239501953
2016-08-22,100.9426498413086
2016-08-23,101.53217315673828
2016-08-24,100.66070556640625
2016-08-25,100.54962921142578
2016-08-26,100.70342254638672
2016-08-29,101.07080841064453
2016-08-30,100.25916290283203
2016-08-31,99.04597473144531
2016-09-01,99.4731674194336
2016-09-02,100.02848052978516
2016-09-06,99.532958984375
2016-09-07,99.48169708251953
2016-09-08,99.28520202636719
2016-09-09,96.11553192138672
2016-09-12,98.01219177246094
2016-09-13,97.55087280273438
2016-09-14,97.86693572998047
2016-09-15,98.63587951660156
2016-09-16,97.30309295654297
2016-09-19,98.20015716552734
2016-09-20,98.28559875488281
2016-09-21,99.98577117919922
2016-09-22,101.3100357055664
2016-09-23,98.90927124023438
2016-09-26,97.9011459350586
2016-09-27,98.78113555908203
2016-09-28,100.55819702148438
2016-09-29,100.06265258789062
2016-09-30,104.52240753173828
2016-10-03,103.01021575927734
2016-10-04,101.83120727539062
2016-10-05,103.58262634277344
2016-10-06,103.09563446044922
2016-10-07,102.26689147949219
2016-10-10,99.99430847167969
2016-10-11,98.42230224609375
2016-10-12,99.33645629882812
2016-10-13,99.36209869384766
2016-10-14,99.78927612304688
2016-10-17,98.69568634033203
2016-10-18,99.08015441894531
2016-10-19,100.3446044921875
2016-10-20,100.82305145263672
2016-10-21,105.0777587890625
2016-10-24,102.24130249023438
2016-10-25,101.34422302246094
2016-10-26,103.05294799804688
2016-10-27,100.9939193725586
2016-10-28,101.49798583984375
2016-10-31,102.28398895263672
2016-11-01,101.63469696044922
2016-11-02,101.0793685913086
2016-11-03,100.36170196533203
2016-11-04,100.4385757446289
2016-11-07,106.14571380615234
2016-11-08,106.8206558227539
2016-11-09,109.03840637207031
2016-11-10,112.39078521728516
2016-11-11,113.21598052978516
2016-11-14,113.65438079833984
2016-11-15,114.73741149902344
2016-11-16,114.6514663696289
2016-11-17,113.42227172851562
2016-11-18,112.77759552001953
2016-11-21,113.21598052978516
2016-11-22,113.21598052978516
2016-11-23,113.34491729736328
2016-11-25,114.25606536865234
2016-11-28,112.17585754394531
2016-11-29,112.89791870117188
2016-11-30,114.93515014648438
2016-12-01,117.92649841308594
2016-12-02,117.58267974853516
2016-12-05,117.09273529052734
2016-12-06,117.2474136352539
2016-12-07,119.42214965820312
2016-12-08,118.28752899169922
2016-12-09,119.96371459960938
2016-12-12,118.10702514648438
2016-12-13,117.82333374023438
2016-12-14,116.53400421142578
2016-12-15,117.08412170410156
2016-12-16,115.9666519165039
2016-12-19,115.89788055419922
2016-12-20,116.53400421142578
2016-12-21,116.53400421142578
2016-12-22,116.53400421142578
2016-12-23,116.9122085571289
2016-12-27,116.92939758300781
2016-12-28,115.82051849365234
2016-12-29,115.91507720947266
2016-12-30,115.52824401855469
2017-01-03,119.08692169189453
2017-01-04,118.58837890625
2017-01-05,118.39927673339844
2017-01-06,119.06114196777344
2017-01-09,118.88924407958984
2017-01-10,119.9379653930664
2017-01-11,121.76882934570312
2017-01-12,120.99520874023438
2017-01-13,122.05248260498047
2017-01-17,120.03246307373047
2017-01-18,120.30755615234375
2017-01-19,120.3419418334961
2017-01-20,120.82330322265625
2017-01-23,120.35913848876953
2017-01-24,122.08689880371094
2017-01-25,131.5251007080078
2017-01-26,131.4477996826172
2017-01-27,129.58245849609375
2017-01-30,128.34466552734375
2017-01-31,127.2099838256836
2017-02-01,127.01233673095703
2017-02-02,126.91773223876953
2017-02-03,128.70570373535156
2017-02-06,128.90338134765625
2017-02-07,128.43064880371094
2017-02-08,127.76012420654297
2017-02-09,129.23867797851562
2017-02-10,130.1842041015625
2017-02-13,130.66555786132812
2017-02-14,130.83750915527344
2017-02-15,131.0781707763672
2017-02-16,131.20774841308594
2017-02-17,131.24227905273438
2017-02-21,131.16455078125
2017-02-22,132.07162475585938
2017-02-23,130.853515625
2017-02-24,130.5684814453125
2017-02-27,130.67210388183594
2017-02-28,130.5338897705078
2017-03-01,134.31776428222656
2017-03-02,132.21853637695312
2017-03-03,132.18392944335938
2017-03-06,132.3394012451172
2017-03-07,132.6763916015625
2017-03-08,132.20118713378906
2017-03-09,131.46688842773438
2017-03-10,133.30699157714844
2017-03-13,133.42794799804688
2017-03-14,131.7001495361328
2017-03-15,135.17300415039062
2017-03-16,134.43870544433594
2017-03-17,134.7583465576172
2017-03-20,134.72378540039062
2017-03-21,133.1687774658203
2017-03-22,133.56613159179688
2017-03-23,133.10830688476562
2017-03-24,132.3913116455078
2017-03-27,132.04574584960938
2017-03-28,134.02401733398438
2017-03-29,133.44520568847656
2017-03-30,134.23135375976562
2017-03-31,134.51644897460938
2017-04-03,134.17091369628906
2017-04-04,134.73240661621094
2017-04-05,134.05853271484375
2017-04-06,134.66329956054688
2017-04-07,134.14495849609375
2017-04-10,134.8101348876953
2017-04-11,134.86203002929688
2017-04-12,129.78231811523438
2017-04-13,128.22731018066406
2017-04-17,130.03286743164062
2017-04-18,129.1776123046875
2017-04-19,129.2208251953125
2017-04-20,132.8836669921875
2017-04-21,132.68495178222656
2017-04-24,135.587646484375
2017-04-25,138.3434600830078
2017-04-26,138.18798828125
2017-04-27,137.5919189453125
2017-04-28,135.93321228027344
2017-05-01,135.1988983154297
2017-05-02,134.74110412597656
2017-05-03,133.5056915283203
2017-05-04,133.81668090820312
2017-05-05,135.1038818359375
2017-05-08,134.8792724609375
2017-05-09,135.74314880371094
2017-05-10,136.18373107910156
2017-05-11,136.17507934570312
2017-05-12,135.15940856933594
2017-05-15,137.17335510253906
2017-05-16,136.72195434570312
2017-05-17,133.45797729492188
2017-05-18,133.87466430664062
2017-05-19,136.60044860839844
2017-05-22,137.546630859375
2017-05-23,137.6681365966797
2017-05-24,137.1646728515625
2017-05-25,138.24978637695312
2017-05-26,138.26712036132812
2017-05-30,138.3539581298828
2017-05-31,137.781005859375
2017-06-01,139.8209686279297
2017-06-02,140.9668731689453
2017-06-05,140.76719665527344
2017-06-06,138.6664276123047
2017-06-07,136.73934936523438
2017-06-08,138.935546875
2017-06-09,140.74118041992188
2017-06-12,140.02066040039062
2017-06-13,139.76889038085938
2017-06-14,138.77061462402344
2017-06-15,140.28106689453125
2017-06-16,142.44256591796875
2017-06-19,142.41650390625
2017-06-20,140.75848388671875
2017-06-21,138.99630737304688
2017-06-22,139.3522491455078
2017-06-23,140.7932891845703
2017-06-26,140.07275390625
2017-06-27,138.3452606201172
2017-06-28,139.3522491455078
2017-06-29,137.86782836914062
2017-06-30,140.5935821533203
2017-07-03,141.35748291015625
2017-07-05,141.92172241210938
2017-07-06,141.31405639648438
2017-07-07,142.73773193359375
2017-07-10,142.96336364746094
2017-07-11,142.50331115722656
2017-07-12,143.8662109375
2017-07-13,143.82278442382812
2017-07-14,145.26385498046875
2017-07-17,144.3610382080078
2017-07-18,143.65786743164062
2017-07-19,145.26385498046875
2017-07-20,144.82106018066406
2017-07-21,143.3019561767578
2017-07-24,142.32977294921875
2017-07-25,141.58319091796875
2017-07-26,141.30535888671875
2017-07-27,143.2064208984375
2017-07-28,142.77244567871094
2017-07-31,143.2585906982422
2017-08-01,141.9911651611328
2017-08-02,143.42352294921875
2017-08-03,143.69259643554688
2017-08-04,143.1457061767578
2017-08-07,143.94435119628906
2017-08-08,143.7533721923828
2017-08-09,143.78811645507812
2017-08-10,141.4596405029297
2017-08-11,140.9800262451172
2017-08-14,142.98577880859375
2017-08-15,143.12533569335938
2017-08-16,143.0467987060547
2017-08-17,140.63116455078125
2017-08-18,140.73583984375
2017-08-21,139.9335174560547
2017-08-22,142.29681396484375
2017-08-23,139.54104614257812
2017-08-24,139.645751953125
2017-08-25,139.1922149658203
2017-08-28,139.15737915039062
2017-08-29,139.86378479003906
2017-08-30,141.81719970703125
2017-08-31,143.07301330566406
2017-09-01,143.33462524414062
2017-09-05,142.50611877441406
2017-09-06,141.5555419921875
2017-09-07,141.764892578125
2017-09-08,143.02935791015625
2017-09-11,147.2415008544922
2017-09-12,147.4856719970703
2017-09-13,148.1571502685547
2017-09-14,150.12806701660156
2017-09-15,151.50596618652344
2017-09-18,152.7530517578125
