,A
2015-04-01,38.28189468383789
2015-04-02,38.892337799072266
2015-04-06,38.78135299682617
2015-04-07,39.25304412841797
2015-04-08,39.086570739746094
2015-04-09,39.29930114746094
2015-04-10,40.279693603515625
2015-04-13,39.8079948425293
2015-04-14,39.83574295043945
2015-04-15,40.12246322631836
2015-04-16,39.89125061035156
2015-04-17,39.75250244140625
2015-04-20,39.94672775268555
2015-04-21,39.66925048828125
2015-04-22,39.502769470214844
2015-04-23,39.41954040527344
2015-04-24,39.29930114746094
2015-04-27,38.82759475708008
2015-04-28,39.012577056884766
2015-04-29,38.80908966064453
2015-04-30,38.26339340209961
2015-05-01,38.68885803222656
2015-05-04,38.79058837890625
2015-05-05,38.46688461303711
2015-05-06,38.46688461303711
2015-05-07,38.661102294921875
2015-05-08,39.30853271484375
2015-05-11,39.41954040527344
2015-05-12,38.76285171508789
2015-05-13,38.670372009277344
2015-05-14,38.892337799072266
2015-05-15,38.88309097290039
2015-05-18,39.42878341674805
2015-05-19,39.18830490112305
2015-05-20,39.410274505615234
2015-05-21,39.14205551147461
2015-05-22,39.30853271484375
2015-05-26,38.90158462524414
2015-05-27,39.410274505615234
2015-05-28,38.6148681640625
2015-05-29,38.0969123840332
2015-06-01,37.847190856933594
2015-06-02,38.02292251586914
2015-06-03,38.013671875
2015-06-04,37.49574279785156
2015-06-05,37.282997131347656
2015-06-08,36.950035095214844
2015-06-09,37.107261657714844
2015-06-10,37.477237701416016
2015-06-11,37.48646926879883
2015-06-12,36.84828186035156
2015-06-15,36.55232620239258
2015-06-16,36.80205154418945
2015-06-17,36.62631607055664
2015-06-18,36.90378952026367
2015-06-19,36.52457809448242
2015-06-22,36.820552825927734
2015-06-23,36.62631607055664
2015-06-24,37.172000885009766
2015-06-25,37.04252243041992
2015-06-26,37.107425689697266
2015-06-29,35.920589447021484
2015-06-30,35.77223205566406
2015-07-01,36.40272903442383
2015-07-02,36.6994514465332
2015-07-06,36.49545669555664
2015-07-07,36.89417266845703
2015-07-08,35.92985916137695
2015-07-09,36.08749008178711
2015-07-10,36.532562255859375
2015-07-13,37.05181121826172
2015-07-14,37.543243408203125
2015-07-15,37.209434509277344
2015-07-16,37.40414810180664
2015-07-17,37.04252624511719
2015-07-20,37.14452362060547
2015-07-21,36.690189361572266
2015-07-22,37.39487075805664
2015-07-23,37.3206901550293
2015-07-24,36.449100494384766
2015-07-27,36.72727584838867
2015-07-28,37.50613784790039
2015-07-29,37.45977020263672
2015-07-30,37.98828887939453
2015-07-31,37.96974182128906
2015-08-03,38.016109466552734
2015-08-04,37.663761138916016
2015-08-05,37.75648880004883
2015-08-06,37.20015335083008
2015-08-07,37.079612731933594
2015-08-10,37.52467727661133
2015-08-11,36.55109405517578
2015-08-12,36.059669494628906
2015-08-13,35.75368118286133
2015-08-14,35.83714294433594
2015-08-17,35.994773864746094
2015-08-18,36.18020248413086
2015-08-19,35.60533142089844
2015-08-20,34.78010177612305
2015-08-21,33.593265533447266
2015-08-24,32.15606689453125
2015-08-25,31.859346389770508
2015-08-26,33.02766036987305
2015-08-27,33.97340774536133
2015-08-28,33.85287857055664
2015-08-31,33.66743850708008
2015-09-01,32.22096252441406
2015-09-02,32.9442024230957
2015-09-03,33.148193359375
2015-09-04,32.5084114074707
2015-09-08,33.574703216552734
2015-09-09,32.953468322753906
2015-09-10,33.250179290771484
2015-09-11,33.34291076660156
2015-09-14,32.96274948120117
2015-09-15,33.519081115722656
2015-09-16,33.862144470214844
2015-09-17,33.750885009765625
2015-09-18,33.138916015625
2015-09-21,33.09255599975586
2015-09-22,32.4991340637207
2015-09-23,32.40641784667969
2015-09-24,32.0355224609375
2015-09-25,32.035526275634766
2015-09-28,31.03122329711914
2015-09-29,31.375289916992188
2015-09-30,31.923934936523438
2015-10-01,31.375289916992188
2015-10-02,32.24010467529297
2015-10-05,32.86314392089844
2015-10-06,32.453983306884766
2015-10-07,33.04911804199219
2015-10-08,33.486202239990234
2015-10-09,33.69076919555664
2015-10-12,33.46757888793945
2015-10-13,33.13282012939453
2015-10-14,32.593475341796875
2015-10-15,33.08632278442383
2015-10-16,33.27229690551758
2015-10-19,33.69076919555664
2015-10-20,33.774471282958984
2015-10-21,33.38389205932617
2015-10-22,33.560577392578125
2015-10-23,34.50909423828125
2015-10-26,34.24872970581055
2015-10-27,34.45329284667969
2015-10-28,34.8903694152832
2015-10-29,35.05774688720703
2015-10-30,35.11353302001953
2015-11-02,35.88536071777344
2015-11-03,35.587791442871094
2015-11-04,35.652896881103516
2015-11-05,35.615692138671875
2015-11-06,35.46690368652344
2015-11-09,35.26231384277344
2015-11-10,35.3181266784668
2015-11-11,35.02054214477539
2015-11-12,34.862457275390625
2015-11-13,34.19292068481445
2015-11-16,34.71367645263672
2015-11-17,35.690086364746094
2015-11-18,36.58279037475586
2015-11-19,35.80167770385742
2015-11-20,36.527000427246094
2015-11-23,37.22443389892578
2015-11-24,37.819583892822266
2015-11-25,38.44261932373047
2015-11-27,39.028480529785156
2015-11-30,38.88898468017578
2015-12-01,38.182247161865234
2015-12-02,37.58709716796875
2015-12-03,37.33603286743164
2015-12-04,38.21943664550781
2015-12-07,37.847496032714844
2015-12-08,38.28453826904297
2015-12-09,38.10785675048828
2015-12-10,38.35893630981445
2015-12-11,37.37321853637695
2015-12-14,37.429019927978516
2015-12-15,37.94976806640625
2015-12-16,38.52631759643555
2015-12-17,37.921875
2015-12-18,37.289527893066406
2015-12-21,37.968379974365234
2015-12-22,38.3310546875
2015-12-23,38.84248352050781
2015-12-24,39.18656539916992
2015-12-28,38.851776123046875
2015-12-29,39.39114761352539
2015-12-30,39.214454650878906
2015-12-31,38.98602294921875
2016-01-04,37.9416618347168
2016-01-05,37.81110382080078
2016-01-06,37.97895050048828
2016-01-07,36.36579895019531
2016-01-08,35.98349380493164
2016-01-11,35.37738800048828
2016-01-12,35.61051559448242
2016-01-13,34.370338439941406
2016-01-14,35.06968688964844
2016-01-15,34.60345458984375
2016-01-19,34.687374114990234
2016-01-20,34.74332809448242
2016-01-21,34.715370178222656
2016-01-22,35.41469955444336
2016-01-25,35.06968688964844
2016-01-26,34.97643280029297
2016-01-27,34.54750442504883
2016-01-28,33.67100143432617
2016-01-29,35.10697937011719
2016-02-01,35.144283294677734
2016-02-02,34.566158294677734
2016-02-03,34.67803955078125
2016-02-04,34.89252853393555
2016-02-05,33.605743408203125
2016-02-08,32.44948196411133
2016-02-09,32.98097610473633
2016-02-10,33.428558349609375
2016-02-11,32.94367599487305
2016-02-12,33.77357864379883
2016-02-16,34.57548522949219
2016-02-17,35.3121223449707
2016-02-18,34.67803955078125
2016-02-19,34.91115951538086
2016-02-22,35.46133041381836
2016-02-23,34.65939712524414
2016-02-24,34.9484748840332
2016-02-25,35.08833694458008
2016-02-26,35.05104446411133
2016-02-29,34.827247619628906
2016-03-01,35.98349380493164
2016-03-02,36.4030876159668
2016-03-03,36.55228805541992
2016-03-04,36.68282699584961
2016-03-07,36.76677322387695
2016-03-08,35.51728057861328
2016-03-09,35.55457305908203
2016-03-10,35.41469955444336
2016-03-11,36.580265045166016
2016-03-14,36.38445281982422
2016-03-15,35.70375442504883
2016-03-16,36.34714889526367
2016-03-17,36.636226654052734
2016-03-18,37.47542190551758
2016-03-21,36.971893310546875
2016-03-22,37.18636703491211
2016-03-23,36.80405807495117
2016-03-24,36.76677322387695
2016-03-28,36.85068130493164
2016-03-29,37.44744873046875
2016-03-30,37.4101448059082
2016-03-31,37.15838623046875
2016-04-01,37.696109771728516
2016-04-04,37.415550231933594
2016-04-05,36.71417999267578
2016-04-06,37.630645751953125
2016-04-07,36.91057205200195
2016-04-08,36.976016998291016
2016-04-11,36.85445785522461
2016-04-12,37.17241287231445
2016-04-13,38.05146408081055
2016-04-14,38.135623931884766
2016-04-15,38.257205963134766
2016-04-18,38.63125991821289
2016-04-19,38.71541976928711
2016-04-20,38.827632904052734
2016-04-21,39.211063385009766
2016-04-22,39.08946228027344
2016-04-25,38.93050765991211
2016-04-26,38.640625
2016-04-27,38.883750915527344
2016-04-28,38.50968551635742
2016-04-29,38.26655197143555
2016-05-02,39.00531768798828
2016-05-03,38.565799713134766
2016-05-04,37.892494201660156
2016-05-05,38.303955078125
2016-05-06,38.74348068237305
2016-05-09,38.64995574951172
2016-05-10,39.27651596069336
2016-05-11,39.70668411254883
2016-05-12,39.95917510986328
2016-05-13,39.85630416870117
2016-05-16,40.15556335449219
2016-05-17,41.530242919921875
2016-05-18,41.4460563659668
2016-05-19,41.6705207824707
2016-05-20,41.97911834716797
2016-05-23,41.67987060546875
2016-05-24,42.11003494262695
2016-05-25,42.4747428894043
2016-05-26,42.55891036987305
2016-05-27,42.84880828857422
2016-05-31,42.914268493652344
2016-06-01,42.970375061035156
2016-06-02,42.923614501953125
2016-06-03,42.75529479980469
2016-06-06,42.8862190246582
2016-06-07,42.78334426879883
2016-06-08,43.15742111206055
2016-06-09,43.101295471191406
2016-06-10,42.418636322021484
2016-06-13,42.007171630859375
2016-06-14,41.99781036376953
2016-06-15,42.02587127685547
2016-06-16,42.42798614501953
2016-06-17,42.418636322021484
2016-06-20,43.1480598449707
2016-06-21,43.166748046875
2016-06-22,43.04518127441406
2016-06-23,43.65303421020508
2016-06-24,41.25904846191406
2016-06-27,39.51964569091797
2016-06-28,40.314552307128906
2016-06-29,40.92238998413086
2016-06-30,41.59279251098633
2016-07-01,41.81782913208008
2016-07-05,41.02083206176758
2016-07-06,41.695919036865234
2016-07-07,41.649044036865234
2016-07-08,42.64292526245117
2016-07-11,42.56791305541992
2016-07-12,43.6274299621582
2016-07-13,43.514896392822266
2016-07-14,43.880577087402344
2016-07-15,43.7586784362793
2016-07-18,43.880577087402344
2016-07-19,44.04935073852539
2016-07-20,44.07748031616211
2016-07-21,43.7586784362793
2016-07-22,43.67429733276367
2016-07-25,43.261749267578125
2016-07-26,44.02122116088867
2016-07-27,44.3118782043457
2016-07-28,44.5462760925293
2016-07-29,45.10886001586914
2016-08-01,44.88383102416992
2016-08-02,44.23686981201172
2016-08-03,44.152488708496094
2016-08-04,43.9087028503418
2016-08-05,44.527530670166016
2016-08-08,44.28375244140625
2016-08-09,44.490028381347656
2016-08-10,44.5462760925293
2016-08-11,45.12761306762695
2016-08-12,45.13698959350586
2016-08-15,45.41826248168945
2016-08-16,45.268253326416016
2016-08-17,45.40890121459961
2016-08-18,43.80556869506836
2016-08-19,44.649417877197266
2016-08-22,44.61192321777344
2016-08-23,44.836952209472656
2016-08-24,43.78681945800781
2016-08-25,44.3118782043457
2016-08-26,44.36813735961914
2016-08-29,44.649417877197266
2016-08-30,44.199371337890625
2016-08-31,44.04935073852539
2016-09-01,44.05872344970703
2016-09-02,44.0681037902832
2016-09-06,44.02122116088867
2016-09-07,44.17123031616211
2016-09-08,44.08686447143555
2016-09-09,42.08034896850586
2016-09-12,42.89607238769531
2016-09-13,42.099098205566406
2016-09-14,42.06160354614258
2016-09-15,42.60541534423828
2016-09-16,41.99596405029297
2016-09-19,42.1459846496582
2016-09-20,42.85857391357422
2016-09-21,43.16799545288086
2016-09-22,43.7586784362793
2016-09-23,43.70243453979492
2016-09-26,43.664920806884766
2016-09-27,43.78681945800781
2016-09-28,44.23686981201172
2016-09-29,43.514896392822266
2016-09-30,44.26217269897461
2016-10-03,44.309173583984375
2016-10-04,44.01778030395508
2016-10-05,44.318565368652344
2016-10-06,44.45955276489258
2016-10-07,44.534751892089844
2016-10-10,44.82614517211914
2016-10-11,42.946250915527344
2016-10-12,42.73944854736328
2016-10-13,42.448062896728516
2016-10-14,42.37287139892578
2016-10-17,42.43867111206055
2016-10-18,42.71125411987305
2016-10-19,43.25641632080078
2016-10-20,43.28460693359375
2016-10-21,42.83345413208008
2016-10-24,43.09662628173828
2016-10-25,40.897151947021484
2016-10-26,40.765560150146484
2016-10-27,40.774959564208984
2016-10-28,40.62456130981445
2016-10-31,40.95355224609375
2016-11-01,40.87835693359375
2016-11-02,40.662166595458984
2016-11-03,41.038143157958984
2016-11-04,41.65848922729492
2016-11-07,42.96503448486328
2016-11-08,42.880435943603516
2016-11-09,43.18124008178711
2016-11-10,44.20576095581055
2016-11-11,43.58540344238281
2016-11-14,42.607872009277344
2016-11-15,42.67365646362305
2016-11-16,43.40681838989258
2016-11-17,43.18124008178711
2016-11-18,42.335262298583984
2016-11-21,42.26947784423828
2016-11-22,41.79010009765625
2016-11-23,41.96869659423828
2016-11-25,42.19428253173828
2016-11-28,40.98175048828125
2016-11-29,41.808902740478516
2016-11-30,41.33892059326172
2016-12-01,40.61515808105469
2016-12-02,41.38591766357422
2016-12-05,41.855899810791016
2016-12-06,42.14728546142578
2016-12-07,42.28827667236328
2016-12-08,43.04962921142578
2016-12-09,43.51960754394531
2016-12-12,43.36920928955078
2016-12-13,43.60420227050781
2016-12-14,43.36920928955078
2016-12-15,43.76400375366211
2016-12-16,43.15302658081055
2016-12-19,42.70185852050781
2016-12-20,43.435001373291016
2016-12-21,43.27522659301758
2016-12-22,43.20942306518555
2016-12-23,43.42561340332031
2016-12-27,43.71699523925781
2016-12-28,42.97444152832031
2016-12-29,43.023441314697266
2016-12-30,42.94804763793945
2017-01-03,43.82472610473633
2017-01-04,44.39975357055664
2017-01-05,43.871856689453125
2017-01-06,45.23872756958008
2017-01-09,45.3801383972168
2017-01-10,45.34243392944336
2017-01-11,46.426483154296875
2017-01-12,45.73833465576172
2017-01-13,45.898590087890625
2017-01-17,45.549808502197266
2017-01-18,45.483829498291016
2017-01-19,44.908790588378906
2017-01-20,44.889930725097656
2017-01-23,44.67310333251953
2017-01-24,44.63542556762695
2017-01-25,45.63465881347656
2017-01-26,45.40841293334961
2017-01-27,45.86088943481445
2017-01-30,44.937076568603516
2017-01-31,46.162540435791016
2017-02-01,46.43592834472656
2017-02-02,46.096561431884766
2017-02-03,46.549034118652344
2017-02-06,46.445350646972656
2017-02-07,46.79413986206055
2017-02-08,47.06751251220703
2017-02-09,47.5765495300293
2017-02-10,47.472862243652344
2017-02-13,47.623680114746094
2017-02-14,47.501136779785156
2017-02-15,48.66062545776367
2017-02-16,47.92534255981445
2017-02-17,48.670047760009766
2017-02-21,48.406097412109375
2017-02-22,48.396671295166016
2017-02-23,48.519222259521484
2017-02-24,48.77375030517578
2017-02-27,48.69832229614258
2017-02-28,48.35896682739258
2017-03-01,49.056549072265625
2017-03-02,48.434391021728516
2017-03-03,48.99998092651367
2017-03-06,48.311824798583984
2017-03-07,48.27412414550781
2017-03-08,48.46266555786133
2017-03-09,48.48152542114258
2017-03-10,49.160240173339844
2017-03-13,49.443031311035156
2017-03-14,49.216800689697266
2017-03-15,50.998435974121094
2017-03-16,50.00864791870117
2017-03-17,50.25374984741211
2017-03-20,50.1029052734375
2017-03-21,49.64098358154297
2017-03-22,50.08405303955078
2017-03-23,50.13118362426758
2017-03-24,50.03692626953125
2017-03-27,50.187747955322266
2017-03-28,50.37627029418945
2017-03-29,50.07462692260742
2017-03-30,50.263153076171875
2017-03-31,49.962646484375
2017-04-03,50.274497985839844
2017-04-04,49.72639465332031
2017-04-05,49.81145095825195
2017-04-06,50.227256774902344
2017-04-07,49.93429183959961
2017-04-10,49.82090759277344
2017-04-11,49.924835205078125
2017-04-12,49.660240173339844
2017-04-13,49.45234680175781
2017-04-17,50.52020263671875
2017-04-18,50.113853454589844
2017-04-19,50.15164566040039
2017-04-20,50.20834732055664
2017-04-21,50.34064483642578
2017-04-24,51.44630432128906
2017-04-25,51.79597854614258
2017-04-26,51.81487274169922
2017-04-27,52.381874084472656
2017-04-28,52.02277374267578
2017-05-01,52.73151779174805
2017-05-02,52.85437774658203
2017-05-03,53.07172393798828
2017-05-04,53.582035064697266
2017-05-05,53.52534484863281
2017-05-08,53.22292709350586
2017-05-09,53.74268341064453
2017-05-10,53.175682067871094
