,MCHP
2014-12-05,19.082324981689453
2014-12-08,18.67009162902832
2014-12-09,18.71955680847168
2014-12-10,18.33617401123047
2014-12-11,18.42274284362793
2014-12-12,18.014638900756836
2014-12-15,17.7796630859375
2014-12-16,17.767290115356445
2014-12-17,18.01875114440918
2014-12-18,18.616497039794922
2014-12-19,18.66596221923828
2014-12-22,18.814367294311523
2014-12-23,18.876203536987305
2014-12-24,18.896818161010742
2014-12-26,18.843225479125977
2014-12-29,18.764896392822266
2014-12-30,18.6412296295166
2014-12-31,18.595882415771484
2015-01-02,18.496946334838867
2015-01-05,18.084712982177734
2015-01-06,17.73431396484375
2015-01-07,17.8332462310791
2015-01-08,18.402130126953125
2015-01-09,18.35267448425293
2015-01-12,18.150671005249023
2015-01-13,18.12593650817871
2015-01-14,18.554658889770508
2015-01-15,18.327926635742188
2015-01-16,18.484580993652344
2015-01-20,18.657718658447266
2015-01-21,19.032848358154297
2015-01-22,19.185382843017578
2015-01-23,19.177135467529297
2015-01-26,19.288436889648438
2015-01-27,18.876203536987305
2015-01-28,18.843225479125977
2015-01-29,18.900936126708984
2015-01-30,18.591760635375977
2015-02-02,18.455717086791992
2015-02-03,18.793750762939453
2015-02-04,19.09881019592285
2015-02-05,20.21596336364746
2015-02-06,20.051069259643555
2015-02-09,19.737770080566406
2015-02-10,20.15000343322754
2015-02-11,20.145885467529297
2015-02-12,20.603466033935547
2015-02-13,20.904396057128906
2015-02-17,20.986846923828125
2015-02-18,20.904396057128906
2015-02-19,20.977876663208008
2015-02-20,21.143939971923828
2015-02-23,21.015241622924805
2015-02-24,21.39303207397461
2015-02-25,21.31830596923828
2015-02-26,21.368125915527344
2015-02-27,21.285091400146484
2015-03-02,21.75837516784668
2015-03-03,21.351516723632812
2015-03-04,21.37228012084961
2015-03-05,21.123180389404297
2015-03-06,21.069215774536133
2015-03-09,21.310007095336914
2015-03-10,20.562713623046875
2015-03-11,20.350984573364258
2015-03-12,20.62914276123047
2015-03-13,20.558568954467773
2015-03-16,20.936359405517578
2015-03-17,20.645742416381836
2015-03-18,20.84502601623535
2015-03-19,20.882394790649414
2015-03-20,21.119033813476562
2015-03-23,20.915605545043945
2015-03-24,20.600080490112305
2015-03-25,19.964893341064453
2015-03-26,20.014713287353516
2015-03-27,20.429866790771484
2015-03-30,20.712177276611328
2015-03-31,20.301172256469727
2015-04-01,20.056232452392578
2015-04-02,20.00225830078125
2015-04-06,20.060380935668945
2015-04-07,20.31363296508789
2015-04-08,20.30947494506836
2015-04-09,20.508747100830078
2015-04-10,20.75783920288086
2015-04-13,20.562713623046875
2015-04-14,20.259653091430664
2015-04-15,20.803510665893555
2015-04-16,20.865781784057617
2015-04-17,20.425724029541016
2015-04-20,20.595932006835938
2015-04-21,20.438173294067383
2015-04-22,20.467233657836914
2015-04-23,20.164173126220703
2015-04-24,19.64937973022461
2015-04-27,19.657678604125977
2015-04-28,19.902620315551758
2015-04-29,19.7697696685791
2015-04-30,19.786376953125
2015-05-01,20.172473907470703
2015-05-04,20.276262283325195
2015-05-05,19.736560821533203
2015-05-06,19.558046340942383
2015-05-07,19.682588577270508
2015-05-08,20.330232620239258
2015-05-11,20.50459861755371
2015-05-12,20.38005256652832
2015-05-13,20.6166934967041
2015-05-14,20.695568084716797
2015-05-15,20.45062828063965
2015-05-18,20.33438491821289
2015-05-19,20.208078384399414
2015-05-20,20.358638763427734
2015-05-21,20.23735809326172
2015-05-22,20.241539001464844
2015-05-26,19.973878860473633
2015-05-27,20.283361434936523
2015-05-28,20.442276000976562
2015-05-29,20.54683494567871
2015-06-01,20.530099868774414
2015-06-02,20.195537567138672
2015-06-03,20.082624435424805
2015-06-04,19.785690307617188
2015-06-05,19.84842300415039
2015-06-08,19.513843536376953
2015-06-09,19.589126586914062
2015-06-10,19.869327545166016
2015-06-11,19.9237003326416
2015-06-12,19.80660057067871
2015-06-15,19.90696907043457
2015-06-16,19.965524673461914
2015-06-17,20.03243637084961
2015-06-18,20.496652603149414
2015-06-19,20.77267074584961
2015-06-22,21.0821533203125
2015-06-23,20.994319915771484
2015-06-24,20.69321060180664
2015-06-25,20.634662628173828
2015-06-26,20.249902725219727
2015-06-29,19.73968505859375
2015-06-30,19.835872650146484
2015-07-01,19.5054874420166
2015-07-02,19.459482192993164
2015-07-06,19.141639709472656
2015-07-07,19.09981346130371
2015-07-08,18.68996810913086
2015-07-09,18.4766788482666
2015-07-10,18.756879806518555
2015-07-13,18.798704147338867
2015-07-14,18.911619186401367
2015-07-15,18.807069778442383
2015-07-16,18.61469078063965
2015-07-17,18.543590545654297
2015-07-20,18.397216796875
2015-07-21,18.3177547454834
2015-07-22,17.602615356445312
2015-07-23,17.84517478942871
2015-07-24,17.510602951049805
2015-07-27,17.47296714782715
2015-07-28,17.84099769592285
2015-07-29,17.88699722290039
2015-07-30,17.9455509185791
2015-07-31,17.9162654876709
2015-08-03,17.895360946655273
2015-08-04,17.895360946655273
2015-08-05,18.330303192138672
2015-08-06,18.079378128051758
2015-08-07,18.217390060424805
2015-08-10,18.57705307006836
2015-08-11,18.284299850463867
2015-08-12,18.338668823242188
2015-08-13,18.146289825439453
2015-08-14,18.104473114013672
2015-08-17,18.200654983520508
2015-08-18,17.95390510559082
2015-08-19,17.849355697631836
2015-08-20,17.368410110473633
2015-08-21,17.079845428466797
2015-08-24,16.787097930908203
2015-08-25,16.548715591430664
2015-08-26,17.184404373168945
2015-08-27,17.870267868041992
2015-08-28,18.08356285095215
2015-08-31,17.774078369140625
2015-09-01,16.870742797851562
2015-09-02,17.184404373168945
2015-09-03,17.456239700317383
2015-09-04,17.146759033203125
2015-09-08,18.761066436767578
2015-09-09,18.705419540405273
2015-09-10,18.633752822875977
2015-09-11,18.5030574798584
2015-09-14,18.515705108642578
2015-09-15,18.553647994995117
2015-09-16,18.511491775512695
2015-09-17,18.266977310180664
2015-09-18,18.04353904724121
2015-09-21,18.014026641845703
2015-09-22,17.702062606811523
2015-09-23,17.432249069213867
2015-09-24,17.40274429321289
2015-09-25,17.444894790649414
2015-09-28,17.225675582885742
2015-09-29,17.56715202331543
2015-09-30,18.165796279907227
2015-10-01,17.786373138427734
2015-10-02,18.288057327270508
2015-10-05,19.004737854003906
2015-10-06,19.122783660888672
2015-10-07,19.384157180786133
2015-10-08,19.66661262512207
2015-10-09,19.506410598754883
2015-10-12,19.510629653930664
2015-10-13,19.41788101196289
2015-10-14,19.944854736328125
2015-10-15,19.953289031982422
2015-10-16,19.788869857788086
2015-10-19,19.911130905151367
2015-10-20,19.982807159423828
2015-10-21,19.881620407104492
2015-10-22,20.598299026489258
2015-10-23,20.70370101928711
2015-10-26,20.450748443603516
2015-10-27,20.20623016357422
2015-10-28,20.47182846069336
2015-10-29,19.97857666015625
2015-10-30,20.357999801635742
2015-11-02,20.610944747924805
2015-11-03,20.581439971923828
2015-11-04,20.65311050415039
2015-11-05,20.19780158996582
2015-11-06,20.172510147094727
2015-11-09,20.159862518310547
2015-11-10,19.881620407104492
2015-11-11,19.856319427490234
2015-11-12,19.5485782623291
2015-11-13,19.24081802368164
2015-11-16,19.371505737304688
2015-11-17,19.42630958557129
2015-11-18,19.961246490478516
2015-11-19,20.04622459411621
2015-11-20,20.131202697753906
2015-11-23,19.799789428710938
2015-11-24,20.06747055053711
2015-11-25,20.03348159790039
2015-11-27,20.262924194335938
2015-11-30,20.513601303100586
2015-12-01,20.60283660888672
2015-12-02,19.82528305053711
2015-12-03,19.727561950683594
2015-12-04,20.126951217651367
2015-12-07,19.833782196044922
2015-12-08,19.63408088684082
2015-12-09,19.336660385131836
2015-12-10,19.268680572509766
2015-12-11,18.967004776000977
2015-12-14,18.954261779785156
2015-12-15,19.57460594177246
2015-12-16,20.0164852142334
2015-12-17,19.731807708740234
2015-12-18,19.58310317993164
2015-12-21,19.90601348876953
2015-12-22,20.041976928710938
2015-12-23,20.101457595825195
2015-12-24,20.080215454101562
2015-12-28,20.194934844970703
2015-12-29,20.445619583129883
2015-12-30,20.284164428710938
2015-12-31,19.774303436279297
2016-01-04,19.536361694335938
2016-01-05,19.39189910888672
2016-01-06,19.090227127075195
2016-01-07,18.125732421875
2016-01-08,17.64560890197754
2016-01-11,17.632862091064453
2016-01-12,17.781570434570312
2016-01-13,17.552133560180664
2016-01-14,17.86229705810547
2016-01-15,17.216472625732422
2016-01-19,17.71784019470215
2016-01-20,18.20646095275879
2016-01-21,18.529373168945312
2016-01-22,18.32967758178711
2016-01-25,18.35517120361328
2016-01-26,18.80130386352539
2016-01-27,18.410404205322266
2016-01-28,18.338180541992188
2016-01-29,19.03923797607422
2016-02-01,18.87778091430664
2016-02-02,18.346670150756836
2016-02-03,17.981271743774414
2016-02-04,18.159725189208984
2016-02-05,17.93877601623535
2016-02-08,17.51389503479004
2016-02-09,17.530887603759766
2016-02-10,17.110254287719727
2016-02-11,16.846818923950195
2016-02-12,17.169734954833984
2016-02-16,17.688091278076172
2016-02-17,18.125732421875
2016-02-18,17.98818588256836
2016-02-19,18.15529441833496
2016-02-22,18.45524024963379
2016-02-23,18.10816192626953
2016-02-24,18.71662712097168
2016-02-25,18.772329330444336
2016-02-26,19.230819702148438
2016-02-29,19.06370735168457
2016-03-01,19.37650489807129
2016-03-02,19.599321365356445
2016-03-03,19.762155532836914
2016-03-04,20.066383361816406
2016-03-07,20.447736740112305
2016-03-08,19.997819900512695
2016-03-09,20.357751846313477
2016-03-10,20.18206787109375
2016-03-11,20.8291015625
2016-03-14,20.610563278198242
2016-03-15,20.60628318786621
2016-03-16,20.58057403564453
2016-03-17,20.75197982788086
2016-03-18,21.043352127075195
2016-03-21,20.889097213745117
2016-03-22,20.700557708740234
2016-03-23,20.550580978393555
2016-03-24,20.619138717651367
2016-03-28,20.572006225585938
2016-03-29,20.914794921875
2016-03-30,20.927656173706055
2016-03-31,20.653419494628906
2016-04-01,20.687692642211914
2016-04-04,20.730554580688477
2016-04-05,20.84624481201172
2016-04-06,20.84195899963379
2016-04-07,20.516305923461914
2016-04-08,20.760540008544922
2016-04-11,20.739118576049805
2016-04-12,20.696269989013672
2016-04-13,21.090486526489258
2016-04-14,21.11191177368164
2016-04-15,20.893373489379883
2016-04-18,20.953365325927734
2016-04-19,20.79054069519043
2016-04-20,21.2490234375
2016-04-21,21.180471420288086
2016-04-22,21.300445556640625
2016-04-25,21.240455627441406
2016-04-26,21.458984375
2016-04-27,21.570396423339844
2016-04-28,21.214744567871094
2016-04-29,20.82053565979004
2016-05-02,21.146181106567383
2016-05-03,20.910511016845703
2016-05-04,20.747684478759766
2016-05-05,20.490589141845703
2016-05-06,20.546287536621094
2016-05-09,20.38347053527832
2016-05-10,20.71341323852539
2016-05-11,20.7048397064209
2016-05-12,20.280630111694336
2016-05-13,20.20778465270996
2016-05-16,20.546287536621094
2016-05-17,20.47344970703125
2016-05-18,20.709123611450195
2016-05-19,20.566659927368164
2016-05-20,21.076068878173828
2016-05-23,21.09334373474121
2016-05-24,21.568225860595703
2016-05-25,21.65888786315918
2016-05-26,21.87042808532715
2016-05-27,22.012889862060547
2016-05-31,22.31077003479004
2016-06-01,22.323719024658203
2016-06-02,22.328039169311523
2016-06-03,22.36688804626465
2016-06-06,22.345306396484375
2016-06-07,22.798601150512695
2016-06-08,22.876306533813477
2016-06-09,22.781333923339844
2016-06-10,22.556840896606445
2016-06-13,22.41006088256836
2016-06-14,22.535259246826172
2016-06-15,22.49208641052246
2016-06-16,22.47049903869629
2016-06-17,22.10786247253418
2016-06-20,22.39278793334961
2016-06-21,22.41006088256836
2016-06-22,22.27191734313965
2016-06-23,22.811548233032227
2016-06-24,21.78839683532715
2016-06-27,20.7781982421875
2016-06-28,21.309202194213867
2016-06-29,21.455984115600586
2016-06-30,21.913597106933594
2016-07-01,21.766813278198242
2016-07-05,21.51642417907715
2016-07-06,21.365327835083008
2016-07-07,21.7581787109375
2016-07-08,22.39278793334961
2016-07-11,22.600017547607422
2016-07-12,22.923795700073242
2016-07-13,22.98854637145996
2016-07-14,23.14397430419922
2016-07-15,23.213048934936523
2016-07-18,23.329599380493164
2016-07-19,23.187137603759766
2016-07-20,23.459115982055664
2016-07-21,23.22599220275879
2016-07-22,23.385723114013672
2016-07-25,23.428892135620117
2016-07-26,24.754253387451172
2016-07-27,24.642004013061523
2016-07-28,24.4736385345459
2016-07-29,24.020339965820312
2016-08-01,24.09372901916504
2016-08-02,23.735408782958984
2016-08-03,23.886510848999023
2016-08-04,24.067827224731445
2016-08-05,24.417510986328125
2016-08-08,24.447738647460938
2016-08-09,26.17457389831543
2016-08-10,26.053691864013672
2016-08-11,26.235010147094727
2016-08-12,26.12276840209961
2016-08-15,26.424962997436523
2016-08-16,26.26091766357422
2016-08-17,26.312721252441406
2016-08-18,26.59065055847168
2016-08-19,26.62105369567871
2016-08-22,26.6080265045166
2016-08-23,26.66448211669922
2016-08-24,26.499452590942383
2016-08-25,26.547222137451172
2016-08-26,26.742650985717773
2016-08-29,26.751331329345703
2016-08-30,26.677509307861328
2016-08-31,26.885961532592773
2016-09-01,27.27246856689453
2016-09-02,27.224693298339844
2016-09-06,27.042301177978516
2016-09-07,26.39522933959961
2016-09-08,26.34311866760254
2016-09-09,25.413766860961914
2016-09-12,25.995698928833008
2016-09-13,25.67867660522461
2016-09-14,25.800273895263672
2016-09-15,26.247577667236328
2016-09-16,26.191123962402344
2016-09-19,26.312715530395508
2016-09-20,26.143352508544922
2016-09-21,26.542888641357422
2016-09-22,26.568941116333008
2016-09-23,26.334430694580078
2016-09-26,26.260608673095703
2016-09-27,26.62973976135254
2016-09-28,26.773046493530273
2016-09-29,26.912017822265625
2016-09-30,26.985843658447266
2016-10-03,26.84687614440918
2016-10-04,26.62973976135254
2016-10-05,26.977157592773438
2016-10-06,27.17692756652832
2016-10-07,26.95110511779785
2016-10-10,26.62539291381836
2016-10-11,25.9218692779541
2016-10-12,25.622217178344727
2016-10-13,25.365995407104492
2016-10-14,25.622217178344727
2016-10-17,25.4919376373291
2016-10-18,25.56142234802246
2016-10-19,26.060842514038086
2016-10-20,25.930551528930664
2016-10-21,25.839357376098633
2016-10-24,26.334430694580078
2016-10-25,26.451683044433594
2016-10-26,26.295347213745117
2016-10-27,26.21283531188965
2016-10-28,26.186779022216797
2016-10-31,26.295347213745117
2016-11-01,26.13466453552246
2016-11-02,25.995698928833008
2016-11-03,25.89581871032715
2016-11-04,26.15203857421875
2016-11-07,27.024927139282227
2016-11-08,27.776222229003906
2016-11-09,27.928218841552734
2016-11-10,27.116125106811523
2016-11-11,27.424463272094727
2016-11-14,27.58948516845703
2016-11-15,28.310380935668945
2016-11-16,28.510147094726562
2016-11-17,28.58045196533203
2016-11-18,28.196178436279297
2016-11-21,28.471284866333008
2016-11-22,28.632854461669922
2016-11-23,28.868656158447266
2016-11-25,28.855560302734375
2016-11-28,28.77695655822754
2016-11-29,28.833723068237305
2016-11-30,28.899227142333984
2016-12-01,26.737680435180664
2016-12-02,27.09575653076172
2016-12-05,27.611038208007812
2016-12-06,27.72456932067871
2016-12-07,28.165613174438477
2016-12-08,28.466920852661133
2016-12-09,28.1787166595459
2016-12-12,27.776966094970703
2016-12-13,28.427616119384766
2016-12-14,28.405786514282227
2016-12-15,28.746397018432617
2016-12-16,28.1787166595459
2016-12-19,28.388315200805664
2016-12-20,28.514955520629883
2016-12-21,28.458187103271484
2016-12-22,28.549888610839844
2016-12-23,28.55862045288086
2016-12-27,28.55862045288086
2016-12-28,28.239849090576172
2016-12-29,28.27914810180664
2016-12-30,28.01277732849121
2017-01-03,27.881772994995117
2017-01-04,27.86867332458496
2017-01-05,27.33156394958496
2017-01-06,27.80754280090332
2017-01-09,28.13068199157715
2017-01-10,28.318449020385742
2017-01-11,29.030231475830078
2017-01-12,29.030231475830078
2017-01-13,28.969100952148438
2017-01-17,28.36211585998535
2017-01-18,29.03896141052246
2017-01-19,28.685258865356445
2017-01-20,29.22673797607422
2017-01-23,29.27040672302246
2017-01-24,29.65030860900879
2017-01-25,30.05205726623535
2017-01-26,29.532411575317383
2017-01-27,30.025854110717773
2017-01-30,30.1568546295166
2017-01-31,29.41014289855957
2017-02-01,29.873014450073242
2017-02-02,30.03460121154785
2017-02-03,30.318429946899414
2017-02-06,30.204898834228516
2017-02-07,30.401391983032227
2017-02-08,32.22669219970703
2017-02-09,30.97344970703125
2017-02-10,30.96035385131836
2017-02-13,30.85553741455078
2017-02-14,30.907949447631836
2017-02-15,31.397022247314453
2017-02-16,31.472068786621094
2017-02-17,31.458904266357422
2017-02-21,31.81000518798828
2017-02-22,32.0557746887207
2017-02-23,31.91093635559082
2017-02-24,31.96360206604004
2017-02-27,32.095279693603516
2017-02-28,31.827552795410156
2017-03-01,32.31911087036133
2017-03-02,32.042606353759766
2017-03-03,32.169883728027344
2017-03-06,32.44197463989258
2017-03-07,32.4068717956543
2017-03-08,32.27083206176758
2017-03-09,32.24887466430664
2017-03-10,32.45515060424805
2017-03-13,32.6965446472168
2017-03-14,32.47270584106445
2017-03-15,32.705322265625
2017-03-16,32.529762268066406
2017-03-17,32.59998321533203
2017-03-20,32.63070297241211
2017-03-21,31.74855613708496
2017-03-22,32.25767517089844
2017-03-23,31.92849349975586
2017-03-24,32.10405349731445
2017-03-27,31.95920753479004
2017-03-28,32.25767517089844
2017-03-29,32.3366584777832
2017-03-30,32.4244384765625
2017-03-31,32.380550384521484
2017-04-03,32.13037872314453
2017-04-04,32.235713958740234
2017-04-05,32.046993255615234
2017-04-06,32.26643753051758
2017-04-07,32.50343322753906
2017-04-10,32.21815490722656
2017-04-11,31.88900375366211
2017-04-12,31.66517448425293
2017-04-13,31.70467758178711
2017-04-17,32.046993255615234
2017-04-18,32.53415298461914
2017-04-19,32.85453414916992
2017-04-20,33.192474365234375
2017-04-21,32.66582489013672
2017-04-24,33.332916259765625
2017-04-25,33.67523956298828
2017-04-26,33.42069625854492
2017-04-27,33.68401336669922
2017-04-28,33.170536041259766
2017-05-01,33.425079345703125
2017-05-02,33.21881103515625
2017-05-03,33.025699615478516
2017-05-04,32.92036056518555
2017-05-05,32.99058532714844
2017-05-08,33.11785888671875
2017-05-09,33.55234909057617
2017-05-10,34.45643615722656
2017-05-11,34.689064025878906
2017-05-12,34.6714973449707
2017-05-15,35.16743469238281
2017-05-16,35.82575607299805
2017-05-17,34.38184356689453
2017-05-18,34.82071304321289
2017-05-19,35.35066604614258
2017-05-22,35.76069259643555
2017-05-23,35.866512298583984
2017-05-24,36.0031852722168
2017-05-25,36.05168533325195
2017-05-26,36.02082443237305
2017-05-30,36.37794494628906
2017-05-31,36.72625732421875
2017-06-01,36.783565521240234
2017-06-02,37.18476486206055
2017-06-05,37.25972366333008
2017-06-06,37.55952453613281
2017-06-07,38.048927307128906
2017-06-08,38.29582595825195
2017-06-09,36.80561828613281
2017-06-12,36.62925338745117
2017-06-13,36.82764434814453
2017-06-14,36.28535079956055
2017-06-15,35.963504791259766
2017-06-16,35.8136100769043
2017-06-19,36.42203140258789
2017-06-20,35.425621032714844
2017-06-21,35.63724899291992
2017-06-22,35.30217361450195
2017-06-23,35.97232437133789
2017-06-26,35.40357971191406
2017-06-27,34.70256042480469
2017-06-28,35.19636154174805
2017-06-29,34.11616516113281
2017-06-30,34.02799987792969
2017-07-03,33.423980712890625
2017-07-05,34.36307144165039
2017-07-06,34.00154113769531
2017-07-07,34.548248291015625
2017-07-10,34.7245979309082
2017-07-11,34.8789176940918
2017-07-12,35.34185791015625
2017-07-13,35.046451568603516
2017-07-14,35.64165496826172
2017-07-17,35.72543716430664
2017-07-18,35.963504791259766
2017-07-19,36.28976821899414
2017-07-20,36.61161422729492
2017-07-21,35.65928649902344
2017-07-24,35.513790130615234
2017-07-25,35.68574905395508
2017-07-26,36.457298278808594
2017-07-27,35.681339263916016
2017-07-28,35.57993698120117
2017-07-31,35.288944244384766
2017-08-01,35.41679763793945
2017-08-02,35.19194030761719
2017-08-03,35.57110595703125
2017-08-04,36.81001663208008
2017-08-07,37.466941833496094
2017-08-08,37.30821990966797
2017-08-09,36.858516693115234
2017-08-10,35.8180046081543
2017-08-11,36.24567413330078
2017-08-14,37.04368209838867
2017-08-15,37.162723541259766
2017-08-16,37.10540771484375
2017-08-17,36.154296875
2017-08-18,36.123294830322266
2017-08-21,36.10114669799805
2017-08-22,36.623653411865234
2017-08-23,36.707786560058594
2017-08-24,36.61478805541992
2017-08-25,36.588233947753906
2017-08-28,37.088592529296875
2017-08-29,37.11958312988281
2017-08-30,37.938751220703125
2017-08-31,38.434688568115234
2017-09-01,38.899620056152344
2017-09-05,38.297420501708984
2017-09-06,38.13357925415039
2017-09-07,38.695945739746094
2017-09-08,38.33284378051758
2017-09-11,39.13430404663086
2017-09-12,39.165287017822266
2017-09-13,39.116600036621094
2017-09-14,39.515106201171875
