,JBL
2015-02-06,19.390785217285156
2015-02-09,19.436437606811523
2015-02-10,19.682924270629883
2015-02-11,19.866195678710938
2015-02-12,20.159423828125
2015-02-13,20.406831741333008
2015-02-17,20.37017822265625
2015-02-18,20.416000366210938
2015-02-19,20.361019134521484
2015-02-20,20.51679039001465
2015-02-23,20.4434814453125
2015-02-24,20.70005989074707
2015-02-25,20.35185432434082
2015-02-26,20.269384384155273
2015-02-27,20.13193702697754
2015-03-02,20.4343204498291
2015-03-03,20.159423828125
2015-03-04,20.241897583007812
2015-03-05,20.067790985107422
2015-03-06,19.921175003051758
2015-03-09,19.948665618896484
2015-03-10,19.49966049194336
2015-03-11,19.692087173461914
2015-03-12,19.8753604888916
2015-03-13,19.91200828552246
2015-03-16,20.361019134521484
2015-03-17,20.74588394165039
2015-03-18,20.755046844482422
2015-03-19,21.396482467651367
2015-03-20,21.67137908935547
2015-03-23,21.44228744506836
2015-03-24,21.588911056518555
2015-03-25,20.86500358581543
2015-03-26,20.956636428833008
2015-03-27,20.98412322998047
2015-03-30,21.524763107299805
2015-03-31,21.42397117614746
2015-04-01,21.213214874267578
2015-04-02,21.204050064086914
2015-04-06,21.341501235961914
2015-04-07,21.304840087890625
2015-04-08,21.92795753479004
2015-04-09,21.89129638671875
2015-04-10,21.909629821777344
2015-04-13,21.680543899536133
2015-04-14,21.900466918945312
2015-04-15,21.946285247802734
2015-04-16,21.616397857666016
2015-04-17,21.139904022216797
2015-04-20,21.38730812072754
2015-04-21,21.506437301635742
2015-04-22,21.77217674255371
2015-04-23,21.92795753479004
2015-04-24,21.70803451538086
2015-04-27,21.67137908935547
2015-04-28,21.378154754638672
2015-04-29,21.213214874267578
2015-04-30,20.635923385620117
2015-05-01,21.039112091064453
2015-05-04,21.368988037109375
2015-05-05,21.057432174682617
2015-05-06,20.974956512451172
2015-05-07,21.240705490112305
2015-05-08,21.42397117614746
2015-05-11,21.48811149597168
2015-05-12,21.44228744506836
2015-05-13,21.66297149658203
2015-05-14,22.288211822509766
2015-05-15,22.352581024169922
2015-05-18,22.830711364746094
2015-05-19,22.55487060546875
2015-05-20,22.72956657409668
2015-05-21,22.490503311157227
2015-05-22,22.591650009155273
2015-05-26,22.370973587036133
2015-05-27,22.674394607543945
2015-05-28,22.6284236907959
2015-05-29,22.591650009155273
2015-06-01,22.214664459228516
2015-06-02,22.039955139160156
2015-06-03,22.15029525756836
2015-06-04,22.049150466918945
2015-06-05,22.27902603149414
2015-06-08,21.920433044433594
2015-06-09,21.79170036315918
2015-06-10,22.067543029785156
2015-06-11,22.242250442504883
2015-06-12,22.19626808166504
2015-06-15,22.14109992980957
2015-06-16,22.610036849975586
2015-06-17,22.370973587036133
2015-06-18,20.706716537475586
2015-06-19,20.7802734375
2015-06-22,20.85382843017578
2015-06-23,20.7802734375
2015-06-24,20.48603630065918
2015-06-25,20.265365600585938
2015-06-26,20.210187911987305
2015-06-29,19.649303436279297
2015-06-30,19.575748443603516
2015-07-01,19.419437408447266
2015-07-02,19.401042938232422
2015-07-06,19.070032119750977
2015-07-07,19.070032119750977
2015-07-08,18.637880325317383
2015-07-09,18.60110855102539
2015-07-10,18.85855484008789
2015-07-13,18.720626831054688
2015-07-14,18.8493595123291
2015-07-15,18.316062927246094
2015-07-16,18.591907501220703
2015-07-17,18.398815155029297
2015-07-20,18.214916229248047
2015-07-21,18.37122917175293
2015-07-22,18.04022216796875
2015-07-23,18.01262855529785
2015-07-24,17.91148567199707
2015-07-27,17.8287353515625
2015-07-28,18.159746170043945
2015-07-29,18.35283660888672
2015-07-30,18.54593276977539
2015-07-31,18.619487762451172
2015-08-03,18.37122917175293
2015-08-04,18.150556564331055
2015-08-05,18.60110855102539
2015-08-06,18.288480758666992
2015-08-07,18.113773345947266
2015-08-10,18.527542114257812
2015-08-11,18.104576110839844
2015-08-12,18.09535026550293
2015-08-13,18.003021240234375
2015-08-14,18.252300262451172
2015-08-17,18.381546020507812
2015-08-18,18.086111068725586
2015-08-19,18.049184799194336
2015-08-20,17.670656204223633
2015-08-21,17.16287612915039
2015-08-24,16.461227416992188
2015-08-25,16.304271697998047
2015-08-26,17.13517951965332
2015-08-27,17.82760238647461
2015-08-28,17.975330352783203
2015-08-31,17.864543914794922
2015-09-01,17.2459774017334
2015-09-02,17.301368713378906
2015-09-03,17.873767852783203
2015-09-04,17.550642013549805
2015-09-08,18.132278442382812
2015-09-09,17.892227172851562
2015-09-10,18.09535026550293
2015-09-11,18.252300262451172
2015-09-14,18.1968994140625
2015-09-15,18.566198348999023
2015-09-16,18.907794952392578
2015-09-17,18.676992416381836
2015-09-18,18.473873138427734
2015-09-21,18.483102798461914
2015-09-22,17.818378448486328
2015-09-23,17.62449836730957
2015-09-24,18.003021240234375
2015-09-25,20.200319290161133
2015-09-28,19.98797607421875
2015-09-29,20.348037719726562
2015-09-30,20.65270233154297
2015-10-01,20.449596405029297
2015-10-02,20.23724937438965
2015-10-05,20.77271270751953
2015-10-06,20.477283477783203
2015-10-07,20.948135375976562
2015-10-08,20.75425148010254
2015-10-09,20.791189193725586
2015-10-12,21.021989822387695
2015-10-13,20.84657859802246
2015-10-14,21.132770538330078
2015-10-15,21.41898536682129
2015-10-16,21.289730072021484
2015-10-19,21.114315032958984
2015-10-20,21.372821807861328
2015-10-21,20.874271392822266
2015-10-22,21.197404861450195
2015-10-23,21.354358673095703
2015-10-26,20.781953811645508
2015-10-27,20.929672241210938
2015-10-28,21.28049659729004
2015-10-29,21.068157196044922
2015-10-30,21.215866088867188
2015-11-02,21.252803802490234
2015-11-03,22.36991310119629
2015-11-04,22.1021728515625
2015-11-05,22.1021728515625
2015-11-06,22.37913703918457
2015-11-09,22.2037353515625
2015-11-10,22.120637893676758
2015-11-11,22.34221076965332
2015-11-12,21.971694946289062
2015-11-13,21.758649826049805
2015-11-16,22.147695541381836
2015-11-17,22.2125301361084
2015-11-18,22.93504524230957
2015-11-19,22.814624786376953
2015-11-20,23.35187530517578
2015-11-23,23.546401977539062
2015-11-24,23.574188232421875
2015-11-25,23.444496154785156
2015-11-27,23.601978302001953
2015-11-30,23.703872680664062
2015-12-01,23.944700241088867
2015-12-02,23.33334732055664
2015-12-03,23.22219467163086
2015-12-04,24.018798828125
2015-12-07,23.750186920166016
2015-12-08,23.777969360351562
2015-12-09,22.453367233276367
2015-12-10,22.620100021362305
2015-12-11,22.08284568786621
2015-12-14,22.184751510620117
2015-12-15,22.203266143798828
2015-12-16,22.147695541381836
2015-12-17,21.897592544555664
2015-12-18,21.78643798828125
2015-12-21,21.88833236694336
2015-12-22,21.897592544555664
2015-12-23,22.119905471801758
2015-12-24,22.138425827026367
2015-12-28,21.943912506103516
2015-12-29,22.147695541381836
2015-12-30,21.814224243164062
2015-12-31,21.573396682739258
2016-01-04,21.369604110717773
2016-01-05,20.93425178527832
2016-01-06,19.739320755004883
2016-01-07,18.82229995727539
2016-01-08,18.377674102783203
2016-01-11,18.368412017822266
2016-01-12,18.34062385559082
2016-01-13,18.201683044433594
2016-01-14,18.368412017822266
2016-01-15,17.877479553222656
2016-01-19,17.544015884399414
2016-01-20,17.256855010986328
2016-01-21,17.22907257080078
2016-01-22,17.812633514404297
2016-01-25,17.525489807128906
2016-01-26,18.090530395507812
2016-01-27,17.469905853271484
2016-01-28,17.506959915161133
2016-01-29,18.4425106048584
2016-02-01,18.40546417236328
2016-02-02,17.775585174560547
2016-02-03,18.090530395507812
2016-02-04,18.507360458374023
2016-02-05,18.4425106048584
2016-02-08,18.210947036743164
2016-02-09,17.849687576293945
2016-02-10,18.04421043395996
2016-02-11,17.318727493286133
2016-02-12,17.727968215942383
2016-02-16,18.89061737060547
2016-02-17,18.825502395629883
2016-02-18,19.0859375
2016-02-19,19.25335693359375
2016-02-22,19.532398223876953
2016-02-23,19.29056167602539
2016-02-24,19.504486083984375
2016-02-25,19.523090362548828
2016-02-26,19.383575439453125
2016-02-29,19.39287757873535
2016-03-01,19.867233276367188
2016-03-02,20.016050338745117
2016-03-03,20.27648162841797
2016-03-04,20.21137046813965
2016-03-07,20.41600227355957
2016-03-08,19.532398223876953
2016-03-09,19.746315002441406
2016-03-10,19.718414306640625
2016-03-11,20.202072143554688
2016-03-14,20.090463638305664
2016-03-15,19.91373634338379
2016-03-16,20.425304412841797
2016-03-17,18.258134841918945
2016-03-18,18.22093391418457
2016-03-21,18.248830795288086
2016-03-22,18.33254051208496
2016-03-23,17.75587272644043
2016-03-24,17.61635971069336
2016-03-28,17.607057571411133
2016-03-29,18.174428939819336
2016-03-30,17.932592391967773
2016-03-31,17.923294067382812
2016-04-01,17.85818862915039
2016-04-04,17.644264221191406
2016-04-05,17.309417724609375
2016-04-06,17.160602569580078
2016-04-07,16.918771743774414
2016-04-08,16.714143753051758
2016-04-11,16.8443660736084
2016-04-12,16.63043975830078
2016-04-13,17.179203033447266
2016-04-14,16.74204444885254
2016-04-15,16.63043975830078
2016-04-18,16.881567001342773
2016-04-19,16.7978572845459
2016-04-20,16.862966537475586
2016-04-21,16.621135711669922
2016-04-22,16.704845428466797
2016-04-25,16.58393096923828
2016-04-26,16.7978572845459
2016-04-27,16.74204444885254
2016-04-28,16.37930679321289
2016-04-29,16.146770477294922
2016-05-02,16.081666946411133
2016-05-03,16.128173828125
2016-05-04,15.997958183288574
2016-05-05,15.895648002624512
2016-05-06,15.849141120910645
2016-05-09,15.951458930969238
2016-05-10,16.10956573486328
2016-05-11,16.016557693481445
2016-05-12,15.8950834274292
2016-05-13,15.773599624633789
2016-05-16,16.072629928588867
2016-05-17,16.13804054260254
2016-05-18,16.08197784423828
2016-05-19,16.063289642333984
2016-05-20,16.427719116210938
2016-05-23,16.764129638671875
2016-05-24,17.08184242248535
2016-05-25,17.287418365478516
2016-05-26,17.502344131469727
2016-05-27,17.78268814086914
2016-05-31,17.829402923583984
2016-06-01,18.128429412841797
2016-06-02,18.315324783325195
2016-06-03,18.156465530395508
2016-06-06,18.324665069580078
2016-06-07,17.94154167175293
2016-06-08,17.885467529296875
2016-06-09,17.84808921813965
2016-06-10,17.623823165893555
2016-06-13,17.371517181396484
2016-06-14,17.278076171875
2016-06-15,17.222007751464844
2016-06-16,17.549070358276367
2016-06-17,17.707923889160156
2016-06-20,17.91350555419922
2016-06-21,17.586444854736328
2016-06-22,18.034984588623047
2016-06-23,18.59565544128418
2016-06-24,17.315454483032227
2016-06-27,16.194108963012695
2016-06-28,16.427719116210938
2016-06-29,16.63330078125
2016-06-30,17.25938606262207
2016-07-01,17.39955711364746
2016-07-05,16.941669464111328
2016-07-06,16.88560676574707
2016-07-07,16.98838996887207
2016-07-08,17.53038215637207
2016-07-11,17.661197662353516
2016-07-12,17.997602462768555
2016-07-13,18.05367660522461
2016-07-14,18.165815353393555
2016-07-15,19.22174072265625
2016-07-18,19.20305061340332
2016-07-19,19.175025939941406
2016-07-20,19.296499252319336
2016-07-21,19.06288719177246
2016-07-22,19.034852981567383
2016-07-25,18.988134384155273
2016-07-26,18.997468948364258
2016-07-27,19.193708419799805
2016-07-28,19.137643814086914
2016-07-29,19.016162872314453
2016-08-01,19.09091567993164
2016-08-02,18.698450088500977
2016-08-03,18.782550811767578
2016-08-04,18.997468948364258
2016-08-05,19.36191177368164
2016-08-08,19.446008682250977
2016-08-09,19.268463134765625
2016-08-10,19.315189361572266
2016-08-11,19.60599136352539
2016-08-12,19.549715042114258
2016-08-15,19.73732566833496
2016-08-16,19.502809524536133
2016-08-17,19.418384552001953
2016-08-18,19.709182739257812
2016-08-19,19.77484703063965
2016-08-22,19.63413429260254
2016-08-23,19.73732566833496
2016-08-24,19.63413429260254
2016-08-25,19.77484703063965
2016-08-26,19.77484703063965
2016-08-29,19.849899291992188
2016-08-30,19.868661880493164
2016-08-31,19.878036499023438
2016-09-01,19.97185516357422
2016-09-02,20.09379768371582
2016-09-06,20.234512329101562
2016-09-07,20.4315128326416
2016-09-08,20.24388885498047
2016-09-09,19.40900230407715
2016-09-12,19.63413429260254
2016-09-13,19.484046936035156
2016-09-14,20.103181838989258
2016-09-15,21.041271209716797
2016-09-16,21.088171005249023
2016-09-19,21.70730972290039
2016-09-20,21.726072311401367
2016-09-21,22.260784149169922
2016-09-22,21.013124465942383
2016-09-23,20.53469467163086
2016-09-26,20.4315128326416
2016-09-27,20.562843322753906
2016-09-28,20.63788604736328
2016-09-29,20.403364181518555
2016-09-30,20.469036102294922
2016-10-03,20.27203941345215
2016-10-04,20.39398956298828
2016-10-05,20.562843322753906
2016-10-06,20.656654357910156
2016-10-07,20.4315128326416
2016-10-10,20.48780059814453
2016-10-11,20.262657165527344
2016-10-12,20.150081634521484
2016-10-13,19.99060821533203
2016-10-14,19.943708419799805
2016-10-17,20.028127670288086
2016-10-18,20.403364181518555
2016-10-19,20.572219848632812
2016-10-20,20.384607315063477
2016-10-21,20.337705612182617
2016-10-24,20.497177124023438
2016-10-25,20.4315128326416
2016-10-26,20.337705612182617
2016-10-27,20.19698715209961
2016-10-28,20.09379768371582
2016-10-31,20.01875114440918
2016-11-01,19.746700286865234
2016-11-02,19.4371395111084
2016-11-03,19.249523162841797
2016-11-04,19.183853149414062
2016-11-07,19.79361343383789
2016-11-08,19.99060821533203
2016-11-09,20.234512329101562
2016-11-10,20.04619598388672
2016-11-11,20.385164260864258
2016-11-14,20.432247161865234
2016-11-15,20.168601989746094
2016-11-16,19.44359016418457
2016-11-17,19.42474937438965
2016-11-18,19.21761131286621
2016-11-21,19.2364444732666
2016-11-22,20.149770736694336
2016-11-23,20.451078414916992
2016-11-25,20.356910705566406
2016-11-28,20.140352249145508
2016-11-29,19.933208465576172
2016-11-30,19.914377212524414
2016-12-01,19.4530029296875
2016-12-02,19.302352905273438
2016-12-05,19.76371955871582
2016-12-06,20.23451042175293
2016-12-07,20.065027236938477
2016-12-08,20.319246292114258
2016-12-09,20.356910705566406
2016-12-12,20.23451042175293
2016-12-13,20.3663387298584
2016-12-14,20.243928909301758
2016-12-15,20.309843063354492
2016-12-16,22.739105224609375
2016-12-19,22.8238525390625
2016-12-20,22.965085983276367
2016-12-21,22.786195755004883
2016-12-22,22.663782119750977
2016-12-23,22.701446533203125
2016-12-27,22.74852752685547
2016-12-28,22.38131332397461
2016-12-29,22.409555435180664
2016-12-30,22.287151336669922
2017-01-03,22.579042434692383
2017-01-04,22.550796508789062
2017-01-05,22.098833084106445
2017-01-06,21.97643280029297
2017-01-09,21.891685485839844
2017-01-10,21.97643280029297
2017-01-11,21.87285804748535
2017-01-12,22.023509979248047
2017-01-13,22.202407836914062
2017-01-17,21.646873474121094
2017-01-18,21.87285804748535
2017-01-19,21.722211837768555
2017-01-20,21.84461212158203
2017-01-23,21.86344337463379
2017-01-24,22.202407836914062
2017-01-25,22.456634521484375
2017-01-26,22.428390502929688
2017-01-27,22.484882354736328
2017-01-30,22.39072608947754
2017-01-31,22.579042434692383
2017-02-01,22.833271026611328
2017-02-02,22.80501937866211
2017-02-03,22.965085983276367
2017-02-06,22.936845779418945
2017-02-07,22.92742347717285
2017-02-08,23.00275421142578
2017-02-09,23.48295783996582
2017-02-10,23.95374298095703
2017-02-13,24.02931022644043
2017-02-14,23.76483726501465
2017-02-15,24.293785095214844
2017-02-16,24.529924392700195
2017-02-17,24.473249435424805
2017-02-21,24.747163772583008
2017-02-22,24.832172393798828
2017-02-23,24.690494537353516
2017-02-24,24.7755069732666
2017-02-27,24.841617584228516
2017-02-28,24.095426559448242
2017-03-01,24.463804244995117
2017-03-02,24.33156394958496
2017-03-03,24.52047348022461
2017-03-06,24.586593627929688
2017-03-07,24.813282012939453
2017-03-08,24.907743453979492
2017-03-09,24.794403076171875
2017-03-10,24.869951248168945
2017-03-13,24.983304977416992
2017-03-14,25.219440460205078
2017-03-15,25.48391342163086
2017-03-16,26.692935943603516
2017-03-17,27.202993392944336
2017-03-20,27.325782775878906
2017-03-21,26.825176239013672
2017-03-22,27.250226974487305
2017-03-23,27.174650192260742
2017-03-24,27.14631462097168
2017-03-27,27.184099197387695
2017-03-28,27.34467315673828
2017-03-29,27.335229873657227
2017-03-30,27.44857406616211
2017-03-31,27.316343307495117
2017-04-03,27.089645385742188
2017-04-04,27.004636764526367
2017-04-05,26.447355270385742
2017-04-06,27.259666442871094
2017-04-07,27.12742805480957
2017-04-10,27.09909439086914
2017-04-11,27.250226974487305
2017-04-12,27.02353286743164
2017-04-13,26.674039840698242
2017-04-17,27.04242515563965
2017-04-18,27.07076072692871
2017-04-19,27.39190101623535
2017-04-20,27.741378784179688
2017-04-21,27.34467315673828
2017-04-24,27.883068084716797
2017-04-25,27.807506561279297
2017-04-26,27.684715270996094
2017-04-27,27.845287322998047
2017-04-28,27.410791397094727
2017-05-01,27.524137496948242
2017-05-02,27.59025764465332
2017-05-03,27.231321334838867
2017-05-04,27.335229873657227
2017-05-05,27.34467315673828
2017-05-08,27.476913452148438
2017-05-09,27.184099197387695
2017-05-10,27.439128875732422
2017-05-11,27.552785873413086
2017-05-12,27.420183181762695
2017-05-15,27.675920486450195
2017-05-16,28.272626876831055
2017-05-17,27.78010368347168
2017-05-18,26.73822784423828
2017-05-19,27.06973648071289
2017-05-22,27.50543212890625
2017-05-23,27.477020263671875
2017-05-24,27.846405029296875
2017-05-25,28.282100677490234
2017-05-26,27.770631790161133
2017-05-30,28.367345809936523
2017-05-31,28.33892822265625
2017-06-01,29.039823532104492
2017-06-02,29.229257583618164
2017-06-05,29.305028915405273
2017-06-06,29.484987258911133
2017-06-07,29.342914581298828
2017-06-08,29.797544479370117
2017-06-09,29.399744033813477
2017-06-12,29.210309982299805
2017-06-13,29.21978187561035
2017-06-14,29.01140785217285
2017-06-15,27.884288787841797
2017-06-16,26.956079483032227
2017-06-19,27.600143432617188
2017-06-20,27.126564025878906
2017-06-21,27.562255859375
2017-06-22,27.808521270751953
2017-06-23,28.49994659423828
2017-06-26,28.642019271850586
2017-06-27,27.647499084472656
2017-06-28,28.196847915649414
2017-06-29,27.50543212890625
2017-06-30,27.647499084472656
2017-07-03,27.979013442993164
2017-07-05,27.70433235168457
2017-07-06,27.325475692749023
2017-07-07,27.742223739624023
2017-07-10,27.893762588500977
2017-07-11,28.092670440673828
2017-07-12,28.433639526367188
2017-07-13,28.604135513305664
2017-07-14,28.878807067871094
2017-07-17,28.888275146484375
2017-07-18,28.93563461303711
2017-07-19,29.09665298461914
2017-07-20,29.030351638793945
2017-07-21,29.115596771240234
2017-07-24,29.286081314086914
2017-07-25,29.456573486328125
2017-07-26,29.42815589904785
2017-07-27,29.551288604736328
2017-07-28,28.954572677612305
2017-07-31,28.888275146484375
2017-08-01,28.81250762939453
2017-08-02,29.54181671142578
2017-08-03,29.068235397338867
2017-08-04,29.09665298461914
2017-08-07,29.390274047851562
2017-08-08,29.144012451171875
2017-08-09,28.81250762939453
2017-08-10,27.846405029296875
2017-08-11,27.751432418823242
2017-08-14,28.131332397460938
2017-08-15,28.10283660888672
2017-08-16,28.568206787109375
2017-08-17,27.998361587524414
2017-08-18,28.178817749023438
2017-08-21,28.04585075378418
2017-08-22,28.568206787109375
2017-08-23,28.587209701538086
2017-08-24,28.76766014099121
2017-08-25,28.777151107788086
2017-08-28,28.881622314453125
2017-08-29,29.07157325744629
2017-08-30,29.36598777770996
2017-08-31,29.77437973022461
2017-09-01,29.764883041381836
2017-09-05,29.31850242614746
2017-09-06,28.90062141418457
2017-09-07,28.834138870239258
2017-09-08,28.91012191772461
2017-09-11,29.679407119750977
2017-09-12,29.574935913085938
2017-09-13,29.460968017578125
2017-09-14,29.16653823852539
