,MTB
2015-07-30,101.40794372558594
2015-07-31,100.5873031616211
2015-08-03,100.20380401611328
2015-08-04,100.5106201171875
2015-08-05,101.4233169555664
2015-08-06,100.94780731201172
2015-08-07,100.2958755493164
2015-08-10,101.80680084228516
2015-08-11,100.45692443847656
2015-08-12,98.89995574951172
2015-08-13,99.33715057373047
2015-08-14,100.06576538085938
2015-08-17,100.40323638916016
2015-08-18,100.60264587402344
2015-08-19,99.63628387451172
2015-08-20,96.20794677734375
2015-08-21,93.79202270507812
2015-08-24,89.05217742919922
2015-08-25,86.63623046875
2015-08-26,90.26398468017578
2015-08-27,92.54951477050781
2015-08-28,91.81668090820312
2015-08-31,91.21495056152344
2015-09-01,86.90259552001953
2015-09-02,88.92377471923828
2015-09-03,91.2303466796875
2015-09-04,90.30464172363281
2015-09-08,92.68067932128906
2015-09-09,92.88896942138672
2015-09-10,92.8812484741211
2015-09-11,93.36727142333984
2015-09-14,93.93814086914062
2015-09-15,94.73270416259766
2015-09-16,94.17727661132812
2015-09-17,92.8658218383789
2015-09-18,91.28437042236328
2015-09-21,92.61897277832031
2015-09-22,91.02210998535156
2015-09-23,91.02210998535156
2015-09-24,91.83981323242188
2015-09-25,93.50611877441406
2015-09-28,92.51094818115234
2015-09-29,92.64981842041016
2015-09-30,94.07696533203125
2015-10-01,90.37406921386719
2015-10-02,89.99608612060547
2015-10-05,91.24579620361328
2015-10-06,90.5900650024414
2015-10-07,92.27954864501953
2015-10-08,92.72696685791016
2015-10-09,92.24867248535156
2015-10-12,92.70382690429688
2015-10-13,91.99408721923828
2015-10-14,89.57176971435547
2015-10-15,92.04039001464844
2015-10-16,90.25838470458984
2015-10-19,87.4966049194336
2015-10-20,89.10120391845703
2015-10-21,88.84662628173828
2015-10-22,91.64693450927734
2015-10-23,94.57841491699219
2015-10-26,95.05669403076172
2015-10-27,95.01045227050781
2015-10-28,97.41556549072266
2015-10-29,95.44490814208984
2015-10-30,92.98545837402344
2015-11-02,93.31130981445312
2015-11-03,93.21045684814453
2015-11-04,92.76045227050781
2015-11-05,93.56732940673828
2015-11-06,95.9414291381836
2015-11-09,95.91814422607422
2015-11-10,95.81729888916016
2015-11-11,96.63970184326172
2015-11-12,96.24402618408203
2015-11-13,95.01043701171875
2015-11-16,95.80178833007812
2015-11-17,96.41471099853516
2015-11-18,97.21382904052734
2015-11-19,97.314697265625
2015-11-20,97.04315185546875
2015-11-23,97.04315185546875
2015-11-24,96.66294860839844
2015-11-25,96.93453979492188
2015-11-27,97.33019256591797
2015-11-30,97.2370834350586
2015-12-01,97.87332153320312
2015-12-02,97.03536987304688
2015-12-03,95.2664566040039
2015-12-04,97.80345916748047
2015-12-07,97.4388198852539
2015-12-08,95.86384582519531
2015-12-09,93.8621597290039
2015-12-10,95.15785217285156
2015-12-11,93.41993713378906
2015-12-14,93.77684020996094
2015-12-15,96.4069595336914
2015-12-16,98.0827865600586
2015-12-17,96.77936553955078
2015-12-18,93.12511444091797
2015-12-21,93.598388671875
2015-12-22,94.4751205444336
2015-12-23,95.62335205078125
2015-12-24,95.68540954589844
2015-12-28,95.16561126708984
2015-12-29,96.2052230834961
2015-12-30,95.15007781982422
2015-12-31,94.017333984375
2016-01-04,91.14669799804688
2016-01-05,91.6510009765625
2016-01-06,89.79671478271484
2016-01-07,87.26744842529297
2016-01-08,85.47523498535156
2016-01-11,84.66834259033203
2016-01-12,85.72352600097656
2016-01-13,82.79859924316406
2016-01-14,83.17874145507812
2016-01-15,81.06841278076172
2016-01-19,82.5114974975586
2016-01-20,81.25460815429688
2016-01-21,79.32276916503906
2016-01-22,81.13826751708984
2016-01-25,78.97361755371094
2016-01-26,81.99169921875
2016-01-27,83.44253540039062
2016-01-28,83.94683074951172
2016-01-29,85.48296356201172
2016-02-01,83.91577911376953
2016-02-02,81.89859008789062
2016-02-03,82.37184143066406
2016-02-04,83.9390640258789
2016-02-05,83.6364974975586
2016-02-08,82.1623764038086
2016-02-09,83.41925048828125
2016-02-10,81.82876586914062
2016-02-11,78.19002532958984
2016-02-12,82.1856460571289
2016-02-16,84.47440338134766
2016-02-17,84.20284271240234
2016-02-18,82.36408996582031
2016-02-19,83.05460357666016
2016-02-22,84.90887451171875
2016-02-23,82.2166748046875
2016-02-24,81.3477554321289
2016-02-25,81.68911743164062
2016-02-26,82.9856185913086
2016-02-29,80.09578704833984
2016-03-01,82.16551971435547
2016-03-02,85.0397720336914
2016-03-03,85.79737854003906
2016-03-04,86.09416961669922
2016-03-07,85.68804168701172
2016-03-08,84.21186828613281
2016-03-09,84.35246276855469
2016-03-10,84.18841552734375
2016-03-11,86.94551086425781
2016-03-14,87.1407699584961
2016-03-15,86.99237060546875
2016-03-16,86.43003845214844
2016-03-17,86.75804901123047
2016-03-18,87.95305633544922
2016-03-21,87.88275909423828
2016-03-22,87.8202896118164
2016-03-23,87.45319366455078
2016-03-24,86.89083099365234
2016-03-28,86.95331573486328
2016-03-29,86.812744140625
2016-03-30,87.45319366455078
2016-03-31,86.6955795288086
2016-04-01,87.80464935302734
2016-04-04,87.6171875
2016-04-05,85.8989028930664
2016-04-06,86.59403991699219
2016-04-07,84.20404052734375
2016-04-08,85.02416229248047
2016-04-11,85.73490905761719
2016-04-12,87.04703521728516
2016-04-13,90.23369598388672
2016-04-14,90.77262115478516
2016-04-15,89.67132568359375
2016-04-18,90.452392578125
2016-04-19,92.04570770263672
2016-04-20,93.92804718017578
2016-04-21,92.39718627929688
2016-04-22,92.97515869140625
2016-04-25,92.85799407958984
2016-04-26,93.43594360351562
2016-04-27,94.060791015625
2016-04-28,93.05322265625
2016-04-29,92.41279602050781
2016-05-02,92.90485382080078
2016-05-03,91.13968658447266
2016-05-04,89.13243103027344
2016-05-05,89.21052551269531
2016-05-06,89.57760620117188
2016-05-09,88.95278930664062
2016-05-10,90.43675231933594
2016-05-11,90.18683624267578
2016-05-12,89.9056396484375
2016-05-13,88.43729400634766
2016-05-16,89.07776641845703
2016-05-17,88.39044952392578
2016-05-18,91.17875671386719
2016-05-19,90.46019744873047
2016-05-20,90.9053955078125
2016-05-23,90.46800231933594
2016-05-24,92.00666046142578
2016-05-25,92.94391632080078
2016-05-26,92.52995300292969
2016-05-27,93.78706359863281
2016-05-31,93.88917541503906
2016-06-01,93.70848083496094
2016-06-02,94.34487915039062
2016-06-03,92.93851470947266
2016-06-06,94.26631164550781
2016-06-07,93.09562683105469
2016-06-08,93.51991271972656
2016-06-09,93.00135803222656
2016-06-10,92.35710906982422
2016-06-13,92.46709442138672
2016-06-14,90.76214599609375
2016-06-15,91.33572387695312
2016-06-16,91.21784973144531
2016-06-17,92.08997344970703
2016-06-20,92.23925018310547
2016-06-21,92.60852813720703
2016-06-22,92.18425750732422
2016-06-23,94.61202239990234
2016-06-24,88.4993896484375
2016-06-27,85.46664428710938
2016-06-28,87.64300537109375
2016-06-29,89.15938568115234
2016-06-30,92.8913803100586
2016-07-01,91.96427154541016
2016-07-05,88.68011474609375
2016-07-06,89.11224365234375
2016-07-07,89.72505187988281
2016-07-08,91.09215545654297
2016-07-11,91.55571746826172
2016-07-12,92.78923797607422
2016-07-13,92.6792221069336
2016-07-14,93.85775756835938
2016-07-15,93.54349517822266
2016-07-18,93.12708282470703
2016-07-19,93.28424072265625
2016-07-20,89.41864013671875
2016-07-21,88.57008361816406
2016-07-22,89.9450454711914
2016-07-25,89.06510925292969
2016-07-26,89.9214859008789
2016-07-27,90.2986068725586
2016-07-28,90.22006225585938
2016-07-29,90.00790405273438
2016-08-01,88.6093978881836
2016-08-02,87.99656677246094
2016-08-03,89.4893569946289
2016-08-04,89.54434967041016
2016-08-05,92.08209228515625
2016-08-08,92.49852752685547
2016-08-09,92.36495971679688
2016-08-10,91.5871353149414
2016-08-11,91.75999450683594
2016-08-12,91.38282775878906
2016-08-15,92.78923797607422
2016-08-16,92.21568298339844
2016-08-17,92.29423522949219
2016-08-18,92.632080078125
2016-08-19,92.44352722167969
2016-08-22,92.61638641357422
2016-08-23,92.71853637695312
2016-08-24,92.08209228515625
2016-08-25,92.27853393554688
2016-08-26,92.47494506835938
2016-08-29,92.87564086914062
2016-08-30,93.2234115600586
2016-08-31,93.52375793457031
2016-09-01,92.7254867553711
2016-09-02,92.74129486083984
2016-09-06,91.52413940429688
2016-09-07,91.68219757080078
2016-09-08,91.84820556640625
2016-09-09,92.54369354248047
2016-09-12,93.36567687988281
2016-09-13,91.7928466796875
2016-09-14,91.34234619140625
2016-09-15,91.40556335449219
2016-09-16,90.74166107177734
2016-09-19,90.9155502319336
2016-09-20,91.15265655517578
2016-09-21,91.44509887695312
2016-09-22,92.11691284179688
2016-09-23,92.56741333007812
2016-09-26,90.22793579101562
2016-09-27,91.31076049804688
2016-09-28,91.45299530029297
2016-09-29,90.52825927734375
2016-09-30,91.76122283935547
2016-10-03,91.04991912841797
2016-10-04,92.06158447265625
2016-10-05,93.31033325195312
2016-10-06,93.53166198730469
2016-10-07,93.12857818603516
2016-10-10,93.17597198486328
2016-10-11,91.72962951660156
2016-10-12,92.36193084716797
2016-10-13,89.44547271728516
2016-10-14,89.99871826171875
2016-10-17,90.10147094726562
2016-10-18,91.1052474975586
2016-10-19,92.86775207519531
2016-10-20,93.93475341796875
2016-10-21,93.9821548461914
2016-10-24,93.99007415771484
2016-10-25,94.09281158447266
2016-10-26,94.99385070800781
2016-10-27,96.40857696533203
2016-10-28,96.47968292236328
2016-10-31,97.0013656616211
2016-11-01,97.12781524658203
2016-11-02,96.27423858642578
2016-11-03,95.95808410644531
2016-11-04,96.27423858642578
2016-11-07,98.70064544677734
2016-11-08,98.89820861816406
2016-11-09,103.96443176269531
2016-11-10,105.6795654296875
2016-11-11,107.4894790649414
2016-11-14,110.6114273071289
2016-11-15,109.74201202392578
2016-11-16,108.07437133789062
2016-11-17,110.5798110961914
2016-11-18,111.64679718017578
2016-11-21,111.48873138427734
2016-11-22,112.46085357666016
2016-11-23,113.47252655029297
2016-11-25,113.58316802978516
2016-11-28,111.22000885009766
2016-11-29,111.27529907226562
2016-11-30,114.33343505859375
2016-12-01,116.83549499511719
2016-12-02,116.09681701660156
2016-12-05,117.03408813476562
2016-12-06,118.2811508178711
2016-12-07,120.17162322998047
2016-12-08,121.92707061767578
2016-12-09,122.45925903320312
2016-12-12,121.37102508544922
2016-12-13,121.70467376708984
2016-12-14,121.41869354248047
2016-12-15,122.205078125
2016-12-16,121.12482452392578
2016-12-19,122.4671859741211
2016-12-20,124.72306823730469
2016-12-21,123.84130859375
2016-12-22,123.93667602539062
2016-12-23,124.78656768798828
2016-12-27,125.58092498779297
2016-12-28,124.42916870117188
2016-12-29,123.61897277832031
2016-12-30,124.25434875488281
2017-01-03,124.50065612792969
2017-01-04,125.26316833496094
2017-01-05,123.42039489746094
2017-01-06,124.357666015625
2017-01-09,123.8810806274414
2017-01-10,124.46885681152344
2017-01-11,124.715087890625
2017-01-12,123.39649200439453
2017-01-13,123.9684829711914
2017-01-17,121.2757568359375
2017-01-18,122.83259582519531
2017-01-19,123.39649200439453
2017-01-20,124.73095703125
2017-01-23,123.86518859863281
2017-01-24,126.76443481445312
2017-01-25,128.8375701904297
2017-01-26,129.9734344482422
2017-01-27,130.29913330078125
2017-01-30,129.67161560058594
2017-01-31,129.1314697265625
2017-02-01,129.25062561035156
2017-02-02,128.76609802246094
2017-02-03,130.1800079345703
2017-02-06,129.83047485351562
2017-02-07,129.07586669921875
2017-02-08,129.314208984375
2017-02-09,130.6486053466797
2017-02-10,131.30792236328125
2017-02-13,132.49143981933594
2017-02-14,133.61935424804688
2017-02-15,134.3421630859375
2017-02-16,133.11097717285156
2017-02-17,133.37313842773438
2017-02-21,133.3889923095703
2017-02-22,133.46844482421875
2017-02-23,134.8584747314453
2017-02-24,133.97677612304688
2017-02-27,133.40484619140625
2017-02-28,132.6264190673828
2017-03-01,136.78868103027344
2017-03-02,133.32623291015625
2017-03-03,134.0362548828125
2017-03-06,133.20657348632812
2017-03-07,133.01515197753906
2017-03-08,132.9592742919922
2017-03-09,132.8555450439453
2017-03-10,132.5843048095703
2017-03-13,132.01788330078125
2017-03-14,132.40081787109375
2017-03-15,130.63768005371094
2017-03-16,131.22804260253906
2017-03-17,129.31336975097656
2017-03-20,128.39598083496094
2017-03-21,123.69696807861328
2017-03-22,123.4655990600586
2017-03-23,123.63314056396484
2017-03-24,123.63314056396484
2017-03-27,122.99495697021484
2017-03-28,124.5027084350586
2017-03-29,123.20232391357422
2017-03-30,124.96543884277344
2017-03-31,123.44169616699219
2017-04-03,123.25020599365234
2017-04-04,123.01087188720703
2017-04-05,121.56688690185547
2017-04-06,122.3566665649414
2017-04-07,122.07740783691406
2017-04-10,120.90470123291016
2017-04-11,120.84886932373047
2017-04-12,119.5245590209961
2017-04-13,118.01669311523438
2017-04-17,122.62794494628906
2017-04-18,121.14399719238281
2017-04-19,120.84886932373047
2017-04-20,123.0826644897461
2017-04-21,122.78751373291016
2017-04-24,125.22869110107422
2017-04-25,125.83504486083984
2017-04-26,126.6009292602539
2017-04-27,125.21273040771484
2017-04-28,123.98416900634766
2017-05-01,125.22071838378906
2017-05-02,125.09314727783203
2017-05-03,127.08759307861328
2017-05-04,126.92002868652344
2017-05-05,126.7923355102539
2017-05-08,127.56619262695312
2017-05-09,127.09553527832031
2017-05-10,127.08759307861328
2017-05-11,126.39348602294922
2017-05-12,125.89884948730469
2017-05-15,128.07679748535156
2017-05-16,129.53675842285156
2017-05-17,124.87767791748047
2017-05-18,125.31648254394531
2017-05-19,125.49197387695312
2017-05-22,126.64877319335938
2017-05-23,128.6831512451172
2017-05-24,127.97310638427734
2017-05-25,128.6033172607422
2017-05-26,127.80555725097656
2017-05-30,126.69947052001953
2017-05-31,125.4169692993164
2017-06-01,127.20442199707031
2017-06-02,126.314697265625
2017-06-05,125.98605346679688
2017-06-06,124.93606567382812
2017-06-07,125.6173324584961
2017-06-08,127.50895690917969
2017-06-09,130.93954467773438
2017-06-12,130.2021942138672
2017-06-13,130.39453125
2017-06-14,130.29034423828125
2017-06-15,129.45677185058594
2017-06-16,129.58497619628906
2017-06-19,130.37852478027344
2017-06-20,129.689208984375
2017-06-21,129.07199096679688
2017-06-22,127.83761596679688
2017-06-23,126.51506042480469
2017-06-26,127.29257202148438
2017-06-27,127.57311248779297
2017-06-28,129.56895446777344
2017-06-29,129.19219970703125
2017-06-30,129.80941772460938
2017-07-03,131.70101928710938
2017-07-05,131.8052520751953
2017-07-06,131.12391662597656
2017-07-07,132.34230041503906
2017-07-10,131.74110412597656
2017-07-11,132.39035034179688
2017-07-12,132.44647216796875
2017-07-13,133.48846435546875
2017-07-14,132.87127685546875
2017-07-17,133.04762268066406
2017-07-18,132.6388702392578
2017-07-19,130.23423767089844
2017-07-20,128.51895141601562
2017-07-21,126.73152923583984
2017-07-24,128.51895141601562
2017-07-25,129.44876098632812
2017-07-26,126.62731170654297
2017-07-27,127.45287322998047
2017-07-28,128.71932983398438
2017-07-31,130.7712860107422
2017-08-01,131.9815673828125
2017-08-02,132.19000244140625
2017-08-03,131.28424072265625
2017-08-04,131.1159210205078
2017-08-07,131.1479949951172
2017-08-08,131.7491455078125
2017-08-09,130.6510009765625
2017-08-10,127.22042846679688
2017-08-11,125.52117156982422
2017-08-14,127.51702880859375
2017-08-15,127.04414367675781
2017-08-16,127.12428283691406
2017-08-17,123.3329849243164
2017-08-18,122.98027801513672
2017-08-21,122.22686004638672
2017-08-22,123.11653137207031
2017-08-23,122.8039779663086
2017-08-24,122.4993896484375
2017-08-25,123.27689361572266
2017-08-28,121.83409881591797
2017-08-29,120.33523559570312
2017-08-30,120.26270294189453
2017-08-31,119.11075592041016
2017-09-01,120.029052734375
2017-09-05,117.16935729980469
2017-09-06,116.93571472167969
2017-09-07,114.7687759399414
2017-09-08,116.05770874023438
2017-09-11,118.03130340576172
2017-09-12,120.04517364501953
2017-09-13,121.2374496459961
2017-09-14,120.77022552490234
2017-09-15,120.82660675048828
2017-09-18,122.179931640625
