,QCOM
2014-04-25,57.087242126464844
2014-04-28,57.410888671875
2014-04-29,57.756614685058594
2014-04-30,57.8963737487793
2014-05-01,58.102325439453125
2014-05-02,58.102325439453125
2014-05-05,58.52162170410156
2014-05-06,58.33771514892578
2014-05-07,58.35242462158203
2014-05-08,58.47746658325195
2014-05-09,58.47746658325195
2014-05-12,58.823184967041016
2014-05-13,59.11738967895508
2014-05-14,59.146820068359375
2014-05-15,58.68339920043945
2014-05-16,58.41860580444336
2014-05-19,58.70549774169922
2014-05-20,58.74226760864258
2014-05-21,58.60247802734375
2014-05-22,58.52162170410156
2014-05-23,58.756980895996094
2014-05-27,59.18361282348633
2014-05-28,59.0070686340332
2014-05-29,58.98499298095703
2014-05-30,59.17623519897461
2014-06-02,59.50898742675781
2014-06-03,59.44983673095703
2014-06-04,59.09492111206055
2014-06-05,58.902652740478516
2014-06-06,59.43505096435547
2014-06-09,59.11709213256836
2014-06-10,58.54774475097656
2014-06-11,58.569915771484375
2014-06-12,58.66603088378906
2014-06-13,58.495967864990234
2014-06-16,58.155860900878906
2014-06-17,58.5329475402832
2014-06-18,58.55513381958008
2014-06-19,58.96919631958008
2014-06-20,59.05054473876953
2014-06-23,58.732601165771484
2014-06-24,58.25196838378906
2014-06-25,57.71217727661133
2014-06-26,58.24456024169922
2014-06-27,58.407249450683594
2014-06-30,58.562522888183594
2014-07-01,58.95442581176758
2014-07-02,59.27977752685547
2014-07-03,59.886085510253906
2014-07-07,59.760379791259766
2014-07-08,59.634681701660156
2014-07-09,59.723426818847656
2014-07-10,59.47202682495117
2014-07-11,58.858299255371094
2014-07-14,58.79914474487305
2014-07-15,58.74000930786133
2014-07-16,58.87308120727539
2014-07-17,57.756568908691406
2014-07-18,58.70301818847656
2014-07-21,58.9100341796875
2014-07-22,60.285404205322266
2014-07-23,60.337154388427734
2014-07-24,56.322059631347656
2014-07-25,56.27031707763672
2014-07-28,56.07067108154297
2014-07-29,55.686161041259766
2014-07-30,56.2259407043457
2014-07-31,54.510467529296875
2014-08-01,53.64533615112305
2014-08-04,54.17033004760742
2014-08-05,53.793235778808594
2014-08-06,53.896751403808594
2014-08-07,53.600975036621094
2014-08-08,54.6287841796875
2014-08-11,55.25729751586914
2014-08-12,54.82103729248047
2014-08-13,55.08722686767578
2014-08-14,55.279449462890625
2014-08-15,55.020687103271484
2014-08-18,55.479103088378906
2014-08-19,55.553062438964844
2014-08-20,56.52169418334961
2014-08-21,56.76572036743164
2014-08-22,56.802696228027344
2014-08-25,56.63262176513672
2014-08-26,56.94318389892578
2014-08-27,56.91359329223633
2014-08-28,56.44778060913086
2014-08-29,56.581600189208984
2014-09-02,55.80834197998047
2014-09-03,55.681941986083984
2014-09-04,55.84552764892578
2014-09-05,56.365970611572266
2014-09-08,56.43290710449219
2014-09-09,56.388275146484375
2014-09-10,56.455204010009766
2014-09-11,56.58904266357422
2014-09-12,56.00909423828125
2014-09-15,55.82320785522461
2014-09-16,56.2916374206543
2014-09-17,56.380863189697266
2014-09-18,56.83439636230469
2014-09-19,56.157798767089844
2014-09-22,56.72284698486328
2014-09-23,56.380863189697266
2014-09-24,56.685672760009766
2014-09-25,55.62245178222656
2014-09-26,55.80834197998047
2014-09-29,55.629905700683594
2014-09-30,55.59273147583008
2014-10-01,54.930999755859375
2014-10-02,54.767417907714844
2014-10-03,55.65964889526367
2014-10-06,55.5555305480957
2014-10-07,54.655887603759766
2014-10-08,55.905006408691406
2014-10-09,55.07969284057617
2014-10-10,52.9532356262207
2014-10-13,52.57403564453125
2014-10-14,53.4290885925293
2014-10-15,52.9383659362793
2014-10-16,52.89376449584961
2014-10-17,53.8529052734375
2014-10-20,54.47743606567383
2014-10-21,55.76374435424805
2014-10-22,55.243255615234375
2014-10-23,55.867828369140625
2014-10-24,56.50726318359375
2014-10-27,56.388275146484375
2014-10-28,56.93105697631836
2014-10-29,57.16899490356445
2014-10-30,57.52587127685547
2014-10-31,58.37348556518555
2014-11-03,58.17273712158203
2014-11-04,57.33252716064453
2014-11-05,57.39945983886719
2014-11-06,52.47740936279297
2014-11-07,51.49594497680664
2014-11-10,51.57030487060547
2014-11-11,51.77848434448242
2014-11-12,52.26177978515625
2014-11-13,52.5294303894043
2014-11-14,52.678131103515625
2014-11-17,52.343544006347656
2014-11-18,53.540626525878906
2014-11-19,52.39560317993164
2014-11-20,52.57403564453125
2014-11-21,53.139122009277344
2014-11-24,53.30270004272461
2014-11-25,53.73391342163086
2014-11-26,54.04055404663086
2014-11-28,54.519187927246094
2014-12-01,53.68907928466797
2014-12-02,54.833309173583984
2014-12-03,55.61856460571289
2014-12-04,54.84824752807617
2014-12-05,54.87067794799805
2014-12-08,54.302303314208984
2014-12-09,54.60144805908203
2014-12-10,53.47218322753906
2014-12-11,53.8386344909668
2014-12-12,52.78414535522461
2014-12-15,52.62709045410156
2014-12-16,52.58222961425781
2014-12-17,54.00315475463867
2014-12-18,54.86321258544922
2014-12-19,54.915550231933594
2014-12-22,55.760643005371094
2014-12-23,55.790550231933594
2014-12-24,55.835426330566406
2014-12-26,56.55337905883789
2014-12-29,56.082218170166016
2014-12-30,56.104652404785156
2014-12-31,55.58863830566406
2015-01-02,55.551231384277344
2015-01-05,55.28947067260742
2015-01-06,54.504215240478516
2015-01-07,55.13991928100586
2015-01-08,55.72323226928711
2015-01-09,55.65593338012695
2015-01-12,55.020240783691406
2015-01-13,54.571533203125
2015-01-14,54.01063919067383
2015-01-15,53.38242721557617
2015-01-16,53.31514358520508
2015-01-20,54.205078125
2015-01-21,53.53947830200195
2015-01-22,53.77879333496094
2015-01-23,53.98073196411133
2015-01-26,54.302303314208984
2015-01-27,53.67410659790039
2015-01-28,53.09076690673828
2015-01-29,47.63136672973633
2015-01-30,46.71149444580078
2015-02-02,49.0074348449707
2015-02-03,50.07688903808594
2015-02-04,50.07688903808594
2015-02-05,50.817256927490234
2015-02-06,49.62067413330078
2015-02-09,50.18905258178711
2015-02-10,52.54483413696289
2015-02-11,52.5074348449707
2015-02-12,52.642051696777344
2015-02-13,53.008487701416016
2015-02-17,52.94867706298828
2015-02-18,52.75423812866211
2015-02-19,53.083290100097656
2015-02-20,53.48710632324219
2015-02-23,53.053367614746094
2015-02-24,53.37494659423828
2015-02-25,53.606788635253906
2015-02-26,53.85359573364258
2015-02-27,54.2275276184082
2015-03-02,54.656280517578125
2015-03-03,53.71601104736328
2015-03-04,53.29476547241211
2015-03-05,53.35493469238281
2015-03-06,53.79123306274414
2015-03-09,54.693912506103516
2015-03-10,54.07707595825195
2015-03-11,52.858482360839844
2015-03-12,52.18148422241211
2015-03-13,51.63236999511719
2015-03-16,52.65538787841797
2015-03-17,52.51998519897461
2015-03-18,52.82838821411133
2015-03-19,52.52750778198242
2015-03-20,52.68547439575195
2015-03-23,52.708038330078125
2015-03-24,51.8806037902832
2015-03-25,50.55669403076172
2015-03-26,50.519073486328125
2015-03-27,50.42128372192383
2015-03-30,51.81289291381836
2015-03-31,52.158912658691406
2015-04-01,52.22661590576172
2015-04-02,51.12837600708008
2015-04-06,50.97041702270508
2015-04-07,50.639434814453125
2015-04-08,50.594303131103516
2015-04-09,51.76022720336914
2015-04-10,52.023521423339844
2015-04-13,51.70005416870117
2015-04-14,51.8806037902832
2015-04-15,51.496952056884766
2015-04-16,51.0832405090332
2015-04-17,50.48146057128906
2015-04-20,51.63236999511719
2015-04-21,51.579708099365234
2015-04-22,51.858036041259766
2015-04-23,51.40669250488281
2015-04-24,51.33146286010742
2015-04-27,52.076171875
2015-04-28,52.39210510253906
2015-04-29,51.654930114746094
2015-04-30,51.150943756103516
2015-05-01,51.46687316894531
2015-05-04,51.948280334472656
2015-05-05,51.42927932739258
2015-05-06,51.00800704956055
2015-05-07,51.474395751953125
2015-05-08,52.211570739746094
2015-05-11,51.940773010253906
2015-05-12,51.74520492553711
2015-05-13,52.452293395996094
2015-05-14,53.046531677246094
2015-05-15,53.452720642089844
2015-05-18,52.971317291259766
2015-05-19,52.36955261230469
2015-05-20,52.11378479003906
2015-05-21,52.723079681396484
2015-05-22,52.28680419921875
2015-05-26,52.1739616394043
2015-05-27,53.42263412475586
2015-05-28,53.10671615600586
2015-05-29,52.4146728515625
2015-06-01,52.58130645751953
2015-06-02,52.528282165527344
2015-06-03,52.91457748413086
2015-06-04,52.187442779541016
2015-06-05,51.702693939208984
2015-06-08,50.96039962768555
2015-06-09,50.627105712890625
2015-06-10,50.983116149902344
2015-06-11,51.202762603759766
2015-06-12,50.77103042602539
2015-06-15,50.468048095703125
2015-06-16,50.33930206298828
2015-06-17,50.40745544433594
2015-06-18,51.02098083496094
2015-06-19,50.657413482666016
2015-06-22,51.02098083496094
2015-06-23,50.73316955566406
2015-06-24,49.49853515625
2015-06-25,49.430362701416016
2015-06-26,48.98347091674805
2015-06-29,47.43072509765625
2015-06-30,47.43830490112305
2015-07-01,47.64281463623047
2015-07-02,47.8018798828125
2015-07-06,47.8018798828125
2015-07-07,47.56706237792969
2015-07-08,46.89295959472656
2015-07-09,46.855072021484375
2015-07-10,47.5140495300293
2015-07-13,48.04425811767578
2015-07-14,48.43055725097656
2015-07-15,48.385108947753906
2015-07-16,48.89258575439453
2015-07-17,48.733524322509766
2015-07-20,48.31694412231445
2015-07-21,49.339473724365234
2015-07-22,48.61992263793945
2015-07-23,46.794490814208984
2015-07-24,46.68844223022461
2015-07-27,46.94596862792969
2015-07-28,47.794307708740234
2015-07-29,47.847328186035156
2015-07-30,48.78654098510742
2015-07-31,48.77140808105469
2015-08-03,48.801692962646484
2015-08-04,48.059410095214844
2015-08-05,48.385108947753906
2015-08-06,47.597373962402344
2015-08-07,47.73371124267578
2015-08-10,47.83218002319336
2015-08-11,47.3776969909668
2015-08-12,47.400428771972656
2015-08-13,46.98385238647461
2015-08-14,46.89295959472656
2015-08-17,47.01414108276367
2015-08-18,46.44605255126953
2015-08-19,46.340023040771484
2015-08-20,45.55984878540039
2015-08-21,43.63595962524414
2015-08-24,41.87114715576172
2015-08-25,40.81072998046875
2015-08-26,42.916412353515625
2015-08-27,43.44660949707031
2015-08-28,43.51478958129883
2015-08-31,43.21688461303711
2015-09-01,42.02532958984375
2015-09-02,42.666934967041016
2015-09-03,42.430152893066406
2015-09-04,41.467750549316406
2015-09-08,42.1628303527832
2015-09-09,41.49066162109375
2015-09-10,42.262115478515625
2015-09-11,41.7503547668457
2015-09-14,41.48302459716797
2015-09-15,41.9107551574707
2015-09-16,42.1628303527832
2015-09-17,41.99477005004883
2015-09-18,41.58995056152344
2015-09-21,41.54413604736328
2015-09-22,41.200401306152344
2015-09-23,40.910160064697266
2015-09-24,40.68864440917969
2015-09-25,40.650455474853516
2015-09-28,40.13106155395508
2015-09-29,40.047035217285156
2015-09-30,41.03999710083008
2015-10-01,40.61989974975586
2015-10-02,42.06352996826172
2015-10-05,42.94955062866211
2015-10-06,43.01830291748047
2015-10-07,43.23980712890625
2015-10-08,44.041812896728516
2015-10-09,44.13348388671875
2015-10-12,44.14110565185547
2015-10-13,43.92723846435547
2015-10-14,44.782718658447266
2015-10-15,45.2639274597168
2015-10-16,45.760414123535156
2015-10-19,45.14171600341797
2015-10-20,45.06533432006836
2015-10-21,45.04242706298828
2015-10-22,46.157596588134766
2015-10-23,46.38674545288086
2015-10-26,45.22573471069336
2015-10-27,45.279197692871094
2015-10-28,46.03537368774414
2015-10-29,45.82916259765625
2015-10-30,45.38614273071289
2015-11-02,46.317996978759766
2015-11-03,46.49367141723633
2015-11-04,46.02775192260742
2015-11-05,39.00824737548828
2015-11-06,40.80321502685547
2015-11-09,40.43660354614258
2015-11-10,39.924827575683594
2015-11-11,40.36784744262695
2015-11-12,40.161617279052734
2015-11-13,39.67276382446289
2015-11-16,40.306739807128906
2015-11-17,40.46714401245117
2015-11-18,36.66331481933594
2015-11-19,36.961212158203125
2015-11-20,37.900699615478516
2015-11-23,37.40423583984375
2015-11-24,37.74031066894531
2015-11-25,37.5035285949707
2015-11-27,37.44182586669922
2015-11-30,37.634674072265625
2015-12-01,38.02804946899414
2015-12-02,39.99501419067383
2015-12-03,39.647911071777344
2015-12-04,40.37297058105469
2015-12-07,40.44240188598633
2015-12-08,38.166900634765625
2015-12-09,37.480377197265625
2015-12-10,37.46495819091797
2015-12-11,36.6087532043457
2015-12-14,36.12278747558594
2015-12-15,37.04070281982422
2015-12-16,37.079280853271484
2015-12-17,36.67045593261719
2015-12-18,36.585594177246094
2015-12-21,37.611507415771484
2015-12-22,37.85063552856445
2015-12-23,37.8275032043457
2015-12-24,38.22089767456055
2015-12-28,38.2440299987793
2015-12-29,39.24679946899414
2015-12-30,38.8842658996582
2015-12-31,38.56028747558594
2016-01-04,38.660560607910156
2016-01-05,37.90462112426758
2016-01-06,37.518943786621094
2016-01-07,35.59055709838867
2016-01-08,35.38999557495117
2016-01-11,35.53656005859375
2016-01-12,35.8836669921875
2016-01-13,35.559696197509766
2016-01-14,36.8170166015625
2016-01-15,35.343711853027344
2016-01-19,35.551979064941406
2016-01-20,35.4285774230957
2016-01-21,36.29248809814453
2016-01-22,37.079280853271484
2016-01-25,36.701316833496094
2016-01-26,37.426387786865234
2016-01-27,36.66273880004883
2016-01-28,33.623600006103516
2016-01-29,34.97346878051758
2016-02-01,35.567413330078125
2016-02-02,33.2841796875
2016-02-03,34.50293731689453
2016-02-04,35.22029113769531
2016-02-05,33.955265045166016
2016-02-08,33.854976654052734
2016-02-09,33.639007568359375
2016-02-10,33.13761901855469
2016-02-11,33.168479919433594
2016-02-12,34.37180709838867
2016-02-16,36.0456657409668
2016-02-17,37.341529846191406
2016-02-18,37.858360290527344
2016-02-19,38.12061309814453
2016-02-22,39.555328369140625
2016-02-23,38.8919677734375
2016-02-24,39.7404670715332
2016-02-25,39.83302307128906
2016-02-26,39.81761169433594
2016-02-29,39.54509353637695
2016-03-01,40.572853088378906
2016-03-02,41.14901351928711
2016-03-03,40.7830696105957
2016-03-04,41.00106430053711
2016-03-07,41.499366760253906
2016-03-08,40.845359802246094
2016-03-09,40.44827651977539
2016-03-10,40.50276565551758
2016-03-11,40.658504486083984
2016-03-14,40.557273864746094
2016-03-15,40.199127197265625
2016-03-16,39.942195892333984
2016-03-17,40.00447463989258
2016-03-18,40.16797637939453
2016-03-21,40.65070343017578
2016-03-22,40.50276565551758
2016-03-23,39.70081329345703
2016-03-24,39.5995979309082
2016-03-28,39.07792663574219
2016-03-29,39.46723937988281
2016-03-30,39.70081329345703
2016-03-31,39.81761169433594
2016-04-01,39.61516571044922
2016-04-04,39.43607711791992
2016-04-05,38.9844970703125
2016-04-06,39.41273498535156
2016-04-07,38.9533576965332
2016-04-08,39.36602020263672
2016-04-11,39.70860290527344
2016-04-12,39.568450927734375
2016-04-13,40.424922943115234
2016-04-14,40.34706115722656
2016-04-15,39.75532531738281
2016-04-18,40.1368293762207
2016-04-19,40.354827880859375
2016-04-20,40.557273864746094
2016-04-21,40.230262756347656
2016-04-22,40.985511779785156
2016-04-25,40.821990966796875
2016-04-26,41.19572067260742
2016-04-27,41.18795394897461
2016-04-28,40.58841323852539
2016-04-29,39.33486557006836
2016-05-02,39.79425048828125
2016-05-03,39.49837875366211
2016-05-04,39.311519622802734
2016-05-05,39.809818267822266
2016-05-06,39.646305084228516
2016-05-09,39.864315032958984
2016-05-10,40.60400390625
2016-05-11,40.60400390625
2016-05-12,40.105690002441406
2016-05-13,39.957759857177734
2016-05-16,40.4171257019043
2016-05-17,40.47941589355469
2016-05-18,41.102298736572266
2016-05-19,41.07893371582031
2016-05-20,42.449275970458984
2016-05-23,42.184547424316406
2016-05-24,43.282371520996094
2016-05-25,43.58602523803711
2016-05-26,43.399166107177734
2016-05-27,43.446327209472656
2016-05-31,43.17119598388672
2016-06-01,43.06902313232422
2016-06-02,43.1397590637207
2016-06-03,43.186927795410156
2016-06-06,43.14762878417969
2016-06-07,43.10832214355469
2016-06-08,43.186927795410156
2016-06-09,43.218360900878906
2016-06-10,42.314388275146484
2016-06-13,41.52831268310547
2016-06-14,41.42611312866211
2016-06-15,41.88203811645508
2016-06-16,41.99209976196289
2016-06-17,42.09428787231445
2016-06-20,42.361541748046875
2016-06-21,42.35368347167969
2016-06-22,42.47944641113281
2016-06-23,43.66643142700195
2016-06-24,40.97019958496094
2016-06-27,40.19983673095703
2016-06-28,41.276763916015625
2016-06-29,42.09428787231445
2016-06-30,42.11000442504883
2016-07-01,41.66194534301758
2016-07-05,40.828697204589844
2016-07-06,41.16672134399414
2016-07-07,41.6069221496582
2016-07-08,42.59736251831055
2016-07-11,42.54234313964844
2016-07-12,42.93538284301758
2016-07-13,43.1004638671875
2016-07-14,43.1397590637207
2016-07-15,43.03757858276367
2016-07-18,43.50920486450195
2016-07-19,43.34415054321289
2016-07-20,43.878665924072266
2016-07-21,47.10944747924805
2016-07-22,48.068443298339844
2016-07-25,47.73830032348633
2016-07-26,48.22565841674805
2016-07-27,49.13751220703125
2016-07-28,49.07462692260742
2016-07-29,49.19253158569336
2016-08-01,48.61870193481445
2016-08-02,47.63611602783203
2016-08-03,47.958404541015625
2016-08-04,47.934814453125
2016-08-05,48.736610412597656
2016-08-08,48.40646743774414
2016-08-09,48.72875213623047
2016-08-10,48.508644104003906
2016-08-11,48.53223419189453
2016-08-12,48.508644104003906
2016-08-15,49.07462692260742
2016-08-16,48.7916374206543
2016-08-17,48.95671463012695
2016-08-18,49.55412673950195
2016-08-19,49.334022521972656
2016-08-22,49.3890495300293
2016-08-23,49.59343338012695
2016-08-24,49.21611404418945
2016-08-25,49.23970031738281
2016-08-26,49.49909973144531
2016-08-29,49.92719650268555
2016-08-30,49.895469665527344
2016-08-31,49.99853515625
2016-09-01,50.31562805175781
2016-09-02,50.220497131347656
2016-09-06,50.0143928527832
2016-09-07,49.49116897583008
2016-09-08,49.69728469848633
2016-09-09,47.9770393371582
2016-09-12,49.348487854003906
2016-09-13,48.58744430541992
2016-09-14,48.82526397705078
2016-09-15,49.578372955322266
2016-09-16,49.93511199951172
2016-09-19,49.83205795288086
2016-09-20,49.70521545410156
2016-09-21,50.39490509033203
2016-09-22,50.35527038574219
2016-09-23,49.744850158691406
2016-09-26,49.39603805541992
2016-09-27,50.18878936767578
2016-09-28,50.299774169921875
2016-09-29,53.47076416015625
2016-09-30,54.30314636230469
2016-10-03,53.20122528076172
2016-10-04,52.86034393310547
2016-10-05,52.987178802490234
2016-10-06,53.542110443115234
2016-10-07,54.05739974975586
2016-10-10,53.31220626831055
2016-10-11,52.39262390136719
2016-10-12,52.36885452270508
2016-10-13,52.083457946777344
2016-10-14,52.083457946777344
2016-10-17,51.67916488647461
2016-10-18,52.40055847167969
2016-10-19,52.15480422973633
2016-10-20,53.38356018066406
2016-10-21,53.85128402709961
2016-10-24,53.95433807373047
2016-10-25,53.6768798828125
2016-10-26,54.06532669067383
2016-10-27,55.563621520996094
2016-10-28,54.22388458251953
2016-10-31,54.47755432128906
2016-11-01,54.17630386352539
2016-11-02,53.18537902832031
2016-11-03,53.07438659667969
2016-11-04,52.899986267089844
2016-11-07,54.27143096923828
2016-11-08,54.12081527709961
2016-11-09,53.8116340637207
2016-11-10,52.5670166015625
2016-11-11,53.01890182495117
2016-11-14,52.265785217285156
2016-11-15,52.931697845458984
2016-11-16,52.55910873413086
2016-11-17,52.85242462158203
2016-11-18,53.359771728515625
2016-11-21,53.19330596923828
2016-11-22,54.152523040771484
2016-11-23,54.00983428955078
2016-11-25,54.136680603027344
2016-11-28,53.6093635559082
2016-11-29,53.345706939697266
2016-11-30,54.43227767944336
2016-12-01,51.260459899902344
2016-12-02,52.60268020629883
2016-12-05,53.018150329589844
2016-12-06,53.889007568359375
2016-12-07,54.60005569458008
2016-12-08,54.76783752441406
2016-12-09,54.743865966796875
2016-12-12,54.703922271728516
2016-12-13,55.39901351928711
2016-12-14,53.976890563964844
2016-12-15,54.352386474609375
2016-12-16,53.0980224609375
2016-12-19,53.54543685913086
2016-12-20,53.45756530761719
2016-12-21,53.65729904174805
2016-12-22,53.33771896362305
2016-12-23,53.41762161254883
2016-12-27,53.72920608520508
2016-12-28,52.53079605102539
2016-12-29,52.762481689453125
2016-12-30,52.091373443603516
2017-01-03,52.251155853271484
2017-01-04,52.307098388671875
2017-01-05,52.370994567871094
2017-01-06,52.355010986328125
2017-01-09,52.450897216796875
2017-01-10,52.434913635253906
2017-01-11,52.81040954589844
2017-01-12,52.82638931274414
2017-01-13,53.43359375
2017-01-17,51.284427642822266
2017-01-18,52.03544235229492
2017-01-19,51.484161376953125
2017-01-20,50.237815856933594
2017-01-23,43.846229553222656
2017-01-24,43.942100524902344
2017-01-25,45.46009826660156
2017-01-26,43.18310546875
2017-01-27,43.33491134643555
2017-01-30,42.83156204223633
2017-01-31,42.68776321411133
2017-02-01,42.464054107666016
2017-02-02,42.07255935668945
2017-02-03,42.32823181152344
2017-02-06,42.24833679199219
2017-02-07,42.55992889404297
2017-02-08,42.25632858276367
2017-02-09,42.24833679199219
2017-02-10,43.143157958984375
2017-02-13,43.88618469238281
2017-02-14,44.325584411621094
2017-02-15,45.13253402709961
2017-02-16,45.44413375854492
2017-02-17,45.108558654785156
2017-02-21,45.34025573730469
2017-02-22,45.619895935058594
2017-02-23,45.65184020996094
2017-02-24,45.71577072143555
2017-02-27,45.74802017211914
2017-02-28,45.546409606933594
2017-03-01,45.973819732666016
2017-03-02,45.45771026611328
2017-03-03,45.51416015625
2017-03-06,45.5222282409668
2017-03-07,45.74802017211914
2017-03-08,46.58668899536133
2017-03-09,46.747989654541016
2017-03-10,47.28828430175781
2017-03-13,47.143123626708984
2017-03-14,46.949588775634766
2017-03-15,47.19150161743164
2017-03-16,47.054420471191406
2017-03-17,46.40928649902344
2017-03-20,46.618953704833984
2017-03-21,45.80447006225586
2017-03-22,45.998008728027344
2017-03-23,45.81253433227539
2017-03-24,45.901241302490234
2017-03-27,45.69157791137695
2017-03-28,46.27219009399414
2017-03-29,46.25606155395508
2017-03-30,46.127037048339844
2017-03-31,46.23994445800781
2017-04-03,45.56254577636719
2017-04-04,45.707698822021484
2017-04-05,45.538352966308594
2017-04-06,45.58673858642578
2017-04-07,45.417396545410156
2017-04-10,45.57867431640625
2017-04-11,44.635162353515625
2017-04-12,43.05458450317383
2017-04-13,42.570743560791016
2017-04-17,42.65138244628906
2017-04-18,42.473968505859375
2017-04-19,42.42558670043945
2017-04-20,42.465904235839844
2017-04-21,42.33688735961914
2017-04-24,42.58687973022461
2017-04-25,42.74009704589844
2017-04-26,42.772342681884766
2017-04-27,42.909427642822266
2017-04-28,43.33684158325195
2017-05-01,43.22392654418945
2017-05-02,42.97394561767578
2017-05-03,43.941654205322266
2017-05-04,44.280338287353516
2017-05-05,44.29648208618164
2017-05-08,44.04648208618164
2017-05-09,44.473880767822266
2017-05-10,44.619041442871094
2017-05-11,44.094871520996094
2017-05-12,44.61097717285156
2017-05-15,44.675479888916016
2017-05-16,45.1190185546875
2017-05-17,44.643226623535156
2017-05-18,45.256103515625
2017-05-19,46.50605392456055
2017-05-22,47.80437469482422
2017-05-23,47.75600814819336
2017-05-24,47.28828430175781
2017-05-25,47.13505935668945
2017-05-26,46.841888427734375
2017-05-30,46.6953125
2017-05-31,46.63829040527344
2017-06-01,47.73768997192383
2017-06-02,47.70511245727539
2017-06-05,47.933128356933594
2017-06-06,47.39565658569336
2017-06-07,46.85003662109375
2017-06-08,47.33049774169922
2017-06-09,46.45913314819336
2017-06-12,46.81745910644531
2017-06-13,46.8581657409668
2017-06-14,46.42656707763672
2017-06-15,46.361419677734375
2017-06-16,46.27183532714844
2017-06-19,46.91518020629883
2017-06-20,46.24740982055664
2017-06-21,45.872802734375
2017-06-22,45.98681640625
2017-06-23,46.345123291015625
2017-06-26,46.06011199951172
2017-06-27,45.1398811340332
2017-06-28,45.73435974121094
2017-06-29,44.8548469543457
2017-06-30,44.968868255615234
2017-07-03,44.748992919921875
2017-07-05,45.156158447265625
2017-07-06,44.618682861328125
2017-07-07,45.07472229003906
2017-07-10,45.310890197753906
2017-07-11,45.058448791503906
2017-07-12,45.766937255859375
2017-07-13,45.7913703918457
2017-07-14,46.263694763183594
2017-07-17,45.978668212890625
2017-07-18,45.840232849121094
2017-07-19,46.23927307128906
2017-07-20,43.95092010498047
2017-07-21,43.845054626464844
2017-07-24,43.34013748168945
2017-07-25,43.3808708190918
2017-07-26,43.275001525878906
2017-07-27,42.745670318603516
2017-07-28,43.063270568847656
2017-07-31,43.315711975097656
2017-08-01,43.4948844909668
2017-08-02,43.299434661865234
2017-08-03,43.120277404785156
2017-08-04,42.85153579711914
2017-08-07,42.916683197021484
2017-08-08,42.58279800415039
2017-08-09,42.97369384765625
2017-08-10,42.62351608276367
2017-08-11,42.93296813964844
2017-08-14,43.608882904052734
2017-08-15,43.86947250366211
2017-08-16,43.4134407043457
2017-08-17,42.5665168762207
2017-08-18,42.28147506713867
2017-08-21,42.330345153808594
2017-08-22,42.63165283203125
2017-08-23,42.533935546875
2017-08-24,42.745670318603516
2017-08-25,42.371063232421875
2017-08-28,42.659244537353516
2017-08-29,42.659244537353516
2017-08-30,42.91448974609375
2017-08-31,43.038002014160156
2017-09-01,42.85685348510742
2017-09-05,41.193626403808594
2017-09-06,41.53944396972656
2017-09-07,41.4818115234375
2017-09-08,40.87250900268555
2017-09-11,41.63825988769531
2017-09-12,41.90996170043945
2017-09-13,42.00054931640625
2017-09-14,42.38752746582031
2017-09-15,42.97211456298828
