,DD
2014-11-05,54.70437240600586
2014-11-06,55.42768096923828
2014-11-07,55.082725524902344
2014-11-10,55.06047058105469
2014-11-11,55.10498046875
2014-11-12,55.527835845947266
2014-11-13,55.59458923339844
2014-11-14,57.16361618041992
2014-11-17,56.88541030883789
2014-11-18,57.94258499145508
2014-11-19,57.2860107421875
2014-11-20,57.2860107421875
2014-11-21,58.79941177368164
2014-11-24,58.15401077270508
2014-11-25,57.18588638305664
2014-11-26,57.59763717651367
2014-11-28,54.159114837646484
2014-12-01,53.54707336425781
2014-12-02,54.314884185791016
2014-12-03,54.99368667602539
2014-12-04,55.3831901550293
2014-12-05,55.8171501159668
2014-12-08,53.836395263671875
2014-12-09,53.61384963989258
2014-12-10,51.56633377075195
2014-12-11,51.19911193847656
2014-12-12,48.23912048339844
2014-12-15,48.35038375854492
2014-12-16,47.52693176269531
2014-12-17,49.57444763183594
2014-12-18,50.60934066772461
2014-12-19,51.00993728637695
2014-12-22,50.93204116821289
2014-12-23,51.16572570800781
2014-12-24,51.19911193847656
2014-12-26,51.722110748291016
2014-12-29,51.65473937988281
2014-12-30,51.73334503173828
2014-12-31,51.216800689697266
2015-01-02,51.194358825683594
2015-01-05,49.61100387573242
2015-01-06,48.81373596191406
2015-01-07,48.73513412475586
2015-01-08,49.9478874206543
2015-01-09,49.869285583496094
2015-01-12,49.57733154296875
2015-01-13,48.970947265625
2015-01-14,48.76881790161133
2015-01-15,48.63405990600586
2015-01-16,50.29600143432617
2015-01-20,49.55485916137695
2015-01-21,50.2398567199707
2015-01-22,50.936065673828125
2015-01-23,50.0489501953125
2015-01-26,50.037715911865234
2015-01-27,49.599788665771484
2015-01-28,48.319637298583984
2015-01-29,50.54304504394531
2015-01-30,50.71148681640625
2015-02-02,50.77885818481445
2015-02-03,52.65414810180664
2015-02-04,51.90178298950195
2015-02-05,53.676021575927734
2015-02-06,54.349761962890625
2015-02-09,54.19255065917969
2015-02-10,54.46206283569336
2015-02-11,53.99042510986328
2015-02-12,55.191978454589844
2015-02-13,55.51762390136719
2015-02-17,55.66359329223633
2015-02-18,55.48394012451172
2015-02-19,55.787113189697266
2015-02-20,55.618682861328125
2015-02-23,55.573768615722656
2015-02-24,55.93310546875
2015-02-25,55.97800827026367
2015-02-26,55.304256439208984
2015-02-27,55.293033599853516
2015-03-02,55.41656494140625
2015-03-03,55.304256439208984
2015-03-04,55.66359329223633
2015-03-05,54.900001525878906
2015-03-06,53.83323669433594
2015-03-09,53.821998596191406
2015-03-10,52.90120315551758
2015-03-11,52.530635833740234
2015-03-12,53.29421615600586
2015-03-13,52.83382034301758
2015-03-16,52.81134796142578
2015-03-17,52.36219024658203
2015-03-18,53.38406753540039
2015-03-19,52.47446823120117
2015-03-20,53.10332107543945
2015-03-23,53.035953521728516
2015-03-24,53.013484954833984
2015-03-25,52.58677673339844
2015-03-26,52.620452880859375
2015-03-27,54.116119384765625
2015-03-30,55.1585807800293
2015-03-31,54.36540985107422
2015-04-01,54.2747688293457
2015-04-02,54.65999984741211
2015-04-06,55.1585807800293
2015-04-07,54.97727966308594
2015-04-08,54.80731201171875
2015-04-09,55.22655487060547
2015-04-10,54.82997512817383
2015-04-13,54.69399642944336
2015-04-14,55.32852554321289
2015-04-15,56.77886199951172
2015-04-16,56.370967864990234
2015-04-17,56.268985748291016
2015-04-20,56.756229400634766
2015-04-21,56.25766372680664
2015-04-22,56.676910400390625
2015-04-23,57.78730773925781
2015-04-24,57.92328643798828
2015-04-27,58.31989669799805
2015-04-28,58.71647644042969
2015-04-29,58.47849655151367
2015-04-30,57.78730773925781
2015-05-01,58.569156646728516
2015-05-04,58.52381896972656
2015-05-05,58.18391799926758
2015-05-06,57.6513557434082
2015-05-07,57.37940216064453
2015-05-08,58.75043869018555
2015-05-11,58.807098388671875
2015-05-12,57.73065948486328
2015-05-13,57.48139572143555
2015-05-14,58.05927276611328
2015-05-15,58.365211486816406
2015-05-18,57.78730773925781
2015-05-19,57.48139572143555
2015-05-20,57.83265686035156
2015-05-21,58.2178955078125
2015-05-22,58.11592102050781
2015-05-26,57.35676193237305
2015-05-27,58.013946533203125
2015-05-28,58.43317794799805
2015-05-29,58.999752044677734
2015-06-01,59.21501541137695
2015-06-02,59.65690994262695
2015-06-03,60.064796447753906
2015-06-04,60.11015701293945
2015-06-05,58.999752044677734
2015-06-08,58.240577697753906
2015-06-09,58.37654495239258
2015-06-10,58.90907287597656
2015-06-11,59.10169219970703
2015-06-12,58.73911666870117
2015-06-15,58.76176452636719
2015-06-16,59.58893966674805
2015-06-17,60.45008087158203
2015-06-18,60.722023010253906
2015-06-19,60.37074279785156
2015-06-22,60.55204772949219
2015-06-23,60.69935607910156
2015-06-24,60.16680908203125
2015-06-25,60.30277633666992
2015-06-26,60.15431594848633
2015-06-29,58.007171630859375
2015-06-30,58.441139221191406
2015-07-01,58.69243240356445
2015-07-02,58.680992126464844
2015-07-06,57.75590133666992
2015-07-07,58.06425476074219
2015-07-08,56.55669021606445
2015-07-09,57.40184020996094
2015-07-10,58.71524429321289
2015-07-13,59.32056427001953
2015-07-14,60.576873779296875
2015-07-15,59.50331115722656
2015-07-16,59.65178680419922
2015-07-17,58.441139221191406
2015-07-20,57.69879150390625
2015-07-21,57.21910858154297
2015-07-22,57.10489273071289
2015-07-23,54.54658889770508
2015-07-24,52.50223922729492
2015-07-27,52.11392593383789
2015-07-28,53.27886962890625
2015-07-29,54.169715881347656
2015-07-30,54.15827941894531
2015-07-31,53.747135162353516
2015-08-03,53.061885833740234
2015-08-04,53.32454299926758
2015-08-05,53.82707977294922
2015-08-06,53.221763610839844
2015-08-07,51.96544647216797
2015-08-10,53.26746368408203
2015-08-11,51.725624084472656
2015-08-12,52.193870544433594
2015-08-13,51.360145568847656
2015-08-14,51.28019332885742
2015-08-17,51.931190490722656
2015-08-18,51.108890533447266
2015-08-19,50.40077209472656
2015-08-20,49.87542724609375
2015-08-21,48.676212310791016
2015-08-24,46.08365249633789
2015-08-25,44.98724365234375
2015-08-26,46.88312911987305
2015-08-27,49.79548263549805
2015-08-28,50.2523193359375
2015-08-31,49.97820281982422
2015-09-01,47.57980728149414
2015-09-02,48.41353225708008
2015-09-03,48.91605758666992
2015-09-04,48.05948257446289
2015-09-08,50.35511016845703
2015-09-09,50.01247024536133
2015-09-10,49.97820281982422
2015-09-11,50.001060485839844
2015-09-14,49.20159149169922
2015-09-15,49.80689239501953
2015-09-16,51.3715705871582
2015-09-17,50.503578186035156
2015-09-18,49.464271545410156
2015-09-21,50.275150299072266
2015-09-22,49.79548263549805
2015-09-23,48.63053512573242
2015-09-24,48.527740478515625
2015-09-25,48.33359909057617
2015-09-28,46.16492462158203
2015-09-29,46.78783416748047
2015-09-30,48.91035842895508
2015-10-01,49.57942199707031
2015-10-02,51.275123596191406
2015-10-05,53.42073059082031
2015-10-06,54.3089485168457
2015-10-07,54.78189468383789
2015-10-08,55.12797164916992
2015-10-09,54.3089485168457
2015-10-12,53.75525665283203
2015-10-13,53.65145492553711
2015-10-14,54.34356689453125
2015-10-15,54.885719299316406
2015-10-16,54.931888580322266
2015-10-19,54.66656494140625
2015-10-20,55.01261520385742
2015-10-21,54.77037048339844
2015-10-22,57.58501434326172
2015-10-23,58.046451568603516
2015-10-26,58.196434020996094
2015-10-27,58.4732666015625
2015-10-28,59.25766372680664
2015-10-29,58.71549606323242
2015-10-30,59.603736877441406
2015-11-02,59.51144790649414
2015-11-03,59.96135711669922
2015-11-04,59.269195556640625
2015-11-05,59.534515380859375
2015-11-06,59.79983901977539
2015-11-09,59.638336181640625
2015-11-10,59.64987564086914
2015-11-11,59.638336181640625
2015-11-12,58.173343658447266
2015-11-13,58.992340087890625
2015-11-16,59.580665588378906
2015-11-17,59.580665588378906
2015-11-18,61.322509765625
2015-11-19,61.50707244873047
2015-11-20,61.50707244873047
2015-11-23,61.13794708251953
2015-11-24,61.576297760009766
2015-11-25,59.89211654663086
2015-11-27,59.995948791503906
2015-11-30,60.134368896484375
2015-12-01,61.622459411621094
2015-12-02,60.31892395019531
2015-12-03,59.82289123535156
2015-12-04,61.495548248291016
2015-12-07,60.019004821777344
2015-12-08,58.71549606323242
2015-12-09,65.71751403808594
2015-12-10,63.34121322631836
2015-12-11,61.564762115478516
2015-12-14,59.165367126464844
2015-12-15,58.33482360839844
2015-12-16,58.50785827636719
2015-12-17,57.96569061279297
2015-12-18,57.25051498413086
2015-12-21,58.79623794555664
2015-12-22,59.407623291015625
2015-12-23,60.59577941894531
2015-12-24,60.34200668334961
2015-12-28,60.249732971191406
2015-12-29,61.43678283691406
2015-12-30,60.1217041015625
2015-12-31,59.91221618652344
2016-01-04,58.10834503173828
2016-01-05,57.666099548339844
2016-01-06,56.397552490234375
2016-01-07,54.279441833496094
2016-01-08,53.860477447509766
2016-01-11,52.83633804321289
2016-01-12,52.126426696777344
2016-01-13,50.77641677856445
2016-01-14,51.486331939697266
2016-01-15,49.99667739868164
2016-01-19,48.960899353027344
2016-01-20,48.08804702758789
2016-01-21,48.87943649291992
2016-01-22,50.299278259277344
2016-01-25,49.08890914916992
2016-01-26,49.41477584838867
2016-01-27,48.19279098510742
2016-01-28,48.355716705322266
2016-01-29,48.87943649291992
2016-02-01,49.55443572998047
2016-02-02,52.40573501586914
2016-02-03,54.39582824707031
2016-02-04,55.15229415893555
2016-02-05,54.33762741088867
2016-02-08,53.80228805541992
2016-02-09,54.232887268066406
2016-02-10,53.7208366394043
2016-02-11,52.13806915283203
2016-02-12,53.54624938964844
2016-02-16,54.50055694580078
2016-02-17,55.85056686401367
2016-02-18,55.36178207397461
2016-02-19,54.7915153503418
2016-02-22,55.734195709228516
2016-02-23,54.675132751464844
2016-02-24,54.919532775878906
2016-02-25,55.97859573364258
2016-02-26,56.72342300415039
2016-02-29,56.572120666503906
2016-03-01,58.271263122558594
2016-03-02,57.747528076171875
2016-03-03,57.724273681640625
2016-03-04,58.527305603027344
2016-03-07,57.91048049926758
2016-03-08,56.828155517578125
2016-03-09,57.09583282470703
2016-03-10,57.17729568481445
2016-03-11,58.911346435546875
2016-03-14,58.51567459106445
2016-03-15,58.410919189453125
2016-03-16,58.95789337158203
2016-03-17,59.81910705566406
2016-03-18,60.1217041015625
2016-03-21,59.98203659057617
2016-03-22,59.644527435302734
2016-03-23,59.56306838989258
2016-03-24,59.726016998291016
2016-03-28,60.00532150268555
2016-03-29,60.028812408447266
2016-03-30,60.45155715942383
2016-03-31,59.723472595214844
2016-04-01,60.05228805541992
2016-04-04,59.97007751464844
2016-04-05,59.58258056640625
2016-04-06,59.805702209472656
2016-04-07,59.23030471801758
2016-04-08,59.61780548095703
2016-04-11,59.60607147216797
2016-04-12,60.61592483520508
2016-04-13,61.30875778198242
2016-04-14,61.48490524291992
2016-04-15,61.49665451049805
2016-04-18,61.696258544921875
2016-04-19,62.29514694213867
2016-04-20,60.99171829223633
2016-04-21,61.038700103759766
2016-04-22,61.778480529785156
2016-04-25,61.696258544921875
2016-04-26,63.02320861816406
2016-04-27,62.94100570678711
2016-04-28,62.729637145996094
2016-04-29,61.778480529785156
2016-05-02,61.8254280090332
2016-05-03,60.79207229614258
2016-05-04,60.345863342285156
2016-05-05,59.71176528930664
2016-05-06,60.07577896118164
2016-05-09,59.69999694824219
2016-05-10,60.521995544433594
2016-05-11,60.18144607543945
2016-05-12,60.521995544433594
2016-05-13,59.359466552734375
2016-05-16,60.59245300292969
2016-05-17,60.48676681518555
2016-05-18,59.66478729248047
2016-05-19,59.61780548095703
2016-05-20,60.310630798339844
2016-05-23,61.36747741699219
2016-05-24,62.025081634521484
2016-05-25,62.07204818725586
2016-05-26,61.050437927246094
2016-05-27,61.27353286743164
2016-05-31,60.310630798339844
2016-06-01,60.56895446777344
2016-06-02,61.343990325927734
2016-06-03,62.42431640625
2016-06-06,62.9762077331543
2016-06-07,63.058441162109375
2016-06-08,63.03494644165039
2016-06-09,62.929264068603516
2016-06-10,62.68265151977539
2016-06-13,61.87240982055664
2016-06-14,61.21482467651367
2016-06-15,60.897762298583984
2016-06-16,61.28527069091797
2016-06-17,62.15425109863281
2016-06-20,62.31865310668945
2016-06-21,62.553489685058594
2016-06-22,62.49477767944336
2016-06-23,63.03494644165039
2016-06-24,60.557212829589844
2016-06-27,58.67839813232422
2016-06-28,57.48134994506836
2016-06-29,58.54802322387695
2016-06-30,58.9154167175293
2016-07-01,58.71394729614258
2016-07-05,57.789493560791016
2016-07-06,57.03099060058594
2016-07-07,57.125789642333984
2016-07-08,58.54802322387695
2016-07-11,59.081356048583984
2016-07-12,60.38505172729492
2016-07-13,60.657649993896484
2016-07-14,61.39244842529297
2016-07-15,61.70060729980469
2016-07-18,62.34062957763672
2016-07-19,62.056175231933594
2016-07-20,62.755428314208984
2016-07-21,62.22209548950195
2016-07-22,62.9568977355957
2016-07-25,63.13468551635742
2016-07-26,63.454673767089844
2016-07-27,63.561336517333984
2016-07-28,63.60874938964844
2016-07-29,63.60874938964844
2016-08-01,63.58506393432617
2016-08-02,62.968753814697266
2016-08-03,63.32431411743164
2016-08-04,63.39541244506836
2016-08-05,63.573211669921875
2016-08-08,63.525779724121094
2016-08-09,63.27690887451172
2016-08-10,63.3480224609375
2016-08-11,63.573211669921875
2016-08-12,62.02061080932617
2016-08-15,62.56580352783203
2016-08-16,62.056175231933594
2016-08-17,62.38801574707031
2016-08-18,63.087284088134766
2016-08-19,63.312461853027344
2016-08-22,63.40727996826172
2016-08-23,63.7391242980957
2016-08-24,63.53763198852539
2016-08-25,64.02357482910156
2016-08-26,63.561336517333984
2016-08-29,64.15393829345703
2016-08-30,63.98800277709961
2016-08-31,63.573211669921875
2016-09-01,63.762847900390625
2016-09-02,64.21319580078125
2016-09-06,63.88135528564453
2016-09-07,63.88135528564453
2016-09-08,64.34357452392578
2016-09-09,63.30060958862305
2016-09-12,62.70800018310547
2016-09-13,61.67689895629883
2016-09-14,62.07986831665039
2016-09-15,62.63688278198242
2016-09-16,62.48283767700195
2016-09-19,62.8265380859375
2016-09-20,62.3050422668457
2016-09-21,62.50654602050781
2016-09-22,62.2932014465332
2016-09-23,61.9139289855957
2016-09-26,61.78357696533203
2016-09-27,62.3050422668457
2016-09-28,62.568077087402344
2016-09-29,61.85072708129883
2016-09-30,61.97026824951172
2016-10-03,62.67570495605469
2016-10-04,62.00612258911133
2016-10-05,63.010467529296875
2016-10-06,64.07460021972656
2016-10-07,63.35722732543945
2016-10-10,64.01481628417969
2016-10-11,63.99091339111328
2016-10-12,63.62027359008789
2016-10-13,63.261573791503906
2016-10-14,63.82350540161133
2016-10-17,63.36918640136719
2016-10-18,64.19416046142578
2016-10-19,64.48110961914062
2016-10-20,64.34960174560547
2016-10-21,64.68440246582031
2016-10-24,64.85176086425781
2016-10-25,64.69634246826172
2016-10-26,64.27784729003906
2016-10-27,65.23439025878906
2016-10-28,64.46917724609375
2016-10-31,64.33766174316406
2016-11-01,64.3017807006836
2016-11-02,64.08655548095703
2016-11-03,63.680049896240234
2016-11-04,63.52461624145508
2016-11-07,64.14633178710938
2016-11-08,63.88331985473633
2016-11-09,64.40939331054688
2016-11-10,64.74419403076172
2016-11-11,64.14633178710938
2016-11-14,63.91917037963867
2016-11-15,63.57242965698242
2016-11-16,63.58440017700195
2016-11-17,63.79960632324219
2016-11-18,63.644195556640625
2016-11-21,64.56481170654297
2016-11-22,64.9593734741211
2016-11-23,64.64851379394531
2016-11-25,64.78003692626953
2016-11-28,64.94741821289062
2016-11-29,64.55287170410156
2016-11-30,66.62135314941406
2016-12-01,67.08763885498047
2016-12-02,66.26265716552734
2016-12-05,67.02786254882812
2016-12-06,67.21915435791016
2016-12-07,68.03218078613281
2016-12-08,68.66587829589844
2016-12-09,69.00067901611328
2016-12-12,69.67024230957031
2016-12-13,69.52674865722656
2016-12-14,68.94087982177734
2016-12-15,69.76587677001953
2016-12-16,69.83760833740234
2016-12-19,70.2800064086914
2016-12-20,70.30389404296875
2016-12-21,70.63871002197266
2016-12-22,70.24413299560547
2016-12-23,70.41284942626953
2016-12-27,70.40081024169922
2016-12-28,69.77415466308594
2016-12-29,69.19570922851562
2016-12-30,68.95469665527344
2017-01-03,69.41262817382812
2017-01-04,69.96695709228516
2017-01-05,69.65363311767578
2017-01-06,69.21981048583984
2017-01-09,69.64159393310547
2017-01-10,69.49698638916016
2017-01-11,70.20799255371094
2017-01-12,70.24413299560547
2017-01-13,69.65363311767578
2017-01-17,69.08726501464844
2017-01-18,69.54518127441406
2017-01-19,68.79804992675781
2017-01-20,69.14749908447266
2017-01-23,68.85829162597656
2017-01-24,71.87098693847656
2017-01-25,72.5578842163086
2017-01-26,74.01602935791016
2017-01-27,73.88347625732422
2017-01-30,72.48558807373047
2017-01-31,71.85894012451172
2017-02-01,72.6663589477539
2017-02-02,72.1361083984375
2017-02-03,72.5578842163086
2017-02-06,72.32892608642578
2017-02-07,72.05175018310547
2017-02-08,71.97944641113281
2017-02-09,72.6181411743164
2017-02-10,73.7388687133789
2017-02-13,74.18473052978516
2017-02-14,74.3775634765625
2017-02-15,73.63042449951172
2017-02-16,74.00398254394531
2017-02-17,73.8232192993164
2017-02-21,73.77503204345703
2017-02-22,76.72747039794922
2017-02-23,76.365966796875
2017-02-24,76.58287048339844
2017-02-27,75.81160736083984
2017-02-28,75.0282974243164
2017-03-01,76.47440338134766
2017-03-02,76.34183502197266
2017-03-03,76.23336791992188
2017-03-06,76.5346450805664
2017-03-07,76.10082244873047
2017-03-08,76.25747680664062
2017-03-09,76.57080841064453
2017-03-10,76.93231964111328
2017-03-13,77.25769805908203
2017-03-14,76.73950958251953
2017-03-15,77.65538024902344
2017-03-16,76.95642852783203
2017-03-17,77.16130065917969
2017-03-20,77.72769927978516
2017-03-21,76.0164566040039
2017-03-22,75.66702270507812
2017-03-23,76.9202651977539
2017-03-24,76.0164566040039
2017-03-27,77.14923095703125
2017-03-28,78.33021545410156
2017-03-29,78.18455505371094
2017-03-30,77.89330291748047
2017-03-31,77.11656951904297
2017-04-03,76.53399658203125
2017-04-04,76.70392608642578
2017-04-05,77.09227752685547
2017-04-06,77.20149993896484
2017-04-07,76.6917495727539
2017-04-10,76.78885650634766
2017-04-11,75.84217071533203
2017-04-12,75.15042877197266
2017-04-13,74.10665893554688
2017-04-17,74.9197769165039
2017-04-18,74.61638641357422
2017-04-19,74.70137023925781
2017-04-20,75.1746826171875
2017-04-21,75.44171142578125
2017-04-24,76.24271392822266
2017-04-25,78.65792083740234
2017-04-26,78.07534790039062
2017-04-27,76.6917495727539
2017-04-28,76.21841430664062
2017-05-01,75.87861633300781
2017-05-02,75.87861633300781
2017-05-03,74.89553833007812
2017-05-04,74.54357147216797
2017-05-05,76.57041931152344
2017-05-08,75.6965560913086
2017-05-09,75.04117584228516
2017-05-10,74.89553833007812
2017-05-11,75.07757568359375
2017-05-12,75.2960433959961
2017-05-15,75.73297882080078
2017-05-16,75.61158752441406
2017-05-17,73.06288146972656
2017-05-18,73.52411651611328
2017-05-19,74.38581085205078
2017-05-22,74.00956726074219
2017-05-23,73.76681518554688
2017-05-24,74.5799789428711
2017-05-25,73.60904693603516
2017-05-26,74.10665893554688
2017-05-30,73.90032958984375
2017-05-31,75.19896697998047
2017-06-01,76.16987609863281
2017-06-02,76.5218505859375
2017-06-05,76.71603393554688
2017-06-06,77.34715270996094
2017-06-07,77.65058135986328
2017-06-08,77.638427734375
2017-06-09,78.57294464111328
2017-06-12,77.68698120117188
2017-06-13,79.20408630371094
2017-06-14,78.31806945800781
2017-06-15,77.79622650146484
2017-06-16,78.1481704711914
2017-06-19,79.15550994873047
2017-06-20,79.00987243652344
2017-06-21,77.28645324707031
2017-06-22,77.46852111816406
2017-06-23,77.03160095214844
2017-06-26,77.15298461914062
2017-06-27,76.57041931152344
2017-06-28,77.3283920288086
2017-06-29,76.668212890625
2017-06-30,77.10835266113281
2017-07-03,78.17198181152344
2017-07-05,77.53621673583984
2017-07-06,77.70738220214844
2017-07-07,78.11085510253906
2017-07-10,78.881103515625
2017-07-11,78.91776275634766
2017-07-12,81.03282928466797
2017-07-13,80.21370697021484
2017-07-14,80.98394012451172
2017-07-17,80.83722686767578
2017-07-18,80.3848648071289
2017-07-19,81.63189697265625
2017-07-20,81.16731262207031
2017-07-21,80.8616714477539
2017-07-24,80.95947265625
2017-07-25,81.72969055175781
2017-07-26,81.2039794921875
2017-07-27,81.3763427734375
2017-07-28,80.85929107666016
2017-07-31,79.08648681640625
2017-08-01,79.64048767089844
2017-08-02,79.16036224365234
2017-08-03,78.08928680419922
2017-08-04,78.92644500732422
2017-08-07,78.6432876586914
2017-08-08,78.0646743774414
2017-08-09,78.17545318603516
2017-08-10,77.69532775878906
2017-08-11,77.8799819946289
2017-08-14,78.0646743774414
2017-08-15,78.38475799560547
2017-08-16,78.71714782714844
2017-08-17,77.7815170288086
2017-08-18,78.05236053466797
2017-08-21,78.61865997314453
2017-08-22,79.75129699707031
2017-08-23,79.50508880615234
2017-08-24,79.22193145751953
2017-08-25,79.45580291748047
2017-08-28,79.61587524414062
2017-08-29,79.0618667602539
2017-08-30,79.89903259277344
2017-08-31,82.05345916748047
2017-09-01,82.70596313476562
2017-09-05,79.99751281738281
2017-09-06,79.86209106445312
2017-09-07,79.62816619873047
2017-09-08,79.83745574951172
2017-09-11,82.29967498779297
2017-09-12,84.35565185546875
2017-09-13,85.5621109008789
2017-09-14,86.20231628417969
