,MS
2014-08-12,24.33931541442871
2014-08-13,24.346927642822266
2014-08-14,24.460975646972656
2014-08-15,24.498991012573242
2014-08-18,24.79553985595703
2014-08-19,24.73470687866211
2014-08-20,24.7423095703125
2014-08-21,25.114891052246094
2014-08-22,25.449453353881836
2014-08-25,26.004520416259766
2014-08-26,26.15659523010254
2014-08-27,25.951297760009766
2014-08-28,25.8980712890625
2014-08-29,26.08816146850586
2014-09-02,26.27063751220703
2014-09-03,26.27825164794922
2014-09-04,26.38469886779785
2014-09-05,26.331480026245117
2014-09-08,26.506364822387695
2014-09-09,25.784011840820312
2014-09-10,26.103376388549805
2014-09-11,26.40751838684082
2014-09-12,26.62040901184082
2014-09-15,26.772485733032227
2014-09-16,26.696449279785156
2014-09-17,27.03861427307129
2014-09-18,27.47202491760254
2014-09-19,27.19068717956543
2014-09-22,26.749677658081055
2014-09-23,26.62801170349121
2014-09-24,26.59760093688965
2014-09-25,26.019733428955078
2014-09-26,26.346683502197266
2014-09-29,26.232627868652344
2014-09-30,26.285852432250977
2014-10-01,25.822032928466797
2014-10-02,26.06534767150879
2014-10-03,26.650835037231445
2014-10-06,26.605209350585938
2014-10-07,25.867658615112305
2014-10-08,26.232627868652344
2014-10-09,25.3201904296875
2014-10-10,25.04646110534668
2014-10-13,24.97801971435547
2014-10-14,25.099685668945312
2014-10-15,24.79553985595703
2014-10-16,24.73470687866211
2014-10-17,25.259363174438477
2014-10-20,25.335399627685547
2014-10-21,25.8980712890625
2014-10-22,25.419036865234375
2014-10-23,25.822032928466797
2014-10-24,26.09576416015625
2014-10-27,25.822032928466797
2014-10-28,26.12617301940918
2014-10-29,26.225299835205078
2014-10-30,26.32445526123047
2014-10-31,26.652362823486328
2014-11-03,26.46933937072754
2014-11-04,26.431203842163086
2014-11-05,26.61423110961914
2014-11-06,26.926895141601562
2014-11-07,27.19379997253418
2014-11-10,27.361555099487305
2014-11-11,27.29292869567871
2014-11-12,27.430206298828125
2014-11-13,27.331064224243164
2014-11-14,27.216672897338867
2014-11-17,27.148038864135742
2014-11-18,27.048912048339844
2014-11-19,27.05652618408203
2014-11-20,26.98790740966797
2014-11-21,27.09465980529785
2014-11-24,27.163299560546875
2014-11-25,26.91926383972168
2014-11-26,26.78200340270996
2014-11-28,26.8277587890625
2014-12-01,26.766738891601562
2014-12-02,27.277685165405273
2014-12-03,27.849618911743164
2014-12-04,28.055517196655273
2014-12-05,28.398685455322266
2014-12-08,28.978252410888672
2014-12-09,29.054502487182617
2014-12-10,28.51306915283203
2014-12-11,28.52069664001465
2014-12-12,27.643720626831055
2014-12-15,27.39969825744629
2014-12-16,27.087034225463867
2014-12-17,28.009761810302734
2014-12-18,29.054502487182617
2014-12-19,29.36717414855957
2014-12-22,29.41292381286621
2014-12-23,29.702701568603516
2014-12-24,29.595937728881836
2014-12-26,29.52730941772461
2014-12-29,29.710325241088867
2014-12-30,29.740833282470703
2014-12-31,29.588314056396484
2015-01-02,29.519676208496094
2015-01-05,28.596952438354492
2015-01-06,27.77335548400879
2015-01-07,28.16991424560547
2015-01-08,28.589340209960938
2015-01-09,28.1241512298584
2015-01-12,27.735227584838867
2015-01-13,27.4759521484375
2015-01-14,26.850631713867188
2015-01-15,26.370206832885742
2015-01-16,26.606599807739258
2015-01-20,26.49984359741211
2015-01-21,26.484600067138672
2015-01-22,27.09465980529785
2015-01-23,26.804882049560547
2015-01-26,26.774372100830078
2015-01-27,26.431203842163086
2015-01-28,25.827024459838867
2015-01-29,26.285900115966797
2015-01-30,25.857620239257812
2015-02-02,26.324132919311523
2015-02-03,26.79831314086914
2015-02-04,26.591819763183594
2015-02-05,26.71419334411621
2015-02-06,27.371904373168945
2015-02-09,27.24954605102539
2015-02-10,27.654878616333008
2015-02-11,27.81547737121582
2015-02-12,28.220834732055664
2015-02-13,28.129053115844727
2015-02-17,28.236125946044922
2015-02-18,27.81547737121582
2015-02-19,27.784889221191406
2015-02-20,28.098453521728516
2015-02-23,27.738996505737305
2015-02-24,28.098453521728516
2015-02-25,27.983749389648438
2015-02-26,27.57839584350586
2015-02-27,27.371904373168945
2015-03-02,27.716054916381836
2015-03-03,27.394847869873047
2015-03-04,26.8365478515625
2015-03-05,27.16541290283203
2015-03-06,27.17306137084961
2015-03-09,27.280118942260742
2015-03-10,26.67594337463379
2015-03-11,26.729482650756836
2015-03-12,28.36613655090332
2015-03-13,27.80019187927246
2015-03-16,28.09081268310547
2015-03-17,27.953142166137695
2015-03-18,28.09081268310547
2015-03-19,27.616647720336914
2015-03-20,27.914907455444336
2015-03-23,27.76960563659668
2015-03-24,27.716054916381836
2015-03-25,27.111875534057617
2015-03-26,27.241891860961914
2015-03-27,27.402494430541992
2015-03-30,27.76960563659668
2015-03-31,27.295425415039062
2015-04-01,27.50957679748535
2015-04-02,27.57839584350586
2015-04-06,27.463674545288086
2015-04-07,27.48661994934082
2015-04-08,27.73134994506836
2015-04-09,28.021982192993164
2015-04-10,27.716054916381836
2015-04-13,27.76194953918457
2015-04-14,28.174938201904297
2015-04-15,28.595571517944336
2015-04-16,28.572628021240234
2015-04-17,28.106107711791992
2015-04-20,28.266704559326172
2015-04-21,28.106107711791992
2015-04-22,28.450258255004883
2015-04-23,28.587923049926758
2015-04-24,28.572628021240234
2015-04-27,28.335540771484375
2015-04-28,28.443052291870117
2015-04-29,28.78860092163086
2015-04-30,28.650388717651367
2015-05-01,28.80396270751953
2015-05-04,29.111125946044922
2015-05-05,28.75788688659668
2015-05-06,28.45073127746582
2015-05-07,28.826997756958008
2015-05-08,29.09576416015625
2015-05-11,29.372207641601562
2015-05-12,28.9652156829834
2015-05-13,29.011295318603516
2015-05-14,29.287731170654297
2015-05-15,29.065053939819336
2015-05-18,29.433635711669922
2015-05-19,29.71009063720703
2015-05-20,29.433635711669922
2015-05-21,29.210947036743164
2015-05-22,29.310779571533203
2015-05-26,29.018978118896484
2015-05-27,29.656328201293945
2015-05-28,29.740802764892578
2015-05-29,29.333812713623047
2015-06-01,29.6256160736084
2015-06-02,29.57954978942871
2015-06-03,29.955814361572266
2015-06-04,29.7177677154541
2015-06-05,30.17082977294922
2015-06-08,30.01724624633789
2015-06-09,30.047962188720703
2015-06-10,30.631561279296875
2015-06-11,30.6162052154541
2015-06-12,30.416553497314453
2015-06-15,30.35511016845703
2015-06-16,30.516374588012695
2015-06-17,30.393508911132812
2015-06-18,30.554771423339844
2015-06-19,30.232255935668945
2015-06-22,30.600849151611328
2015-06-23,30.877288818359375
2015-06-24,30.43959617614746
2015-06-25,30.11707878112793
2015-06-26,30.332082748413086
2015-06-29,29.418285369873047
2015-06-30,29.786884307861328
2015-07-01,30.224573135375977
2015-07-02,29.948139190673828
2015-07-06,29.83296012878418
2015-07-07,29.656328201293945
2015-07-08,29.018978118896484
2015-07-09,29.257022857666016
2015-07-10,29.671693801879883
2015-07-13,30.193876266479492
2015-07-14,30.49334716796875
2015-07-15,30.48566436767578
2015-07-16,30.64693260192871
2015-07-17,30.8696231842041
2015-07-20,30.74675178527832
2015-07-21,30.777475357055664
2015-07-22,31.130708694458008
2015-07-23,30.669965744018555
2015-07-24,30.40888214111328
2015-07-27,30.140108108520508
2015-07-28,30.140108108520508
2015-07-29,30.286569595336914
2015-07-30,30.29428482055664
2015-07-31,29.939685821533203
2015-08-03,29.87802505493164
2015-08-04,30.00135040283203
2015-08-05,30.06302833557129
2015-08-06,30.00906753540039
2015-08-07,29.739267349243164
2015-08-10,30.124692916870117
2015-08-11,29.230512619018555
2015-08-12,28.960716247558594
2015-08-13,29.09946060180664
2015-08-14,29.330717086791992
2015-08-17,29.40009117126465
2015-08-18,29.153430938720703
2015-08-19,28.860496520996094
2015-08-20,27.881526947021484
2015-08-21,26.37066650390625
2015-08-24,24.867517471313477
2015-08-25,24.482091903686523
2015-08-26,25.669198989868164
2015-08-27,26.440038681030273
2015-08-28,26.247337341308594
2015-08-31,26.555665969848633
2015-09-01,25.53043556213379
2015-09-02,26.046911239624023
2015-09-03,26.054624557495117
2015-09-04,25.58440589904785
2015-09-08,26.41693115234375
2015-09-09,26.016080856323242
2015-09-10,26.10858154296875
2015-09-11,26.201087951660156
2015-09-14,26.06233024597168
2015-09-15,26.655881881713867
2015-09-16,26.68671989440918
2015-09-17,26.247337341308594
2015-09-18,25.46106719970703
2015-09-21,25.700027465820312
2015-09-22,25.006267547607422
2015-09-23,24.91377067565918
2015-09-24,24.643978118896484
2015-09-25,24.81355857849121
2015-09-28,23.96562957763672
2015-09-29,23.903963088989258
2015-09-30,24.28167724609375
2015-10-01,24.28167724609375
2015-10-02,24.227718353271484
2015-10-05,24.890647888183594
2015-10-06,24.944602966308594
2015-10-07,25.38398551940918
2015-10-08,25.43023681640625
2015-10-09,25.222110748291016
2015-10-12,25.283775329589844
2015-10-13,25.137317657470703
2015-10-14,25.08335304260254
2015-10-15,25.908159255981445
2015-10-16,26.170251846313477
2015-10-19,24.91377067565918
2015-10-20,24.859811782836914
2015-10-21,24.266254425048828
2015-10-22,24.936891555786133
2015-10-23,25.14501953125
2015-10-26,25.091064453125
2015-10-27,24.844388961791992
2015-10-28,25.897645950317383
2015-10-29,25.97509002685547
2015-10-30,25.533653259277344
2015-11-02,25.92862319946289
2015-11-03,25.781478881835938
2015-11-04,25.866668701171875
2015-11-05,26.238405227661133
2015-11-06,27.42331886291504
2015-11-09,27.190980911254883
2015-11-10,27.29166603088379
2015-11-11,27.12127685546875
2015-11-12,26.50946807861328
2015-11-13,26.27712631225586
2015-11-16,26.370067596435547
2015-11-17,26.013818740844727
2015-11-18,26.524953842163086
2015-11-19,26.462987899780273
2015-11-20,26.261634826660156
2015-11-23,26.052536010742188
2015-11-24,26.013818740844727
2015-11-25,26.029300689697266
2015-11-27,26.16096305847168
2015-11-30,26.56366539001465
2015-12-01,27.31488609313965
2015-12-02,27.020599365234375
2015-12-03,26.679834365844727
2015-12-04,27.353614807128906
2015-12-07,26.857975006103516
2015-12-08,26.377809524536133
2015-12-09,25.84343719482422
2015-12-10,25.882160186767578
2015-12-11,24.84439468383789
2015-12-14,24.689504623413086
2015-12-15,25.43297576904297
2015-12-16,26.029300689697266
2015-12-17,25.076736450195312
2015-12-18,24.232576370239258
2015-12-21,24.534616470336914
2015-12-22,24.952816009521484
2015-12-23,25.24709701538086
2015-12-24,25.154170989990234
2015-12-28,24.914093017578125
2015-12-29,25.208385467529297
2015-12-30,24.960554122924805
2015-12-31,24.635290145874023
2016-01-04,24.379722595214844
2016-01-05,24.224834442138672
2016-01-06,23.62076187133789
2016-01-07,22.44359588623047
2016-01-08,21.978923797607422
2016-01-11,22.04088020324707
2016-01-12,22.04088020324707
2016-01-13,20.82499885559082
2016-01-14,21.026350021362305
2016-01-15,20.112489700317383
2016-01-19,20.337085723876953
2016-01-20,19.54714012145996
2016-01-21,19.19089698791504
2016-01-22,19.833694458007812
2016-01-25,19.345794677734375
2016-01-26,19.740760803222656
2016-01-27,19.764131546020508
2016-01-28,19.608325958251953
2016-01-29,20.161441802978516
2016-02-01,20.029006958007812
2016-02-02,19.08637046813965
2016-02-03,18.946144104003906
2016-02-04,19.48367691040039
2016-02-05,18.96951675415039
2016-02-08,17.660736083984375
2016-02-09,17.863285064697266
2016-02-10,17.684106826782227
2016-02-11,16.89728355407715
2016-02-12,17.987934112548828
2016-02-16,18.478723526000977
2016-02-17,18.876028060913086
2016-02-18,18.66568374633789
2016-02-19,18.696849822998047
2016-02-22,19.117530822753906
2016-02-23,18.470932006835938
2016-02-24,18.470932006835938
2016-02-25,19.18764877319336
2016-02-26,19.600528717041016
2016-02-29,19.242176055908203
2016-03-01,20.325037002563477
2016-03-02,20.340620040893555
2016-03-03,20.36398696899414
2016-03-04,20.356199264526367
2016-03-07,20.325037002563477
2016-03-08,19.48367691040039
2016-03-09,19.172060012817383
2016-03-10,19.20322608947754
2016-03-11,20.254920959472656
2016-03-14,20.18480682373047
2016-03-15,19.810874938964844
2016-03-16,19.600528717041016
2016-03-17,20.138065338134766
2016-03-18,20.47305679321289
2016-03-21,20.208179473876953
2016-03-22,20.130279541015625
2016-03-23,19.686229705810547
2016-03-24,19.421348571777344
2016-03-28,19.257761001586914
2016-03-29,19.304502487182617
2016-03-30,19.53041648864746
2016-03-31,19.48367691040039
2016-04-01,19.888778686523438
2016-04-04,19.507051467895508
2016-04-05,18.992883682250977
2016-04-06,19.024044036865234
2016-04-07,18.478723526000977
2016-04-08,18.502090454101562
2016-04-11,18.782548904418945
2016-04-12,19.148693084716797
2016-04-13,20.161441802978516
2016-04-14,20.387357711791992
2016-04-15,20.067956924438477
2016-04-18,20.044588088989258
2016-04-19,20.613279342651367
2016-04-20,21.353364944458008
2016-04-21,21.236509323120117
2016-04-22,21.57928466796875
2016-04-25,21.446847915649414
2016-04-26,21.462430953979492
2016-04-27,21.564258575439453
2016-04-28,21.32926368713379
2016-04-29,21.196104049682617
2016-05-02,21.352766036987305
2016-05-03,21.06294822692871
2016-05-04,20.58513832092285
2016-05-05,20.498971939086914
2016-05-06,20.561628341674805
2016-05-09,20.44413948059082
2016-05-10,20.85928726196289
2016-05-11,20.647798538208008
2016-05-12,20.54596519470215
2016-05-13,20.279640197753906
2016-05-16,20.530303955078125
2016-05-17,20.491138458251953
2016-05-18,21.33710479736328
2016-05-19,20.843618392944336
2016-05-20,20.968948364257812
2016-05-23,21.01594352722168
2016-05-24,21.470260620117188
2016-05-25,21.760086059570312
2016-05-26,21.47810173034668
2016-05-27,21.564258575439453
2016-05-31,21.438934326171875
2016-06-01,21.53292465209961
2016-06-02,21.368432998657227
2016-06-03,20.788787841796875
2016-06-06,21.031604766845703
2016-06-07,20.77312469482422
2016-06-08,20.788787841796875
2016-06-09,20.428470611572266
2016-06-10,20.0054874420166
2016-06-13,19.786169052124023
2016-06-14,19.26918601989746
2016-06-15,19.36318588256836
2016-06-16,19.637338638305664
2016-06-17,19.825332641601562
2016-06-20,20.287479400634766
2016-06-21,20.5224666595459
2016-06-22,20.671295166015625
2016-06-23,21.376266479492188
2016-06-24,19.206523895263672
2016-06-27,18.49371910095215
2016-06-28,19.277021408081055
2016-06-29,19.762670516967773
2016-06-30,20.350141525268555
2016-07-01,20.303144454956055
2016-07-05,19.582502365112305
2016-07-06,19.700002670288086
2016-07-07,20.122982025146484
2016-07-08,20.655624389648438
2016-07-11,20.726125717163086
2016-07-12,21.438934326171875
2016-07-13,21.274431228637695
2016-07-14,21.932409286499023
2016-07-15,21.940242767333984
2016-07-18,22.096899032592773
2016-07-19,22.081239700317383
2016-07-20,22.54338264465332
2016-07-21,22.613880157470703
2016-07-22,22.653047561645508
2016-07-25,22.817541122436523
2016-07-26,22.895870208740234
2016-07-27,22.887977600097656
2016-07-28,22.76178741455078
2016-07-29,22.65926170349121
2016-08-01,22.477859497070312
2016-08-02,22.083511352539062
2016-08-03,22.414764404296875
2016-08-04,22.30434226989746
2016-08-05,22.880094528198242
2016-08-08,22.96685218811035
2016-08-09,23.140363693237305
2016-08-10,22.958967208862305
2016-08-11,23.171913146972656
2016-08-12,23.006284713745117
2016-08-15,23.392744064331055
2016-08-16,23.85807991027832
2016-08-17,23.952722549438477
2016-08-18,24.094682693481445
2016-08-19,24.094682693481445
2016-08-22,24.134122848510742
2016-08-23,24.228769302368164
2016-08-24,24.378616333007812
2016-08-25,24.42593765258789
2016-08-26,24.575796127319336
2016-08-29,24.772966384887695
2016-08-30,25.38814353942871
2016-08-31,25.28561782836914
2016-09-01,25.167314529418945
2016-09-02,25.151538848876953
2016-09-06,25.04112434387207
2016-09-07,24.993803024291992
2016-09-08,25.269845962524414
2016-09-09,24.91493034362793
2016-09-12,25.427579879760742
2016-09-13,24.81240463256836
2016-09-14,24.891271591186523
2016-09-15,25.198862075805664
2016-09-16,24.91493034362793
2016-09-19,24.922822952270508
2016-09-20,25.00168800354004
2016-09-21,25.175201416015625
2016-09-22,25.427579879760742
2016-09-23,25.167314529418945
2016-09-26,24.47325897216797
2016-09-27,24.725643157958984
2016-09-28,25.05689811706543
2016-09-29,24.48114585876465
2016-09-30,25.28561782836914
2016-10-03,25.198862075805664
2016-10-04,25.269845962524414
2016-10-05,25.67997169494629
2016-10-06,25.545886993408203
2016-10-07,25.482791900634766
2016-10-10,25.67997169494629
2016-10-11,25.380264282226562
2016-10-12,25.167314529418945
2016-10-13,25.025344848632812
2016-10-14,25.29350471496582
2016-10-17,25.07267189025879
2016-10-18,25.49068260192871
2016-10-19,25.971790313720703
2016-10-20,25.94812774658203
2016-10-21,26.3740177154541
2016-10-24,26.32670021057129
2016-10-25,26.303035736083984
2016-10-26,26.492328643798828
2016-10-27,26.83349609375
2016-10-28,26.595470428466797
2016-10-31,26.635135650634766
2016-11-01,26.46852684020996
2016-11-02,26.119413375854492
2016-11-03,26.032142639160156
2016-11-04,26.00834083557129
2016-11-07,26.97631072998047
2016-11-08,27.055648803710938
2016-11-09,28.975730895996094
2016-11-10,30.165870666503906
2016-11-11,30.53875732421875
2016-11-14,31.221101760864258
2016-11-15,31.736835479736328
2016-11-16,31.094161987304688
2016-11-17,31.713037490844727
2016-11-18,32.07801055908203
2016-11-21,32.18115997314453
2016-11-22,32.1652717590332
2016-11-23,32.5620002746582
2016-11-25,32.60960006713867
2016-11-28,32.08594512939453
2016-11-29,32.2128791809082
2016-11-30,32.81588363647461
2016-12-01,33.45062255859375
2016-12-02,33.18879699707031
2016-12-05,33.39507293701172
2016-12-06,33.72832107543945
2016-12-07,33.831459045410156
2016-12-08,34.57727813720703
2016-12-09,34.6963005065918
2016-12-12,34.10122299194336
2016-12-13,33.76799392700195
2016-12-14,34.00602722167969
2016-12-15,34.12502670288086
2016-12-16,33.88701629638672
2016-12-19,33.98222351074219
2016-12-20,34.5138053894043
2016-12-21,34.410667419433594
2016-12-22,33.95047378540039
2016-12-23,34.16470718383789
2016-12-27,34.21229934692383
2016-12-28,33.81560516357422
2016-12-29,33.442691802978516
2016-12-30,33.52202224731445
2017-01-03,34.15675735473633
2017-01-04,34.6090202331543
2017-01-05,34.29165267944336
2017-01-06,34.79151153564453
2017-01-09,33.88701629638672
2017-01-10,34.16470718383789
2017-01-11,34.64869689941406
2017-01-12,34.616947174072266
2017-01-13,34.7597770690918
2017-01-17,33.442691802978516
2017-01-18,34.00602722167969
2017-01-19,33.68071746826172
2017-01-20,33.79179382324219
2017-01-23,33.29194259643555
2017-01-24,33.90287399291992
2017-01-25,34.7994384765625
2017-01-26,34.92639923095703
2017-01-27,34.790897369384766
2017-01-30,34.368446350097656
2017-01-31,33.8663215637207
2017-02-01,34.03370666503906
2017-02-02,33.579383850097656
2017-02-03,35.41258239746094
2017-02-06,35.571990966796875
2017-02-07,35.763275146484375
2017-02-08,34.99811553955078
2017-02-09,35.747337341308594
2017-02-10,35.627784729003906
2017-02-13,36.07412338256836
2017-02-14,36.695831298828125
2017-02-15,37.054500579833984
2017-02-16,36.75162887573242
2017-02-17,36.78349685668945
2017-02-21,37.11028289794922
2017-02-22,37.078399658203125
2017-02-23,37.126220703125
2017-02-24,36.28933334350586
2017-02-27,36.53641891479492
2017-02-28,36.40092086791992
2017-03-01,37.3095588684082
2017-03-02,36.887115478515625
2017-03-03,37.32549285888672
2017-03-06,37.11824417114258
2017-03-07,36.92696762084961
2017-03-08,36.974788665771484
2017-03-09,37.205928802490234
2017-03-10,37.054500579833984
2017-03-13,36.87116622924805
2017-03-14,36.81537628173828
2017-03-15,36.54438400268555
2017-03-16,36.92696762084961
2017-03-17,35.88283920288086
2017-03-20,35.540103912353516
2017-03-21,34.00181198120117
2017-03-22,33.64314651489258
2017-03-23,33.94602584838867
2017-03-24,33.8424072265625
2017-03-27,33.141014099121094
2017-03-28,33.8663215637207
2017-03-29,34.11339569091797
2017-03-30,34.615543365478516
2017-03-31,34.145286560058594
2017-04-03,34.04167938232422
2017-04-04,33.88226318359375
2017-04-05,33.2685432434082
2017-04-06,33.5474967956543
2017-04-07,33.43592071533203
2017-04-10,33.40403366088867
2017-04-11,33.141014099121094
2017-04-12,32.734519958496094
2017-04-13,32.43163299560547
2017-04-17,33.06927490234375
2017-04-18,32.84611129760742
2017-04-19,33.50765609741211
2017-04-20,33.874290466308594
2017-04-21,33.31636428833008
2017-04-24,34.71915817260742
2017-04-25,35.285064697265625
2017-04-26,35.36475372314453
2017-04-27,34.860347747802734
2017-04-28,34.7242317199707
2017-05-01,35.020484924316406
2017-05-02,34.708221435546875
2017-05-03,34.81230545043945
2017-05-04,34.65216827392578
2017-05-05,34.49204635620117
2017-05-08,34.44401931762695
2017-05-09,34.291893005371094
2017-05-10,34.508060455322266
2017-05-11,34.323917388916016
2017-05-12,34.21182632446289
2017-05-15,34.77228927612305
2017-05-16,34.73225402832031
2017-05-17,32.80268096923828
2017-05-18,33.07489776611328
2017-05-19,33.46721267700195
2017-05-22,33.355125427246094
2017-05-23,33.963619232177734
2017-05-24,34.13175582885742
2017-05-25,34.13175582885742
2017-05-26,34.29990005493164
2017-05-30,33.851539611816406
2017-05-31,33.419185638427734
2017-06-01,34.11574935913086
2017-06-02,34.04368591308594
2017-06-05,34.339927673339844
2017-06-06,34.37996292114258
2017-06-07,34.65216827392578
2017-06-08,35.308712005615234
2017-06-09,35.957252502441406
2017-06-12,35.909202575683594
2017-06-13,36.14939880371094
2017-06-14,35.957252502441406
2017-06-15,35.781097412109375
2017-06-16,35.61295700073242
2017-06-19,36.60577392578125
2017-06-20,36.42963409423828
2017-06-21,35.957252502441406
2017-06-22,35.717044830322266
2017-06-23,34.98044204711914
2017-06-26,35.2286491394043
2017-06-27,35.404781341552734
2017-06-28,35.48487091064453
2017-06-29,35.82914352416992
2017-06-30,35.67702102661133
2017-07-03,36.5177001953125
2017-07-05,36.95805358886719
2017-07-06,36.93403244018555
2017-07-07,36.86997985839844
2017-07-10,36.82194519042969
2017-07-11,36.41360855102539
2017-07-12,35.99727249145508
2017-07-13,36.445640563964844
2017-07-14,36.18943786621094
2017-07-17,36.29352569580078
2017-07-18,36.14139175415039
2017-07-19,37.32635498046875
2017-07-20,37.23828125
2017-07-21,37.302345275878906
2017-07-24,37.39842224121094
2017-07-25,38.118995666503906
2017-07-26,37.79873275756836
2017-07-27,37.90337371826172
2017-07-28,37.55726623535156
2017-07-31,37.750450134277344
2017-08-01,37.999969482421875
2017-08-02,38.096553802490234
2017-08-03,38.04021072387695
2017-08-04,38.70024871826172
2017-08-07,38.885379791259766
2017-08-08,38.57950210571289
2017-08-09,38.3541374206543
2017-08-10,37.26750946044922
2017-08-11,36.74429702758789
2017-08-14,37.436527252197266
2017-08-15,37.37213134765625
2017-08-16,37.03407669067383
2017-08-17,36.29356002807617
2017-08-18,36.535030364990234
2017-08-21,35.96354293823242
2017-08-22,36.679908752441406
2017-08-23,36.86504364013672
2017-08-24,37.02602767944336
2017-08-25,36.97773361206055
2017-08-28,36.60746765136719
2017-08-29,36.5028190612793
2017-08-30,36.75235366821289
2017-08-31,36.623573303222656
2017-09-01,37.178958892822266
2017-09-05,36.132572174072266
2017-09-06,36.2774543762207
2017-09-07,35.47254943847656
2017-09-08,35.42424774169922
2017-09-11,36.34989929199219
2017-09-12,36.82479476928711
2017-09-13,37.20310974121094
2017-09-14,37.36408233642578
