,ICE
2014-04-25,35.27037811279297
2014-04-28,35.120548248291016
2014-04-29,35.427162170410156
2014-04-30,35.6170654296875
2014-05-01,35.79824447631836
2014-05-02,35.244232177734375
2014-05-05,35.239009857177734
2014-05-06,34.53168869018555
2014-05-07,35.148414611816406
2014-05-08,33.47418212890625
2014-05-09,32.79298400878906
2014-05-12,33.33828353881836
2014-05-13,33.24420928955078
2014-05-14,33.420169830322266
2014-05-15,32.9393310546875
2014-05-16,32.841766357421875
2014-05-19,33.37313461303711
2014-05-20,32.73202896118164
2014-05-21,33.4828987121582
2014-05-22,33.7720947265625
2014-05-23,33.56651306152344
2014-05-27,34.388832092285156
2014-05-28,34.11182403564453
2014-05-29,33.97244644165039
2014-05-30,34.216346740722656
2014-06-02,33.83134078979492
2014-06-03,33.937599182128906
2014-06-04,33.596134185791016
2014-06-05,33.17453384399414
2014-06-06,33.110076904296875
2014-06-09,32.91145706176758
2014-06-10,33.12226104736328
2014-06-11,32.812171936035156
2014-06-12,33.56913757324219
2014-06-13,33.78590393066406
2014-06-16,33.65654754638672
2014-06-17,34.030662536621094
2014-06-18,34.64603805541992
2014-06-19,34.432743072509766
2014-06-20,34.06562805175781
2014-06-23,34.64778518676758
2014-06-24,33.24746322631836
2014-06-25,32.854103088378906
2014-06-26,33.084869384765625
2014-06-27,32.854103088378906
2014-06-30,33.02369689941406
2014-07-01,32.572654724121094
2014-07-02,32.81740951538086
2014-07-03,33.266685485839844
2014-07-07,33.11284637451172
2014-07-08,32.41006088256836
2014-07-09,32.67580032348633
2014-07-10,32.0709228515625
2014-07-11,32.23699188232422
2014-07-14,32.60586929321289
2014-07-15,32.787681579589844
2014-07-16,33.01145553588867
2014-07-17,33.429283142089844
2014-07-18,33.97822189331055
2014-07-21,34.34010696411133
2014-07-22,34.78589630126953
2014-07-23,34.53064727783203
2014-07-24,34.2579345703125
2014-07-25,34.394290924072266
2014-07-28,34.26317596435547
2014-07-29,34.15827560424805
2014-07-30,34.27717208862305
2014-07-31,33.604103088378906
2014-08-01,33.59711456298828
2014-08-04,33.90653610229492
2014-08-05,33.418785095214844
2014-08-06,33.604103088378906
2014-08-07,32.92753219604492
2014-08-08,33.452003479003906
2014-08-11,33.10236740112305
2014-08-12,32.838375091552734
2014-08-13,32.81740951538086
2014-08-14,33.09536361694336
2014-08-15,32.796417236328125
2014-08-18,33.21598434448242
2014-08-19,32.4625244140625
2014-08-20,32.67580032348633
2014-08-21,32.965999603271484
2014-08-22,33.05865478515625
2014-08-25,33.140830993652344
2014-08-26,33.10935974121094
2014-08-27,32.89607620239258
2014-08-28,32.98698043823242
2014-08-29,33.04117965698242
2014-09-02,32.91880798339844
2014-09-03,32.401344299316406
2014-09-04,32.450279235839844
2014-09-05,32.63384246826172
2014-09-08,32.76844024658203
2014-09-09,32.71949768066406
2014-09-10,33.259700775146484
2014-09-11,33.27543640136719
2014-09-12,34.15078353881836
2014-09-15,34.3051643371582
2014-09-16,34.52442932128906
2014-09-17,35.40503692626953
2014-09-18,35.794464111328125
2014-09-19,35.750606536865234
2014-09-22,35.21732711791992
2014-09-23,34.998069763183594
2014-09-24,34.91737365722656
2014-09-25,34.31743240356445
2014-09-26,34.46477127075195
2014-09-29,34.242000579833984
2014-09-30,34.21567916870117
2014-10-01,34.04551696777344
2014-10-02,34.6858024597168
2014-10-03,34.806846618652344
2014-10-06,34.92613983154297
2014-10-07,34.44548416137695
2014-10-08,35.31907272338867
2014-10-09,35.61202621459961
2014-10-10,35.71552276611328
2014-10-13,34.84894943237305
2014-10-14,35.271724700927734
2014-10-15,35.58922576904297
2014-10-16,34.677040100097656
2014-10-17,34.48933029174805
2014-10-20,35.062957763671875
2014-10-21,34.99630355834961
2014-10-22,34.86122131347656
2014-10-23,35.63483428955078
2014-10-24,36.24003982543945
2014-10-27,36.07864761352539
2014-10-28,36.03303146362305
2014-10-29,36.12425994873047
2014-10-30,35.73832702636719
2014-10-31,36.538246154785156
2014-11-03,36.80137634277344
2014-11-04,38.15736389160156
2014-11-05,38.13984298706055
2014-11-06,38.578372955322266
2014-11-07,38.336299896240234
2014-11-10,38.47488021850586
2014-11-11,38.8099365234375
2014-11-12,38.80292892456055
2014-11-13,39.15550994873047
2014-11-14,39.04148483276367
2014-11-17,38.97834014892578
2014-11-18,38.583656311035156
2014-11-19,38.71872329711914
2014-11-20,38.56609344482422
2014-11-21,38.64329147338867
2014-11-24,38.894142150878906
2014-11-25,38.78187561035156
2014-11-26,38.736270904541016
2014-11-28,39.6431770324707
2014-12-01,39.26252365112305
2014-12-02,39.422149658203125
2014-12-03,39.702823638916016
2014-12-04,39.82914352416992
2014-12-05,39.429176330566406
2014-12-08,39.61687088012695
2014-12-09,39.37654113769531
2014-12-10,39.12746047973633
2014-12-11,39.54845428466797
2014-12-12,38.54391860961914
2014-12-15,38.612525939941406
2014-12-16,37.819091796875
2014-12-17,38.98372268676758
2014-12-18,39.405948638916016
2014-12-19,38.989017486572266
2014-12-22,39.5994873046875
2014-12-23,39.307430267333984
2014-12-24,39.00836944580078
2014-12-26,39.03475570678711
2014-12-29,39.07874298095703
2014-12-30,39.0189208984375
2014-12-31,38.57910919189453
2015-01-02,38.28881072998047
2015-01-05,38.4981689453125
2015-01-06,37.9475212097168
2015-01-07,38.484092712402344
2015-01-08,38.967899322509766
2015-01-09,38.99075698852539
2015-01-12,37.97038650512695
2015-01-13,36.856781005859375
2015-01-14,36.592872619628906
2015-01-15,36.18473434448242
2015-01-16,36.839168548583984
2015-01-20,36.587608337402344
2015-01-21,36.339542388916016
2015-01-22,37.68187713623047
2015-01-23,38.12519836425781
2015-01-26,38.308170318603516
2015-01-27,37.41973876953125
2015-01-28,36.14249801635742
2015-01-29,36.04221725463867
2015-01-30,36.193519592285156
2015-02-02,36.66500473022461
2015-02-03,37.18575668334961
2015-02-04,37.82436752319336
2015-02-05,39.73317337036133
2015-02-06,40.23809814453125
2015-02-09,40.29261779785156
2015-02-10,40.69198226928711
2015-02-11,40.7869758605957
2015-02-12,41.24264144897461
2015-02-13,41.029754638671875
2015-02-17,41.309486389160156
2015-02-18,41.302459716796875
2015-02-19,41.151153564453125
2015-02-20,41.346431732177734
2015-02-23,41.24086380004883
2015-02-24,41.436153411865234
2015-02-25,42.020240783691406
2015-02-26,41.911163330078125
2015-02-27,41.406246185302734
2015-03-02,42.102909088134766
2015-03-03,41.450233459472656
2015-03-04,40.98228073120117
2015-03-05,41.186336517333984
2015-03-06,40.53715133666992
2015-03-09,41.1546745300293
2015-03-10,40.102630615234375
2015-03-11,40.216976165771484
2015-03-12,40.598751068115234
2015-03-13,40.417022705078125
2015-03-16,41.09804153442383
2015-03-17,41.19682312011719
2015-03-18,40.8369255065918
2015-03-19,41.761390686035156
2015-03-20,41.759620666503906
2015-03-23,41.517921447753906
2015-03-24,41.33796691894531
2015-03-25,40.74517822265625
2015-03-26,40.53346633911133
2015-03-27,40.92688751220703
2015-03-30,41.456172943115234
2015-03-31,41.15448760986328
2015-04-01,40.73988342285156
2015-04-02,40.378204345703125
2015-04-06,40.459346771240234
2015-04-07,40.54404830932617
2015-04-08,40.66577911376953
2015-04-09,40.734580993652344
2015-04-10,40.91454315185547
2015-04-13,40.716941833496094
2015-04-14,40.379981994628906
2015-04-15,40.54052734375
2015-04-16,40.556400299072266
2015-04-17,39.46080780029297
2015-04-20,39.813663482666016
2015-04-21,39.54020309448242
2015-04-22,39.80306625366211
2015-04-23,39.72897720336914
2015-04-24,39.41141128540039
2015-04-27,39.29848861694336
2015-04-28,39.5702018737793
2015-04-29,39.65311050415039
2015-04-30,39.612518310546875
2015-05-01,39.84010696411133
2015-05-04,39.9759635925293
2015-05-05,40.96040725708008
2015-05-06,40.09415817260742
2015-05-07,41.122718811035156
2015-05-08,42.03130340576172
2015-05-11,42.34181213378906
2015-05-12,42.33123016357422
2015-05-13,42.35593032836914
2015-05-14,42.431793212890625
2015-05-15,42.124820709228516
2015-05-18,41.932518005371094
2015-05-19,41.962501525878906
2015-05-20,41.593780517578125
2015-05-21,41.521446228027344
2015-05-22,41.78960418701172
2015-05-26,41.22681427001953
2015-05-27,41.40324020385742
2015-05-28,41.7137451171875
2015-05-29,41.773738861083984
2015-06-01,41.554962158203125
2015-06-02,41.61846923828125
2015-06-03,41.32561111450195
2015-06-04,41.50909423828125
2015-06-05,41.733158111572266
2015-06-08,41.56024932861328
2015-06-09,41.79136276245117
2015-06-10,42.42473602294922
2015-06-11,42.69465637207031
2015-06-12,42.216835021972656
2015-06-15,41.997398376464844
2015-06-16,41.4824104309082
2015-06-17,41.46648406982422
2015-06-18,41.367374420166016
2015-06-19,40.5940055847168
2015-06-22,40.861228942871094
2015-06-23,40.678951263427734
2015-06-24,40.36039733886719
2015-06-25,40.301998138427734
2015-06-26,40.02413558959961
2015-06-29,39.33926010131836
2015-06-30,39.5728645324707
2015-07-01,39.94981002807617
2015-07-02,40.17987823486328
2015-07-06,39.70736312866211
2015-07-07,40.213504791259766
2015-07-08,39.2631721496582
2015-07-09,39.71798324584961
2015-07-10,40.60992431640625
2015-07-13,40.52675247192383
2015-07-14,40.3480110168457
2015-07-15,40.51259231567383
2015-07-16,41.11428451538086
2015-07-17,41.00811004638672
2015-07-20,40.970947265625
2015-07-21,41.00457000732422
2015-07-22,41.28596878051758
2015-07-23,40.67539596557617
2015-07-24,40.52851867675781
2015-07-27,40.08430862426758
2015-07-28,40.05776596069336
2015-07-29,40.29844284057617
2015-07-30,40.53560256958008
2015-07-31,40.35686492919922
2015-08-03,40.6824836730957
2015-08-04,40.81875228881836
2015-08-05,42.0380973815918
2015-08-06,41.942535400390625
2015-08-07,41.98677444458008
2015-08-10,42.54600143432617
2015-08-11,41.92484664916992
2015-08-12,41.79740905761719
2015-08-13,42.06818771362305
2015-08-14,42.58847427368164
2015-08-17,42.650428771972656
2015-08-18,43.19019317626953
2015-08-19,43.17779541015625
2015-08-20,43.23265838623047
2015-08-21,41.891204833984375
2015-08-24,39.806461334228516
2015-08-25,39.379974365234375
2015-08-26,40.58692169189453
2015-08-27,41.0523567199707
2015-08-28,41.13021469116211
2015-08-31,40.42233657836914
2015-09-01,39.73390579223633
2015-09-02,40.08608627319336
2015-09-03,40.51081466674805
2015-09-04,40.13563919067383
2015-09-08,41.50187301635742
2015-09-09,40.9143180847168
2015-09-10,41.61335754394531
2015-09-11,41.80625915527344
2015-09-14,41.46361541748047
2015-09-15,41.45475387573242
2015-09-16,41.444095611572266
2015-09-17,40.8688850402832
2015-09-18,40.524452209472656
2015-09-21,41.12629699707031
2015-09-22,40.20488739013672
2015-09-23,40.703758239746094
2015-09-24,40.245731353759766
2015-09-25,41.721046447753906
2015-09-28,40.47474670410156
2015-09-29,40.44100570678711
2015-09-30,41.719276428222656
2015-10-01,41.46183395385742
2015-10-02,41.09612274169922
2015-10-05,42.069026947021484
2015-10-06,41.94830322265625
2015-10-07,41.506229400634766
2015-10-08,41.57191848754883
2015-10-09,40.6380615234375
2015-10-12,41.43699264526367
2015-10-13,41.039302825927734
2015-10-14,40.71796798706055
2015-10-15,41.93762969970703
2015-10-16,42.23412322998047
2015-10-19,42.65665054321289
2015-10-20,42.899879455566406
2015-10-21,42.05480194091797
2015-10-22,43.62778091430664
2015-10-23,44.17105484008789
2015-10-26,43.92072677612305
2015-10-27,45.397823333740234
2015-10-28,45.74579620361328
2015-10-29,46.48612976074219
2015-10-30,44.810176849365234
2015-11-02,46.39912796020508
2015-11-03,46.24822235107422
2015-11-04,46.20383834838867
2015-11-05,46.42575454711914
2015-11-06,46.57133865356445
2015-11-09,46.39025115966797
2015-11-10,46.81455612182617
2015-11-11,46.866058349609375
2015-11-12,46.17366409301758
2015-11-13,45.88782501220703
2015-11-16,46.53227233886719
2015-11-17,46.50033187866211
2015-11-18,46.798583984375
2015-11-19,46.67964172363281
2015-11-20,46.78438949584961
2015-11-23,46.745323181152344
2015-11-24,46.008541107177734
2015-11-25,46.07246780395508
2015-11-27,46.20028305053711
2015-11-30,46.13105010986328
2015-12-01,46.32811737060547
2015-12-02,45.99080276489258
2015-12-03,45.06582260131836
2015-12-04,46.89445114135742
2015-12-07,46.81101608276367
2015-12-08,46.36894607543945
2015-12-09,44.788883209228516
2015-12-10,44.82081985473633
2015-12-11,43.30998992919922
2015-12-14,43.73383712768555
2015-12-15,44.520957946777344
2015-12-16,44.114933013916016
2015-12-17,44.230690002441406
2015-12-18,43.555755615234375
2015-12-21,44.065067291259766
2015-12-22,44.53699493408203
2015-12-23,44.69904327392578
2015-12-24,44.862884521484375
2015-12-28,45.30631637573242
2015-12-29,45.89934158325195
2015-12-30,45.755096435546875
2015-12-31,45.63576889038086
2016-01-04,44.768497467041016
2016-01-05,45.870845794677734
2016-01-06,45.461246490478516
2016-01-07,45.263572692871094
2016-01-08,44.56904983520508
2016-01-11,44.99111557006836
2016-01-12,45.210147857666016
2016-01-13,43.919036865234375
2016-01-14,44.5334358215332
2016-01-15,43.710689544677734
2016-01-19,44.348228454589844
2016-01-20,43.244102478027344
2016-01-21,43.110538482666016
2016-01-22,44.748924255371094
2016-01-25,44.301918029785156
2016-01-26,44.81302261352539
2016-01-27,45.01604080200195
2016-01-28,45.3294677734375
2016-01-29,46.978515625
2016-02-01,47.53770446777344
2016-02-02,47.10139846801758
2016-02-03,46.85030746459961
2016-02-04,43.82465362548828
2016-02-05,42.06163024902344
2016-02-08,42.558494567871094
2016-02-09,43.23876190185547
2016-02-10,42.10970687866211
2016-02-11,41.527374267578125
2016-02-12,42.077667236328125
2016-02-16,42.36436462402344
2016-02-17,43.87808609008789
2016-02-18,43.44355392456055
2016-02-19,44.17726516723633
2016-02-22,43.93506622314453
2016-02-23,43.03217315673828
2016-02-24,43.51123046875
2016-02-25,43.635894775390625
2016-02-26,42.72944641113281
2016-02-29,42.465885162353516
2016-03-01,41.32970428466797
2016-03-02,41.30834197998047
2016-03-03,42.1951904296875
2016-03-04,42.56203842163086
2016-03-07,41.72148895263672
2016-03-08,41.49888229370117
2016-03-09,40.95394515991211
2016-03-10,41.33504867553711
2016-03-11,42.0260124206543
2016-03-14,42.245845794677734
2016-03-15,42.278018951416016
2016-03-16,41.67033767700195
2016-03-17,42.19938278198242
2016-03-18,42.44780349731445
2016-03-21,42.37632369995117
2016-03-22,42.034950256347656
2016-03-23,42.278018951416016
2016-03-24,41.884830474853516
2016-03-28,42.0009880065918
2016-03-29,41.94379806518555
2016-03-30,41.681068420410156
2016-03-31,42.026004791259766
2016-04-01,42.12610626220703
2016-04-04,42.26908493041992
2016-04-05,42.39596939086914
2016-04-06,42.513938903808594
2016-04-07,41.91341018676758
2016-04-08,41.73646545410156
2016-04-11,41.55059814453125
2016-04-12,41.64353561401367
2016-04-13,42.4495964050293
2016-04-14,42.319122314453125
2016-04-15,42.62653350830078
2016-04-18,42.792755126953125
2016-04-19,43.26995086669922
2016-04-20,43.35932922363281
2016-04-21,42.9232292175293
2016-04-22,43.10017013549805
2016-04-25,42.96790313720703
2016-04-26,43.677452087402344
2016-04-27,43.51837921142578
2016-04-28,43.048336029052734
2016-04-29,42.89997863769531
2016-05-02,43.731082916259766
2016-05-03,43.06977844238281
2016-05-04,46.199302673339844
2016-05-05,45.400390625
2016-05-06,46.14033126831055
2016-05-09,46.55854034423828
2016-05-10,46.651485443115234
2016-05-11,46.210018157958984
2016-05-12,46.851654052734375
2016-05-13,46.46738815307617
2016-05-16,46.756927490234375
2016-05-17,46.036659240722656
2016-05-18,46.73012161254883
2016-05-19,46.58177185058594
2016-05-20,47.00358200073242
2016-05-23,47.18052291870117
2016-05-24,48.37977600097656
2016-05-25,48.25646209716797
2016-05-26,47.89899444580078
2016-05-27,48.29399490356445
2016-05-31,48.45662307739258
2016-06-01,48.09201431274414
2016-06-02,47.7631721496582
2016-06-03,47.453975677490234
2016-06-06,47.27345275878906
2016-06-07,47.414642333984375
2016-06-08,47.33064651489258
2016-06-09,46.91958236694336
2016-06-10,46.699729919433594
2016-06-13,46.56926727294922
2016-06-14,46.26622772216797
2016-06-15,45.999053955078125
2016-06-16,46.00442886352539
2016-06-17,45.48440933227539
2016-06-20,45.22262954711914
2016-06-21,45.00028991699219
2016-06-22,45.186771392822266
2016-06-23,45.912986755371094
2016-06-24,44.182621002197266
2016-06-27,43.431297302246094
2016-06-28,44.52867889404297
2016-06-29,45.32304763793945
2016-06-30,45.89684295654297
2016-07-01,45.3194580078125
2016-07-05,45.701377868652344
2016-07-06,45.70320129394531
2016-07-07,45.53822326660156
2016-07-08,46.0635986328125
2016-07-11,46.25189208984375
2016-07-12,46.70733642578125
2016-07-13,46.54595947265625
2016-07-14,47.07673263549805
2016-07-15,47.168174743652344
2016-07-18,47.14306640625
2016-07-19,47.3690071105957
2016-07-20,47.10542297363281
2016-07-21,47.058780670166016
2016-07-22,47.18967819213867
2016-07-25,47.232723236083984
2016-07-26,46.997833251953125
2016-07-27,47.34568786621094
2016-07-28,47.564449310302734
2016-07-29,47.374385833740234
2016-08-01,47.45149230957031
2016-08-02,47.32596206665039
2016-08-03,49.852474212646484
2016-08-04,49.909854888916016
2016-08-05,49.86144256591797
2016-08-08,49.63370895385742
2016-08-09,49.66421127319336
2016-08-10,49.639102935791016
2016-08-11,49.956478118896484
2016-08-12,49.96365737915039
2016-08-15,50.211116790771484
2016-08-16,49.86861801147461
2016-08-17,50.48006820678711
2016-08-18,50.451385498046875
2016-08-19,50.2667121887207
2016-08-22,50.11606979370117
2016-08-23,50.0067024230957
2016-08-24,49.69468688964844
2016-08-25,49.70186233520508
2016-08-26,49.79151916503906
2016-08-29,49.949317932128906
2016-08-30,50.20033645629883
2016-08-31,50.569732666015625
2016-09-01,50.987525939941406
2016-09-02,51.170433044433594
2016-09-06,51.0789680480957
2016-09-07,50.861995697021484
2016-09-08,50.66117477416992
2016-09-09,50.6109733581543
2016-09-12,51.10227584838867
2016-09-13,50.503395080566406
2016-09-14,50.32352066040039
2016-09-15,50.66884994506836
2016-09-16,50.629276275634766
2016-09-19,50.76416778564453
2016-09-20,50.39726257324219
2016-09-21,50.76597595214844
2016-09-22,50.4890022277832
2016-09-23,49.65987014770508
2016-09-26,49.287559509277344
2016-09-27,49.19583511352539
2016-09-28,48.733619689941406
2016-09-29,48.27317810058594
2016-09-30,48.44584274291992
2016-10-03,48.141876220703125
2016-10-04,48.1580696105957
2016-10-05,48.25699234008789
2016-10-06,48.15087127685547
2016-10-07,48.0771369934082
2016-10-10,48.27317810058594
2016-10-11,47.72461700439453
2016-10-12,48.08073043823242
2016-10-13,47.9422492980957
2016-10-14,48.7929573059082
2016-10-17,47.821739196777344
2016-10-18,48.138282775878906
2016-10-19,48.032169342041016
2016-10-20,47.66706848144531
2016-10-21,47.9008674621582
2016-10-24,47.93864822387695
2016-10-25,48.01057815551758
2016-10-26,47.899078369140625
2016-10-27,47.86131286621094
2016-10-28,48.17066955566406
2016-10-31,48.63108825683594
2016-11-01,47.31094741821289
2016-11-02,47.70123291015625
2016-11-03,48.46562576293945
2016-11-04,47.9943962097168
2016-11-07,48.94763946533203
2016-11-08,49.11848831176758
2016-11-09,51.56453323364258
2016-11-10,51.528560638427734
2016-11-11,50.584320068359375
2016-11-14,49.99079513549805
2016-11-15,49.90985870361328
2016-11-16,48.96562957763672
2016-11-17,49.37030029296875
2016-11-18,49.29835510253906
2016-11-21,49.6220817565918
2016-11-22,48.92964553833008
2016-11-23,48.85771179199219
2016-11-25,49.18144607543945
2016-11-28,48.632896423339844
2016-11-29,49.316341400146484
2016-11-30,49.8199348449707
2016-12-01,50.67424774169922
2016-12-02,50.944026947021484
2016-12-05,51.969200134277344
2016-12-06,52.661659240722656
2016-12-07,53.1292724609375
2016-12-08,53.47099685668945
2016-12-09,53.650856018066406
2016-12-12,53.58790588378906
2016-12-13,53.578887939453125
2016-12-14,52.640960693359375
2016-12-15,52.604896545410156
2016-12-16,52.235130310058594
2016-12-19,52.00065612792969
2016-12-20,52.37041473388672
2016-12-21,51.703041076660156
2016-12-22,51.65794372558594
2016-12-23,51.24309539794922
2016-12-27,51.65794372558594
2016-12-28,51.089786529541016
2016-12-29,50.94548034667969
2016-12-30,50.882354736328125
2017-01-03,50.70198059082031
2017-01-04,51.59482192993164
2017-01-05,51.37838363647461
2017-01-06,51.71206283569336
2017-01-09,51.42346954345703
2017-01-10,51.19800567626953
2017-01-11,51.261138916015625
2017-01-12,51.152923583984375
2017-01-13,51.25212478637695
2017-01-17,50.91842269897461
2017-01-18,51.68501281738281
2017-01-19,51.369346618652344
2017-01-20,51.76616668701172
2017-01-23,51.261138916015625
2017-01-24,51.82027816772461
2017-01-25,52.27119827270508
2017-01-26,52.46059036254883
2017-01-27,52.19906234741211
2017-01-30,52.25315856933594
2017-01-31,52.63194274902344
2017-02-01,52.6229248046875
2017-02-02,52.65900802612305
2017-02-03,52.794281005859375
2017-02-06,52.76721954345703
2017-02-07,54.04783630371094
2017-02-08,51.44150161743164
2017-02-09,51.928504943847656
2017-02-10,51.99163818359375
2017-02-13,53.236183166503906
2017-02-14,52.89348220825195
2017-02-15,53.2181510925293
2017-02-16,52.89348220825195
2017-02-17,52.66802215576172
2017-02-21,52.27119827270508
2017-02-22,52.063777923583984
2017-02-23,52.406471252441406
2017-02-24,52.57783889770508
2017-02-27,52.03672790527344
2017-02-28,51.522666931152344
2017-03-01,53.145999908447266
2017-03-02,52.7762451171875
2017-03-03,52.97465896606445
2017-03-06,53.22716522216797
2017-03-07,52.87543487548828
2017-03-08,53.56084442138672
2017-03-09,54.16508483886719
2017-03-10,54.345462799072266
2017-03-13,54.471717834472656
2017-03-14,54.48077392578125
2017-03-15,54.652687072753906
2017-03-16,55.69325637817383
2017-03-17,55.55754470825195
2017-03-20,55.195594787597656
2017-03-21,54.317901611328125
2017-03-22,54.109779357910156
2017-03-23,54.173118591308594
2017-03-24,54.1550178527832
2017-03-27,53.74783706665039
2017-03-28,54.13693618774414
2017-03-29,53.65736770629883
2017-03-30,54.317901611328125
2017-03-31,54.173118591308594
2017-04-03,53.675445556640625
2017-04-04,53.75688934326172
2017-04-05,54.26361846923828
2017-04-06,54.50790786743164
2017-04-07,54.996517181396484
2017-04-10,54.652687072753906
2017-04-11,54.55315017700195
2017-04-12,54.13693618774414
2017-04-13,53.76594543457031
2017-04-17,54.3812255859375
2017-04-18,54.535064697265625
2017-04-19,54.245513916015625
2017-04-20,54.86080551147461
2017-04-21,54.6617317199707
2017-04-24,54.81557083129883
2017-04-25,55.16844940185547
2017-04-26,55.28608322143555
2017-04-27,54.48077392578125
2017-04-28,54.471717834472656
2017-05-01,54.652687072753906
2017-05-02,54.85175323486328
2017-05-03,54.58935546875
2017-05-04,55.077972412109375
2017-05-05,54.70697021484375
2017-05-08,53.46733856201172
2017-05-09,53.304473876953125
2017-05-10,53.38589859008789
2017-05-11,53.449241638183594
2017-05-12,53.19588851928711
2017-05-15,53.6483154296875
2017-05-16,53.38589859008789
2017-05-17,52.54440689086914
2017-05-18,53.01491928100586
2017-05-19,53.675445556640625
2017-05-22,53.8021240234375
2017-05-23,54.173118591308594
2017-05-24,54.2364616394043
2017-05-25,54.68888473510742
2017-05-26,54.607444763183594
2017-05-30,54.435516357421875
2017-05-31,54.46266555786133
2017-06-01,54.5984001159668
2017-06-02,54.58029556274414
2017-06-05,55.8289794921875
2017-06-06,55.69325637817383
2017-06-07,57.56629180908203
2017-06-08,57.720115661621094
2017-06-09,57.88299560546875
2017-06-12,58.29921340942383
2017-06-13,58.32637405395508
2017-06-14,58.698509216308594
2017-06-15,58.644046783447266
2017-06-16,58.60774230957031
2017-06-19,58.789276123046875
2017-06-20,58.56235122680664
2017-06-21,58.35358428955078
2017-06-22,58.22652053833008
2017-06-23,58.34450912475586
2017-06-26,58.40805435180664
2017-06-27,59.34294891357422
2017-06-28,60.03276824951172
2017-06-29,59.76046371459961
2017-06-30,59.83307647705078
2017-07-03,60.52288818359375
2017-07-05,60.069068908691406
2017-07-06,59.87846374511719
2017-07-07,59.83307647705078
2017-07-10,59.45186996459961
2017-07-11,59.37924575805664
2017-07-12,59.7877082824707
2017-07-13,60.70443344116211
2017-07-14,59.49725341796875
2017-07-17,59.742313385009766
2017-07-18,59.651546478271484
2017-07-19,59.651546478271484
2017-07-20,59.76046371459961
2017-07-21,60.432132720947266
2017-07-24,60.58644485473633
2017-07-25,60.25060272216797
2017-07-26,60.21428680419922
2017-07-27,60.023685455322266
2017-07-28,60.24155044555664
2017-07-31,60.55012893676758
2017-08-01,61.0675048828125
2017-08-02,60.831512451171875
2017-08-03,59.134185791015625
2017-08-04,58.834659576416016
2017-08-07,58.426204681396484
2017-08-08,58.589595794677734
2017-08-09,59.66063690185547
2017-08-10,59.143253326416016
2017-08-11,59.007110595703125
2017-08-14,59.352020263671875
2017-08-15,59.77861404418945
2017-08-16,59.96015167236328
2017-08-17,59.134185791015625
2017-08-18,58.62588882446289
2017-08-21,58.589595794677734
2017-08-22,59.45186996459961
2017-08-23,59.01618194580078
2017-08-24,58.72573471069336
2017-08-25,59.37017822265625
2017-08-28,59.27033233642578
2017-08-29,58.834659576416016
2017-08-30,58.84372329711914
2017-08-31,58.698509216308594
2017-09-01,59.08879852294922
2017-09-05,58.95264434814453
2017-09-06,59.69692611694336
2017-09-07,58.362667083740234
2017-09-08,59.30663299560547
2017-09-11,59.64247131347656
2017-09-12,60.25060272216797
2017-09-13,60.10538101196289
2017-09-14,60.25103759765625
