,HWM
2017-05-09,26.36799430847168
2017-05-10,26.3873348236084
2017-05-11,26.31962203979492
2017-05-12,26.79359436035156
2017-05-15,27.18050765991211
2017-05-16,26.513084411621097
2017-05-17,25.961734771728516
2017-05-18,26.03911590576172
2017-05-19,26.677520751953125
2017-05-22,26.72588348388672
2017-05-23,26.958032608032227
2017-05-24,27.161157608032227
2017-05-25,26.31962203979492
2017-05-26,26.52275276184082
2017-05-30,26.32930374145508
2017-05-31,26.571125030517575
2017-06-01,27.054758071899418
2017-06-02,27.23854637145996
2017-06-05,26.571125030517575
2017-06-06,26.571125030517575
2017-06-07,26.0197696685791
2017-06-08,26.55177116394043
2017-06-09,26.464719772338867
2017-06-12,25.942386627197266
2017-06-13,26.754899978637695
2017-06-14,26.0197696685791
2017-06-15,25.826316833496097
2017-06-16,25.565149307250977
2017-06-19,25.739259719848633
2017-06-20,25.545804977416992
2017-06-21,24.491474151611328
2017-06-22,24.472124099731445
2017-06-23,24.704273223876953
2017-06-26,23.22433853149414
2017-06-27,21.12534523010254
2017-06-28,22.3441162109375
2017-06-29,22.073280334472656
2017-06-30,21.908838272094727
2017-07-03,22.09261703491211
2017-07-05,22.23771858215332
2017-07-06,22.170007705688477
2017-07-07,22.373132705688477
2017-07-10,23.050228118896484
2017-07-11,23.23401260375977
2017-07-12,23.398447036743164
2017-07-13,23.649938583374023
2017-07-14,23.59189796447754
2017-07-17,24.13357734680176
2017-07-18,24.06586647033691
2017-07-19,24.298015594482425
2017-07-20,23.94011688232422
2017-07-21,24.385066986083984
2017-07-24,24.34638404846191
2017-07-25,25.071840286254883
2017-07-26,24.75263404846191
2017-07-27,24.298015594482425
2017-07-28,24.13357734680176
2017-07-31,23.978816986083984
2017-08-01,24.278669357299805
2017-08-02,24.123531341552734
2017-08-03,24.55985450744629
2017-08-04,24.36593246459961
2017-08-07,24.56955337524414
2017-08-08,24.23019027709961
2017-08-09,23.90052604675293
2017-08-10,23.28968620300293
2017-08-11,23.260595321655273
2017-08-14,23.81326484680176
2017-08-15,23.997482299804688
2017-08-16,24.084753036499023
2017-08-17,23.54178047180176
2017-08-18,23.55147933959961
2017-08-21,23.735700607299805
2017-08-22,24.908905029296875
2017-08-23,24.792556762695312
2017-08-24,24.69559669494629
2017-08-25,24.48228645324707
2017-08-28,24.40472412109375
2017-08-29,24.579246520996097
2017-08-30,24.627723693847656
2017-08-31,24.69559669494629
2017-09-01,24.7343807220459
2017-09-05,23.648427963256836
2017-09-06,23.599952697753903
2017-09-07,23.52238655090332
2017-09-08,23.67752456665039
2017-09-11,24.22049140930176
2017-09-12,24.395023345947266
2017-09-13,24.48228645324707
2017-09-14,24.588939666748047
2017-09-15,24.56955337524414
2017-09-18,24.56955337524414
2017-09-19,25.151304244995117
2017-09-20,25.40340232849121
2017-09-21,25.9754638671875
2017-09-22,25.413097381591797
2017-09-25,25.335529327392575
2017-09-26,25.471275329589844
2017-09-27,25.57792854309082
2017-09-28,25.22887802124023
2017-09-29,24.123531341552734
2017-10-02,25.131914138793945
2017-10-03,25.335529327392575
2017-10-04,25.95606803894043
2017-10-05,26.03363800048828
2017-10-06,26.276037216186523
2017-10-09,26.557220458984375
2017-10-10,26.557220458984375
2017-10-11,26.51843643188477
2017-10-12,26.72204971313477
2017-10-13,26.33421516418457
2017-10-16,26.343910217285156
2017-10-17,26.023944854736328
2017-10-18,26.072420120239254
2017-10-19,25.868803024291992
2017-10-20,26.343910217285156
2017-10-23,23.609649658203125
2017-10-24,23.590259552001953
2017-10-25,24.094446182250977
2017-10-26,23.842348098754883
2017-10-27,23.861743927001953
2017-10-30,24.02657699584961
2017-10-31,24.356237411499023
2017-11-01,24.356237411499023
2017-11-02,24.531185150146484
2017-11-03,24.62837791442871
2017-11-06,24.890790939331055
2017-11-07,24.37567710876465
2017-11-08,24.08410263061523
2017-11-09,23.76336669921875
2017-11-10,23.559268951416016
2017-11-13,23.121904373168945
2017-11-14,22.548471450805664
2017-11-15,22.703981399536133
2017-11-16,23.06358337402344
2017-11-17,23.180219650268555
2017-11-20,23.219091415405273
2017-11-21,23.073307037353516
2017-11-22,23.083026885986328
2017-11-24,23.316286087036133
2017-11-27,22.946964263916016
2017-11-28,23.549545288085938
2017-11-29,23.394041061401367
2017-11-30,23.91887664794922
2017-12-01,23.811965942382812
2017-12-04,24.03550910949707
2017-12-05,23.549545288085938
2017-12-06,23.45235824584961
2017-12-07,23.89943504333496
2017-12-08,23.782808303833008
2017-12-11,23.743934631347656
2017-12-12,23.957752227783203
2017-12-13,24.472869873046875
2017-12-14,24.2882022857666
2017-12-15,24.589496612548828
2017-12-18,24.890790939331055
2017-12-19,24.910236358642575
2017-12-20,25.39618492126465
2017-12-21,26.04737091064453
2017-12-22,26.07653045654297
2017-12-26,26.30978775024414
2017-12-27,26.57221221923828
2017-12-28,26.844348907470703
2017-12-29,26.484739303588867
2018-01-02,26.98041343688965
2018-01-03,27.19423484802246
2018-01-04,28.496606826782227
2018-01-05,28.778459548950195
2018-01-08,28.924251556396484
2018-01-09,28.97284507751465
2018-01-10,28.953405380249023
2018-01-11,29.546276092529297
2018-01-12,29.97391700744629
2018-01-16,29.555994033813477
2018-01-17,29.682336807250977
2018-01-18,29.497678756713867
2018-01-19,29.3713321685791
2018-01-22,29.5754337310791
2018-01-23,29.44908332824707
2018-01-24,29.624027252197266
2018-01-25,29.61430931091309
2018-01-26,29.97391700744629
2018-01-29,29.41020774841309
2018-01-30,29.079753875732425
2018-01-31,29.215824127197266
2018-02-01,29.322948455810547
2018-02-02,28.34909439086914
2018-02-05,25.82678604125977
2018-02-06,24.619203567504883
2018-02-07,24.443906784057617
2018-02-08,23.810895919799805
2018-02-09,24.015409469604492
2018-02-12,24.190704345703125
2018-02-13,24.13226890563965
2018-02-14,24.813974380493164
2018-02-15,24.560768127441406
2018-02-16,24.697111129760746
2018-02-20,24.21017837524414
2018-02-21,24.015409469604492
2018-02-22,23.89854431152344
2018-02-23,24.473121643066406
2018-02-26,24.473121643066406
2018-02-27,24.09331321716309
2018-02-28,23.75246238708496
2018-03-01,23.392139434814453
2018-03-02,23.28501319885254
2018-03-05,23.69403648376465
2018-03-06,23.90827751159668
2018-03-07,23.976451873779297
2018-03-08,24.15174674987793
2018-03-09,24.531557083129883
2018-03-12,24.278345108032227
2018-03-13,24.297822952270508
2018-03-14,23.431093215942383
2018-03-15,23.606386184692383
2018-03-16,23.91802024841309
2018-03-19,23.401872634887695
2018-03-20,23.460304260253903
2018-03-21,23.528474807739254
2018-03-22,22.087162017822266
2018-03-23,22.155330657958984
2018-03-26,22.76886749267578
2018-03-27,22.447486877441406
2018-03-28,22.10663795471191
2018-03-29,22.43775177001953
2018-04-02,21.50284194946289
2018-04-03,21.765792846679688
2018-04-04,22.03846549987793
2018-04-05,22.476703643798828
2018-04-06,21.950822830200195
2018-04-09,22.174808502197266
2018-04-10,22.42801284790039
2018-04-11,22.35984230041504
2018-04-12,22.866249084472656
2018-04-13,22.622783660888672
2018-04-16,22.94415855407715
2018-04-17,23.129196166992188
2018-04-18,23.061023712158203
2018-04-19,22.914945602416992
2018-04-20,22.652000427246097
2018-04-23,21.4736270904541
2018-04-24,21.40545654296875
2018-04-25,21.571014404296875
2018-04-26,21.658666610717773
2018-04-27,21.853439331054688
2018-04-30,17.34445571899414
2018-05-01,17.217859268188477
2018-05-02,16.915964126586914
2018-05-03,16.544612884521484
2018-05-04,16.828012466430664
2018-05-07,17.160274505615234
2018-05-08,17.394807815551758
2018-05-09,17.609800338745117
2018-05-10,17.727069854736328
2018-05-11,17.80524253845215
2018-05-14,17.902969360351562
2018-05-15,17.570709228515625
2018-05-16,17.600025177001953
2018-05-17,17.736835479736328
2018-05-18,17.668432235717773
2018-05-21,18.02023696899414
2018-05-22,18.147279739379883
2018-05-23,18.215688705444336
2018-05-24,18.059329986572266
2018-05-25,18.010467529296875
2018-05-29,17.521846771240234
2018-05-30,17.707521438598633
2018-05-31,17.248218536376953
2018-06-01,17.345949172973633
2018-06-04,17.33616828918457
2018-06-05,17.316631317138672
2018-06-06,17.521846771240234
2018-06-07,17.54138946533203
2018-06-08,17.5316219329834
2018-06-11,17.746612548828125
2018-06-12,17.590253829956055
2018-06-13,17.560935974121094
2018-06-14,17.590253829956055
2018-06-15,17.130956649780273
2018-06-18,17.238449096679688
2018-06-19,17.003910064697266
2018-06-20,16.925737380981445
2018-06-21,16.573923110961914
2018-06-22,16.65210723876953
2018-06-25,16.485980987548828
2018-06-26,16.642333984375
2018-06-27,16.573923110961914
2018-06-28,16.603246688842773
2018-06-29,16.622791290283203
2018-07-02,16.4762020111084
2018-07-03,16.51529312133789
2018-07-05,16.681421279907227
2018-07-06,16.837778091430664
2018-07-09,17.385032653808594
2018-07-10,17.33616828918457
2018-07-11,16.700969696044922
2018-07-12,16.906185150146484
2018-07-13,16.984365463256836
2018-07-16,18.762939453125
2018-07-17,18.802030563354492
2018-07-18,19.232011795043945
2018-07-19,18.733623504638672
2018-07-20,18.59680938720703
2018-07-23,18.55771827697754
2018-07-24,18.987699508666992
2018-07-25,18.82156753540039
2018-07-26,20.893312454223633
2018-07-27,20.932403564453125
2018-07-30,20.385154724121097
2018-07-31,21.19625663757324
2018-08-01,20.92262840270996
2018-08-02,20.648231506347656
2018-08-03,20.80502700805664
2018-08-06,20.756032943725582
2018-08-07,20.530637741088867
2018-08-08,20.491437911987305
2018-08-09,20.35424041748047
2018-08-10,20.3934383392334
2018-08-13,20.001441955566406
2018-08-14,20.27584648132324
2018-08-15,19.93284797668457
2018-08-16,20.285642623901367
2018-08-17,20.4620361328125
2018-08-20,20.775634765625
2018-08-21,21.1284236907959
2018-08-22,21.00102806091309
2018-08-23,20.80502700805664
2018-08-24,21.785015106201172
2018-08-27,21.61841583251953
2018-08-28,21.46161842346191
2018-08-29,21.72621726989746
2018-08-30,21.628219604492188
2018-08-31,21.9320125579834
2018-09-04,21.647815704345703
2018-09-05,21.716419219970703
2018-09-06,21.481220245361328
2018-09-07,21.481220245361328
2018-09-10,21.549819946289062
2018-09-11,21.775217056274418
2018-09-12,22.235803604125977
2018-09-13,22.049610137939453
2018-09-14,22.235803604125977
2018-09-17,22.26520347595215
2018-09-18,22.529802322387695
2018-09-19,22.36320686340332
2018-09-20,22.147611618041992
2018-09-21,22.421998977661133
2018-09-24,21.18722915649414
2018-09-25,21.638019561767575
2018-09-26,21.108829498291016
2018-09-27,21.481220245361328
2018-09-28,21.56941795349121
2018-10-01,21.69680976867676
2018-10-02,21.74581527709961
2018-10-03,21.834014892578125
2018-10-04,21.76541328430176
2018-10-05,21.402822494506836
2018-10-08,22.93159294128418
2018-10-09,22.3828067779541
2018-10-10,21.314620971679688
2018-10-11,20.74622917175293
2018-10-12,21.17742347717285
2018-10-15,21.050029754638672
2018-10-16,21.74581527709961
2018-10-17,22.0692081451416
2018-10-18,21.589019775390625
2018-10-19,21.442018508911133
2018-10-22,21.020627975463867
2018-10-23,20.236642837524418
2018-10-24,19.472259521484375
2018-10-25,19.550649642944336
2018-10-26,19.442855834960938
2018-10-29,18.835269927978516
2018-10-30,19.305660247802734
2018-10-31,19.92304801940918
2018-11-01,20.905933380126953
2018-11-02,20.797815322875977
2018-11-05,20.4046573638916
2018-11-06,20.561920166015625
2018-11-07,20.778156280517575
2018-11-08,20.689697265625
2018-11-09,20.414491653442383
2018-11-12,19.736303329467773
2018-11-13,19.765785217285156
2018-11-14,19.99184799194336
2018-11-15,20.30636978149414
2018-11-16,19.805099487304688
2018-11-19,19.99184799194336
2018-11-20,19.500408172607425
2018-11-21,20.139284133911133
2018-11-23,20.14910888671875
2018-11-26,20.10979652404785
2018-11-27,20.03116226196289
2018-11-28,20.46363639831543
2018-11-29,20.97473526000977
2018-11-30,21.11233901977539
2018-12-03,21.151655197143555
2018-12-04,20.493118286132812
2018-12-06,20.178600311279297
2018-12-07,19.942705154418945
2018-12-10,19.54955291748047
2018-12-11,19.79527282714844
2018-12-12,19.913219451904297
2018-12-13,19.59869956970215
2018-12-14,19.40212059020996
2018-12-17,18.822219848632812
2018-12-18,18.37992286682129
2018-12-19,17.613277435302734
2018-12-20,17.259431838989258
2018-12-21,16.689361572265625
2018-12-24,15.86373805999756
2018-12-26,16.551761627197266
2018-12-27,16.73850440979004
2018-12-28,16.473127365112305
2018-12-31,16.5714168548584
2019-01-02,18.24231719970703
2019-01-03,18.114547729492188
2019-01-04,18.635469436645508
2019-01-07,19.077768325805664
2019-01-08,19.136737823486328
2019-01-09,19.185884475708008
2019-01-10,19.27434539794922
2019-01-11,19.3431453704834
2019-01-14,19.0384521484375
2019-01-15,19.726470947265625
2019-01-16,19.75596046447754
2019-01-17,19.8345890045166
2019-01-18,19.99184799194336
2019-01-22,16.797473907470703
2019-01-23,17.74104881286621
2019-01-24,18.085054397583008
2019-01-25,18.222660064697266
2019-01-28,17.94744873046875
2019-01-29,18.075220108032227
2019-01-30,18.389747619628903
2019-01-31,18.497867584228516
2019-02-01,18.183340072631836
2019-02-04,18.409404754638672
2019-02-05,18.488040924072266
2019-02-06,18.006423950195312
2019-02-07,17.434476852416992
2019-02-08,16.862533569335938
2019-02-11,17.247119903564453
2019-02-12,17.6711483001709
2019-02-13,17.64156150817871
2019-02-14,17.247119903564453
2019-02-15,17.306283950805664
2019-02-19,17.809202194213867
2019-02-20,18.134618759155273
2019-02-21,17.986703872680664
2019-02-22,18.026145935058594
2019-02-25,18.154342651367188
2019-02-26,18.164207458496097
2019-02-27,18.371292114257812
2019-02-28,18.233230590820312
2019-03-01,18.440319061279297
2019-03-04,18.233230590820312
2019-03-05,18.3515625
2019-03-06,18.3515625
2019-03-07,18.06559181213379
2019-03-08,18.233230590820312
2019-03-11,18.54878807067871
2019-03-12,18.60795211791992
2019-03-13,18.686845779418945
2019-03-14,18.686845779418945
2019-03-15,18.726289749145508
2019-03-18,18.96295928955078
2019-03-19,18.854482650756836
2019-03-20,18.81503677368164
2019-03-21,18.93337059020996
2019-03-22,18.460037231445312
2019-03-25,18.34170150756836
2019-03-26,18.53892517089844
2019-03-27,18.657262802124023
2019-03-28,18.86434555053711
2019-03-29,18.84462547302246
2019-04-01,19.386981964111328
2019-04-02,19.475732803344727
2019-04-03,19.30809783935547
2019-04-04,19.594066619873047
2019-04-05,19.830734252929688
2019-04-08,19.978649139404297
2019-04-09,19.722259521484375
2019-04-10,19.80115509033203
2019-04-11,20.087129592895508
2019-04-12,20.42239761352539
2019-04-15,20.264619827270508
2019-04-16,20.392820358276367
2019-04-17,19.64337158203125
2019-04-18,19.761707305908203
2019-04-22,19.998374938964844
2019-04-23,20.392820358276367
2019-04-24,20.806983947753903
2019-04-25,20.353374481201172
2019-04-26,20.392820358276367
2019-04-29,20.41254234313965
2019-04-30,21.18170738220215
2019-05-01,21.161989212036133
2019-05-02,21.625890731811523
2019-05-03,22.119409561157227
2019-05-06,22.099666595458984
2019-05-07,22.0009708404541
2019-05-08,22.099666595458984
2019-05-09,21.803558349609375
2019-05-10,22.188501358032227
2019-05-13,21.2310791015625
2019-05-14,21.57654190063477
2019-05-15,21.724597930908203
2019-05-16,21.833168029785156
2019-05-17,21.67524528503418
2019-05-20,21.724597930908203
2019-05-21,22.089799880981445
2019-05-22,22.079931259155273
2019-05-23,21.9220027923584
2019-05-24,21.96148681640625
2019-05-28,21.8529052734375
2019-05-29,21.744338989257812
2019-05-30,21.714719772338867
2019-05-31,21.61602210998535
2019-06-03,21.833168029785156
2019-06-04,22.257593154907227
2019-06-05,22.682018280029297
2019-06-06,22.978126525878903
2019-06-07,23.234760284423828
2019-06-10,22.987998962402344
2019-06-11,22.71162986755371
2019-06-12,22.366167068481445
2019-06-13,22.88929557800293
2019-06-14,22.682018280029297
2019-06-17,22.583309173583984
2019-06-18,23.224889755249023
2019-06-19,23.382810592651367
2019-06-20,23.83684730529785
2019-06-21,24.01451110839844
2019-06-24,23.98489761352539
2019-06-25,24.0737361907959
2019-06-26,24.56724739074707
2019-06-27,25.060766220092773
2019-06-28,25.485193252563477
2019-07-01,25.7418212890625
2019-07-02,25.810911178588867
2019-07-03,25.534543991088867
2019-07-05,25.76156234741211
2019-07-08,25.485193252563477
2019-07-09,25.50493431091309
2019-07-10,25.455581665039062
2019-07-11,25.386486053466797
2019-07-12,25.662858963012695
2019-07-15,25.485193252563477
2019-07-16,25.44571304321289
2019-07-17,24.97193717956543
2019-07-18,24.814010620117188
2019-07-19,24.853485107421875
2019-07-22,24.80413818359375
2019-07-23,24.8337459564209
2019-07-24,25.317398071289062
2019-07-25,25.27791404724121
2019-07-26,25.40622901916504
2019-07-29,24.82387924194336
2019-07-30,24.814010620117188
2019-07-31,24.71531105041504
2019-08-01,24.063344955444336
2019-08-02,23.47065162658691
2019-08-05,23.27308464050293
2019-08-06,24.270788192749023
2019-08-07,24.902986526489254
2019-08-08,25.12030792236328
2019-08-09,24.912870407104492
2019-08-12,24.893115997314453
2019-08-13,25.080801010131836
2019-08-14,24.46834945678711
2019-08-15,24.270788192749023
2019-08-16,24.537500381469727
2019-08-19,24.725183486938477
2019-08-20,24.92275047302246
2019-08-21,24.893115997314453
2019-08-22,24.79433250427246
2019-08-23,24.01395034790039
2019-08-26,24.74494171142578
2019-08-27,24.87335777282715
2019-08-28,25.12030792236328
2019-08-29,25.495681762695312
2019-08-30,25.52532196044922
2019-09-03,25.66361618041992
2019-09-04,25.66361618041992
2019-09-05,25.693248748779297
2019-09-06,25.673494338989254
2019-09-09,25.979719161987305
2019-09-10,26.384721755981445
2019-09-11,26.562530517578125
2019-09-12,26.690948486328125
2019-09-13,26.760095596313477
2019-09-16,26.868757247924805
2019-09-17,26.90827178955078
2019-09-18,26.9774169921875
2019-09-19,26.809486389160156
2019-09-20,26.394601821899418
2019-09-23,26.44399642944336
2019-09-24,26.206920623779297
2019-09-25,26.16740608215332
2019-09-26,25.979719161987305
2019-09-27,25.792030334472656
2019-09-30,25.68337059020996
2019-10-01,24.95237922668457
2019-10-02,23.905296325683594
2019-10-03,23.954681396484375
2019-10-04,24.191761016845703
2019-10-07,24.44859313964844
2019-10-08,24.5671329498291
2019-10-09,25.278364181518555
2019-10-10,25.703128814697266
2019-10-11,26.12788963317871
2019-10-14,26.513137817382812
2019-10-15,27.52071762084961
2019-10-16,27.174985885620117
2019-10-17,27.36266708374023
2019-10-18,26.681068420410156
2019-10-21,26.710708618164062
2019-10-22,26.75021743774414
2019-10-23,26.90827178955078
2019-10-24,27.095958709716797
2019-10-25,27.303396224975582
2019-10-28,27.323156356811523
2019-10-29,27.35279083251953
2019-10-30,27.194740295410156
2019-10-31,27.135467529296875
2019-11-01,28.192441940307617
2019-11-04,28.429519653320312
2019-11-05,29.15062713623047
2019-11-06,29.081480026245117
2019-11-07,28.577346801757812
2019-11-08,28.636659622192383
2019-11-11,29.17044258117676
2019-11-12,29.160551071166992
2019-11-13,29.160551071166992
2019-11-14,29.87227249145508
2019-11-15,30.504911422729492
2019-11-18,30.70261001586914
2019-11-19,30.653188705444336
2019-11-20,30.47525405883789
2019-11-21,30.257789611816406
2019-11-22,30.198474884033203
2019-11-25,30.603757858276367
2019-11-26,30.929960250854492
2019-11-27,30.90030860900879
2019-11-29,30.603757858276367
2019-12-02,30.208362579345703
2019-12-03,30.346750259399418
2019-12-04,29.971128463745117
2019-12-05,30.129281997680664
2019-12-06,30.66306495666504
2019-12-09,30.435718536376953
2019-12-10,30.653188705444336
2019-12-11,30.87065315246582
2019-12-12,31.256160736083984
2019-12-13,31.28582191467285
2019-12-16,31.434093475341797
2019-12-17,31.117774963378903
2019-12-18,30.41594696044922
2019-12-19,30.643299102783203
2019-12-20,31.028812408447266
2019-12-23,31.16720199584961
2019-12-24,30.949729919433594
2019-12-26,30.84099769592285
2019-12-27,30.78168678283691
2019-12-30,30.514795303344727
2019-12-31,30.41594696044922
2020-01-02,31.177091598510746
2020-01-03,31.127662658691406
2020-01-06,30.85088348388672
2020-01-07,31.0485782623291
2020-01-08,30.36652183532715
2020-01-09,29.427452087402344
2020-01-10,28.518035888671875
2020-01-13,29.11113548278809
2020-01-14,29.23963737487793
2020-01-15,28.8541202545166
2020-01-16,29.654804229736328
2020-01-17,28.98263168334961
2020-01-21,29.061704635620117
2020-01-22,28.50815200805664
2020-01-23,29.190216064453125
2020-01-24,28.77504539489746
2020-01-27,30.31709861755371
2020-01-28,31.10788917541504
2020-01-29,30.791576385498047
2020-01-30,30.099626541137695
2020-01-31,29.605375289916992
2020-02-03,29.714109420776367
2020-02-04,30.129281997680664
2020-02-05,30.90030860900879
2020-02-06,31.058568954467773
2020-02-07,30.95965576171875
2020-02-10,31.305849075317383
2020-02-11,31.671829223632812
2020-02-12,32.4532356262207
2020-02-13,32.59171676635742
2020-02-14,32.99725341796875
2020-02-18,32.819210052490234
2020-02-19,33.69953918457031
2020-02-20,33.33356475830078
2020-02-21,33.10606002807617
2020-02-24,32.710411071777344
2020-02-25,31.36519432067871
2020-02-26,31.50367546081543
2020-02-27,30.04965591430664
2020-02-28,29.03085708618164
2020-03-02,29.624330520629883
2020-03-03,28.47694969177246
2020-03-04,28.842926025390625
2020-03-05,26.459131240844727
2020-03-06,25.667829513549805
2020-03-09,22.789472579956055
2020-03-10,24.0357666015625
2020-03-11,21.869585037231445
2020-03-12,19.663833618164062
2020-03-13,20.296871185302734
2020-03-16,17.250368118286133
2020-03-17,17.45808219909668
2020-03-18,15.509501457214355
2020-03-19,15.677651405334473
2020-03-20,13.10592269897461
2020-03-23,11.859624862670898
2020-03-24,14.98526382446289
2020-03-25,15.994173049926758
2020-03-26,17.527320861816406
2020-03-27,16.498626708984375
2020-03-30,16.2216739654541
2020-03-31,15.885371208190918
2020-04-01,13.056467056274414
2020-04-02,12.364080429077148
2020-04-03,12.403645515441896
2020-04-06,12.552013397216797
2020-04-07,11.97831916809082
2020-04-08,12.937772750854492
2020-04-09,13.10592269897461
2020-04-13,12.462993621826172
2020-04-14,12.067341804504396
2020-04-15,11.24636459350586
2020-04-16,10.623217582702637
2020-04-17,11.523323059082031
2020-04-20,11.513431549072266
2020-04-21,10.474849700927734
2020-04-22,10.712238311767578
2020-04-23,10.880389213562012
2020-04-24,10.692455291748049
2020-04-27,11.285932540893556
2020-04-28,11.859624862670898
2020-04-29,13.73896598815918
2020-04-30,12.927879333496094
2020-05-01,12.403645515441896
2020-05-04,11.820056915283203
2020-05-05,12.077234268188477
2020-05-06,11.365062713623049
2020-05-07,11.740928649902344
2020-05-08,12.48277473449707
2020-05-11,11.632125854492188
2020-05-12,10.99908447265625
2020-05-13,10.53419589996338
2020-05-14,11.127670288085938
2020-05-15,10.652891159057615
2020-05-18,12.20582103729248
2020-05-19,11.918972969055176
2020-05-20,12.61136245727539
2020-05-21,12.294839859008787
2020-05-22,12.235490798950195
2020-05-26,12.91798973083496
2020-05-27,13.867552757263184
2020-05-28,13.135598182678224
2020-05-29,12.937772750854492
2020-06-01,13.26418399810791
2020-06-02,13.83787727355957
2020-06-03,15.005047798156738
2020-06-04,15.36113166809082
2020-06-05,16.973407745361328
2020-06-08,17.53721046447754
2020-06-09,16.043630599975586
2020-06-10,14.807222366333008
2020-06-11,12.838859558105469
2020-06-12,13.847769737243652
2020-06-15,14.362115859985352
2020-06-16,15.0643949508667
2020-06-17,14.639070510864258
2020-06-18,14.421463012695312
2020-06-19,13.78842067718506
2020-06-22,14.490699768066406
2020-06-23,14.876461029052734
2020-06-24,14.46102809906006
2020-06-25,15.03472137451172
2020-06-26,15.252328872680664
2020-06-29,16.043630599975586
2020-06-30,15.677651405334473
2020-07-01,15.113851547241213
2020-07-02,15.143527030944824
2020-07-06,15.568845748901367
2020-07-07,14.97537326812744
2020-07-08,15.163307189941406
2020-07-09,14.609397888183594
2020-07-10,15.163307189941406
2020-07-13,15.0643949508667
2020-07-14,15.519392013549805
2020-07-15,16.51841163635254
2020-07-16,16.02385139465332
2020-07-17,16.27113151550293
