,FMC
2014-09-03,47.31035614013672
2014-09-04,47.12311935424805
2014-09-05,47.23834228515625
2014-09-08,47.61279296875
2014-09-09,46.0933723449707
2014-09-10,45.733333587646484
2014-09-11,45.79094696044922
2014-09-12,44.95561981201172
2014-09-15,45.63971710205078
2014-09-16,45.524513244628906
2014-09-17,44.141929626464844
2014-09-18,43.83226013183594
2014-09-19,43.65225601196289
2014-09-22,43.493839263916016
2014-09-23,43.22739028930664
2014-09-24,42.85294723510742
2014-09-25,41.92402267456055
2014-09-26,42.032325744628906
2014-09-29,41.47639465332031
2014-09-30,41.288692474365234
2014-10-01,40.65336608886719
2014-10-02,41.100982666015625
2014-10-03,41.129878997802734
2014-10-06,41.144309997558594
2014-10-07,39.69317626953125
2014-10-08,39.613765716552734
2014-10-09,38.61746597290039
2014-10-10,38.08320999145508
2014-10-13,37.25295639038086
2014-10-14,38.13373947143555
2014-10-15,39.20946502685547
2014-10-16,40.53063201904297
2014-10-17,40.7833251953125
2014-10-20,41.00713348388672
2014-10-21,42.566566467285156
2014-10-22,42.198360443115234
2014-10-23,42.003440856933594
2014-10-24,41.96011734008789
2014-10-27,40.99991989135742
2014-10-28,41.714664459228516
2014-10-29,41.4908332824707
2014-10-30,41.96011734008789
2014-10-31,41.40422058105469
2014-11-03,40.617286682128906
2014-11-04,40.2707405090332
2014-11-05,40.87718200683594
2014-11-06,41.32480239868164
2014-11-07,41.15151596069336
2014-11-10,40.99991989135742
2014-11-11,41.02158737182617
2014-11-12,40.97825622558594
2014-11-13,40.71113967895508
2014-11-14,40.87718200683594
2014-11-17,40.66060256958008
2014-11-18,40.99991989135742
2014-11-19,40.69670104980469
2014-11-20,40.407920837402344
2014-11-21,40.79054260253906
2014-11-24,40.95659637451172
2014-11-25,40.5811767578125
2014-11-26,40.20576477050781
2014-11-28,39.27444076538086
2014-12-01,38.805171966552734
2014-12-02,39.03620910644531
2014-12-03,39.73648452758789
2014-12-04,39.88810348510742
2014-12-05,41.12266159057617
2014-12-08,40.5811767578125
2014-12-09,40.67503356933594
2014-12-10,39.82312774658203
2014-12-11,40.299617767333984
2014-12-12,39.70761489868164
2014-12-15,39.70040512084961
2014-12-16,39.20225524902344
2014-12-17,40.42957305908203
2014-12-18,40.79054260253906
2014-12-19,41.12266159057617
2014-12-22,40.79777526855469
2014-12-23,41.81572341918945
2014-12-24,41.68577575683594
2014-12-26,41.55583190917969
2014-12-29,41.71506118774414
2014-12-30,41.65715408325195
2014-12-31,41.2807731628418
2015-01-02,41.237342834472656
2015-01-05,40.332542419433594
2015-01-06,40.59311294555664
2015-01-07,40.89712142944336
2015-01-08,41.91050720214844
2015-01-09,41.64992141723633
2015-01-12,42.85150146484375
2015-01-13,43.01799011230469
2015-01-14,42.648826599121094
2015-01-15,42.076995849609375
2015-01-16,42.19280242919922
2015-01-20,41.91050720214844
2015-01-21,42.25794219970703
2015-01-22,42.98903274536133
2015-01-23,41.924983978271484
2015-01-26,42.14937973022461
2015-01-27,42.26518249511719
2015-01-28,41.367637634277344
2015-01-29,41.3314323425293
2015-01-30,41.62096405029297
2015-02-02,41.859840393066406
2015-02-03,43.039695739746094
2015-02-04,42.619873046875
2015-02-05,44.921695709228516
2015-02-06,44.67559814453125
2015-02-09,44.63215637207031
2015-02-10,44.559783935546875
2015-02-11,44.805877685546875
2015-02-12,45.77582931518555
2015-02-13,46.09431457519531
2015-02-17,46.637210845947266
2015-02-18,46.34765625
2015-02-19,46.13051223754883
2015-02-20,46.33319091796875
2015-02-23,46.137752532958984
2015-02-24,46.210140228271484
2015-02-25,46.5141487121582
2015-02-26,46.05088806152344
2015-02-27,45.89887619018555
2015-03-02,46.753013610839844
2015-03-03,46.32595443725586
2015-03-04,45.79031753540039
2015-03-05,45.11714553833008
2015-03-06,44.30643081665039
2015-03-09,44.378807067871094
2015-03-10,43.38715362548828
2015-03-11,43.58982849121094
2015-03-12,43.879356384277344
2015-03-13,43.611541748046875
2015-03-16,43.4957275390625
2015-03-17,42.9600830078125
2015-03-18,42.85150146484375
2015-03-19,42.67053985595703
2015-03-20,43.162757873535156
2015-03-23,43.293052673339844
2015-03-24,42.72845458984375
2015-03-25,41.95393753051758
2015-03-26,42.09871292114258
2015-03-27,41.390953063964844
2015-03-30,41.957149505615234
2015-03-31,41.55791091918945
2015-04-01,41.390953063964844
2015-04-02,41.16592025756836
2015-04-06,41.49983215332031
2015-04-07,41.56517791748047
2015-04-08,41.60146713256836
2015-04-09,41.63775634765625
2015-04-10,42.37816619873047
2015-04-13,42.61772918701172
2015-04-14,42.47980499267578
2015-04-15,43.31459045410156
2015-04-16,42.95888900756836
2015-04-17,42.11686706542969
2015-04-20,42.174930572509766
2015-04-21,42.0660514831543
2015-04-22,42.18219757080078
2015-04-23,42.537864685058594
2015-04-24,42.51609802246094
2015-04-27,42.719356536865234
2015-04-28,42.90081787109375
2015-04-29,43.503318786621094
2015-04-30,43.05327224731445
2015-05-01,43.72108840942383
2015-05-04,43.82272720336914
2015-05-05,43.07504653930664
2015-05-06,43.191200256347656
2015-05-07,43.1548957824707
2015-05-08,44.24374771118164
2015-05-11,44.04774856567383
2015-05-12,41.93537902832031
2015-05-13,42.733863830566406
2015-05-14,42.31283950805664
2015-05-15,42.3636589050293
2015-05-18,41.87730407714844
2015-05-19,41.62324523925781
2015-05-20,41.55791091918945
2015-05-21,41.94989776611328
2015-05-22,42.29106903076172
2015-05-26,41.89908981323242
2015-05-27,42.0660514831543
2015-05-28,42.04426574707031
2015-05-29,41.49983215332031
2015-06-01,41.08607864379883
2015-06-02,40.962669372558594
2015-06-03,41.76841354370117
2015-06-04,40.99170684814453
2015-06-05,40.70135498046875
2015-06-08,40.34566116333008
2015-06-09,40.01899337768555
2015-06-10,40.323883056640625
2015-06-11,40.302085876464844
2015-06-12,39.968177795410156
2015-06-15,39.85204315185547
2015-06-16,40.193199157714844
2015-06-17,40.3819580078125
2015-06-18,40.51262283325195
2015-06-19,39.881080627441406
2015-06-22,40.084320068359375
2015-06-23,39.9318962097168
2015-06-24,38.864803314208984
2015-06-25,38.62526321411133
2015-06-26,38.942012786865234
2015-06-29,37.69684982299805
2015-06-30,38.26481628417969
2015-07-01,37.7114143371582
2015-07-02,37.47114181518555
2015-07-06,36.62647247314453
2015-07-07,36.40073776245117
2015-07-08,35.47597122192383
2015-07-09,35.43955993652344
2015-07-10,36.05849075317383
2015-07-13,36.539085388183594
2015-07-14,37.063358306884766
2015-07-15,36.62647247314453
2015-07-16,36.60460662841797
2015-07-17,36.225975036621094
2015-07-20,36.01481628417969
2015-07-21,35.67257308959961
2015-07-22,35.55607223510742
2015-07-23,35.577911376953125
2015-07-24,34.82062530517578
2015-07-27,34.38372802734375
2015-07-28,35.126434326171875
2015-07-29,35.00265884399414
2015-07-30,35.221099853515625
2015-07-31,35.344886779785156
2015-08-03,35.286643981933594
2015-08-04,35.454124450683594
2015-08-05,35.315765380859375
2015-08-06,35.7308349609375
2015-08-07,34.49296569824219
2015-08-10,35.840057373046875
2015-08-11,35.17742919921875
2015-08-12,34.50751495361328
2015-08-13,33.844886779785156
2015-08-14,33.85946273803711
2015-08-17,34.7478141784668
2015-08-18,34.558494567871094
2015-08-19,34.19441604614258
2015-08-20,33.42255783081055
2015-08-21,32.50508117675781
2015-08-24,31.412837982177734
2015-08-25,29.315738677978516
2015-08-26,29.323017120361328
2015-08-27,30.808462142944336
2015-08-28,30.87400245666504
2015-08-31,30.808462142944336
2015-09-01,29.51961326599121
2015-09-02,30.37156867980957
2015-09-03,30.808462142944336
2015-09-04,30.2040958404541
2015-09-08,30.823022842407227
2015-09-09,30.094865798950195
2015-09-10,30.094865798950195
2015-09-11,30.29146385192871
2015-09-14,29.344865798950195
2015-09-15,29.315738677978516
2015-09-16,29.21379852294922
2015-09-17,28.24533462524414
2015-09-18,27.495336532592773
2015-09-21,27.306015014648438
2015-09-22,26.978342056274414
2015-09-23,26.4686336517334
2015-09-24,25.463768005371094
2015-09-25,25.092405319213867
2015-09-28,24.137590408325195
2015-09-29,24.093685150146484
2015-09-30,24.810712814331055
2015-10-01,24.781452178955078
2015-10-02,25.644805908203125
2015-10-05,26.20819091796875
2015-10-06,26.51548957824707
2015-10-07,27.31300926208496
2015-10-08,28.315387725830078
2015-10-09,28.154417037963867
2015-10-12,27.459331512451172
2015-10-13,26.595979690551758
2015-10-14,28.19831085205078
2015-10-15,27.839797973632812
2015-10-16,27.656885147094727
2015-10-19,27.408117294311523
2015-10-20,27.459331512451172
2015-10-21,26.639873504638672
2015-10-22,27.334957122802734
2015-10-23,27.437387466430664
2015-10-26,27.013019561767578
2015-10-27,26.55207061767578
2015-10-28,27.4520206451416
2015-10-29,29.098264694213867
2015-10-30,29.786026000976562
2015-11-02,30.12990379333496
2015-11-03,30.268924713134766
2015-11-04,30.371368408203125
2015-11-05,30.34208106994629
2015-11-06,30.005538940429688
2015-11-09,29.705547332763672
2015-11-10,29.383617401123047
2015-11-11,29.090944290161133
2015-11-12,29.083633422851562
2015-11-13,29.698223114013672
2015-11-16,30.34941291809082
2015-11-17,30.671337127685547
2015-11-18,31.483497619628906
2015-11-19,31.176177978515625
2015-11-20,30.66402244567871
2015-11-23,30.656709671020508
2015-11-24,31.205453872680664
2015-11-25,31.26398468017578
2015-11-27,30.868892669677734
2015-11-30,31.4395809173584
2015-12-01,30.70792007446289
2015-12-02,30.100648880004883
2015-12-03,30.671337127685547
2015-12-04,31.051799774169922
2015-12-07,30.29819679260254
2015-12-08,29.27386474609375
2015-12-09,29.62505340576172
2015-12-10,28.886070251464844
2015-12-11,27.810537338256836
2015-12-14,27.11545753479004
2015-12-15,27.722736358642578
2015-12-16,28.300748825073242
2015-12-17,27.466655731201172
2015-12-18,27.75200080871582
2015-12-21,27.97881507873535
2015-12-22,28.717803955078125
2015-12-23,29.837247848510742
2015-12-24,29.6909122467041
2015-12-28,29.215335845947266
2015-12-29,29.674522399902344
2015-12-30,29.16022300720215
2015-12-31,28.748790740966797
2016-01-04,27.903892517089844
2016-01-05,27.61001205444336
2016-01-06,26.463878631591797
2016-01-07,26.250818252563477
2016-01-08,26.206743240356445
2016-01-11,25.832042694091797
2016-01-12,26.118568420410156
2016-01-13,25.22223663330078
2016-01-14,25.978973388671875
2016-01-15,25.74386978149414
2016-01-19,25.574893951416016
2016-01-20,25.574893951416016
2016-01-21,25.795297622680664
2016-01-22,25.898162841796875
2016-01-25,24.72264289855957
2016-01-26,25.589580535888672
2016-01-27,25.501419067382812
2016-01-28,25.435306549072266
2016-01-29,26.24346923828125
2016-02-01,26.206743240356445
2016-02-02,25.36917495727539
2016-02-03,26.507963180541992
2016-02-04,27.624704360961914
2016-02-05,27.147151947021484
2016-02-08,25.677749633789062
2016-02-09,25.36917495727539
2016-02-10,25.134071350097656
2016-02-11,24.63447380065918
2016-02-12,25.74386978149414
2016-02-16,27.029598236083984
2016-02-17,27.81572723388672
2016-02-18,27.2500057220459
2016-02-19,26.412450790405273
2016-02-22,27.793685913085938
2016-02-23,26.91939353942871
2016-02-24,27.176532745361328
2016-02-25,27.463064193725586
2016-02-26,27.962671279907227
2016-02-29,27.654088973999023
2016-03-01,28.197776794433594
2016-03-02,27.918582916259766
2016-03-03,28.366748809814453
2016-03-04,29.740638732910156
2016-03-07,29.983091354370117
2016-03-08,28.44022560119629
2016-03-09,28.609193801879883
2016-03-10,28.807571411132812
2016-03-11,29.498184204101562
2016-03-14,29.43941307067871
2016-03-15,28.741445541381836
2016-03-16,29.520221710205078
2016-03-17,30.35043716430664
2016-03-18,30.0418701171875
2016-03-21,30.357786178588867
2016-03-22,30.65900993347168
2016-03-23,30.409212112426758
2016-03-24,29.79206657409668
2016-03-28,30.012475967407227
2016-03-29,30.289104461669922
2016-03-30,30.451391220092773
2016-03-31,29.78011131286621
2016-04-01,29.721094131469727
2016-04-04,28.917020797729492
2016-04-05,28.14983367919922
2016-04-06,27.9359130859375
2016-04-07,27.22036361694336
2016-04-08,27.648210525512695
2016-04-11,27.581825256347656
2016-04-12,28.031810760498047
2016-04-13,29.226850509643555
2016-04-14,29.153079986572266
2016-04-15,29.43340301513672
2016-04-18,29.603065490722656
2016-04-19,30.842365264892578
2016-04-20,31.572669982910156
2016-04-21,31.572669982910156
2016-04-22,31.683320999145508
2016-04-25,31.47677230834961
2016-04-26,31.91938018798828
2016-04-27,32.53166198730469
2016-04-28,32.103797912597656
2016-04-29,31.91199493408203
2016-05-02,32.17757034301758
2016-05-03,34.90697479248047
2016-05-04,34.9954948425293
2016-05-05,35.06927490234375
2016-05-06,35.40861129760742
2016-05-09,34.3758430480957
2016-05-10,34.77419662475586
2016-05-11,34.670921325683594
2016-05-12,34.663551330566406
2016-05-13,33.93323516845703
2016-05-16,34.670921325683594
2016-05-17,34.781578063964844
2016-05-18,33.66768264770508
2016-05-19,33.71930694580078
2016-05-20,34.30208969116211
2016-05-23,34.9954948425293
2016-05-24,34.91435623168945
2016-05-25,35.68892288208008
2016-05-26,35.29794692993164
2016-05-27,35.49713134765625
2016-05-31,35.03238296508789
2016-06-01,35.17992401123047
2016-06-02,35.41598129272461
2016-06-03,36.03563690185547
2016-06-06,36.640533447265625
2016-06-07,36.684783935546875
2016-06-08,37.215911865234375
2016-06-09,37.142147064208984
2016-06-10,36.63315200805664
2016-06-13,35.69630432128906
2016-06-14,35.511878967285156
2016-06-15,35.836456298828125
2016-06-16,36.146278381347656
2016-06-17,35.622528076171875
2016-06-20,35.865962982177734
2016-06-21,35.5782585144043
2016-06-22,35.94709777832031
2016-06-23,36.36758041381836
2016-06-24,33.28408432006836
2016-06-27,31.13743782043457
2016-06-28,32.40753173828125
2016-06-29,33.58503341674805
2016-06-30,34.29599380493164
2016-07-01,34.110843658447266
2016-07-05,33.10366439819336
2016-07-06,32.7037467956543
2016-07-07,33.17771911621094
2016-07-08,34.42188262939453
2016-07-11,34.37745666503906
2016-07-12,35.60679626464844
2016-07-13,35.762332916259766
2016-07-14,36.02153015136719
2016-07-15,36.1844482421875
2016-07-18,36.2733154296875
2016-07-19,35.85860824584961
2016-07-20,36.0511589050293
2016-07-21,35.5401611328125
2016-07-22,35.64384078979492
2016-07-25,35.510520935058594
2016-07-26,36.1400260925293
2016-07-27,35.71048355102539
2016-07-28,35.592002868652344
2016-07-29,35.206905364990234
2016-08-01,34.999534606933594
2016-08-02,34.54779052734375
2016-08-03,35.6956787109375
2016-08-04,35.83638381958008
2016-08-05,35.73270797729492
2016-08-08,35.88082504272461
2016-08-09,35.488319396972656
2016-08-10,35.45869064331055
2016-08-11,35.806766510009766
2016-08-12,35.28836441040039
2016-08-15,35.762332916259766
2016-08-16,35.19948959350586
2016-08-17,34.806983947753906
2016-08-18,35.21430206298828
2016-08-19,35.40684127807617
2016-08-22,35.23651123046875
2016-08-23,35.68827819824219
2016-08-24,34.81439208984375
2016-08-25,34.93288040161133
2016-08-26,34.48112869262695
2016-08-29,34.97732162475586
2016-08-30,35.10320281982422
2016-08-31,34.7625617980957
2016-09-01,34.58481979370117
2016-09-02,35.18468475341797
2016-09-06,34.59221267700195
2016-09-07,34.74034118652344
2016-09-08,35.0958137512207
2016-09-09,33.2221565246582
2016-09-12,34.14788055419922
2016-09-13,33.2666015625
2016-09-14,34.43669509887695
2016-09-15,35.12543487548828
2016-09-16,35.39204788208008
2016-09-19,35.384639739990234
2016-09-20,35.058780670166016
2016-09-21,35.97709655761719
2016-09-22,36.21408462524414
2016-09-23,35.984500885009766
2016-09-26,35.56977844238281
2016-09-27,35.806766510009766
2016-09-28,36.070560455322266
2016-09-29,35.847633361816406
2016-09-30,35.921939849853516
2016-10-03,35.75103759765625
2016-10-04,35.089664459228516
2016-10-05,35.50580596923828
2016-10-06,35.70644760131836
2016-10-07,35.446353912353516
2016-10-10,35.550392150878906
2016-10-11,35.11195373535156
2016-10-12,34.93360137939453
2016-10-13,34.45059585571289
2016-10-14,34.599205017089844
2016-10-17,34.487728118896484
2016-10-18,35.089664459228516
2016-10-19,35.609840393066406
2016-10-20,35.73616027832031
2016-10-21,35.260581970214844
2016-10-24,35.55781555175781
2016-10-25,35.1788330078125
2016-10-26,35.05249786376953
2016-10-27,34.91875457763672
2016-10-28,35.03763961791992
2016-10-31,34.84444046020508
2016-11-01,35.074806213378906
2016-11-02,34.249942779541016
2016-11-03,37.84659957885742
2016-11-04,38.98354721069336
2016-11-07,39.823265075683594
2016-11-08,39.652347564697266
2016-11-09,40.313724517822266
2016-11-10,40.20225143432617
2016-11-11,38.93153381347656
2016-11-14,39.20648193359375
2016-11-15,40.127952575683594
2016-11-16,39.756385803222656
2016-11-17,39.97933578491211
2016-11-18,40.14280700683594
2016-11-21,40.46976852416992
2016-11-22,40.53665542602539
2016-11-23,41.086551666259766
2016-11-25,40.95280075073242
2016-11-28,40.9750862121582
2016-11-29,40.72242736816406
2016-11-30,41.703330993652344
2016-12-01,41.8668212890625
2016-12-02,42.00801467895508
2016-12-05,42.29039764404297
2016-12-06,42.089759826660156
2016-12-07,43.26387023925781
2016-12-08,43.84348678588867
2016-12-09,43.702308654785156
2016-12-12,43.67258071899414
2016-12-13,43.152400970458984
2016-12-14,42.56533432006836
2016-12-15,43.31588363647461
2016-12-16,42.713966369628906
2016-12-19,42.4613037109375
2016-12-20,42.37213134765625
2016-12-21,42.49103546142578
2016-12-22,42.3424186706543
2016-12-23,42.12690734863281
2016-12-27,42.595069885253906
2016-12-28,42.226173400878906
2016-12-29,42.30070114135742
2016-12-30,42.151649475097656
2017-01-03,42.501914978027344
2017-01-04,43.38131332397461
2017-01-05,43.54527282714844
2017-01-06,43.46329116821289
2017-01-09,43.18755340576172
2017-01-10,43.00123977661133
2017-01-11,43.76884460449219
2017-01-12,44.186195373535156
2017-01-13,44.17128372192383
2017-01-17,43.78375244140625
2017-01-18,43.63470458984375
2017-01-19,44.22344970703125
2017-01-20,44.94635772705078
2017-01-23,45.266807556152344
2017-01-24,45.930091857910156
2017-01-25,46.4815673828125
2017-01-26,46.3176155090332
2017-01-27,46.0195198059082
2017-01-30,45.08794021606445
2017-01-31,44.83455276489258
2017-02-01,45.162471771240234
2017-02-02,45.07304382324219
2017-02-03,44.93889617919922
2017-02-06,45.214637756347656
2017-02-07,42.501914978027344
2017-02-08,42.658424377441406
2017-02-09,42.695682525634766
2017-02-10,43.105567932128906
2017-02-13,43.78375244140625
2017-02-14,43.26953125
2017-02-15,43.1502799987793
2017-02-16,43.098114013671875
2017-02-17,43.39623260498047
2017-02-21,43.15773010253906
2017-02-22,43.55272674560547
2017-02-23,43.21735763549805
2017-02-24,43.32169723510742
2017-02-27,42.949066162109375
2017-02-28,42.941612243652344
2017-03-01,44.13401412963867
2017-03-02,44.3054313659668
2017-03-03,44.178741455078125
2017-03-06,44.081851959228516
2017-03-07,44.037139892578125
2017-03-08,43.45585250854492
2017-03-09,43.8433723449707
2017-03-10,44.7525749206543
2017-03-13,44.98360824584961
2017-03-14,44.40232467651367
2017-03-15,45.013423919677734
2017-03-16,45.00596618652344
2017-03-17,45.60216522216797
2017-03-20,45.72886657714844
2017-03-21,44.417213439941406
2017-03-22,45.624534606933594
2017-03-23,45.8704719543457
2017-03-24,45.57237243652344
2017-03-27,45.795936584472656
2017-03-28,46.06422805786133
2017-03-29,45.86620330810547
2017-03-30,45.95588302612305
2017-03-31,52.001129150390625
2017-04-03,52.59145736694336
2017-04-04,53.33871078491211
2017-04-05,53.68992233276367
2017-04-06,54.54924392700195
2017-04-07,56.223106384277344
2017-04-10,56.215633392333984
2017-04-11,56.32770538330078
2017-04-12,54.467063903808594
2017-04-13,54.2204704284668
2017-04-17,54.90793991088867
2017-04-18,55.184417724609375
2017-04-19,54.915401458740234
2017-04-20,54.85563278198242
2017-04-21,54.30266571044922
2017-04-24,55.034969329833984
2017-04-25,55.10222244262695
2017-04-26,54.92288589477539
2017-04-27,54.9453010559082
2017-04-28,54.72111892700195
2017-05-01,54.930362701416016
2017-05-02,55.12464141845703
2017-05-03,53.278926849365234
2017-05-04,52.852996826171875
2017-05-05,54.76595687866211
2017-05-08,54.43716812133789
2017-05-09,54.2503662109375
2017-05-10,55.363765716552734
2017-05-11,54.95277404785156
2017-05-12,54.362449645996094
2017-05-15,55.93168258666992
2017-05-16,56.54442596435547
2017-05-17,55.07979965209961
2017-05-18,54.05607604980469
2017-05-19,55.52815628051758
2017-05-22,55.737388610839844
2017-05-23,55.685081481933594
2017-05-24,55.789703369140625
2017-05-25,56.28288269042969
2017-05-26,56.230560302734375
2017-05-30,56.04376220703125
2017-05-31,56.32025146484375
2017-06-01,56.888153076171875
2017-06-02,57.142215728759766
2017-06-05,56.64902877807617
2017-06-06,56.7910041809082
2017-06-07,56.9329833984375
2017-06-08,56.97782897949219
2017-06-09,57.254302978515625
2017-06-12,56.35761260986328
2017-06-13,57.36640167236328
2017-06-14,56.65650177001953
2017-06-15,56.65650177001953
2017-06-16,56.90309143066406
2017-06-19,56.49959182739258
2017-06-20,56.663978576660156
2017-06-21,56.484642028808594
2017-06-22,55.49079895019531
2017-06-23,55.87936782836914
2017-06-26,55.871891021728516
2017-06-27,55.303977966308594
2017-06-28,56.183963775634766
2017-06-29,54.94074630737305
2017-06-30,54.70859146118164
2017-07-03,55.098026275634766
2017-07-05,55.083045959472656
2017-07-06,55.12049102783203
2017-07-07,55.86193084716797
2017-07-10,56.82054901123047
2017-07-11,55.59233093261719
2017-07-12,56.56591033935547
2017-07-13,57.53950881958008
2017-07-14,57.284881591796875
2017-07-17,57.50206756591797
2017-07-18,56.91789245605469
2017-07-19,57.05271530151367
2017-07-20,56.7606315612793
2017-07-21,56.96284866333008
2017-07-24,57.51703643798828
2017-07-25,58.408260345458984
2017-07-26,57.666831970214844
2017-07-27,57.389713287353516
2017-07-28,57.40469741821289
2017-07-31,57.20249938964844
2017-08-01,57.9289436340332
2017-08-02,62.796913146972656
2017-08-03,62.41496658325195
2017-08-04,63.1713752746582
2017-08-07,63.35862731933594
2017-08-08,63.18635177612305
2017-08-09,63.36610794067383
2017-08-10,62.197776794433594
2017-08-11,61.958126068115234
2017-08-14,62.42246627807617
2017-08-15,63.32865905761719
2017-08-16,63.46345138549805
2017-08-17,61.9955940246582
2017-08-18,61.883235931396484
2017-08-21,62.50484085083008
2017-08-22,63.25377655029297
2017-08-23,63.223812103271484
2017-08-24,62.99163818359375
2017-08-25,63.133934020996094
2017-08-28,63.31367111206055
2017-08-29,63.23131561279297
2017-08-30,63.268741607666016
2017-08-31,64.57188415527344
2017-09-01,65.46307373046875
2017-09-05,64.12251281738281
2017-09-06,64.63178253173828
2017-09-07,65.65031433105469
2017-09-08,65.26089477539062
2017-09-11,66.63140869140625
2017-09-12,67.17810821533203
2017-09-13,67.13317108154297
2017-09-14,67.2604751586914
