,AOS
2023-11-08,70.00934600830078
2023-11-09,70.23570251464844
2023-11-10,71.66265106201172
2023-11-13,72.2137451171875
2023-11-14,74.8117904663086
2023-11-15,73.8080062866211
2023-11-16,74.43782806396484
2023-11-17,75.16606903076172
2023-11-20,74.90036010742188
2023-11-21,74.66416931152344
2023-11-22,74.67400360107422
2023-11-24,74.80195617675781
2023-11-27,74.75273132324219
2023-11-28,73.92609405517578
2023-11-29,73.90641021728516
2023-11-30,74.16226959228516
2023-12-01,75.52034759521484
2023-12-04,75.86478424072266
2023-12-05,75.09717559814453
2023-12-06,76.0517578125
2023-12-07,76.77017211914062
2023-12-08,76.75047302246094
