,MET
2024-01-02,65.3145751953125
2024-01-03,65.09153747558594
2024-01-04,65.4503402709961
2024-01-05,66.8371353149414
2024-01-08,67.41899108886719
2024-01-09,67.1280746459961
2024-01-10,67.20565032958984
2024-01-11,67.20565032958984
2024-01-12,66.7498550415039
2024-01-16,66.15828704833984
2024-01-17,65.37277221679688
2024-01-18,65.67339324951172
2024-01-19,66.80804443359375
2024-01-22,67.39959716796875
2024-01-23,67.36080932617188
2024-01-24,67.57416534423828
2024-01-25,68.26270294189453
2024-01-26,68.7378921508789
2024-01-29,68.23361206054688
2024-01-30,68.67000579833984
2024-01-31,67.22505187988281
2024-02-01,63.375022888183594
2024-02-02,63.956886291503906
2024-02-05,64.32833099365234
2024-02-06,64.4749526977539
2024-02-07,65.49154663085938
2024-02-08,65.24717712402344
2024-02-09,65.98028564453125
2024-02-12,67.00664520263672
2024-02-13,66.31262969970703
2024-02-14,66.81114196777344
2024-02-15,67.97435760498047
2024-02-16,67.22168731689453
2024-02-20,67.0750732421875
2024-02-21,67.38786315917969
2024-02-22,67.3096694946289
2024-02-23,67.76908111572266
