,GWW
2016-01-08,167.6543731689453
2016-01-11,162.77418518066406
2016-01-12,161.50901794433594
2016-01-13,159.74459838867188
2016-01-14,162.6365203857422
2016-01-15,163.03245544433594
2016-01-19,160.5880584716797
2016-01-20,157.3174591064453
2016-01-21,159.68435668945312
2016-01-22,161.14747619628906
2016-01-25,159.68435668945312
2016-01-26,160.08880615234375
2016-01-27,159.33143615722656
2016-01-28,165.40789794921875
2016-01-29,169.28964233398438
2016-02-01,170.158935546875
2016-02-02,166.05345153808594
2016-02-03,170.11593627929688
2016-02-04,180.5057373046875
2016-02-05,180.35853576660156
2016-02-08,182.09884643554688
2016-02-09,181.63992309570312
2016-02-10,176.6961669921875
2016-02-11,176.94725036621094
2016-02-12,182.76553344726562
2016-02-16,185.25909423828125
2016-02-17,187.3284149169922
2016-02-18,186.8868408203125
2016-02-19,188.11627197265625
2016-02-22,190.93887329101562
2016-02-23,188.66172790527344
2016-02-24,186.99072265625
2016-02-25,188.3154296875
2016-02-26,188.70506286621094
2016-02-29,187.79591369628906
2016-03-01,193.66615295410156
2016-03-02,191.00811767578125
2016-03-03,191.9605255126953
2016-03-04,192.17694091796875
2016-03-07,194.1942596435547
2016-03-08,194.62722778320312
2016-03-09,189.5621795654297
2016-03-10,188.69638061523438
2016-03-11,188.11627197265625
2016-03-14,188.25482177734375
2016-03-15,188.67904663085938
2016-03-16,191.0340576171875
2016-03-17,196.1943817138672
2016-03-18,195.3199005126953
2016-03-21,196.93026733398438
2016-03-22,197.81344604492188
2016-03-23,198.36749267578125
2016-03-24,198.4021759033203
2016-03-28,197.57968139648438
2016-03-29,199.66632080078125
2016-03-30,202.16847229003906
2016-03-31,202.10787963867188
2016-04-01,202.93045043945312
2016-04-04,200.2290802001953
2016-04-05,202.2984161376953
2016-04-06,201.59706115722656
2016-04-07,199.11215209960938
2016-04-08,199.69232177734375
2016-04-11,201.2247772216797
2016-04-12,198.82643127441406
2016-04-13,202.4109344482422
2016-04-14,203.00839233398438
2016-04-15,203.51048278808594
2016-04-18,200.86109924316406
2016-04-19,199.36326599121094
2016-04-20,197.89132690429688
2016-04-21,197.31129455566406
2016-04-22,198.3848876953125
2016-04-25,198.43682861328125
2016-04-26,202.87852478027344
2016-04-27,206.69679260253906
2016-04-28,204.29835510253906
2016-04-29,203.05160522460938
2016-05-02,202.99105834960938
2016-05-03,201.57977294921875
2016-05-04,198.35025024414062
2016-05-05,202.1715545654297
2016-05-06,202.363037109375
2016-05-09,200.70919799804688
2016-05-10,202.07577514648438
2016-05-11,201.1444091796875
2016-05-12,198.2545166015625
2016-05-13,197.07066345214844
2016-05-16,199.20330810546875
2016-05-17,196.60939025878906
2016-05-18,195.86944580078125
2016-05-19,193.02305603027344
2016-05-20,193.7542724609375
2016-05-23,194.17213439941406
2016-05-24,196.9488525390625
2016-05-25,197.0184783935547
2016-05-26,198.0455780029297
2016-05-27,196.61807250976562
2016-05-31,198.7681121826172
2016-06-01,198.61141967773438
2016-06-02,199.96926879882812
2016-06-03,198.2806396484375
2016-06-06,198.98568725585938
2016-06-07,199.1510467529297
2016-06-08,200.73524475097656
2016-06-09,197.74095153808594
2016-06-10,193.64981079101562
2016-06-13,189.28013610839844
2016-06-14,191.46498107910156
2016-06-15,191.32574462890625
2016-06-16,192.71841430664062
2016-06-17,192.83160400390625
2016-06-20,193.9632110595703
2016-06-21,194.01539611816406
2016-06-22,194.99034118652344
2016-06-23,196.6964111328125
2016-06-24,189.21044921875
2016-06-27,188.20083618164062
2016-06-28,189.21044921875
2016-06-29,190.7163848876953
2016-06-30,197.81063842773438
2016-07-01,199.96926879882812
2016-07-05,196.531005859375
2016-07-06,194.54637145996094
2016-07-07,196.235107421875
2016-07-08,200.6134796142578
2016-07-11,201.56227111816406
2016-07-12,200.5873260498047
2016-07-13,200.7005157470703
2016-07-14,201.59706115722656
2016-07-15,201.3446044921875
2016-07-18,199.20330810546875
2016-07-19,189.56739807128906
2016-07-20,188.93197631835938
2016-07-21,187.38250732421875
2016-07-22,189.61964416503906
2016-07-25,190.02001953125
2016-07-26,191.03848266601562
2016-07-27,190.89915466308594
2016-07-28,191.69126892089844
2016-07-29,190.49880981445312
2016-08-01,189.92425537109375
2016-08-02,188.4618682861328
2016-08-03,189.193115234375
2016-08-04,191.1451416015625
2016-08-05,193.46485900878906
2016-08-08,193.17601013183594
2016-08-09,192.20437622070312
2016-08-10,192.40574645996094
2016-08-11,200.79168701171875
2016-08-12,200.43284606933594
2016-08-15,202.20106506347656
2016-08-16,202.2097625732422
2016-08-17,202.10479736328125
2016-08-18,202.48989868164062
2016-08-19,202.5424346923828
2016-08-22,201.99969482421875
2016-08-23,202.0347442626953
2016-08-24,202.244873046875
2016-08-25,202.14852905273438
2016-08-26,203.66293334960938
2016-08-29,205.47488403320312
2016-08-30,205.26486206054688
2016-08-31,201.91221618652344
2016-09-01,200.1263885498047
2016-09-02,201.5182647705078
2016-09-06,201.6933135986328
2016-09-07,199.2772979736328
2016-09-08,200.87921142578125
2016-09-09,194.7253875732422
2016-09-12,196.3010711669922
2016-09-13,194.40151977539062
2016-09-14,196.07350158691406
2016-09-15,199.53118896484375
2016-09-16,191.0313262939453
2016-09-19,193.07972717285156
2016-09-20,189.59576416015625
2016-09-21,191.1977081298828
2016-09-22,193.0183868408203
2016-09-23,189.57827758789062
2016-09-26,189.5344696044922
2016-09-27,190.86502075195312
2016-09-28,191.94174194335938
2016-09-29,192.8609161376953
2016-09-30,196.8175048828125
2016-10-03,198.09555053710938
2016-10-04,194.60284423828125
2016-10-05,197.0539093017578
2016-10-06,199.66246032714844
2016-10-07,196.44113159179688
2016-10-10,195.55702209472656
2016-10-11,189.57827758789062
2016-10-12,190.882568359375
2016-10-13,187.0834503173828
2016-10-14,187.51239013671875
2016-10-17,187.83627319335938
2016-10-18,180.20301818847656
2016-10-19,179.45022583007812
2016-10-20,179.85293579101562
2016-10-21,178.36480712890625
2016-10-24,179.26644897460938
2016-10-25,177.7695770263672
2016-10-26,181.69993591308594
2016-10-27,180.68455505371094
2016-10-28,182.3477325439453
2016-10-31,182.18138122558594
2016-11-01,179.283935546875
2016-11-02,178.18093872070312
2016-11-03,178.62738037109375
2016-11-04,179.6691131591797
2016-11-07,183.73959350585938
2016-11-08,185.18392944335938
2016-11-09,193.92674255371094
2016-11-10,200.0811004638672
2016-11-11,199.4911651611328
2016-11-14,196.6649169921875
2016-11-15,197.1227264404297
2016-11-16,197.83592224121094
2016-11-17,193.8386688232422
2016-11-18,191.60238647460938
2016-11-21,195.5907745361328
2016-11-22,198.15281677246094
2016-11-23,197.7654571533203
2016-11-25,198.77801513671875
2016-11-28,196.85855102539062
2016-11-29,199.28866577148438
2016-11-30,203.004150390625
2016-12-01,209.52816772460938
2016-12-02,208.2603759765625
2016-12-05,207.16860961914062
2016-12-06,208.057861328125
2016-12-07,208.75340270996094
2016-12-08,210.4174346923828
2016-12-09,210.97215270996094
2016-12-12,208.58612060546875
2016-12-13,209.22886657714844
2016-12-14,206.939697265625
2016-12-15,206.45550537109375
2016-12-16,206.57870483398438
2016-12-19,208.6037139892578
2016-12-20,210.34706115722656
2016-12-21,209.80111694335938
2016-12-22,209.71310424804688
2016-12-23,208.71820068359375
2016-12-27,209.57225036621094
2016-12-28,205.95358276367188
2016-12-29,205.61904907226562
2016-12-30,204.48321533203125
2017-01-03,206.42022705078125
2017-01-04,208.07546997070312
2017-01-05,204.4920654296875
2017-01-06,203.82293701171875
2017-01-09,202.8103790283203
2017-01-10,203.1361846923828
2017-01-11,207.7408447265625
2017-01-12,207.9521942138672
2017-01-13,208.68295288085938
2017-01-17,211.9053955078125
2017-01-18,215.3655548095703
2017-01-19,214.9781951904297
2017-01-20,217.00315856933594
2017-01-23,216.43971252441406
2017-01-24,219.30992126464844
2017-01-25,222.84934997558594
2017-01-26,225.69320678710938
2017-01-27,225.73721313476562
2017-01-30,224.21401977539062
2017-01-31,222.37388610839844
2017-02-01,223.35116577148438
2017-02-02,221.93362426757812
2017-02-03,221.51986694335938
2017-02-06,223.1487274169922
2017-02-07,223.09585571289062
2017-02-08,224.0027313232422
2017-02-09,223.82577514648438
2017-02-10,225.64825439453125
2017-02-13,225.01123046875
2017-02-14,224.48927307128906
2017-02-15,223.97613525390625
2017-02-16,225.41824340820312
2017-02-17,225.55975341796875
2017-02-21,228.39077758789062
2017-02-22,227.74496459960938
2017-02-23,221.11865234375
2017-02-24,221.38404846191406
2017-02-27,221.58753967285156
2017-02-28,219.36697387695312
2017-03-01,223.03839111328125
2017-03-02,219.58810424804688
2017-03-03,221.0567169189453
2017-03-06,223.21534729003906
2017-03-07,221.69363403320312
2017-03-08,221.3043975830078
2017-03-09,215.88131713867188
2017-03-10,216.88978576660156
2017-03-13,217.94259643554688
2017-03-14,216.33245849609375
2017-03-15,218.90695190429688
2017-03-16,216.81906127929688
2017-03-17,215.83700561523438
2017-03-20,214.11187744140625
2017-03-21,212.37789916992188
2017-03-22,212.32485961914062
2017-03-23,212.8822021484375
2017-03-24,211.90902709960938
2017-03-27,209.99813842773438
2017-03-28,211.6083221435547
2017-03-29,210.3343048095703
2017-03-30,206.89285278320312
2017-03-31,205.91969299316406
2017-04-03,204.53958129882812
2017-04-04,204.18572998046875
2017-04-05,205.0084686279297
2017-04-06,203.3098602294922
2017-04-07,202.8321533203125
2017-04-10,202.92062377929688
2017-04-11,203.03562927246094
2017-04-12,197.91329956054688
2017-04-13,195.9581298828125
2017-04-17,197.25860595703125
2017-04-18,174.78759765625
2017-04-19,172.82357788085938
2017-04-20,173.36325073242188
2017-04-21,172.64663696289062
2017-04-24,169.77142333984375
2017-04-25,171.06304931640625
2017-04-26,171.77964782714844
2017-04-27,170.8949737548828
2017-04-28,170.47915649414062
2017-05-01,167.50657653808594
2017-05-02,168.6478729248047
2017-05-03,169.87757873535156
2017-05-04,167.02755737304688
2017-05-05,168.53277587890625
2017-05-08,168.31002807617188
2017-05-09,167.23240661621094
2017-05-10,167.31256103515625
2017-05-11,167.16114807128906
2017-05-12,164.42691040039062
2017-05-15,161.54135131835938
2017-05-16,159.5106964111328
2017-05-17,155.65428161621094
2017-05-18,154.34507751464844
2017-05-19,155.7255859375
2017-05-22,158.7982177734375
2017-05-23,157.3019561767578
2017-05-24,157.9164276123047
2017-05-25,157.07928466796875
2017-05-26,154.59449768066406
2017-05-30,153.16055297851562
2017-05-31,153.4366455078125
2017-06-01,154.46090698242188
2017-06-02,153.8285369873047
2017-06-05,154.93292236328125
2017-06-06,151.29916381835938
2017-06-07,150.96963500976562
2017-06-08,151.94041442871094
2017-06-09,157.04367065429688
2017-06-12,159.89364624023438
2017-06-13,158.6022491455078
2017-06-14,157.658203125
2017-06-15,157.42665100097656
2017-06-16,160.59727478027344
2017-06-19,159.866943359375
2017-06-20,155.55628967285156
2017-06-21,154.68348693847656
2017-06-22,153.88194274902344
2017-06-23,157.0882110595703
2017-06-26,158.37069702148438
2017-06-27,155.93038940429688
2017-06-28,157.60476684570312
2017-06-29,159.38600158691406
2017-06-30,160.78428649902344
2017-07-03,164.8989715576172
2017-07-05,164.03506469726562
2017-07-06,161.3097381591797
2017-07-07,159.65322875976562
2017-07-10,158.59336853027344
2017-07-11,157.22183227539062
2017-07-12,150.34617614746094
2017-07-13,151.406005859375
2017-07-14,153.0893096923828
2017-07-17,153.3743133544922
2017-07-18,155.39602661132812
2017-07-19,144.45022583007812
2017-07-20,147.8079071044922
2017-07-21,146.89947509765625
2017-07-24,148.6273193359375
2017-07-25,150.56883239746094
2017-07-26,148.00384521484375
2017-07-27,149.1527557373047
2017-07-28,147.15773010253906
2017-07-31,148.5026397705078
2017-08-01,151.15663146972656
2017-08-02,151.42385864257812
2017-08-03,150.93402099609375
2017-08-04,151.71775817871094
2017-08-07,149.08151245117188
2017-08-08,146.5877685546875
2017-08-09,147.9325714111328
2017-08-10,146.76576232910156
2017-08-11,147.03501892089844
2017-08-14,149.88026428222656
2017-08-15,148.1659698486328
2017-08-16,148.1659698486328
2017-08-17,147.7351837158203
2017-08-18,144.8540802001953
2017-08-21,142.1793670654297
2017-08-22,147.57362365722656
2017-08-23,144.98866271972656
2017-08-24,142.1075439453125
2017-08-25,143.41796875
2017-08-28,140.2406768798828
2017-08-29,141.05738830566406
2017-08-30,143.2833709716797
2017-08-31,145.91314697265625
2017-09-01,147.00814819335938
2017-09-05,144.82716369628906
2017-09-06,147.14273071289062
2017-09-07,145.922119140625
2017-09-08,148.0672607421875
2017-09-11,147.72618103027344
2017-09-12,149.2519989013672
2017-09-13,151.24452209472656
2017-09-14,151.9446258544922
2017-09-15,151.63941955566406
2017-09-18,153.4973602294922
2017-09-19,153.14730834960938
2017-09-20,157.23109436035156
