,GWW
2017-09-21,157.59913635253906
2017-09-22,158.51458740234375
2017-09-25,160.47120666503906
2017-09-26,162.44586181640625
2017-09-27,162.32908630371094
2017-09-28,161.6290283203125
2017-09-29,161.3328857421875
2017-10-02,163.5498046875
2017-10-03,163.67547607421875
2017-10-04,162.36505126953125
2017-10-05,163.57675170898438
2017-10-06,161.62013244628906
2017-10-09,159.40313720703125
2017-10-10,156.09124755859375
2017-10-11,154.8257293701172
2017-10-12,159.3582763671875
2017-10-13,162.4996795654297
2017-10-16,163.67547607421875
2017-10-17,184.37277221679688
2017-10-18,187.41534423828125
2017-10-19,183.68167114257812
2017-10-20,186.51788330078125
2017-10-23,188.03468322753906
2017-10-24,178.0271759033203
2017-10-25,176.93212890625
2017-10-26,180.56715393066406
2017-10-27,179.29261779785156
2017-10-30,178.96055603027344
2017-10-31,177.44369506835938
2017-11-01,175.54095458984375
2017-11-02,178.637451171875
2017-11-03,179.5170440673828
2017-11-06,182.7212371826172
2017-11-07,184.1573028564453
2017-11-08,186.8050994873047
2017-11-09,184.95611572265625
2017-11-10,183.77297973632812
2017-11-13,176.82777404785156
2017-11-14,176.63812255859375
2017-11-15,176.77357482910156
2017-11-16,179.27532958984375
2017-11-17,178.66119384765625
2017-11-20,180.28683471679688
2017-11-21,180.29586791992188
2017-11-22,180.99127197265625
2017-11-24,180.76553344726562
2017-11-27,183.4298095703125
2017-11-28,191.0795440673828
2017-11-29,195.77586364746094
2017-11-30,199.8761444091797
2017-12-01,197.09445190429688
2017-12-04,205.46664428710938
2017-12-05,204.75318908691406
2017-12-06,199.9845428466797
2017-12-07,200.74319458007812
2017-12-08,202.22434997558594
2017-12-11,201.89019775390625
2017-12-12,200.85159301757812
2017-12-13,202.5765838623047
2017-12-14,201.10450744628906
2017-12-15,207.6974639892578
2017-12-18,207.6522979736328
2017-12-19,206.4510955810547
2017-12-20,208.5735321044922
2017-12-21,212.25833129882812
2017-12-22,212.09580993652344
2017-12-26,213.15245056152344
2017-12-27,214.0465850830078
2017-12-28,214.91368103027344
2017-12-29,213.36929321289062
2018-01-02,212.88153076171875
2018-01-03,211.5448760986328
2018-01-04,213.19764709472656
2018-01-05,215.17559814453125
2018-01-08,215.17559814453125
2018-01-09,214.3085479736328
2018-01-10,209.30506896972656
2018-01-11,214.69688415527344
2018-01-12,212.84539794921875
2018-01-16,209.3592529296875
2018-01-17,203.41650390625
2018-01-18,205.49378967285156
2018-01-19,207.76968383789062
2018-01-22,207.59811401367188
2018-01-23,207.22781372070312
2018-01-24,245.6297607421875
2018-01-25,258.6983337402344
2018-01-26,257.6327209472656
2018-01-29,247.89663696289062
2018-01-30,248.77272033691406
2018-01-31,243.5435028076172
2018-02-01,240.35543823242188
2018-02-02,234.5391082763672
2018-02-05,229.49951171875
2018-02-06,233.9249725341797
2018-02-07,234.7197265625
2018-02-08,233.55470275878906
2018-02-09,242.64920043945312
2018-02-12,244.5462646484375
2018-02-13,246.30694580078125
2018-02-14,240.2893524169922
2018-02-15,244.66421508789062
2018-02-16,242.0502166748047
2018-02-20,239.26376342773438
2018-02-21,237.61183166503906
2018-02-22,239.2547149658203
2018-02-23,241.60546875
2018-02-26,245.80784606933594
2018-02-27,240.32566833496094
2018-02-28,237.3939971923828
2018-03-01,232.09335327148438
2018-03-02,231.72119140625
2018-03-05,235.83285522460938
2018-03-06,243.03048706054688
2018-03-07,246.2071990966797
2018-03-08,249.32952880859375
2018-03-09,254.53025817871094
2018-03-12,253.90403747558594
2018-03-13,251.09933471679688
2018-03-14,254.33056640625
2018-03-15,255.30174255371094
2018-03-16,262.0818786621094
2018-03-19,259.9306945800781
2018-03-20,259.32269287109375
2018-03-21,259.1048889160156
2018-03-22,254.29425048828125
2018-03-23,245.10891723632812
2018-03-26,251.08116149902344
2018-03-27,247.81370544433594
2018-03-28,251.85272216796875
2018-03-29,256.2003479003906
2018-04-02,251.0903778076172
2018-04-03,257.6524963378906
2018-04-04,261.8096618652344
2018-04-05,266.63818359375
2018-04-06,260.19403076171875
2018-04-09,260.15765380859375
2018-04-10,265.03179931640625
2018-04-11,253.38668823242188
2018-04-12,257.6798095703125
2018-04-13,252.8783416748047
2018-04-16,257.87945556640625
2018-04-17,257.3621520996094
2018-04-18,258.3968200683594
2018-04-19,272.1839294433594
2018-04-20,261.76416015625
2018-04-23,259.65838623046875
2018-04-24,253.7406005859375
2018-04-25,251.6531524658203
2018-04-26,251.31732177734375
2018-04-27,257.6524963378906
2018-04-30,255.36526489257812
2018-05-01,255.90084838867188
2018-05-02,254.95689392089844
2018-05-03,253.99476623535156
2018-05-04,260.28472900390625
2018-05-07,262.6446228027344
2018-05-08,263.27996826171875
2018-05-09,268.5079345703125
2018-05-10,272.4471435546875
2018-05-11,269.93060302734375
2018-05-14,269.6206359863281
2018-05-15,274.3071594238281
2018-05-16,279.3401794433594
2018-05-17,279.7322082519531
2018-05-18,280.47076416015625
2018-05-21,286.20587158203125
2018-05-22,278.9025573730469
2018-05-23,278.2917175292969
2018-05-24,283.49786376953125
2018-05-25,282.4858703613281
2018-05-29,276.1945495605469
2018-05-30,280.3340148925781
2018-05-31,281.72900390625
2018-06-01,282.3763732910156
2018-06-04,284.5008850097656
2018-06-05,286.8167724609375
2018-06-06,283.3246765136719
2018-06-07,284.8016662597656
2018-06-08,286.8349609375
2018-06-11,288.27557373046875
2018-06-12,290.64617919921875
2018-06-13,287.8470764160156
2018-06-14,289.387939453125
2018-06-15,291.421142578125
2018-06-18,288.2208557128906
2018-06-19,284.57373046875
2018-06-20,288.9685363769531
2018-06-21,285.54931640625
2018-06-22,284.56463623046875
2018-06-25,278.64727783203125
2018-06-26,279.4404296875
2018-06-27,278.4374694824219
2018-06-28,280.4251708984375
2018-06-29,281.1910400390625
2018-07-02,279.2763671875
2018-07-03,271.4898986816406
2018-07-05,271.6082458496094
2018-07-06,272.55657958984375
2018-07-09,278.6380920410156
2018-07-10,278.34637451171875
2018-07-11,283.04193115234375
2018-07-12,281.9295654296875
2018-07-13,283.08758544921875
2018-07-16,276.1945495605469
2018-07-17,278.05462646484375
2018-07-18,309.08221435546875
2018-07-19,311.3252258300781
2018-07-20,310.23101806640625
2018-07-23,312.4010925292969
2018-07-24,307.404541015625
2018-07-25,312.9117431640625
2018-07-26,310.4954528808594
2018-07-27,309.3922424316406
2018-07-30,306.7845458984375
2018-07-31,315.984375
2018-08-01,311.7993469238281
2018-08-02,310.9240417480469
2018-08-03,309.0914001464844
2018-08-06,314.379638671875
2018-08-07,318.45513916015625
2018-08-08,321.4367980957031
2018-08-09,320.6343994140625
2018-08-10,321.54974365234375
2018-08-13,323.2522277832031
2018-08-14,330.7944641113281
2018-08-15,327.5816650390625
2018-08-16,329.4671630859375
2018-08-17,327.4352111816406
2018-08-20,335.4990539550781
2018-08-21,337.8880615234375
2018-08-22,336.4693908691406
2018-08-23,336.38702392578125
2018-08-24,334.2268371582031
2018-08-27,333.073486328125
2018-08-28,330.1994323730469
2018-08-29,331.6090087890625
2018-08-30,324.39630126953125
2018-08-31,324.0851745605469
2018-09-04,325.7327575683594
2018-09-05,325.50384521484375
2018-09-06,323.23394775390625
2018-09-07,319.7099914550781
2018-09-10,322.3643493652344
2018-09-11,328.9454040527344
2018-09-12,324.07598876953125
2018-09-13,324.0577392578125
2018-09-14,325.49468994140625
2018-09-17,321.85174560546875
2018-09-18,323.718994140625
2018-09-19,321.54974365234375
2018-09-20,324.95465087890625
2018-09-21,325.93408203125
2018-09-24,322.71221923828125
2018-09-25,324.9089660644531
2018-09-26,326.2178039550781
2018-09-27,325.18353271484375
2018-09-28,327.142333984375
2018-10-01,325.8517150878906
2018-10-02,324.52447509765625
2018-10-03,327.64569091796875
2018-10-04,322.3094177246094
2018-10-05,321.3025817871094
2018-10-08,316.5978698730469
2018-10-09,306.9779357910156
2018-10-10,289.5046081542969
2018-10-11,282.8319091796875
2018-10-12,285.1568298339844
2018-10-15,291.078857421875
2018-10-16,256.2969970703125
2018-10-17,255.68365478515625
2018-10-18,251.64712524414062
2018-10-19,252.8828582763672
2018-10-22,251.93096923828125
2018-10-23,250.78683471679688
2018-10-24,248.8463897705078
2018-10-25,248.26060485839844
2018-10-26,251.43678283691406
2018-10-29,252.2146759033203
2018-10-30,259.1710510253906
2018-10-31,259.921630859375
2018-11-01,262.2557067871094
2018-11-02,264.745361328125
2018-11-05,262.7499084472656
2018-11-06,263.22601318359375
2018-11-07,270.9511413574219
2018-11-08,269.4432067871094
2018-11-09,270.1144714355469
2018-11-12,268.21099853515625
2018-11-13,272.1466064453125
2018-11-14,276.2109069824219
2018-11-15,281.4798889160156
2018-11-16,285.5718688964844
2018-11-19,280.55120849609375
2018-11-20,273.0845031738281
2018-11-21,278.1695251464844
2018-11-23,273.9764709472656
2018-11-26,283.16259765625
2018-11-27,279.9718933105469
2018-11-28,286.6292419433594
2018-11-29,286.1511535644531
2018-11-30,288.7718200683594
2018-12-03,291.66839599609375
2018-12-04,276.41326904296875
2018-12-06,275.4660949707031
2018-12-07,266.14202880859375
2018-12-10,262.3534240722656
2018-12-11,263.6591491699219
2018-12-12,264.6431884765625
2018-12-13,262.6293029785156
2018-12-14,261.52587890625
2018-12-17,261.617919921875
2018-12-18,260.1005859375
2018-12-19,256.0271301269531
2018-12-20,253.0018310546875
2018-12-21,250.30755615234375
2018-12-24,244.99264526367188
2018-12-26,256.2293395996094
2018-12-27,259.2454528808594
2018-12-28,258.8224792480469
2018-12-31,259.640869140625
2019-01-02,254.32591247558594
2019-01-03,246.47311401367188
2019-01-04,256.6707458496094
2019-01-07,254.8317108154297
2019-01-08,256.5328063964844
2019-01-09,257.47991943359375
2019-01-10,261.59942626953125
2019-01-11,261.6087341308594
2019-01-14,258.5833435058594
2019-01-15,269.626953125
2019-01-16,265.57183837890625
2019-01-17,275.1994934082031
2019-01-18,280.81781005859375
2019-01-22,276.4224548339844
2019-01-23,273.2500305175781
2019-01-24,263.1902770996094
2019-01-25,268.3488464355469
2019-01-28,265.68218994140625
2019-01-29,272.3305358886719
2019-01-30,272.25689697265625
2019-01-31,271.6224060058594
2019-02-01,268.94659423828125
2019-02-04,274.5833740234375
2019-02-05,275.85235595703125
2019-02-06,279.0982360839844
2019-02-07,278.6753234863281
2019-02-08,277.5022277832031
2019-02-11,283.4230041503906
2019-02-12,288.6695251464844
2019-02-13,289.3992919921875
2019-02-14,288.01361083984375
2019-02-15,292.4566650390625
2019-02-19,290.636962890625
2019-02-20,287.3026123046875
2019-02-21,285.9631042480469
2019-02-22,288.5308837890625
2019-02-25,287.6165771484375
2019-02-26,285.0025634765625
2019-02-27,287.3764343261719
2019-02-28,281.510986328125
2019-03-01,279.44195556640625
2019-03-04,279.5250549316406
2019-03-05,278.3057861328125
2019-03-06,279.36810302734375
2019-03-07,274.9805908203125
2019-03-08,271.0086975097656
2019-03-11,272.4773864746094
2019-03-12,272.8283996582031
2019-03-13,276.63397216796875
2019-03-14,274.82354736328125
2019-03-15,274.5001525878906
2019-03-18,279.0078430175781
2019-03-19,276.6801452636719
2019-03-20,275.276123046875
2019-03-21,281.7049865722656
2019-03-22,270.186767578125
2019-03-25,267.4986572265625
2019-03-26,267.24932861328125
2019-03-27,267.8681640625
2019-03-28,271.35968017578125
2019-03-29,277.9640197753906
2019-04-01,287.5057373046875
2019-04-02,287.5149841308594
2019-04-03,287.80126953125
2019-04-04,289.7041015625
2019-04-05,292.3458557128906
2019-04-08,290.9233093261719
2019-04-09,281.98211669921875
2019-04-10,280.0331115722656
2019-04-11,285.40887451171875
2019-04-12,281.59417724609375
2019-04-15,281.52947998046875
2019-04-16,282.6470947265625
2019-04-17,284.7900695800781
2019-04-18,284.66082763671875
2019-04-22,268.98583984375
2019-04-23,270.81475830078125
2019-04-24,271.8953857421875
2019-04-25,272.4866027832031
2019-04-26,269.6324462890625
2019-04-29,263.1112976074219
2019-04-30,260.47869873046875
2019-05-01,253.88357543945312
2019-05-02,257.66143798828125
2019-05-03,261.910400390625
2019-05-06,257.9940185546875
2019-05-07,255.36146545410156
2019-05-08,255.46316528320312
2019-05-09,252.5720672607422
2019-05-10,248.5698699951172
2019-05-13,241.41983032226562
2019-05-14,243.34202575683594
2019-05-15,243.09127807617188
2019-05-16,245.01339721679688
2019-05-17,248.02203369140625
2019-05-20,251.38348388671875
2019-05-21,252.8784942626953
2019-05-22,240.5841064453125
2019-05-23,242.28343200683594
2019-05-24,240.09197998046875
2019-05-28,240.87200927734375
2019-05-29,243.0726776123047
2019-05-30,245.69129943847656
2019-05-31,242.9984588623047
2019-06-03,244.08480834960938
2019-06-04,250.2412872314453
2019-06-05,249.93487548828125
2019-06-06,246.8612823486328
2019-06-07,251.75489807128906
2019-06-10,255.52490234375
2019-06-11,254.81912231445312
2019-06-12,255.4041290283203
2019-06-13,259.7777099609375
2019-06-14,252.90625
2019-06-17,252.9805145263672
2019-06-18,252.4513397216797
2019-06-19,254.5962677001953
2019-06-20,257.0290832519531
2019-06-21,254.44772338867188
2019-06-24,251.67137145996094
2019-06-25,248.44915771484375
2019-06-26,247.37197875976562
2019-06-27,247.12130737304688
2019-06-28,249.07131958007812
2019-07-01,248.19847106933594
2019-07-02,246.21124267578125
2019-07-03,249.58201599121094
2019-07-05,250.27842712402344
2019-07-08,246.89846801757812
2019-07-09,247.64132690429688
2019-07-10,240.07342529296875
2019-07-11,244.0384063720703
2019-07-12,249.9720458984375
2019-07-15,251.90342712402344
2019-07-16,253.41702270507812
2019-07-17,249.78628540039062
2019-07-18,249.4705810546875
2019-07-19,248.13343811035156
2019-07-22,250.1763458251953
2019-07-23,258.86773681640625
2019-07-24,282.3513488769531
2019-07-25,278.69281005859375
2019-07-26,278.3863830566406
2019-07-29,270.7255554199219
2019-07-30,275.5263366699219
2019-07-31,270.24273681640625
2019-08-01,257.8184814453125
2019-08-02,256.6484375
2019-08-05,249.62838745117188
2019-08-06,250.6962890625
2019-08-07,254.70773315429688
2019-08-08,256.9178161621094
2019-08-09,250.49575805664062
2019-08-12,245.84722900390625
2019-08-13,250.36502075195312
2019-08-14,246.752685546875
2019-08-15,247.18203735351562
2019-08-16,251.3357696533203
2019-08-19,257.05780029296875
2019-08-20,253.9588165283203
2019-08-21,256.52569580078125
2019-08-22,254.6961669921875
2019-08-23,248.3114776611328
2019-08-26,249.66494750976562
2019-08-27,247.70480346679688
2019-08-28,250.51438903808594
2019-08-29,255.1628875732422
2019-08-30,255.43356323242188
2019-09-03,248.3861846923828
2019-09-04,250.31838989257812
2019-09-05,258.355224609375
2019-09-06,259.6993713378906
2019-09-09,266.86810302734375
2019-09-10,271.3765869140625
2019-09-11,275.3623352050781
2019-09-12,274.0555114746094
2019-09-13,275.88507080078125
2019-09-16,276.1184387207031
2019-09-17,272.2259521484375
2019-09-18,273.01007080078125
2019-09-19,272.7113342285156
2019-09-20,272.72998046875
2019-09-23,271.69390869140625
2019-09-24,267.4842224121094
2019-09-25,271.73126220703125
2019-09-26,274.0740966796875
2019-09-27,275.3529968261719
2019-09-30,277.3692626953125
2019-10-01,267.008056640625
2019-10-02,268.0629577636719
2019-10-03,269.4724426269531
2019-10-04,271.8246765136719
2019-10-07,269.73370361328125
2019-10-08,263.40509033203125
2019-10-09,265.085205078125
2019-10-10,269.4910583496094
2019-10-11,284.8833312988281
2019-10-14,285.6954040527344
2019-10-15,286.880859375
2019-10-16,287.3662414550781
2019-10-17,290.0545654296875
2019-10-18,289.4384765625
2019-10-21,295.6925354003906
2019-10-22,297.9327087402344
2019-10-23,291.6413879394531
2019-10-24,294.22698974609375
2019-10-25,296.2152099609375
2019-10-28,295.3285217285156
2019-10-29,292.10821533203125
2019-10-30,289.7185363769531
2019-10-31,288.28106689453125
2019-11-01,296.523193359375
2019-11-04,298.1100769042969
2019-11-05,301.0036926269531
2019-11-06,299.8742370605469
2019-11-07,300.7275390625
2019-11-08,304.6561584472656
2019-11-11,306.7471618652344
2019-11-12,305.143798828125
2019-11-13,302.4058837890625
2019-11-14,302.30267333984375
2019-11-15,303.2966003417969
2019-11-18,297.68951416015625
2019-11-19,296.19873046875
2019-11-20,292.8701477050781
2019-11-21,293.1326599121094
2019-11-22,299.1053771972656
2019-11-25,300.50244140625
2019-11-26,300.6806640625
2019-11-27,299.3304443359375
2019-11-29,297.1831970214844
2019-12-02,295.383056640625
2019-12-03,293.0858459472656
2019-12-04,297.108154296875
2019-12-05,298.439697265625
2019-12-06,301.4400939941406
2019-12-09,304.0841979980469
2019-12-10,303.390380859375
2019-12-11,308.96929931640625
2019-12-12,317.6705017089844
2019-12-13,311.5853271484375
2019-12-16,316.18902587890625
2019-12-17,310.8070983886719
2019-12-18,311.79156494140625
2019-12-19,313.95758056640625
2019-12-20,316.5360107421875
2019-12-23,316.6579284667969
2019-12-24,316.3390808105469
2019-12-26,317.7737121582031
2019-12-27,316.4234924316406
2019-12-30,317.1549072265625
2019-12-31,317.4079895019531
2020-01-02,323.2119140625
2020-01-03,319.4146423339844
2020-01-06,316.44219970703125
2020-01-07,316.7703857421875
2020-01-08,320.11785888671875
2020-01-09,321.76800537109375
2020-01-10,320.0240783691406
2020-01-13,322.95880126953125
2020-01-14,319.0581970214844
2020-01-15,318.1112365722656
2020-01-16,319.8646240234375
2020-01-17,318.93634033203125
2020-01-21,313.5918884277344
2020-01-22,310.4227294921875
2020-01-23,311.8009948730469
2020-01-24,308.4817810058594
2020-01-27,302.03082275390625
2020-01-28,303.27789306640625
2020-01-29,307.0659484863281
2020-01-30,293.0576477050781
2020-01-31,283.7938537597656
2020-02-03,284.3188781738281
2020-02-04,288.9226989746094
2020-02-05,295.4111022949219
2020-02-06,290.6480712890625
2020-02-07,282.32061767578125
2020-02-10,280.8793029785156
2020-02-11,283.422607421875
2020-02-12,292.92755126953125
2020-02-13,287.6523742675781
2020-02-14,289.8095397949219
2020-02-18,290.3087463378906
2020-02-19,289.3290710449219
2020-02-20,292.2965087890625
2020-02-21,285.7306823730469
2020-02-24,278.872802734375
2020-02-25,268.275146484375
2020-02-26,268.33172607421875
2020-02-27,263.565185546875
2020-02-28,261.44561767578125
2020-03-02,272.12799072265625
2020-03-03,269.28314208984375
2020-03-04,277.582275390625
2020-03-05,273.5033264160156
2020-03-06,268.12451171875
2020-03-09,240.9945526123047
2020-03-10,263.40496826171875
2020-03-11,258.68548583984375
2020-03-12,231.91355895996094
2020-03-13,250.59368896484375
2020-03-16,216.21969604492188
2020-03-17,232.1396484375
2020-03-18,222.2108612060547
2020-03-19,221.35362243652344
2020-03-20,201.3830108642578
2020-03-23,197.34178161621094
2020-03-24,224.84852600097656
2020-03-25,223.5296630859375
2020-03-26,234.57949829101562
2020-03-27,232.81787109375
2020-03-30,240.34458923339844
2020-03-31,234.08961486816406
2020-04-01,222.80435180664062
2020-04-02,225.79051208496094
2020-04-03,224.9144287109375
2020-04-06,236.61419677734375
2020-04-07,242.97274780273438
2020-04-08,254.71961975097656
2020-04-09,263.64044189453125
2020-04-13,258.4499816894531
2020-04-14,270.95050048828125
2020-04-15,263.2259826660156
2020-04-16,263.6875915527344
2020-04-17,263.97021484375
2020-04-20,258.5912780761719
2020-04-21,254.42758178710938
2020-04-22,260.11737060546875
2020-04-23,243.44375610351562
2020-04-24,253.9754638671875
2020-04-27,261.0499267578125
2020-04-28,269.4338073730469
2020-04-29,264.3658752441406
2020-04-30,259.5992431640625
2020-05-01,252.1385040283203
2020-05-04,256.33990478515625
2020-05-05,263.018798828125
2020-05-06,264.23394775390625
2020-05-07,264.8085632324219
2020-05-08,270.2815246582031
2020-05-11,271.3608703613281
2020-05-12,262.479248046875
2020-05-13,258.5592956542969
2020-05-14,262.29937744140625
2020-05-15,263.9753723144531
2020-05-18,275.4607238769531
2020-05-19,271.2851257324219
2020-05-20,280.3370666503906
2020-05-21,279.7405700683594
2020-05-22,277.3450622558594
2020-05-26,289.51220703125
2020-05-27,297.6361999511719
2020-05-28,292.77886962890625
2020-05-29,293.1670837402344
2020-06-01,289.6826171875
2020-06-02,298.2517395019531
2020-06-03,301.10174560546875
2020-06-04,299.5205383300781
2020-06-05,305.675048828125
2020-06-08,310.93023681640625
2020-06-09,308.99859619140625
2020-06-10,303.8192138671875
2020-06-11,289.6826171875
2020-06-12,287.6089172363281
2020-06-15,286.7189025878906
2020-06-16,294.1518249511719
2020-06-17,293.782470703125
2020-06-18,288.290771484375
2020-06-19,286.9083251953125
2020-06-22,287.0787658691406
2020-06-23,285.4596862792969
2020-06-24,279.1251525878906
2020-06-25,280.2234802246094
2020-06-26,277.5439147949219
2020-06-29,287.3438720703125
2020-06-30,297.4658203125
2020-07-01,291.59515380859375
2020-07-02,300.6378479003906
2020-07-06,305.06903076171875
2020-07-07,303.80029296875
2020-07-08,292.3622741699219
2020-07-09,292.57049560546875
2020-07-10,294.49261474609375
2020-07-13,302.5503845214844
2020-07-14,310.18212890625
2020-07-15,315.8917236328125
2020-07-16,315.6076965332031
2020-07-17,312.71978759765625
2020-07-20,313.1553039550781
2020-07-21,319.3951416015625
2020-07-22,320.9385681152344
2020-07-23,320.6639099121094
2020-07-24,323.24884033203125
2020-07-27,321.7337951660156
2020-07-28,315.920166015625
2020-07-29,322.6523132324219
2020-07-30,321.7337951660156
2020-07-31,323.38140869140625
2020-08-03,323.78857421875
2020-08-04,320.53131103515625
2020-08-05,326.1083679199219
2020-08-06,328.1725769042969
2020-08-07,332.2810974121094
2020-08-10,334.8394775390625
2020-08-11,335.64788818359375
2020-08-12,338.3964538574219
2020-08-13,334.8394775390625
2020-08-14,334.1832275390625
2020-08-17,334.677734375
2020-08-18,335.961669921875
2020-08-19,333.66009521484375
2020-08-20,336.9127502441406
2020-08-21,335.3529357910156
2020-08-24,332.0718078613281
2020-08-25,337.32171630859375
2020-08-26,343.7984313964844
2020-08-27,344.7304382324219
2020-08-28,348.0686950683594
2020-08-31,347.5456237792969
2020-09-01,349.43817138671875
2020-09-02,352.3674011230469
2020-09-03,342.4954528808594
2020-09-04,340.5552978515625
2020-09-08,333.02288818359375
2020-09-09,343.59869384765625
2020-09-10,334.1261291503906
2020-09-11,337.79718017578125
2020-09-14,336.9983825683594
2020-09-15,337.29315185546875
2020-09-16,339.2523498535156
2020-09-17,338.03497314453125
2020-09-18,333.9073791503906
2020-09-21,324.8532409667969
2020-09-22,326.860107421875
2020-09-23,322.4947204589844
2020-09-24,325.7187805175781
2020-09-25,330.3979797363281
2020-09-28,336.36114501953125
2020-09-29,334.8489074707031
2020-09-30,339.3094482421875
2020-10-01,340.5077209472656
2020-10-02,341.8011474609375
2020-10-05,352.9950866699219
2020-10-06,349.7139892578125
2020-10-07,357.97869873046875
2020-10-08,367.099365234375
2020-10-09,366.55718994140625
2020-10-12,369.63873291015625
2020-10-13,365.3589172363281
2020-10-14,367.3371887207031
2020-10-15,366.7759704589844
2020-10-16,364.769287109375
2020-10-19,356.39996337890625
2020-10-20,357.44610595703125
2020-10-21,355.1635437011719
2020-10-22,344.3025207519531
2020-10-23,343.36090087890625
2020-10-26,343.59869384765625
2020-10-27,340.13690185546875
2020-10-28,335.29583740234375
2020-10-29,332.97528076171875
2020-10-30,332.8897705078125
2020-11-02,345.45330810546875
2020-11-03,353.0521545410156
2020-11-04,356.3714904785156
2020-11-05,360.29925537109375
2020-11-06,373.0187683105469
2020-11-09,370.71746826171875
2020-11-10,386.24432373046875
2020-11-11,385.20355224609375
2020-11-12,380.21881103515625
2020-11-13,385.1270446777344
2020-11-16,395.8412170410156
2020-11-17,391.9547424316406
2020-11-18,396.2995910644531
2020-11-19,403.7957458496094
2020-11-20,390.84698486328125
2020-11-23,396.14678955078125
2020-11-24,401.58984375
2020-11-25,395.88897705078125
2020-11-27,395.88897705078125
2020-11-30,399.4412536621094
2020-12-01,394.5140075683594
2020-12-02,388.956298828125
2020-12-03,384.5254821777344
2020-12-04,386.521240234375
2020-12-07,386.74090576171875
2020-12-08,388.3355407714844
2020-12-09,392.6805114746094
2020-12-10,384.1816711425781
2020-12-11,385.3371887207031
2020-12-14,382.4055480957031
2020-12-15,387.3138427734375
2020-12-16,388.0586853027344
2020-12-17,391.5537109375
2020-12-18,391.9547424316406
2020-12-21,393.2152404785156
2020-12-22,391.8305358886719
2020-12-23,392.145751953125
2020-12-24,396.8344421386719
2020-12-28,395.62158203125
2020-12-29,388.91815185546875
2020-12-30,388.4884033203125
2020-12-31,389.9303283691406
2021-01-04,375.969482421875
2021-01-05,377.0580139160156
2021-01-06,379.26397705078125
2021-01-07,381.9758605957031
2021-01-08,378.7960205078125
2021-01-11,374.0500183105469
2021-01-12,383.55145263671875
2021-01-13,370.9752197265625
2021-01-14,366.1147155761719
2021-01-15,371.1376647949219
2021-01-19,376.7046813964844
2021-01-20,375.24371337890625
2021-01-21,373.5152587890625
2021-01-22,375.74981689453125
2021-01-25,370.4500732421875
2021-01-26,359.707275390625
2021-01-27,353.75811767578125
2021-01-28,355.1427001953125
2021-01-29,347.9617919921875
2021-02-01,353.6244201660156
2021-02-02,356.2886047363281
2021-02-03,349.6042785644531
2021-02-04,355.2286682128906
2021-02-05,352.76446533203125
2021-02-08,363.22552490234375
2021-02-09,359.27508544921875
2021-02-10,360.7708740234375
2021-02-11,358.75726318359375
2021-02-12,356.7724609375
2021-02-16,354.4424133300781
2021-02-17,356.86834716796875
2021-02-18,360.3298034667969
2021-02-19,363.791259765625
2021-02-22,361.8160705566406
2021-02-23,363.9638977050781
2021-02-24,369.7074890136719
2021-02-25,364.3282775878906
2021-02-26,357.37652587890625
2021-03-01,371.8649597167969
2021-03-02,369.79376220703125
2021-03-03,371.8168640136719
2021-03-04,363.35980224609375
2021-03-05,382.6904296875
2021-03-08,382.0863952636719
2021-03-09,372.4690246582031
2021-03-10,379.6220397949219
2021-03-11,370.7622375488281
2021-03-12,378.7591247558594
2021-03-15,383.2945251464844
2021-03-16,373.4373779296875
2021-03-17,383.5917663574219
2021-03-18,387.964111328125
2021-03-19,384.0615539550781
2021-03-22,383.2657470703125
2021-03-23,378.087890625
2021-03-24,379.12353515625
2021-03-25,381.23297119140625
2021-03-26,382.9397277832031
2021-03-29,383.7068176269531
2021-03-30,382.2685546875
2021-03-31,384.435546875
2021-04-01,389.6325378417969
2021-04-05,390.87908935546875
2021-04-06,391.6269836425781
2021-04-07,382.3356018066406
2021-04-08,381.5397644042969
2021-04-09,385.0971374511719
2021-04-12,389.2681579589844
2021-04-13,383.6876220703125
2021-04-14,383.98486328125
2021-04-15,387.8106689453125
2021-04-16,390.1407470703125
2021-04-19,392.15435791015625
2021-04-20,396.68017578125
2021-04-21,406.5948791503906
2021-04-22,401.8772277832031
2021-04-23,406.134521484375
2021-04-26,402.51959228515625
2021-04-27,405.9043884277344
2021-04-28,404.84967041015625
2021-04-29,412.2136535644531
2021-04-30,415.70391845703125
2021-05-03,425.6186218261719
2021-05-04,437.5659484863281
2021-05-05,441.6123352050781
2021-05-06,440.11651611328125
2021-05-07,448.0647277832031
2021-05-10,456.3209228515625
2021-05-11,445.2357482910156
2021-05-12,437.05657958984375
2021-05-13,447.5450744628906
2021-05-14,449.4311828613281
2021-05-17,449.4407653808594
2021-05-18,437.60504150390625
2021-05-19,438.99066162109375
2021-05-20,437.5761413574219
2021-05-21,439.20233154296875
2021-05-24,442.6472473144531
2021-05-25,443.4266662597656
2021-05-26,443.2535095214844
2021-05-27,441.79083251953125
2021-05-28,444.716064453125
2021-06-01,445.197265625
2021-06-02,444.2157897949219
2021-06-03,445.9670715332031
2021-06-04,447.1120910644531
2021-06-07,442.45477294921875
2021-06-08,445.0240173339844
2021-06-09,441.2423400878906
2021-06-10,442.20458984375
2021-06-11,441.8678283691406
2021-06-14,437.6338195800781
2021-06-15,441.4059143066406
2021-06-16,431.99505615234375
2021-06-17,424.3258972167969
