,O
2014-07-09,26.975780487060547
2014-07-10,27.168392181396484
2014-07-11,27.150341033935547
2014-07-14,27.30682945251465
2014-07-15,27.312837600708008
2014-07-16,27.246633529663086
2014-07-17,27.264690399169922
2014-07-18,27.559612274169922
2014-07-21,27.433210372924805
2014-07-22,27.22857666015625
2014-07-23,27.258668899536133
2014-07-24,26.915597915649414
2014-07-25,26.897541046142578
2014-07-28,26.94570541381836
2014-07-29,26.82533073425293
2014-07-30,26.252994537353516
2014-07-31,26.017292022705078
2014-08-01,25.975013732910156
2014-08-04,26.18651580810547
2014-08-05,26.138154983520508
2014-08-06,26.19257354736328
2014-08-07,26.31948471069336
2014-08-08,26.470584869384766
2014-08-11,26.40410041809082
2014-08-12,26.452436447143555
2014-08-13,26.929885864257812
2014-08-14,26.923830032348633
2014-08-15,27.020524978637695
2014-08-18,27.268308639526367
2014-08-19,27.346881866455078
2014-08-20,27.455669403076172
2014-08-21,27.43752670288086
2014-08-22,27.250205993652344
2014-08-25,27.086999893188477
2014-08-26,27.05074119567871
2014-08-27,27.020524978637695
2014-08-28,27.05268669128418
2014-08-29,27.137645721435547
2014-09-02,27.08304214477539
2014-09-03,27.05268669128418
2014-09-04,27.076974868774414
2014-09-05,27.519948959350586
2014-09-08,27.295421600341797
2014-09-09,27.08304214477539
2014-09-10,26.73106575012207
2014-09-11,26.54902458190918
2014-09-12,25.790475845336914
2014-09-15,25.723731994628906
2014-09-16,25.99073600769043
2014-09-17,25.81475257873535
2014-09-18,25.341426849365234
2014-09-19,25.559871673583984
2014-09-22,25.268606185913086
2014-09-23,24.946979522705078
2014-09-24,24.813480377197266
2014-09-25,24.849878311157227
2014-09-26,25.141157150268555
2014-09-29,25.051555633544922
2014-09-30,24.86260414123535
2014-10-01,24.972314834594727
2014-10-02,24.972314834594727
2014-10-03,25.051555633544922
2014-10-06,25.161285400390625
2014-10-07,25.057661056518555
2014-10-08,25.70376968383789
2014-10-09,26.06336784362793
2014-10-10,25.923192977905273
2014-10-13,25.959753036499023
2014-10-14,26.362035751342773
2014-10-15,26.67900276184082
2014-10-16,26.800907135009766
2014-10-17,26.538814544677734
2014-10-20,26.91670036315918
2014-10-21,27.08737564086914
2014-10-22,27.282426834106445
2014-10-23,27.398244857788086
2014-10-24,27.410429000854492
2014-10-27,27.58721351623535
2014-10-28,27.5201416015625
2014-10-29,27.983396530151367
2014-10-30,28.46868133544922
2014-10-31,28.168806076049805
2014-11-03,28.71957778930664
2014-11-04,29.14794921875
2014-11-05,28.927656173706055
2014-11-06,28.676746368408203
2014-11-07,28.6828556060791
2014-11-10,28.823610305786133
2014-11-11,28.65838050842285
2014-11-12,28.358516693115234
2014-11-13,28.254478454589844
2014-11-14,27.966880798339844
2014-11-17,28.193273544311523
2014-11-18,28.2177677154541
2014-11-19,28.089282989501953
2014-11-20,28.10149574279785
2014-11-21,28.125988006591797
2014-11-24,28.340167999267578
2014-11-25,28.389116287231445
2014-11-26,28.526124954223633
2014-11-28,28.544551849365234
2014-12-01,28.544551849365234
2014-12-02,28.575286865234375
2014-12-03,28.433971405029297
2014-12-04,28.36025047302246
2014-12-05,27.96089744567871
2014-12-08,27.93632698059082
2014-12-09,27.985464096069336
2014-12-10,28.096057891845703
2014-12-11,28.56915283203125
2014-12-12,28.606008529663086
2014-12-15,28.556861877441406
2014-12-16,28.606008529663086
2014-12-17,29.27568244934082
2014-12-18,29.496862411499023
2014-12-19,29.859357833862305
2014-12-22,30.264850616455078
2014-12-23,30.160417556762695
2014-12-24,30.3631534576416
2014-12-26,30.295576095581055
2014-12-29,30.455322265625
2014-12-30,30.161161422729492
2014-12-31,29.421171188354492
2015-01-02,29.98233413696289
2015-01-05,30.598995208740234
2015-01-06,30.99983024597168
2015-01-07,31.505504608154297
2015-01-08,30.67301368713379
2015-01-09,31.036836624145508
2015-01-12,31.468502044677734
2015-01-13,31.530181884765625
2015-01-14,31.881662368774414
2015-01-15,32.196170806884766
2015-01-16,32.54766082763672
2015-01-20,32.52299880981445
2015-01-21,32.52916717529297
2015-01-22,32.800498962402344
2015-01-23,33.01633071899414
2015-01-26,33.743995666503906
2015-01-27,33.947505950927734
2015-01-28,33.97831726074219
2015-01-29,34.12001419067383
2015-01-30,33.606441497802734
2015-02-02,33.12995910644531
2015-02-03,32.981468200683594
2015-02-04,32.68444061279297
2015-02-05,33.012420654296875
2015-02-06,31.459253311157227
2015-02-09,31.657255172729492
2015-02-10,31.73768424987793
2015-02-11,31.77482795715332
2015-02-12,31.985218048095703
2015-02-13,32.18320846557617
2015-02-17,32.0409049987793
2015-02-18,32.579246520996094
2015-02-19,31.799591064453125
2015-02-20,32.158470153808594
2015-02-23,32.43691635131836
2015-02-24,31.47779655456543
2015-02-25,31.62012481689453
2015-02-26,30.936325073242188
2015-02-27,31.09157943725586
2015-03-02,31.458011627197266
2015-03-03,31.39592742919922
2015-03-04,31.265483856201172
2015-03-05,31.551191329956055
2015-03-06,30.26552963256836
2015-03-09,30.576078414916992
2015-03-10,30.600927352905273
2015-03-11,30.762413024902344
2015-03-12,31.141271591186523
2015-03-13,31.085391998291016
2015-03-16,31.42696762084961
2015-03-17,31.402124404907227
2015-03-18,32.30268478393555
2015-03-19,32.4455451965332
2015-03-20,33.32128143310547
2015-03-23,33.203277587890625
2015-03-24,32.65672302246094
2015-03-25,32.13499069213867
2015-03-26,31.830692291259766
2015-03-27,31.712682723999023
2015-03-30,32.186458587646484
2015-03-31,32.16773986816406
2015-04-01,32.092960357666016
2015-04-02,32.44828414916992
2015-04-06,31.519407272338867
2015-04-07,31.575510025024414
2015-04-08,31.519407272338867
2015-04-09,30.771339416503906
2015-04-10,30.864843368530273
2015-04-13,30.6217041015625
2015-04-14,31.13289451599121
2015-04-15,30.76508331298828
2015-04-16,30.777572631835938
2015-04-17,30.708986282348633
2015-04-20,30.6092586517334
2015-04-21,30.771339416503906
2015-04-22,30.87107276916504
2015-04-23,30.79001808166504
2015-04-24,30.777572631835938
2015-04-27,30.690288543701172
2015-04-28,30.56560516357422
2015-04-29,29.927244186401367
2015-04-30,29.395294189453125
2015-05-01,29.414077758789062
2015-05-04,29.52046012878418
2015-05-05,28.8320369720459
2015-05-06,28.738183975219727
2015-05-07,29.107419967651367
2015-05-08,29.63311004638672
2015-05-11,29.11994743347168
2015-05-12,29.338973999023438
2015-05-13,28.95721435546875
2015-05-14,29.60807991027832
2015-05-15,29.97733497619629
2015-05-18,29.72072410583496
2015-05-19,29.60807991027832
2015-05-20,29.63311004638672
2015-05-21,29.40155601501465
2015-05-22,29.3890438079834
2015-05-26,29.03231430053711
2015-05-27,29.063600540161133
2015-05-28,28.93165397644043
2015-05-29,28.636287689208984
2015-06-01,28.849950790405273
2015-06-02,28.780811309814453
2015-06-03,28.43519401550293
2015-06-04,28.655141830444336
2015-06-05,28.43519401550293
2015-06-08,28.667705535888672
2015-06-09,28.28438949584961
2015-06-10,28.37862777709961
2015-06-11,28.64885711669922
2015-06-12,28.49176597595215
2015-06-15,28.322105407714844
2015-06-16,28.472900390625
2015-06-17,28.856243133544922
2015-06-18,29.308700561523438
2015-06-19,28.950490951538086
2015-06-22,28.586017608642578
2015-06-23,28.347230911254883
2015-06-24,28.139848709106445
2015-06-25,27.91362953186035
2015-06-26,28.240394592285156
2015-06-29,28.00060272216797
2015-06-30,28.013221740722656
2015-07-01,28.46127700805664
2015-07-02,28.644285202026367
2015-07-06,28.985071182250977
2015-07-07,29.237491607666016
2015-07-08,29.199617385864258
2015-07-09,28.997684478759766
2015-07-10,29.256431579589844
2015-07-13,29.130212783813477
2015-07-14,29.31321907043457
2015-07-15,29.4773006439209
2015-07-16,29.78652000427246
2015-07-17,29.654008865356445
2015-07-20,29.780223846435547
2015-07-21,29.660320281982422
2015-07-22,29.830703735351562
2015-07-23,29.521474838256836
2015-07-24,29.71078872680664
2015-07-27,29.799144744873047
2015-07-28,29.925344467163086
2015-07-29,30.184104919433594
2015-07-30,30.16508674621582
2015-07-31,30.595932006835938
2015-08-03,30.90639877319336
2015-08-04,30.50089454650879
2015-08-05,30.019359588623047
2015-08-06,30.114397048950195
2015-08-07,30.070049285888672
2015-08-10,30.00669288635254
2015-08-11,30.063718795776367
2015-08-12,30.171419143676758
2015-08-13,30.120744705200195
2015-08-14,30.31082534790039
2015-08-17,30.424856185913086
2015-08-18,30.703643798828125
2015-08-19,30.44388771057129
2015-08-20,30.475557327270508
2015-08-21,30.171419143676758
2015-08-24,29.030960083007812
2015-08-25,28.175626754760742
2015-08-26,28.80921745300293
2015-08-27,29.37311363220215
2015-08-28,29.226776123046875
2015-08-31,28.431541442871094
2015-09-01,27.95440673828125
2015-09-02,28.138887405395508
2015-09-03,28.100717544555664
2015-09-04,27.59811782836914
2015-09-08,28.189783096313477
2015-09-09,27.973466873168945
2015-09-10,28.11980438232422
2015-09-11,28.679670333862305
2015-09-14,28.851436614990234
2015-09-15,29.1377010345459
2015-09-16,29.44308853149414
2015-09-17,29.831159591674805
2015-09-18,30.212881088256836
2015-09-21,30.327402114868164
2015-09-22,29.99022674560547
2015-09-23,30.1110897064209
2015-09-24,29.882051467895508
2015-09-25,29.939321517944336
2015-09-28,29.67213249206543
2015-09-29,30.094377517700195
2015-09-30,30.27324676513672
2015-10-01,30.2476863861084
2015-10-02,29.38530731201172
2015-10-05,30.094377517700195
2015-10-06,30.017738342285156
2015-10-07,30.29881477355957
2015-10-08,30.439321517944336
2015-10-09,30.515981674194336
2015-10-12,30.765127182006836
2015-10-13,30.71402931213379
2015-10-14,30.45850372314453
2015-10-15,30.988706588745117
2015-10-16,31.052589416503906
2015-10-19,31.225074768066406
2015-10-20,31.27617645263672
2015-10-21,31.225074768066406
2015-10-22,32.0619010925293
2015-10-23,31.87666130065918
2015-10-26,32.1002311706543
2015-10-27,32.13858413696289
2015-10-28,32.323822021484375
2015-10-29,31.85637092590332
2015-10-30,31.715293884277344
2015-11-02,32.43989562988281
2015-11-03,32.15132522583008
2015-11-04,31.708885192871094
2015-11-05,32.06157684326172
2015-11-06,30.439245223999023
2015-11-09,29.74671745300293
2015-11-10,30.099403381347656
2015-11-11,30.420000076293945
2015-11-12,30.420000076293945
2015-11-13,30.420000076293945
2015-11-16,30.90092658996582
2015-11-17,31.061233520507812
2015-11-18,31.561389923095703
2015-11-19,31.657581329345703
2015-11-20,31.849960327148438
2015-11-23,31.88201904296875
2015-11-24,31.708885192871094
2015-11-25,31.81147575378418
2015-11-27,32.20479965209961
2015-11-30,31.940879821777344
2015-12-01,32.58457946777344
2015-12-02,31.934423446655273
2015-12-03,31.40016746520996
2015-12-04,32.19192123413086
2015-12-07,32.35926055908203
2015-12-08,32.27558135986328
2015-12-09,31.940879821777344
2015-12-10,31.50313949584961
2015-12-11,31.31645965576172
2015-12-14,31.7606258392334
2015-12-15,32.1468505859375
2015-12-16,32.97722244262695
2015-12-17,32.82919692993164
2015-12-18,32.88068771362305
2015-12-21,32.88068771362305
2015-12-22,32.94504928588867
2015-12-23,33.1574821472168
2015-12-24,33.02229690551758
2015-12-28,33.31196212768555
2015-12-29,33.58876419067383
2015-12-30,33.54418182373047
2015-12-31,33.35681915283203
2016-01-04,33.06610870361328
2016-01-05,33.78322219848633
2016-01-06,33.98350524902344
2016-01-07,33.395591735839844
2016-01-08,33.05964279174805
2016-01-11,33.77032470703125
2016-01-12,33.873680114746094
2016-01-13,33.49248504638672
2016-01-14,33.75737380981445
2016-01-15,33.71862030029297
2016-01-19,34.248409271240234
2016-01-20,33.51188278198242
2016-01-21,33.93182373046875
2016-01-22,34.91385269165039
2016-01-25,34.81696319580078
2016-01-26,35.66331100463867
2016-01-27,35.585777282714844
2016-01-28,35.578643798828125
2016-01-29,36.1751823425293
2016-02-01,36.732818603515625
2016-02-02,37.10243225097656
2016-02-03,37.18671798706055
2016-02-04,37.27101516723633
2016-02-05,36.24003982543945
2016-02-08,36.42158508300781
2016-02-09,36.54479217529297
2016-02-10,36.81712341308594
2016-02-11,38.98282241821289
2016-02-12,39.21624755859375
2016-02-16,38.78831481933594
2016-02-17,38.78181838989258
2016-02-18,39.19682693481445
2016-02-19,39.047672271728516
2016-02-22,38.723472595214844
2016-02-23,38.71697998046875
2016-02-24,38.60026550292969
2016-02-25,38.98282241821289
2016-02-26,38.142948150634766
2016-02-29,38.084388732910156
2016-03-01,38.2730598449707
2016-03-02,38.40966796875
2016-03-03,38.39666748046875
2016-03-04,37.837181091308594
2016-03-07,37.570457458496094
2016-03-08,38.14945602416992
2016-03-09,38.33811950683594
2016-03-10,38.54629898071289
2016-03-11,38.79351806640625
2016-03-14,38.87158966064453
2016-03-15,38.94315719604492
2016-03-16,39.60673522949219
2016-03-17,40.05562973022461
2016-03-18,39.8409423828125
2016-03-21,39.53516387939453
2016-03-22,39.60673522949219
2016-03-23,39.9515380859375
2016-03-24,39.98408126831055
2016-03-28,40.406951904296875
2016-03-29,40.9013786315918
2016-03-30,40.60049819946289
2016-03-31,40.796295166015625
2016-04-01,40.626617431640625
2016-04-04,40.56787109375
2016-04-05,41.024723052978516
2016-04-06,41.09651184082031
2016-04-07,40.88765335083008
2016-04-08,41.116092681884766
2016-04-11,41.116092681884766
2016-04-12,41.599037170410156
2016-04-13,41.16828155517578
2016-04-14,40.90072250366211
2016-04-15,41.12261199951172
2016-04-18,41.213966369628906
2016-04-19,41.30534362792969
2016-04-20,40.17626953125
2016-04-21,38.52511215209961
2016-04-22,38.747013092041016
2016-04-25,39.36701965332031
2016-04-26,38.89711380004883
2016-04-27,38.79921340942383
2016-04-28,38.9426383972168
2016-04-29,38.765838623046875
2016-05-02,39.16527557373047
2016-05-03,39.754638671875
2016-05-04,40.84817886352539
2016-05-05,40.867835998535156
2016-05-06,41.63396453857422
2016-05-09,41.93520736694336
2016-05-10,42.053062438964844
2016-05-11,41.430973052978516
2016-05-12,42.00067901611328
2016-05-13,41.6601676940918
2016-05-16,41.85007858276367
2016-05-17,40.926761627197266
2016-05-18,39.85939407348633
2016-05-19,38.6676025390625
2016-05-20,38.75927734375
2016-05-23,38.6676025390625
2016-05-24,38.91642761230469
2016-05-25,38.88368606567383
2016-05-26,39.22418975830078
2016-05-27,39.35493087768555
2016-05-31,39.47978591918945
2016-06-01,39.97911834716797
2016-06-02,40.439022064208984
2016-06-03,41.42454528808594
2016-06-06,41.10917282104492
2016-06-07,41.516517639160156
2016-06-08,41.72676467895508
2016-06-09,42.03556442260742
2016-06-10,42.24580764770508
2016-06-13,42.12754821777344
2016-06-14,42.27206039428711
2016-06-15,42.31149673461914
2016-06-16,42.751708984375
2016-06-17,42.12754821777344
2016-06-20,41.88444900512695
2016-06-21,42.26551055908203
2016-06-22,42.28521728515625
2016-06-23,42.37721633911133
2016-06-24,43.19844436645508
2016-06-27,44.00002670288086
2016-06-28,44.80813980102539
2016-06-29,45.11125564575195
2016-06-30,45.704315185546875
2016-07-01,45.8888053894043
2016-07-05,47.09467697143555
2016-07-06,46.92333984375
2016-07-07,45.55933380126953
2016-07-08,46.06672286987305
2016-07-11,46.468692779541016
2016-07-12,46.17214584350586
2016-07-13,46.65316390991211
2016-07-14,46.35006332397461
2016-07-15,46.02058792114258
2016-07-18,46.11286544799805
2016-07-19,46.31711959838867
2016-07-20,45.994258880615234
2016-07-21,46.178749084472656
2016-07-22,46.39617919921875
2016-07-25,46.336883544921875
2016-07-26,46.19852828979492
2016-07-27,45.855873107910156
2016-07-28,46.70835876464844
2016-07-29,47.23040771484375
2016-08-01,47.673194885253906
2016-08-02,46.26559066772461
2016-08-03,45.717071533203125
2016-08-04,45.95500183105469
2016-08-05,45.30738067626953
2016-08-08,45.22806930541992
2016-08-09,45.551876068115234
2016-08-10,45.73692321777344
2016-08-11,45.056251525878906
2016-08-12,45.36023712158203
2016-08-15,44.9306755065918
2016-08-16,44.2368049621582
2016-08-17,44.67955780029297
2016-08-18,44.81170654296875
2016-08-19,44.14427947998047
2016-08-22,44.580440521240234
2016-08-23,44.46810531616211
2016-08-24,44.06495666503906
2016-08-25,44.05835723876953
2016-08-26,43.43720245361328
2016-08-29,43.866729736328125
2016-08-30,43.37752914428711
2016-08-31,43.56976318359375
2016-09-01,43.57639694213867
2016-09-02,43.927711486816406
2016-09-06,44.530914306640625
2016-09-07,45.06782531738281
2016-09-08,44.689998626708984
2016-09-09,42.59535598754883
2016-09-12,43.443817138671875
2016-09-13,42.118106842041016
2016-09-14,42.416385650634766
2016-09-15,42.64174270629883
2016-09-16,42.73454666137695
2016-09-19,43.2317008972168
2016-09-20,43.47697448730469
2016-09-21,44.25250244140625
2016-09-22,44.99491500854492
2016-09-23,45.10759735107422
2016-09-26,45.52520751953125
2016-09-27,45.19377136230469
2016-09-28,45.618003845214844
2016-09-29,44.94122314453125
2016-09-30,44.495792388916016
2016-10-03,43.46534729003906
2016-10-04,42.341800689697266
2016-10-05,41.16510772705078
2016-10-06,40.94570541381836
2016-10-07,40.859283447265625
2016-10-10,41.291412353515625
2016-10-11,40.42715072631836
2016-10-12,40.9988899230957
2016-10-13,41.69031524658203
2016-10-14,41.244873046875
2016-10-17,41.6504020690918
2016-10-18,41.65705108642578
2016-10-19,41.57728958129883
2016-10-20,41.51743698120117
2016-10-21,41.15178298950195
2016-10-24,41.41773223876953
2016-10-25,41.41773223876953
2016-10-26,40.75956726074219
2016-10-27,39.29698944091797
2016-10-28,39.0448112487793
2016-10-31,39.51844787597656
2016-11-01,38.5178108215332
2016-11-02,37.83071517944336
2016-11-03,37.72397994995117
2016-11-04,38.27766799926758
2016-11-07,38.9914436340332
2016-11-08,39.31832504272461
2016-11-09,37.10356521606445
2016-11-10,36.20970153808594
2016-11-11,36.28304672241211
2016-11-14,37.10356521606445
2016-11-15,37.136932373046875
2016-11-16,37.45714569091797
2016-11-17,36.603271484375
2016-11-18,36.790061950683594
2016-11-21,36.750022888183594
2016-11-22,37.7573127746582
2016-11-23,37.43712615966797
2016-11-25,37.73733901977539
2016-11-28,37.590553283691406
2016-11-29,37.98689270019531
2016-11-30,37.11656188964844
2016-12-01,35.811058044433594
2016-12-02,36.64122772216797
2016-12-05,36.64122772216797
2016-12-06,36.5474853515625
2016-12-07,37.123252868652344
2016-12-08,37.04291534423828
2016-12-09,37.230377197265625
2016-12-12,37.61198043823242
2016-12-13,37.56512451171875
2016-12-14,36.5876579284668
2016-12-15,36.179264068603516
2016-12-16,37.13664245605469
2016-12-19,38.38190460205078
2016-12-20,38.00028610229492
2016-12-21,37.65214538574219
2016-12-22,37.712406158447266
2016-12-23,37.765968322753906
2016-12-27,37.77936553955078
2016-12-28,37.551727294921875
2016-12-29,38.05097198486328
2016-12-30,38.622100830078125
2017-01-03,38.62882995605469
2017-01-04,39.20665740966797
2017-01-05,40.2615966796875
2017-01-06,40.20783996582031
2017-01-09,39.91218185424805
2017-01-10,39.43513107299805
2017-01-11,39.32761764526367
2017-01-12,40.026424407958984
2017-01-13,39.69047164916992
2017-01-17,40.402687072753906
2017-01-18,40.16752243041992
2017-01-19,39.764373779296875
2017-01-20,40.107051849365234
2017-01-23,40.490055084228516
2017-01-24,40.16752243041992
2017-01-25,40.06001663208008
2017-01-26,40.18767547607422
2017-01-27,39.93907928466797
2017-01-30,39.98020935058594
2017-01-31,40.209476470947266
2017-02-01,39.319366455078125
2017-02-02,40.06785583496094
2017-02-03,40.33759689331055
2017-02-06,40.33759689331055
2017-02-07,40.560142517089844
2017-02-08,40.79615020751953
2017-02-09,40.8500862121582
2017-02-10,41.322086334228516
2017-02-13,41.551353454589844
2017-02-14,40.984928131103516
2017-02-15,40.67475509643555
2017-02-16,40.8500862121582
2017-02-17,40.99842834472656
2017-02-21,41.48393249511719
2017-02-22,41.22768020629883
2017-02-23,42.387508392333984
2017-02-24,42.61003494262695
2017-02-27,42.71897888183594
2017-02-28,41.46054458618164
2017-03-01,41.00044250488281
2017-03-02,40.9734001159668
2017-03-03,40.82453918457031
2017-03-06,40.371253967285156
2017-03-07,40.48627471923828
2017-03-08,39.03840637207031
2017-03-09,38.666297912597656
2017-03-10,38.82863998413086
2017-03-13,39.11957550048828
2017-03-14,39.065452575683594
2017-03-15,40.073551177978516
2017-03-16,39.95852279663086
2017-03-17,40.49979782104492
2017-03-20,40.229164123535156
2017-03-21,40.6215705871582
2017-03-22,40.55391311645508
2017-03-23,40.37799835205078
2017-03-24,40.229164123535156
2017-03-27,39.96528625488281
2017-03-28,39.843509674072266
2017-03-29,39.96528625488281
2017-03-30,40.013492584228516
2017-03-31,40.420921325683594
2017-04-03,40.54312515258789
2017-04-04,40.549930572509766
2017-04-05,40.57028579711914
2017-04-06,40.85547637939453
2017-04-07,40.91657638549805
2017-04-10,41.249305725097656
2017-04-11,41.69744110107422
2017-04-12,41.677059173583984
2017-04-13,41.72459030151367
2017-04-17,41.96903610229492
2017-04-18,42.138771057128906
2017-04-19,42.08446502685547
2017-04-20,42.14558410644531
2017-04-21,41.92829895019531
2017-04-24,40.79437255859375
2017-04-25,40.6246223449707
2017-04-26,40.20363235473633
2017-04-27,40.510955810546875
2017-04-28,39.761375427246094
2017-05-01,40.0816535949707
2017-05-02,40.231571197509766
2017-05-03,39.40703201293945
2017-05-04,38.01011657714844
2017-05-05,38.582515716552734
2017-05-08,37.94196319580078
2017-05-09,37.451324462890625
2017-05-10,37.873817443847656
2017-05-11,37.09699249267578
2017-05-12,37.294620513916016
2017-05-15,37.00160217285156
2017-05-16,36.25883102416992
2017-05-17,36.63362121582031
2017-05-18,36.674522399902344
2017-05-19,36.93345260620117
2017-05-22,36.8857536315918
2017-05-23,36.89255905151367
2017-05-24,37.24689483642578
2017-05-25,37.5808219909668
2017-05-26,37.60124206542969
2017-05-30,37.622474670410156
2017-05-31,37.574581146240234
2017-06-01,37.991851806640625
2017-06-02,38.7032470703125
2017-06-05,37.87554931640625
2017-06-06,37.90976333618164
2017-06-07,38.04658508300781
2017-06-08,37.54722595214844
2017-06-09,37.83450698852539
2017-06-12,38.40227508544922
2017-06-13,38.498043060302734
2017-06-14,38.95634460449219
2017-06-15,38.92899703979492
2017-06-16,38.764801025390625
2017-06-19,38.45698165893555
2017-06-20,38.42279052734375
2017-06-21,37.90976333618164
2017-06-22,37.499324798583984
2017-06-23,37.81398010253906
2017-06-26,38.63484191894531
2017-06-27,38.299652099609375
2017-06-28,38.86058044433594
2017-06-29,38.29206848144531
2017-06-30,37.88695526123047
2017-07-03,38.484310150146484
2017-07-05,37.90757369995117
2017-07-06,37.16602325439453
2017-07-07,37.55052947998047
2017-07-10,36.802120208740234
2017-07-11,37.00124740600586
2017-07-12,37.53680419921875
2017-07-13,37.85264205932617
2017-07-14,38.621646881103516
2017-07-17,38.77956008911133
2017-07-18,38.84821319580078
2017-07-19,39.246456146240234
2017-07-20,39.35630798339844
2017-07-21,39.34945297241211
2017-07-24,39.25333023071289
2017-07-25,39.43183135986328
2017-07-26,39.768280029296875
2017-07-27,39.788875579833984
2017-07-28,39.418128967285156
2017-07-31,39.321651458740234
2017-08-01,39.79025650024414
2017-08-02,39.34919357299805
2017-08-03,39.307857513427734
2017-08-04,39.590415954589844
2017-08-07,39.590415954589844
2017-08-08,39.48702621459961
2017-08-09,39.611080169677734
2017-08-10,39.29408645629883
2017-08-11,38.921939849853516
2017-08-14,39.50080490112305
2017-08-15,39.25962448120117
2017-08-16,39.7006721496582
2017-08-17,39.41122817993164
2017-08-18,39.17693328857422
2017-08-21,39.88673782348633
2017-08-22,39.54216003417969
2017-08-23,40.038330078125
2017-08-24,39.62485122680664
2017-08-25,39.99698257446289
2017-08-28,39.425010681152344
2017-08-29,39.37675476074219
2017-08-30,39.37124252319336
2017-08-31,39.81391143798828
2017-09-01,40.02143478393555
2017-09-05,40.33959197998047
2017-09-06,40.242767333984375
2017-09-07,40.609371185302734
2017-09-08,41.03822326660156
2017-09-11,41.1212272644043
2017-09-12,40.75463104248047
2017-09-13,40.66470718383789
2017-09-14,41.086647033691406
