,O
2017-09-15,41.43247985839844
2017-09-18,41.19730758666992
2017-09-19,40.67162322998047
2017-09-20,40.353431701660156
2017-09-21,40.0560302734375
2017-09-22,39.82085418701172
2017-09-25,40.069862365722656
2017-09-26,40.353431701660156
2017-09-27,39.640995025634766
2017-09-28,39.993778228759766
2017-09-29,39.703556060791016
2017-10-02,39.62024688720703
2017-10-03,39.60637664794922
2017-10-04,39.67580032348633
2017-10-05,39.592498779296875
2017-10-06,39.210662841796875
2017-10-09,39.2453727722168
2017-10-10,39.300907135009766
2017-10-11,39.34256362915039
2017-10-12,39.39809799194336
2017-10-13,39.48141098022461
2017-10-16,39.50224685668945
2017-10-17,39.634151458740234
2017-10-18,39.07875442504883
2017-10-19,39.023223876953125
2017-10-20,38.558074951171875
2017-10-23,38.50947952270508
2017-10-24,38.15541076660156
2017-10-25,37.815242767333984
2017-10-26,37.10017776489258
2017-10-27,37.440338134765625
2017-10-30,37.60694122314453
2017-10-31,37.40623474121094
2017-11-01,37.58744430541992
2017-11-02,38.27745056152344
2017-11-03,38.458656311035156
2017-11-06,38.514427185058594
2017-11-07,39.183494567871094
2017-11-08,39.148658752441406
2017-11-09,39.21137619018555
2017-11-10,39.218345642089844
2017-11-13,39.497135162353516
2017-11-14,39.657447814941406
2017-11-15,39.357749938964844
2017-11-16,39.37169647216797
2017-11-17,39.364723205566406
2017-11-20,39.11380386352539
2017-11-21,39.40652084350586
2017-11-22,39.23228454589844
2017-11-24,39.301979064941406
2017-11-27,39.183494567871094
2017-11-28,38.94652557373047
2017-11-29,38.660770416259766
2017-11-30,38.69015121459961
2017-12-01,38.86505889892578
2017-12-04,38.7181510925293
2017-12-05,38.63418960571289
2017-12-06,38.2703742980957
2017-12-07,38.36132049560547
2017-12-08,38.88605499267578
2017-12-11,38.774112701416016
2017-12-12,38.99799346923828
2017-12-13,39.78860092163086
2017-12-14,39.85855484008789
2017-12-15,40.15941619873047
2017-12-18,40.439273834228516
2017-12-19,39.424781799316406
2017-12-20,38.90705490112305
2017-12-21,38.65517807006836
2017-12-22,39.074954986572266
2017-12-26,39.3408088684082
2017-12-27,39.68365478515625
2017-12-28,39.9635009765625
2017-12-29,40.04286575317383
2018-01-02,39.761962890625
2018-01-03,39.6566162109375
2018-01-04,38.79986572265625
2018-01-05,38.77175521850586
2018-01-08,38.82094192504883
2018-01-09,38.097599029541016
2018-01-10,37.26192092895508
2018-01-11,37.416419982910156
2018-01-12,37.02315139770508
2018-01-16,37.17764663696289
2018-01-17,37.388328552246094
2018-01-18,37.04419708251953
2018-01-19,37.3181037902832
2018-01-22,37.823734283447266
2018-01-23,38.29423522949219
2018-01-24,37.929054260253906
2018-01-25,38.23102951049805
2018-01-26,38.06950378417969
2018-01-29,37.2548942565918
2018-01-30,36.84054946899414
2018-01-31,37.509796142578125
2018-02-01,36.3814582824707
2018-02-02,36.14169692993164
2018-02-05,35.33072280883789
2018-02-06,35.30956268310547
2018-02-07,34.49859619140625
2018-02-08,33.539512634277344
2018-02-09,34.484466552734375
2018-02-12,34.32932662963867
2018-02-13,34.54793167114258
2018-02-14,33.92030715942383
2018-02-15,34.75244140625
2018-02-16,35.23198318481445
2018-02-20,34.83707809448242
2018-02-21,34.12482833862305
2018-02-22,34.766563415527344
2018-02-23,35.40122985839844
2018-02-26,35.68331527709961
2018-02-27,34.81591796875
2018-02-28,34.83647537231445
2018-03-01,35.141056060791016
2018-03-02,35.22605514526367
2018-03-05,35.63688278198242
2018-03-06,35.799808502197266
2018-03-07,36.01939392089844
2018-03-08,35.82814407348633
2018-03-09,36.03357696533203
2018-03-12,36.30272674560547
2018-03-13,36.444419860839844
2018-03-14,36.40190124511719
2018-03-15,36.22480773925781
2018-03-16,36.458580017089844
2018-03-19,36.054813385009766
2018-03-20,35.7573127746582
2018-03-21,35.34646987915039
2018-03-22,35.32522964477539
2018-03-23,34.94273376464844
2018-03-26,35.38188552856445
2018-03-27,35.64396286010742
2018-03-28,36.66400146484375
2018-03-29,36.799156188964844
2018-04-02,36.40078353881836
2018-04-03,36.806270599365234
2018-04-04,37.31134033203125
2018-04-05,37.25442123413086
2018-04-06,37.048126220703125
2018-04-09,36.91298294067383
2018-04-10,36.79203796386719
2018-04-11,36.87028503417969
2018-04-12,36.06644058227539
2018-04-13,36.14469528198242
2018-04-16,36.33675765991211
2018-04-17,36.71379089355469
2018-04-18,36.585750579833984
2018-04-19,35.689422607421875
2018-04-20,35.23414993286133
2018-04-23,34.9495849609375
2018-04-24,35.198570251464844
2018-04-25,35.291046142578125
2018-04-26,35.84592819213867
2018-04-27,36.599979400634766
2018-04-30,36.0855827331543
2018-05-01,36.56424331665039
2018-05-02,36.2999267578125
2018-05-03,36.64284133911133
2018-05-04,37.34296798706055
2018-05-07,37.62873840332031
2018-05-08,37.47871780395508
2018-05-09,37.77164840698242
2018-05-10,38.23600387573242
2018-05-11,37.857357025146484
2018-05-14,37.70732116699219
2018-05-15,36.95003890991211
2018-05-16,37.0786247253418
2018-05-17,36.95003890991211
2018-05-18,36.90717315673828
2018-05-21,37.37155532836914
2018-05-22,37.350128173828125
2018-05-23,37.850215911865234
2018-05-24,37.7144775390625
2018-05-25,37.75020217895508
2018-05-29,38.093109130859375
2018-05-30,38.38602828979492
2018-05-31,38.23538589477539
2018-06-01,38.04887008666992
2018-06-04,38.13495635986328
2018-06-05,38.020179748535156
2018-06-06,38.2138671875
2018-06-07,38.27123260498047
2018-06-08,38.2138671875
2018-06-11,38.29993438720703
2018-06-12,38.716026306152344
2018-06-13,37.589752197265625
2018-06-14,38.01300811767578
2018-06-15,37.998661041259766
2018-06-18,37.94844055175781
2018-06-19,37.91973876953125
2018-06-20,38.371681213378906
2018-06-21,38.3931999206543
2018-06-22,38.5797004699707
2018-06-25,38.90970230102539
2018-06-26,38.988616943359375
2018-06-27,39.11772918701172
2018-06-28,38.95273971557617
2018-06-29,38.74385070800781
2018-07-02,38.37651824951172
2018-07-03,39.00315475463867
2018-07-05,39.73065948486328
2018-07-06,40.03316879272461
2018-07-09,39.52897262573242
2018-07-10,39.95392608642578
2018-07-11,39.71625518798828
2018-07-12,39.91791915893555
2018-07-13,39.723445892333984
2018-07-16,39.55058670043945
2018-07-17,39.413719177246094
2018-07-18,39.59380340576172
2018-07-19,40.19883346557617
2018-07-20,39.96834945678711
2018-07-23,39.95392608642578
2018-07-24,39.57939147949219
2018-07-25,40.155609130859375
2018-07-26,40.162818908691406
2018-07-27,39.64421081542969
2018-07-30,39.88191223144531
2018-07-31,40.33024978637695
2018-08-01,40.48211669921875
2018-08-02,41.154666900634766
2018-08-03,41.70424270629883
2018-08-06,41.66086196899414
2018-08-07,41.40053176879883
2018-08-08,41.32821273803711
2018-08-09,41.20527648925781
2018-08-10,40.86539840698242
2018-08-13,41.01728439331055
2018-08-14,41.27759552001953
2018-08-15,41.66086196899414
2018-08-16,42.087528228759766
2018-08-17,42.55756378173828
2018-08-20,42.5069580078125
2018-08-21,42.37677764892578
2018-08-22,42.290016174316406
2018-08-23,42.268314361572266
2018-08-24,42.37677764892578
2018-08-27,42.21047592163086
2018-08-28,42.7166748046875
2018-08-29,42.318931579589844
2018-08-30,42.24661636352539
2018-08-31,42.51519775390625
2018-09-04,42.37001037597656
2018-09-05,42.55876541137695
2018-09-06,42.674896240234375
2018-09-07,42.20305252075195
2018-09-10,42.35551071166992
2018-09-11,42.10870361328125
2018-09-12,42.18129348754883
2018-09-13,42.20305252075195
2018-09-14,41.8546257019043
2018-09-17,42.22483444213867
2018-09-18,41.74574661254883
2018-09-19,41.121498107910156
2018-09-20,41.57154846191406
2018-09-21,41.36830139160156
2018-09-24,40.74404525756836
2018-09-25,40.98357391357422
2018-09-26,40.51900863647461
2018-09-27,40.73677062988281
2018-09-28,41.458961486816406
2018-10-01,41.24763870239258
2018-10-02,41.400665283203125
2018-10-03,41.364234924316406
2018-10-04,41.203895568847656
2018-10-05,41.582862854003906
2018-10-08,42.32619857788086
2018-10-09,42.68328094482422
2018-10-10,41.76505661010742
2018-10-11,40.78123092651367
2018-10-12,40.701072692871094
2018-10-15,40.934261322021484
2018-10-16,41.9399528503418
2018-10-17,42.29703903198242
2018-10-18,42.202308654785156
2018-10-19,42.63227081298828
2018-10-22,42.05657196044922
2018-10-23,42.610416412353516
2018-10-24,43.579654693603516
2018-10-25,43.90030288696289
2018-10-26,43.52864074707031
2018-10-29,44.67279815673828
2018-10-30,44.74565124511719
2018-10-31,44.080841064453125
2018-11-01,44.75370407104492
2018-11-02,44.073516845703125
2018-11-05,44.95848846435547
2018-11-06,45.02432632446289
2018-11-07,45.5582275390625
2018-11-08,45.697200775146484
2018-11-09,45.9019889831543
2018-11-12,45.997066497802734
2018-11-13,45.960506439208984
2018-11-14,46.20185470581055
2018-11-15,45.843482971191406
2018-11-16,46.65532684326172
2018-11-19,46.786964416503906
2018-11-20,46.706512451171875
2018-11-21,46.509056091308594
2018-11-23,46.370086669921875
2018-11-26,46.09947204589844
2018-11-27,46.57487106323242
2018-11-28,46.545616149902344
2018-11-29,46.706512451171875
2018-11-30,47.037506103515625
2018-12-03,47.301727294921875
2018-12-04,47.000816345214844
2018-12-06,48.59344482421875
2018-12-07,48.387969970703125
2018-12-10,48.189796447753906
2018-12-11,48.65949249267578
2018-12-12,47.83018112182617
2018-12-13,48.6741828918457
2018-12-14,48.688873291015625
2018-12-17,47.05220031738281
2018-12-18,47.749446868896484
2018-12-19,47.42649459838867
2018-12-20,47.11091232299805
2018-12-21,46.817344665527344
2018-12-24,44.23391342163086
2018-12-26,46.17148208618164
2018-12-27,46.46504592895508
2018-12-28,46.494415283203125
2018-12-31,46.428855895996094
2019-01-02,45.61134719848633
2019-01-03,46.01643371582031
2019-01-04,46.0016975402832
2019-01-07,45.86913299560547
2019-01-08,46.53934860229492
2019-01-09,46.355220794677734
2019-01-10,47.08433532714844
2019-01-11,47.34947967529297
2019-01-14,47.01070022583008
2019-01-15,47.70301055908203
2019-01-16,47.614627838134766
2019-01-17,47.732460021972656
2019-01-18,47.614627838134766
2019-01-22,47.70301055908203
2019-01-23,47.44522476196289
2019-01-24,47.32737350463867
2019-01-25,48.03443908691406
2019-01-28,48.601539611816406
2019-01-29,49.10971450805664
2019-01-30,49.765193939208984
2019-01-31,50.75986862182617
2019-02-01,50.12434387207031
2019-02-04,50.863319396972656
2019-02-05,51.225399017333984
2019-02-06,51.121952056884766
2019-02-07,51.80180358886719
2019-02-08,51.78700256347656
2019-02-11,52.0308723449707
2019-02-12,51.24757385253906
2019-02-13,51.41753387451172
2019-02-14,51.565338134765625
2019-02-15,51.79439926147461
2019-02-19,51.668785095214844
2019-02-20,50.8485107421875
2019-02-21,51.40275192260742
2019-02-22,51.535789489746094
2019-02-25,51.28452682495117
2019-02-26,51.11455154418945
2019-02-27,50.863319396972656
2019-02-28,51.2755241394043
2019-03-01,51.260719299316406
2019-03-04,51.557254791259766
2019-03-05,51.750030517578125
2019-03-06,51.53501892089844
2019-03-07,51.49797439575195
2019-03-08,51.71295928955078
2019-03-11,52.43952560424805
2019-03-12,52.906620025634766
2019-03-13,52.86212158203125
2019-03-14,53.314395904541016
2019-03-15,52.8176383972168
2019-03-18,52.64712905883789
2019-03-19,51.93536376953125
2019-03-20,52.446922302246094
2019-03-21,53.72956466674805
2019-03-22,53.82595443725586
2019-03-25,54.30786895751953
2019-03-26,54.84913635253906
2019-03-27,54.456146240234375
2019-03-28,54.76755142211914
2019-03-29,54.705078125
2019-04-01,54.08783721923828
2019-04-02,53.95396423339844
2019-04-03,53.50776290893555
2019-04-04,53.38875961303711
2019-04-05,53.75316619873047
2019-04-08,53.54493713378906
2019-04-09,52.94257736206055
2019-04-10,53.366455078125
2019-04-11,53.09871292114258
2019-04-12,53.03180694580078
2019-04-15,53.0838737487793
2019-04-16,51.5667610168457
2019-04-17,50.399166107177734
2019-04-18,50.96435546875
2019-04-22,50.4884147644043
2019-04-23,51.35851287841797
2019-04-24,51.99807357788086
2019-04-25,52.1170539855957
2019-04-26,52.488929748535156
2019-04-29,51.685726165771484
2019-04-30,52.23487091064453
2019-05-01,52.227413177490234
2019-05-02,52.399009704589844
2019-05-03,52.45124053955078
2019-05-06,52.197566986083984
2019-05-07,49.71302032470703
2019-05-08,49.85478210449219
2019-05-09,50.2576904296875
2019-05-10,50.91426467895508
2019-05-13,51.108253479003906
2019-05-14,51.488746643066406
2019-05-15,51.68275833129883
2019-05-16,51.71257781982422
2019-05-17,51.68275833129883
2019-05-20,50.96649169921875
2019-05-21,51.51861572265625
2019-05-22,52.01849365234375
2019-05-23,52.66017150878906
2019-05-24,52.622825622558594
2019-05-28,52.03342819213867
2019-05-29,51.33208465576172
2019-05-30,51.64545440673828
2019-05-31,52.45836639404297
2019-06-03,53.386573791503906
2019-06-04,52.69790267944336
2019-06-05,54.254886627197266
2019-06-06,54.3521842956543
2019-06-07,54.38212203979492
2019-06-10,53.723426818847656
2019-06-11,54.067771911621094
2019-06-12,54.69654083251953
2019-06-13,54.419578552246094
2019-06-14,54.84626007080078
2019-06-17,54.853729248046875
2019-06-18,54.3447151184082
2019-06-19,54.80881881713867
2019-06-20,54.861236572265625
2019-06-21,54.08271789550781
2019-06-24,53.73088836669922
2019-06-25,52.70538330078125
2019-06-26,51.27567672729492
2019-06-27,51.964332580566406
2019-06-28,51.7968635559082
2019-07-01,51.090911865234375
2019-07-02,51.89448928833008
2019-07-03,53.066062927246094
2019-07-05,52.5628776550293
2019-07-08,52.65301513671875
2019-07-09,53.10361862182617
2019-07-10,53.50163269042969
2019-07-11,53.066062927246094
2019-07-12,53.118614196777344
2019-07-15,52.86330032348633
2019-07-16,52.46525573730469
2019-07-17,52.51029586791992
2019-07-18,52.6454963684082
2019-07-19,51.624122619628906
2019-07-22,51.44389343261719
2019-07-23,52.26999282836914
2019-07-24,52.0446891784668
2019-07-25,51.729278564453125
2019-07-26,52.22492599487305
2019-07-29,52.70556640625
2019-07-30,52.58540725708008
2019-07-31,52.14615249633789
2019-08-01,52.492733001708984
2019-08-02,52.77904510498047
2019-08-05,51.95779800415039
2019-08-06,52.64342498779297
2019-08-07,53.73591613769531
2019-08-08,54.240726470947266
2019-08-09,54.76060104370117
2019-08-12,54.80583953857422
2019-08-13,54.45923614501953
2019-08-14,54.07498550415039
2019-08-15,54.4064826965332
2019-08-16,54.85858154296875
2019-08-19,55.29555892944336
2019-08-20,54.64004898071289
2019-08-21,54.73801803588867
2019-08-22,55.05447769165039
2019-08-23,54.625003814697266
2019-08-26,55.137351989746094
2019-08-27,55.099674224853516
2019-08-28,55.29555892944336
2019-08-29,55.70241928100586
2019-08-30,55.78329086303711
2019-09-03,57.030330657958984
2019-09-04,57.80876922607422
2019-09-05,56.682647705078125
2019-09-06,57.400630950927734
2019-09-09,56.87160873413086
2019-09-10,55.700164794921875
2019-09-11,55.63968276977539
2019-09-12,56.297218322753906
2019-09-13,54.891483306884766
2019-09-16,55.90422058105469
2019-09-17,57.26457977294922
2019-09-18,56.962303161621094
2019-09-19,57.1512451171875
2019-09-20,57.35530090332031
2019-09-23,57.46866226196289
2019-09-24,57.5140266418457
2019-09-25,57.53670120239258
2019-09-26,58.40581130981445
2019-09-27,58.292457580566406
2019-09-30,58.12340545654297
2019-10-01,58.24469757080078
2019-10-02,58.161319732666016
2019-10-03,58.97996139526367
2019-10-04,59.434749603271484
2019-10-07,58.98754119873047
2019-10-08,59.0633659362793
2019-10-09,59.34379196166992
2019-10-10,59.677310943603516
2019-10-11,59.04060363769531
2019-10-14,59.10124588012695
2019-10-15,59.18461608886719
2019-10-16,59.57878494262695
2019-10-17,59.571197509765625
2019-10-18,60.23823547363281
2019-10-21,60.60209655761719
2019-10-22,60.4277229309082
2019-10-23,60.86735916137695
2019-10-24,61.284271240234375
2019-10-25,61.307010650634766
2019-10-28,61.307010650634766
2019-10-29,61.284271240234375
2019-10-30,62.110504150390625
2019-10-31,62.16904067993164
2019-11-01,61.629356384277344
2019-11-04,60.93002700805664
2019-11-05,59.46302795410156
2019-11-06,59.89631271362305
2019-11-07,58.96139144897461
2019-11-08,58.0112419128418
2019-11-11,58.193660736083984
2019-11-12,57.58558654785156
2019-11-13,58.391292572021484
2019-11-14,58.710548400878906
2019-11-15,58.87778091430664
2019-11-18,59.493446350097656
2019-11-19,59.12858963012695
2019-11-20,59.28062057495117
2019-11-21,58.148094177246094
2019-11-22,57.93520736694336
2019-11-25,57.99605178833008
2019-11-26,58.32289505004883
2019-11-27,59.05260467529297
2019-11-29,58.417564392089844
2019-12-02,57.548500061035156
2019-12-03,57.479896545410156
2019-12-04,57.89157485961914
2019-12-05,57.693359375
2019-12-06,57.89157485961914
2019-12-09,57.74673080444336
2019-12-10,57.639976501464844
2019-12-11,56.854801177978516
2019-12-12,55.757022857666016
2019-12-13,55.26912307739258
2019-12-16,55.68076705932617
2019-12-17,54.6821403503418
2019-12-18,54.94133377075195
2019-12-19,55.15477752685547
2019-12-20,55.26912307739258
2019-12-23,54.84987258911133
2019-12-24,55.16240692138672
2019-12-26,55.52831268310547
2019-12-27,55.840858459472656
2019-12-30,55.840858459472656
2019-12-31,56.30582809448242
2020-01-02,55.42641067504883
2020-01-03,56.428184509277344
2020-01-06,56.711116790771484
2020-01-07,56.726444244384766
2020-01-08,56.98640060424805
2020-01-09,56.01521682739258
2020-01-10,56.38993453979492
2020-01-13,57.322898864746094
2020-01-14,57.322898864746094
2020-01-15,58.102901458740234
2020-01-16,58.232906341552734
2020-01-17,58.3858642578125
2020-01-21,59.43351364135742
2020-01-22,58.79880142211914
2020-01-23,59.06644821166992
2020-01-24,58.98232650756836
2020-01-27,59.18879699707031
2020-01-28,59.74702835083008
2020-01-29,59.754669189453125
2020-01-30,60.397029876708984
2020-01-31,60.13855743408203
2020-02-03,59.97751998901367
2020-02-04,60.069557189941406
2020-02-05,60.20759201049805
2020-02-06,60.70613479614258
2020-02-07,60.98220443725586
2020-02-10,61.419429779052734
2020-02-11,60.345672607421875
2020-02-12,60.0465087890625
2020-02-13,60.43002700805664
2020-02-14,61.54978942871094
2020-02-18,61.664878845214844
2020-02-19,61.104976654052734
2020-02-20,62.8229866027832
2020-02-21,63.229488372802734
2020-02-24,63.02239990234375
2020-02-25,62.06365203857422
2020-02-26,61.173973083496094
2020-02-27,55.90486526489258
2020-02-28,55.69942855834961
2020-03-02,57.699928283691406
2020-03-03,57.399864196777344
2020-03-04,60.13137435913086
2020-03-05,59.73126983642578
2020-03-06,58.97721481323242
2020-03-09,56.415016174316406
2020-03-10,58.93105697631836
2020-03-11,56.59967041015625
2020-03-12,52.121551513671875
2020-03-13,55.3377799987793
2020-03-16,41.54182052612305
2020-03-17,42.41128158569336
2020-03-18,32.701011657714844
2020-03-19,36.99446105957031
2020-03-20,36.486629486083984
2020-03-23,33.34731674194336
2020-03-24,38.98729705810547
2020-03-25,41.93423080444336
2020-03-26,44.90424728393555
2020-03-27,43.78085708618164
2020-03-30,40.880104064941406
2020-03-31,38.53303909301758
2020-04-01,35.91316223144531
2020-04-02,35.25625228881836
2020-04-03,33.695152282714844
2020-04-06,36.1759147644043
2020-04-07,38.12342834472656
2020-04-08,41.06016159057617
2020-04-09,43.803707122802734
2020-04-13,41.37702178955078
2020-04-14,43.517765045166016
2020-04-15,39.800453186035156
2020-04-16,38.49440002441406
2020-04-17,40.47282791137695
2020-04-20,39.31357955932617
2020-04-21,38.525306701660156
2020-04-22,38.780338287353516
2020-04-23,38.1157112121582
2020-04-24,38.57939529418945
2020-04-27,39.65362548828125
2020-04-28,41.106544494628906
2020-04-29,42.71400451660156
2020-04-30,42.62321853637695
2020-05-01,40.19404220581055
2020-05-04,39.27824783325195
2020-05-05,40.39580535888672
2020-05-06,40.72953796386719
2020-05-07,42.2274055480957
2020-05-08,42.5766487121582
2020-05-11,41.924720764160156
2020-05-12,40.10090637207031
2020-05-13,38.975555419921875
2020-05-14,39.09972381591797
2020-05-15,38.797054290771484
2020-05-18,41.18742752075195
2020-05-19,40.81489944458008
2020-05-20,39.92239761352539
2020-05-21,40.162986755371094
2020-05-22,40.47341537475586
2020-05-26,43.065589904785156
2020-05-27,42.987979888916016
2020-05-28,43.22854232788086
2020-05-29,43.106201171875
2020-06-01,44.08819580078125
2020-06-02,44.579193115234375
2020-06-03,46.88609313964844
2020-06-04,46.84711456298828
2020-06-05,48.483768463134766
2020-06-08,50.01130294799805
2020-06-09,48.98255920410156
2020-06-10,48.421417236328125
2020-06-11,45.109153747558594
2020-06-12,47.09651184082031
2020-06-15,48.76433181762695
2020-06-16,49.22416305541992
2020-06-17,49.14622116088867
2020-06-18,49.403411865234375
2020-06-19,47.95380401611328
2020-06-22,47.883663177490234
2020-06-23,47.75116729736328
2020-06-24,46.34053039550781
2020-06-25,46.42627716064453
2020-06-26,45.522220611572266
2020-06-29,46.58992385864258
2020-06-30,46.55393981933594
2020-07-01,47.797977447509766
2020-07-02,47.80580520629883
2020-07-06,47.148563385009766
2020-07-07,45.82628631591797
2020-07-08,45.794979095458984
2020-07-09,44.6917724609375
2020-07-10,44.590065002441406
2020-07-13,44.46487808227539
2020-07-14,45.02822494506836
2020-07-15,45.873233795166016
2020-07-16,45.114295959472656
2020-07-17,45.8419303894043
2020-07-20,44.89521789550781
2020-07-21,44.74655532836914
2020-07-22,45.77152633666992
2020-07-23,44.87174606323242
2020-07-24,44.926513671875
2020-07-27,45.881046295166016
2020-07-28,46.82777404785156
2020-07-29,47.43025207519531
2020-07-30,47.37548065185547
2020-07-31,47.16654968261719
2020-08-03,46.66386413574219
2020-08-04,48.588233947753906
2020-08-05,48.97309875488281
2020-08-06,48.80814743041992
2020-08-07,49.263702392578125
2020-08-10,49.05950164794922
2020-08-11,49.2322883605957
2020-08-12,49.48366165161133
2020-08-13,48.2504768371582
2020-08-14,47.920589447021484
2020-08-17,48.68247985839844
2020-08-18,48.3682975769043
2020-08-19,47.16654968261719
2020-08-20,47.920589447021484
2020-08-21,48.006980895996094
2020-08-24,49.043785095214844
2020-08-25,49.145877838134766
2020-08-26,48.446834564208984
2020-08-27,49.09092330932617
2020-08-28,49.82924270629883
2020-08-31,48.90213394165039
2020-09-01,49.233238220214844
2020-09-02,50.09254455566406
2020-09-03,50.644412994384766
2020-09-04,50.746891021728516
2020-09-08,50.4551887512207
2020-09-09,50.95186996459961
2020-09-10,50.26597595214844
2020-09-11,49.95063781738281
2020-09-14,51.63774108886719
2020-09-15,51.88214111328125
2020-09-16,51.56678771972656
2020-09-17,50.5103759765625
2020-09-18,49.1544075012207
2020-09-21,47.37269973754883
2020-09-22,47.79840850830078
2020-09-23,46.53703689575195
2020-09-24,46.284751892089844
2020-09-25,47.24655532836914
2020-09-28,48.61830520629883
2020-09-29,48.1689453125
2020-09-30,48.07712936401367
2020-10-01,49.287986755371094
2020-10-02,50.53837203979492
2020-10-05,50.055625915527344
2020-10-06,49.786556243896484
2020-10-07,49.628265380859375
2020-10-08,50.45132064819336
2020-10-09,50.00813674926758
2020-10-12,50.11894989013672
2020-10-13,48.80521774291992
2020-10-14,48.27499771118164
2020-10-15,47.808082580566406
2020-10-16,47.903038024902344
2020-10-19,46.494361877441406
2020-10-20,46.771331787109375
2020-10-21,47.230350494384766
2020-10-22,47.55482482910156
2020-10-23,48.07712936401367
2020-10-26,47.34906768798828
2020-10-27,46.4785270690918
2020-10-28,45.75044631958008
2020-10-29,46.312347412109375
2020-10-30,45.97385025024414
2020-11-02,47.388187408447266
2020-11-03,47.07829666137695
2020-11-04,46.482383728027344
2020-11-05,46.0850830078125
2020-11-06,46.077152252197266
2020-11-09,48.945533752441406
2020-11-10,51.38488006591797
2020-11-11,50.40755844116211
2020-11-12,49.080623626708984
2020-11-13,50.0976676940918
2020-11-16,51.22596740722656
2020-11-17,49.914913177490234
2020-11-18,48.61977767944336
2020-11-19,48.55621337890625
2020-11-20,47.98412322998047
2020-11-23,48.38140106201172
2020-11-24,49.136234283447266
2020-11-25,49.97849655151367
2020-11-27,48.97732162475586
2020-11-30,47.83197021484375
2020-12-01,48.151004791259766
2020-12-02,48.478023529052734
2020-12-03,48.72529602050781
2020-12-04,48.86087417602539
2020-12-07,48.454097747802734
2020-12-08,48.17495346069336
2020-12-09,48.40625
2020-12-10,47.8000602722168
2020-12-11,48.222801208496094
2020-12-14,48.35041809082031
2020-12-15,49.251708984375
2020-12-16,48.932655334472656
2020-12-17,48.67744064331055
2020-12-18,47.473060607910156
2020-12-21,47.672454833984375
2020-12-22,48.59767532348633
2020-12-23,48.222801208496094
2020-12-24,48.72529602050781
2020-12-28,49.26765441894531
2020-12-29,48.629573822021484
2020-12-30,48.8768310546875
2020-12-31,49.777587890625
2021-01-04,47.92805099487305
2021-01-05,48.16823959350586
2021-01-06,47.75989532470703
2021-01-07,47.159393310546875
2021-01-08,47.83195495605469
2021-01-11,47.57574462890625
2021-01-12,46.286659240722656
2021-01-13,46.26264953613281
2021-01-14,46.30269241333008
2021-01-15,46.95922088623047
2021-01-19,46.55088806152344
2021-01-20,47.22343826293945
2021-01-21,47.311527252197266
2021-01-22,47.912017822265625
2021-01-25,48.344390869140625
2021-01-26,48.57658767700195
2021-01-27,48.328372955322266
2021-01-28,48.8007698059082
2021-01-29,47.47052764892578
2021-02-01,48.35468292236328
2021-02-02,48.4832763671875
2021-02-03,48.59580993652344
2021-02-04,48.989646911621094
2021-02-05,49.17449951171875
2021-02-08,48.949466705322266
2021-02-09,49.624629974365234
2021-02-10,50.23550033569336
2021-02-11,50.58111572265625
2021-02-12,50.20334243774414
2021-02-16,49.59247589111328
2021-02-17,49.64070510864258
2021-02-18,48.96553039550781
2021-02-19,49.102176666259766
2021-02-22,49.91399002075195
2021-02-23,50.13904571533203
2021-02-24,50.13100051879883
2021-02-25,49.504066467285156
2021-02-26,48.620567321777344
2021-03-01,48.8222770690918
2021-03-02,48.70932388305664
2021-03-03,49.04012680053711
2021-03-04,47.96702194213867
2021-03-05,48.37852096557617
2021-03-08,48.765804290771484
2021-03-09,48.983638763427734
2021-03-10,49.55650329589844
2021-03-11,49.879249572753906
2021-03-12,50.77485656738281
2021-03-15,51.57362365722656
2021-03-16,51.605892181396484
2021-03-17,51.541343688964844
2021-03-18,51.000755310058594
2021-03-19,49.8227653503418
2021-03-22,50.3956184387207
2021-03-23,50.79098129272461
2021-03-24,51.01688766479492
2021-03-25,51.565547943115234
2021-03-26,51.815677642822266
2021-03-29,51.80760955810547
2021-03-30,51.73499298095703
2021-03-31,51.4232177734375
2021-04-01,52.727020263671875
2021-04-05,52.84040451049805
2021-04-06,52.74322509765625
2021-04-07,53.083343505859375
2021-04-08,52.96996307373047
2021-04-09,52.791805267333984
2021-04-12,53.180503845214844
2021-04-13,53.44776153564453
2021-04-14,52.929466247558594
2021-04-15,54.19278335571289
2021-04-16,54.27376174926758
2021-04-19,54.53290557861328
2021-04-20,55.545169830322266
2021-04-21,56.15251541137695
2021-04-22,55.941978454589844
2021-04-23,56.201107025146484
2021-04-26,56.13633346557617
2021-04-27,55.763824462890625
2021-04-28,55.55327224731445
2021-04-29,56.128231048583984
2021-04-30,56.18918228149414
2021-05-03,55.80727767944336
2021-05-04,56.156673431396484
2021-05-05,54.555912017822266
2021-05-06,54.88907241821289
2021-05-07,55.33596420288086
2021-05-10,54.88094711303711
2021-05-11,53.78398132324219
2021-05-12,52.605743408203125
2021-05-13,52.581363677978516
2021-05-14,53.093292236328125
2021-05-17,53.14204025268555
2021-05-18,53.207035064697266
2021-05-19,53.35331344604492
2021-05-20,54.36902618408203
2021-05-21,54.100887298583984
2021-05-24,55.36848068237305
2021-05-25,55.93727493286133
2021-05-26,56.16480255126953
2021-05-27,55.42536926269531
2021-05-28,55.77190399169922
2021-06-01,56.5465202331543
2021-06-02,57.573890686035156
