,TRV
2014-07-01,75.12166595458984
2014-07-02,74.65615844726562
2014-07-03,74.82974243164062
2014-07-07,74.60092163085938
2014-07-08,74.27745819091797
2014-07-09,74.7192611694336
2014-07-10,74.40367126464844
2014-07-11,74.70349884033203
2014-07-14,75.39783477783203
2014-07-15,75.70552825927734
2014-07-16,75.44518280029297
2014-07-17,74.7192611694336
2014-07-18,75.22425842285156
2014-07-21,75.16112518310547
2014-07-22,72.29702758789062
2014-07-23,72.41536712646484
2014-07-24,73.28327941894531
2014-07-25,72.66783142089844
2014-07-28,72.4942855834961
2014-07-29,71.8946304321289
2014-07-30,71.75260925292969
2014-07-31,70.66376495361328
2014-08-01,70.70323944091797
2014-08-04,70.93201446533203
2014-08-05,70.3166275024414
2014-08-06,70.77424621582031
2014-08-07,70.93201446533203
2014-08-08,71.38965606689453
2014-08-11,71.53166961669922
2014-08-12,71.8709487915039
2014-08-13,72.0129623413086
2014-08-14,72.76255798339844
2014-08-15,72.69153594970703
2014-08-18,73.37005615234375
2014-08-19,73.30696868896484
2014-08-20,73.46475982666016
2014-08-21,74.1196517944336
2014-08-22,73.96973419189453
2014-08-25,74.39579010009766
2014-08-26,74.32477569580078
2014-08-27,74.76660919189453
2014-08-28,74.43522644042969
2014-08-29,74.7271957397461
2014-09-02,74.57726287841797
2014-09-03,74.53780364990234
2014-09-04,74.37212371826172
2014-09-05,74.3326644897461
2014-09-08,74.02313995361328
2014-09-09,73.68982696533203
2014-09-10,73.94379425048828
2014-09-11,73.745361328125
2014-09-12,73.3485336303711
2014-09-15,74.24534606933594
2014-09-16,74.3167724609375
2014-09-17,74.32474517822266
2014-09-18,75.22157287597656
2014-09-19,75.08662414550781
2014-09-22,75.07870483398438
2014-09-23,74.24534606933594
2014-09-24,75.22950744628906
2014-09-25,74.36441802978516
2014-09-26,74.91996002197266
2014-09-29,74.41998291015625
2014-09-30,74.5549087524414
2014-10-01,73.88822937011719
2014-10-02,73.8644027709961
2014-10-03,74.96759033203125
2014-10-06,75.15805053710938
2014-10-07,74.33268737792969
2014-10-08,74.95964813232422
2014-10-09,74.51519012451172
2014-10-10,74.63426971435547
2014-10-13,74.22156524658203
2014-10-14,74.34854888916016
2014-10-15,73.00727844238281
2014-10-16,72.86444091796875
2014-10-17,73.99933624267578
2014-10-20,73.96759796142578
2014-10-21,74.79296875
2014-10-22,75.85647583007812
2014-10-23,76.80091094970703
2014-10-24,77.56281280517578
2014-10-27,78.46757507324219
2014-10-28,79.15007781982422
2014-10-29,78.90406799316406
2014-10-30,79.36437225341797
2014-10-31,79.99929809570312
2014-11-03,79.3246841430664
2014-11-04,80.26118469238281
2014-11-05,80.54689025878906
2014-11-06,80.88023376464844
2014-11-07,81.24533081054688
2014-11-10,81.73735809326172
2014-11-11,81.69766235351562
2014-11-12,81.79288482666016
2014-11-13,81.92786407470703
2014-11-14,81.29293823242188
2014-11-17,81.54689025878906
2014-11-18,81.62625122070312
2014-11-19,81.76912689208984
2014-11-20,82.11036682128906
2014-11-21,82.38814544677734
2014-11-24,82.37224578857422
2014-11-25,82.08656311035156
2014-11-26,82.83259582519531
2014-11-28,82.8960952758789
2014-12-01,82.8881607055664
2014-12-02,82.85639953613281
2014-12-03,83.48338317871094
2014-12-04,83.41193389892578
2014-12-05,83.49130249023438
2014-12-08,84.4406967163086
2014-12-09,83.7864990234375
2014-12-10,83.18016815185547
2014-12-11,83.42747497558594
2014-12-12,82.30257415771484
2014-12-15,82.24671936035156
2014-12-16,82.23877716064453
2014-12-17,83.29984283447266
2014-12-18,84.52848815917969
2014-12-19,84.36893463134766
2014-12-22,84.81568145751953
2014-12-23,85.3262939453125
2014-12-24,85.14278411865234
2014-12-26,85.12684631347656
2014-12-29,85.3262939453125
2014-12-30,85.31034088134766
2014-12-31,84.44868469238281
2015-01-02,84.12158203125
2015-01-05,83.1083984375
2015-01-06,82.36637115478516
2015-01-07,83.77056884765625
2015-01-08,85.50979614257812
2015-01-09,84.43273162841797
2015-01-12,83.93011474609375
2015-01-13,84.05777740478516
2015-01-14,82.78922271728516
2015-01-15,83.14030456542969
2015-01-16,84.99919128417969
2015-01-20,84.4406967163086
2015-01-21,83.7785415649414
2015-01-22,86.29962921142578
2015-01-23,85.3661880493164
2015-01-26,85.42204284667969
2015-01-27,84.60826873779297
2015-01-28,83.43545532226562
2015-01-29,83.403564453125
2015-01-30,82.03131866455078
2015-02-02,83.43545532226562
2015-02-03,84.60028076171875
2015-02-04,85.15079498291016
2015-02-05,85.69329071044922
2015-02-06,85.52572631835938
2015-02-09,84.3848648071289
2015-02-10,84.98321533203125
2015-02-11,85.9804916381836
2015-02-12,86.1959228515625
2015-02-13,86.16400146484375
2015-02-17,86.16400146484375
2015-02-18,86.14806365966797
2015-02-19,86.15603637695312
2015-02-20,86.0203857421875
2015-02-23,85.4300308227539
2015-02-24,85.80500030517578
2015-02-25,85.29438018798828
2015-02-26,86.0203857421875
2015-02-27,85.71723937988281
2015-03-02,86.0842056274414
2015-03-03,85.68531799316406
2015-03-04,85.27043914794922
2015-03-05,85.84488677978516
2015-03-06,84.84246063232422
2015-03-09,85.58024597167969
2015-03-10,83.98445129394531
2015-03-11,84.73822784423828
2015-03-12,86.47036743164062
2015-03-13,85.58024597167969
2015-03-16,87.35248565673828
2015-03-17,87.20811462402344
2015-03-18,87.82561492919922
2015-03-19,87.49681854248047
2015-03-20,87.99401092529297
2015-03-23,87.90577697753906
2015-03-24,87.59302520751953
2015-03-25,86.2939682006836
2015-03-26,85.66846466064453
2015-03-27,85.9090347290039
2015-03-30,87.92182922363281
2015-03-31,86.71092224121094
2015-04-01,85.89299774169922
2015-04-02,86.39820098876953
2015-04-06,86.71092224121094
2015-04-07,86.0774154663086
2015-04-08,86.0774154663086
2015-04-09,86.04534912109375
2015-04-10,86.3260269165039
2015-04-13,86.50244140625
2015-04-14,86.43828582763672
2015-04-15,86.67081451416016
2015-04-16,87.14397430419922
2015-04-17,84.52172088623047
2015-04-20,85.11515045166016
2015-04-21,81.69898223876953
2015-04-22,81.8112564086914
2015-04-23,82.98207092285156
2015-04-24,83.35895538330078
2015-04-27,82.86176300048828
2015-04-28,83.14241027832031
2015-04-29,82.47682189941406
2015-04-30,81.08150482177734
2015-05-01,81.89143371582031
2015-05-04,81.93155670166016
2015-05-05,81.83531951904297
2015-05-06,81.61077880859375
2015-05-07,82.26031494140625
2015-05-08,83.18253326416016
2015-05-11,81.97161865234375
2015-05-12,81.53057861328125
2015-05-13,81.77113342285156
2015-05-14,82.39665222167969
2015-05-15,82.34053039550781
2015-05-18,82.73342895507812
2015-05-19,83.12638854980469
2015-05-20,83.15843963623047
2015-05-21,82.66929626464844
2015-05-22,82.38059997558594
2015-05-26,81.47444915771484
2015-05-27,82.0678482055664
2015-05-28,81.91547393798828
2015-05-29,81.08953094482422
2015-06-01,81.00128173828125
2015-06-02,80.45596313476562
2015-06-03,81.00128173828125
2015-06-04,80.35977935791016
2015-06-05,79.63807678222656
2015-06-08,78.8796157836914
2015-06-09,78.91190338134766
2015-06-10,80.02537536621094
2015-06-11,80.7918701171875
2015-06-12,80.25933837890625
2015-06-15,79.7106704711914
2015-06-16,80.27548217773438
2015-06-17,80.5094985961914
2015-06-18,81.87310028076172
2015-06-19,80.24320983886719
2015-06-22,80.71925354003906
2015-06-23,80.68698120117188
2015-06-24,79.70259857177734
2015-06-25,78.91993713378906
2015-06-26,79.00870513916016
2015-06-29,77.57247161865234
2015-06-30,77.9920425415039
2015-07-01,80.12218475341797
2015-07-02,80.06571197509766
2015-07-06,79.83170318603516
2015-07-07,80.71118927001953
2015-07-08,79.68648529052734
2015-07-09,80.74348449707031
2015-07-10,81.4938735961914
2015-07-13,82.56697845458984
2015-07-14,82.60733795166016
2015-07-15,82.63961791992188
2015-07-16,83.34159851074219
2015-07-17,83.05917358398438
2015-07-20,82.79293060302734
2015-07-21,84.3017807006836
2015-07-22,84.96341705322266
2015-07-23,84.96341705322266
2015-07-24,84.93920135498047
2015-07-27,85.19738006591797
2015-07-28,85.47982788085938
2015-07-29,85.87517547607422
2015-07-30,85.93165588378906
2015-07-31,85.62505340576172
2015-08-03,86.28666687011719
2015-08-04,86.03655242919922
2015-08-05,85.5927734375
2015-08-06,85.09249114990234
2015-08-07,85.10862731933594
2015-08-10,85.38298797607422
2015-08-11,85.43944549560547
2015-08-12,85.06829071044922
2015-08-13,86.29474639892578
2015-08-14,86.90795135498047
2015-08-17,86.90795135498047
2015-08-18,86.99669647216797
2015-08-19,86.51260375976562
2015-08-20,85.28614044189453
2015-08-21,83.0511245727539
2015-08-24,79.70259857177734
2015-08-25,78.87155151367188
2015-08-26,80.68698120117188
2015-08-27,81.81659698486328
2015-08-28,81.03395080566406
2015-08-31,80.32388305664062
2015-09-01,78.6617431640625
2015-09-02,79.8236312866211
2015-09-03,80.1786880493164
2015-09-04,78.8796157836914
2015-09-08,80.90946197509766
2015-09-09,79.95948028564453
2015-09-10,80.45474243164062
2015-09-11,80.779541015625
2015-09-14,80.60903930664062
2015-09-15,81.89188385009766
2015-09-16,82.7444076538086
2015-09-17,82.54142761230469
2015-09-18,80.91757202148438
2015-09-21,81.61582946777344
2015-09-22,80.3654556274414
2015-09-23,80.4466323852539
2015-09-24,80.26802062988281
2015-09-25,81.12053680419922
2015-09-28,80.4466323852539
2015-09-29,80.76327514648438
2015-09-30,80.81202697753906
2015-10-01,79.8458023071289
2015-10-02,81.21796417236328
2015-10-05,82.70381164550781
2015-10-06,82.0624008178711
2015-10-07,82.95555877685547
2015-10-08,83.70250701904297
2015-10-09,83.58070373535156
2015-10-12,84.21401977539062
2015-10-13,83.8811264038086
2015-10-14,83.44266510009766
2015-10-15,85.22081756591797
2015-10-16,85.98404693603516
2015-10-19,86.32505798339844
2015-10-20,88.46043395996094
2015-10-21,89.88135528564453
2015-10-22,91.19670104980469
2015-10-23,91.1641845703125
2015-10-26,91.56201934814453
2015-10-27,92.08169555664062
2015-10-28,92.77183532714844
2015-10-29,92.79618835449219
2015-10-30,91.65946197509766
2015-11-02,92.45518493652344
2015-11-03,92.30903625488281
2015-11-04,92.62567901611328
2015-11-05,92.53639221191406
2015-11-06,91.8299789428711
2015-11-09,91.61077880859375
2015-11-10,92.60133361816406
2015-11-11,92.86925506591797
2015-11-12,91.18856811523438
2015-11-13,90.93684387207031
2015-11-16,91.65946197509766
2015-11-17,91.53768157958984
2015-11-18,93.11284637451172
2015-11-19,93.38890075683594
2015-11-20,94.04655456542969
2015-11-23,93.8841781616211
2015-11-24,93.72988891601562
2015-11-25,93.21028137207031
2015-11-27,93.25089263916016
2015-11-30,93.02352905273438
2015-12-01,93.92478942871094
2015-12-02,93.13719177246094
2015-12-03,90.36036682128906
2015-12-04,92.60944366455078
2015-12-07,92.22782135009766
2015-12-08,91.72986602783203
2015-12-09,90.6441879272461
2015-12-10,90.60335540771484
2015-12-11,89.59928894042969
2015-12-14,90.63601684570312
2015-12-15,92.39110565185547
2015-12-16,93.50130462646484
2015-12-17,92.4645767211914
2015-12-18,89.90132904052734
2015-12-21,90.5625228881836
2015-12-22,91.81966400146484
2015-12-23,92.41558074951172
2015-12-24,92.4645767211914
2015-12-28,92.63597869873047
2015-12-29,93.89314270019531
2015-12-30,93.2972183227539
2015-12-31,92.12986755371094
2016-01-04,89.77071380615234
2016-01-05,90.17886352539062
2016-01-06,89.01153564453125
2016-01-07,86.88909912109375
2016-01-08,86.52175903320312
2016-01-11,87.17481994628906
2016-01-12,88.146240234375
2016-01-13,86.57891082763672
2016-01-14,87.32992553710938
2016-01-15,85.79524230957031
2016-01-19,86.33399200439453
2016-01-20,84.611572265625
2016-01-21,83.83606719970703
2016-01-22,84.19525146484375
2016-01-25,83.32997131347656
2016-01-26,84.28506469726562
2016-01-27,84.33401489257812
2016-01-28,85.28096008300781
2016-01-29,87.37889862060547
2016-02-01,87.35440063476562
2016-02-02,86.55438232421875
2016-02-03,87.25643920898438
2016-02-04,87.74622344970703
2016-02-05,86.7666244506836
2016-02-08,86.20337677001953
2016-02-09,86.464599609375
2016-02-10,86.30133819580078
2016-02-11,84.70951080322266
2016-02-12,87.74622344970703
2016-02-16,87.64828491210938
2016-02-17,89.12580871582031
2016-02-18,88.8564453125
2016-02-19,88.23603820800781
2016-02-22,89.26458740234375
2016-02-23,88.08909606933594
2016-02-24,88.55440521240234
2016-02-25,89.19928741455078
2016-02-26,88.53805541992188
2016-02-29,87.77071380615234
2016-03-01,89.90132904052734
2016-03-02,89.9584732055664
2016-03-03,89.63195037841797
2016-03-04,90.12169647216797
2016-03-07,90.12987518310547
2016-03-08,90.99179077148438
2016-03-09,91.38578796386719
2016-03-10,91.54998016357422
2016-03-11,93.281982421875
2016-03-14,92.60887145996094
2016-03-15,93.5118179321289
2016-03-16,94.13566589355469
2016-03-17,95.07964324951172
2016-03-18,95.02218627929688
2016-03-21,95.24382019042969
2016-03-22,95.26846313476562
2016-03-23,95.12891387939453
2016-03-24,94.71846008300781
2016-03-28,95.42439270019531
2016-03-29,95.55573272705078
2016-03-30,96.39301300048828
2016-03-31,95.802001953125
2016-04-01,96.3683853149414
2016-04-04,96.4997329711914
2016-04-05,95.32589721679688
2016-04-06,95.1617202758789
2016-04-07,93.98789978027344
2016-04-08,94.5871353149414
2016-04-11,94.2177505493164
2016-04-12,94.5542984008789
2016-04-13,95.18636322021484
2016-04-14,94.69383239746094
2016-04-15,95.40799713134766
2016-04-18,95.22740936279297
2016-04-19,95.4408187866211
2016-04-20,95.05502319335938
2016-04-21,89.30082702636719
2016-04-22,90.98355865478516
2016-04-25,90.57316589355469
2016-04-26,90.2694320678711
2016-04-27,89.90826416015625
2016-04-28,89.57991027832031
2016-04-29,90.21197509765625
2016-05-02,91.04104614257812
2016-05-03,90.56494140625
2016-05-04,90.07244873046875
2016-05-05,90.90970611572266
2016-05-06,90.66344451904297
2016-05-09,90.95894622802734
2016-05-10,92.15740203857422
2016-05-11,91.9111328125
2016-05-12,92.46112823486328
2016-05-13,92.48573303222656
2016-05-16,92.13276672363281
2016-05-17,90.63880920410156
2016-05-18,91.36116790771484
2016-05-19,90.37612915039062
2016-05-20,91.84548950195312
2016-05-23,91.43505096435547
2016-05-24,93.1178207397461
2016-05-25,93.19988250732422
2016-05-26,93.2491226196289
2016-05-27,93.72526550292969
2016-05-31,93.69239807128906
2016-06-01,94.26699829101562
2016-06-02,94.29163360595703
2016-06-03,94.08641052246094
2016-06-06,93.84835815429688
2016-06-07,94.05358123779297
2016-06-08,94.30953979492188
2016-06-09,94.30953979492188
2016-06-10,93.97100830078125
2016-06-13,93.30220031738281
2016-06-14,92.93064880371094
2016-06-15,92.31964111328125
2016-06-16,93.09579467773438
2016-06-17,92.36091613769531
2016-06-20,92.98019409179688
2016-06-21,93.07102966308594
2016-06-22,92.33614349365234
2016-06-23,94.00403594970703
2016-06-24,91.66734313964844
2016-06-27,91.11414337158203
2016-06-28,94.2352294921875
2016-06-29,96.44807434082031
2016-06-30,98.28934478759766
2016-07-01,98.13246154785156
2016-07-05,97.99209594726562
2016-07-06,98.0581283569336
2016-07-07,97.02604675292969
2016-07-08,97.4966812133789
2016-07-11,97.52970886230469
2016-07-12,97.50492858886719
2016-07-13,97.43061065673828
2016-07-14,98.04161834716797
2016-07-15,97.9590835571289
2016-07-18,96.918701171875
2016-07-19,96.64623260498047
2016-07-20,96.61321258544922
2016-07-21,96.3737564086914
2016-07-22,96.72879791259766
2016-07-25,96.97648620605469
2016-07-26,97.14163208007812
2016-07-27,96.1343002319336
2016-07-28,97.10861206054688
2016-07-29,95.96090698242188
2016-08-01,96.44807434082031
2016-08-02,96.62971496582031
2016-08-03,97.41412353515625
2016-08-04,97.33155822753906
2016-08-05,97.90953063964844
2016-08-08,97.55445861816406
2016-08-09,97.57925415039062
2016-08-10,97.62052917480469
2016-08-11,97.92604064941406
2016-08-12,97.85169982910156
2016-08-15,97.7196044921875
2016-08-16,96.58841705322266
2016-08-17,96.95172119140625
2016-08-18,97.2820053100586
2016-08-19,96.99301147460938
2016-08-22,96.56366729736328
2016-08-23,96.29945373535156
2016-08-24,96.6957778930664
2016-08-25,97.22421264648438
2016-08-26,96.72053527832031
2016-08-29,97.82695770263672
2016-08-30,97.81869506835938
2016-08-31,98.01685333251953
2016-09-01,97.7196044921875
2016-09-02,98.12418365478516
2016-09-06,98.49574279785156
2016-09-07,98.54558563232422
2016-09-08,97.06755065917969
2016-09-09,95.02490997314453
2016-09-12,95.92168426513672
2016-09-13,94.87544250488281
2016-09-14,94.41875457763672
2016-09-15,95.44005584716797
2016-09-16,95.21587371826172
2016-09-19,95.56462860107422
2016-09-20,95.3155288696289
2016-09-21,96.26210021972656
2016-09-22,96.92639923095703
2016-09-23,95.74730682373047
2016-09-26,94.60971069335938
2016-09-27,95.00000762939453
2016-09-28,95.49819946289062
2016-09-29,94.5516128540039
2016-09-30,95.1162338256836
2016-10-03,93.82919311523438
2016-10-04,93.26456451416016
2016-10-05,93.91224670410156
2016-10-06,93.97866821289062
2016-10-07,95.09962463378906
2016-10-10,95.60613250732422
2016-10-11,94.6595458984375
2016-10-12,95.78052520751953
2016-10-13,95.53972625732422
2016-10-14,95.55633544921875
2016-10-17,95.47329711914062
2016-10-18,95.6393814086914
2016-10-19,96.51123046875
2016-10-20,90.93959045410156
2016-10-21,89.96810913085938
2016-10-24,90.56594848632812
2016-10-25,90.53272247314453
2016-10-26,90.35834503173828
2016-10-27,89.6940689086914
2016-10-28,90.0345230102539
2016-10-31,89.82695007324219
2016-11-01,88.21605682373047
2016-11-02,87.70124053955078
2016-11-03,87.7842788696289
2016-11-04,86.91239929199219
2016-11-07,87.48535919189453
2016-11-08,89.68577575683594
2016-11-09,88.79730224609375
2016-11-10,91.02262115478516
2016-11-11,91.5706558227539
2016-11-14,93.1483154296875
2016-11-15,92.8742904663086
2016-11-16,92.45912170410156
2016-11-17,92.31798553466797
2016-11-18,92.84940338134766
2016-11-21,92.8659896850586
2016-11-22,93.33101654052734
2016-11-23,93.8873291015625
2016-11-25,94.20286560058594
2016-11-28,94.50177764892578
2016-11-29,94.41045379638672
2016-11-30,94.11983489990234
2016-12-01,95.83036041259766
2016-12-02,96.02962493896484
2016-12-05,96.2123031616211
2016-12-06,97.0094223022461
2016-12-07,98.5377197265625
2016-12-08,98.86344909667969
2016-12-09,99.5398941040039
2016-12-12,100.976318359375
2016-12-13,101.41060638427734
2016-12-14,100.5253677368164
2016-12-15,100.55043029785156
2016-12-16,101.55258178710938
2016-12-19,101.67784881591797
2016-12-20,102.25409698486328
2016-12-21,102.36263275146484
2016-12-22,101.98684692382812
2016-12-23,101.98684692382812
2016-12-27,101.86992645263672
2016-12-28,101.95343780517578
2016-12-29,102.12879943847656
2016-12-30,102.23737335205078
2017-01-03,100.96797180175781
2017-01-04,100.42513275146484
2017-01-05,98.82168579101562
2017-01-06,98.77156829833984
2017-01-09,97.97818756103516
2017-01-10,97.86126708984375
2017-01-11,98.2537841796875
2017-01-12,97.50215911865234
2017-01-13,97.75271606445312
2017-01-17,98.0951156616211
2017-01-18,98.99706268310547
2017-01-19,98.5377197265625
2017-01-20,98.56275177001953
2017-01-23,98.57949829101562
2017-01-24,97.57732391357422
2017-01-25,98.27050018310547
2017-01-26,98.6546401977539
2017-01-27,98.62959289550781
2017-01-30,98.1368637084961
2017-01-31,98.36234283447266
2017-02-01,97.32679748535156
2017-02-02,98.23706817626953
2017-02-03,98.36234283447266
2017-02-06,98.27050018310547
2017-02-07,98.34564208984375
2017-02-08,98.38739776611328
2017-02-09,99.1974868774414
2017-02-10,99.99087524414062
2017-02-13,99.97415924072266
2017-02-14,100.41678619384766
2017-02-15,101.03480529785156
2017-02-16,101.71124267578125
2017-02-17,101.84486389160156
2017-02-21,101.51082611083984
2017-02-22,101.80310821533203
2017-02-23,102.18728637695312
2017-02-24,102.11209869384766
2017-02-27,101.92002868652344
2017-02-28,102.08705139160156
2017-03-01,104.38368225097656
2017-03-02,103.99116516113281
2017-03-03,103.66546630859375
2017-03-06,102.15386199951172
2017-03-07,102.00355529785156
2017-03-08,101.81041717529297
2017-03-09,102.3646469116211
2017-03-10,103.14559936523438
2017-03-13,102.57457733154297
2017-03-14,102.96923828125
2017-03-15,103.27994537353516
2017-03-16,103.07002258300781
2017-03-17,103.4059066772461
2017-03-20,102.75093841552734
2017-03-21,102.18830871582031
2017-03-22,102.47380828857422
2017-03-23,101.85240936279297
2017-03-24,101.41571807861328
2017-03-27,101.61727905273438
2017-03-28,102.28067016601562
2017-03-29,101.21416473388672
2017-03-30,101.6340560913086
2017-03-31,101.22260284423828
2017-04-03,101.0882339477539
2017-04-04,101.28137969970703
2017-04-05,101.53329467773438
2017-04-06,101.22260284423828
2017-04-07,100.89508819580078
2017-04-10,101.70123291015625
2017-04-11,101.76841735839844
2017-04-12,101.9951400756836
2017-04-13,101.21416473388672
2017-04-17,102.38141632080078
2017-04-18,101.39893341064453
2017-04-19,101.10504150390625
2017-04-20,99.82861328125
2017-04-21,100.01336669921875
2017-04-24,101.24779510498047
2017-04-25,101.87760162353516
2017-04-26,102.4570083618164
2017-04-27,102.58297729492188
2017-04-28,102.16311645507812
2017-05-01,101.76001739501953
2017-05-02,101.0714340209961
2017-05-03,101.4493408203125
2017-05-04,101.4493408203125
2017-05-05,101.86080169677734
2017-05-08,101.61727905273438
2017-05-09,100.72712707519531
2017-05-10,101.34855651855469
2017-05-11,101.22260284423828
2017-05-12,101.26458740234375
2017-05-15,100.97905731201172
2017-05-16,100.71035766601562
2017-05-17,100.97905731201172
2017-05-18,101.50810241699219
2017-05-19,101.4325180053711
2017-05-22,102.15469360351562
2017-05-23,102.16311645507812
2017-05-24,102.49059295654297
2017-05-25,103.89295196533203
2017-05-26,103.84259033203125
2017-05-30,103.9013671875
2017-05-31,104.84188079833984
2017-06-01,105.3037338256836
2017-06-02,105.09382629394531
2017-06-05,105.28692626953125
2017-06-06,104.15328216552734
2017-06-07,104.31377410888672
2017-06-08,104.55028533935547
2017-06-09,105.7750244140625
2017-06-12,106.14665985107422
2017-06-13,106.50985717773438
2017-06-14,108.08086395263672
2017-06-15,108.97622680664062
2017-06-16,109.33097839355469
2017-06-19,108.3427505493164
2017-06-20,108.74815368652344
2017-06-21,108.6045913696289
2017-06-22,108.37653350830078
2017-06-23,107.82750701904297
2017-06-26,108.07245635986328
2017-06-27,107.59100341796875
2017-06-28,107.92887115478516
2017-06-29,106.75481414794922
2017-06-30,106.87306213378906
2017-07-03,107.55723571777344
2017-07-05,106.73793029785156
2017-07-06,106.57742309570312
2017-07-07,107.41361236572266
2017-07-10,106.23112487792969
2017-07-11,105.62296295166016
2017-07-12,105.7918930053711
2017-07-13,105.94395446777344
2017-07-14,106.18888854980469
2017-07-17,106.61965942382812
2017-07-18,106.02841186523438
2017-07-19,106.81393432617188
2017-07-20,105.21756744384766
2017-07-21,105.70743560791016
2017-07-24,106.7463607788086
2017-07-25,107.65856170654297
2017-07-26,106.4253921508789
2017-07-27,106.32402038574219
2017-07-28,107.44741821289062
2017-07-31,108.19070434570312
2017-08-01,109.13671875
2017-08-02,108.73129272460938
2017-08-03,109.43231964111328
2017-08-04,109.5421371459961
2017-08-07,108.79041290283203
2017-08-08,108.5792465209961
2017-08-09,109.93064880371094
2017-08-10,109.5421371459961
2017-08-11,108.26670837402344
2017-08-14,108.78192901611328
2017-08-15,109.00157928466797
2017-08-16,109.35630798339844
2017-08-17,108.2751693725586
2017-08-18,108.02175903320312
2017-08-21,107.6501235961914
2017-08-22,107.92041778564453
2017-08-23,107.40519714355469
2017-08-24,106.06219482421875
2017-08-25,106.82237243652344
2017-08-28,104.08573150634766
2017-08-29,103.89990997314453
2017-08-30,102.88632202148438
2017-08-31,102.35418701171875
2017-09-01,101.27305603027344
2017-09-05,97.4974594116211
2017-09-06,99.44017028808594
2017-09-07,97.88497924804688
2017-09-08,101.77723693847656
2017-09-11,104.15680694580078
2017-09-12,104.08882141113281
2017-09-13,103.26447296142578
2017-09-14,101.94720458984375
2017-09-15,102.57608032226562
